assessment_id	dimension	delta	baseline_value	perturbed_value	baseline_strength	perturbed_strength	baseline_confidence	perturbed_confidence	baseline_status	perturbed_status	direct_decision_changed	skip_one_decision_changed
R14-ASSOC-013	D4	-1	2	1	STRONG	STRONG	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D4	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D5	-1	2	1	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D5	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D6	-1	2	1	STRONG	STRONG	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D6	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D7	-1	2	1	STRONG	STRONG	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-013	D7	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D1	-1	2	1	STRONG	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D1	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D2	-1	1	0	STRONG	MODERATE	MODERATE	LOW	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	true	true
R14-ASSOC-014	D2	1	1	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D3	-1	0	0	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D3	1	0	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D4	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D4	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D5	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D5	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D6	-1	1	0	STRONG	WEAK	MODERATE	LOW	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	true	true
R14-ASSOC-014	D6	1	1	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D7	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-014	D7	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D1	-1	1	0	MODERATE	WEAK	MODERATE	LOW	EXTERNALLY_SUPPORTED	INSUFFICIENT	true	true
R14-ASSOC-015	D1	1	1	2	MODERATE	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D2	-1	1	0	MODERATE	MODERATE	MODERATE	LOW	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	true	true
R14-ASSOC-015	D2	1	1	2	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D3	-1	0	0	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D3	1	0	1	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D4	-1	2	1	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D4	1	2	2	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D5	-1	2	1	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D5	1	2	2	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D6	-1	1	0	MODERATE	WEAK	MODERATE	LOW	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	true	true
R14-ASSOC-015	D6	1	1	2	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D7	-1	2	1	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-015	D7	1	2	2	MODERATE	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D1	-1	2	1	STRONG	MODERATE	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D1	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D2	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D2	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D3	-1	1	0	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D3	1	1	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D4	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D4	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D5	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D5	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D6	-1	1	0	STRONG	WEAK	MODERATE	LOW	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	true	true
R14-ASSOC-016	D6	1	1	2	STRONG	STRONG	MODERATE	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D7	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-016	D7	1	2	2	STRONG	STRONG	MODERATE	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D1	-1	2	1	STRONG	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D1	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D2	-1	2	1	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D2	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D3	-1	2	1	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D3	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D4	-1	2	1	STRONG	STRONG	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D4	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D5	-1	2	1	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D5	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D6	-1	2	1	STRONG	STRONG	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D6	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D7	-1	2	1	STRONG	STRONG	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-017	D7	1	2	2	STRONG	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-018	D1	-1	2	1	STRONG	MODERATE	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D1	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D2	-1	1	0	STRONG	MODERATE	MODERATE	LOW	SOURCE_SUPPORTED	SOURCE_SUPPORTED	true	true
R14-ASSOC-018	D2	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D3	-1	0	0	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D3	1	0	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D4	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D4	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D5	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D5	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D6	-1	1	0	STRONG	WEAK	MODERATE	LOW	SOURCE_SUPPORTED	SOURCE_SUPPORTED	true	true
R14-ASSOC-018	D6	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-018	D7	-1	1	0	STRONG	WEAK	MODERATE	LOW	SOURCE_SUPPORTED	INSUFFICIENT	true	true
R14-ASSOC-018	D7	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D1	-1	2	1	STRONG	MODERATE	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D1	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D2	-1	1	0	STRONG	MODERATE	MODERATE	LOW	SOURCE_SUPPORTED	SOURCE_SUPPORTED	true	true
R14-ASSOC-019	D2	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D3	-1	0	0	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D3	1	0	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D4	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D4	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D5	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D5	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D6	-1	1	0	STRONG	WEAK	MODERATE	LOW	SOURCE_SUPPORTED	SOURCE_SUPPORTED	true	true
R14-ASSOC-019	D6	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-019	D7	-1	1	0	STRONG	WEAK	MODERATE	LOW	SOURCE_SUPPORTED	INSUFFICIENT	true	true
R14-ASSOC-019	D7	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D1	-1	2	1	STRONG	MODERATE	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D1	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D2	-1	1	0	STRONG	MODERATE	MODERATE	LOW	SOURCE_SUPPORTED	SOURCE_SUPPORTED	true	true
R14-ASSOC-020	D2	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D3	-1	0	0	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D3	1	0	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D4	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D4	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D5	-1	2	1	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D5	1	2	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D6	-1	1	0	STRONG	WEAK	MODERATE	LOW	SOURCE_SUPPORTED	SOURCE_SUPPORTED	true	true
R14-ASSOC-020	D6	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-020	D7	-1	1	0	STRONG	WEAK	MODERATE	LOW	SOURCE_SUPPORTED	INSUFFICIENT	true	true
R14-ASSOC-020	D7	1	1	2	STRONG	STRONG	MODERATE	MODERATE	SOURCE_SUPPORTED	SOURCE_SUPPORTED	false	false
R14-ASSOC-021	D1	-1	1	0	MODERATE	WEAK	HIGH	LOW	EXTERNALLY_SUPPORTED	INSUFFICIENT	true	true
R14-ASSOC-021	D1	1	1	2	MODERATE	STRONG	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D2	-1	2	1	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D2	1	2	2	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D3	-1	1	0	MODERATE	MODERATE	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D3	1	1	2	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D4	-1	2	1	MODERATE	MODERATE	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D4	1	2	2	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D5	-1	2	1	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D5	1	2	2	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D6	-1	2	1	MODERATE	MODERATE	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D6	1	2	2	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D7	-1	2	1	MODERATE	MODERATE	HIGH	MODERATE	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-021	D7	1	2	2	MODERATE	MODERATE	HIGH	HIGH	EXTERNALLY_SUPPORTED	EXTERNALLY_SUPPORTED	false	false
R14-ASSOC-022	D1	-1	1	0	MODERATE	WEAK	MODERATE	LOW	QUALIFIED	INSUFFICIENT	false	false
R14-ASSOC-022	D1	1	1	2	MODERATE	STRONG	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D2	-1	2	1	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D2	1	2	2	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D3	-1	1	0	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D3	1	1	2	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D4	-1	2	1	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D4	1	2	2	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D5	-1	1	0	MODERATE	WEAK	MODERATE	LOW	QUALIFIED	INSUFFICIENT	false	false
R14-ASSOC-022	D5	1	1	2	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D6	-1	1	0	MODERATE	WEAK	MODERATE	LOW	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D6	1	1	2	MODERATE	MODERATE	MODERATE	HIGH	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D7	-1	2	1	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-022	D7	1	2	2	MODERATE	MODERATE	MODERATE	MODERATE	QUALIFIED	QUALIFIED	false	false
R14-ASSOC-023	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D4	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D4	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-023	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-024	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-025	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D2	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D2	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D3	-1	1	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D3	1	1	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D4	-1	2	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D4	1	2	2	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D5	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D5	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D6	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D6	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D7	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-026	D7	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D1	-1	0	0	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
R14-ASSOC-027	D1	1	0	1	WEAK	WEAK	LOW	LOW	INSUFFICIENT	INSUFFICIENT	false	false
