evidence_id	assessment_id	evidence_channel	source_id	source_kind	creator	year	title	locator	stable_url	doi	source_family	domain_alignment	support_role	association_context	source_metadata_verified	evidence_verified	upstream_evidence_ref
R14-EVID-027-02	R14-ASSOC-027	EXTERNAL_SCHOLARSHIP	COMP-SRC-001	ARTICLE	Grace Lees-Maffei	2008	Introduction: Professionalization as a Focus in Interior Design History	accepted manuscript p.9	https://academic.oup.com/jdh/article/21/1/1/361205	10.1093/jdh/epn007	PROFESSIONALIZATION_INTERIOR_DESIGN	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	Professionalization is defined through the institutionalisation of occupational trust and reputation in an interior-design history.	true	true	COMP-EVID-001
R14-EVID-028-01	R14-ASSOC-028	ARCHIVE_SOURCE	R14-ARC-001	INSTITUTIONAL_ARCHIVE_PRIMARY_SOURCE_CONTEXT	Bauhaus-Archiv / Museum für Gestaltung	1919; current institutional description	Manifest und Programm des Staatlichen Bauhauses / Das Bauhaus	Program section and 1919 chronology	https://www.bauhaus.de/de/das_bauhaus/		BAUHAUS_ARCHIVE	DESIGN_HISTORY_ARCHIVE	CONCEPT_ONLY_NOT_ASSOCIATION	The archive presents the founding manifesto and its educational vision joining art, craft, workshops, and a new school program.	true	true	R14-ARC-001
R14-EVID-028-02	R14-ASSOC-028	EXTERNAL_SCHOLARSHIP	COMP-SRC-023	ARTICLE	Susan E. Reid	2017	Cold War Cultural Transactions: Designing the USSR for the West at Brussels Expo '58	abstract; p.123	https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388	10.1080/17547075.2017.1333388	DESIGN_DIPLOMACY_GENEALOGY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	A Soviet exposition case uses design diplomacy as a lens for international persuasion, negotiation, and compromise.	true	true	COMP-EVID-024
R14-EVID-029-01	R14-ASSOC-029	ARCHIVE_SOURCE	R14-ARC-001	INSTITUTIONAL_ARCHIVE_PRIMARY_SOURCE_CONTEXT	Bauhaus-Archiv / Museum für Gestaltung	1919; current institutional description	Manifest und Programm des Staatlichen Bauhauses / Das Bauhaus	Program section and 1919 chronology	https://www.bauhaus.de/de/das_bauhaus/		BAUHAUS_ARCHIVE	DESIGN_HISTORY_ARCHIVE	CONCEPT_ONLY_NOT_ASSOCIATION	The archive presents the founding manifesto and its educational vision joining art, craft, workshops, and a new school program.	true	true	R14-ARC-001
R14-EVID-029-02	R14-ASSOC-029	EXTERNAL_SCHOLARSHIP	COMP-SRC-010	ARTICLE	Anna Kallen Talley	2026	Digital Design History: State of the Field, Definitions and Possibilities	Design history and digital material culture section	https://academic.oup.com/jdh/article/39/2/113/8537083	10.1093/jdh/epag001	PCM_METHODOLOGY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	Digital design-history analysis applies the phrase to interfaces and platforms that shape cultural meanings.	true	true	COMP-EVID-009
R14-EVID-030-01	R14-ASSOC-030	ARCHIVE_SOURCE	R14-ARC-001	INSTITUTIONAL_ARCHIVE_PRIMARY_SOURCE_CONTEXT	Bauhaus-Archiv / Museum für Gestaltung	1919; current institutional description	Manifest und Programm des Staatlichen Bauhauses / Das Bauhaus	Program section and 1919 chronology	https://www.bauhaus.de/de/das_bauhaus/		BAUHAUS_ARCHIVE	DESIGN_HISTORY_ARCHIVE	CONCEPT_ONLY_NOT_ASSOCIATION	The archive presents the founding manifesto and its educational vision joining art, craft, workshops, and a new school program.	true	true	R14-ARC-001
R14-EVID-030-02	R14-ASSOC-030	EXTERNAL_SCHOLARSHIP	COMP-SRC-010	ARTICLE	Anna Kallen Talley	2026	Digital Design History: State of the Field, Definitions and Possibilities	Digital objects in the PCM paradigm section	https://academic.oup.com/jdh/article/39/2/113/8537083	10.1093/jdh/epag001	PCM_METHODOLOGY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	A digital object participates in ongoing production-consumption and third-party data relations.	true	true	COMP-EVID-011
R14-EVID-031-01	R14-ASSOC-031	ARCHIVE_SOURCE	R14-ARC-002	INSTITUTIONAL_EXHIBITION_ARCHIVE	The Museum of Modern Art	1991	The Graphic Designs of Herbert Matter	Exhibition description	https://www.moma.org/calendar/exhibitions/340		MOMA_EXHIBITION_ARCHIVE	GRAPHIC_DESIGN_MUSEUM_ARCHIVE	CONCEPT_ONLY_NOT_ASSOCIATION	The institutional exhibition record explicitly describes Matter's synthesis of photography and typography and his use of photomontage.	true	true	R14-ARC-002
R14-EVID-031-02	R14-ASSOC-031	EXTERNAL_SCHOLARSHIP	COMP-SRC-004	ARTICLE	Livia Rezende	2017	Manufacturing the Raw in Design Pageantries: the Commodification and Gendering of Brazilian Tropical Nature	title; abstract; pp.122–138	https://researchonline.rca.ac.uk/2773/	10.1093/jdh/epx007	BRAZILIAN_ENVIRONMENTAL_DESIGN_HISTORY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	A Brazilian exposition case analyzes gendering and commodification as parallel processes acting on tropical nature and raw materials.	true	true	COMP-EVID-003
R14-EVID-032-01	R14-ASSOC-032	ARCHIVE_SOURCE	R14-ARC-002	INSTITUTIONAL_EXHIBITION_ARCHIVE	The Museum of Modern Art	1991	The Graphic Designs of Herbert Matter	Exhibition description	https://www.moma.org/calendar/exhibitions/340		MOMA_EXHIBITION_ARCHIVE	GRAPHIC_DESIGN_MUSEUM_ARCHIVE	CONCEPT_ONLY_NOT_ASSOCIATION	The institutional exhibition record explicitly describes Matter's synthesis of photography and typography and his use of photomontage.	true	true	R14-ARC-002
R14-EVID-032-02	R14-ASSOC-032	EXTERNAL_SCHOLARSHIP	COMP-SRC-002	ARTICLE	Turid Moldenæs;Hilde Marie Pettersen	2021	The Professional Project of Graphic Designers and Universities' Visual Identities	pp.185, 194	https://munin.uit.no/handle/10037/22810	10.1093/jpo/joab010	GRAPHIC_DESIGN_PROFESSIONS	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	Graphic designers' professional project and the institutionalization of their logic are described as interwoven and mutually reinforcing.	true	true	COMP-EVID-002
R14-EVID-033-01	R14-ASSOC-033	EXTERNAL_SCHOLARSHIP	COMP-SRC-004	ARTICLE	Livia Rezende	2017	Manufacturing the Raw in Design Pageantries: the Commodification and Gendering of Brazilian Tropical Nature	title; abstract; pp.122–138	https://researchonline.rca.ac.uk/2773/	10.1093/jdh/epx007	BRAZILIAN_ENVIRONMENTAL_DESIGN_HISTORY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	A Brazilian exposition case analyzes gendering and commodification as parallel processes acting on tropical nature and raw materials.	true	true	COMP-EVID-003
R14-EVID-033-02	R14-ASSOC-033	EXTERNAL_SCHOLARSHIP	COMP-SRC-001	ARTICLE	Grace Lees-Maffei	2008	Introduction: Professionalization as a Focus in Interior Design History	accepted manuscript p.9	https://academic.oup.com/jdh/article/21/1/1/361205	10.1093/jdh/epn007	PROFESSIONALIZATION_INTERIOR_DESIGN	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	Professionalization is defined through the institutionalisation of occupational trust and reputation in an interior-design history.	true	true	COMP-EVID-001
R14-EVID-034-01	R14-ASSOC-034	EXTERNAL_SCHOLARSHIP	COMP-SRC-004	ARTICLE	Livia Rezende	2017	Manufacturing the Raw in Design Pageantries: the Commodification and Gendering of Brazilian Tropical Nature	title; abstract; pp.122–138	https://researchonline.rca.ac.uk/2773/	10.1093/jdh/epx007	BRAZILIAN_ENVIRONMENTAL_DESIGN_HISTORY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	A Brazilian exposition case analyzes gendering and commodification as parallel processes acting on tropical nature and raw materials.	true	true	COMP-EVID-003
R14-EVID-034-02	R14-ASSOC-034	EXTERNAL_SCHOLARSHIP	COMP-SRC-002	ARTICLE	Turid Moldenæs;Hilde Marie Pettersen	2021	The Professional Project of Graphic Designers and Universities' Visual Identities	pp.185, 194	https://munin.uit.no/handle/10037/22810	10.1093/jpo/joab010	GRAPHIC_DESIGN_PROFESSIONS	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	Graphic designers' professional project and the institutionalization of their logic are described as interwoven and mutually reinforcing.	true	true	COMP-EVID-002
R14-EVID-035-01	R14-ASSOC-035	EXTERNAL_SCHOLARSHIP	COMP-SRC-006	ARTICLE	Gino Cattani;Mariachiara Colucci;Simone Ferriani	2023	From the Margins to the Core of Haute Couture: The Entrepreneurial Journey of Coco Chanel	p.573 and note 164	https://www.cambridge.org/core/journals/enterprise-and-society/article/from-the-margins-to-the-core-of-haute-couture-the-entrepreneurial-journey-of-coco-chanel/2EB663E94E9C67F6CB3B9CF962242FAD	10.1017/eso.2021.58	FASHION_PIRACY_HISTORY	ADJACENT_DISCIPLINE	CONCEPT_ONLY_NOT_ASSOCIATION	Chanel's accommodation of imitation is contrasted with her response to practices classified as piracy.	true	true	COMP-EVID-005
R14-EVID-035-02	R14-ASSOC-035	EXTERNAL_SCHOLARSHIP	COMP-SRC-017	ARTICLE	Hifsiye Pulhan;İbrahim Numan	2006	The Traditional Urban House in Cyprus as Material Expression of Cultural Transformation	title; abstract; pp.105–119	https://doi.org/10.1093/jdh/epi050	10.1093/jdh/epi050	CYPRUS_ARCHITECTURAL_HISTORY	DESIGN_HISTORY	CONCEPT_ONLY_NOT_ASSOCIATION	Cypriot urban houses are read as material evidence of change between named Ottoman-period and British-colonial cultural configurations.	true	true	COMP-EVID-018
