source_ordinal	surface_id	trace_root_legacy_id	edge_id_count	edge_label_count	branch_id_count	declared_edge_count	pairability	hold_reason
804	SURF-VAM20K-00519	TRN-OBJ-3E38B568D7583E	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
805	SURF-VAM20K-00520	TRN-OBJ-652EF7D582D3C3	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
806	SURF-VAM20K-00521	TRN-OBJ-65B0B4F426A9C3	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
807	SURF-VAM20K-00522	TRN-OBJ-B4FE11B7EB604F	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
808	SURF-VAM20K-00523	TRN-OBJ-81782989C2ADCB	13	6	6	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
809	SURF-CAW2026R00402	TRN-OBJ-78045E8DF1DAA3	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
810	SURF-CAW2026R00403	TRN-OBJ-D3DF88587E6804	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
811	SURF-CAW2026R00404	TRN-OBJ-26E38BEBC869A6	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
812	SURF-CAW2026R00405	TRN-OBJ-3113B99F1938BA	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
813	SURF-CAW2026R00406	TRN-OBJ-62FFC8A1BB32A3	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
814	SURF-CAW2026R00407	TRN-OBJ-BA4783B0973D34	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
815	SURF-CAW2026R00408	TRN-OBJ-E67844CD31A767	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
816	SURF-CAW2026R00409	TRN-OBJ-B666A302451C52	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
817	SURF-CAW2026R00410	TRN-OBJ-7849E3C1BF5412	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
818	SURF-CAW2026R00411	TRN-OBJ-10DDEA7C5A4667	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
819	SURF-CAW2026R00412	TRN-OBJ-66418A48844375	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
820	SURF-CAW2026R00413	TRN-OBJ-1034BE87E176C7	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
821	SURF-CAW2026R00414	TRN-OBJ-1C23C92DD3EA0F	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
822	SURF-CAW2026R00415	TRN-OBJ-49EA76E53AF680	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
823	SURF-CAW2026R00420	TRN-OBJ-AFCFB9BBAF8693	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
824	SURF-CCE2026R00052	TRN-OBJ-2C2D651F3A0BFF	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
825	SURF-CCE2026R00053	TRN-OBJ-7AB9A0309885B7	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
826	SURF-CCE2026R00054	TRN-OBJ-0212EAAB191BD2	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
827	SURF-CCE2026R00055	TRN-OBJ-C907CA39028F01	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
828	SURF-CCE2026R00057	TRN-OBJ-7F9633B338DAA1	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
829	SURF-CCT2026R00300	TRN-OBJ-BAEC2441A270A9	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
830	SURF-CCT2026R01775	TRN-OBJ-9C4DD63B504E75	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
831	SURF-CCT2026R03602	TRN-OBJ-CE837161A7F4A6	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
832	SURF-CCT2026R03867	TRN-OBJ-E4EC0566D06D51	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
833	SURF-CGS2026R0771	TRN-OBJ-780C7186B4F494	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
834	SURF-CRB2026V2R0742	TRN-OBJ-7A8C19E16BDF92	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
835	SURF-CRB2026V2R0743	TRN-OBJ-B3E2D8CFBAAB87	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
836	SURF-CRB2026V2R0744	TRN-OBJ-B3A2B96BE115EB	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
837	SURF-CRB2026V2R0745	TRN-OBJ-2F945D4D30B2B8	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
838	SURF-CRB2026V2R0746	TRN-OBJ-AE016A998F4F87	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
839	SURF-CRB2026V2R0747	TRN-OBJ-B7FFB6F93CBC06	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
840	SURF-CRB2026V2R0748	TRN-OBJ-B32435A05D1539	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
841	SURF-CRB2026V2R0749	TRN-OBJ-E5502967629A94	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
842	SURF-CRB2026V2R0750	TRN-OBJ-2242137EC980EC	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
843	SURF-CRB2026V2R0751	TRN-OBJ-456E529B28BA2B	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
844	SURF-CRB2026V2R0752	TRN-OBJ-ADC98A621FDE7E	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
845	SURF-CRB2026V2R0753	TRN-OBJ-FD86B6BE725375	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
846	SURF-CRB2026V2R0754	TRN-OBJ-0D8FF19757C354	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
847	SURF-CRB2026V2R0755	TRN-OBJ-DC1E3C8EEC0A8E	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
848	SURF-CRB2026V2R0756	TRN-OBJ-1B59E6402E5FB6	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
849	SURF-CRB2026V2R0757	TRN-OBJ-DA9F4BF3FE6471	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
850	SURF-CRB2026V3R00080	TRN-OBJ-B5C0A9E54934A4	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
851	SURF-GAX1970R056	TRN-OBJ-1162D6C71E3B8D	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
852	SURF-VAM20K-00574	TRN-OBJ-7C3C6574BF5657	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
853	SURF-VAM20K-00575	TRN-OBJ-4DF5AA640A0D35	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
854	SURF-VAM20K-00576	TRN-OBJ-ECD05F60391E2E	10	5	5	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
855	SURF-VAM20K-00577	TRN-OBJ-4CF396BBE80036	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
856	SURF-VAM20K-00578	TRN-OBJ-101D45746492B6	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
857	SURF-VAM20K-00579	TRN-OBJ-1AF64FDD4D0422	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
858	SURF-VAM20K-00580	TRN-OBJ-DB0EFEF04DCEBF	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
859	SURF-CAW2026R00425	TRN-OBJ-BF20DDE6DFCF19	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
860	SURF-CAW2026R00426	TRN-OBJ-6959A3912A5657	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
861	SURF-CAW2026R00429	TRN-OBJ-C71499E342D3DE	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
862	SURF-CAW2026R00430	TRN-OBJ-D366433C833837	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
863	SURF-CAW2026R00431	TRN-OBJ-27AB62D5809EFA	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
864	SURF-CAW2026R00432	TRN-OBJ-0B2A7E01D57DFC	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
865	SURF-CAW2026R00433	TRN-OBJ-1D5E535165C63A	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
866	SURF-CAW2026R00439	TRN-OBJ-C95F97B9F115C5	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
867	SURF-CCT2026R00301	TRN-OBJ-3502AEE56084A9	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
868	SURF-CCT2026R02319	TRN-OBJ-772CCD1B794F91	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
869	SURF-CCT2026R02320	TRN-OBJ-BDD74DD79DAC29	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
870	SURF-CCT2026R03448	TRN-OBJ-B27538AC2279F5	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
871	SURF-CGS2026R0772	TRN-OBJ-0FB5FA6E04B306	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
872	SURF-CGS2026R0773	TRN-OBJ-1F0BCD1085864D	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
873	SURF-CRB2026V3R00186	TRN-OBJ-B97976F575598A	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
874	SURF-GAX1970R057	TRN-OBJ-27A348B3BCA6C0	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
875	SURF-VAM20K-00211	TRN-OBJ-D6841A4203577D	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
876	SURF-VAM20K-00215	TRN-OBJ-B716A00BF4B9ED	14	5	5	14	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
877	SURF-VAM20K-00216	TRN-OBJ-55E93FE5925BCB	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
878	SURF-VAM20K-00217	TRN-OBJ-2F234F0FCF2AA7	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
879	SURF-VAM20K-00218	TRN-OBJ-E7AB3C910FECE8	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
880	SURF-CAW2026R00398	TRN-OBJ-2ADCA81F77B367	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
881	SURF-CAW2026R00444	TRN-OBJ-392D2F7A60E42D	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
882	SURF-CAW2026R00445	TRN-OBJ-BCE93AA895C9AC	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
883	SURF-CAW2026R00446	TRN-OBJ-A2505235C70D90	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
884	SURF-CAW2026R00448	TRN-OBJ-C5090E84D3A8A8	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
885	SURF-CAW2026R00449	TRN-OBJ-F9BEB3F6A3825F	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
886	SURF-CAW2026R00450	TRN-OBJ-2DD4D0D82B9B51	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
887	SURF-CAW2026R00451	TRN-OBJ-31CC2D7C160932	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
888	SURF-CAW2026R00454	TRN-OBJ-479D8F15650F16	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
889	SURF-CCE2026R00034	TRN-OBJ-6CAB4E9C60AE86	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
890	SURF-CCE2026R00050	TRN-OBJ-CBC14D0851F27C	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
891	SURF-CCE2026R00056	TRN-OBJ-AA71CBF5DC712C	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
892	SURF-CCE2026R00058	TRN-OBJ-1A5A5C57EE95EB	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
893	SURF-CCE2026R00059	TRN-OBJ-E81FA3BD344B4E	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
894	SURF-CCT2026R00302	TRN-OBJ-E0F70CC836E6E9	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
895	SURF-CCT2026R03619	TRN-OBJ-0B6DB2D31D2882	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
896	SURF-CGS2026R0043	TRN-OBJ-260DFEF8D9A42E	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
897	SURF-CGS2026R0386	TRN-OBJ-A83497A6789A56	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
898	SURF-CGS2026R0387	TRN-OBJ-0773E2767FB8B8	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
899	SURF-CGS2026R0774	TRN-OBJ-41981E56D4C5B2	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
900	SURF-CGS2026R0775	TRN-OBJ-3391FC5AE68290	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
901	SURF-CGS2026R0776	TRN-OBJ-9E74BC007335D6	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
902	SURF-GA1970R016	TRN-OBJ-DBD26F8B413A12	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
903	SURF-VAM20K-00283	TRN-OBJ-0A8C1F3C6CEC98	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
904	SURF-YRGAP-REGION-0018	TRN-OBJ-E6317CA9B034A6	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
905	SURF-CAW2026R00368	TRN-OBJ-AC4D4F8B192484	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
906	SURF-CCE2026R00035	TRN-OBJ-BDA39C96135D9E	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
907	SURF-CCE2026R00036	TRN-OBJ-50C28C0275D7BE	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
908	SURF-CCE2026R00051	TRN-OBJ-10BBC19302D932	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
909	SURF-CCE2026R00062	TRN-OBJ-D7939D66E9CA33	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
910	SURF-CCT2026R03200	TRN-OBJ-4E94A09ABAD281	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
911	SURF-CCT2026R03201	TRN-OBJ-97FFA2C7DA59C0	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
912	SURF-CCT2026R03202	TRN-OBJ-93F828009E1365	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
913	SURF-CCT2026R03620	TRN-OBJ-1AB3428237C0C4	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
914	SURF-CGS2026R0777	TRN-OBJ-CF1B293CA9BB92	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
915	SURF-GAX1970R058	TRN-OBJ-45D6CCE3C9038F	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
916	SURF-VAM20K-00153	TRN-OBJ-929187D876E7FA	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
917	SURF-VAM20K-00154	TRN-OBJ-F18C1DD173F1F6	10	4	4	10	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
918	SURF-VAM20K-00155	TRN-OBJ-3BD2F43324F8B7	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
919	SURF-VAM20K-00156	TRN-OBJ-086B819D09AB21	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
920	SURF-VAM20K-00157	TRN-OBJ-47F9214C3AE9AD	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
921	SURF-CAW2026R00464	TRN-OBJ-37CDAD2DEAF679	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
922	SURF-CAW2026R00465	TRN-OBJ-990766F4388A78	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
923	SURF-CAW2026R00466	TRN-OBJ-CA1BD77E163DF9	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
924	SURF-CAW2026R00467	TRN-OBJ-075DD6DA46C425	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
925	SURF-CAW2026R00468	TRN-OBJ-F15AF47930BE5E	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
926	SURF-CAW2026R00473	TRN-OBJ-41CB9EC5788EA8	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
927	SURF-CAW2026R00474	TRN-OBJ-DA0BD253D4844A	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
928	SURF-CAW2026R00475	TRN-OBJ-3D12A7CF762C85	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
929	SURF-CAW2026R00476	TRN-OBJ-38F14DC6A95FC1	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
930	SURF-CAW2026R00477	TRN-OBJ-F0E27BCCFEB7A7	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
931	SURF-CAW2026R00478	TRN-OBJ-94643675D4A974	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
932	SURF-CAW2026R00479	TRN-OBJ-54F3BC6145B12B	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
933	SURF-CCE2026R00064	TRN-OBJ-ED42F4FF9D7311	8	8	8	8	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
934	SURF-CCT2026R00303	TRN-OBJ-7403E28150B89E	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
935	SURF-CCT2026R00304	TRN-OBJ-666A050A85B471	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
936	SURF-CCT2026R01280	TRN-OBJ-BA412F029B3861	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
937	SURF-CCT2026R01281	TRN-OBJ-62ACEAFCD17A61	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
938	SURF-CCT2026R01282	TRN-OBJ-0CA84692D54F0B	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
939	SURF-CCT2026R01283	TRN-OBJ-5FB43CA33917C0	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
940	SURF-CGS2026R0778	TRN-OBJ-5F5BD626351660	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
941	SURF-CGS2026R0779	TRN-OBJ-6F46B52D36C002	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
942	SURF-ER1830R025	TRN-OBJ-FD5FE012747881	13	4	4	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
943	SURF-GAX1970R059	TRN-OBJ-C48A5816D63B72	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
944	SURF-VAM20K-00284	TRN-OBJ-FA798CC693D5BB	9	4	4	9	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
945	SURF-VAM20K-00287	TRN-OBJ-3D3AE56D4674E9	13	5	5	13	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
946	SURF-VAM20K-00288	TRN-OBJ-97ECADA1A37AF6	11	5	5	11	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
947	SURF-CAW2026R00483	TRN-OBJ-58E90E9806F995	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
948	SURF-CAW2026R00489	TRN-OBJ-3AB970227CBA44	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
949	SURF-CAW2026R00490	TRN-OBJ-570558CB213218	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
950	SURF-CAW2026R00491	TRN-OBJ-88B25337EEBC2D	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
951	SURF-CAW2026R00492	TRN-OBJ-BC12CCD6BFE5C3	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
952	SURF-CAW2026R00493	TRN-OBJ-B61692BBF78C5A	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
953	SURF-CGS2026R0782	TRN-OBJ-83ADA035D14462	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
954	SURF-CGS2026R0783	TRN-OBJ-7822DCF7DF6D23	3	3	3	3	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
955	SURF-CSPTRACE2026R0037	TRN-OBJ-28DCF25E1ABD27	4	4	4	4	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
956	SURF-GA1970R017	TRN-OBJ-45993CE8A3252A	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
957	SURF-GA1970R018	TRN-OBJ-B1B10C7C554A8F	7	7	7	7	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
958	SURF-NBPOSTERTRACE2026V2R0171	TRN-OBJ-EE36B2059CE00D	5	5	5	5	labels_vocabulary_only	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
959	SURF-VAM20K-00180	TRN-OBJ-A960FE2AD07EFE	12	5	5	12	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
960	SURF-CAW2026R00494	TRN-OBJ-1F4853559763EA	4	3	3	4	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
961	SURF-CAW2026R00498	TRN-OBJ-F120FAB8A68E87	5	4	4	5	unsafe_pairing_held	LEGACY_PROJECTION_ONLY_NO_POSITIONAL_ZIP
