folder_id	surface_id	surface_ordinal
FOL-REGION-UNITED-STATES	SURF-PUL1970R008	2388
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-PUL1970R008	2388
FOL-MEDIUM-POSTER	SURF-PUL1970R008	2388
FOL-REGION-UNITED-STATES	SURF-PUL1970R009	2389
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-PUL1970R009	2389
FOL-MEDIUM-POSTER	SURF-PUL1970R009	2389
FOL-REGION-UNITED-KINGDOM	SURF-VAM20K-01340	2390
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-01340	2390
FOL-MEDIUM-POSTER	SURF-VAM20K-01340	2390
FOL-REGION-BOSNIA-AND-HERZEGOVINA	SURF-CAW2026R01301	2391
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01301	2391
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01301	2391
FOL-REGION-BOSNIA-AND-HERZEGOVINA	SURF-CAW2026R01303	2392
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01303	2392
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01303	2392
FOL-REGION-BOSNIA-AND-HERZEGOVINA	SURF-CAW2026R01304	2393
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01304	2393
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01304	2393
FOL-REGION-LATVIA	SURF-CAW2026R01315	2394
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01315	2394
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01315	2394
FOL-REGION-CROATIA	SURF-CCE2026R00227	2395
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CCE2026R00227	2395
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCE2026R00227	2395
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00229	2396
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00229	2396
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00229	2396
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00230	2397
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00230	2397
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00230	2397
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00231	2398
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00231	2398
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00231	2398
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00232	2399
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00232	2399
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00232	2399
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00233	2400
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00233	2400
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00233	2400
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-CCE2026R00234	2401
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00234	2401
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00234	2401
FOL-REGION-PERU	SURF-CCE2026R00235	2402
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00235	2402
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00235	2402
FOL-REGION-PERU	SURF-CCE2026R00236	2403
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00236	2403
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00236	2403
FOL-REGION-PERU	SURF-CCE2026R00237	2404
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCE2026R00237	2404
FOL-MEDIUM-ADVERTISEMENT	SURF-CCE2026R00237	2404
FOL-REGION-ALGERIA	SURF-CCT2026R00018	2405
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00018	2405
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00018	2405
FOL-REGION-ALGERIA	SURF-CCT2026R00019	2406
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00019	2406
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00019	2406
FOL-REGION-ALGERIA	SURF-CCT2026R00020	2407
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00020	2407
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00020	2407
FOL-REGION-MOROCCO	SURF-CCT2026R00486	2408
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R00486	2408
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R00486	2408
FOL-REGION-BULGARIA	SURF-CCT2026R01484	2409
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CCT2026R01484	2409
FOL-MEDIUM-POSTER	SURF-CCT2026R01484	2409
FOL-REGION-UKRAINE	SURF-CCT2026R01783	2410
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01783	2410
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01783	2410
FOL-REGION-UKRAINE	SURF-CCT2026R01784	2411
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01784	2411
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01784	2411
FOL-REGION-BOLIVIA	SURF-CCT2026R01949	2412
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01949	2412
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01949	2412
FOL-REGION-BOLIVIA	SURF-CCT2026R01950	2413
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R01950	2413
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R01950	2413
FOL-REGION-IRAQ	SURF-CCT2026R02875	2414
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02875	2414
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02875	2414
FOL-REGION-IRAQ	SURF-CCT2026R02876	2415
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02876	2415
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02876	2415
FOL-REGION-IRAQ	SURF-CCT2026R02877	2416
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02877	2416
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02877	2416
FOL-REGION-IRAQ	SURF-CCT2026R02878	2417
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02878	2417
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02878	2417
FOL-REGION-IRAQ	SURF-CCT2026R02879	2418
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02879	2418
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02879	2418
FOL-REGION-IRAQ	SURF-CCT2026R02880	2419
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02880	2419
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02880	2419
FOL-REGION-IRAQ	SURF-CCT2026R02881	2420
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02881	2420
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02881	2420
FOL-REGION-IRAQ	SURF-CCT2026R02882	2421
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02882	2421
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02882	2421
FOL-REGION-IRAQ	SURF-CCT2026R02883	2422
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02883	2422
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02883	2422
FOL-REGION-IRAQ	SURF-CCT2026R02884	2423
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02884	2423
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02884	2423
FOL-REGION-IRAQ	SURF-CCT2026R02885	2424
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02885	2424
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02885	2424
FOL-REGION-IRAQ	SURF-CCT2026R02886	2425
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02886	2425
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02886	2425
FOL-REGION-IRAQ	SURF-CCT2026R02887	2426
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02887	2426
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02887	2426
FOL-REGION-IRAQ	SURF-CCT2026R02888	2427
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02888	2427
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02888	2427
FOL-REGION-IRAQ	SURF-CCT2026R02889	2428
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R02889	2428
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R02889	2428
FOL-REGION-AOTEAROA-NEW-ZEALAND	SURF-CCT2026R03331	2429
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03331	2429
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03331	2429
FOL-REGION-AOTEAROA-NEW-ZEALAND	SURF-CCT2026R03332	2430
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CCT2026R03332	2430
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CCT2026R03332	2430
FOL-REGION-MEXICO	SURF-CGS2026R1158	2431
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R1158	2431
FOL-MEDIUM-ADVERTISEMENT	SURF-CGS2026R1158	2431
FOL-REGION-MEXICO	SURF-CGS2026R1159	2432
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R1159	2432
FOL-MEDIUM-ADVERTISEMENT	SURF-CGS2026R1159	2432
FOL-REGION-MEXICO	SURF-CGS2026R1160	2433
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CGS2026R1160	2433
FOL-MEDIUM-ADVERTISEMENT	SURF-CGS2026R1160	2433
FOL-REGION-UKRAINE	SURF-CRB2026V2R0343	2434
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CRB2026V2R0343	2434
FOL-MEDIUM-POSTER	SURF-CRB2026V2R0343	2434
FOL-REGION-UNITED-STATES	SURF-ER1830R067	2435
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-ER1830R067	2435
FOL-MEDIUM-POSTER	SURF-ER1830R067	2435
FOL-REGION-UNITED-STATES	SURF-ER1830R068	2436
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-ER1830R068	2436
FOL-MEDIUM-POSTER	SURF-ER1830R068	2436
FOL-REGION-UNITED-STATES	SURF-ER1830R069	2437
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-ER1830R069	2437
FOL-MEDIUM-POSTER	SURF-ER1830R069	2437
FOL-REGION-UNITED-KINGDOM	SURF-HISTORICALAICTRACE2026V1R0048	2438
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-HISTORICALAICTRACE2026V1R0048	2438
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0048	2438
FOL-REGION-UNITED-KINGDOM	SURF-HISTORICALAICTRACE2026V1R0049	2439
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-HISTORICALAICTRACE2026V1R0049	2439
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0049	2439
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0050	2440
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0050	2440
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0050	2440
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0054	2441
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0054	2441
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0054	2441
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0055	2442
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-HISTORICALAICTRACE2026V1R0055	2442
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0055	2442
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0056	2443
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-HISTORICALAICTRACE2026V1R0056	2443
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0056	2443
FOL-MOVEMENT-BAUHAUS-NEW-TYPOGRAPHY-FIRST-INGEST-NETWORK	SURF-HISTORICALAICTRACE2026V1R0056	2443
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0057	2444
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-HISTORICALAICTRACE2026V1R0057	2444
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0057	2444
FOL-MOVEMENT-BAUHAUS-NEW-TYPOGRAPHY-FIRST-INGEST-NETWORK	SURF-HISTORICALAICTRACE2026V1R0057	2444
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0059	2445
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0059	2445
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0059	2445
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0060	2446
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0060	2446
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0060	2446
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0061	2447
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0061	2447
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0061	2447
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0063	2448
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0063	2448
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0063	2448
FOL-REGION-UNITED-STATES	SURF-HISTORICALAICTRACE2026V1R0065	2449
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0065	2449
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0065	2449
FOL-REGION-CANADA	SURF-HISTORICALAICTRACE2026V1R0071	2450
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0071	2450
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0071	2450
FOL-REGION-CZECH-REPUBLIC	SURF-HISTORICALAICTRACE2026V1R0072	2451
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-HISTORICALAICTRACE2026V1R0072	2451
FOL-MEDIUM-POSTER	SURF-HISTORICALAICTRACE2026V1R0072	2451
FOL-REGION-RUSSIA	SURF-LOCTRACE2026I10FB11C5387618	2452
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026I10FB11C5387618	2452
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I10FB11C5387618	2452
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-LOCTRACE2026I2AF8EFE0DEDC79	2453
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026I2AF8EFE0DEDC79	2453
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I2AF8EFE0DEDC79	2453
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-LOCTRACE2026I3ED55E3B1DDF12	2454
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026I3ED55E3B1DDF12	2454
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I3ED55E3B1DDF12	2454
FOL-REGION-UNITED-STATES	SURF-LOCTRACE2026I6A6E20B8EF160C	2455
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-LOCTRACE2026I6A6E20B8EF160C	2455
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026I6A6E20B8EF160C	2455
FOL-REGION-UNITED-STATES	SURF-LOCTRACE2026IA2A05C4ABFBCEB	2456
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-LOCTRACE2026IA2A05C4ABFBCEB	2456
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026IA2A05C4ABFBCEB	2456
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-LOCTRACE2026IA8CC44D1443DDC	2457
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026IA8CC44D1443DDC	2457
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026IA8CC44D1443DDC	2457
FOL-REGION-GLOBAL-TRANSNATIONAL	SURF-LOCTRACE2026ID7B3C6C1374B69	2458
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-LOCTRACE2026ID7B3C6C1374B69	2458
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026ID7B3C6C1374B69	2458
FOL-REGION-UNITED-STATES	SURF-LOCTRACE2026IE3FEA2D0B120E2	2459
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-LOCTRACE2026IE3FEA2D0B120E2	2459
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026IE3FEA2D0B120E2	2459
FOL-REGION-UNITED-STATES	SURF-LOCTRACE2026IF08DE4D058CFA4	2460
FOL-THEME-PUBLIC-HEALTH-AND-SOCIAL-COMMUNICATION	SURF-LOCTRACE2026IF08DE4D058CFA4	2460
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026IF08DE4D058CFA4	2460
FOL-REGION-UNITED-STATES	SURF-LOCTRACE2026R00025	2461
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-LOCTRACE2026R00025	2461
FOL-MEDIUM-POSTER	SURF-LOCTRACE2026R00025	2461
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V1R0027	2462
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V1R0027	2462
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V1R0027	2462
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V1R0158	2463
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V1R0158	2463
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V1R0158	2463
FOL-REGION-NORWAY	SURF-NBPOSTERTRACE2026V1R0307	2464
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-NBPOSTERTRACE2026V1R0307	2464
FOL-MEDIUM-POSTER	SURF-NBPOSTERTRACE2026V1R0307	2464
FOL-REGION-UNITED-STATES	SURF-PUL1970R010	2465
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-PUL1970R010	2465
FOL-MEDIUM-POSTER	SURF-PUL1970R010	2465
FOL-REGION-UNITED-KINGDOM	SURF-VAM20K-02323	2466
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02323	2466
FOL-MEDIUM-POSTER	SURF-VAM20K-02323	2466
FOL-REGION-UNITED-KINGDOM	SURF-VAM20K-02324	2467
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02324	2467
FOL-MEDIUM-POSTER	SURF-VAM20K-02324	2467
FOL-REGION-UNITED-KINGDOM	SURF-VAM20K-02326	2468
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAM20K-02326	2468
FOL-MEDIUM-POSTER	SURF-VAM20K-02326	2468
FOL-REGION-UNITED-KINGDOM	SURF-VAMYEARTRACEV2R0023	2469
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-VAMYEARTRACEV2R0023	2469
FOL-MEDIUM-POSTER	SURF-VAMYEARTRACEV2R0023	2469
FOL-REGION-NETHERLANDS	SURF-YRGAP-REGION-0024	2470
FOL-THEME-MIDCENTURY-MODERN-GRAPHIC-COMMUNICATION	SURF-YRGAP-REGION-0024	2470
FOL-MEDIUM-POSTER	SURF-YRGAP-REGION-0024	2470
FOL-REGION-CHINA-HONG-KONG	SURF-CAW2026R01229	2471
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01229	2471
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01229	2471
FOL-REGION-RUSSIA	SURF-CAW2026R01307	2472
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01307	2472
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01307	2472
FOL-REGION-RUSSIA	SURF-CAW2026R01308	2473
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01308	2473
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01308	2473
FOL-REGION-RUSSIA	SURF-CAW2026R01309	2474
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01309	2474
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01309	2474
FOL-REGION-RUSSIA	SURF-CAW2026R01310	2475
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01310	2475
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01310	2475
FOL-REGION-RUSSIA	SURF-CAW2026R01311	2476
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01311	2476
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01311	2476
FOL-REGION-RUSSIA	SURF-CAW2026R01312	2477
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01312	2477
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01312	2477
FOL-REGION-RUSSIA	SURF-CAW2026R01313	2478
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01313	2478
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01313	2478
FOL-REGION-RUSSIA	SURF-CAW2026R01314	2479
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01314	2479
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01314	2479
FOL-REGION-KOREAN-PENINSULA	SURF-CAW2026R01355	2480
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01355	2480
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01355	2480
FOL-REGION-KOREAN-PENINSULA	SURF-CAW2026R01356	2481
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01356	2481
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01356	2481
FOL-REGION-ARMENIA	SURF-CAW2026R01359	2482
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01359	2482
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01359	2482
FOL-REGION-LATVIA	SURF-CAW2026R01362	2483
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01362	2483
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01362	2483
FOL-REGION-LATVIA	SURF-CAW2026R01363	2484
FOL-THEME-WORLD-WAR-AND-PUBLIC-INFORMATION-GRAPHICS	SURF-CAW2026R01363	2484
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01363	2484
FOL-REGION-LITHUANIA	SURF-CAW2026R01364	2485
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01364	2485
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01364	2485
FOL-REGION-LITHUANIA	SURF-CAW2026R01365	2486
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01365	2486
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01365	2486
FOL-REGION-LITHUANIA	SURF-CAW2026R01366	2487
FOL-THEME-MODERN-TYPOGRAPHY-AND-LAYOUT	SURF-CAW2026R01366	2487
FOL-MEDIUM-GRAPHIC-DESIGN-OBJECT-RECORD	SURF-CAW2026R01366	2487
