source_ordinal	surface_id	reference_bearing	visual_reference_count	locator_occurrence_count	overall_disposition	rights_axis	policy_axis	provider_axis
4269	SURF-CCT2026R00137	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4270	SURF-CCT2026R00138	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4271	SURF-CCT2026R00139	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4272	SURF-CCT2026R00140	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4273	SURF-CCT2026R00141	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4274	SURF-CCT2026R00142	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4275	SURF-CCT2026R00143	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4276	SURF-CCT2026R00144	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4277	SURF-CCT2026R00145	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4278	SURF-CCT2026R00146	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4279	SURF-CCT2026R00147	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4280	SURF-CCT2026R01487	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4281	SURF-CCT2026R02108	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4282	SURF-CCT2026R02109	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4283	SURF-CCT2026R02110	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4284	SURF-CCT2026R02111	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4285	SURF-CCT2026R02112	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4286	SURF-CCT2026R02113	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4287	SURF-CCT2026R02114	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4288	SURF-CCT2026R02115	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4289	SURF-CCT2026R02116	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4290	SURF-CCT2026R02117	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4291	SURF-CCT2026R02118	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4292	SURF-CCT2026R02119	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4293	SURF-CCT2026R02120	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4294	SURF-CCT2026R03498	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4295	SURF-CCT2026R03500	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4296	SURF-CGS2026R0030	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4297	SURF-CGS2026R0182	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4298	SURF-CGS2026R0313	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4299	SURF-CGS2026R0342	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4300	SURF-CGS2026R0350	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4301	SURF-CGS2026R0465	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4302	SURF-COM1970R085	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4303	SURF-COM1970R087	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4304	SURF-GAPIT2026R011	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4305	SURF-GAPIT2026R012	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4306	SURF-GSU1970R009	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4307	SURF-GSU1970R010	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4308	SURF-GSU1970R011	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4309	SURF-GSU1970R012	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4310	SURF-GSU1970R013	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4311	SURF-HISTORICALAICTRACE2026V1R0164	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4312	SURF-HISTORICALAICTRACE2026V1R0182	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4313	SURF-HISTORICALAICTRACE2026V1R0183	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4314	SURF-HISTORICALAICTRACE2026V1R0194	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4315	SURF-HISTORICALAICTRACE2026V1R0198	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4316	SURF-HISTORICALAICTRACE2026V1R0202	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4317	SURF-HISTORICALAICTRACE2026V1R0203	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4318	SURF-LOCTRACE2026I215EBFB89ABA16	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4319	SURF-LOCTRACE2026I7ED0CDFE3A485A	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4320	SURF-LOCTRACE2026IB18D3B313B95D2	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4321	SURF-MC1930R042	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4322	SURF-MC1930R043	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4323	SURF-MC1930R044	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4324	SURF-MC1930R045	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4325	SURF-MC1930R046	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4326	SURF-NBPOSTERTRACE2026V1R0122	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4327	SURF-NBPOSTERTRACE2026V1R0166	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4328	SURF-NBPOSTERTRACE2026V2R0069	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4329	SURF-NBPOSTERTRACE2026V2R0137	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4330	SURF-VAM20K-03053	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4331	SURF-VAM20K-03054	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4332	SURF-VAM20K-03055	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4333	SURF-VAM20K-03056	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4334	SURF-YRGAP-REGION-0031	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4335	SURF-CAW2026R02134	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4336	SURF-CAW2026R02135	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4337	SURF-CAW2026R02146	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4338	SURF-CAW2026R02151	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4339	SURF-CAW2026R02152	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4340	SURF-CAW2026R02153	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4341	SURF-CAW2026R02157	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4342	SURF-CAW2026R02158	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4343	SURF-CCE2026R00413	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4344	SURF-CCE2026R00493	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4345	SURF-CCE2026R00494	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4346	SURF-CCE2026R00497	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4347	SURF-CCE2026R00498	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4348	SURF-CCE2026R00499	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4349	SURF-CCE2026R00500	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4350	SURF-CCE2026R00501	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4351	SURF-CCE2026R00502	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4352	SURF-CCE2026R00503	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4353	SURF-CCE2026R00504	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4354	SURF-CCE2026R00505	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4355	SURF-CCE2026R00506	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4356	SURF-CCE2026R00507	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4357	SURF-CCE2026R00508	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4358	SURF-CCE2026R00509	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4359	SURF-CCE2026R00510	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4360	SURF-CCE2026R00511	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4361	SURF-CCE2026R00512	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4362	SURF-CCE2026R00513	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4363	SURF-CCT2026R00067	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4364	SURF-CCT2026R00068	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4365	SURF-CCT2026R00148	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4366	SURF-CCT2026R00149	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4367	SURF-CCT2026R00150	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4368	SURF-CCT2026R00151	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4369	SURF-CCT2026R00152	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4370	SURF-CCT2026R00153	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4371	SURF-CCT2026R00154	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4372	SURF-CCT2026R00155	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4373	SURF-CCT2026R00156	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4374	SURF-CCT2026R00157	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4375	SURF-CCT2026R01869	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4376	SURF-CCT2026R01876	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4377	SURF-CCT2026R01877	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4378	SURF-CCT2026R01878	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4379	SURF-CCT2026R01879	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4380	SURF-CCT2026R01880	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4381	SURF-CCT2026R01881	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4382	SURF-CCT2026R01882	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4383	SURF-CCT2026R01883	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4384	SURF-CCT2026R01884	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4385	SURF-CCT2026R01885	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4386	SURF-CCT2026R01886	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4387	SURF-CCT2026R01887	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4388	SURF-CCT2026R01888	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4389	SURF-CCT2026R01889	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4390	SURF-CCT2026R01890	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4391	SURF-CCT2026R01891	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4392	SURF-CCT2026R01892	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4393	SURF-CCT2026R02121	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4394	SURF-CCT2026R02122	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4395	SURF-CCT2026R02123	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4396	SURF-CCT2026R02124	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4397	SURF-CCT2026R02125	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4398	SURF-CCT2026R02126	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4399	SURF-CCT2026R02127	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4400	SURF-CCT2026R02128	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4401	SURF-CCT2026R02129	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4402	SURF-CCT2026R02130	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4403	SURF-CCT2026R02216	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4404	SURF-CCT2026R02217	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4405	SURF-CCT2026R02218	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4406	SURF-CCT2026R02219	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4407	SURF-CCT2026R02220	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4408	SURF-CCT2026R03467	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4409	SURF-CCT2026R03499	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4410	SURF-CGS2026R0466	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4411	SURF-CGS2026R0468	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4412	SURF-CGS2026R0641	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4413	SURF-CPB2026R0006	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4414	SURF-GAPIT2026R013	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4415	SURF-GSU1970R014	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4416	SURF-HISTORICALAICTRACE2026V1R0196	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4417	SURF-IR1970R026	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4418	SURF-LOCTRACE2026I75D2438B36B5CD	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4419	SURF-LOCTRACE2026IB38D7060663B9C	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4420	SURF-LOCTRACE2026ID5932ACB92AF73	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4421	SURF-LOCTRACE2026ID7B455E27EB4CA	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4422	SURF-MX1970R007	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4423	SURF-NBPOSTERTRACE2026V1R0044	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4424	SURF-NBPOSTERTRACE2026V1R0187	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4425	SURF-NBPOSTERTRACE2026V2R0031	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4426	SURF-NBPOSTERTRACE2026V2R0100	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4427	SURF-NMKTRACE2026R00486	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4428	SURF-NMKTRACE2026R00488	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4429	SURF-PUL1970R038	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4430	SURF-PUL1970R039	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4431	SURF-CAW2026R02163	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4432	SURF-CAW2026R02164	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4433	SURF-CAW2026R02166	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4434	SURF-CAW2026R02169	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4435	SURF-CAW2026R02170	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4436	SURF-CAW2026R02171	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4437	SURF-CAW2026R02172	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4438	SURF-CAW2026R02173	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4439	SURF-CCE2026R00514	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4440	SURF-CCE2026R00515	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4441	SURF-CCE2026R00516	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4442	SURF-CCT2026R00158	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4443	SURF-CCT2026R00159	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4444	SURF-CCT2026R00160	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4445	SURF-CCT2026R00161	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4446	SURF-CCT2026R00162	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4447	SURF-CCT2026R00163	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4448	SURF-CCT2026R00164	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4449	SURF-CCT2026R00165	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4450	SURF-CCT2026R00166	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4451	SURF-CCT2026R00167	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4452	SURF-CCT2026R00168	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4453	SURF-CCT2026R00169	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4454	SURF-CCT2026R00170	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4455	SURF-CCT2026R00171	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4456	SURF-CCT2026R00172	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4457	SURF-CCT2026R00173	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4458	SURF-CCT2026R00174	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4459	SURF-CCT2026R00175	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4460	SURF-CCT2026R00176	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4461	SURF-CCT2026R00177	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4462	SURF-CCT2026R00178	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4463	SURF-CCT2026R00179	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4464	SURF-CCT2026R00180	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4465	SURF-CCT2026R00181	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4466	SURF-CCT2026R00182	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4467	SURF-CCT2026R00183	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4468	SURF-CCT2026R00184	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4469	SURF-CCT2026R00185	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4470	SURF-CCT2026R02132	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4471	SURF-CCT2026R02133	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4472	SURF-CCT2026R02134	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4473	SURF-CCT2026R02135	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4474	SURF-CCT2026R02136	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4475	SURF-CCT2026R02137	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4476	SURF-CCT2026R02138	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4477	SURF-CCT2026R02139	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4478	SURF-CCT2026R02221	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4479	SURF-CCT2026R02222	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4480	SURF-CCT2026R02223	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4481	SURF-CCT2026R02224	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4482	SURF-CCT2026R02225	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4483	SURF-CCT2026R03225	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4484	SURF-CGS2026R0322	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4485	SURF-CGS2026R0324	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4486	SURF-GAPIT2026R014	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4487	SURF-GAPIT2026R015	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4488	SURF-GAPIT2026R016	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4489	SURF-HISTORICALAICTRACE2026V1R0156	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4490	SURF-HISTORICALAICTRACE2026V1R0157	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4491	SURF-HISTORICALAICTRACE2026V1R0158	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4492	SURF-HISTORICALAICTRACE2026V1R0163	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4493	SURF-HISTORICALAICTRACE2026V1R0165	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4494	SURF-HISTORICALAICTRACE2026V1R0166	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4495	SURF-HISTORICALAICTRACE2026V1R0167	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4496	SURF-HISTORICALAICTRACE2026V1R0168	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4497	SURF-HISTORICALAICTRACE2026V1R0169	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4498	SURF-HISTORICALAICTRACE2026V1R0170	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4499	SURF-HISTORICALAICTRACE2026V1R0171	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4500	SURF-HISTORICALAICTRACE2026V1R0173	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4501	SURF-HISTORICALAICTRACE2026V1R0178	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4502	SURF-HISTORICALAICTRACE2026V1R0179	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4503	SURF-HISTORICALAICTRACE2026V1R0180	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4504	SURF-HISTORICALAICTRACE2026V1R0181	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4505	SURF-HISTORICALAICTRACE2026V1R0184	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4506	SURF-HISTORICALAICTRACE2026V1R0197	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4507	SURF-IR1970R027	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4508	SURF-IR1970R028	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4509	SURF-LOCTRACE2026IC020C27A931C7B	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4510	SURF-LOCTRACE2026IEF4BF282DFC0A7	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4511	SURF-LOCTRACE2026IF313D03713005F	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4512	SURF-MC1930R047	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4513	SURF-MC1930R048	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4514	SURF-MC1930R049	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4515	SURF-MC1930R050	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4516	SURF-MC1930R051	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4517	SURF-MC1930R052	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4518	SURF-MC1930R053	false	0	0	no_visual_reference	not_applicable	not_applicable	not_applicable
4519	SURF-NBPOSTERTRACE2026V1R0014	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4520	SURF-NBPOSTERTRACE2026V1R0019	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4521	SURF-NBPOSTERTRACE2026V2R0141	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4522	SURF-NBPOSTERTRACE2026V2R0180	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4523	SURF-YRGAP-REGION-0027	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4524	SURF-CAW2026R02176	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4525	SURF-CAW2026R02178	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4526	SURF-CAW2026R02180	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4527	SURF-CAW2026R02181	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4528	SURF-CAW2026R02182	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4529	SURF-CAW2026R02183	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4530	SURF-CAW2026R02184	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4531	SURF-CAW2026R02185	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
4532	SURF-CAW2026R02188	true	1	1	rights_unknown	rights_unknown	policy_unknown	unmapped_provider
