model_id	model_revision	input_variant	aspect_id	diagnostic_type	k	object_count	query_count	embedding_dimension	mean_k_occurrence	variance_k_occurrence	skewness	gini	top_1_percent_occurrence_share	maximum_occurrence	zero_occurrence_object_count	total_occurrence_count	expected_occurrence_count	mean_sampled_cosine	cosine_variance	pair_observation_count	first_pc_variance_share	norm_p50	norm_p95	pre_normalization_norm_p50	pre_normalization_norm_p95	nearest_neighbor_cosine_distance_p50	nearest_neighbor_cosine_distance_p95	exact_mean_off_diagonal_cosine	overall_diagnostic_status	missing_required_diagnostics	association_inputs_sha256	association_dimension	association_type	association_value	association_group_count	association_eta_squared	association_pearson_correlation	association_observation_sha256	correction_id	correction_tested	correction_selected	receipt_sha256	status	limitation
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	50	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	METADATA_COMPLETENESS	PEARSON_CORRELATION	-0.0356031764888788			-0.0356031764888788	c699f547d5869f618a3076aa715a1e31ad6d8b58ea6e1ce1f7e93cce9af7b3a1	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_SOURCE	10	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	SOURCE	CATEGORICAL_ETA_SQUARED	0.000118249132861971	15	0.000118249132861971		2a40dad9bfc6226ad76d8ce13649e20e9cccd2d546a65a966235b865a5f228de	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_SOURCE	20	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	SOURCE	CATEGORICAL_ETA_SQUARED	0.000416816516728505	15	0.000416816516728505		275c165a1727fd5b43fbe7dc46e962226ed40bddfeec54f56583c94d77f9f243	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_SOURCE	50	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	SOURCE	CATEGORICAL_ETA_SQUARED	0.00193144826953829	15	0.00193144826953829		53c991dc22cbe20bf01aa7d43ddc065d719e26d39a7033b17afae1fdcae902e8	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_TEXT_LENGTH	10	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	TEXT_LENGTH	PEARSON_CORRELATION	-0.0100049541107375			-0.0100049541107375	a6d30f0630449a6c02a73913c2044980db952f9bc5672aecc69fdf824c03fca9	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_TEXT_LENGTH	20	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	TEXT_LENGTH	PEARSON_CORRELATION	-0.0165483729438689			-0.0165483729438689	3792458296c2828529663cc4143bf8ff6c36674879be60ad6df48bea389a125a	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SOURCE_NARRATIVE	HUBNESS_ASSOCIATION_TEXT_LENGTH	50	7431	7431	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	a90213286cd2d928b8ff2a8a78dd15b5d34e96aa8e1c96e4fe032162a94544ca	TEXT_LENGTH	PEARSON_CORRELATION	-0.0295066020232999			-0.0295066020232999	d227d077c60853b64b0e06258aef8787bd9ad9673ba1b6e11d96b508af04e672	NONE	false	false	cb22152f758697cc7b78fa492a14d7a4f6b28a1e68cdc38277606491e27ad827	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	ANISOTROPY	0	7838	7838	1024										0.883287668058117	0.00343559686890728	20000	0.321389475830804	1.00000000562776	1.00000008029178			0	0.0485111564397812	0.888012251833794	NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a								NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	NOT_RUN	Normalized-space anisotropy metrics were computed, but the encoding checkpoint did not retain pre-normalization norms.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS	10	7838	7838	1024	10	15454.4809900485	26.8593892471534	0.884319058276358	0.56218423067109	3440	4545	78380	78380					1	1						NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a								NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Occurrence diagnostics are analysis-only and do not select a correction.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS	20	7838	7838	1024	20	30855.2671599898	18.8822894022919	0.866488628068736	0.531647103853024	3440	4279	156760	156760					1	1						NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a								NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Occurrence diagnostics are analysis-only and do not select a correction.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS	50	7838	7838	1024	50	77486.0811431488	11.7460559756185	0.839772759309938	0.480102066853789	3466	3960	391900	391900					1	1						NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a								NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Occurrence diagnostics are analysis-only and do not select a correction.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_BOILERPLATE	10	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	BOILERPLATE	CATEGORICAL_ETA_SQUARED	0	1	0		681258303d2a95437f8784677c17d375c4c25b730dcb3c35c4e8e547cc5d5bdd	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_BOILERPLATE	20	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	BOILERPLATE	CATEGORICAL_ETA_SQUARED	0	1	0		645c7578a7e80ce377683692720d275fddcedaf948dedea564b1b259b465549d	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_BOILERPLATE	50	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	BOILERPLATE	CATEGORICAL_ETA_SQUARED	0	1	0		3257a204caa7ad30b90f4759a8e21f8df5b4c9c83e0273cfe3f51df925c4d096	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_GENERIC_TITLE	10	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	GENERIC_TITLE	CATEGORICAL_ETA_SQUARED	0.0034196774662806	2	0.0034196774662806		3a05440aab2752f35295c1c55066debb0d294789c3f3357a752141754cfae24a	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_GENERIC_TITLE	20	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	GENERIC_TITLE	CATEGORICAL_ETA_SQUARED	0.00601139595227881	2	0.00601139595227881		623b0326145b3c0ec0bdceb5b9b70437587330d2fbaab4bea8a8d1248e9c78dc	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_GENERIC_TITLE	50	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	GENERIC_TITLE	CATEGORICAL_ETA_SQUARED	0.00297510723621322	2	0.00297510723621322		59f45cf0735e984eec660c2b75cf18ec1eaf75c51ce46a9d760fc3e4b95d06ca	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_LANGUAGE	10	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	LANGUAGE	NOT_RUN						NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	NOT_RUN	No selected/reliable language-ID cohort; governed script state was not mislabeled as language.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_LANGUAGE	20	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	LANGUAGE	NOT_RUN						NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	NOT_RUN	No selected/reliable language-ID cohort; governed script state was not mislabeled as language.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_LANGUAGE	50	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	LANGUAGE	NOT_RUN						NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	NOT_RUN	No selected/reliable language-ID cohort; governed script state was not mislabeled as language.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	10	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	METADATA_COMPLETENESS	PEARSON_CORRELATION	0.000578418028130683			0.000578418028130683	c747ca88babbc27b1732d4f0863462110d757e88b09ea48c718881a2e549bdae	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	20	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	METADATA_COMPLETENESS	PEARSON_CORRELATION	0.00118466022998216			0.00118466022998216	566b54845ce53d8ebc79a6a129d8cdc2c7fbc1bcd4c4c19515f1c28a7689b7ee	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_METADATA_COMPLETENESS	50	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	METADATA_COMPLETENESS	PEARSON_CORRELATION	0.000477499674144236			0.000477499674144236	19418936a080d6d1653826d41682b01bedcc7ad779d382d0523faa8aac5b8dbc	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_SOURCE	10	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	SOURCE	CATEGORICAL_ETA_SQUARED	3.86581419328232e-06	14	3.86581419328232e-06		50d4db16b5414b2ef3dc4a0cc3eede9f79f01c5982f60ef011b7e546a067db58	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_SOURCE	20	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	SOURCE	CATEGORICAL_ETA_SQUARED	2.59438569155696e-05	14	2.59438569155696e-05		eae41eff1d1d023338189d041e27eda32759e8b874170fdf87f1888363d2bc64	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_SOURCE	50	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	SOURCE	CATEGORICAL_ETA_SQUARED	0.000188966822470485	14	0.000188966822470485		fa5fa8ab1f2fcbf62201a48b768a7d8d0d5051ef791b00c38029dd755a390f7f	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_TEXT_LENGTH	10	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	TEXT_LENGTH	PEARSON_CORRELATION	-0.00466202035996006			-0.00466202035996006	9fd9056f533dd0944a062204cdd3b31893b080ea3d7d60dd49ac3f33a58471fa	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_TEXT_LENGTH	20	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	TEXT_LENGTH	PEARSON_CORRELATION	-0.00700991773715745			-0.00700991773715745	74c482aa21962272958627c650d6b3c1fb72f47a026711830f3746d10c9fc282	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_SUBJECT	HUBNESS_ASSOCIATION_TEXT_LENGTH	50	7838	7838	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	46caa75fd095d3b4c14e507a4176dc444df973d12057900d1e8b2a3f85db598a	TEXT_LENGTH	PEARSON_CORRELATION	-0.0123106831146178			-0.0123106831146178	9a7ba3644d80cb25b507d028f63ac50a03b1df6fbfac262511dda7d6f2414098	NONE	false	false	49343e209939bdd319e2961a49f2142662e55a0c35a9ff124d6a020157129682	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	ANISOTROPY	0	7995	7995	1024										0.806364013613581	0.00269627231833516	20000	0.172041344503856	1.00000000135814	1.00000011557182			0.0542575120925903	0.125214684009552	0.810699237032231	NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea								NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	NOT_RUN	Normalized-space anisotropy metrics were computed, but the encoding checkpoint did not retain pre-normalization norms.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS	10	7995	7995	1024	10	61.1262038774234	2.89323101396393	0.383205238108089	0.0517073170731707	119	316	79950	79950					1	1						NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea								NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Occurrence diagnostics are analysis-only and do not select a correction.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS	20	7995	7995	1024	20	209.230018761726	2.2882902337754	0.362846083054567	0.0462539086929331	160	121	159900	159900					1	1						NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea								NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Occurrence diagnostics are analysis-only and do not select a correction.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS	50	7995	7995	1024	50	1109.80437773609	1.59737154914062	0.347272093213355	0.0400525328330206	261	21	399750	399750					1	1						NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea								NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Occurrence diagnostics are analysis-only and do not select a correction.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_BOILERPLATE	10	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	BOILERPLATE	CATEGORICAL_ETA_SQUARED	0	1	0		20bef90ef04217f79f6df5532e197e16ca0c0581f74773fe2d36d46ffdbd2b1e	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_BOILERPLATE	20	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	BOILERPLATE	CATEGORICAL_ETA_SQUARED	0	1	0		19deeca160dd78156bb17b547b88e9957448dc6f1ddc7e674221d976f4051844	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_BOILERPLATE	50	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	BOILERPLATE	CATEGORICAL_ETA_SQUARED	0	1	0		231aded810b499580643b85a7a174a6a725b5006d219fa978f243b2e7aa6b8ef	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_GENERIC_TITLE	10	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	GENERIC_TITLE	CATEGORICAL_ETA_SQUARED	0.00373323472065482	2	0.00373323472065482		2f7d860b1461a8b21bf39cc20e68b7244bf8bb671f1336c216f7f93dd8440671	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_GENERIC_TITLE	20	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	GENERIC_TITLE	CATEGORICAL_ETA_SQUARED	0.00523608042082357	2	0.00523608042082357		7542549657adeae02eb3639ef72ff800da194f8bf681a443360d0de48f4f1e59	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
NLP-D3	274baa43b0e13e37fafa6428dbc7938e62e5c439	PLAIN_DOCUMENT_SYMMETRIC_DIAGNOSTIC	NLP_TITLE	HUBNESS_ASSOCIATION_GENERIC_TITLE	50	7995	7995	1024																					NOT_RUN	"[""LANGUAGE"",""PRE_NORMALIZATION_NORMS""]"	fc9313186cb88d070461b1440b5fd62cf7fa7a01fa0adc7428c5b708bba854ea	GENERIC_TITLE	CATEGORICAL_ETA_SQUARED	0.00919260819496977	2	0.00919260819496977		323418a4f6e0289e7fcb749691b0eeee33152a28a94567d6814171b99c379f5a	NONE	false	false	3f97b068fac615bbf06d6fe1751d1d2f2226a12709ee3f58441bbdd8f368bc56	PASS	Association is diagnostic and does not establish causation or relation.
