policy_version	missingness_version	surface_id	source_record_id	source_ordinal	json_pointer	browse_baseline_disposition	research_disposition	research_reason_code	trace_disposition	trace_reason_code	search_projection_present	candidate_trace_tier	candidate_trace_state	candidate_trace_review_state	candidate_trace_influence_state	candidate_trace_tree_id	candidate_trace_object_node_id	candidate_trace_edge_count
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00130	CCT2026R00130	4263	/surfaces/4262	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-818F1A259ABBEB	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00131	CCT2026R00131	4264	/surfaces/4263	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-B91203615D4BD5	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00132	CCT2026R00132	4265	/surfaces/4264	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-C19F5D61E14A6A	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00133	CCT2026R00133	4266	/surfaces/4265	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-E41A126972EE68	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00134	CCT2026R00134	4267	/surfaces/4266	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-7B422D79FD0421	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00135	CCT2026R00135	4268	/surfaces/4267	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-02409E86F8374B	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00136	CCT2026R00136	4269	/surfaces/4268	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-89B799736A93E8	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00137	CCT2026R00137	4270	/surfaces/4269	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-D2BEC116EC6EA5	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00138	CCT2026R00138	4271	/surfaces/4270	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-A9F39E52AB2643	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00139	CCT2026R00139	4272	/surfaces/4271	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-27CA1DB32F460D	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00140	CCT2026R00140	4273	/surfaces/4272	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-694C823311EC3D	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00141	CCT2026R00141	4274	/surfaces/4273	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-762523C020D857	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00142	CCT2026R00142	4275	/surfaces/4274	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-7D1D2F0A603940	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00143	CCT2026R00143	4276	/surfaces/4275	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-3A48B8DD67EE27	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00144	CCT2026R00144	4277	/surfaces/4276	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-BE4A9ED76ACF9A	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00145	CCT2026R00145	4278	/surfaces/4277	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-28A24F73B15BAA	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00146	CCT2026R00146	4279	/surfaces/4278	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-23FB110123EA82	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R00147	CCT2026R00147	4280	/surfaces/4279	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-DF55611FE10364	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R01487	CCT2026R01487	4281	/surfaces/4280	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-6901E9E644794A	3
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02108	CCT2026R02108	4282	/surfaces/4281	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-6C0DB283313A6D	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02109	CCT2026R02109	4283	/surfaces/4282	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-00D589AE7E73A9	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02110	CCT2026R02110	4284	/surfaces/4283	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-9773429BA4BD22	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02111	CCT2026R02111	4285	/surfaces/4284	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-70585E477DD148	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02112	CCT2026R02112	4286	/surfaces/4285	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-DE2FEE1C0FC109	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02113	CCT2026R02113	4287	/surfaces/4286	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-629775F7F106F9	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02114	CCT2026R02114	4288	/surfaces/4287	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-154279C11D11A7	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02115	CCT2026R02115	4289	/surfaces/4288	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-D28AC0350A9CDB	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02116	CCT2026R02116	4290	/surfaces/4289	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-A4A265315A5300	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02117	CCT2026R02117	4291	/surfaces/4290	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-12644C8E49E72A	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02118	CCT2026R02118	4292	/surfaces/4291	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-3F463A195870B7	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02119	CCT2026R02119	4293	/surfaces/4292	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-064FFDCFC3320C	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R02120	CCT2026R02120	4294	/surfaces/4293	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-DBDACAC934A5E3	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R03498	CCT2026R03498	4295	/surfaces/4294	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-FE5949F2D4D680	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CCT2026R03500	CCT2026R03500	4296	/surfaces/4295	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-BC7C070A1C4282	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CGS2026R0030	CGS2026R0030	4297	/surfaces/4296	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-D99F1394059466	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CGS2026R0182	CGS2026R0182	4298	/surfaces/4297	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-1BBCD3F531A990	3
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CGS2026R0313	CGS2026R0313	4299	/surfaces/4298	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-87C5EF2B66E702	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CGS2026R0342	CGS2026R0342	4300	/surfaces/4299	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-A75369ACCFEF26	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CGS2026R0350	CGS2026R0350	4301	/surfaces/4300	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-53C403172D87F8	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-CGS2026R0465	CGS2026R0465	4302	/surfaces/4301	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-1098307FD66573	4
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-COM1970R085	COM1970R085	4303	/surfaces/4302	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-F683A51F18ECC0	3
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-COM1970R087	COM1970R087	4304	/surfaces/4303	ACCOUNTED	HELD	MISSING_EXPLICIT_EVIDENCE_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true		accepted	accepted	not_inferred	TRTREE016	TRN-OBJ-4FD003B4CAA676	3
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GAPIT2026R011	GAPIT2026R011	4305	/surfaces/4304	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-B04F0EB68AD4E3	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GAPIT2026R012	GAPIT2026R012	4306	/surfaces/4305	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-2D0651F7B9B425	7
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GSU1970R009	GSU1970R009	4307	/surfaces/4306	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-841697F7C7CE08	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GSU1970R010	GSU1970R010	4308	/surfaces/4307	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-B389CDD522BE41	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GSU1970R011	GSU1970R011	4309	/surfaces/4308	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-B25E2F217940BC	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GSU1970R012	GSU1970R012	4310	/surfaces/4309	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-CF433ABA3AB257	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-GSU1970R013	GSU1970R013	4311	/surfaces/4310	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-22839D4C6CA346	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0164	HISTORICALAICTRACE2026V1R0164	4312	/surfaces/4311	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-05BAD8E8056F97	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0182	HISTORICALAICTRACE2026V1R0182	4313	/surfaces/4312	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-71FF06746E3CE0	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0183	HISTORICALAICTRACE2026V1R0183	4314	/surfaces/4313	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-63561CDC6DC637	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0194	HISTORICALAICTRACE2026V1R0194	4315	/surfaces/4314	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-40351B6D0E39D4	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0198	HISTORICALAICTRACE2026V1R0198	4316	/surfaces/4315	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-463D7AA2FFD644	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0202	HISTORICALAICTRACE2026V1R0202	4317	/surfaces/4316	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-104A65F5752FD7	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-HISTORICALAICTRACE2026V1R0203	HISTORICALAICTRACE2026V1R0203	4318	/surfaces/4317	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE030	TRN-OBJ-31E35E26662957	5
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-LOCTRACE2026I215EBFB89ABA16	LOCTRACE2026I215EBFB89ABA16	4319	/surfaces/4318	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE015	TRN-OBJ-215EBFB89ABA16	14
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-LOCTRACE2026I7ED0CDFE3A485A	LOCTRACE2026I7ED0CDFE3A485A	4320	/surfaces/4319	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE015	TRN-OBJ-7ED0CDFE3A485A	14
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-LOCTRACE2026IB18D3B313B95D2	LOCTRACE2026IB18D3B313B95D2	4321	/surfaces/4320	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE015	TRN-OBJ-B18D3B313B95D2	12
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-MC1930R042	MC1930R042	4322	/surfaces/4321	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-2C44DBDBC3CF7C	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-MC1930R043	MC1930R043	4323	/surfaces/4322	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-E595C8E52358D8	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-MC1930R044	MC1930R044	4324	/surfaces/4323	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-BF52F3E693BB0D	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-MC1930R045	MC1930R045	4325	/surfaces/4324	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-A7CAD9855B6366	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-MC1930R046	MC1930R046	4326	/surfaces/4325	ACCOUNTED	HELD	METADATA_SUPPORTED_BELOW_STRICT_EVIDENCE_THRESHOLD	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	true	metadata_supported	accepted	accepted_metadata_supported	not_inferred	TRTREE017	TRN-OBJ-0600E879921F91	8
v49-research-corpus-policy-1.0.0	v49-missingness-baseline-1.0.0	SURF-NBPOSTERTRACE2026V1R0122	NBPOSTERTRACE2026V1R0122	4327	/surfaces/4326	ACCOUNTED	RESEARCH_ELIGIBLE	EXPLICIT_SOURCE_VERIFIED_TIER	HELD	NO_ELIGIBLE_ACCEPTED_SEMANTIC_RELATION_OR_CLAIM	false	source_verified	accepted	accepted	not_inferred	TRTREE038	TRN-OBJ-2C2C432B4E248A	5
