verification_id	record_type	record_key	reviewer_role	process_receipt_id	review_decision	independent_process	evidence_checked	issue_found
VERIFY-00262	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0008	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00263	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0008	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00264	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0008	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00265	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0008	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00266	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0008	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00267	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00268	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00269	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00270	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00271	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00272	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00273	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0009	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00274	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00275	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00276	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00277	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00278	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00279	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00280	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0010	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00281	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00282	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00283	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00284	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00285	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00286	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00287	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0011	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00288	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00289	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00290	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00291	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00292	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00293	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00294	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0012	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00295	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00296	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00297	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00298	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00299	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00300	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00301	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0023	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00302	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00303	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00304	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00305	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00306	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00307	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00308	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0024	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00309	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00310	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00311	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00312	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00313	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00314	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00315	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0025	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00316	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00317	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00318	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00319	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00320	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00321	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00322	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0026	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00323	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00324	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00325	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00326	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00327	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00328	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00329	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0032	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00330	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00331	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00332	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00333	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00334	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00335	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-UNIVERSAL-NODE-RED-TEAM	PROCESS-REVIEW-006	PASS_REVIEW_COMPLETE	true	literal and semantic any-like roles, generic wording, scope, connectivity, bridge use, pair-specific support, and allowed/deferred/default-denied degree counts	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00336	ORDERED_PAIR_CELL	REL-CAND-0004->REL-CAND-0033	AGENT-SOURCE-BREADTH-REVIEW	PROCESS-REVIEW-007	PASS_REVIEW_COMPLETE	true	author/work independence, venue, publisher, language, source stratum, peer-review status, JDH/OUP concentration, and final saturation batches	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00337	ORDERED_PAIR_CELL	REL-CAND-0005->REL-CAND-0001	AGENT-GRAMMAR-DISCOVERY	PROCESS-REVIEW-001	PASS_REVIEW_COMPLETE	true	new term-specific grammar sources, bounded contexts, roles, directionality, and pair-composition challenge sources	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00338	ORDERED_PAIR_CELL	REL-CAND-0005->REL-CAND-0001	AGENT-GRAMMAR-VERIFY-A	PROCESS-REVIEW-002	PASS_REVIEW_COMPLETE	true	Round 9 lineage, Round 10 sources and attestations, role contracts, matrix Cartesian coverage, and hard-gate fields	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00339	ORDERED_PAIR_CELL	REL-CAND-0005->REL-CAND-0001	AGENT-GRAMMAR-VERIFY-B	PROCESS-REVIEW-003	PASS_REVIEW_COMPLETE	true	stable regenerated package, exact attestation contexts, source metadata, directionality, pair evidence, explanations, and default-deny coverage	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00340	ORDERED_PAIR_CELL	REL-CAND-0005->REL-CAND-0001	AGENT-GRAMMAR-SEMANTIC	PROCESS-REVIEW-004	PASS_REVIEW_COMPLETE	true	anti-flattening comparisons, process/condition distinctions, bounded roles, contestation, normative qualifiers, and natural-language records	no unresolved issue after the finding and resolution recorded by the linked process receipt
VERIFY-00341	ORDERED_PAIR_CELL	REL-CAND-0005->REL-CAND-0001	AGENT-GRAMMAR-ADVERSARIAL	PROCESS-REVIEW-005	PASS_REVIEW_COMPLETE	true	two-source composition gate, design-history article gate, source-cluster independence, role mapping, directionality, co-occurrence ban, and transitivity ban	no unresolved issue after the finding and resolution recorded by the linked process receipt
