object_key	object_kind	schema_name	object_name	identity_arguments	parent_schema	parent_name	owner_role	relation_persistence	relation_security_barrier	routine_language	routine_volatility	routine_security_definer	routine_search_path	type_category	definition_sha256_replay_1	definition_sha256_replay_2	replay_match
CONSTRAINT|provenance|assertion_value_trace_node|assertion_shape_from_trace_node_value	CONSTRAINT	provenance	assertion_shape_from_trace_node_value	\N	provenance	assertion_value_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assertion_value_trace_node|assertion_value_trace_node_assertion_id_fkey	CONSTRAINT	provenance	assertion_value_trace_node_assertion_id_fkey	\N	provenance	assertion_value_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	c7654ec73956f295de889c7f47c3e3a9c5b5c781cf73430302f3ddc2226a8626	c7654ec73956f295de889c7f47c3e3a9c5b5c781cf73430302f3ddc2226a8626	true
CONSTRAINT|provenance|assertion_value_trace_node|assertion_value_trace_node_pkey	CONSTRAINT	provenance	assertion_value_trace_node_pkey	\N	provenance	assertion_value_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	486520e1119da9edb5c7a2ee21d9683a3950af93813389a2e7f981dca1d4edd9	486520e1119da9edb5c7a2ee21d9683a3950af93813389a2e7f981dca1d4edd9	true
CONSTRAINT|provenance|assertion_value_trace_node|assertion_value_trace_node_trace_node_id_fkey	CONSTRAINT	provenance	assertion_value_trace_node_trace_node_id_fkey	\N	provenance	assertion_value_trace_node	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a8875d0d0f6e8fae75d5c03e54f10d556390bf70d903f3c7d53f476d007f0313	a8875d0d0f6e8fae75d5c03e54f10d556390bf70d903f3c7d53f476d007f0313	true
CONSTRAINT|provenance|assertion|accepted_assertion_from_assertion	CONSTRAINT	provenance	accepted_assertion_from_assertion	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assertion|assertion_assertion_predicate_id_fkey	CONSTRAINT	provenance	assertion_assertion_predicate_id_fkey	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	4eb096b539e736d8aff9836ed0811e6625acd19ae8bbeadb12a3294bbe6590df	4eb096b539e736d8aff9836ed0811e6625acd19ae8bbeadb12a3294bbe6590df	true
CONSTRAINT|provenance|assertion|assertion_claimant_agent_id_fkey	CONSTRAINT	provenance	assertion_claimant_agent_id_fkey	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	110b2bbbf7e5fdec7b13912f6fe950f03f78dcce30e4460eddb0c2f29e42cbfd	110b2bbbf7e5fdec7b13912f6fe950f03f78dcce30e4460eddb0c2f29e42cbfd	true
CONSTRAINT|provenance|assertion|assertion_pkey	CONSTRAINT	provenance	assertion_pkey	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	486520e1119da9edb5c7a2ee21d9683a3950af93813389a2e7f981dca1d4edd9	486520e1119da9edb5c7a2ee21d9683a3950af93813389a2e7f981dca1d4edd9	true
CONSTRAINT|provenance|assertion|assertion_shape_from_assertion	CONSTRAINT	provenance	assertion_shape_from_assertion	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assertion|assertion_supersedes_assertion_id_fkey	CONSTRAINT	provenance	assertion_supersedes_assertion_id_fkey	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	0a0755adcb218f072b5b715f0b1ad261650be0f0dea6181c2ef0ccc9c30177cf	0a0755adcb218f072b5b715f0b1ad261650be0f0dea6181c2ef0ccc9c30177cf	true
CONSTRAINT|provenance|assertion|assertion_supersession_parent	CONSTRAINT	provenance	assertion_supersession_parent	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assertion|assignment_support_from_assertion_status	CONSTRAINT	provenance	assignment_support_from_assertion_status	\N	provenance	assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_assertion|assignment_assertion_assertion_id_fkey	CONSTRAINT	provenance	assignment_assertion_assertion_id_fkey	\N	provenance	assignment_assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	c7654ec73956f295de889c7f47c3e3a9c5b5c781cf73430302f3ddc2226a8626	c7654ec73956f295de889c7f47c3e3a9c5b5c781cf73430302f3ddc2226a8626	true
CONSTRAINT|provenance|assignment_assertion|assignment_assertion_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_assertion_canonical_assignment_id_fkey	\N	provenance	assignment_assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_assertion|assignment_assertion_pkey	CONSTRAINT	provenance	assignment_assertion_pkey	\N	provenance	assignment_assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	211905252fa5662933662d60178721c93b84d19d844e1634df3b619cd78274f1	211905252fa5662933662d60178721c93b84d19d844e1634df3b619cd78274f1	true
CONSTRAINT|provenance|assignment_assertion|assignment_support_from_assertion	CONSTRAINT	provenance	assignment_support_from_assertion	\N	provenance	assignment_assertion	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_context_evidence|assignment_context_evidence_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_context_evidence_canonical_assignment_id_fkey	\N	provenance	assignment_context_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_context_evidence|assignment_context_evidence_evidence_item_id_fkey	CONSTRAINT	provenance	assignment_context_evidence_evidence_item_id_fkey	\N	provenance	assignment_context_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a645b180bd92d4f7d7806f99ce3403acdc44b88711c69931ec249be92c6febd0	a645b180bd92d4f7d7806f99ce3403acdc44b88711c69931ec249be92c6febd0	true
CONSTRAINT|provenance|assignment_context_evidence|assignment_context_evidence_pkey	CONSTRAINT	provenance	assignment_context_evidence_pkey	\N	provenance	assignment_context_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	f0995572456b4f1c957cb8c5d49137443bd36ada96c751c154dc0e15f6bc3122	f0995572456b4f1c957cb8c5d49137443bd36ada96c751c154dc0e15f6bc3122	true
CONSTRAINT|provenance|assignment_decision_evidence|assignment_decision_evidence_assignment_review_decision_id_fkey	CONSTRAINT	provenance	assignment_decision_evidence_assignment_review_decision_id_fkey	\N	provenance	assignment_decision_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	bb4ecaaef4877822c9e560e7ce113504478b0917b145c94258a9db4a06c358a6	bb4ecaaef4877822c9e560e7ce113504478b0917b145c94258a9db4a06c358a6	true
CONSTRAINT|provenance|assignment_decision_evidence|assignment_decision_evidence_evidence_item_id_fkey	CONSTRAINT	provenance	assignment_decision_evidence_evidence_item_id_fkey	\N	provenance	assignment_decision_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a645b180bd92d4f7d7806f99ce3403acdc44b88711c69931ec249be92c6febd0	a645b180bd92d4f7d7806f99ce3403acdc44b88711c69931ec249be92c6febd0	true
CONSTRAINT|provenance|assignment_decision_evidence|assignment_decision_evidence_pkey	CONSTRAINT	provenance	assignment_decision_evidence_pkey	\N	provenance	assignment_decision_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	2c74dec86564f7ccd845d3cbfef65342865effc7eb74bfa032b0ef16742de95f	2c74dec86564f7ccd845d3cbfef65342865effc7eb74bfa032b0ef16742de95f	true
CONSTRAINT|provenance|assignment_decision_evidence|assignment_support_from_decision_evidence	CONSTRAINT	provenance	assignment_support_from_decision_evidence	\N	provenance	assignment_decision_evidence	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_entity_name|assignment_entity_name_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_entity_name_canonical_assignment_id_fkey	\N	provenance	assignment_entity_name	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_entity_name|assignment_entity_name_entity_id_field_literal_id_key	CONSTRAINT	provenance	assignment_entity_name_entity_id_field_literal_id_key	\N	provenance	assignment_entity_name	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	08c4123a8ca28e50451a4395e9eae9d20c0d73d5b98c36fb1f256928b762ca68	08c4123a8ca28e50451a4395e9eae9d20c0d73d5b98c36fb1f256928b762ca68	true
CONSTRAINT|provenance|assignment_entity_name|assignment_entity_name_entity_id_fkey	CONSTRAINT	provenance	assignment_entity_name_entity_id_fkey	\N	provenance	assignment_entity_name	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	efc42d9f7d8a50ff3fa7cd0040197038963baa7a9fa04640d7c6d73cca288cd1	efc42d9f7d8a50ff3fa7cd0040197038963baa7a9fa04640d7c6d73cca288cd1	true
CONSTRAINT|provenance|assignment_entity_name|assignment_entity_name_field_literal_id_fkey	CONSTRAINT	provenance	assignment_entity_name_field_literal_id_fkey	\N	provenance	assignment_entity_name	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	5f08d91e9e4c211a295bc1b9d6a42c956899e7f57ce33959050ec14bae91f8ac	5f08d91e9e4c211a295bc1b9d6a42c956899e7f57ce33959050ec14bae91f8ac	true
CONSTRAINT|provenance|assignment_entity_name|assignment_entity_name_pkey	CONSTRAINT	provenance	assignment_entity_name_pkey	\N	provenance	assignment_entity_name	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	true
CONSTRAINT|provenance|assignment_entity_name|assignment_shape_from_entity_name	CONSTRAINT	provenance	assignment_shape_from_entity_name	\N	provenance	assignment_entity_name	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_archive_object_id_fkey	CONSTRAINT	provenance	assignment_folder_membership_archive_object_id_fkey	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_folder_membership_canonical_assignment_id_fkey	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_folder_fk	CONSTRAINT	provenance	assignment_folder_membership_folder_fk	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	660cd1f3143911edc8d01b77b473e059fc22448d05271b6d694f015691214e3f	660cd1f3143911edc8d01b77b473e059fc22448d05271b6d694f015691214e3f	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_folder_id_archive_object_id_me_key	CONSTRAINT	provenance	assignment_folder_membership_folder_id_archive_object_id_me_key	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	8b9feb7afc5df42cc8f006c81796452b3acced4ab1d44751a4531d27a504b22d	8b9feb7afc5df42cc8f006c81796452b3acced4ab1d44751a4531d27a504b22d	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_folder_id_membership_role_memb_key	CONSTRAINT	provenance	assignment_folder_membership_folder_id_membership_role_memb_key	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	cbe76d5e74f44109e796580576234f45102b58b0b813efce73d5bdc09027ecb3	cbe76d5e74f44109e796580576234f45102b58b0b813efce73d5bdc09027ecb3	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_member_ordinal_check	CONSTRAINT	provenance	assignment_folder_membership_member_ordinal_check	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	b1addcc6b0563eefdc3a0b3b6a356b45546a29959b4ff49249a56bd745383120	b1addcc6b0563eefdc3a0b3b6a356b45546a29959b4ff49249a56bd745383120	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_membership_role_check	CONSTRAINT	provenance	assignment_folder_membership_membership_role_check	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	751dab61972815512db358736b88a68a419e98de95aead76b92adc70a0de4629	751dab61972815512db358736b88a68a419e98de95aead76b92adc70a0de4629	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_folder_membership_pkey	CONSTRAINT	provenance	assignment_folder_membership_pkey	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	true
CONSTRAINT|provenance|assignment_folder_membership|assignment_shape_from_folder	CONSTRAINT	provenance	assignment_shape_from_folder	\N	provenance	assignment_folder_membership	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_identity_resolution|assignment_identity_resolutio_legacy_identity_resolution_i_fkey	CONSTRAINT	provenance	assignment_identity_resolutio_legacy_identity_resolution_i_fkey	\N	provenance	assignment_identity_resolution	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	e4975486ba4b27b9ce1ba2abe3cb8bf917986b48f0ab68eec74ebe7c57826dfa	e4975486ba4b27b9ce1ba2abe3cb8bf917986b48f0ab68eec74ebe7c57826dfa	true
CONSTRAINT|provenance|assignment_identity_resolution|assignment_identity_resolutio_legacy_identity_resolution_id_key	CONSTRAINT	provenance	assignment_identity_resolutio_legacy_identity_resolution_id_key	\N	provenance	assignment_identity_resolution	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	cbc79496ac6c22f13d6f8a5b936db47a5203d0b92ea8f1905cfc5956eec9fadc	cbc79496ac6c22f13d6f8a5b936db47a5203d0b92ea8f1905cfc5956eec9fadc	true
CONSTRAINT|provenance|assignment_identity_resolution|assignment_identity_resolution_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_identity_resolution_canonical_assignment_id_fkey	\N	provenance	assignment_identity_resolution	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_identity_resolution|assignment_identity_resolution_pkey	CONSTRAINT	provenance	assignment_identity_resolution_pkey	\N	provenance	assignment_identity_resolution	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	true
CONSTRAINT|provenance|assignment_identity_resolution|assignment_shape_from_identity	CONSTRAINT	provenance	assignment_shape_from_identity	\N	provenance	assignment_identity_resolution	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_object_agent_credi_archive_object_id_agent_id_cr_key	CONSTRAINT	provenance	assignment_object_agent_credi_archive_object_id_agent_id_cr_key	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	7859279468e4f5e803d7b1e02e358f3ffe66dd9010479d2b50067838bd365985	7859279468e4f5e803d7b1e02e358f3ffe66dd9010479d2b50067838bd365985	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_object_agent_credit_agent_id_fkey	CONSTRAINT	provenance	assignment_object_agent_credit_agent_id_fkey	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3af43ff50bd39a943f95fa25bacb98846285b31bb2d126d49f4c9ee7d105dfe6	3af43ff50bd39a943f95fa25bacb98846285b31bb2d126d49f4c9ee7d105dfe6	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_object_agent_credit_archive_object_id_fkey	CONSTRAINT	provenance	assignment_object_agent_credit_archive_object_id_fkey	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_object_agent_credit_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_object_agent_credit_canonical_assignment_id_fkey	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_object_agent_credit_credit_role_check	CONSTRAINT	provenance	assignment_object_agent_credit_credit_role_check	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	67d200f15b6e971902f16f198ea37d8244e43edbaee33e778bc920607fc27c68	67d200f15b6e971902f16f198ea37d8244e43edbaee33e778bc920607fc27c68	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_object_agent_credit_pkey	CONSTRAINT	provenance	assignment_object_agent_credit_pkey	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	true
CONSTRAINT|provenance|assignment_object_agent_credit|assignment_shape_from_agent_credit	CONSTRAINT	provenance	assignment_shape_from_agent_credit	\N	provenance	assignment_object_agent_credit	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_object_collection|assignment_object_collection_archive_object_id_collection_i_key	CONSTRAINT	provenance	assignment_object_collection_archive_object_id_collection_i_key	\N	provenance	assignment_object_collection	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	b06238cad391f6c507cc7287d95351178e2279ca44abda8553dd66b596f8c32d	b06238cad391f6c507cc7287d95351178e2279ca44abda8553dd66b596f8c32d	true
CONSTRAINT|provenance|assignment_object_collection|assignment_object_collection_archive_object_id_fkey	CONSTRAINT	provenance	assignment_object_collection_archive_object_id_fkey	\N	provenance	assignment_object_collection	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	true
CONSTRAINT|provenance|assignment_object_collection|assignment_object_collection_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_object_collection_canonical_assignment_id_fkey	\N	provenance	assignment_object_collection	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_object_collection|assignment_object_collection_collection_id_fkey	CONSTRAINT	provenance	assignment_object_collection_collection_id_fkey	\N	provenance	assignment_object_collection	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	8a58a73c63eee1b798c923dbc95db605be90d4e4623018ea005f10b2dbc0e731	8a58a73c63eee1b798c923dbc95db605be90d4e4623018ea005f10b2dbc0e731	true
CONSTRAINT|provenance|assignment_object_collection|assignment_object_collection_pkey	CONSTRAINT	provenance	assignment_object_collection_pkey	\N	provenance	assignment_object_collection	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	true
CONSTRAINT|provenance|assignment_object_collection|assignment_shape_from_collection	CONSTRAINT	provenance	assignment_shape_from_collection	\N	provenance	assignment_object_collection	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_object_medium|assignment_object_medium_archive_object_id_fkey	CONSTRAINT	provenance	assignment_object_medium_archive_object_id_fkey	\N	provenance	assignment_object_medium	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	true
CONSTRAINT|provenance|assignment_object_medium|assignment_object_medium_archive_object_id_medium_concept_i_key	CONSTRAINT	provenance	assignment_object_medium_archive_object_id_medium_concept_i_key	\N	provenance	assignment_object_medium	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	0da9de8a00dd21c099a1f8acccf5f8c143ded2e302c85b2f62eda048c55b03cf	0da9de8a00dd21c099a1f8acccf5f8c143ded2e302c85b2f62eda048c55b03cf	true
CONSTRAINT|provenance|assignment_object_medium|assignment_object_medium_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_object_medium_canonical_assignment_id_fkey	\N	provenance	assignment_object_medium	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
CONSTRAINT|provenance|assignment_object_medium|assignment_object_medium_medium_concept_id_fkey	CONSTRAINT	provenance	assignment_object_medium_medium_concept_id_fkey	\N	provenance	assignment_object_medium	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	7debc37b27331c7ca2b4176b2e47852f812496c3418c627d936b5093115b83e5	7debc37b27331c7ca2b4176b2e47852f812496c3418c627d936b5093115b83e5	true
CONSTRAINT|provenance|assignment_object_medium|assignment_object_medium_pkey	CONSTRAINT	provenance	assignment_object_medium_pkey	\N	provenance	assignment_object_medium	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	245e1f3ca2d7ec36a9b4e0bcf1d78f9a260de7d3cedf3e02fb1990573632add2	true
CONSTRAINT|provenance|assignment_object_medium|assignment_shape_from_medium	CONSTRAINT	provenance	assignment_shape_from_medium	\N	provenance	assignment_object_medium	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	3b6901978d808756e54a499055ac8b8e22a09a2146e997ce00d8959830312274	true
CONSTRAINT|provenance|assignment_object_place|assignment_object_place_archive_object_id_fkey	CONSTRAINT	provenance	assignment_object_place_archive_object_id_fkey	\N	provenance	assignment_object_place	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	16e605155bba21afdda6a08606bfb54536406480ef70376e3bd9072270eed7b6	true
CONSTRAINT|provenance|assignment_object_place|assignment_object_place_archive_object_id_place_id_key	CONSTRAINT	provenance	assignment_object_place_archive_object_id_place_id_key	\N	provenance	assignment_object_place	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	e4a2ae6b8073ddf068949a237c129ef25c44e918c3306237fe4ffd5dc83bc00e	e4a2ae6b8073ddf068949a237c129ef25c44e918c3306237fe4ffd5dc83bc00e	true
CONSTRAINT|provenance|assignment_object_place|assignment_object_place_canonical_assignment_id_fkey	CONSTRAINT	provenance	assignment_object_place_canonical_assignment_id_fkey	\N	provenance	assignment_object_place	gda_v49_phase2a_schema_owner	\N	\N	\N	\N	\N	\N	\N	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	a7e1b4a0687582c8e3ae7e69f71b63c0ca3889e55a571a54428e78e2c8275416	true
