control_key	table_schema	table_name	control_kind	control_name	column_names_json	referenced_schema	referenced_table	referenced_columns_json	match_type	on_update	on_delete	deferrable	initially_deferred	validated	enabled_state	trigger_timing	trigger_events_json	trigger_level	guard_function_identity	predicate_escaped	definition_sha256_replay_1	definition_sha256_replay_2	replay_match	backing_constraint_key	normative_invariant	test_ids_json	status
provenance|assertion_value_representation|ROW_TRIGGER|assertion_value_representation_append_only	provenance	assertion_value_representation	ROW_TRIGGER	assertion_value_representation_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	a8e7214ed2867379fa32516279a4654067467f218f0f877cb6672612b754cb45	a8e7214ed2867379fa32516279a4654067467f218f0f877cb6672612b754cb45	true	\N	APPEND_ONLY	[]	PASS
provenance|assertion_value_source_record|CONSTRAINT_TRIGGER|assertion_shape_from_source_record_value	provenance	assertion_value_source_record	CONSTRAINT_TRIGGER	assertion_shape_from_source_record_value	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assertion_shape()	\N	e3a36986d1f68fbab9e3c83e389027d7c689c34d67a8e15d13f6b608a56341f8	e3a36986d1f68fbab9e3c83e389027d7c689c34d67a8e15d13f6b608a56341f8	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assertion_value_source_record|FOREIGN_KEY|assertion_value_source_record_assertion_id_fkey	provenance	assertion_value_source_record	FOREIGN_KEY	assertion_value_source_record_assertion_id_fkey	["assertion_id"]	provenance	assertion	["assertion_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d4bd30beb522cc757727258851fbff1f0d73e0bf5c082f0a3d642c0af2c695c1	d4bd30beb522cc757727258851fbff1f0d73e0bf5c082f0a3d642c0af2c695c1	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion_value_source_record|FOREIGN_KEY|assertion_value_source_record_source_record_id_fkey	provenance	assertion_value_source_record	FOREIGN_KEY	assertion_value_source_record_source_record_id_fkey	["source_record_id"]	raw	source_record	["source_record_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	537ec9e0f825dce3859d854863cd03b3692ecf34a41327b4ffaa2c2d0b23c2e6	537ec9e0f825dce3859d854863cd03b3692ecf34a41327b4ffaa2c2d0b23c2e6	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion_value_source_record|INDEX|assertion_value_source_record_pkey	provenance	assertion_value_source_record	INDEX	assertion_value_source_record_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	f329b365eadaab2737b135e74f7cbea7e5ed27a1cc542c31f56ff904829e84a4	f329b365eadaab2737b135e74f7cbea7e5ed27a1cc542c31f56ff904829e84a4	true	provenance|assertion_value_source_record|PRIMARY_KEY|assertion_value_source_record_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assertion_value_source_record|NOT_NULL|assertion_id:NOT_NULL	provenance	assertion_value_source_record	NOT_NULL	assertion_id:NOT_NULL	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion_value_source_record|NOT_NULL|source_record_id:NOT_NULL	provenance	assertion_value_source_record	NOT_NULL	source_record_id:NOT_NULL	["source_record_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	0500d8fd3e9b5a5778d0d227a4cf60ce8dc3b1d5215289a363e5f501572732ca	0500d8fd3e9b5a5778d0d227a4cf60ce8dc3b1d5215289a363e5f501572732ca	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion_value_source_record|PRIMARY_KEY|assertion_value_source_record_pkey	provenance	assertion_value_source_record	PRIMARY_KEY	assertion_value_source_record_pkey	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e20e78b1fdd7e403c186e481285ad6eba897a80531395145bc6f5e8b73cc82c4	e20e78b1fdd7e403c186e481285ad6eba897a80531395145bc6f5e8b73cc82c4	true	\N	NATURAL_KEY	[]	PASS
provenance|assertion_value_source_record|ROW_TRIGGER|assertion_value_source_append_only	provenance	assertion_value_source_record	ROW_TRIGGER	assertion_value_source_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	9b655ecfb37ca17fc33aee97dffbf1bfe19b8cbae0ea4c676fe43ad7f7071326	9b655ecfb37ca17fc33aee97dffbf1bfe19b8cbae0ea4c676fe43ad7f7071326	true	\N	APPEND_ONLY	[]	PASS
provenance|assertion_value_trace_node|CONSTRAINT_TRIGGER|assertion_shape_from_trace_node_value	provenance	assertion_value_trace_node	CONSTRAINT_TRIGGER	assertion_shape_from_trace_node_value	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assertion_shape()	\N	ac4994b902b4c3add76b802817f2057a8bc5b850388a6be29269e69aa7693a81	ac4994b902b4c3add76b802817f2057a8bc5b850388a6be29269e69aa7693a81	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assertion_value_trace_node|FOREIGN_KEY|assertion_value_trace_node_assertion_id_fkey	provenance	assertion_value_trace_node	FOREIGN_KEY	assertion_value_trace_node_assertion_id_fkey	["assertion_id"]	provenance	assertion	["assertion_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d4bd30beb522cc757727258851fbff1f0d73e0bf5c082f0a3d642c0af2c695c1	d4bd30beb522cc757727258851fbff1f0d73e0bf5c082f0a3d642c0af2c695c1	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion_value_trace_node|FOREIGN_KEY|assertion_value_trace_node_trace_node_id_fkey	provenance	assertion_value_trace_node	FOREIGN_KEY	assertion_value_trace_node_trace_node_id_fkey	["trace_node_id"]	research	trace_node	["trace_node_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	080656d6ec391b6b892a095ba3829746f072b3801fe0d8f97494bc09d125edc2	080656d6ec391b6b892a095ba3829746f072b3801fe0d8f97494bc09d125edc2	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion_value_trace_node|INDEX|assertion_value_trace_node_pkey	provenance	assertion_value_trace_node	INDEX	assertion_value_trace_node_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	590577e2287b4bfcbe64542fd4db63be864660b1fa4be0b73ce3672d0dec605e	590577e2287b4bfcbe64542fd4db63be864660b1fa4be0b73ce3672d0dec605e	true	provenance|assertion_value_trace_node|PRIMARY_KEY|assertion_value_trace_node_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assertion_value_trace_node|NOT_NULL|assertion_id:NOT_NULL	provenance	assertion_value_trace_node	NOT_NULL	assertion_id:NOT_NULL	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion_value_trace_node|NOT_NULL|trace_node_id:NOT_NULL	provenance	assertion_value_trace_node	NOT_NULL	trace_node_id:NOT_NULL	["trace_node_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	16e59ca42cf167037d052375e3476d822f544e2ec7a2c0502e5635e1253d8342	16e59ca42cf167037d052375e3476d822f544e2ec7a2c0502e5635e1253d8342	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion_value_trace_node|PRIMARY_KEY|assertion_value_trace_node_pkey	provenance	assertion_value_trace_node	PRIMARY_KEY	assertion_value_trace_node_pkey	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e20e78b1fdd7e403c186e481285ad6eba897a80531395145bc6f5e8b73cc82c4	e20e78b1fdd7e403c186e481285ad6eba897a80531395145bc6f5e8b73cc82c4	true	\N	NATURAL_KEY	[]	PASS
provenance|assertion_value_trace_node|ROW_TRIGGER|assertion_value_trace_append_only	provenance	assertion_value_trace_node	ROW_TRIGGER	assertion_value_trace_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	4fc02285612fa0f617bda842c4fcdea66a89c4db3f2f6262a8bfa045e90ccfdd	4fc02285612fa0f617bda842c4fcdea66a89c4db3f2f6262a8bfa045e90ccfdd	true	\N	APPEND_ONLY	[]	PASS
provenance|assertion|CONSTRAINT_TRIGGER|accepted_assertion_from_assertion	provenance	assertion	CONSTRAINT_TRIGGER	accepted_assertion_from_assertion	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["INSERT","UPDATE"]	ROW	provenance.enforce_accepted_assertion()	\N	822c5ce67917cdf7e8819cfaf16c3a76f62d45160fbfe3fc061c9d95979b37ed	822c5ce67917cdf7e8819cfaf16c3a76f62d45160fbfe3fc061c9d95979b37ed	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assertion|CONSTRAINT_TRIGGER|assertion_shape_from_assertion	provenance	assertion	CONSTRAINT_TRIGGER	assertion_shape_from_assertion	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assertion_shape()	\N	c66df0b9c35d9f030f8c4384c882ed4b54c038f454a63d7b275504bcd6d5a884	c66df0b9c35d9f030f8c4384c882ed4b54c038f454a63d7b275504bcd6d5a884	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assertion|CONSTRAINT_TRIGGER|assertion_supersession_parent	provenance	assertion	CONSTRAINT_TRIGGER	assertion_supersession_parent	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["INSERT"]	ROW	provenance.enforce_provenance_supersession_parent()	\N	32ca7680bd21a2bb2b7923db2aed9d5bc01bb086a12919f20ce90f7d5411c6e3	32ca7680bd21a2bb2b7923db2aed9d5bc01bb086a12919f20ce90f7d5411c6e3	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assertion|CONSTRAINT_TRIGGER|assignment_support_from_assertion_status	provenance	assertion	CONSTRAINT_TRIGGER	assignment_support_from_assertion_status	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["UPDATE"]	ROW	provenance.enforce_assignments_for_assertion()	\N	75867485f8c0820f3902a30c01faf765e00fbbda6712a47ffb82d91530609289	75867485f8c0820f3902a30c01faf765e00fbbda6712a47ffb82d91530609289	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assertion|FOREIGN_KEY|assertion_assertion_predicate_id_fkey	provenance	assertion	FOREIGN_KEY	assertion_assertion_predicate_id_fkey	["assertion_predicate_id"]	provenance	assertion_predicate	["assertion_predicate_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	be3e83012ff7330de626c656e186d111486b9b0260da665b8ed80e9b1aa14ff9	be3e83012ff7330de626c656e186d111486b9b0260da665b8ed80e9b1aa14ff9	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion|FOREIGN_KEY|assertion_claimant_agent_id_fkey	provenance	assertion	FOREIGN_KEY	assertion_claimant_agent_id_fkey	["claimant_agent_id"]	core	agent	["agent_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	b02e4aa46da70e4800bc485db764a670f1f958f684fd2d0fa4e38d30ee245b03	b02e4aa46da70e4800bc485db764a670f1f958f684fd2d0fa4e38d30ee245b03	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion|FOREIGN_KEY|assertion_supersedes_assertion_id_fkey	provenance	assertion	FOREIGN_KEY	assertion_supersedes_assertion_id_fkey	["supersedes_assertion_id"]	provenance	assertion	["assertion_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	29736f6c2a3a3ff9543ec36aaedf19333b3f67f1e8825449294cbc3fb98233e0	29736f6c2a3a3ff9543ec36aaedf19333b3f67f1e8825449294cbc3fb98233e0	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assertion|INDEX|assertion_pkey	provenance	assertion	INDEX	assertion_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	fd02c5aefb0e30c4c2258164b862d41fea5bae629a1e05e8b32255d809142e22	fd02c5aefb0e30c4c2258164b862d41fea5bae629a1e05e8b32255d809142e22	true	provenance|assertion|PRIMARY_KEY|assertion_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assertion|INDEX|assertion_predicate_status_idx	provenance	assertion	INDEX	assertion_predicate_status_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	d71533d18695f01bf0960fc16f336779756d383a0dc6502e4cc41922ffb45006	d71533d18695f01bf0960fc16f336779756d383a0dc6502e4cc41922ffb45006	true	\N	ACCESS_PATH_ONLY	[]	PASS
provenance|assertion|INDEX|assertion_supersedes_idx	provenance	assertion	INDEX	assertion_supersedes_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	f50dfe6ba7e9d19d280450b0c0c052f0341d595e87a88fa0748bd4ad441dd5e9	f50dfe6ba7e9d19d280450b0c0c052f0341d595e87a88fa0748bd4ad441dd5e9	true	\N	ACCESS_PATH_ONLY	[]	PASS
provenance|assertion|NOT_NULL|assertion_id:NOT_NULL	provenance	assertion	NOT_NULL	assertion_id:NOT_NULL	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion|NOT_NULL|assertion_predicate_id:NOT_NULL	provenance	assertion	NOT_NULL	assertion_predicate_id:NOT_NULL	["assertion_predicate_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	4fcc664cf3ca337a75fa38e6ab4e54235901a3d5b832a3d65416538ad9325126	4fcc664cf3ca337a75fa38e6ab4e54235901a3d5b832a3d65416538ad9325126	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion|NOT_NULL|created_at:NOT_NULL	provenance	assertion	NOT_NULL	created_at:NOT_NULL	["created_at"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	783a11b219a23dce728eb74e4c655eff111252f8b5b1fe6d7323aa896ff6c993	783a11b219a23dce728eb74e4c655eff111252f8b5b1fe6d7323aa896ff6c993	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion|NOT_NULL|status:NOT_NULL	provenance	assertion	NOT_NULL	status:NOT_NULL	["status"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	064ff417e93a650d9f4f0b5ef335b1538740b726e431f9c68c060ca3ba88d98f	064ff417e93a650d9f4f0b5ef335b1538740b726e431f9c68c060ca3ba88d98f	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion|NOT_NULL|subject_kind:NOT_NULL	provenance	assertion	NOT_NULL	subject_kind:NOT_NULL	["subject_kind"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	284369d9a4e0c1807b9e043cac7c8f7ad885e3645beee4d151dc71b29b2079ae	284369d9a4e0c1807b9e043cac7c8f7ad885e3645beee4d151dc71b29b2079ae	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion|NOT_NULL|value_kind:NOT_NULL	provenance	assertion	NOT_NULL	value_kind:NOT_NULL	["value_kind"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	04ebb67658eb071e028c2ce5b5ef3a000d1952782af2e88f5f5519b4554af4a0	04ebb67658eb071e028c2ce5b5ef3a000d1952782af2e88f5f5519b4554af4a0	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assertion|PRIMARY_KEY|assertion_pkey	provenance	assertion	PRIMARY_KEY	assertion_pkey	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	e20e78b1fdd7e403c186e481285ad6eba897a80531395145bc6f5e8b73cc82c4	e20e78b1fdd7e403c186e481285ad6eba897a80531395145bc6f5e8b73cc82c4	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_assertion|CONSTRAINT_TRIGGER|assignment_support_from_assertion	provenance	assignment_assertion	CONSTRAINT_TRIGGER	assignment_support_from_assertion	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assignment_shape_and_support()	\N	37039dc833a1bd0c6ca780a118e60f42077f20a89c36e87ce9af98c864b382d6	37039dc833a1bd0c6ca780a118e60f42077f20a89c36e87ce9af98c864b382d6	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
provenance|assignment_assertion|FOREIGN_KEY|assignment_assertion_assertion_id_fkey	provenance	assignment_assertion	FOREIGN_KEY	assignment_assertion_assertion_id_fkey	["assertion_id"]	provenance	assertion	["assertion_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	d4bd30beb522cc757727258851fbff1f0d73e0bf5c082f0a3d642c0af2c695c1	d4bd30beb522cc757727258851fbff1f0d73e0bf5c082f0a3d642c0af2c695c1	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_assertion|FOREIGN_KEY|assignment_assertion_canonical_assignment_id_fkey	provenance	assignment_assertion	FOREIGN_KEY	assignment_assertion_canonical_assignment_id_fkey	["canonical_assignment_id"]	provenance	canonical_assignment	["canonical_assignment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_assertion|INDEX|assignment_assertion_assertion_idx	provenance	assignment_assertion	INDEX	assignment_assertion_assertion_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	bca1dcce0cdc50bd8623be2beb6906d329a348ffd867bdbf2beafaa38df8c644	bca1dcce0cdc50bd8623be2beb6906d329a348ffd867bdbf2beafaa38df8c644	true	\N	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_assertion|INDEX|assignment_assertion_pkey	provenance	assignment_assertion	INDEX	assignment_assertion_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	7e906764e0a734019a6a692ccf9b83d5e6f051e4fb6d147b83836e9523a691f1	7e906764e0a734019a6a692ccf9b83d5e6f051e4fb6d147b83836e9523a691f1	true	provenance|assignment_assertion|PRIMARY_KEY|assignment_assertion_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_assertion|NOT_NULL|assertion_id:NOT_NULL	provenance	assignment_assertion	NOT_NULL	assertion_id:NOT_NULL	["assertion_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	daaf1f6cdf49887b088521e0e785acf0fbe7a71c34d1b1ecd06474658e8b37f8	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_assertion|NOT_NULL|canonical_assignment_id:NOT_NULL	provenance	assignment_assertion	NOT_NULL	canonical_assignment_id:NOT_NULL	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_assertion|NOT_NULL|support_role:NOT_NULL	provenance	assignment_assertion	NOT_NULL	support_role:NOT_NULL	["support_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	13da8c6311b1bd1f69cbb0c990618a96d760cbbe2aba4ee71c2639f33a9f2721	13da8c6311b1bd1f69cbb0c990618a96d760cbbe2aba4ee71c2639f33a9f2721	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_assertion|PRIMARY_KEY|assignment_assertion_pkey	provenance	assignment_assertion	PRIMARY_KEY	assignment_assertion_pkey	["canonical_assignment_id","assertion_id","support_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	f5c50a594f9eac4cdaac1d3868ae844c9ff14b3804d76d8e5a8015d043d6ef3e	f5c50a594f9eac4cdaac1d3868ae844c9ff14b3804d76d8e5a8015d043d6ef3e	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_assertion|ROW_TRIGGER|assignment_assertion_append_only	provenance	assignment_assertion	ROW_TRIGGER	assignment_assertion_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	6913fd4bb8fd44dd94fa50654cd242c6ef86e8852754df6cdc7341ec6d1bd6a6	6913fd4bb8fd44dd94fa50654cd242c6ef86e8852754df6cdc7341ec6d1bd6a6	true	\N	APPEND_ONLY	[]	PASS
provenance|assignment_context_evidence|FOREIGN_KEY|assignment_context_evidence_canonical_assignment_id_fkey	provenance	assignment_context_evidence	FOREIGN_KEY	assignment_context_evidence_canonical_assignment_id_fkey	["canonical_assignment_id"]	provenance	canonical_assignment	["canonical_assignment_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	2c55e54bba4f61d903a441bf50bf575a128cb8f8aa845bdbf4c2afb402149825	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_context_evidence|FOREIGN_KEY|assignment_context_evidence_evidence_item_id_fkey	provenance	assignment_context_evidence	FOREIGN_KEY	assignment_context_evidence_evidence_item_id_fkey	["evidence_item_id"]	provenance	evidence_item	["evidence_item_id"]	SIMPLE	NO ACTION	RESTRICT	false	false	true	\N	\N	[]	\N	\N	\N	c19a280751322ba61e437401dfd4e22d8fc6081f7fd8b13bcd29a38d756ed098	c19a280751322ba61e437401dfd4e22d8fc6081f7fd8b13bcd29a38d756ed098	true	\N	CANONICAL_PARENT_RESTRICT	[]	PASS
provenance|assignment_context_evidence|INDEX|assignment_context_evidence_evidence_idx	provenance	assignment_context_evidence	INDEX	assignment_context_evidence_evidence_idx	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	96e47eab87353a71530bdf32954ba3d60f9811c2facdc94eca4a7093e35e225e	96e47eab87353a71530bdf32954ba3d60f9811c2facdc94eca4a7093e35e225e	true	\N	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_context_evidence|INDEX|assignment_context_evidence_pkey	provenance	assignment_context_evidence	INDEX	assignment_context_evidence_pkey	[]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	ac820e275a1e6fd7553aa73a4892f789ca5417fa6cb4c6e9b09524ce537c0531	ac820e275a1e6fd7553aa73a4892f789ca5417fa6cb4c6e9b09524ce537c0531	true	provenance|assignment_context_evidence|PRIMARY_KEY|assignment_context_evidence_pkey	ACCESS_PATH_ONLY	[]	PASS
provenance|assignment_context_evidence|NOT_NULL|canonical_assignment_id:NOT_NULL	provenance	assignment_context_evidence	NOT_NULL	canonical_assignment_id:NOT_NULL	["canonical_assignment_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	28335004344984d55ea9f34cdc3b6572a03a00067f888447ab1234b3c5453168	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_context_evidence|NOT_NULL|evidence_item_id:NOT_NULL	provenance	assignment_context_evidence	NOT_NULL	evidence_item_id:NOT_NULL	["evidence_item_id"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	15c3cf16df6664b8b42e1225586fe4fdcf71768185bf7da4e2a85bee787f91ae	15c3cf16df6664b8b42e1225586fe4fdcf71768185bf7da4e2a85bee787f91ae	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_context_evidence|NOT_NULL|evidence_role:NOT_NULL	provenance	assignment_context_evidence	NOT_NULL	evidence_role:NOT_NULL	["evidence_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	10ba01ebb9c74bc1f1a83fb4f4e32ea0ea4108de188a98812b712b014b52b6e6	10ba01ebb9c74bc1f1a83fb4f4e32ea0ea4108de188a98812b712b014b52b6e6	true	\N	CLOSED_SUBTYPE	[]	PASS
provenance|assignment_context_evidence|PRIMARY_KEY|assignment_context_evidence_pkey	provenance	assignment_context_evidence	PRIMARY_KEY	assignment_context_evidence_pkey	["canonical_assignment_id","evidence_item_id","evidence_role"]	\N	\N	[]	\N	\N	\N	false	false	true	\N	\N	[]	\N	\N	\N	dac9a2f98ec533c16320140bc12c2282e869e875a5985e1d5a5a975f1963cae1	dac9a2f98ec533c16320140bc12c2282e869e875a5985e1d5a5a975f1963cae1	true	\N	NATURAL_KEY	[]	PASS
provenance|assignment_context_evidence|ROW_TRIGGER|assignment_context_evidence_append_only	provenance	assignment_context_evidence	ROW_TRIGGER	assignment_context_evidence_append_only	[]	\N	\N	[]	\N	\N	\N	false	false	true	O	BEFORE	["DELETE","UPDATE"]	ROW	audit.reject_update_delete()	\N	820b12072a0557b3277c844bdecc1f09d223926358c23f3d914ad2143a089585	820b12072a0557b3277c844bdecc1f09d223926358c23f3d914ad2143a089585	true	\N	APPEND_ONLY	[]	PASS
provenance|assignment_decision_evidence|CONSTRAINT_TRIGGER|assignment_support_from_decision_evidence	provenance	assignment_decision_evidence	CONSTRAINT_TRIGGER	assignment_support_from_decision_evidence	[]	\N	\N	[]	\N	\N	\N	true	true	true	O	AFTER	["DELETE","INSERT","UPDATE"]	ROW	provenance.enforce_assignment_shape_and_support()	\N	07c47dc4743cbd9cce77af0341b13821e3f91c052814b3dd462c0e9f539e164c	07c47dc4743cbd9cce77af0341b13821e3f91c052814b3dd462c0e9f539e164c	true	\N	DEFERRED_EVIDENCE_VALIDATION	[]	PASS
