sha256,byte_size,file_count,paths
e3b0c44298fc1c149afbf4c8996fb92427ae41e4649b934ca495991b7852b855,0,144,"[""docs/audits/v49-api-read-contract-closure/raw/api/post-fix-regression-smoke.stdout.txt"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.cluster-init.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.cluster-roles.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.cluster-roles.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.cluster-stop.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.postgres.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.cluster-init.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.cluster-roles.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.cluster-roles.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.cluster-stop.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.postgres.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/02_P1_RIGHTS_LEAF_PRE_FIX_250.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/07_P1_DELIVERY_PRE_FIX_50.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.base.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.createdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.createdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.dropdb.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.dropdb.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.forward.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.forward.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.postfix.schema-hash.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.replay.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/p1.cluster-init.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/p1.cluster-roles.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/p1.cluster-roles.stdout.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/p1.cluster-stop.stderr.log"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/p1.postgres.stdout.log"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api-attempt2.stdout.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api-attempt3.stdout.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api-attempt4.stdout.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/api.stdout.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/frontend-status-after.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/frontend-status-before.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/api/frontend-status-final.txt"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/profiles/stage-1000-run.json"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/profiles/stage-2000-run.json"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/profiles/stage-32-run.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/baseline/git-tags.txt""]"
e4bd324cbd2c3e7ad11794b78f0e26ef929e485a547f8287942127cc2350a498,34022,2,"[""frontend/qa-screenshots/round4/mobile-medium-node-selected.png"",""frontend/qa-screenshots/round4/mobile-medium-radial-final.png""]"
e86178ab665170f87511f3436fa76705d556b7f561e1643b5862a40685544c5f,7464,2,"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/git/branch-ledger-after.csv"",""docs/maintenance/V49_BRANCH_AND_REF_LEDGER.csv""]"
ed8bf73714a0e04eb4bef61d7beb342ed940848884dfc2696a65805649d43046,34292,2,"[""frontend/qa-screenshots/round4/mobile-sources-radial-final.png"",""frontend/qa-screenshots/round4/mobile-sources-radial.png""]"
ee07f2c6c50ab2f51cadafd945b07f37e34e8892f4b275130405e85ec0199542,871,2,"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/git/worktree-ledger-after.csv"",""docs/maintenance/V49_WORKTREE_LEDGER.csv""]"
f0dda59dd515ba243eaf213bce9f42513727f1ab0a44685635921c3759a7d22e,20744,2,"[""database/FREEZE_V49.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/manifests/database-freeze.json""]"
f43dcb183e0a03dd8fc7aba03743bf619d59757a84596ba4789c14bbb03616dd,1112,2,"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/manifests/release-manifest.json"",""docs/releases/v49/RELEASE_MANIFEST.json""]"
f7e6129e01f9aa42b149f759824427fa5c8805250cbe15ef485434732dacd3ca,4246,7,"[""docs/audits/v49-api-read-contract-closure/raw/fresh-c/fresh-c-verifier.json"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/full-a/verifier.json"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/final/full-b/verifier.json"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/full-a/verifier.json"",""docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-17e06abd/full-b/verifier.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/fresh-d-final-verifier.json"",""docs/audits/v49-repository-hygiene-and-database-freeze/raw/fresh-d/fresh-d-verifier.json""]"
f8fd2c415d8eb84c7d84f2f3fe03e067d952cfe53c1cbb00aaadfbbc662087c8,174,10,"[""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_A.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/empty-schema/empty_B.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/03_P1_RIGHTS_LEAF_POST_FIX_50.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/04_P1_RIGHTS_LEAF_POST_FIX_250.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/05_P1_RIGHTS_LEAF_POST_FIX_1000.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/06_P1_RIGHTS_LEAF_POST_FIX_PLAN_1000.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/08_P1_DELIVERY_POST_FIX_50.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/09_P1_DELIVERY_POST_FIX_250.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/10_P1_DELIVERY_POST_FIX_1000.apply-forward-wrapper.sql"",""docs/audits/v49-phase2b-evidence-amendment/reproduced/11_P1_DELIVERY_POST_FIX_PLAN_1000.apply-forward-wrapper.sql""]"
faf72d8d0d62b2ad721aceaf754cee52313867f7ac4efabba0a78ef6cd1e8e09,35753,2,"[""frontend/qa-screenshots/round4/mobile-folder-wheel-final-v2.png"",""frontend/qa-screenshots/round4/mobile-folder-wheel-final.png""]"
fe3851839890b1d923a6817c007fe4d8bd9c422eee554613df0cd67cd5687cf6,425,2,"[""docs/audits/v49-repository-hygiene-and-database-freeze/raw/git/git-hygiene-summary-after.json"",""docs/maintenance/git-hygiene-summary.json""]"
