model_id	base_variant_id	ablation_id	ablation_family	k	query_count	mean_top_k_overlap	minimum_top_k_overlap	mean_rank_correlation	minimum_rank_correlation	scoring_effect	learned_weights_used	historical_labels_used
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	10	72	0.5736111111111111	0	0.41188525448082314	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	20	72	0.5756944444444445	0.1	0.3365422975960514	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	50	72	0.6355555555555555	0.04	0.30749133116119337	-0.46409931167152607	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	10	72	0.5569444444444445	0	0.3988664076250667	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	20	72	0.5486111111111112	0.1	0.32598434100085355	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	50	72	0.6125	0.04	0.2539233647212286	-0.4550573263464796	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	10	72	0.5277777777777778	0	0.3729341572777839	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	20	72	0.5263888888888889	0	0.27794680552511275	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	50	72	0.5975	0.04	0.2091326190366754	-0.519224616839368	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	10	72	0.5263888888888889	0	0.35786682868628744	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	20	72	0.5215277777777777	0	0.26058418148663837	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	50	72	0.5919444444444444	0.04	0.19435271602622217	-0.640970826410754	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	10	72	0.5277777777777778	0	0.3342413967156356	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	20	72	0.5354166666666667	0	0.2588327555913886	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	50	72	0.6019444444444445	0.04	0.2090876454035137	-0.640970826410754	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	10	72	0.7902777777777777	0	0.7069497485532401	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	20	72	0.8291666666666667	0	0.6813238442924939	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	50	72	0.8586111111111111	0	0.7201713552898155	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	10	72	0.9402777777777778	0.4	0.9209801278399247	0.3212121212121212	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	20	72	0.942361111111111	0.3	0.9097311127816179	0.24777195281782435	DIRECT_SCORER_SENSITIVITY	false	false
M2	M2-SMOOTHED-WITHIN-FAMILY	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	50	72	0.9511111111111111	0.36	0.9103284883222895	-0.028291393290667884	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	10	72	0.6041666666666666	0	0.434468932647312	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	20	72	0.6020833333333333	0	0.3906493957991879	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	50	72	0.5963888888888889	0	0.3656857676298393	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_TIME_OUT	LEAVE_TIME_OUT	10	72	0.5972222222222222	0	0.20226460836431653	-0.7101152368758001	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_TIME_OUT	LEAVE_TIME_OUT	20	72	0.6854166666666667	0	0.334051629899213	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_TIME_OUT	LEAVE_TIME_OUT	50	72	0.8097222222222222	0	0.5230792126383368	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_GEOGRAPHY_OUT	LEAVE_GEOGRAPHY_OUT	10	72	0.5180555555555555	0	0.3702478094117828	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_GEOGRAPHY_OUT	LEAVE_GEOGRAPHY_OUT	20	72	0.4666666666666667	0	0.24542955998697435	-0.6386554621848739	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_GEOGRAPHY_OUT	LEAVE_GEOGRAPHY_OUT	50	72	0.46111111111111114	0	0.15409866028924102	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_SOURCE_OUT	LEAVE_SOURCE_OUT	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_SOURCE_OUT	LEAVE_SOURCE_OUT	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_SOURCE_OUT	LEAVE_SOURCE_OUT	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_CURATION_OUT	LEAVE_CURATION_OUT	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_CURATION_OUT	LEAVE_CURATION_OUT	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_CURATION_OUT	LEAVE_CURATION_OUT	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	LEAVE_MISSINGNESS_DIAGNOSTICS_OUT	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	LEAVE_INTERACTIONS_OUT	LEAVE_INTERACTIONS_OUT	10	72	1	1	1	1	NOT_APPLICABLE_BASE_HAS_NO_INTERACTIONS	false	false
M3	M3-IDF-TANIMOTO	LEAVE_INTERACTIONS_OUT	LEAVE_INTERACTIONS_OUT	20	72	1	1	1	1	NOT_APPLICABLE_BASE_HAS_NO_INTERACTIONS	false	false
M3	M3-IDF-TANIMOTO	LEAVE_INTERACTIONS_OUT	LEAVE_INTERACTIONS_OUT	50	72	1	1	1	1	NOT_APPLICABLE_BASE_HAS_NO_INTERACTIONS	false	false
M3	M3-IDF-TANIMOTO	REMOVE_LARGEST_CURATED_CONTAINER	REMOVE_LARGEST_CURATED_CONTAINER	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	REMOVE_LARGEST_CURATED_CONTAINER	REMOVE_LARGEST_CURATED_CONTAINER	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	REMOVE_LARGEST_CURATED_CONTAINER	REMOVE_LARGEST_CURATED_CONTAINER	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	REMOVE_DOMINANT_SOURCE	REMOVE_DOMINANT_SOURCE	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	REMOVE_DOMINANT_SOURCE	REMOVE_DOMINANT_SOURCE	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	REMOVE_DOMINANT_SOURCE	REMOVE_DOMINANT_SOURCE	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_25PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_25PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_25PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_50PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_50PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_50PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_75PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	BROAD_CONTAINER_STOP_90PCT	CHANGE_BROAD_CONTAINER_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_2	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_3	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_5	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_10	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	10	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	20	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	RARE_SUPPORT_20	CHANGE_RARE_SUPPORT_THRESHOLD	50	72	1	1	1	1	NONE_CANDIDATE_OR_EXCLUDED_FAMILY_ONLY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	10	72	0.575	0	0.41665532840587693	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	20	72	0.5763888888888888	0.1	0.33921544484566524	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_5Y	CHANGE_TEMPORAL_DECAY	50	72	0.6361111111111111	0.06	0.30964700487851593	-0.46409931167152607	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	10	72	0.5583333333333333	0	0.4040267383512414	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	20	72	0.55	0.1	0.32948863855420435	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_10Y	CHANGE_TEMPORAL_DECAY	50	72	0.6130555555555556	0.06	0.2560894731990351	-0.4550573263464796	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	10	72	0.5291666666666667	0	0.37767312633715105	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	20	72	0.5263888888888889	0	0.281047600244132	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_20Y	CHANGE_TEMPORAL_DECAY	50	72	0.5958333333333333	0.04	0.20764168717638107	-0.519224616839368	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	10	72	0.5277777777777778	0	0.359033954603228	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	20	72	0.5201388888888889	0	0.2624712690366777	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_40Y	CHANGE_TEMPORAL_DECAY	50	72	0.5888888888888889	0.04	0.19406066509077516	-0.640970826410754	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	10	72	0.5263888888888889	0	0.33427877709841064	-0.6732394366197182	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	20	72	0.5326388888888889	0	0.25524686667295043	-0.7044502617801046	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	TEMPORAL_DECAY_80Y	CHANGE_TEMPORAL_DECAY	50	72	0.5991666666666666	0.04	0.20737619229705617	-0.640970826410754	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_EQUAL_FAMILY	CHANGE_FAMILY_NORMALIZATION	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	10	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	20	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_AVAILABILITY_NORMALIZED	CHANGE_FAMILY_NORMALIZATION	50	72	1	1	1	1	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	10	72	0.7833333333333333	0	0.7081623433456897	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	20	72	0.825	0	0.6751907365024187	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_USER_SELECTED	CHANGE_FAMILY_NORMALIZATION	50	72	0.8527777777777777	0	0.7166829873606699	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	10	72	0.9388888888888888	0.4	0.9203488147086115	0.3212121212121212	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	20	72	0.9430555555555556	0.3	0.9071342057971334	0.24777195281782435	DIRECT_SCORER_SENSITIVITY	false	false
M3	M3-IDF-TANIMOTO	FAMILY_NORMALIZATION_CAPPED_FAMILY	CHANGE_FAMILY_NORMALIZATION	50	72	0.9591666666666667	0.52	0.9139171065301969	-0.028291393290667884	DIRECT_SCORER_SENSITIVITY	false	false
M4	M4-GOODALL-BOUNDED	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	10	72	0.5763888888888888	0	0.3582020388251531	-0.6470588235294118	DIRECT_SCORER_SENSITIVITY	false	false
M4	M4-GOODALL-BOUNDED	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	20	72	0.6020833333333333	0	0.35530363656832153	-0.6237623762376238	DIRECT_SCORER_SENSITIVITY	false	false
M4	M4-GOODALL-BOUNDED	LEAVE_CONTEXT_OUT	LEAVE_CONTEXT_OUT	50	72	0.565	0	0.3260100081411928	-0.6095617529880478	DIRECT_SCORER_SENSITIVITY	false	false
M4	M4-GOODALL-BOUNDED	LEAVE_TIME_OUT	LEAVE_TIME_OUT	10	72	0.46249999999999997	0	0.055176241876307736	-0.6608391608391608	DIRECT_SCORER_SENSITIVITY	false	false
M4	M4-GOODALL-BOUNDED	LEAVE_TIME_OUT	LEAVE_TIME_OUT	20	72	0.5715277777777777	0	0.15152372107312148	-0.6386554621848739	DIRECT_SCORER_SENSITIVITY	false	false
