packet_row_id	anchor_public_id	anchor_title	anchor_selection_strata	blind_profile_slot	candidate_ordinal	candidate_public_id	candidate_title	retrieval_reasons	shared_independent_signals	distinctive_signals	unavailable_families	comparability_ratio	anchor_source_name	candidate_source_name	source_composition	source_bias_notes	interaction_evidence	useful_for_further_exploration	explanation_intelligible	merely_broad_category	new_defensible_research_direction	accidental_relation_suggestion	reviewer_notes	human_review_completed	historical_relation	semantic_relation	probability
HR-014-PROFILE-3-2	SURF-AICTRACEV47R0002	Image Design for a Poster, Wagenaar's Cantata 'The Shipwreck'	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	PROFILE-3	2	SURF-LOCTRACE2026I54E76C3E5F6AE4	Delftsche Slaolie	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive		1	Art Institute of Chicago API	Library of Congress Prints and Photographs API	CROSS_GOVERNED_SOURCE_NAME	CROSS_GOVERNED_SOURCE_REPORTED								false	false	false	false
HR-014-PROFILE-3-3	SURF-AICTRACEV47R0002	Image Design for a Poster, Wagenaar's Cantata 'The Shipwreck'	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	PROFILE-3	3	SURF-HISTORICALAICTRACE2026V1R0002	La revue blanche	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive; geography		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-014-PROFILE-3-4	SURF-AICTRACEV47R0002	Image Design for a Poster, Wagenaar's Cantata 'The Shipwreck'	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751	PROFILE-3	4	SURF-HISTORICALAICTRACE2026V1R0003	Eldorado: Aristide Bruant	curatorialRecall; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE	descriptive; geography		1	Art Institute of Chicago API	Art Institute of Chicago API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-1-1	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-1	1	SURF-LOCTRACE2026I309C92A856F8F9	National parks and monuments Pueblos of the southwest /	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-1-2	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-1	2	SURF-LOCTRACE2026I780FB5B9E3272E	The lure of the national parks	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-1-3	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-1	3	SURF-LOCTRACE2026I88DD9C7D7914B9	His hunting ground of yesterday, National Parks	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-1-4	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-1	4	SURF-LOCTRACE2026IDCDD7822246473	National and state parks, skiing, skating, sliding, sleighing	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-2-1	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-2	1	SURF-LOCTRACE2026I309C92A856F8F9	National parks and monuments Pueblos of the southwest /	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-2-2	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-2	2	SURF-LOCTRACE2026I780FB5B9E3272E	The lure of the national parks	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-2-3	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-2	3	SURF-LOCTRACE2026I88DD9C7D7914B9	His hunting ground of yesterday, National Parks	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-2-4	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-2	4	SURF-LOCTRACE2026IDCDD7822246473	National and state parks, skiing, skating, sliding, sleighing	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-3-1	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-3	1	SURF-LOCTRACE2026I309C92A856F8F9	National parks and monuments Pueblos of the southwest /	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-3-2	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-3	2	SURF-LOCTRACE2026I780FB5B9E3272E	The lure of the national parks	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-3-3	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-3	3	SURF-LOCTRACE2026I88DD9C7D7914B9	His hunting ground of yesterday, National Parks	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-015-PROFILE-3-4	SURF-LOCTRACE2026I1492D748C7BD72	Mystery veils the desert - National parks	RARE_THEME:CTX:THEME:d331ac1228200a2784170c4fecc1d3ccda50cfd2e1e6f2281bec1014676dfa71	PROFILE-3	4	SURF-LOCTRACE2026IDCDD7822246473	National and state parks, skiing, skating, sliding, sleighing	context; curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Library of Congress Prints and Photographs API	Library of Congress Prints and Photographs API	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-1-1	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-1	1	SURF-BNDCLDANIELGLEISER2026V2R0036	Curso de verano atletismo enerofebrero 1970 /	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-1-2	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-1	2	SURF-BNDCLDANIELGLEISER2026V2R0041	1er. Congreso Nacional Juventud Campesina Democratacristiana	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-1-3	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-1	3	SURF-BNDCLDANIELGLEISER2026V2R0042	Sexta Olimpiada Universitaria	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-1-4	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-1	4	SURF-BNDCLTRACE2026V1R0117	Santa María de Iquique Cantata Popular Quilapayún.	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-2-1	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-2	1	SURF-BNDCLDANIELGLEISER2026V2R0036	Curso de verano atletismo enerofebrero 1970 /	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-2-2	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-2	2	SURF-BNDCLDANIELGLEISER2026V2R0041	1er. Congreso Nacional Juventud Campesina Democratacristiana	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-2-3	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-2	3	SURF-BNDCLDANIELGLEISER2026V2R0042	Sexta Olimpiada Universitaria	curatorialRecall; descriptive; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-CREATOR; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-2-4	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-2	4	SURF-BNDCLTRACE2026V1R0117	Santa María de Iquique Cantata Popular Quilapayún.	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-EXTENT			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-3-1	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-3	1	SURF-BNDCLTRACE2026V1R0033	Mexico exposición de pintura, libros y artesanía de Mexico.	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-3-2	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-3	2	SURF-BNDCLTRACE2026V1R0035	Las carreras vespertinas van!	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
HR-016-PROFILE-3-3	SURF-BNDCLDANIELGLEISER2026V2R0008	Identifícate con Israel ahora programa de Jerusalem	COMMON_CURATED_CONTAINER:EXP:CURATED_CONTAINER_MEDIUM:e1add64c4e817030bc3f2ab5320a4db62d7f2e47995e11c6782cfc25efe56bcc;COMMON_MEDIUM:CTX:MEDIUM:d64b03f2bd55a27dd76c69049442616ce238e8e1212ea16af95db9ce493a3751;COMMON_THEME:CTX:THEME:eb268354d0e71366fb495290bb538687d5d4be7cf5f45d7cd1b50f776bbcb1f0	PROFILE-3	3	SURF-BNDCLTRACE2026V1R0038	Foto cine club	curatorialRecall; geography; temporal	context:SIG-CONTEXT-MEDIUM; context:SIG-CONTEXT-THEME; descriptive:SIG-DESCRIPTIVE-OBJECT-TYPE; geography:SIG-GEOGRAPHY-ASSIGNMENT; temporal:SIG-TEMPORAL-DECADE			1	Biblioteca Nacional Digital de Chile	Biblioteca Nacional Digital de Chile	SAME_GOVERNED_SOURCE_NAME	SAME_GOVERNED_SOURCE_REPORTED_WITH_ZERO_AUTOMATIC_CREDIT								false	false	false	false
