evidence_authority_base_sha	shard_id	batch_id	batch_timestamp_utc	timestamp_capture_status	query_ordinal	query_id	service	purpose	exact_query_text	normalized_query_text	parameters_json	target_source_id	result_identity_json	stable_locators_json	access_condition	query_decision	evidence_use	rejection_reason	record_sha256
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-008	2026-08-28T08:09:45Z	EXACT_CAPTURED_UTC	30	R16B-ADAPTIVE-QUERY:98b35eec4f4cc52d437fac97b6df97bc42256537730e1bcd9c726c999828467a	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Architectural Contact Zones"" asymmetry adaptation rejection limitations"	"""architectural contact zones"" asymmetry adaptation rejection limitations"	"{""query_text_exact"":""\""Architectural Contact Zones\"" asymmetry adaptation rejection limitations""}"	COMP-SRC-013	"{""doi"":""10.1080/13264826.2021.1939745"",""source_id"":""COMP-SRC-013""}"	"[""https://www.research-collection.ethz.ch/entities/publication/18f5155c-0387-40c7-8b6f-eeefe48e4bf0"",""https://www.research-collection.ethz.ch/server/api/core/bitstreams/010acf32-6fdb-45ea-8684-48e1dfec95da/content"",""https://www.tandfonline.com/doi/full/10.1080/13264826.2021.1939745""]"	PUBLIC_PUBLISHED_FULL_TEXT_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	65f4643cb5643daa73cb0ea763e78ff2886590db1c3a690d02ec79e120051377
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-008	2026-08-28T08:09:45Z	EXACT_CAPTURED_UTC	31	R16B-ADAPTIVE-QUERY:f07afb314b8d2a7b9b8c616a8ab6518d2b6f5fddcc6fd1fab8dc8d6cee415364	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Keraton Surakarta"" adaptation negotiation resistance collaboration Dutch colonial rejection"	"""keraton surakarta"" adaptation negotiation resistance collaboration dutch colonial rejection"	"{""query_text_exact"":""\""Keraton Surakarta\"" adaptation negotiation resistance collaboration Dutch colonial rejection""}"	COMP-SRC-014	"{""doi"":""10.1080/23311983.2025.2482456"",""source_id"":""COMP-SRC-014""}"	"[""https://doi.org/10.1080/23311983.2025.2482456"",""https://www.tandfonline.com/doi/full/10.1080/23311983.2025.2482456"",""https://www.tandfonline.com/doi/pdf/10.1080/23311983.2025.2482456""]"	OPEN_ACCESS_PUBLISHED_FULL_TEXT_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	bde6223ed41dd99ff313b8d0dd9089d768371376e23f20881bc880f19588a705
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-008	2026-08-28T08:09:45Z	EXACT_CAPTURED_UTC	32	R16B-ADAPTIVE-QUERY:afee7c69457fd0ee4ce5c79b92c198b6626ffd7f4847f603d5d4a648251ccd38	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Cold War Cultural Transactions"" propaganda reception compromise limitations"	"""cold war cultural transactions"" propaganda reception compromise limitations"	"{""query_text_exact"":""\""Cold War Cultural Transactions\"" propaganda reception compromise limitations""}"	COMP-SRC-023	"{""doi"":""10.1080/17547075.2017.1333388"",""source_id"":""COMP-SRC-023""}"	"[""https://durham-repository.worktribe.com/output/1310178/cold-war-cultural-transactions-designing-the-ussr-for-the-west-at-brussels-expo-58"",""https://www.tandfonline.com/doi/abs/10.1080/17547075.2017.1333388"",""https://www.tandfonline.com/doi/full/10.1080/17547075.2017.1333388""]"	PUBLIC_ABSTRACT_REVIEWED_FULL_TEXT_NOT_ESTABLISHED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	b78f3f986d92cfde80562d7c00f1fc068dc937129663a05c5a922b6729c06658
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-009	2026-08-28T08:10:00Z	EXACT_CAPTURED_UTC	33	R16B-ADAPTIVE-QUERY:660a3fd4a78c95485f5294f7f9953dd0e2e22a9a41e4345228016fdbace281d2	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Socialist, Humanist and Well-Designed"" propaganda design diplomacy archival scarce reception"	"""socialist, humanist and well-designed"" propaganda design diplomacy archival scarce reception"	"{""query_text_exact"":""\""Socialist, Humanist and Well-Designed\"" propaganda design diplomacy archival scarce reception""}"	COMP-SRC-024	"{""doi"":""10.1017/S0960777322000029"",""source_id"":""COMP-SRC-024""}"	"[""https://www.cambridge.org/core/journals/contemporary-european-history/article/socialist-humanist-and-welldesigned-the-polish-welfare-state-at-the-international-labour-exhibition-in-turin-1961/94D125A40C5B3B013872B9A949430909"",""https://www.cambridge.org/core/services/aop-cambridge-core/content/view/94D125A40C5B3B013872B9A949430909/S0960777322000029a.pdf/socialist_humanist_and_welldesigned_the_polish_welfare_state_at_the_international_labour_exhibition_in_turin_1961.pdf""]"	OPEN_ACCESS_PUBLISHED_PDF_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	7c487e07ccecc810764322f89a37903b1552a58e366f93b4882abf4952b5f1b7
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-009	2026-08-28T08:10:00Z	EXACT_CAPTURED_UTC	34	R16B-ADAPTIVE-QUERY:7a49c910c8be142963b4b1be6b29de9c7033bcce7cedfb9a328c2029f3043fc1	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Insights from Bauhaus innovation"" craft industrial focus challenged identities"	"""insights from bauhaus innovation"" craft industrial focus challenged identities"	"{""query_text_exact"":""\""Insights from Bauhaus innovation\"" craft industrial focus challenged identities""}"	R16-SRC-005	"{""doi"":""10.1007/s10798-022-09729-2"",""source_id"":""R16-SRC-005""}"	"[""https://doi.org/10.1007/s10798-022-09729-2"",""https://link.springer.com/article/10.1007/s10798-022-09729-2""]"	OPEN_ACCESS_PUBLISHED_FULL_TEXT_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	d1ae604dc03915c1ab66e73d0cef9ce1ed3a15d3bb3ccff33f70495a305492bd
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-009	2026-08-28T08:10:00Z	EXACT_CAPTURED_UTC	35	R16B-ADAPTIVE-QUERY:54754642c34d71ee3f54ec2b0090563f22e63a3def083a1357ff82ec1388a917	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Advancing a new professionalism"" unintended consequences education training institutionalization"	"""advancing a new professionalism"" unintended consequences education training institutionalization"	"{""query_text_exact"":""\""Advancing a new professionalism\"" unintended consequences education training institutionalization""}"	GRAM-SRC-025	"{""doi"":""10.1080/09613218.2013.843269"",""source_id"":""GRAM-SRC-025""}"	"[""https://research.manchester.ac.uk/en/publications/advancing-a-new-professionalism-professionalisation-practice-and-/"",""https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269"",""https://www.tandfonline.com/doi/pdf/10.1080/09613218.2013.843269""]"	PUBLISHER_FREE_ACCESS_FULL_TEXT_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	8e8bcece45c615545446a536961d6536b9e68d3ba2a6bd1bd53b32b4270a973e
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-009	2026-08-28T08:10:00Z	EXACT_CAPTURED_UTC	36	R16B-ADAPTIVE-QUERY:f19a68eaf3090972bcb4edc71421abd3449441a497aa390731fb6448cecfd0d8	ROOT_WEB_SEARCH_TOOL	COUNTEREVIDENCE_AND_LIMITATION	"""Bauhaus innovation"" design education craft limitations workplace learning"	"""bauhaus innovation"" design education craft limitations workplace learning"	"{""query_text_exact"":""\""Bauhaus innovation\"" design education craft limitations workplace learning""}"	R16-SRC-005	"{""doi"":""10.1007/s10798-022-09729-2"",""source_id"":""R16-SRC-005""}"	"[""https://doi.org/10.1007/s10798-022-09729-2"",""https://link.springer.com/article/10.1007/s10798-022-09729-2""]"	OPEN_ACCESS_PUBLISHED_FULL_TEXT_REVIEWED	QUALIFICATIONS_AND_NONCLAIMS_RECORDED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	c1d7b2161c07f7ccb1f0b373a214a68310b9415015b50e121c2f3fbaef667660
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-010	TIMESTAMP_NOT_CAPTURED_ROOT_WEB_TOOL	NOT_CAPTURED_DO_NOT_INFER	37	R16B-ADAPTIVE-QUERY:03788f9c5c3a25082e852633abef2969e7b926d8aff87fdfef393c82b159fd81	ROOT_WEB_SEARCH_TOOL	ROOT_SOURCE_CENTERED_DISCOVERY	site:tandfonline.com/doi/full/10.1080/10331867.2023.2282294 Sweden David Jones exposition trade propaganda design diplomacy	site:tandfonline.com/doi/full/10.1080/10331867.2023.2282294 sweden david jones exposition trade propaganda design diplomacy	"{""query_text_exact"":""site:tandfonline.com/doi/full/10.1080/10331867.2023.2282294 Sweden David Jones exposition trade propaganda design diplomacy""}"	COMP-SRC-025	"{""doi"":""10.1080/10331867.2023.2282294"",""source_id"":""COMP-SRC-025""}"	"[""https://doi.org/10.1080/10331867.2023.2282294"",""https://www.tandfonline.com/doi/abs/10.1080/10331867.2023.2282294"",""https://www.tandfonline.com/doi/pdf/10.1080/10331867.2023.2282294""]"	OPEN_ACCESS_PUBLISHED_PDF_REVIEWED	SOURCE_CENTERED_REVIEW_COMPLETED_TIMESTAMP_UNCAPTURED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	91c210e216ec5df0ed35ccec2c08634cf1d64ffa132acf949213ac8737a5a549
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-010	TIMESTAMP_NOT_CAPTURED_ROOT_WEB_TOOL	NOT_CAPTURED_DO_NOT_INFER	38	R16B-ADAPTIVE-QUERY:ecd47e63a3536d64b35daf1ca7ae6dc3ec989ad9b2783e5c7246ed036c42f15f	ROOT_WEB_SEARCH_TOOL	ROOT_SOURCE_CENTERED_DISCOVERY	site:tandfonline.com/doi/abs/10.1080/18626033.2013.798922 reciprocal landscapes material portraits production consumption commodity chains	site:tandfonline.com/doi/abs/10.1080/18626033.2013.798922 reciprocal landscapes material portraits production consumption commodity chains	"{""query_text_exact"":""site:tandfonline.com/doi/abs/10.1080/18626033.2013.798922 reciprocal landscapes material portraits production consumption commodity chains""}"	COMP-SRC-020	"{""doi"":""10.1080/18626033.2013.798922"",""source_id"":""COMP-SRC-020""}"	"[""https://thelandscapedotorg.files.wordpress.com/2021/05/2013_hutton_reciprocal_landscapes_jola.pdf"",""https://www.tandfonline.com/doi/abs/10.1080/18626033.2013.798922""]"	PUBLIC_AUTHOR_PDF_LAWFUL_READ_OBSERVED	SOURCE_CENTERED_REVIEW_COMPLETED_TIMESTAMP_UNCAPTURED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	8a62438c9a9103e86401ad83f4dc035d7ed5035948e70b1ec0e63b06fd6260ff
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-010	TIMESTAMP_NOT_CAPTURED_ROOT_WEB_TOOL	NOT_CAPTURED_DO_NOT_INFER	39	R16B-ADAPTIVE-QUERY:f292a459e9710d85b7b04a289fe3796aa60e1cf699580c4afa7c8ab744ec5b77	ROOT_WEB_SEARCH_TOOL	ROOT_SOURCE_CENTERED_DISCOVERY	site:cambridge.org design diplomacy Turin 1961 international labour exhibition propaganda	site:cambridge.org design diplomacy turin 1961 international labour exhibition propaganda	"{""query_text_exact"":""site:cambridge.org design diplomacy Turin 1961 international labour exhibition propaganda""}"	COMP-SRC-024	"{""doi"":""10.1017/S0960777322000029"",""source_id"":""COMP-SRC-024""}"	"[""https://www.cambridge.org/core/journals/contemporary-european-history/article/socialist-humanist-and-welldesigned-the-polish-welfare-state-at-the-international-labour-exhibition-in-turin-1961/94D125A40C5B3B013872B9A949430909"",""https://www.cambridge.org/core/services/aop-cambridge-core/content/view/94D125A40C5B3B013872B9A949430909/S0960777322000029a.pdf/socialist_humanist_and_welldesigned_the_polish_welfare_state_at_the_international_labour_exhibition_in_turin_1961.pdf""]"	OPEN_ACCESS_PUBLISHED_PDF_REVIEWED	SOURCE_CENTERED_REVIEW_COMPLETED_TIMESTAMP_UNCAPTURED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	eb7e99d631fe43c0c15b29dbb877a8a4a574a364c8527698d939f93c0e814fef
f97d20b37b58a509d04cdf3bc3385486fc8d173c	R16B-ADAPTIVE-SOURCE-SHARD-001	R16B-ADAPTIVE-QUERY-BATCH-010	TIMESTAMP_NOT_CAPTURED_ROOT_WEB_TOOL	NOT_CAPTURED_DO_NOT_INFER	40	R16B-ADAPTIVE-QUERY:42081f291d90c28a43061253350b04444063ebbd562928d8b8d6bce454f45dcc	ROOT_WEB_SEARCH_TOOL	ROOT_SOURCE_CENTERED_DISCOVERY	site:tandfonline.com 10.1080/13264826.2021.1939745 contact zone adaptation rejection architecture	site:tandfonline.com 10.1080/13264826.2021.1939745 contact zone adaptation rejection architecture	"{""query_text_exact"":""site:tandfonline.com 10.1080/13264826.2021.1939745 contact zone adaptation rejection architecture""}"	COMP-SRC-013	"{""doi"":""10.1080/13264826.2021.1939745"",""source_id"":""COMP-SRC-013""}"	"[""https://www.research-collection.ethz.ch/entities/publication/18f5155c-0387-40c7-8b6f-eeefe48e4bf0"",""https://www.research-collection.ethz.ch/server/api/core/bitstreams/010acf32-6fdb-45ea-8684-48e1dfec95da/content"",""https://www.tandfonline.com/doi/full/10.1080/13264826.2021.1939745""]"	PUBLIC_PUBLISHED_FULL_TEXT_REVIEWED	SOURCE_CENTERED_REVIEW_COMPLETED_TIMESTAMP_UNCAPTURED	DISCOVERY_AND_FALSIFICATION_TRAIL_ONLY_NOT_ASSOCIATION_EVIDENCE	Search ranking, snippets, metadata, and query co-occurrence are not association evidence; the separate locator-bearing source review controls the evidence disposition.	a3b5ac123c12227cb1eb1512dffb23ae6fd034ab5bd463d859fe7d00c39fd5b1
