alias_id	query_id	pair_id	candidate_source_id	rank	round16a_ledger_id	doi	title	stable_url	exact_match	derivative_rule	net_new_evidence_object_count	record_sha256
R16B-R16A-QUERY-ALIAS:44e5f1c28624cad0d977bf85e1146b4c3559dc1f24b2d6233f698738ec17c1d6	R16A-CROSSREF-QUERY:09abbc733baf54416b71e3390a58b1c2e936ceed4236b166ff6aacb425c6ab83	R16A-PAIR:b4c080d160b90a143a8b75902817824710c39b4d2164139880f40934c0b53e80	CROSSREF:DOI:10.1093/jdh/epaa034	2	R16A-R16A-PAIR:b4c080d160b90a143a8b75902817824710c39b4d2164139880f40934c0b53e80-XREF-02	10.1093/jdh/epaa034	Reading Graphic Design in Cultural Context	https://doi.org/10.1093/jdh/epaa034	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	06d955467edb872499b568a33ce391060dd72639a5b00f791e3e9f354fd21190
R16B-R16A-QUERY-ALIAS:45287c7f1022053ce0f92f45131a3a6d416dad7746673e791609213f5d5b6c03	R16A-CROSSREF-QUERY:7d127b4103cb2d5d55a6b3decad556263058f211bddc953937093373fe86529a	R16A-PAIR:fd9643e1f8821e2a25a1e2ad8780ad5a827894d4567038ccbb50db86ff921d78	CROSSREF:DOI:10.1093/jdh/16.3.260	1	R16A-R16A-PAIR:fd9643e1f8821e2a25a1e2ad8780ad5a827894d4567038ccbb50db86ff921d78-XREF-01	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	e1795ab98f1f94640ed63b6f28582bded2cb75cfeb20b7cfa7c1ffde72fb1997
R16B-R16A-QUERY-ALIAS:453968f8373f9ef2a27b7bf3442631f3c2c9a8b24f62fd29fdaad93a1e80d493	R16A-CROSSREF-QUERY:16167d1f133fc5a32c00f176c08d33f84ae7844f13a167c7f3428ab0a05e982b	R16A-PAIR:44e6dc3c5b5b3335bbc11bf98f6b0c85bf20a2b31bf383ada7a86befb3a56309	CROSSREF:DOI:10.37862/aaeportal.00152.009	5	R16A-R16A-PAIR:44e6dc3c5b5b3335bbc11bf98f6b0c85bf20a2b31bf383ada7a86befb3a56309-XREF-05	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	bfa459ad0e8c82d3dfaf0fefd95861b1a18f58a5f3f0e775e3febcb6bcdda209
R16B-R16A-QUERY-ALIAS:45485ae8b0a69c2dd24cac95aed49f03785c6ef00d9e546db2915f1ba5ba2232	R16A-CROSSREF-QUERY:63de661b2c06fcda112b6573bae7dbd405ad20ee3e5d337523873b0c3cf5f7e9	R16A-PAIR:d221c558861d7095f23b5308b15455a0a8b4260be6c5ee1b41c4bf5fcfacf7c3	CROSSREF:DOI:10.5151/despro-icdhs2016-02_001	3	R16A-R16A-PAIR:d221c558861d7095f23b5308b15455a0a8b4260be6c5ee1b41c4bf5fcfacf7c3-XREF-03	10.5151/despro-icdhs2016-02_001	The journey from self-exploration to self-identity: The evolution of contemporary Taiwanese graphic design	https://doi.org/10.5151/despro-icdhs2016-02_001	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	d1f1f63406af6636bdcb4a03ffb9ca65a7fee677f31c12ca26286db9e26a1268
R16B-R16A-QUERY-ALIAS:4560877bbeabfa448efc5f8297adadc9c5a139112ae980fedda05ce24b77f31d	R16A-CROSSREF-QUERY:003360fef4d06ecc9ab9ea5663dd20b5805978a1ceee001df9897df4dca35390	R16A-PAIR:41dab44e27015e399786801e4f8b5425bce7b93fa60f73f0b8b0a4c79a03c362	CROSSREF:DOI:10.37862/aaeportal.00152.009	2	R16A-R16A-PAIR:41dab44e27015e399786801e4f8b5425bce7b93fa60f73f0b8b0a4c79a03c362-XREF-02	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	064f0ddb504554af3720b7948730eaa51bb75dc5fe9f12f70e4a4fa14a9116b5
R16B-R16A-QUERY-ALIAS:457df4ee8a86276da2307b9094d059e5468cd3155d9a2abdbe0b8a982fc7b70e	R16A-CROSSREF-QUERY:1542f127c46e8003472fabf707041d986420dfb1773d719b3c4c742182ac0bd4	R16A-PAIR:ace59e4893e84c56b9bd4ea3a7e1ccdef0854579ec84567af4a24a71e90b44a8	CROSSREF:DOI:10.18356/afa78d57-en	3	R16A-R16A-PAIR:ace59e4893e84c56b9bd4ea3a7e1ccdef0854579ec84567af4a24a71e90b44a8-XREF-03	10.18356/afa78d57-en	Graphic design	https://doi.org/10.18356/afa78d57-en	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	3d96d4fc513729af910c84d8d9a461e9a9b85e02afbd218d5ca8877fb7b9ce08
R16B-R16A-QUERY-ALIAS:4580889ea3020ca62744bc772043855369edef89434d9f77f619fca522c522d6	R16A-CROSSREF-QUERY:72d15b2237f0bd352b4dc86c43f398e04f183af9f2b5c7a22d094612b46cc29d	R16A-PAIR:1f71df34fccdf470397ec0b47c9effbc31f543152a0dc7cad2a2c9c31b5f2fb2	CROSSREF:DOI:10.1093/jdh/16.3.260	2	R16A-R16A-PAIR:1f71df34fccdf470397ec0b47c9effbc31f543152a0dc7cad2a2c9c31b5f2fb2-XREF-02	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	12ba83fcc4e8e93df1bd0b24f33d588364156173d68f42360423aa0a71b2fb06
R16B-R16A-QUERY-ALIAS:459629f1aa7ffe3337d8adc1ab77d402261e08aeb8699cbfca28c8e48c173d6d	R16A-CROSSREF-QUERY:b4c5c29b3b82f5e6cba3b62ae7fd7a160973f900d978ac817eeef4bf7dc719a5	R16A-PAIR:fc80ee2f4868127e660f87237e280ecba180cccf4f960a2c2262dd2dfd346524	CROSSREF:DOI:10.1093/jdh/16.3.260	4	R16A-R16A-PAIR:fc80ee2f4868127e660f87237e280ecba180cccf4f960a2c2262dd2dfd346524-XREF-04	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	6fec4b9bff8b711021ba92777122f17a07fbc8f46236c59e721ca56b60f156e1
R16B-R16A-QUERY-ALIAS:45cf59e0ccac89f3255b05b249a1f8f22b25e33aec24463588a3856d85a0487a	R16A-CROSSREF-QUERY:f02a5943c47c89d8b49c3ba9a573a072b0350e018093594fcf84c7126b4a0122	R16A-PAIR:17e0897310c9dbf30f6253a9f29001dd8024b2fac34e8039c70a43b77840e909	CROSSREF:DOI:10.1093/jdh/16.3.260	4	R16A-R16A-PAIR:17e0897310c9dbf30f6253a9f29001dd8024b2fac34e8039c70a43b77840e909-XREF-04	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	e74feecf75804e16c44f34d383532c95ef73dd2f494d591cc760cc0634689b6a
R16B-R16A-QUERY-ALIAS:45e7e2f2a7b758c77dfe7a60d2db61f8532a7f224576164fe8158b60be93f6d1	R16A-CROSSREF-QUERY:f8192148ea86c1c9db70d3964e6d9087e1a42b109529bcec916b353c74a748cf	R16A-PAIR:a89c0003edcb226f4fa9c99d9bacb8a3e7223005277f9dbe4c3a0460411bba7a	CROSSREF:DOI:10.37862/aaeportal.00152.009	3	R16A-R16A-PAIR:a89c0003edcb226f4fa9c99d9bacb8a3e7223005277f9dbe4c3a0460411bba7a-XREF-03	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	7f9fcebf3e6826eea1f2fdea47bfae093a0a46844f1ba60dc13339bb3d6c4306
R16B-R16A-QUERY-ALIAS:4600d36c29b65d4e7a588e4bbc4823e1b3264a4aef2d38a38db94c1db07c70ba	R16A-CROSSREF-QUERY:955192ae3c1744a3416e090935f560b48c7d8a19356199e4a224ea7344232ffc	R16A-PAIR:a5bb36a31e3a2c27132603f673484d1a9ed4ac5ef65a965f36799631f4e391a0	CROSSREF:DOI:10.37862/aaeportal.00152.009	3	R16A-R16A-PAIR:a5bb36a31e3a2c27132603f673484d1a9ed4ac5ef65a965f36799631f4e391a0-XREF-03	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	90cc8732e447c042109a87e7090c997a20a495623d6bac413fae9e909cd772e5
R16B-R16A-QUERY-ALIAS:464334d4e76245c0da64b4dfb13f3c47df4e6506e7e7381c9e348f49b1bff39a	R16A-CROSSREF-QUERY:b3db39b9aa24b8edd5dcb305a712a5dfe96a18084dc6abb78b40e6d48f21f46e	R16A-PAIR:dcf60c28b1a3169632f8775927403fbb21630d522f45b38932c2afa53ea11562	CROSSREF:DOI:10.1093/jdh/epaa034	1	R16A-R16A-PAIR:dcf60c28b1a3169632f8775927403fbb21630d522f45b38932c2afa53ea11562-XREF-01	10.1093/jdh/epaa034	Reading Graphic Design in Cultural Context	https://doi.org/10.1093/jdh/epaa034	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	c6ae69a36cb9972e29313652bc08dfcb2dadb85f099e895a57e40f294255e168
R16B-R16A-QUERY-ALIAS:465ff381a851af53aafd3b776b5af52754cc975b695792b94e1659ed4c5c88c3	R16A-CROSSREF-QUERY:d91f8dae560c7c172f62183d84e46438a9139bd88afd7e7b6f83c59f15476189	R16A-PAIR:6da4524d78c646cff0eafdb52daac96ddbb37a49b35a8277652e5c725f0ec26b	CROSSREF:DOI:10.4324/9780203133194-14	5	R16A-R16A-PAIR:6da4524d78c646cff0eafdb52daac96ddbb37a49b35a8277652e5c725f0ec26b-XREF-05	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	7eec29362ed60a3286eb8931b8614f37491f1330baa62ab68da47e10795df030
R16B-R16A-QUERY-ALIAS:4676711ddff8a2641cc6e36aa0ebd2f71d8144fea4971ef39a76d427a41dacbe	R16A-CROSSREF-QUERY:7dabed05bdeed05af71d7024b1a3a271aafda6aa8feb4d805dec447321e52675	R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f	CROSSREF:DOI:10.1093/jdh/16.3.260	3	R16A-R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f-XREF-03	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	f7501826970a1a466f218bbc43e44a7fa5ed10bb14009f868e488a7b31a7de21
R16B-R16A-QUERY-ALIAS:468fb7113ce1b53497ecf1650e2982f69cfed449d6da9be9a2a7c9f8d3e29b97	R16A-CROSSREF-QUERY:c2dfefaf91c9fb97c944f3fbff032b08de131d57f9148767b1da912ecbe7d640	R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5	CROSSREF:DOI:10.4324/9780203133194-14	2	R16A-R16A-PAIR:9ba0fe0cb3ade157893a3160fa1a0abd1914c9ba76dc155eb131508c0300c2a5-XREF-02	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	9ce47fda7d11d33357fac9b1dea231fd37dcc12a1298a664954e440310406803
R16B-R16A-QUERY-ALIAS:46d3bda1579d9083d04f44d8998c1ce4f2e9b31de5a9e57e858c03fbcdf1f262	R16A-CROSSREF-QUERY:9cb0d77f5ba03f5ef655f395386eebdbf4e7fa7ab02a282141f77d1e72a71ca8	R16A-PAIR:512afb082fa5749ed840f6f64398636c16cdf16e130752d42ee1d3a876ed29cb	CROSSREF:DOI:10.1080/17547075.2024.2426877	4	R16A-R16A-PAIR:512afb082fa5749ed840f6f64398636c16cdf16e130752d42ee1d3a876ed29cb-XREF-04	10.1080/17547075.2024.2426877	Towards a “Glocal” Teaching of the History of Graphic Design	https://doi.org/10.1080/17547075.2024.2426877	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	4a2b92ee66a05e8646c2af1d0a63ee814a84ee3f257a80ab2b6038ce624a26be
R16B-R16A-QUERY-ALIAS:46d4c1c8d47277aa4e6d8c29de9e9636fb2c5488aadf4bad1bec388907c269cd	R16A-CROSSREF-QUERY:251bd0f3eaa468649dfce9e8f89876dcc724deac19a5abb07356d2c991fa5071	R16A-PAIR:3ae55fb38a0647c53b702385797583c6d568d90cebe213614772ac9a6300e7ac	CROSSREF:DOI:10.1201/9780429021251-8	1	R16A-R16A-PAIR:3ae55fb38a0647c53b702385797583c6d568d90cebe213614772ac9a6300e7ac-XREF-01	10.1201/9780429021251-8	Digital Photography in Design	https://doi.org/10.1201/9780429021251-8	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	b9b6a25b2baedbf3d981b2c56c3d2f76ea85394b25bba2082b1c08509f1f6211
R16B-R16A-QUERY-ALIAS:46ddb06978467d8d3630a83febeb0d408a9e2e933cc42eb0afa2b14803f2e3f3	R16A-CROSSREF-QUERY:f02a5943c47c89d8b49c3ba9a573a072b0350e018093594fcf84c7126b4a0122	R16A-PAIR:17e0897310c9dbf30f6253a9f29001dd8024b2fac34e8039c70a43b77840e909	CROSSREF:DOI:10.1002/9781394343058.fmatter	5	R16A-R16A-PAIR:17e0897310c9dbf30f6253a9f29001dd8024b2fac34e8039c70a43b77840e909-XREF-05	10.1002/9781394343058.fmatter	Robust Power Supply Design in a Supply‐Chain‐Challenged World	https://doi.org/10.1002/9781394343058.fmatter	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	42f6aaf5a9b4b69dbf6dec98b0ae7d991ef365fdcf68684fd099649ae0e82a44
R16B-R16A-QUERY-ALIAS:47333733472eeb295f0e27e802eb57328f1161ae3b6bacabda7b690e1386b5bd	R16A-CROSSREF-QUERY:fb46193924a0fd08f16d66244a2a8d39ed03c92f0bec934691c7e30ed9b12081	R16A-PAIR:cef6577758d76ccd99bd238ba0ca0c65a68ab2bb6873cc7030ed1516e677bbe0	CROSSREF:DOI:10.4324/9780203133194-14	3	R16A-R16A-PAIR:cef6577758d76ccd99bd238ba0ca0c65a68ab2bb6873cc7030ed1516e677bbe0-XREF-03	10.4324/9780203133194-14	Graphic Design	https://doi.org/10.4324/9780203133194-14	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	74146f2603ccb4d88f3b40b4c916dd2ad7b79a6acb88deada64d67f3b104a066
R16B-R16A-QUERY-ALIAS:473d924599f3ac0d7022d09d120303663c7e136e08f98ca254e3ff332580a1f8	R16A-CROSSREF-QUERY:d0a0c55d4bcec054f0d9119388e821ae44da8d5364191da3bcd0267835e2940a	R16A-PAIR:199024538efaf5d6d1f635a0ff84e060d9bce28b77851f5f55130c1073329b53	CROSSREF:DOI:10.53788/swbe0100	3	R16A-R16A-PAIR:199024538efaf5d6d1f635a0ff84e060d9bce28b77851f5f55130c1073329b53-XREF-03	10.53788/swbe0100	A Visual Approach to the History of Swiss Graphic Design and Typography	https://doi.org/10.53788/swbe0100	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	43b4eef8327332dea94a675cdb7c540ad7d97d05b9495476a07a2f9c2003a181
R16B-R16A-QUERY-ALIAS:4747ade2a91050d7cf93245866ef2ee6f983cd3f4851b2462a296b0ed22a7488	R16A-CROSSREF-QUERY:b52bbdc6524c787cc8580c5136d33ae4aefbaf81d9942d9faac4dd7edc7ac495	R16A-PAIR:49e4efec1f1cf6b7b79ede21e1224a7d4e0fa9cc21039c0087964ce1606cf79a	CROSSREF:DOI:10.1093/jdh/epp041	4	R16A-R16A-PAIR:49e4efec1f1cf6b7b79ede21e1224a7d4e0fa9cc21039c0087964ce1606cf79a-XREF-04	10.1093/jdh/epp041	Designing Graphic Design History	https://doi.org/10.1093/jdh/epp041	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	9046d554c32138ddc161b380c64b760660fb75b40517c31742e8321fff2986ce
R16B-R16A-QUERY-ALIAS:4756742a5bbad2f5c6bf8926266fdae5e2d5a9ef0f038ce6f2ebb0b424c60288	R16A-CROSSREF-QUERY:177960989a7d5c6a869622435b956e264b89ed5a2614a688defd95f216166074	R16A-PAIR:dfc723d7ead11ef954f835ea17e8dd9e6a8524e667d20b83b8fa097bd66714f8	CROSSREF:DOI:10.1093/jdh/epp041	4	R16A-R16A-PAIR:dfc723d7ead11ef954f835ea17e8dd9e6a8524e667d20b83b8fa097bd66714f8-XREF-04	10.1093/jdh/epp041	Designing Graphic Design History	https://doi.org/10.1093/jdh/epp041	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	f92ecf96d8c8b1baf3845ec4f6add6027e8cc70a58f80da159eee53201336d4e
R16B-R16A-QUERY-ALIAS:4767cc5b03019d56666fe60e5afca92c69afd824ee6c8becba53bb47d4c05a47	R16A-CROSSREF-QUERY:1437e04ae5e79aaef18a67220ce444cf992c1e7da15434583e70b4d31d19a79b	R16A-PAIR:7a4d2398299bd38c29f3501e6e5ce7f54740225f57829bd87df9e4ad746711b1	CROSSREF:DOI:10.1002/9781394343058.fmatter	2	R16A-R16A-PAIR:7a4d2398299bd38c29f3501e6e5ce7f54740225f57829bd87df9e4ad746711b1-XREF-02	10.1002/9781394343058.fmatter	Robust Power Supply Design in a Supply‐Chain‐Challenged World	https://doi.org/10.1002/9781394343058.fmatter	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	b6c3c3ec204f9da22e4d91b9f5b51427daf03eb57394bb359b002b235e3aeb41
R16B-R16A-QUERY-ALIAS:4790bb9d3bcdf1de7e0425a486567631e5cc6f8ef74c770a5c170055ee1f8f06	R16A-CROSSREF-QUERY:262f76516a8b67a796cb2883f776bb73d479013fe1300a6675b7819999e09ec6	R16A-PAIR:e153332b67669fdaa24f256bfcf61135e56eb2894e48481afc71ae4327c81422	CROSSREF:DOI:10.5040/9781474293761.0186	1	R16A-R16A-PAIR:e153332b67669fdaa24f256bfcf61135e56eb2894e48481afc71ae4327c81422-XREF-01	10.5040/9781474293761.0186	Propaganda	https://doi.org/10.5040/9781474293761.0186	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	6fc32958c8568132e8058b3c74539a280993d9ebcb992b0263a7c1545545cf04
R16B-R16A-QUERY-ALIAS:47b384a1e5b9dcfa9a5a2ab431a20ba513ae48132f38aaef5a11404ccd68a309	R16A-CROSSREF-QUERY:85bc180077d9a4a0b4baf6e4d7e1e04a75f7aa8bae27035d3892b0e2878b3504	R16A-PAIR:fae7bb61107f92937bfae3ad23c4c58e22a9c2d71d83e306632ea12d45642354	CROSSREF:DOI:10.18848/2325-128x/cgp/v14i04/19-28	3	R16A-R16A-PAIR:fae7bb61107f92937bfae3ad23c4c58e22a9c2d71d83e306632ea12d45642354-XREF-03	10.18848/2325-128x/cgp/v14i04/19-28	Teaching Cultural Understanding to Undergraduate Graphic Design Students: A Case Study for Design Educators	https://doi.org/10.18848/2325-128x/cgp/v14i04/19-28	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	57df3dedf892519bff55e594965c5b18b08dd9077fcc0d966ac0cdd679c1c550
R16B-R16A-QUERY-ALIAS:47e6672576ca3ac476eb4f32bd5d9da59c3da8058c54f92fe01a332eff672fa7	R16A-CROSSREF-QUERY:63de661b2c06fcda112b6573bae7dbd405ad20ee3e5d337523873b0c3cf5f7e9	R16A-PAIR:d221c558861d7095f23b5308b15455a0a8b4260be6c5ee1b41c4bf5fcfacf7c3	CROSSREF:DOI:10.37862/aaeportal.00152.009	4	R16A-R16A-PAIR:d221c558861d7095f23b5308b15455a0a8b4260be6c5ee1b41c4bf5fcfacf7c3-XREF-04	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	716f81975f392300aadca0b5d6e5dbdab7ddb95b156260102a90242d9d414371
R16B-R16A-QUERY-ALIAS:47e9d5c9035ce2b7d975ac2e7fdcd7618758f8e1e822c40a2c082020f0789c0a	R16A-CROSSREF-QUERY:3ff237204613628335a037477d41ab17e57dcfe612c93e6459e4c7fab199219c	R16A-PAIR:09609b72710b934e9aef9c61165ed53e9e1484543313a16eb7689599e00b584e	CROSSREF:DOI:10.37862/aaeportal.00152.009	4	R16A-R16A-PAIR:09609b72710b934e9aef9c61165ed53e9e1484543313a16eb7689599e00b584e-XREF-04	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	106614993827137660770ed3e372f8486ace38616c5bb115839a10f950069cea
R16B-R16A-QUERY-ALIAS:47ed994f05918c0b3b749e24af96247936c5c7441b2abc7d79fef27e36500d7b	R16A-CROSSREF-QUERY:3cc569200ecaff283822a7bd78b71b812697c5f34b613ea8d2a7061f25e71141	R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87	CROSSREF:DOI:10.1093/jdh/16.3.260	1	R16A-R16A-PAIR:3792664875b60650e12e1cb945e9b55574bd8083bded50c7ed177306e62d6c87-XREF-01	10.1093/jdh/16.3.260	Graphic Design History * Clean New World: Culture, Politics, and Graphic Design	https://doi.org/10.1093/jdh/16.3.260	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	7f763d49cb93ab205790d111d4ae853cb7824b4eeff3dfea59f66fd14469ff0e
R16B-R16A-QUERY-ALIAS:4802b62d7a1a535857e59a275737476121c1430ee5ce28de6270304e2e2fdfb8	R16A-CROSSREF-QUERY:029ea5d1fa126627de9029fb7d5b2ed52f7c22e335f13a7c89778ab21a2cb9a1	R16A-PAIR:a119928283d78650fd9103b6f358df67c995916a480dfc23df763d905b6367c2	CROSSREF:DOI:10.4324/9780429435935-1	2	R16A-R16A-PAIR:a119928283d78650fd9103b6f358df67c995916a480dfc23df763d905b6367c2-XREF-02	10.4324/9780429435935-1	Framing and reframing exhibition graphic design	https://doi.org/10.4324/9780429435935-1	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	53b29ef070d27ca4ac88909696dfb84eee7b4ac3c475a8c5adeec5e1ce85bdcc
R16B-R16A-QUERY-ALIAS:481a4c5677b56d02e6f9d8beeb3ebcfa85213786c31cf83782b9bb14a0405372	R16A-CROSSREF-QUERY:54ea670954c3c3ed1e7eea80387a383f33c3e246c78d682955071d0bbd97028a	R16A-PAIR:e434151a92c6d3ee0b5ec6418b98078575f004d7066adeb4501748f6cf23a6ff	CROSSREF:DOI:10.37862/aaeportal.00152.009	3	R16A-R16A-PAIR:e434151a92c6d3ee0b5ec6418b98078575f004d7066adeb4501748f6cf23a6ff-XREF-03	10.37862/aaeportal.00152.009	6. Women in Graphic Design History	https://doi.org/10.37862/aaeportal.00152.009	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	c7b38241547337bd26b43e0d8702ce14ec1a5b2d3529a1ba53bb9ddfdb74ef8f
R16B-R16A-QUERY-ALIAS:486abf51cb7260409af0a2f88737c02e587adeb40467c076e84fc2ea39193ae7	R16A-CROSSREF-QUERY:6f112757353cf13230ef146769a5d70af9da0e3d762b4652d3ab603036b59cda	R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f	CROSSREF:DOI:10.59236/emro.v20i8a7101	1	R16A-R16A-PAIR:43fa33f1a987090224619eb68e83d246be7705f94d1b2e364bdfb2b73fc1a94f-XREF-01	10.59236/emro.v20i8a7101	Graphic Means	https://doi.org/10.59236/emro.v20i8a7101	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	c9c39cbbcd91c902471c2e5bbe1f6bb6b6d8c54be7d83d9f44547715b07f7c3c
R16B-R16A-QUERY-ALIAS:48a8b7ed87a5b99e7752d0564e03f54635028af2ba3524894ebb932ebe2c44d8	R16A-CROSSREF-QUERY:9bbd99b35cec10c68f6cecdba155a750d54f51f9da8043b6e59a1d1c2a754e35	R16A-PAIR:b55552e3b9ddc36d2ec21eedfc3d5571d8a9ab773d47d4b11f629818d9f59ab4	CROSSREF:DOI:10.1093/jdh/epp041	4	R16A-R16A-PAIR:b55552e3b9ddc36d2ec21eedfc3d5571d8a9ab773d47d4b11f629818d9f59ab4-XREF-04	10.1093/jdh/epp041	Designing Graphic Design History	https://doi.org/10.1093/jdh/epp041	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	88db135266da2a15a7011c770df521f495387ac8eac71250ceb1025968891868
R16B-R16A-QUERY-ALIAS:48cc64e643141da892a09c2d220219caf5c4f226a8d5c4527b0ea218612ca37c	R16A-CROSSREF-QUERY:1fa0510900c4ead9d92c953f9bba27d3d14fc34b7301a20d0b2b57edffab69e7	R16A-PAIR:430b57dd3272710d6928e229494dbac0a78ef05f79c94438a0a15d1c3d09fc0d	CROSSREF:DOI:10.53788/swbe0100	3	R16A-R16A-PAIR:430b57dd3272710d6928e229494dbac0a78ef05f79c94438a0a15d1c3d09fc0d-XREF-03	10.53788/swbe0100	A Visual Approach to the History of Swiss Graphic Design and Typography	https://doi.org/10.53788/swbe0100	true	EXACT_PAIR_ID_AND_SOURCE_ID_PLUS_FIVE_COMMON_METADATA_FIELDS	0	d968a4e5cfd5e3102bf0ce8d9589872bd81ff98d2e99c6792a76d2ed0eba2902
