participant_sense_id	vocabulary_candidate_id	vocabulary_id	canonical_label	normalized_label	bounded_sense	scope_note	disposition	status	merge_target_vocabulary_id	canonical_resolution_sense_id	source_system	source_concept_ids_json	source_sense_ids_json	upstream_authority_refs_json	authority_path	authority_record_id	source_sha	crosswalk_status	crosswalk_reason	record_sha256
R16B-SENSE:1aa96f9aba9b8704f69327d5cdc34c2eff1c7e3d74643cddbf9ad8f507d7a5fb	R16A-VOCAB-CAND:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	TRV:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	cultural transfer	cultural transfer	In governed design-history evidence, cultural transfer denotes contested transfer; transfer. Use requires early-modern print mobility; named content, route, receiving context, reception, and receiving agency.	The phrases are not synonyms or universal connectors: transfer requires source, content, route, receiver, and receiving agency; negotiation requires actual unequal counterparts; adaptation requires source, adapter, and changed artifact; transformation requires named T0/T1 states, forces, period, and material evidence.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:1aa96f9aba9b8704f69327d5cdc34c2eff1c7e3d74643cddbf9ad8f507d7a5fb	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-SPLIT-001""]"	"[""COMP-EVID-012"",""COMP-EVID-013"",""R14-ASSOC-022"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-002:cultural transfer""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:c76c09a3f32430db9b00d1c47eaf288d54331355f666dfcb11e4f4ef3a965212	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	426b1fba6d2abc8619c793cbb6efa8712af0c8b9e45ebd2e948d52573b4e5653
R16B-SENSE:e720e76932169489c1cac66939c7fd996badb489f00a2eaa8dcd4f111b67ca50	R16A-VOCAB-CAND:3b1c0afa08be1f6d47155529df238c313b9a08c9b7b96801991a4492705f8eb4		cultural transferral	cultural transferral			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:e720e76932169489c1cac66939c7fd996badb489f00a2eaa8dcd4f111b67ca50	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0029""]"	[]	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0029""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:3b1c0afa08be1f6d47155529df238c313b9a08c9b7b96801991a4492705f8eb4	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	523c6e4c0368081f4b592a961d40166c523a58df2e12ab79212a7ac6c4e04b35
R16B-SENSE:1e7045ac788667d54d6b65cd2d78f8c378eb10d531dd198692143840ff9d766b	R16A-VOCAB-CAND:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	TRV:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	cultural transformation	cultural transformation	In governed design-history evidence, cultural transformation denotes comparative association; transformation. Use requires both historical states, period, forces, and material evidence required; comparative cross-sectional support only; no within-case T0-to-T1 claim.	The phrases are not synonyms or universal connectors: transfer requires source, content, route, receiver, and receiving agency; negotiation requires actual unequal counterparts; adaptation requires source, adapter, and changed artifact; transformation requires named T0/T1 states, forces, period, and material evidence.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:1e7045ac788667d54d6b65cd2d78f8c378eb10d531dd198692143840ff9d766b	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-SPLIT-004""]"	"[""COMP-EVID-018"",""COMP-EVID-019"",""R14-ASSOC-023"",""R14-ASSOC-035"",""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-002:cultural transformation""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:a7835c05c37c3352068d6c2aff509f141e085c6bc072303d3e6676035dc483d4	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	4e9920990f341668335ed076b4de0fa6cbeb10efe7316a763daa3a270253b6af
R16B-SENSE:b1def9fc008696de8160b1bf6616eb2511aff584862c6b49a45f5538dbd38e9a	R16A-VOCAB-CAND:f1b6501b24f08a9ca4c0940cc81bbbf04ce522aa81cc5f4ad8f0b497efeb6b2d		cultural translation	cultural translation			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:b1def9fc008696de8160b1bf6616eb2511aff584862c6b49a45f5538dbd38e9a	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0008""]"	"[""REL-CAND-0008#SENSE-A""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0008#SENSE-A""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:f1b6501b24f08a9ca4c0940cc81bbbf04ce522aa81cc5f4ad8f0b497efeb6b2d	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	53020d65ce9b162326ae23f5c2965e5eb5171fffa3c612f44dd72073083f0838
R16B-SENSE:9ee898ad71011db1fc3d109126190bc915836a3a5c13ad2d32727fd4678420bd	R16A-VOCAB-CAND:dc02f46703b753f4c1197bd14d98e2f395e9ab01803981e040e66d7d28ffac19		decolonization	decolonization			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:9ee898ad71011db1fc3d109126190bc915836a3a5c13ad2d32727fd4678420bd	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0027""]"	"[""REL-CAND-0027#UNRESOLVED-SENSE""]"	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0027""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:dc02f46703b753f4c1197bd14d98e2f395e9ab01803981e040e66d7d28ffac19	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	ea5886e3a06dee87329e69e3ce88e5533b2266ee3bfeb9035cac12de7622c210
R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f	R16A-VOCAB-CAND:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	design diplomacy	design diplomacy	In governed design-history evidence, design diplomacy denotes diplomatic mechanism. Use requires Cold War international exhibition; documented diplomatic intent, negotiating counterparts, and contingent receiving context; Sweden in Sydney, 1954; application shares the design-diplomacy genealogy.	No ordinary migration, trade, private collaboration, stylistic influence, or generic cross-border event.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-SPLIT-007""]"	"[""R14-ASSOC-005"",""R14-ASSOC-006"",""R14-ASSOC-009"",""R14-ASSOC-028"",""R14-EVID-005-01"",""R14-EVID-005-02"",""R14-EVID-006-01"",""R14-EVID-006-02"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:303eafd7c2afb63e99e140c4ba2abd1de5f78f9e8ebbb3040b4531b6df568639	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	d91042bebf65e521ca30f74934d8f802b8dd3ff4779b1e7f7dbc13c15ff1f4a1
R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8	R16A-VOCAB-CAND:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	design education	design education	In the governed Round 16 sources, design education is bounded as follows: Design-history review explicitly addressing graphic design education and institutions; vocabulary support only.; Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	Design-history review explicitly addressing graphic design education and institutions; vocabulary support only. Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-021"",""R14-ASSOC-024"",""R14-ASSOC-033"",""R16-SRC-005"",""R16-SRC-005:attestation:design-education"",""R16-SRC-006"",""R16-SRC-006:attestation:design-education"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:20f9f4ed48de5d0e333c767bae2d1a50022c17b7aa2d67b9a00007ee179e4a97	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	dea4c782411c73d5c5e7d6e478d5a2be21e36b63ebd0b3e832bfa041cbda8f0a
R16B-SENSE:1ccf80ed841858129d779749dbe51f60404ff6350be17abe450dfb79232bbffb	R16A-VOCAB-CAND:01bd06df459ca09163c9472f24396c6cc3ee57a45f83f89984763fbb1aa39c20		design exchanges	design exchanges			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:1ccf80ed841858129d779749dbe51f60404ff6350be17abe450dfb79232bbffb	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0009""]"	"[""REL-CAND-0009#SENSE-A""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0009#SENSE-A""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:01bd06df459ca09163c9472f24396c6cc3ee57a45f83f89984763fbb1aa39c20	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	be27d288277a4d3f0cb238fca8d519353127198848019e0041bd020a623fb0e1
R16B-SENSE:d86c1d587eab45572d058061fe6b86c7eba2cadcc7dcdc51cd0bb4572b304682	R16A-VOCAB-CAND:bcaaf9bfca6c4e6c47891a53c2ec0086f2a4ac8847d7a382b5bdcdb17563320d		desktop publishing	desktop publishing			REJECTED	GOVERNED_REJECTED		R16B-SENSE:d86c1d587eab45572d058061fe6b86c7eba2cadcc7dcdc51cd0bb4572b304682	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-029"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json#R14-ASSOC-029""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:bcaaf9bfca6c4e6c47891a53c2ec0086f2a4ac8847d7a382b5bdcdb17563320d	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CONTROL_ONLY	The rejected vocabulary candidate has a stable sense identity only for exclusion and adversarial reconciliation.	57d988158f806aa6891ec3fdd749ba2ef90834c47280a9ffe050ca7502a6b451
R16B-SENSE:e8c2227b6d790a48079a74abfca3f3ea364e80d20835f39602db5ada5259e77f	R16A-VOCAB-CAND:b287dfb7fe757676bb2a3c10f593ec0874990dcab0c6a4fef5e1cc8e081295f5		digital interface	digital interface			REJECTED	GOVERNED_REJECTED		R16B-SENSE:e8c2227b6d790a48079a74abfca3f3ea364e80d20835f39602db5ada5259e77f	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-030"",""scripts/trace-v49-exploration-association-calibration/fixtures/association-assessments-v1.json#R14-ASSOC-030""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:b287dfb7fe757676bb2a3c10f593ec0874990dcab0c6a4fef5e1cc8e081295f5	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CONTROL_ONLY	The rejected vocabulary candidate has a stable sense identity only for exclusion and adversarial reconciliation.	dc8e3d45ac0f9243c5e6d2929055f3068f8e086da752b4d0fd4e32189d047e30
R16B-SENSE:35fe43d5b85f196f72b5922a83a7738f1b87415f9c807cd9d809674e4d2b13df	R16A-VOCAB-CAND:dcd2d24e4ae90e27099f84a06c0549155b08ffd87c616e9789b1a77d77312c72		displacement	displacement			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:35fe43d5b85f196f72b5922a83a7738f1b87415f9c807cd9d809674e4d2b13df	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0012""]"	"[""REL-CAND-0012#SENSE-A""]"	"[""docs/research/trace-v49-design-history-relation-grammar-round1/05_NODE_ROLE_DECISION_REGISTRY.tsv#REL-CAND-0012#SENSE-A""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:dcd2d24e4ae90e27099f84a06c0549155b08ffd87c616e9789b1a77d77312c72	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	a0beea547ca91084dd3971c21ce1579108522bed02f0f7baa3a54fbc2e52bef7
R16B-SENSE:8b4838ede22f2afe50260d73a4ee4b986be96dd92b53e980d8f6312b9e8ca51a	R16A-VOCAB-CAND:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	education	education	In the governed Round 16 sources, education is bounded as follows: Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	Historical analysis of Bauhaus arts-crafts integration and design education; vocabulary support only.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:8b4838ede22f2afe50260d73a4ee4b986be96dd92b53e980d8f6312b9e8ca51a	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-020"",""R14-EVID-020-01"",""R16-SRC-005"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:68bf0109c6f8a87bfa96d1ecd9503326ba35cf4a6086988a1d2c8a20fbef00d1	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	302c03f6d88dcf72be2ce6cfbbea633e6340d0a70b530082ee1b29b5e506ef86
R16B-SENSE:23f0fd1946aeb2bb41ef969435c82ecd032f04224f620471a52a4c05e0806848	R16A-VOCAB-CAND:c750328d81321862a3d149465a4cd5b3c0602ea274151770d1497af292268145		erasure	erasure			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:23f0fd1946aeb2bb41ef969435c82ecd032f04224f620471a52a4c05e0806848	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0014""]"	[]	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0014""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:c750328d81321862a3d149465a4cd5b3c0602ea274151770d1497af292268145	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	a8a5dcd44f718a3456b3d5231d16eed2e6c0ddf2c5142a7ed51c0643ce0246f0
R16B-SENSE:51949ccda89c423bfca99e114d57880bdab2a25181a617884774e748bd18ae89	R16A-VOCAB-CAND:180a26f2655f92f654a1662d7af03d8ba784a36a43e1541fc89d32324d91a015		exclusion	exclusion			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:51949ccda89c423bfca99e114d57880bdab2a25181a617884774e748bd18ae89	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0013""]"	[]	"[""docs/research/trace-v49-design-history-relation-vocabulary-round1/04_RAW_CANDIDATE_TERM_REGISTRY.tsv#REL-CAND-0013""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:180a26f2655f92f654a1662d7af03d8ba784a36a43e1541fc89d32324d91a015	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	880e12b0cf53f3f39b4f99ad3783b48536aa5a3394d0319c4ae79903981b3ade
R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634	R16A-VOCAB-CAND:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	exhibition	exhibition	In governed Round 14 design-history evidence, exhibition is used on this bounded basis: Independent exposition histories directly discuss propagandistic functions of designed exhibitions.; Three independent histories directly analyze exhibitions as sites of design diplomacy.. Diplomatic intention does not guarantee audience reception or political effect.; The assessment remains case-bounded and does not classify every exhibition as propaganda.	Diplomatic intention does not guarantee audience reception or political effect. The assessment remains case-bounded and does not classify every exhibition as propaganda.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634	ROUND16A_VOCABULARY_CENSUS_V2	[]	[]	"[""R14-ASSOC-005"",""R14-ASSOC-008"",""R14-EVID-005-02"",""R14-EVID-008-01"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:83a2bff84b1d599d9eed884a09666501c96224a0b3b7457699ef0be145e76e73	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	d347bcc03b4ccc3c836e2cde77eb85d5331731f5cabd4b80996bfdf8e69b99f4
R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863	R16A-VOCAB-CAND:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	gendering	gendering	In design-history scholarship, gendering is used to describe things, practices, or categories being positioned through gendered distinctions and values.	In scope: gendered positioning and valuation. Out of scope: biological determination or a fixed binary.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0011""]"	"[""REL-CAND-0011#SENSE-A""]"	"[""R14-ASSOC-016"",""R14-ASSOC-025"",""R14-ASSOC-033"",""R14-EVID-016-01"",""R14-EVID-016-02"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:628bbc2d6553accb5320993afff75b39993c7ae9514d1f39d8a28834bfaf8170	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	9c0b39821ea3442eed91334eadbf254d438c662c2443a579f3fdb3640ed2af2b
R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7	R16A-VOCAB-CAND:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	imitation	imitation	In design-history scholarship, imitation is used to describe designs or production practices deliberately following existing forms or models.	In scope: historically situated copying or modeling. Out of scope: automatic identity with piracy or exact duplication.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:3d5f8270a50edbaf14edbc7ae48c1cd8d230d94dbd0d1e60e116afca491720d7	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0032""]"	"[""REL-CAND-0032#SENSE-A""]"	"[""R14-ASSOC-017"",""R14-ASSOC-035"",""R14-EVID-017-01"",""R14-EVID-017-03"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:f921321aaedb0bb53398796772f843dc4a5963edfba778ee3a6bd9f592e21795	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	8abfb48d4304f33e972ce522d7b4a4a12375c8ab6d2af6b1370fea30560cd109
R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb	R16A-VOCAB-CAND:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	institutionalization	institutionalization	In design-history scholarship, institutionalization is used to describe design becoming embedded in durable organizations, councils, standards, or educational structures.	In scope: embedding design in organizations and rules. Out of scope: professional identity alone.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb	ROUND16A_VOCABULARY_CENSUS_V2	"[""REL-CAND-0006""]"	"[""REL-CAND-0006#SENSE-A""]"	"[""R14-ASSOC-001"",""R14-ASSOC-021"",""R14-ASSOC-027"",""R14-ASSOC-034"",""R14-EVID-001-02"",""R14-EVID-021-02"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:54d55704f5d7e2caa927feedf94edf8b9dd2ebfafc4b0aa68875bcbcbabaaa79	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	b90eb39e748b90efefa155f168d8c3a485d9beac2f4214fa15c1a1a8cf406537
R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64	R16A-VOCAB-CAND:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	material displacement	material displacement	In governed design-history evidence, material displacement denotes material displacement. Use requires named material chain and consequences.	Not every material movement: require a named material, origin, destination, chain or force, and material/labor/ecological consequences; never infer forced-human movement, semantic change, or strategy.	ACTIVE	ACTIVE_USER_VISIBLE		R16B-SENSE:61aaade597c45243fcdef0d2514fc52f58a066ae5c9f4ad550727cb75b124f64	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-SPLIT-005""]"	"[""R14-ASSOC-010"",""R14-ASSOC-012"",""R14-ASSOC-026"",""R14-EVID-010-01"",""docs/audits/v49-exploration-real-database-round1/raw/active-vocabulary-audit.tsv#TRV:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:d366de58d3002458bfb404ee505621e926c518871a4caeffcdfb89b45f8112ef	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	ffcfffaf5b680142d2a24b274512522ce58b692e362e8c8af6c736b774a3cbb8
R16B-SENSE:5ea36372086b196bba3dc36bef959a30618df567e74bf17256365b21c301ec4c	R16A-VOCAB-CAND:fcaa4a910b3cc0ebf59ee548021f6839689af953c031dedf25a6437be51c6113		mediating channels	mediating channels			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:5ea36372086b196bba3dc36bef959a30618df567e74bf17256365b21c301ec4c	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-MEDIATION-CHANNELS""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-001:mediating channels""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:fcaa4a910b3cc0ebf59ee548021f6839689af953c031dedf25a6437be51c6113	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	34a46776bdb821ca0a5c4237c6a10d302e4ea2c98b5b152e386baccbbff9c58d
R16B-SENSE:5e7794a5a8ffdd590f850eef513993204d95e59ae28e9b35eb74c2124a47ee5b	R16A-VOCAB-CAND:9ffa94a6b71ce288865f4ca251cbdc00e8932faa156ba77ab1528a43b3fd37eb		mediating devices	mediating devices			RESEARCH_ONLY	GOVERNED_RESEARCH_ONLY		R16B-SENSE:5e7794a5a8ffdd590f850eef513993204d95e59ae28e9b35eb74c2124a47ee5b	ROUND16A_VOCABULARY_CENSUS_V2	[]	"[""R13-MEDIATION-DEVICES""]"	"[""docs/research/trace-v49-exploration-composition-review-round1/07_VOCABULARY_GAP_DECISIONS.tsv#GAP-001:mediating devices""]"	docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.json	R16A-VOCAB-CAND:9ffa94a6b71ce288865f4ca251cbdc00e8932faa156ba77ab1528a43b3fd37eb	5419770959bdb8998b693fb2275b47e29b92367c	RESOLVED_CANONICAL	The stable sense identity is derived only from the frozen Round 16A vocabulary-candidate identity.	8bb334d697e95f83b70d799ab8b94fa7620101c25c750e6dfcd2189ab561f019
