object_sha	byte_size	blob_kind	introduced_after_authorized_source	alias_path_json
50c4106aa51d678b09c690f085e422d59bd4a8c0	2302	ordinary	false	"docs/audits/v49-spacetime-closure-exploration-discovery/02_CURATORIAL_VALIDATION.md"
50c662ec4de2ac40658e345ff5dd6492b1775522	6783	ordinary	false	"data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_labor_union_print_culture_IAM_83230.json"
50cf1d7be800059013c2c391fd4cfea3cbd185c6	713644	ordinary	false	"generated/combined_stress_public_surfaces_v1.json"
50d9dd6cc531a21dd416487b8fa14f1de9a21204	121466	ordinary	false	"data/nonmainstream_low_coverage_source_probe_1990_2026_v3.csv"
50dd3733a1b21d3b57374e28cb1905dfc1943274	2451	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0145-9ca37a62a4add888/a6138c3d90dac68d2c2766653d39f88cb16682ff430db06fbca41d16be2ddbe1.capture.json"
50de24aef47a141da9de0342f01b992e5ade8d53	147506	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/1db.json"
50e739571b3d7d3cbaa631dbed23f3b9ff90ee17	819	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-production-http-checkpoint011-correction4-final/sustained-read-receipt.json"
50e7d6ab4fedd9713c6990749be265d58dcdf8f5	954	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787834290777-api-v2-static-exhaustive-verification.meta.json"
50ec637f8e145aca13a719f2c61dc908310b49c4	191638	ordinary	false	"PROJECT_LOG.md"
50f6f9acccecd36e1ff716f9726379a800070400	1755	ordinary	false	"data/release_snapshot_region_v1.csv"
50f809b9a140a3c5b45334de92e9c22c488a97b2	1886	ordinary	false	"docs/audits/v49-phase2a-schema/10_PROCESS_AND_RESOURCE_RECEIPT.md"
50f9d36646b011fd8ef6157e9532dcc67d15981a	8205	ordinary	false	"frontend/src/lib/read-platform/server/postgres-repository.ts"
50fd23a152f6720140161c19d12b9e3732e775bb	169	ordinary	false	"docs/audits/v49-release-projection-snapshot-db-closure/raw/final/process/20-before-full-a.json"
50ff2cad0c0bee67d6f79afe7a2f5b97964853c5	7624	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787893557329-build-local-candidate-census-surface-and-file-coverage-correction.stdout.log"
510945e13f157bf63ec7886cadf5919b87e7f3cb	2607	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0160-26a5ab6e589fc29c/576a7bae0f8b9493c8b99b74b23ccd8d17f286695405f37f4763daeff757a79c.response.json"
510b6098f035d6af90afcd210b399571818b276f	319	ordinary	false	"docs/audits/v49-repository-hygiene-and-database-freeze/14_BRANCH_AND_REF_LEDGER.md"
510d85ec28d8df35b2811ae1fcfacaeabd3c195a	221	ordinary	false	"frontend/src/app/text-pages/page.tsx"
510e73d9d3180b07c595b1260a94c5ddc292f775	75148	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/vocabulary-census-v2.tsv"
510ee96f97e1e744af7b8f01957ff69f19b59406	886	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787936488019-cp012-check-round16a-reconciliation-primary.meta.json"
5113dd675f2eecf0fbac3021da6a2a58173dd621	53045	ordinary	false	"data/capture_batch_midcentury_1930_1970_raw/aic_search_exhibition-poster.json"
5123ed39ffd762a4582faae8aff906a7b42a5254	131	ordinary	false	"data/capture_batch_smithsonian_oa_image_ready_1830_1970_source_summary.csv"
5123ed39ffd762a4582faae8aff906a7b42a5254	131	ordinary	false	"data/capture_batch_wikimedia_commons_deep_image_ready_1830_1970_source_summary.csv"
512693a28d5eab94e400ccb0ad607b1bb855fedc	1619501	ordinary	false	"data/surface_assignment_gate_audit_v1.csv"
512746a2ebe3e962f3f8ff94b8422e2d9644f1b5	16719	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/esc-cdm-temple_p16002coll14_6151.json"
513bd4726800b388e488239b38a7683dc3b4c1d3	734	ordinary	false	"docs/audits/v49-api-read-contract-closure/09_PAGE_BY_KEY_ROOT_CAUSE.md"
51480645d79a0a35f007ba015908b843708de285	190	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787937746207-cp012-corrected-recursive-gap-independent-check.stdout.log"
51480645d79a0a35f007ba015908b843708de285	190	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787937906822-cp012-final-check-recursive-independent.stdout.log"
51480645d79a0a35f007ba015908b843708de285	190	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787938099173-cp012-recheck-rebound-recursive-independent.stdout.log"
51480645d79a0a35f007ba015908b843708de285	190	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787938138568-cp012-final2-check-recursive-independent.stdout.log"
51480645d79a0a35f007ba015908b843708de285	190	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787941246136-cp014-verify-recursive-gap-audit-independent.stdout.log"
516186942d775472469b87a83758aa79c30910fd	100276	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/command-ledger.tsv"
516ea37e1c9e673abe62dbd987693e1a0627c7b9	6400	ordinary	false	"data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_advertising_print_manifest_e4a68a82-b488-42da-92f5-8c41ff6e9953.json"
516ea37e1c9e673abe62dbd987693e1a0627c7b9	6400	ordinary	false	"data/capture_batch_princeton_figgy_image_ready_1830_1970_raw/princeton_posters_manifest_e4a68a82-b488-42da-92f5-8c41ff6e9953.json"
5170b713b3caddd17377d41bfbbe61bb2edf6bc3	3401	ordinary	false	"docs/research/EXPLORATION_CURRENT.md"
517ab011c6e0eb522b985161290bef60b6d5698b	181511	ordinary	false	"data/source_candidate_probe_v1_raw/ESC081.html.txt"
517bdaabf58f762e0f588b37627291afda33e363	16582	ordinary	false	"scripts/repair_nonmainstream_item_image_source_summary_geo_v1.py"
517d538190cfe5948c71021b24dc63d147f2bc0e	908	ordinary	false	"docs/audits/v49-api-read-contract-closure/16_TYPECHECK_TEST_BUILD.md"
518a860a5b77044a9a5ed879fd5b725fd272ef13	3970	ordinary	false	"data/prefreeze_main_sub_text_packet_relation_source_family_scope_summary_v1.csv"
519192d6371511844d46a9a530c93911c156990a	1482	ordinary	false	"data/source_coverage_rate_v1.csv"
519860807c92a139c6762891bde9c4a175807cbc	140	ordinary	false	"docs/audits/v49-release-projection-snapshot-performance/11_FRESH_B_RECEIPT.md"
51a39ea802f158f76950339c51cfa7f962467b94	2421	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0113-3ae55fb38a0647c5/251bd0f3eaa468649dfce9e8f89876dcc724deac19a5abb07356d2c991fa5071.capture.json"
51aac46dc1f7affac4a1a2819ffbdb11955968ca	261125	ordinary	false	"data/prefreeze_main_sub_text_packet_relation_source_family_role_review_v1.csv"
51bc1f4b1469ab6e3c028ad0f0d48ff0a31120da	1489	ordinary	false	"frontend/src/app/page.tsx"
51c2264bd3c15da23ece8b06829f168a9bf96519	184	ordinary	false	"data/prefreeze_candidate_v47_summary.csv"
51d847babff2300e79f77eae43b55e61cd28b075	1850	ordinary	false	"data/source_probe_edge_v2_raw/ESV202.html.txt"
51dcce8fdf683c6c794c4eb884339a6232f348f7	6468438	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/state-census-v2.tsv"
51de3a1c41103b2079c817dae89d3e4748319771	13129	ordinary	false	"scripts/exploration-v49-nlp/cross_language_eval.py"
51ed10a043fa1a30e33f5a27e202b9e9eb9e8f97	222074	ordinary	false	"PROJECT_LOG.md"
51f5567d11448710d23651404f415550212084c1	2427	ordinary	false	"frontend/scripts/verify-page-by-key-module-contract.mjs"
51fe93056a905c1cd9e285a7419ceefa2937bedd	4074	ordinary	false	"docs/capture/SOURCE_COVERAGE_RATE_v1.md"
5208f836cc07882bbd9d4f66e4d48f010a3a6d25	2448	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0092-faedc91d0f9460bc/ca53934972aa5bc1597ef250e3ef76de74f2c154ba6f69bbccb0dffb9bc06084.capture.json"
520ebc4bf1d2c772279bdbf21dc3c0c5e2a067ba	4880	ordinary	false	"data/remediation_source_records/RSV010_source_record.json"
520ebd904cdee29b092c9b4ef8684e1ef63cfac1	2457	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0346-17ef5b4f88fee6db/dbf34e6e4b96d258431f12ef779a9bc4d1a067f4ef0f1b012259fbd9891c876b.capture.json"
520f9b145d013268d37cdf6f57a5910e0283a8c2	7606	ordinary	false	"scripts/trace-v49-exploration-inquiry-engine/coverage.py"
521acbee149caa5a72fea288b5e9614db96aa6a6	8263	ordinary	false	"scripts/trace-v49-exploration-composition-engine/fixtures.py"
521f1f4e91df8b9be418e3f2bf1e85ce96edfa62	2445	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0126-6263f2c7292a5166/4367c16af4a5e8bde03251ce57d16cb52b3135a5f23a13676f72ab23c819a30d.capture.json"
522562d49bbca343505ab4526cc5143bef301b21	181207	ordinary	false	"PROJECT_LOG.md"
522d328c49a6a98afad786fd507b97551f3b510b	1243	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/01_ORIGINAL_PACKAGE_GAP.md"
522f032ef2bdf28acfba46b201a734993121919c	348565	ordinary	false	"data/capture_batch_digitalnz_postwar_image_ready_1945_2026_records.csv"
523a0ec8acd9d91440ac18ecb2cd0d1587603475	3148	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/adaptive-source-review-census-shard-1-v1.json"
524eade988b3a0d5c787f6a156b86971518880ff	1508	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787835339069-production-server-session.meta.json"
52515a476db9e87c4dc56ea6588f324449635134	133	lfs_pointer	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-60-63-v1.tsv"
52782df8697214b167f43f3ee0a61e81640fafaf	116415	ordinary	false	"data/source_probe_edge_v2_raw/ESV216.html.txt"
5278e24766ab7ae6e1706d4d5f719db9aed1a3dc	13208	ordinary	false	"PROJECT_LOG.md"
52888f24014d6dab0529fd0fa3b9eeefec985999	1210	ordinary	false	"docs/audits/v49-release-projection-snapshot-db-closure/raw/restarted-33e6bed/profiles/stage-2000/builder.stdout.txt"
5295792523d9c4cfb337821c0227ed8bbd075d00	2713	ordinary	false	"data/capture_batch_image_ready_1931_1970_raw/met_object_922222.json"
5297b43b00b2d112729301647a5b1a18f9dcf939	3651	ordinary	false	"database/data-migrations/v48-to-v49/p1_rights_leaf_probe.sql"
52a4c7de71a67199f6fcfb0b7992568c38c48690	2454	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0271-4e5806cf19493b3f/901c1467772bc717e513f72578983656a46c70a0fd3c4cd3b85a647c0d1e209c.capture.json"
52a59cf0927f125830a9daeab4acadea5d390d1a	20286	ordinary	true	"docs/research/EXPLORATION_CURRENT.md"
52b9d72f0ddf00754812129af9ffa8a59aca2074	3474	ordinary	false	"docs/research/trace-v49-context-canvas-realdata-round2/00_EXECUTIVE_DECISION.md"
52bd20b771fb91f500ed4edff046c7a028987f43	454	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787936729811-cp012-correct-round16a-reconciliation-independent-write.stdout.log"
52c3914efcefbca3f8e93e6617b1dab7eccd231d	779	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787841555910-typecheck-full.meta.json"
52c91865ddad5341866dcf707cf69a7ded3a0f6b	61	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787908778275-import-full-publication-chain-through-checkpoint007.stdout.log"
52d59fdfe6d0c9110b726a4de2526b83c4ab6052	2415	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0360-d444b4c2a0cd3ac2/e0b83773cfe22d053a80be5b1e0270f23870cb2482fab93fc3b05f4b11f014fb.capture.json"
52ed80f79572ccf2ab57b898896e624659bf7d8e	729	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787940648664-cp014-frontend-node-modules-symlink-target.meta.json"
52f02762821ee2ab9de747c9c467f9c9c8aa758e	131	lfs_pointer	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/workloads-v2-run2/png-c10-run2.json"
52f41f3fe296f1548eae8d6f2e27b2543d419a47	2648	ordinary	false	"data/capture_batch_image_ready_1931_1970_raw/met_object_813848.json"
52f80ef5439fb343b3fb0e7747a0892a74afec48	1226	ordinary	false	"docs/audits/v49-main-integration-20260825/raw/gate-10-spacetime-governance.log"
52f9affaa57a417cb6fe47bfe94181fc85c216d6	1804	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787839426065-sustained-memory-stabilization-c25.meta.json"
52fd78f7ef267872c38fa05efaa1b30fca6270e0	27041	ordinary	false	"data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_labor_union_print_culture_search_1.json"
530109b969e7859cd1971ecdf28f6d0ac11db674	8648	ordinary	false	"database/tests/011_release_projection_missingness_matrix.sql"
53027ea5c84840d101e7764cc751e7d09b1fd99b	253719	ordinary	false	"PROJECT_LOG.md"
5304d2443db4996dcd7fb1a679538a080d788da3	13082	ordinary	false	"database/migrations/010_release_projection_snapshot.sql"
530729ae0c0e6fb6ca2b63cc66940da29d361384	4651	ordinary	false	"docs/audits/v49-phase2b-evidence-amendment/reproduced/01_P1_RIGHTS_LEAF_PRE_FIX_50.metadata.json"
5308a0503d0582ac361e113a17cc93a0e5433d0b	2273	ordinary	false	"docs/audits/v49-exploration-composition-engine-round1/snapshots/R15-COMP-018.svg"
530a9b4fa16774af1733d423f72584872a6b769a	2530	ordinary	false	"frontend/src/components/archive/badges/BADGE_SYSTEM_RULES.md"
53114f2e088306daae9a7a75169784904773dcae	407072	ordinary	false	"PROJECT_LOG.md"
531af09d606913c55ca628fc839619104bb4b78f	8204	ordinary	false	"scripts/trace_round16a/capture_final_integration_evidence.py"
531b5e124932c5aeb80d495f4e9f046a8d5ef958	3786	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787940944856-cp014-regress-frontend-production-build-network-correction.stdout.log"
531d3771f10754da4d69f74271236694a8becdb7	5069	ordinary	false	"docs/capture/SURFACE_GROUPING_AUDIT_v1.md"
5324a865d743b8f0130e5008a31925e94f07cf28	5294	ordinary	false	"docs/research/trace-v49-exploration-nlp-round1/00_EXECUTIVE_DECISION.md"
53282b8920508e77807cd89d6aba0b02efc9ef38	18363711	ordinary	false	"data/capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv"
532c6df2a48b29ee3c2525563a2acfcabdf5b583	7361610	ordinary	false	"docs/audits/v49-repository-hygiene-and-database-freeze/raw/final-inventory/v49-retention-ledger.csv"
53328aca5cfe1b2f48b354d5af558a13b6ca3133	56689	ordinary	false	"data/contemporary_source_scan_probe_1990_2026_v1_raw/CSS0017.html.txt"
5335309f4cf9bb9092ffc1ca06df13a97c12d970	13702	ordinary	false	"data/capture_batch_noncanonical_exact_sources_1970_2000_raw/naidoc_indigenous_poster_records_aiatsis_naidoc_week_posters_collection.json"
53372d2b5debbbc32c3f279f8af53095ee07390a	409	ordinary	false	"docs/audits/v49-context-governance-closure/raw/context-governance-gate-summary.txt"
534bc9a401acbca52a0c007dbf617894309b6ede	453	ordinary	false	"docs/audits/v49-release-projection-snapshot-closure/05_ZERO_RESIDUE_RECEIPT.txt"
534bcab147128ea6b31cc39cccfafa748617757a	932	ordinary	false	"docs/audits/v49-exploration-conceptual-reset/02_EXTERNAL_MODEL_PURGE_VALIDATION.md"
535282372884735b3cc2e63dc3348014c7643667	164559	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/223.json"
5359de24bbe7bad5c0de41f6c87708282d281427	4982	ordinary	false	"scripts/audit_region_geo_enrichment_suggestions_v1.py"
5365f2df79637e084bab3daf05178634610ff3ae	846	ordinary	false	"data/source_candidate_probe_v1_raw/SEM023.html.txt"
5370947f19e3e7195ffa3500a0f5db46a1f633a3	24722	ordinary	false	"data/capture_batch_late_period_coverage_1970_2026_raw/te_papa_late_object_1409774.json"
5372f2902f940f9df9700b4296395c68f8631fef	137	ordinary	false	"docs/audits/v49-repository-hygiene-and-database-freeze/raw/baseline/git-lfs-status.txt"
5378fdc61fe7ce6ae2d66d575dedd5e8676fb9bd	9457	ordinary	false	"docs/audits/v49-exploration-similarity-round1/raw/exploration-similarity-evaluation-summary.json"
537cc5cb291b155b594a6596284c4531c6c869e7	9970	ordinary	false	"frontend/src/components/archive/sub-sheets/SubSheetLab.tsx"
53888442ff2cfbfdb441e41a669cb8ad0b08c040	329129	ordinary	false	"data/capture_batch_digitalnz_image_ready_1830_1970_raw/digitalnz_poster_records_6.json"
5391db051dfeaebe95db03caa269b6d7934bf050	63250	ordinary	false	"data/source_probe_edge_v2_raw/ESV227.html.txt"
5393351c422bb32f6e5808462afa7fab68edf6e3	3147	ordinary	false	"frontend/src/components/archive/ImageZone.tsx"
539449ec5a9c5b51a40e7d3433dc723153c3d5dd	41	ordinary	false	"docs/audits/v49-repository-hygiene-and-database-freeze/raw/baseline/release-tag-local-object.txt"
53968f97c50c56e6a4f5fbd2017b12f171412ee7	177317	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/079.json"
539947f49e14855f7044eff828fc929857120306	3782	ordinary	false	"PROJECT_LOG.md"
539d6e3ee12d3c662735f315b67c6fd04a627db8	1215	ordinary	false	"data/period_source_image_capture_priority_v1.csv"
53a09b0b4a0a982788e8bab3e6eb3b90cfff0569	13335	ordinary	false	"data/capture_batch_wikimedia_commons_image_ready_1830_1970_raw/commons_bauhaus_modernism_0.json"
53a211db2bbe96c826daac47eea8e853a88dd948	103440	ordinary	false	"data/capture_batch_commons_open_region_balance_image_2026_v3_source_summary.csv"
53a2a7c47361ffe44e46f8318f9678dea657e1d7	3166	ordinary	false	"database/JSON_MIGRATION_CONTRACT.md"
53a68d15cd05a16f4913eb768c6ed552d988bf0b	39149	ordinary	false	"scripts/run_source_breadth_capture_1970_2026.py"
53ac9eea54c431bb970b5c448943d19aaadb7580	1321	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787926829717-restart-established-postgresql16-55439-mmap-correction1.meta.json"
53b47069962a85a54222b7400b2d460ebb1d2ada	1142	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787920070516-regress-deferred-surface-checkpoint010.meta.json"
53b50f101a339f779be9646d37bb6002e7ce38eb	4982	ordinary	false	"docs/research/trace-v49-exploration-full-space-closure-round1/18_STATISTICAL_CENSUS.md"
53c990ff2b4a20ea78afe090202ee3244b6aaade	1334	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901647444-repository-hygiene-checkpoint004.meta.json"
53cc61b113e2d082e65ecca173f8aed6a41a64af	219674	ordinary	false	"docs/audits/v49-exploration-composition-engine-round1/raw/composition-decision-audit.json"
53ce6a8201a4c4fd4a001b1b2f950cbaef6f1dbc	2457	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0315-70de958f17b24de0/8ff89c55444dd656ee4e8b771c92dc2e9733d840602239dbc248923d8ad8ab4b.capture.json"
53d467fab21a1af90bc510c7662f9079b07b466d	56412	ordinary	false	"scripts/rebuild_public_surfaces_from_records.py"
53e3061a5af52f4df93ddbdf2a2780079e8e5ea7	10376	ordinary	false	"data/capture_batch_gsu_contentdm_image_ready_1830_1970_raw/gsu_local_posters_signal_29195.json"
53e9bf681ab5fa78923a1a7046829514f9215ebc	34590	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/esc-uw_contentdm_social_poster.json"
53ee7acb5b13c507c9136c5af02b0c9a339422fa	4062	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/auckland_photos_64746.json"
53f4da421d5eb25212c73c825913c67b11db8fd2	2454	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0079-2e550aa73e0ef123/e3ac43bfa64afae426c0291f144a78318aede0b357a0d301bcfc2a32451968d1.capture.json"
53f8a8e30d4a4dac525aad187a065cd63c275018	196758	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/04b.json"
53fb4349faa09b226c1e93e8c01296cf3ad45d68	12205	ordinary	false	"scripts/probe_loc_rights_item_metadata_v1.py"
54072c34c4ff4b58c388246f70eb246c8e95c03f	21057	ordinary	false	"scripts/exploration-v49-similarity/hubness.py"
5407813477b51c70c8460d1bbccf26650675aec9	4094	ordinary	false	"docs/audits/v49-release-projection-snapshot-performance/MANIFEST.json"
540a75645b368198a991a1754328421a80570998	3285	ordinary	false	"docs/audits/v49-runtime-cleanup/01_DEFERRED_CLEANUP_LEDGER.md"
5411fc571a4a8dc75501aea28ed984710fdd8d3e	852	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787936875081-cp012-regress-tranche-c.meta.json"
541351e0c5259275159f01c801293e784fe7bf13	5058080	ordinary	false	"data/capture_batch_commons_open_global_south_image_2026_records.csv"
5438dafcb770047e263e7ed8e0203dfc1974ff57	814246	ordinary	false	"data/release_quality_primary_exclusion_candidates_v1.csv"
5449bb5897a969c9ac8b132eefbbc171890142a0	6089	ordinary	false	"data/capture_batch_source_breadth_1970_2026_raw/esc-cdm-smu_bim_328.json"
544b78da228c2b0eb5e69e83e5b2855f4a34471e	1043	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787829681926-vocabulary-universe-final-builder.meta.json"
5450f4de1793e527bca1717b63afcb39f4fc0c10	6305	ordinary	false	"database/data-migrations/v48-to-v49/capture_constraint_matrix.sql"
5451e740e93562cd7b137fadb5acc68d6858b5d4	764	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787901676107-git-fsck-checkpoint004.meta.json"
545e9d05ea16cebbfb6e1e9687145f6c172a6c37	899	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787908160337-check-evidence-disposition-tranche-c-determinism.meta.json"
54656960f9fa35e8833dd694c59b00256a3ccc74	10258	ordinary	false	"docs/research/EXPLORATION_CURRENT.md"
546669313f955a1d6c3b95ca62937658ae587e7b	2271	ordinary	false	"data/capture_batch_early_region_1830_1880_raw/met_object_819623.json"
546f4d7ff8d5134a495b5a2b3e0b61f727644144	1830	ordinary	false	"docs/audits/v49-release-projection-snapshot-db-closure/raw/candidate/concurrency.json"
54747d2862bebfaa0cb70853b4eff8ed1ca5846a	34005	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/repository-hygiene-checkpoint011.json"
5476116c66bbe0252b2d3e9f0d3729ff35c2c1da	3496	ordinary	false	"data/sheet_topology_text_ratio_v1.csv"
5476edd845099cee8f647c7c92fc0ea6576ba2e3	47030	ordinary	false	"data/contemporary_source_scan_probe_1990_2026_v1.csv"
54800b1cb0a0e6cc545aee1c7147506c2997c42f	1969	ordinary	false	"docs/capture/IMAGE_RIGHTS_REPAIR_PREFLIGHT_BATCHES_v1.md"
54800fd6cedf0da77ea721d92e4a28b040286e1e	2418	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-cache-v2/0238-7da7dfea11e8b1ff/cfd6f81100be99773e5bd06ece466df9feaff947aeef61a458ae1c2753a9b996.capture.json"
548922de55256510efd7d485baacb69ce82aa5d6	14865	ordinary	false	"data/capture_batch_gap_noncanonical_image_text_1930_2000_raw/naidoc_poster_1974.json"
548dbde8e97132deb19648de9c88d0438f1bf826	18902	ordinary	false	"scripts/build_prefreeze_geo_repair_decisions_v1.py"
549070b97ead290682b4d3dbfb19dbd607cc51c9	490	ordinary	false	"docs/design/README.md"
54974fdce93b06e603489a693244472295d32178	1370	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787933807308-cp011-final-repository-hygiene-staged.meta.json"
549a75bf7045d66e467c5aee2380dad03e0b6c86	2081	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787879405227-round13-regression.meta.json"
54a9b608eb00e7cb658d753f4f6f14685e2213ad	2272	ordinary	false	"data/capture_batch_early_region_1830_1880_raw/met_object_816795.json"
54af2356401bc6463dab98935c624deee89f9cba	613	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787940881550-cp014-regress-exploration-composition-engine.stderr.log"
54affbb785b2bf6c566c9da6f7ae31185e3c65a3	1790	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/v3-semantic-contract-input-manifest-v1.tsv"
54d71a8665315cf1768121b697e3dd0d5803146b	942	ordinary	false	"docs/audits/v49-release-projection-snapshot-db-closure/19_CONCURRENCY.md"
54db051d009033b73a1b035c95f54fa5585bb25b	935	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787913972810-inventory-publication-receipts-checkpoint008-final.meta.json"
54dc8e142dd2763650acdf604a84df414b0557cc	261620	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/04e.json"
54ed6cf32b8918eaf36056db44d74cd02ab1a0f3	3136	ordinary	false	"docs/audits/v49-exploration-real-database-round1/test-group-4.json"
54f537160eb4b1227f382dc7c0183a04d415673d	1720	ordinary	false	"docs/audits/v49-exploration-full-space-closure-round1/raw/commands/1787835902259-api-functional-http-exhaustive-retry1.meta.json"
5500c1b10f2d6a4802446114db145431ef27d5b3	3545	ordinary	false	"docs/audits/v49-authority-research-delta/AGENT_TASK_REGISTER.md"
550bc2e7511a2575e842943909966a225ec3a600	1318	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787939984620-cp013-new-blob-policy.meta.json"
5514ab0b7e0be43c5dedfadbc5fa35a6197fe68d	21291	ordinary	false	"docs/audits/v49-phase2b-migration/agents/D2_SEMANTICS_RECONCILIATION_REVIEW.md"
55180a2f44fbdfdecaf337fa2d17891d852675dd	1003	ordinary	false	"docs/research/trace-v49-design-history-relation-vocabulary-round1/17_ROUND10_GRAMMAR_HANDOFF.md"
552aa3133a64799b54c23b6ad70f3de2ec6e11ca	299248	ordinary	false	"data/capture_batch_cooperhewitt_graphql_image_ready_1830_2026_raw/cooperhewitt_poster_records_1830_1930_page_2.json"
553828c9fafeb12c41060eb3d24616b66b812060	860	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787940815288-cp014-verify-corrected-exploration-reset-guard.meta.json"
553850300813f24022db0758ca969e7d47883e7b	435607	ordinary	false	"docs/research/trace-v49-exploration-full-space-closure-round1/00_LIVE_EXECUTION_LOG.md"
553e4fabd6e3f03c6f5840f48a7d99e00e06d489	248	ordinary	false	".gitignore"
556c2958270c15333438659b40ee1c0d9896b4f5	204514	ordinary	false	"frontend/public/data/trace-v48/neighborhoods/177.json"
556d2aba4716ede7cd86dbe9c74476d5e3d19dd3	60	ordinary	true	"docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/commands/1787889108933-import-checkpoint-001-record-publication-receipts.stdout.log"
55714dbebf9646ac113038468c2b4043207c9a7a	2773	ordinary	false	"docs/research/trace-v49-round1/09_SPACETIME_DOMAIN_READINESS.md"
557324df143c436187624bdf1c6f02e1e732ef4b	2958	ordinary	false	"frontend/src/components/archive/shell/search.tsx"
