membership_id	surface_id	round	source_path	source_record_id	canonical_source_id	canonical_identity_kind	canonical_identity_value	membership_role	representative_source_record_id	authors	year	title	venue	doi_isbn_or_identifier	stable_url	rights_review_status	evidence_use_status	source_record_sha256	record_sha256
R16B-SOURCE-MEMBERSHIP:d8dfb1f33a11bfbed3ebec67c64e757b4e3a29cfbf3977a6f110518ae8da9b27	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0002	R16B-SOURCE:3a59bbd7d928188410254f0adcdbb21326cdaa8e8d91bf5e0f89a422245760c2	DOI	10.1093/jdh/epz045	CANONICAL_REPRESENTATIVE	SRC-0002	Jessica Kelly; Claire Jamieson	2020	Practice, Discourse and Experience: The Relationship Between Design History and Architectural History	Journal of Design History	10.1093/jdh/epz045	https://academic.oup.com/jdh/article/33/1/1/5678647	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	8e645a1e400c2cbc1855013fecc0dd19809f0622e0ba61b7ba42970951264a0f	38db50c608b9f08b85102efbc1150a20a2828c4747345d4b5d8d38df6ec252d7
R16B-SOURCE-MEMBERSHIP:6f0547a53477353c45730a0b533e102f13d7b3b0ddaafc7a5c509c4fe489e102	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0026	R16B-SOURCE:4600bf60cf9ef6cc2155bf938b57226df10b57c94a4409f21682f76cf70ecb3f	DOI	10.1093/jdh/ept046	CANONICAL_REPRESENTATIVE	SRC-0026	Siv Ringdal; translator Kjetil Fallan	2014	110 Volts at Home: the American Lista	Journal of Design History	10.1093/jdh/ept046	https://academic.oup.com/jdh/article/27/1/79/474250	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	c520362eca365b194a5a611b5acd6ae83269252ebd1d6c21be4ee87969685a00	847355442201b537713e82a0a2da2edc24a36dedb788364a38e3f877702b0c91
R16B-SOURCE-MEMBERSHIP:0427c1b906f61ca324159139578bec9bccc7fd920ffa4c0f8316ad2137192f25	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-005	R16B-SOURCE:48096af6b4c8298e0d0d1fc59e4a88db4513bb1d7467f511fefe737b05cfd717	DOI	10.1093/jpo/joab010	CANONICAL_REPRESENTATIVE	GRAM-SRC-005	Turid Moldenæs; Hilde Marie Pettersen	2021	The professional project of graphic designers and universities' visual identities	Journal of Professions and Organization	10.1093/jpo/joab010	https://academic.oup.com/jpo/article/8/2/184/6324046	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	9b542be7b1e7e5061ee0bdebc7e96789961d03816efa896892e7351c430f7b68	c3fbb3f3e1ed7f27953b7a4c3bf52a179b3272d05b7889f0847db17f87904137
R16B-SOURCE-MEMBERSHIP:e72b2914177761b2f3fb26003d136154075d1efe9390dc1860168a61fbab2d53	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-002	R16B-SOURCE:48096af6b4c8298e0d0d1fc59e4a88db4513bb1d7467f511fefe737b05cfd717	DOI	10.1093/jpo/joab010	CROSS_ROUND_ALIAS	GRAM-SRC-005	Turid Moldenæs;Hilde Marie Pettersen	2021	The Professional Project of Graphic Designers and Universities' Visual Identities	Journal of Professions and Organization 8.2	10.1093/jpo/joab010	https://munin.uit.no/handle/10037/22810	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	76fd0a749bfebca9e4fcad779e5c242c6d43c95a9c2e7698115eea65a103c096	1a932f497c918c677e5ddad552ecc2f21d3f0d215f5a42a4b27818cd60e540f1
R16B-SOURCE-MEMBERSHIP:4ec176fdab3dd5a200a1c1d9ab10126542c4948018e30dca80ba61f21c40509d	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-026	R16B-SOURCE:4e0ae75c3628da42b43e1a46726c645afb41bf622108ce4510784739ab28c997	DOI	10.1093/jdh/epac035	CANONICAL_REPRESENTATIVE	COMP-SRC-026	Daniele Burlando	2023	'Moroccan' Artek: Colonized Textiles within 1930s Modernist Interiors	Journal of Design History 36.1	10.1093/jdh/epac035	https://academic.oup.com/jdh/article/36/1/35/6691352	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	72a78e173b959a8526e24151ee46cb9385ee0d664ff1d485ec8301ce98d66c2d	eeef865f98d38b8765c1ae26f37ace8725ab9a3618e55a44b5e406075a253917
R16B-SOURCE-MEMBERSHIP:e22e7de3e9bc2b5ef7ec3f57f2ae5ed2e0d83e1b9ada200a7fc43d04639ce089	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0006	R16B-SOURCE:4e0ae75c3628da42b43e1a46726c645afb41bf622108ce4510784739ab28c997	DOI	10.1093/jdh/epac035	CROSS_ROUND_ALIAS	COMP-SRC-026	Daniele Burlando	2023	'Moroccan' Artek: Colonized Textiles within 1930s Modernist Interiors	Journal of Design History	10.1093/jdh/epac035	https://academic.oup.com/jdh/article/36/1/35/6691352	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	7f1321a56e5f37cc3f9090171efc1f02d4950f251010ea946a1c444bca7859fa	8e6794a8aba3e188efe32d7a8113661bcd241ce8e7c069735e7c349f19f5fc7d
R16B-SOURCE-MEMBERSHIP:38fa86e8e1be2dd1595e229ff6643ff48978dc287a87708b73a656158d7c9489	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0021	R16B-SOURCE:4f7e4a2df6dde72a8ac903bd0a15568b252ea157e3b1ab633091a9ab182e1488	DOI	10.1093/jdh/epaa058	CANONICAL_REPRESENTATIVE	SRC-0021	Paul Atkinson	2021	Born in the USA: The Cigar Box Guitar, Object Displacement and Performative DIY	Journal of Design History	10.1093/jdh/epaa058	https://academic.oup.com/jdh/article/34/3/260/6038974	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	2d666732be0191a0dd93e717a390ef17bec1d610dffab6d8397c778803348a48	57ae0605c4162766052d8676dbe154dd0a4dc5106233bff451cf061a0e7912b4
R16B-SOURCE-MEMBERSHIP:87350e35501aa87903f1b3947040748ffb725570525e72e63789755d67d5034e	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0036	R16B-SOURCE:505090d90266ff232b4fc63c36533b75cff8cc2625ca86898817629403440f82	DOI	10.1515/9781785334467-016	CANONICAL_REPRESENTATIVE	SRC-0036	Patricia Lara-Betancourt	2016	The Quest for Modernity: A Global/National Approach to a History of Design in Latin America	Designing Worlds	10.1515/9781785334467-016	https://doi.org/10.1515/9781785334467-016	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	5c1de95228a0e81321d48865ee8eca83829c58677a16cf8c2691044d4d8c4223	d2a750fb5873228d04bf2c1b84407dea31126b28d172ab1acde531d88463e95d
R16B-SOURCE-MEMBERSHIP:4a08bfba21f466a37af3ed4098e6e154864d79b8b9c0e460b47cdfffff704105	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-029	R16B-SOURCE:515fe8763710342f982724acbe94d7b48d2dcc6672f6ee111d2390b8bd6af1db	DOI	10.1017/s0007680511000407	CANONICAL_REPRESENTATIVE	COMP-SRC-029	Véronique Pouillard	2011	Design Piracy in the Fashion Industries of Paris and New York	Business History Review 85.2	10.1017/S0007680511000407	https://www.cambridge.org/core/journals/business-history-review/article/abs/design-piracy-in-the-fashion-industries-of-paris-and-new-york-in-the-interwar-years/AB3FC3E1B56C0798123ABDF06BD62486	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	3b2094501734587c701e4d6fad2fa7f8b5b0fe085e2bffc9da3ce1e422b6aaf2	25fa82b6ac2ee7d7f3d913727a13f8378c2d0065032fc6a82db7519e5fc5cf72
R16B-SOURCE-MEMBERSHIP:679577f94f2c8a8fd7fa27607080f7480d7d9ee2c999ef62cdaf22cd391e9a39	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-007	R16B-SOURCE:524a429d0381d267c1dfa8f193ac2e198b4e5b446435d16c0951a4eeffb7483b	DOI	10.1080/20419112.2025.2551445	CANONICAL_REPRESENTATIVE	GRAM-SRC-007	Grace Lees-Maffei	2025	Recent histories of the professionalization of interior design: from gatekeeping to inclusion	Interiors	10.1080/20419112.2025.2551445	https://www.tandfonline.com/doi/full/10.1080/20419112.2025.2551445	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	04d452f1b7ed3d37ddb47375e6c7ceb3f40d3c4123e91af7bf8c264d8caf9f72	b047ba0ced832b881cbc17813fe99a6549a3fa4d6ea78679accbf0bf1a987e93
R16B-SOURCE-MEMBERSHIP:ab9cd0a4be11a9a0c646dca763f83f4ddabffc2d09c15042240305f075e59c9e	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0013	R16B-SOURCE:534ddd1ab4c72183b6146a69dff317fe530b56788e1efc3a0c0daf6587eb0c45	DOI	10.1093/jdh/epu035	CANONICAL_REPRESENTATIVE	SRC-0013	Yuko Kikuchi; Yunah Lee	2014	Transnational Modern Design Histories in East Asia: An Introduction	Journal of Design History	10.1093/jdh/epu035	https://doi.org/10.1093/jdh/epu035	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	2b7aab87c0915649b60d76fdaf113387b879b07ca349329a145aafa568244b1d	791195f9b6cd29102dfaad664e482a244c3607d24c810caf5a4d0c1a31b67b67
R16B-SOURCE-MEMBERSHIP:ca0901a9bb6e8b1ac923c1cd2835bf5c2c3416ea0039c08fd1bcef843f9941be	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0011	R16B-SOURCE:564db5875c0a65ed3b45ac8629f4a895316e7ef4f60ac3cf10925b276d17c757	DOI	10.1093/jdh/epy038	CANONICAL_REPRESENTATIVE	SRC-0011	Dora Souza Dias	2019	International Design Organizations and the Study of Transnational Interactions: The Case of Icogradalatinoamérica80	Journal of Design History	10.1093/jdh/epy038	https://academic.oup.com/jdh/article-abstract/32/2/188/5115654	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	599615913de6d2ade548439326deaebd74998c410f171519bb758b1cf6362fba	cf926bf70c5d29467a26b2ec513080fd69d6c51ebc8bac236990b5bb36b3179b
R16B-SOURCE-MEMBERSHIP:0e45810a7dc87de3a2286fcc1c551aca06ffaee3341dc5ed88d990a772ef5f74	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-003	R16B-SOURCE:59ff541c0f8d45a00f7ca11ca246a54ac9771fdecb68ef88e152fe122cd7f794	DOI	10.1080/09613218.2013.843269	CROSS_ROUND_ALIAS	GRAM-SRC-025	Mike Bresnen	2013	Advancing a New Professionalism: Professionalization, Practice and Institutionalization	Building Research & Information 41.6	10.1080/09613218.2013.843269	https://doi.org/10.1080/09613218.2013.843269	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	5a2c79445cfa24fd47ab215c3e3cbefeb0768f2dba33e7947dc5fed6566c4e81	e0902dab4151b87cb17fc0553897ad20d3140849f0c0577782fefd415a89c209
R16B-SOURCE-MEMBERSHIP:b6781853770c2bf3cfb7789b40614ea9da9f9ef6f79c6b66fa6189340e3bc352	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-025	R16B-SOURCE:59ff541c0f8d45a00f7ca11ca246a54ac9771fdecb68ef88e152fe122cd7f794	DOI	10.1080/09613218.2013.843269	CANONICAL_REPRESENTATIVE	GRAM-SRC-025	Mike Bresnen	2013	Advancing a new professionalism: professionalization, practice and institutionalization	Building Research & Information	10.1080/09613218.2013.843269	https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	71fd609ff23bc61a030bda0387c20df370abfadacbd7cf1ddc14ba3ffd781b9d	6abb9262a4616cdee34734f58e8e7ec85022a73f01a084adf51a1cdcd35db367
R16B-SOURCE-MEMBERSHIP:e18c44b8f0f935723f6197be093cb4f8dd422c16dbaa1de25b0aa40216be7007	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-028	R16B-SOURCE:5a680dc00a51b3ae166566cf49291864e94b7e216aff5d25d35546ef6e2b774a	DOI	10.1093/ips/oly005	CANONICAL_REPRESENTATIVE	COMP-SRC-028	Karen Tucker	2018	Unraveling Coloniality in International Relations: Knowledge, Relationality, and Strategies for Engagement	International Political Sociology 12.3	10.1093/ips/oly005	https://academic.oup.com/ips/article/12/3/215/5025555	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	da00cb1a75f694ca52ea339fd74fd0ce0fec0a2a5be3e6fcb6d368b9655cf43b	d002882154ccd21fdf83f5ba179adf57c93734b2c221ebc849e13f11d5cd478f
R16B-SOURCE-MEMBERSHIP:65b707000f44aa8be3f4a8a016d17addb29ca374819245891220ef23b50626fa	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0043	R16B-SOURCE:5ac08a34ab733e7c78c904b217a1b2306b112b0d0feec342d5bd45886b15e2b4	DOI	10.3390/arts13020052	CANONICAL_REPRESENTATIVE	SRC-0043	Laura J. Allen	2024	Local Fabric: Mid-Century Modernisms, Textile and Fashion Design, and the Northwest Coast, 1940-1967	Arts	10.3390/arts13020052	https://doi.org/10.3390/arts13020052	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	bc07d32a127c50052c7159229331b74b9c00663dcab7df6cde60fdb75e609136	24cf904f9f8e3d7425cc55552d95443f391e4975003f8bb524b860bef4b74fc3
R16B-SOURCE-MEMBERSHIP:ee877f7af944cc76bcf381d0d5b44ecc47ff5336882cacc0cc5df0f83aabbd75	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-002	R16B-SOURCE:5be20c9eaf34054d52e8786893381c5e256f88580450a85a22abe0f1b3a816ad	DOI	10.14746/aq.2021.32.1	CANONICAL_REPRESENTATIVE	GRAM-SRC-002	Piotr Korduba	2021	Między monografią a koneserstwem. Badania nad polskim dizajnem XX i początków XXI wieku	Artium Quaestiones	10.14746/aq.2021.32.1	https://pressto.amu.edu.pl/index.php/aq/article/view/32548	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	85f730dc652d1d3ab88f222a9f8c84270bd13f915303dd438143ceeab33774e7	79e4d71a2301efd3a0ed2f562af4e0daa386742e4e5ce67f21f903e41f404fa5
R16B-SOURCE-MEMBERSHIP:70ffd2f5880d9959ff5aef70115f66e7343985d1b280e1fb2a1cea0515719b14	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-011	R16B-SOURCE:5d193c4d3a98f82da91159c05a3fefc51ea0a1d90ded438d86d4dfd59899336b	DOI	10.1017/cbo9780511497193.002	CANONICAL_REPRESENTATIVE	GRAM-SRC-011	Peter Burke	2007	Cultures of translation in early modern Europe	Cultural Translation in Early Modern Europe	10.1017/CBO9780511497193.002	https://www.cambridge.org/core/books/abs/cultural-translation-in-early-modern-europe/cultures-of-translation-in-early-modern-europe/B9342283A22BFD6B066CEAB695DB572A	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	db4b0cbfcf3826228fa2227701561fc6fbd65633e7620bb10785b6911949c38a	3fda3ca4da106feb46d86650a92f856a0a4edc6f4a13f2f7eac4297c25a49ae1
R16B-SOURCE-MEMBERSHIP:caa241bfdffc1859f431f0d86405666948a7f113ad2901481c72a968f855382b	SURF-R10-001	ROUND10	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-018	R16B-SOURCE:605d28eeb3342629852452981730f1e808f68c4accb887475b5e824ede6ac9e0	ISBN	9780521682206	CANONICAL_REPRESENTATIVE	GRAM-SRC-018	Stephen Greenblatt; Ines G. Županov; Reinhard Meyer-Kalkus; Heike Paul; Pál Nyíri; Friederike Pannewick	2009	Cultural Mobility: A Manifesto	Cultural Mobility: A Manifesto	9780521682206	https://stephengreenblatt.scholars.harvard.edu/cultural-mobility-manifesto	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	2f8652b2153c21baa618fc7b6fb52189abbb2825e8001d185c467497e7d65bbf	c7d2659a473cb6493e12d41df85b28bd8eb07c4f50025fe1fce2018e7cc56417
R16B-SOURCE-MEMBERSHIP:e91b672fcb837b16a62fd26b94cfe067d5ef2901846051d1315fcd84a91d1430	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-024	R16B-SOURCE:62514ad085065f6b5933004d7bc07276154dbd30b43b434f5393adcd6615f194	DOI	10.1017/s0960777322000029	CANONICAL_REPRESENTATIVE	COMP-SRC-024	Katarzyna Jeżowska	2024	Socialist, Humanist and Well-Designed: The Polish Welfare State at the International Labour Exhibition in Turin, 1961	Contemporary European History 33.1	10.1017/S0960777322000029	https://www.cambridge.org/core/journals/contemporary-european-history/article/socialist-humanist-and-welldesigned-the-polish-welfare-state-at-the-international-labour-exhibition-in-turin-1961/94D125A40C5B3B013872B9A949430909	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	fe8b64d8d8ae9c8b65e388605d665866b748bd21ecc7ecc428a9d9c7f44cbf69	99e3d3d810a768ce87456121bc1dcdbde1974e6543d4ea9d15785591a780fb96
R16B-SOURCE-MEMBERSHIP:1775add8f0a7e1cb917a1f18cca34e925f5ec4c5b8987de74f3449e257834d01	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0033	R16B-SOURCE:6766f325425788f10d060fec02ef73240660d33afe467dc5be3d12ab3216c5ee	DOI	10.1093/jdh/epz056	CANONICAL_REPRESENTATIVE	SRC-0033	Malene Breunig; Shona Kallestrup	2020	Translating Hygge: a Danish Design Myth and its Anglophone Appropriation	Journal of Design History	10.1093/jdh/epz056	https://doi.org/10.1093/jdh/epz056	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	bf3f3d45cf082c3146cf0351ab47f579be70fe28603e4e7bd72a018550395c28	e37b503fcfba8596a3b484d1585500eaaac2734b6c10f00dc90ed5343572efa7
R16B-SOURCE-MEMBERSHIP:4c2f36d4dee9560cf344f277e4096770019a4bddc4badd4b7cfa66ec08c79966	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-027	R16B-SOURCE:6f88b0c2a4bda8ea096c4184bc82cb55f23dbe257dc8c164b47fbdebbe079f32	DOI	10.1080/13602365.2023.2238284	CANONICAL_REPRESENTATIVE	COMP-SRC-027	Emilio Distretti	2023	The Coloniality of Italian Fascist Architecture	The Journal of Architecture 28.4	10.1080/13602365.2023.2238284	https://doi.org/10.1080/13602365.2023.2238284	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	dd77641140a5678bb134f14648b49e8501e5ca9c9f83e940e6da9e29ad49b453	8e066663412df3be7d9b38329e477a5cd45e28ab292d7565aa2dd3ad6e21a3ad
R16B-SOURCE-MEMBERSHIP:76c08b8cf345d1827154f9a10dc7362e428ebd129573d33353f31450a37b2a48	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0025	R16B-SOURCE:76638f628458fbb80972fada891a2c2b05b3adb4c1bc85b78355e6c0c3a85b78	DOI	10.1093/jdh/ept047	CANONICAL_REPRESENTATIVE	SRC-0025	Kjetil Fallan	2014	Introduction to '110 Volts at Home: The American Lista' by Siv Ringdal	Journal of Design History	10.1093/jdh/ept047	https://doi.org/10.1093/jdh/ept047	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	86d8ca1c6398f96f34f1e56d2f3db1b542a0e83904af0b6efee20832aa1cd4e5	848f62e9f5023156838058cba3b57f661c74172d416a8663ce2de7f46c56a4f9
R16B-SOURCE-MEMBERSHIP:f1056517de8ca77ecbb1dbe68f9f63ed69f96d746dbaf3fb659fc39e170a686c	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0044	R16B-SOURCE:793f97084bb65ecf84629574db1d229732605ce26c2f6ab9a8728bf6cd5e6d92	DOI	10.1080/17547075.2017.1331686	CANONICAL_REPRESENTATIVE	SRC-0044	Harriet Atkinson; Verity Clarkson	2017	Editors' Introduction	Design and Culture	10.1080/17547075.2017.1331686	https://doi.org/10.1080/17547075.2017.1331686	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	216f7e8669f3bb61ac9bd2bf88712be73247302d5147ad6a6ac6402164e0690b	8eb5fefdb5b8c35d3fea0ccc25ed07e17bfc3539bbbaa3b025d6556ecfb7aad6
R16B-SOURCE-MEMBERSHIP:0888414d67683b7bf6597d3849dd42b082712c28f7f0dbe17adccef6855fb5a1	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-004	R16B-SOURCE:7fa7cd47f98c1230ea844b10bea38c2b8c230323adbcea7205dd913ab462eaac	DOI	10.1093/jdh/epx007	CANONICAL_REPRESENTATIVE	COMP-SRC-004	Livia Rezende	2017	Manufacturing the Raw in Design Pageantries: the Commodification and Gendering of Brazilian Tropical Nature	Journal of Design History 30.2	10.1093/jdh/epx007	https://researchonline.rca.ac.uk/2773/	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	344a578abf266cdb4100a146e11cba35c026f75b959b0f4ec686baf47f572eab	3dad8dc71e898545c079dad9f3b9fbf9fac33be7bebf8e86a6a9742146be64de
R16B-SOURCE-MEMBERSHIP:ba034cc5b776656d390508ef51015193c2296cbef597ae26322e4a513d133607	SURF-R09-001	ROUND9	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0017	R16B-SOURCE:7fa7cd47f98c1230ea844b10bea38c2b8c230323adbcea7205dd913ab462eaac	DOI	10.1093/jdh/epx007	CROSS_ROUND_ALIAS	COMP-SRC-004	Livia Rezende	2017	Manufacturing the Raw in Design Pageantries: the Commodification and Gendering of Brazilian Tropical Nature at the 1867 Exposition Universelle	Journal of Design History	10.1093/jdh/epx007	https://academic.oup.com/jdh/article-abstract/30/2/122/3076978	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	acb33168b61d3dfd8639a00bd5c67877aca0246f5b58766318802c1df9f8bea8	81b763eff99f0a39c9bdcadcc867b84c99c4b0b5b653c3931e74dce954c56bc9
R16B-SOURCE-MEMBERSHIP:0187d710e666f8381df0f8a219ae1b7880b1614b7917ad179725826460069954	SURF-R13-001	ROUND13	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-011	R16B-SOURCE:81f58d97133c9c3e2c6ef5af577705c458ad33661296d2daaa37d47c2d4b72f3	DOI	10.1093/jdh/epq038	CANONICAL_REPRESENTATIVE	COMP-SRC-011	Gay McDonald	2010	The Modern American Home as Soft Power: Finland, MoMA and the 'American Home 1953' Exhibition	Journal of Design History 23.4	10.1093/jdh/epq038	https://academic.oup.com/jdh/article/23/4/387/426251	PENDING_RIGHTS_AND_ACCESS_REVIEW	BIBLIOGRAPHIC_IDENTITY_ONLY_NOT_ASSOCIATION_EVIDENCE	88b0b81fc7d2635d922e3626efdeecb4867898a85bf39da49cc70af9e6f50db3	16b572874a23ce723e06b19bb68841a2aa782846d17b6f0c3064e7d0f7b0922b
