canonical_source_id	canonical_identity_kind	canonical_identity_value	representative_surface_id	representative_source_path	representative_source_record_id	member_count	member_ids_json	authors	year	title	venue	doi_isbn_or_identifier	stable_url	rights_review_status	text_access_status	locator_review_status	association_evidence_status	required_next_action	record_sha256
R16B-SOURCE:59ff541c0f8d45a00f7ca11ca246a54ac9771fdecb68ef88e152fe122cd7f794	DOI	10.1080/09613218.2013.843269	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-025	2	"[""SURF-R10-001:GRAM-SRC-025"",""SURF-R13-001:COMP-SRC-003""]"	Mike Bresnen	2013	Advancing a new professionalism: professionalization, practice and institutionalization	Building Research & Information	10.1080/09613218.2013.843269	https://www.tandfonline.com/doi/full/10.1080/09613218.2013.843269	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	610aeb3d5e3f558e32f23734f00d3b16f0fc71878253ed0bc3f1272b3e9de315
R16B-SOURCE:5a680dc00a51b3ae166566cf49291864e94b7e216aff5d25d35546ef6e2b774a	DOI	10.1093/ips/oly005	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-028	1	"[""SURF-R13-001:COMP-SRC-028""]"	Karen Tucker	2018	Unraveling Coloniality in International Relations: Knowledge, Relationality, and Strategies for Engagement	International Political Sociology 12.3	10.1093/ips/oly005	https://academic.oup.com/ips/article/12/3/215/5025555	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	b0aa641ce58aa715688815a9db5044c06319e4a5744320a8e8f016dbbc2f08d2
R16B-SOURCE:5ac08a34ab733e7c78c904b217a1b2306b112b0d0feec342d5bd45886b15e2b4	DOI	10.3390/arts13020052	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0043	1	"[""SURF-R09-001:SRC-0043""]"	Laura J. Allen	2024	Local Fabric: Mid-Century Modernisms, Textile and Fashion Design, and the Northwest Coast, 1940-1967	Arts	10.3390/arts13020052	https://doi.org/10.3390/arts13020052	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	32d8d73523dd1f1555416f7fb649d2962c52d50a3d30bb638f45eff20e21a444
R16B-SOURCE:5be20c9eaf34054d52e8786893381c5e256f88580450a85a22abe0f1b3a816ad	DOI	10.14746/aq.2021.32.1	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-002	1	"[""SURF-R10-001:GRAM-SRC-002""]"	Piotr Korduba	2021	Między monografią a koneserstwem. Badania nad polskim dizajnem XX i początków XXI wieku	Artium Quaestiones	10.14746/aq.2021.32.1	https://pressto.amu.edu.pl/index.php/aq/article/view/32548	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	d40f01dd91b3ab8202fc1748e3a6a1f217ab909c6bc72922e81fe403564a7fa1
R16B-SOURCE:5d193c4d3a98f82da91159c05a3fefc51ea0a1d90ded438d86d4dfd59899336b	DOI	10.1017/cbo9780511497193.002	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-011	1	"[""SURF-R10-001:GRAM-SRC-011""]"	Peter Burke	2007	Cultures of translation in early modern Europe	Cultural Translation in Early Modern Europe	10.1017/CBO9780511497193.002	https://www.cambridge.org/core/books/abs/cultural-translation-in-early-modern-europe/cultures-of-translation-in-early-modern-europe/B9342283A22BFD6B066CEAB695DB572A	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	c40eb48032de02a19fb6ddaf0bbd328f3588ae9dbe52c4dfe6de4afefbaded05
R16B-SOURCE:605d28eeb3342629852452981730f1e808f68c4accb887475b5e824ede6ac9e0	ISBN	9780521682206	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-018	1	"[""SURF-R10-001:GRAM-SRC-018""]"	Stephen Greenblatt; Ines G. Županov; Reinhard Meyer-Kalkus; Heike Paul; Pál Nyíri; Friederike Pannewick	2009	Cultural Mobility: A Manifesto	Cultural Mobility: A Manifesto	9780521682206	https://stephengreenblatt.scholars.harvard.edu/cultural-mobility-manifesto	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	0f87604d35bc83aa6c146fecadf116e68ea4d37873348e580caea4c7951436f6
R16B-SOURCE:62514ad085065f6b5933004d7bc07276154dbd30b43b434f5393adcd6615f194	DOI	10.1017/s0960777322000029	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-024	1	"[""SURF-R13-001:COMP-SRC-024""]"	Katarzyna Jeżowska	2024	Socialist, Humanist and Well-Designed: The Polish Welfare State at the International Labour Exhibition in Turin, 1961	Contemporary European History 33.1	10.1017/S0960777322000029	https://www.cambridge.org/core/journals/contemporary-european-history/article/socialist-humanist-and-welldesigned-the-polish-welfare-state-at-the-international-labour-exhibition-in-turin-1961/94D125A40C5B3B013872B9A949430909	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	6501ba89d766a91d2c45a7f79122f12052bc949caa775674cd19c20dde7b583d
R16B-SOURCE:6766f325425788f10d060fec02ef73240660d33afe467dc5be3d12ab3216c5ee	DOI	10.1093/jdh/epz056	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0033	1	"[""SURF-R09-001:SRC-0033""]"	Malene Breunig; Shona Kallestrup	2020	Translating Hygge: a Danish Design Myth and its Anglophone Appropriation	Journal of Design History	10.1093/jdh/epz056	https://doi.org/10.1093/jdh/epz056	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	7a3fbd0c5ae336dbf90c3a8c7359a74b7ab808835693354615dfec02eb54226f
R16B-SOURCE:6f88b0c2a4bda8ea096c4184bc82cb55f23dbe257dc8c164b47fbdebbe079f32	DOI	10.1080/13602365.2023.2238284	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-027	1	"[""SURF-R13-001:COMP-SRC-027""]"	Emilio Distretti	2023	The Coloniality of Italian Fascist Architecture	The Journal of Architecture 28.4	10.1080/13602365.2023.2238284	https://doi.org/10.1080/13602365.2023.2238284	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	eda4b88b619dc8085d4713afb3bb0f0fcfad6a11b52e69227b863fe81b8d1f4f
R16B-SOURCE:76638f628458fbb80972fada891a2c2b05b3adb4c1bc85b78355e6c0c3a85b78	DOI	10.1093/jdh/ept047	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0025	1	"[""SURF-R09-001:SRC-0025""]"	Kjetil Fallan	2014	Introduction to '110 Volts at Home: The American Lista' by Siv Ringdal	Journal of Design History	10.1093/jdh/ept047	https://doi.org/10.1093/jdh/ept047	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	5a3fbe4a27cae4fa0b104ed4a772b1b8919711b23b2920d8f3fb69d89f085a86
R16B-SOURCE:793f97084bb65ecf84629574db1d229732605ce26c2f6ab9a8728bf6cd5e6d92	DOI	10.1080/17547075.2017.1331686	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0044	1	"[""SURF-R09-001:SRC-0044""]"	Harriet Atkinson; Verity Clarkson	2017	Editors' Introduction	Design and Culture	10.1080/17547075.2017.1331686	https://doi.org/10.1080/17547075.2017.1331686	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	4c3e4de9be347813cc6b8e56ad3b7d7d5a158bfc869857126a5bc56ef9b5fcaf
R16B-SOURCE:7fa7cd47f98c1230ea844b10bea38c2b8c230323adbcea7205dd913ab462eaac	DOI	10.1093/jdh/epx007	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-004	2	"[""SURF-R13-001:COMP-SRC-004"",""SURF-R09-001:SRC-0017""]"	Livia Rezende	2017	Manufacturing the Raw in Design Pageantries: the Commodification and Gendering of Brazilian Tropical Nature	Journal of Design History 30.2	10.1093/jdh/epx007	https://researchonline.rca.ac.uk/2773/	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	ec9d140f7a1336e8a5f0eec117ede1987abd702ec9099972c63bfdc723c38e5c
R16B-SOURCE:81f58d97133c9c3e2c6ef5af577705c458ad33661296d2daaa37d47c2d4b72f3	DOI	10.1093/jdh/epq038	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-011	1	"[""SURF-R13-001:COMP-SRC-011""]"	Gay McDonald	2010	The Modern American Home as Soft Power: Finland, MoMA and the 'American Home 1953' Exhibition	Journal of Design History 23.4	10.1093/jdh/epq038	https://academic.oup.com/jdh/article/23/4/387/426251	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	0cedc98ebb6accc345acb8fe0617858d26ccc2b60d572b227752aac0c7329f24
R16B-SOURCE:863ee3bb3bca5cd3103e6dbbbfc6d4ecd662b8820bdbfd54d5c364f192990dc5	STABLE_URL	rusneb.ru/catalog/002178_000020_BGUNB-BEL%7C%7C%7CBIBL%7C%7C%7C0000236489	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0028	1	"[""SURF-R09-001:SRC-0028""]"	Karl M. Kantor	1967	Красота и польза: социологические вопросы материально-художественной культуры	Beauty and Utility: Sociological Questions of Material-Artistic Culture	NO_ISBN_RECORDED	https://rusneb.ru/catalog/002178_000020_BGUNB-BEL%7C%7C%7CBIBL%7C%7C%7C0000236489/	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	7ed0126925d558c179536ad709b76529919af4aa915a907f49858ea9f8a039b8
R16B-SOURCE:86eeb10fbb1caddcf8fbd3595fd781148cdf15f0555941ba9a9a03b39c00218d	DOI	10.1093/jdh/epw049	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0037	1	"[""SURF-R09-001:SRC-0037""]"	Anders V. Munch	2017	On the Outskirts: the Geography of Design and the Self-exoticization of Danish Design	Journal of Design History	10.1093/jdh/epw049	https://doi.org/10.1093/jdh/epw049	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	500bc093df7a5930fb5c3da29a80819ba8d629da388fd4f074c5f820a7c23466
R16B-SOURCE:8a4473c57d1fb1e45ac775173de154521bbc0a058267792e2c4bf05b948016ec	DOI	10.1093/jdh/epy040	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0012	1	"[""SURF-R09-001:SRC-0012""]"	Tania Messell	2019	Globalization and Design Institutionalization: ICSID's XIth Congress and the Formation of ALADI, 1979	Journal of Design History	10.1093/jdh/epy040	https://academic.oup.com/jdh/issue/32/1	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	7d029398d7d0adebb04753ac4463c15400fffdb143cb8f82514e96bdeacbc486
R16B-SOURCE:8bdd1e4fb535f6642815a51e57658446af31b196c6a54ff81e394eec71db8e53	DOI	10.1093/jdh/ept029	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0034	1	"[""SURF-R09-001:SRC-0034""]"	Chen-Yu Chiu; Peter Myers; Philip Goad	2014	Chinese Colours and the Sydney Opera House (1956-1966)	Journal of Design History	10.1093/jdh/ept029	https://doi.org/10.1093/jdh/ept029	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	a3a06f84bea45074aa34da36c95e480322a799584f882d6d0b45bf56cc900b8c
R16B-SOURCE:8ee17e9189170cf579911843496ee00458ef6bed6eab2372d277746f34487961	DOI	10.5209/mira.63100	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-015	1	"[""SURF-R13-001:COMP-SRC-015""]"	Ana Trujillo Dennis	2019	Ehon Don Kihōte de Serizawa Keisuke: Don Quijote como puente entre culturas	Mirai. Estudios Japoneses 3	10.5209/mira.63100	https://doi.org/10.5209/mira.63100	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	de0a253a7fdac317f4694e76749abdebfa5e5dc2931186b1748530c0bcb3cbd4
R16B-SOURCE:8f6aac6924c464305c937b9c21696ea514e0881b016a6e6f589ccda260faf093	DOI	10.1093/jdh/epab027	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-019	2	"[""SURF-R13-001:COMP-SRC-019"",""SURF-R09-001:SRC-0020""]"	Sarah A. Lichtman;Jilly Traganou	2021	Introduction to Material Displacements	Journal of Design History 34.3	10.1093/jdh/epab027	https://academic.oup.com/jdh/issue/34/3	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	ebeb130cdcc703a65f2d72f731fb68062eff5abf7e79af03f860ef92a8d55311
R16B-SOURCE:90f4f59bbc7d8a6b72f76150e7fba4a6a5a7ad59237f41d77486af75c8a40d6f	DOI	10.1080/01973762.2014.936101	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-013	1	"[""SURF-R10-001:GRAM-SRC-013""]"	Estelle Blaschke	2014	Making History a Slightly Profitable Thing: The Bettmann Archive and the Commodification of Images	Visual Resources	10.1080/01973762.2014.936101	https://www.tandfonline.com/doi/abs/10.1080/01973762.2014.936101	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	7fb3ac98d1221cf36f628abd82bd082caec4bc33e3ba930bdf9d9ab6e4739663
R16B-SOURCE:953906e05b565185e5432dacb3a361e3203904c1cf9b0393715daa0d59eca6e4	DOI	10.1080/14781700902937730	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-010	1	"[""SURF-R10-001:GRAM-SRC-010""]"	Boris Buden; Stefan Nowotny; Sherry Simon; Ashok Bery; Michael Cronin	2009	Cultural translation: An introduction to the problem, and Responses	Translation Studies	10.1080/14781700902937730	https://www.tandfonline.com/doi/full/10.1080/14781700902937730	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	72d8544288b6dcc4baf99b5af9da8dd937d98803594cdd3a0146659f4a9cd035
R16B-SOURCE:95b17b085b52169a9d4ec05c928873ea68862bbbbdf03db4eaece174478f4808	DOI	10.1080/17547075.2017.1321370	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0045	1	"[""SURF-R09-001:SRC-0045""]"	Jonathan M. Woodham; Michael Thomson	2017	Cultural Diplomacy and Design in the Late Twentieth and Twenty-First Centuries	Design and Culture	10.1080/17547075.2017.1321370	https://doi.org/10.1080/17547075.2017.1321370	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	d33d8da52a93254a41c0adfd15a7bc7cee69ef3b21d9cea5d9670a612d1eceab
R16B-SOURCE:96142d00fe9edfb319c8c1d9f84814e7f202e808e806da46b05d27e9810a4783	DOI	10.1179/0305803413z.00000000033	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0008	1	"[""SURF-R09-001:SRC-0008""]"	Samuel Merrill	2013	The London Underground Diagram: Between Palimpsest and Canon	The London Journal	10.1179/0305803413Z.00000000033	https://doi.org/10.1179/0305803413Z.00000000033	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	fcfedea6784f0143e6d89f655ef6d2369840b1d208ed9589ca469503c98fb8e6
R16B-SOURCE:979d302c5e19d41640de80729f01a305910f63a90b63c30c2a013ad14779dc59	DOI	10.1002/9781119112297.ch19	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0010	1	"[""SURF-R09-001:SRC-0010""]"	Mark Taylor; Natalie Haskell	2019	The Professionalization of Interior Design	A Companion to Contemporary Design since 1945	10.1002/9781119112297.ch19	https://doi.org/10.1002/9781119112297.ch19	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	20daabe3d68b85c21f6f1ce8207067b46615fbfa1130c13fff42d85b0319e920
R16B-SOURCE:9aab755ae3440446d2c0407e39d2b2d78ff078e3b390e9ffe7a673bfd55e0f56	DOI	10.1016/j.destud.2011.03.001	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-016	1	"[""SURF-R13-001:COMP-SRC-016""]"	Dirk Snelders;Kaj P. N. Morel;Pieter Havermans	2011	The Cultural Adaptation of Web Design to Local Industry Styles: A Comparative Study	Design Studies 32.5	10.1016/j.destud.2011.03.001	https://www.sciencedirect.com/science/article/abs/pii/S0142694X11000251	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	1d57cf5493a03b7a1d8a8ca4f5464df8332d312ed4685c0640e5db1b836145c0
R16B-SOURCE:9f1927990a30139c0eb3ccbc56f87e5c0bf143648cc00b7dab091dc8370c218c	DOI	10.1017/dsj.2025.10031	SURF-R10-001	docs/research/trace-v49-design-history-relation-grammar-round1/03_GRAMMAR_SCHOLARLY_SOURCE_REGISTRY.tsv	GRAM-SRC-012	1	"[""SURF-R10-001:GRAM-SRC-012""]"	Ze-Rui Xiang; Miao Li; Yong-Meng Wu; Xiao-Fei Xu; Fan Zhang; Xiao Zhao	2025	Cultural Product Design: An Approach for Identifying Cultural Carriers, Transforming Cultural Elements and Applying Cultural Features	Design Science	10.1017/dsj.2025.10031	https://www.cambridge.org/core/journals/design-science/article/cultural-product-design-an-approach-for-identifying-cultural-carriers-transforming-cultural-elements-and-applying-cultural-features/1F0FD01E3314DE8D3B173257AA422726	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	f4fedc6ae42b79fab0cd34c49cf73673b0addc87842a9e727349f7cfe04a555d
R16B-SOURCE:a31de9425194c3e2e5988f3fc941042b4a975c027ee92a5617be8e2c38ea752e	DOI	10.1093/jdh/6.2.71	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0049	1	"[""SURF-R09-001:SRC-0049""]"	Alastair Durie	1993	Imitation in Scottish Eighteenth-Century Textiles: The Drive to Establish the Manufacture of Osnaburg Linen	Journal of Design History	10.1093/jdh/6.2.71	https://academic.oup.com/jdh/article-pdf/6/2/71/7285877/6-2-71.pdf	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	6a1616b1c9a5e2467700bcbd95bd742bf1ce0089d906641b88988436fc316c8d
R16B-SOURCE:a371352fbb9d995f0447a0db19d0ed7d9fab06b731f66a2967f7a15af9126793	DOI	10.1093/jdh/epr024	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0014	1	"[""SURF-R09-001:SRC-0014""]"	Yuko Kikuchi	2011	Design Histories and Design Studies in East Asia: Part 1	Journal of Design History	10.1093/jdh/epr024	https://academic.oup.com/jdh/article-abstract/24/3/273/405148	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	4e77535347f2601f9ffe4fede8eac28ee78ffdd0e69f8350587487ef357999d0
R16B-SOURCE:a3793eaef10631756cb09626d336f5a0452c5139fc5552b6d15d08da06a45504	DOI	10.1093/jdh/epag002	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0041	1	"[""SURF-R09-001:SRC-0041""]"	Zeina Maasri	2026	Book Arts as Archives of Decolonization: The Design and Visuality of Arabic Books (1950s-1980s)	Journal of Design History	10.1093/jdh/epag002	https://academic.oup.com/jdh/article/39/1/70/8533985	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	b5c143847973d68f4c01205eb5a2107f97653c24cc1dd60f3fba50c9debf7b5d
R16B-SOURCE:a5d0469ac9518a10276fd96b7a24082d12592458001519efecb4779e1216ad95	DOI	10.1080/13264826.2021.1939745	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-013	1	"[""SURF-R13-001:COMP-SRC-013""]"	Tom Avermaete;Cathelijne Nuijsink	2021	Architectural Contact Zones: Another Way to Write Global Histories of the Post-War Period?	Architectural Theory Review 25.3	10.1080/13264826.2021.1939745	https://www.tandfonline.com/doi/full/10.1080/13264826.2021.1939745	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	4731214ac01de7d563e17506f3b8fecc64a4e76a2175db39681a6e079d8c6f7a
R16B-SOURCE:a61362442084e32693e94609080972c1be45d251fcf23e510d014a68aa43bd96	DOI	10.1093/jdh/epx036	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0005	1	"[""SURF-R09-001:SRC-0005""]"	Adriana Laura Massidda	2019	Design Exchanges in Mid-Twentieth Century Buenos Aires: The Programme Parque Almirante Brown and its Process of Creative Appropriation	Journal of Design History	10.1093/jdh/epx036	https://doi.org/10.1093/jdh/epx036	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	9aaa1a9ad8bf0e47e83a547199194b057844a788b411c7485cc959497d7631bd
R16B-SOURCE:a68fddc64401935b97e71d8b8cd396e4a5cd4196f843dc4c1c1dfc9b5725031b	DOI	10.13109/gege.2017.43.3.413	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0015	1	"[""SURF-R09-001:SRC-0015""]"	Jan Logemann	2017	Consumer Modernity as Cultural Translation: European Émigrés and Knowledge Transfers in Mid-Century Design and Marketing	Geschichte und Gesellschaft	10.13109/gege.2017.43.3.413	https://doi.org/10.13109/gege.2017.43.3.413	PENDING	NOT_REVIEWED	NOT_REVIEWED	NOT_EVIDENCE_METADATA_IDENTITY_ONLY	Resolve lawful text access and reuse rights, inspect source text at a stable locator, and perform bounded-sense group review before any evidence use.	cdb2b899cbb96ac659b28a2dad773fe3010b9c76a0527aa046cfa69c7842ff61
