prior_record_key	prior_kind	source_path	source_row_number	prior_id	prior_status	prior_record_sha256	current_disposition	successor_obligation_ids_json	successor_artifact_refs_json	closure_effect	record_sha256
R16B-PRIOR-RECORD:e85679f4e868971194660e56bafc2246ad6274573e735114cc298d5f762ce7af	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-round16a-global-reconciliation-v1.tsv	5	R16B-GLOBAL-GAP-004	"{""status"":""OPEN""}"	cd3b4b4e5604803ff3e3bdeae5d291c496d54abd96ab01b87e2d80cebad4c85e	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:CULTURAL_TRANSFORMATION_REAUDIT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	1dadfff8ce45e106861a8d6f9d278bf6b4817ef261bbbda9deb5e77b01331452
R16B-PRIOR-RECORD:c6dd578c714d9a223971cc86af4a3115a72a3be50a6fdd1b8ececa1d570cb842	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-round16a-global-reconciliation-v1.tsv	6	R16B-GLOBAL-GAP-005	"{""status"":""OPEN""}"	f23b78384bc6101f285f84d71e6fb2d3600c5002431c95acdf8cbbe91b0bb502	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	76575b7f699a1024f74771ceaeab414a91eebff8b6147fbfc2383015f7a4d68a
R16B-PRIOR-RECORD:0308ecc87b040ceccf0afdb3caa91c8a6ce1885ba9f3aa693dd6dea2ed2a3b4b	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger-round16a-global-reconciliation-v1.tsv	7	R16B-GLOBAL-GAP-006	"{""status"":""OPEN""}"	745526f10b4915eca83748dae5777c60bf4d2aa54006dc0a6138055bc62daf84	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:FINAL_CLEAN_REPRODUCTION_GATE""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	848215398a346fdf6e6f643d222c5d7139910dc09e4f6d25886ffee8377f1ba4
R16B-PRIOR-RECORD:335326bcebaae8ef93a636b8ed321723ddc1f50c2fa1933a8db996f9fd9b6534	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	2	GAP-001	"{""status"":""RESOLVED_METHOD_SCOPE""}"	b015e02f96ddda1d69e6ffe2af6667fd5d1d22b26a5e2e9f2659973f58d67ade	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF"",""R16B-CURRENT-OBLIGATION:NARY_PARTICIPANT_RESOLUTION""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	d9abfe6d1b0011d8b787b4bc25f57b83f853a4bfa57d2394798efacf51e0e308
R16B-PRIOR-RECORD:1d1755c10ea8d628314f437bc540ce019d5eb1fc6d0a53a1b281609b6a401614	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	3	GAP-002	"{""status"":""OPEN""}"	47f93b443e158463b1123d3df9e13cce888e5a15cdfcf8289242803cd590d847	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	d16f4d265563236293f1550fabf818189cdbc1551a6acf4083d0fd7990b630ce
R16B-PRIOR-RECORD:f18266e4cb587a4bb48eddddf444199aca4779d6256984bfc4440b42469129ba	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	4	GAP-003	"{""status"":""OPEN""}"	cc975819852075a322313228d1502668e070d8fd0707e28c440ddff12ed5cacc	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:GLOBAL_GROUP_COHERENCE"",""R16B-CURRENT-OBLIGATION:ROUND16A_SEMANTIC_RECONCILIATION""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	15a20bc29319b1ad001098640bca3d32d3441336f82a5f8cd1e7c7ba25aa4776
R16B-PRIOR-RECORD:a0f2be62a258d01b93c0318217abe1d94e55cdcc4c70732f18fb699040d74935	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	5	GAP-004	"{""status"":""OPEN""}"	ab9a19a5443af001e9fea6bfaa98f32db61f410c59aa8ef80d723cc6465b6976	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:ACTIVE_VOCABULARY_REACHABILITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	7069aa72d3c87defeaaff9a5b30328d7628b511ffde24b8529af9c5820434dc1
R16B-PRIOR-RECORD:fded78081d1de387c3f2d3cd060c93eef7d5492e67ba2bc0f8365faac331d030	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	6	GAP-005	"{""status"":""OPEN""}"	8f5693079cd7a86582054edc883b0805ad7db8dd51ec74dcb210a1db171fb974	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:EXTERNAL_HUMAN_AUTHORITY""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	deca65595b6b93d966c23da23a014ff424de3473da7e8c7054c63533469ffd41
R16B-PRIOR-RECORD:6ac5e86f2b011a27ea3285fb5e7ecb1070dd29ac566d185891f0c41cc2f4dbac	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	7	GAP-006	"{""status"":""METHOD_CONTROL_ADDED_REVIEW_OPEN""}"	8d755baa4ba4d34fa3d6b2b7e501e8a212f6309f1cf7b790c8453e0b88119762	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:RIGHTS_AND_LAWFUL_TEXT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	0f338081637de5709092df65c9d17ff0087eea675120f85ab99dcd01900a83d4
R16B-PRIOR-RECORD:093d2ddf93f26f0c3218e9c08704fcefcd0ab997ecf0ae312050ba28baef5581	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	8	GAP-007	"{""status"":""OPEN""}"	adf69af3e2f7776a9c73f2fb73a7fdcb57834c167b39cfd92b2beea2bfbfc74c	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:SEMANTIC_AND_PRODUCT_ARITY_BOUND""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	c531bce0e2f6a6532c91250a14fd7153af8a30852de560accd03070a3e89900a
R16B-PRIOR-RECORD:76be396041c2b099ea0bb78cd4370c6ed15d2a33de43bb28fa64c63688023662	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	9	GAP-008	"{""status"":""OPEN""}"	1b605f44054dabd58d273c50b8ea6253e30b0c216a5ba1b57a688b3343e49e52	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:GLOBAL_GROUP_COHERENCE"",""R16B-CURRENT-OBLIGATION:PAIR_ASSOCIATION_REAUDIT""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	544ba3891b99779c9adeb9dabcb9eff003fb4b890f8ac23e07153b53c6b33d5e
R16B-PRIOR-RECORD:0c66fe0a1f42a1d01fa255a56070a7e7557b6f657fb99e472c5d2076d1542efa	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	10	GAP-009	"{""status"":""OPEN""}"	5021f0118fefdd28185e90d10a45748308fb7f5c1c2f86bc77ba74c83555b795	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF"",""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	27729301530420467d91c0863ce60ffe47b844da72f4e0ce84591e093a7ef9aa
R16B-PRIOR-RECORD:e698fe306da27e70d9a817c3b93b200ff17a4aba45f97ca962aa39ba3cb1e00b	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	11	GAP-010	"{""status"":""OPEN""}"	377443c108b8954c18e65af42e1dd4563e7c5d8a5b2cb02d6cf382d8dabfb3c3	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:PRODUCTION_POPULATION_AND_REACHABILITY"",""R16B-CURRENT-OBLIGATION:ROUND16A_SEMANTIC_RECONCILIATION""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	7bd5cd37a026309cc8632814fb53f48b42d89ea6c01db53efb1462ef112d44bc
R16B-PRIOR-RECORD:a85a58cf7013f2a53db0286c0cae1fe1bbdb2aef0dcac14962cb10c1bba28fee	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	12	GAP-011	"{""status"":""METHOD_CONTROL_ADDED""}"	3fdd597c3d3cd26a916369bdd10328b3ace29a9c42941d10a863a59dfef0608e	PRESERVED_TERMINAL_CONTROL	[]	"[""COMMITTED_ROUND16B_ARTIFACTS_THROUGH_CHECKPOINT011""]"	TERMINAL_CONTROL_PRESERVED_NO_POSITIVE_CLOSURE_INFERENCE	268afac2c742180cff538104f3d0d6d9580d650465120d22c5d4b8f21b5c845c
R16B-PRIOR-RECORD:70ac7e14381509e222ef4365341c80935764927823992eea7829dc20a4eb7c8c	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	13	GAP-012	"{""status"":""OPEN""}"	b4183ea703698ae9abfe3d67cf004f6072b382afc4f18c960373deeba81ba266	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	4e6199f089f092e2d9753af0d76d21a55ffe9475d42ba53a45f0d2f4487334b5
R16B-PRIOR-RECORD:7afa8ec44e2e3c3621596bfaddefe0cde69f259e23650a77491b5d729f2045ba	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	14	GAP-013	"{""status"":""OPEN""}"	d16e77ba986fb6791ebc7c32809c5cc913ad021e0736a0cf43da1e02e440dd55	RESOLVED_BY_COMMITTED_ARTIFACT	[]	"[""COMMITTED_ROUND16B_ARTIFACTS_THROUGH_CHECKPOINT011""]"	TECHNICAL_OR_METHOD_GAP_RESOLVED_NO_CLOSURE_INFERENCE	edd0640b8a0eeeaa0051d0248b467ba663d7fb23650adb93d3696bf631756ca6
R16B-PRIOR-RECORD:38de4cdd18d2a0d8a0a4dfadf6f1c4c3a6947026e6b38d9ebb4a471d17121ccb	GAP	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-ledger.tsv	15	GAP-014	"{""status"":""OPEN""}"	8fd5345120d263d2d26f2957aa37b2529afdd5f45898064f9800712dd0f80b13	PARTIALLY_RECONCILED_REMAINDER_OPEN	"[""R16B-CURRENT-OBLIGATION:CANDIDATE_UNIVERSE_AND_EXCLUSION_PROOF""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	COMPLETED_WORK_PRESERVED_CURRENT_REMAINDER_BLOCKS_CLOSURE	f43d9edb86ead2b669963378d1f7f155417d08172cafe924c54408f30e97619a
R16B-PRIOR-RECORD:a29ada14fe8d750f299a937143aade77b61939828b3e258ad9c977105b36479b	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	40	R16B-METADATA-LEAD:00ecbefd218e9f9a7c793cfd7bc05d0cebec587edf0f86481f99dc2ebfd2d93c	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	7a01b7071bd7d710072e1a2b0a018b1d73eb206da52b8580be0c8529ad55bad3	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	a77b31144d71c4f2b20ad19a764c7ddf7fe7024567325ebf4d5b1bb41e3c5859
R16B-PRIOR-RECORD:6bea3acce8b397b3c0c63278cfbd21b43a9f8ceba2cfe5bbab3f66d813d108f5	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	61	R16B-METADATA-LEAD:01903fc66753042ee5f69b24e051e9497580d63180970d94e1d209bdd33597ff	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	31639d10e3a3b1c3a0ac279da037f8a8fb62ef34a6dd476456cd33d5709a9fc4	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	480628fb2bc4e5ae1e9bc7e4a5ce8860a409115e04948bcd243be18c213632e4
R16B-PRIOR-RECORD:b1bd9c6e445651cef332ff8558eb1a02ddfb42dd5153e0832803006469186ed2	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	50	R16B-METADATA-LEAD:022ea75f6dbbb845479942eb3d82ba047a3f6f7211329e149bfee66cade4fa6b	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	efc7d4b5b76ffe40b0a90c1ad4d36ea64982dd4e9ff0bd8ebb4a975144a88403	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	2d0b5b4295dcf64474176c12fd9427d71317e652f7d23c52a187f295a8b864cb
R16B-PRIOR-RECORD:aa17a02a414f2560a085a64105517fd3eba15c46c4ceed7de8a34054a5639783	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	2	R16B-METADATA-LEAD:0838e2298203ec2b2daed1ed1eaad4170b70bf93a500160a53340f77e3440a22	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	cd42cfad391d8ddbb3e3ab8d18a8c0dff549c53db19cc5594fd50602849fed5a	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	3a8658643aad8224c8bfc9aa331aae8ad507595d3807192f75ea23e39cdd25d6
R16B-PRIOR-RECORD:14a7f9d7d194d235cf137629e48c64f16677698497af204efdbe39465f835b52	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	57	R16B-METADATA-LEAD:08914720e7ded7a46c6d6a68c0e91326cba99b27cc223b649aa485ff2054ad00	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	b792897957e8d8860d884ca791d84e2aa60a4770f9ae5897e7026c30b5ecbce3	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	808841400ca4ef10e4e6cb7eed8caa0c0db07647bcf8af80168c4a47c852b31f
R16B-PRIOR-RECORD:6267e012bf53dd3bde066fc26b45e972200c08275660ac8036772ffdc50c25a5	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	25	R16B-METADATA-LEAD:102b5bdceabafc3f7a104bfc0dc5eaf68edc177278bd460e7ff92736a4c1e401	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	95285d3e92500ef49f810f599013820c04e3fa11af7afe674126c49921c8b7ec	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	fe38ac3368e0ffa2a0387059a6a27c57fe6dd239ffc81437385c355c3139f5c6
R16B-PRIOR-RECORD:fabf0f5ea5f6c2cd20b4598bfa469f44affefa95ab7794af9643a65b4dbe037d	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	89	R16B-METADATA-LEAD:113f4da0efd65cf3bbae01ed1e0b0474a7d7d90429d479e9f7c18fa592906756	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	28237d310f1761f16aed2a7a0172fd7de443c077a9cde9440ba00e246e1a13ea	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	a494717b1e5e8e232be9dfbafed06e586ec21d84e5a298beb6250b9c43495cad
R16B-PRIOR-RECORD:841aaa90cd06ba1b81669378f7e61c09bba957ae8bf7c808be3125dac122b897	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	15	R16B-METADATA-LEAD:11516374e7d7d1f8aa68bf0f50604590667874ff84a9d13960d63f601fb1ab0f	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	1bfe39b421c5bab20838505895da88e4cc5228010563be7151d094a29dc70797	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	794311e532b718059f42422e4e3808596ba58e64964c24fb4449d2e5626370c1
R16B-PRIOR-RECORD:d113473f2ee197f87a06aae911135225ec9ee8c4ecff64807ea23f164a244d4c	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	5	R16B-METADATA-LEAD:115589cb55d33b30ad281c4e87272428005e95fa56d8116661b5fb0dcb2d7913	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	098d0351ae0fe024c1a97f7878df2ec30bd44e78f15ea0ce9cb6205b0f8a0904	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	3da4c2b6e42d2b905e40ba648eb0e669d5ae50049deb1be0b327309b89a5a590
R16B-PRIOR-RECORD:151204088da14f27e406d1a1ed28ae26e720461a955509865769a5012739563d	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	41	R16B-METADATA-LEAD:183145280860a3a2c89804d54f1da84f3a1693b839912826f3a0a9d1d5a7984e	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	0d17b2f90699fcc4c0e3add3d39d2f2b982508f4e39771637f049a5dea2d22ab	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	329adfdfd34dc84015301da3221a0ac3f3e748888c6952963c781aed14065d06
R16B-PRIOR-RECORD:4b2d808494a19d63729dacd7eada4b7f23d928494b3c78acdca974bc2bf1ce89	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	33	R16B-METADATA-LEAD:19be158c53f5f864abb89db755f1c8d1a152357bd58d31d4ec880e51de0a268b	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	d032b1e47cf62e3c9c8fb3c76458dbaa34e5cdec12a7780f2c43a1b3c634b1d6	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	a3302c61668288fa993cdbffa907f02504b8291e9a99d9341abfbc27dab03829
R16B-PRIOR-RECORD:3999aebf0f97f5ca0bbd41f0ce1ff840d61ed5cb517ee6176b69917d186c3d81	METADATA_LEAD_OBLIGATION	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/metadata-search-lead-ledger-v2.tsv	59	R16B-METADATA-LEAD:1cd4e85c65276ea944488ab06807e36924a21a6ac06dec1356e933df77bcc64b	"{""review_status"":""METADATA_ONLY_TEXT_NOT_REVIEWED"",""rights_and_access_status"":""PENDING_LAWFUL_ACCESS_AND_RIGHTS_REVIEW"",""support_status"":""NOT_ASSOCIATION_EVIDENCE""}"	efc7247c1d7e318589d452a603313d31e661645be8fc2f78c82b596c817318b2	SUPERSEDED_BY_OPEN_OBLIGATION	"[""R16B-CURRENT-OBLIGATION:METADATA_TO_TEXT_REVIEW""]"	"[""docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/recursive-gap-current-obligation-ledger-checkpoint012-v1.tsv""]"	CURRENT_SUCCESSOR_BLOCKS_AT_LEAST_ONE_CLOSURE	62d092eed5ff1e39b056a8787a1862561223c23ff3f6eb678c60de79e50f72d4
