alias_id	round16a_ledger_id	round14_evidence_id	pair_id	source_id	common_field_count	common_fields_json	exact_match	derivative_rule	net_new_evidence_object_count	record_sha256
R16B-R16A-EVIDENCE-ALIAS:b2f3733d763897de610bfa0ef64f6d15ae8a523b1f59bd6c8a4708f37bb33951	R16A-R14-EVID-024-02	R14-EVID-024-02	R16A-PAIR:091f8507fa62134f0bd0d718357a195bb1b80c6e56618bceec5a76f9c4ca359e	COMP-SRC-004	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	bf3509432f390cf07434bc0401302dc0ba0a88bbbfa454dfde179d972487e2e9
R16B-R16A-EVIDENCE-ALIAS:b4b3afe622908058be420f659ae81119780daadfbdbe872ce3465e83f5e4685a	R16A-R14-EVID-005-02	R14-EVID-005-02	R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460	COMP-SRC-024	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	1692f054f52f0ea7b3234c8753f7178d3058f17e280082270a42650aa5d49eaf
R16B-R16A-EVIDENCE-ALIAS:b4ff56e92750c1facd1f121e514bd59beacae48ed14af821a1d66464ced10f7d	R16A-R14-EVID-017-01	R14-EVID-017-01	R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf	COMP-SRC-006	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	6676dc1ffe51d39dd804c4153c4cce2694162c68723cc40b4a462ea62a3cbfc2
R16B-R16A-EVIDENCE-ALIAS:b8dd2d502b6d2a5ee7097f7949501d29cb8bfdd28623d3e2591da6bac12a2554	R16A-R14-EVID-022-03	R14-EVID-022-03	R16A-PAIR:3d61d7d805faa305a676cbdac54f0ac3a84f596f18cc65a747dfe8623626db2b	COMP-SRC-013	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	57438d30eb1ceb82ffd5d15290be2886e23b94048124d156b7f1c91eab56ee14
R16B-R16A-EVIDENCE-ALIAS:bc3722e54fa1dd74c3d327d2ec3d0b164565db167c062f5cdbbde83126a09155	R16A-R14-EVID-035-01	R14-EVID-035-01	R16A-PAIR:7f28f2a8fb5488929a28fed2a910f651133eb8c89389c1e8b7747a6d0fbf8379	COMP-SRC-006	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	44a1e8c75308c4089706388d5a16cacf26aa198ba8ff88b21bf03ff7bacd14b3
R16B-R16A-EVIDENCE-ALIAS:c43e09de08f5d60b3621f3dabb059f5d633f13b9e00405c327622de675add2cc	R16A-R14-EVID-018-01	R14-EVID-018-01	R16A-PAIR:0c8c2331a9ba240c16d983a310a9cb7e83f44710cb57828cca8860aaf7799937	R14-ARC-002	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	176651f4c65b78852c3236f22a7e8ef55391feffe84cfc2a0878d2346d106d98
R16B-R16A-EVIDENCE-ALIAS:c8755eb5910cff7ab7752b4d4c688a09db82f5b95ebd9ca22bbe5514a47bded6	R16A-R14-EVID-006-01	R14-EVID-006-01	R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5	COMP-SRC-023	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	c0e0470eef8b959679494aa098a7448c7cee00ac325a32008e966797ee3a5b99
R16B-R16A-EVIDENCE-ALIAS:cdc14297d7b23b76c0f360457ca2b230cd42dfca1ff3f878a4d10cccd5b6b1f1	R16A-R14-EVID-028-02	R14-EVID-028-02	R16A-PAIR:80281c11240e2664fdc3d4b0a36d6a76e0cbf2fbdd0fc71753b46528285ae31e	COMP-SRC-023	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	aa0461f63a33add53918c24474ad8ba5b2376bc65709059a7af4769591c50910
R16B-R16A-EVIDENCE-ALIAS:d46e3d36795c5f6f0690672de87b2aeb009af4c4a4dcbadc8280c3de1f0a028b	R16A-R14-EVID-017-02	R14-EVID-017-02	R16A-PAIR:b4f5681b10410d082921b5dfe618fe94f639c10ae3dcb51eb904a4e02db3b9bf	COMP-SRC-007	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	cf64df94f1947e5fb55a992ef1a93c1a33f02cd954453472a516436fde9f73ff
R16B-R16A-EVIDENCE-ALIAS:d6c6401e31deb9cfd37e2ba0052721e003b0098a570f8f0370fd57920a753ae2	R16A-R14-EVID-020-01	R14-EVID-020-01	R16A-PAIR:ddf7068abba0b034d15023b3a2a2a74b3a892cbbd7c38a505f9168dece946905	R14-ARC-001	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	844723a4dc8b5fd9ca5fef0d04098dcc721b6d3a95485788cff04f37a55ead5a
R16B-R16A-EVIDENCE-ALIAS:de727bc2e042ada54a5834bc1e93c4d31d3c792ad154eb253598909bffb62214	R16A-R14-EVID-010-02	R14-EVID-010-02	R16A-PAIR:c36555188472ea5287ed70295a1b85e92e2ba9468fc703d2fe8893de3fc55a1f	COMP-SRC-020	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	5a51f051b71c04c3e48ef6e9e791c17abfd3d78e5f67d6ef6140b33596e9e19e
R16B-R16A-EVIDENCE-ALIAS:ded48d9816e85bc6233a59ec046669ad3f1649e23c7f5f1211453de40ea47c60	R16A-R14-EVID-021-02	R14-EVID-021-02	R16A-PAIR:09108fb32fbc17acaa1205d07d048a5e74371e81f8c5919a24f86af4ddc3d677	COMP-SRC-002	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	2e4d8b339ebce4ee04923bb1d5dc8fd4ab73211426b005d05175712e133b4963
R16B-R16A-EVIDENCE-ALIAS:e1d074c89febacdd467b855817e4121cfc571fd0d49959bded9f1ba9fce38dc4	R16A-R14-EVID-026-02	R14-EVID-026-02	R16A-PAIR:e4dd482b1640cfcb9b444d8f885574701e6114b0ca6a50ff59fc0bf8af5281ed	COMP-SRC-019	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	0e7c2afd207fd7ebfb2782932aea4668d2e3852e3a6a09708285efb60e8acc6f
R16B-R16A-EVIDENCE-ALIAS:e6f4b70f8863ce514bb52364b687f5de91c4bcbc3778d53672b25d5acad12be5	R16A-R14-EVID-005-03	R14-EVID-005-03	R16A-PAIR:db9e8b1d1d7e17983872e3600cd1a3ce5ae7f3c907ae70bdeafcbd0b2c6a0460	COMP-SRC-025	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	516ec4e4114bedee9c714d9349554bf95fc90b797571f784ae9ccabab7b6722d
R16B-R16A-EVIDENCE-ALIAS:e8ae30a02fe9cd91a79dd5b7896e7ba8f5d058815fd80751853fcc0752c23608	R16A-R14-EVID-006-03	R14-EVID-006-03	R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5	COMP-SRC-025	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	33db4478e02af243d438356c6fec86bd8d865e64b64dab110fbf18f862ed496c
R16B-R16A-EVIDENCE-ALIAS:f5829d9d57fd670ac8b5d98cb9b5727d7588f414fbc161c5e7dd84bf67923d81	R16A-R14-EVID-006-02	R14-EVID-006-02	R16A-PAIR:2ea00c84f44e9da21aae78f742f5cf6cba09fee7e94d77ff3420dc07dd64cbb5	COMP-SRC-024	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	bfe044fc846d3c066327b56674504b421c931bacc7dfed89ed166dd60d706997
R16B-R16A-EVIDENCE-ALIAS:f5bc600e84194e659a2e7553e77293b3f3b331b487b3cf514b27fe3e3af5e985	R16A-R14-EVID-019-02	R14-EVID-019-02	R16A-PAIR:2f2ea4ddf1a964b76fab37c87c58dcc09f56dedf86f676fc6d2c6b17d3100ca0	R14-ARC-004	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	58cefa21650c7b1d37cd75b0b19708dbba64c335a9d1ce55e1e70282c55126e9
R16B-R16A-EVIDENCE-ALIAS:fa349ffc5c556842325cd98b3c2b1b0ff5bb470696df09e8ae26233ab3c5bc9d	R16A-R14-EVID-025-01	R14-EVID-025-01	R16A-PAIR:2fb40ef64bcc18fa7dd684c792470cbe5b8a6149ae62e53f69312d9f53f8cad3	COMP-SRC-004	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	457cf9d6b5a86004c65cea6998c16cc13d36de9ebd17b33872aaffdfa646fd9f
R16B-R16A-EVIDENCE-ALIAS:fa3fe0bb38a2db2f57affbc16cb91fb667f317e829a30da43b62a9c36d0640a8	R16A-R14-EVID-001-02	R14-EVID-001-02	R16A-PAIR:9d6b149f9ea2e617d5b45153c18bed1eeff22bd4c979cc8d6767b8c213e4d419	COMP-SRC-002	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	70b82e06e5f88076e8bb5a21d11de398fe0c0bd0c44fafa0db28fd79f4334d49
R16B-R16A-EVIDENCE-ALIAS:fbcc4204178fc517692fac0098220f92ce0fde9904b2cefe7b5fe20c65831ca0	R16A-R14-EVID-013-01	R14-EVID-013-01	R16A-PAIR:4cf124f8588611ba0a2f76bce26ab0b5890dcfcf71d9283888d62d58bcdb974a	COMP-SRC-013	13	"[""evidence_channel"",""source_id"",""source_kind"",""creator"",""year"",""title"",""locator"",""stable_url"",""doi"",""domain_alignment"",""association_context"",""source_metadata_verified"",""evidence_verified""]"	true	STRIP_R16A_PREFIX_AND_COMPARE_13_COMMON_FIELDS	0	663b13c2773aca4ab05a9fd7b5d2a9db4b37f651731178991cfa0c8b4846d47c
