trigger_occurrence_id	trigger_id	trigger_class	input_surface_id	source_path	input_record_refs_json	locator	content_hashes_json	raw_participant_labels_json	raw_participant_sense_ids_json	participant_sense_ids_json	participant_set_key	scope_hypothesis_id	polarity	emission_kind	candidate_id	incidental_or_excluded_labels_json	notes	selector_version	occurrence_sha256
R16B-TRIGGER-OCC:756576c1436cbd1430355909b0e718756454cfaabf9ed06750ba4a48115d060a	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-AAFBB9C4518A72E53307""]"		"[""e9ba47b78852a848d1899ecad76c2e05c0b91d4cc39f1adfd729bb5fec0bb09d""]"	"[""trade"",""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	R16B-SCOPE-HYP:97ce2a818aad33fac4039fb560d3bc6a683a0572313b6c5b461a4b6e146a7a4b	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:89817e7a449f1cc7b574fb1b89c9541f765e52825c5cb62bf0a2bb833e8f970a	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	35fdb85bc24240172094aa44c302b406da6cf0aa8f476d27d9dae4b1ccf8ad56
R16B-TRIGGER-OCC:75be54720c8efb1022921041c0759d89ba3137d7b8e77c1fc50546b3129845ac	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-254228D29DBA691F537C""]"		"[""46c5896d504954cbd21fd3d4a5e422761ef565abc3a17751bd8932232d020858""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:9adb479deb9f7ddaaae0f92f22a9e8c2b2d78d3ee871e72137cd3eaa9ae64cd6	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	5408d9c20d2dde061161d90048cd0ee8cf6e7ce5afa770e0d533bc11713ccb37
R16B-TRIGGER-OCC:76c4d299645348d6f0c7b07642f277daef1d18a282c0e662bfc23e6ae2b8ac46	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-F977A00A83E2973B80F7""]"		"[""46deed5c98fe35de83d67478c9b684fb02b55059ddc4e093214abf2511daafc6""]"	"[""adaptation"",""cultural negotiation"",""rejection""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	R16B-SCOPE-HYP:b798e091fb9c3af24de74ff4a628acf162288e0c7990586cb6b598317369ff53	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	d6a305debe14481270157c261312b85cff0599da4fac6aa8e57681cdb05a851d
R16B-TRIGGER-OCC:78d03ab72e8a3e8eaa8337b4a1661712d144119c8c547f942d2be159874a6b85	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-3AD169873D3AE05BF688""]"		"[""62728d4819be5011f2d06853bc515b36d1fd81d597acd06667cc245315647e6c""]"	"[""adaptation"",""cultural negotiation"",""rejection""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	R16B-SCOPE-HYP:bac1365a213e357b2957c19d23fa3e3a3702e8da765ad1ab1cc6d6a6a7e3a77e	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	3828c53cfba803dd5116e9e09228a1177e96103833d5e96ecf901ef76f86431b
R16B-TRIGGER-OCC:78d3f9c3bb15d21cce0380a00447d2ca01a2ee535f21b0d914566b616ce5a952	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-3DEA2876DDC4F4C2F03B""]"		"[""2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616""]"	"[""adaptation"",""cultural negotiation"",""rejection""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	R16B-SCOPE-HYP:3f262e50d0fb6053f585e6ae5338f47d32b2e171a4e0a3ef9990af2f045df2a1	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	7059a556ecd85ffcbefe422f73c86d1d9fac83ca62976b6aff1fa2e8cfb99600
R16B-TRIGGER-OCC:7a62f702617a7cdf74118948758fc77cbe32089aa15a4940af452b23c724d396	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-E702F8142D006CA9FAFD""]"		"[""2d53286ed659eacc1ea0a2b771933697db05b3c812e6a88432101343c91e8ef7""]"	"[""trade"",""design diplomacy"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	R16B-SCOPE-HYP:0a520da90adca3c9ec0b7706d48613ee7830efd31958ad632d06a617f047eec7	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	4cc9b664d4c6f2c261ef236557ae487c45252bb49246b34f5268303580c0ac2b
R16B-TRIGGER-OCC:7ae5b18ed4ea465c930c46b9c65ef08cbdb6d7ed646abcb8f2090b60abc4a7ed	TRG-002	ROUND13_DIRECT_POSITIVE_FIELD_PASSAGE	R16B-LOCAL-SURF-R13-EVIDENCE	docs/research/trace-v49-exploration-composition-review-round1/04_COMPOSITION_EVIDENCE_REGISTRY.tsv	"[""COMP-EVID-014""]"	p.354; Contact Zone section	"[""c53d904a93326b8b49f78b0e11f4896d3a09238fc5197df3c149fb9d5cc546e8""]"	"[""cultural negotiation"",""adaptation"",""rejection""]"	"[""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	R16B-SCOPE-HYP:872168e558daef2e718bb8d7e24ce8b0abc7084442bb4bd663c8148feb886f96	LOCATOR_BEARING_REVIEW_REQUIRED	DIRECT_PASSAGE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	[]	Exact positive participant fields trigger whole-group review; the prior row did not decide higher-order support.	trace-round16b-local-candidate-selector-v1	ab428184606e12e92c110bff8b6c0a871b75c72306a4d02e2280bdcf2583b68b
R16B-TRIGGER-OCC:7ae8b2eb8dd1ac0f10ec3aeb3f65ee97c07c3859c156ca199db570298953bb89	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-A4D63743BF118A6B5EEB""]"		"[""30dfafdd337553210aa8fdc7102701ff5ee6195ead03d678cd6443a9df96ca7f""]"	"[""trade"",""design diplomacy"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	R16B-SCOPE-HYP:574bf5fe9385dc96d3affdb6c2aa9c5fa5b1e9d051d94ca209a8f77bcfc26c43	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	8a42fd2173524e9d748e0bfa21f3a284bdb7734816d5fbc191545ea0f4de819c
R16B-TRIGGER-OCC:7b0c06180c3ba6718a078e0251c77a5f4189f32ea76819440c96f9a7f80f3de4	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-1ED3A4B1C37BA32AA5E1""]"		"[""2b3b8d7c5af03b42652bbbaa4fc47fe1c2f88e4408a9f030bfd11d1a1cbf1616""]"	"[""adaptation"",""cultural negotiation"",""rejection""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	"[""R16B-SENSE:698710ef66f0d551cde028b8e54bdbf6051b96902a736be6b9ab45d1ad91f848"",""R16B-SENSE:9415fd18554090ac9dd2dfc28a1ec541d67a94b8421b1cefafa578a03302257d"",""R16B-SENSE:9c499c8b62d5222b0be4049597c613d82925ede87bf34656671a6b1e4e491bc3""]"	83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	R16B-SCOPE-HYP:d80c6f29d3d4b013b0478196f116e2b118db604547cfe92b8ebd1ada4317ea20	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:83009b1d124d4635a57866eeffba5e1a1a33e499bd60b30c6346b94ff1a04f8e	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	7acf25d0f23b5c15a30a5ea6208d7bf0f804d06308f4b43dd541da69ca373adb
R16B-TRIGGER-OCC:7b9cb1b860b572ea90efd2dcf6d46434fb5486410b513c898c1dbaacb1c18a1b	TRG-002	ROUND14_ARCHIVE_EXACT_CONTEXT_DUPLICATE	R16B-LOCAL-SURF-R14-PROVENANCE	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	"[""R14-EVID-031-01""]"	Exhibition description	"[""c2a694e37eb3f72e82337d4ba4a69c185457be7edabdf08111f365cf92734ed6""]"	"[""exhibition"",""photography"",""typography""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a""]"	00244f87a89799f75a57307b7eecd35f40bd1f74c99f8e31f4c23fa56855c27a	R16B-SCOPE-HYP:1b8f58c88e36ed5556c630c533fdc074fd884bac12f15b83e8ef25c0447bdad8	DISCOVERY_ONLY	ARCHIVE_CONTEXT_REVIEW_FAMILY	R16B-LOCAL-FAMILY:00244f87a89799f75a57307b7eecd35f40bd1f74c99f8e31f4c23fa56855c27a	"[""photomontage""]"	Institutional exhibition context is a discovery lead; the archive row does not itself decide a three-concept association.	trace-round16b-local-candidate-selector-v1	69997a84293e4886219ac858b9bc8d925e68a4d4b96150e0225d50b066041c04
R16B-TRIGGER-OCC:7c8cb35ba685083550a9eb9ce22cafd55e772bf984f4d91b121d667b2d15d184	TRG-002	ROUND14_ARCHIVE_EXACT_CONTEXT_DUPLICATE	R16B-LOCAL-SURF-R14-PROVENANCE	docs/audits/v49-exploration-association-calibration-round1/raw/evidence-provenance.tsv	"[""R14-EVID-018-01""]"	Exhibition description	"[""b4820a9c76b4af0292112343b0dec508df8a201e6ffc22ba04fb47fe29dd5e14""]"	"[""exhibition"",""photography"",""typography""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:b25cab95ecf4ca503def2a66d5d89c36131f18c819b00e5c0c06737222baf067"",""R16B-SENSE:fd509f4a9f5aea51e88d869076b1534b55b173e8fd71bf4eb97c1c907a76859a""]"	00244f87a89799f75a57307b7eecd35f40bd1f74c99f8e31f4c23fa56855c27a	R16B-SCOPE-HYP:fde486034585f2aac7bb3f7dcd460e60d9f5c9192f644b522347d5ef19424135	DISCOVERY_ONLY	ARCHIVE_CONTEXT_REVIEW_FAMILY	R16B-LOCAL-FAMILY:00244f87a89799f75a57307b7eecd35f40bd1f74c99f8e31f4c23fa56855c27a	"[""photomontage""]"	Institutional exhibition context is a discovery lead; the archive row does not itself decide a three-concept association.	trace-round16b-local-candidate-selector-v1	4531561961358639aa7b80af9900e7ba04420cdc898cb266e44db56b9dee1b92
R16B-TRIGGER-OCC:7d3f95aedb7a15e34dc59499adabe55dd3069cc9fc2f55c9c5457a5056f5bb40	TRG-004	ROUND15_COMPOSITION_FIXTURE	R16B-LOCAL-SURF-R15-FIXTURES	scripts/trace-v49-exploration-composition-engine/fixtures/composition-fixtures-v1.json	"[""R15-COMP-005""]"		"[""bb9d189c8172d7284890010e9bb2c6a0a06dfc4ade695b04e7154ed1954af262""]"	"[""gendering"",""commodification"",""design education"",""institutionalization""]"	"[""R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863"",""R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1"",""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb""]"	"[""R16B-SENSE:14bd96e324918cf3d87ed84253055004be79647294bf62a305ccf9a65a46b863"",""R16B-SENSE:6672e4d46dd04d497061cde0fb1319f2795e43fafb72f047ac8a663d5c0dabfb"",""R16B-SENSE:9f5a38a6fb1ca9212921419af18b59d535ee2f944c89ce002dfa6db54090b9c8"",""R16B-SENSE:f1dafc6df9c9a66b0b7c19d34606a2ed638c193dc7047afb8a1f83b3d564ebc1""]"	9ba898462d422755c40d8ef6228e8a7faa6e74dd9b4b0499f82694e8ae4515da	R16B-SCOPE-HYP:83918e28bf78224c497dcc313f3123c7d13393bd425027dcf63ff154fc5ea124	PRIOR_COMPOSITION_RECONCILIATION	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:9ba898462d422755c40d8ef6228e8a7faa6e74dd9b4b0499f82694e8ae4515da	[]	Researcher-authored composition fixture; renderability and fixture admission are not group support.	trace-round16b-local-candidate-selector-v1	6a799a15a5c2f17fd9f44915f098c644433d12532e631cab13236766f26fbe15
R16B-TRIGGER-OCC:7fc3e25d56b7ef117091a95e3bb5f92a73825ef9ea98f7064855b7c8ebf5b46b	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-1676434ADAFD0F3BC199""]"		"[""e02892b8f8833e943c761aff283c866af3d37fdc75e7cfc13fffe994f5ba0754""]"	"[""design diplomacy"",""exhibition"",""propaganda""]"	"[""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:4e14e64610176c44c8a9775fba3a7d484b4eee0fb06ee9553c17675cb7f0b634"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	R16B-SCOPE-HYP:d5213b73dd505f872b4531e720be5dbeb09e54b185aa8ea30bdd429397480a3a	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:23b72032e8165ac9f164a43ac0e1932f2fe4354f1b89f62d67ebe7d497de7af1	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	769f8736d727f0b805b7038e073e10b78f7617f4c98c0b1b4aa92929b4b07af1
R16B-TRIGGER-OCC:80b86e5e1e43dab762e0f18dba1cf27ed919079770cbf571b3df51ff580d6f61	TRG-004	ROUND16A_CONNECTED_SUBGRAPH	R16B-LOCAL-SURF-R16A-SUBGRAPHS	docs/audits/v49-exploration-full-space-closure-round1/raw/canonical-composition-registry-v2.json	"[""R16A-SUBGRAPH-1B3121AC08F0E3129660""]"		"[""1b3121ac08f0e3129660c036358e8ff1e7356b0e2ce0a3d10cea5f4e41cc0480""]"	"[""trade"",""design diplomacy"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	R16B-SCOPE-HYP:47a95e06c27df24dd920baca293be0e132df35bdb6a6fb071de162d3d55926e5	PAIR_CONNECTIVITY_ONLY	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	[]	Connected pair graph is a trigger only; it is not group-level evidence.	trace-round16b-local-candidate-selector-v1	3a5c23b8d6fe562a310b842dc5c2037c1105c8ecfc3db3b65bc5a32a49564ed3
R16B-TRIGGER-OCC:8251af23000f494741606339ef8c4a99cac34a655c476b7f4acbaee97f8e2290	TRG-004	ROUND16A_PRODUCTION_COMPOSITION	R16B-LOCAL-SURF-R16A-PRODUCTION	frontend/generated/trace-exploration-v2/production-read-model.json	"[""R16A-PCOMP-E176E44A6D418733CD45""]"		"[""3bb31598d844265bbb494ad432cdc02fed1533116360d09de628649b9a0d30ae""]"	"[""trade"",""design diplomacy"",""propaganda""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d""]"	"[""R16B-SENSE:f0e28e13851d04c13b701f53d9b3911cb50fc572cc6203c64527804f0b37e909"",""R16B-SENSE:f26224717160ca63c45ca85fe7c23e1469baa3e10672a68beafb13d195d0915d"",""R16B-SENSE:fa3369a6eb4bebe96ee289987f963e539b8da9c27ea0f454e8a24b6bddf9306f""]"	af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	R16B-SCOPE-HYP:13da6b35402d035b58e5723a5bc5469c4b798e6ee6272424d07b91c5f810250e	PRODUCT_RECONCILIATION_REQUIRED	PRIOR_STRUCTURE_REVIEW_FAMILY	R16B-LOCAL-FAMILY:af25d1d4c93f79886769d53d071805bd5b6726130b153e4484121321d1122e3a	[]	Product-visible v2 composition requires group-level evidence and global-coherence reconciliation.	trace-round16b-local-candidate-selector-v1	1ec1f0ee6781ea8359ba67652c1b4cc92e72afdb231e01e03908c0c46829e4fb
