event_id	timestamp_utc	phase	event_class	observed_condition	corrective_action	verification_status	disposition
R16B-CP011-DIAG-050	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-RECEIPT	UNSUPPORTED_SAME_FILE_DELETE_ADD_PATCH	An attempted one-patch delete-and-add replacement of the canonical receipt targeted the same path twice, which apply_patch rejects; no receipt bytes changed.	Replace only the old receipt body with one Update File hunk, preserve the 2315/2316 receipt under an explicit superseded filename, and repin the pending receipt hash.	PASS_PENDING_RECEIPT_AND_SUPERSEDED_ARTIFACT_PRESERVED	PRESERVED_FROM_TOOL_FAILURE
R16B-CP011-DIAG-051	2026-08-28T15:37:56Z	CHECKPOINT-011-DATABASE-CONCURRENCY	PRIMITIVE_ONLY_RACE_DRAFT_INSUFFICIENT	The first static runner draft contended two direct calls to acquire_aggregate_membership_lock on nonexistent IDs and changed only labels; it did not execute actual child/seal triggers or prove post-race aggregate state.	Supersede the draft before execution; clone each clean replay database into one allowlisted disposable race database; run real child-first and seal-first INSERT schedules with a deterministic lock barrier, retries, content invariants, exact SQLSTATEs, persistent per-session logs/checksums, and forced disposal.	PASS_REAL_TRIGGER_RACE_EXECUTION_2317_2318;DISPOSABLE_DATABASES_DROPPED	PRESERVED_AND_SUPERSEDED_BEFORE_EXECUTION
R16B-CP011-DIAG-052	2026-08-28T15:42:00Z	CHECKPOINT-011-DATABASE-ENVIRONMENT	SANDBOX_UNIX_SOCKET_VISIBILITY_FAILURE	Two governed pg_isready attempts from the restricted sandbox exited 2 and reported no response for /private/tmp:55439 even though the recovered foreground PostgreSQL session was running.	Preserve both false-negative readiness commands; repeat the identical socket/port probe with approved host access; proceed only after PostgreSQL 16.13 reports accepting connections, without starting another cluster.	PASS_ELEVATED_READINESS_RETRY2_SESSION_30438	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-053	2026-08-28T15:43:00Z	CHECKPOINT-011-DATABASE-REPLAY	PLPGSQL_COMPOSITE_MULTI_TARGET_INTO_FAILURE	The first final 2317 replay stopped while compiling association_revision_identity_sha because PostgreSQL does not permit a record variable to participate in a multiple-item INTO target list; 2318 remained pristine and unreplayed.	Preserve command 1787931592680-cp011-v50-replay-2317-final; select the association composite and scope_id in two strict statements; repin the function hash and recreate only the partially replayed 2317 database with the exact schema owner before retry.	PASS_CORRECTION2_REPLAY_2317_AND_INDEPENDENT_REPLAY_2318	PRESERVED_FAILED_DATABASE_NOT_REUSED
R16B-CP011-DIAG-054	2026-08-28T15:45:00Z	CHECKPOINT-011-DATABASE-REPLAY	PLPGSQL_FINAL_DISPOSITION_PARENTHESIS_FAILURE	The first correction replay of recreated 2317 compiled the identity helper, then stopped at functions/020 line 1068 because the coherent-composite synthesis failure branch left its outer boolean group unclosed; 2318 remained pristine.	Preserve command 1787931711992-cp011-v50-replay-2317-final-correction1; split the large equivalent OR expression into scalar/evidence, composite-synthesis, and direct-synthesis IF blocks with the same failure code; repin the function hash and recreate only partial 2317 before a new replay.	PASS_REFACTORED_EXPRESSION_REPLAYED_AND_TESTED_2317_2318	PRESERVED_FAILED_DATABASE_NOT_REUSED
R16B-CP011-DIAG-055	2026-08-28T15:50:51Z	CHECKPOINT-011-DATABASE-RECEIPT	POSTGRESQL_VERSION_PACKAGING_SUFFIX_PARSER_MISMATCH	The final governed replay logs recorded the exact PostgreSQL server version as 16.13 (Homebrew), while the evidence verifier required the replay marker to end immediately after a numeric 16.x version and therefore could not validate the truthful output.	Preserve the replay outputs; permit one bounded parenthesized packaging suffix in the replay-marker parser while capturing and requiring the numeric PostgreSQL 16 version consistently across both replays and the receipt; repin the verifier hash.	PASS_FINAL_VERIFIER_2317_2318_RECEIPT_AND_MANIFEST	PRESERVED_AND_CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-056	2026-08-28T15:50:51Z	CHECKPOINT-011-DATABASE-RECEIPT	REPEATED_UNSUPPORTED_SAME_FILE_DELETE_ADD_PATCH	A final receipt replacement briefly repeated the already documented apply_patch limitation by targeting one path with Delete File and Add File in the same patch; verification rejected the patch before any bytes changed.	Use one Update File hunk against the exact pending receipt body; validate JSON; compute the resulting receipt SHA-256; repin both manifest receipt references.	PASS_FINAL_RECEIPT_UPDATED_NO_PARTIAL_WRITE	PRESERVED_FROM_TOOL_FAILURE
R16B-CP011-DIAG-057	2026-08-28T15:59:44Z	CHECKPOINT-011-RUNTIME-FINAL-AUDIT	NORMATIVE_BINDING_ROUTE_AND_WORKFLOW_SELECTION_GAPS	The final read-only audit found self-consistent artifact rebound risk, incomplete state/workflow/export hash and ID distinctions, participant-scope divergence exposure, list-only routes for most first-class objects, inferred transition membership, incomplete interaction fact-boundary adversaries, and asserted rather than derived capability metrics.	Pin the frozen read model, manifest, and checksum ledger independently; reconstruct every normative projected hash and derived identifier; enforce participant scope equality; expose exact active/control item routes for all twelve collections; bind explicit workflow transition_ids without exclusive membership; add exact-key and adversarial probes; derive pending-review and implicit-projection counts.	PASS_TS_408_CHECKS_INDEPENDENT_V3_84_REJECTIONS_HTTP_1168_CASES_BUILD_AND_TYPECHECK	CORRECTED_BEFORE_CHECKPOINT_COMMIT
R16B-CP011-DIAG-058	2026-08-28T15:59:44Z	CHECKPOINT-011-RUNTIME-COMMAND-INTERFACE	LOCAL_VERIFICATION_COMMAND_SELECTION_FAILURES	Three intermediate local invocations used nonexistent npm script names test:trace-exploration-v3 and typecheck or ran the repository-relative independent verifier from the frontend working directory; each failed before exercising or changing governed artifacts.	Resolve the exact package scripts and repository root; rerun npm run test:exploration-api-v3, npm run typecheck:runtime, and the independent verifier from the repository root; retain the failures as diagnostic evidence.	PASS_CORRECTED_COMMANDS_TS_408_TYPECHECK_INDEPENDENT_84	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-059	2026-08-28T15:59:44Z	CHECKPOINT-011-RUNTIME-BUILD	SANDBOX_GOOGLE_FONT_DNS_FAILURE	The first final production build compiled from the restricted sandbox but failed while resolving fonts.googleapis.com for IBM Plex Sans and IBM Plex Mono.	Preserve the failed build output; repeat the identical npm production build with approved network access; require compilation, type validation, static generation, and build-trace completion.	PASS_APPROVED_NETWORK_PRODUCTION_BUILD	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-060	2026-08-28T15:59:44Z	CHECKPOINT-011-RUNTIME-PRODUCTION-HTTP	SANDBOX_LOOPBACK_BIND_DENIAL	The first fresh final production HTTP run wrote correction2 failure receipts and stopped before server launch because the restricted sandbox denied binding task-owned loopback port 59441 with Operation not permitted.	Preserve correction2 unchanged; rerun the finalized verifier with approved loopback access on unused port 59443 into fresh correction3; require exact route parity, load, memory, export replay, and clean process-group termination.	PASS_CORRECTION3_HTTP_1168_OF_1168_FUNCTIONAL_160_CONCURRENCY_500_SUSTAINED_500_PEAK_RSS_236142592	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-061	2026-08-28T16:09:18Z	CHECKPOINT-011-ROOT-INTEGRATION	REPEATED_WORKTREE_PATH_TYPO	Two read-only inspection invocations targeted a nonexistent worktree path with a hyphen between association and closure instead of the governed underscore-bearing worktree path; process creation was rejected before either command ran or changed any artifact.	Preserve the tool failures in this diagnostic row; use the exact isolated worktree path /private/tmp/graphic_design_archive_v49_exploration_higher_order_association_closure_round16b and repeat only the intended read-only inspection.	PASS_CORRECTED_EXACT_WORKTREE_PATH_NO_PARTIAL_EXECUTION	PRESERVED_FROM_TOOL_FAILURE
R16B-CP011-DIAG-062	2026-08-28T16:10:21Z	CHECKPOINT-011-REPOSITORY-HYGIENE	PRESTAGING_ACTIVE_SCRIPT_ALLOWLIST_MISMATCH	A read-only hygiene preflight ran before the three new runtime verification scripts were added to the Git index; the allowlist already declared all three, but the tracked-script oracle correctly reported them as unexpected while they remained untracked.	Preserve the preflight failure; complete artifact review, add the exact checkpoint files to the index, and rerun the canonical hygiene gate so the allowlist is compared with the intended staged checkpoint tree.	PASS_FINAL_STAGED_HYGIENE_6363_TRACKED_ZERO_VIOLATIONS	PRESERVED_EXPECTED_PREFLIGHT_FAILURE_AND_CORRECTED
R16B-CP011-DIAG-063	2026-08-28T16:15:48Z	CHECKPOINT-011-GIT-INDEX	SANDBOX_WORKTREE_INDEX_LOCK_DENIAL	The first exact-path staging command could not create the linked-worktree index.lock beneath the main repository Git metadata because that Git directory is read-only inside the restricted sandbox; no index update occurred.	Preserve the failure and repeat the same reviewed exact-path staging operation with approved Git index access; do not broaden the staged path set.	PASS_ESCALATED_EXACT_PATH_STAGING	PRESERVED_AND_CORRECTED
R16B-CP011-DIAG-064	2026-08-28T16:15:48Z	CHECKPOINT-011-STAGED-DIFF	VERBATIM_TRANSCRIPT_AND_EMPTY_FINAL_TSV_FIELD_WHITESPACE	The first staged diff check reported whitespace in verbatim command transcripts and in production HTTP TSV rows whose required empty final error field is encoded by a trailing delimiter; changing those evidence bytes would invalidate their recorded hashes and column shape.	Declare bounded Git whitespace exceptions for Round 16B command stdout/stderr transcripts and Checkpoint 011 HTTP case ledgers only; retain all evidence bytes and rerun the staged diff check.	PASS_BOUNDED_ATTRIBUTES_AND_STAGED_DIFF_CHECK	PRESERVED_EVIDENCE_BYTES_AND_CORRECTED
R16B-CP011-DIAG-065	2026-08-28T16:22:50Z	CHECKPOINT-011-LARGE-FILE-PREFLIGHT	NONEXISTENT_BLOB_POLICY_SCRIPT_PATH	A direct read-only help probe used scripts/repository/verify_new_blob_policy.py, but the governed verifier is located at scripts/trace_round16b/verify_new_blob_policy.py; Python exited 2 before any repository artifact changed.	Resolve the script with the active-script allowlist and repository search; run the governed verifier through run_logged.py with the exact large-file policy and attributes as inputs.	PASS_CORRECTED_VERIFIER_MAXIMUM_NEW_BLOB_14913499_ZERO_FAILURES	PRESERVED_FROM_TOOL_FAILURE
R16B-CP011-DIAG-066	2026-08-28T16:22:50Z	CHECKPOINT-011-EXECUTION-SEAL	STALE_LATEST_WRITER_HASHES_AFTER_ADDITIVE_CORRECTIONS	The first direct execution-log seal reconstructed all 351 command pairs but correctly failed ten latest-writer checks for artifacts changed or removed by later additive corrections, builds, database shutdown, and checkpoint integration.	Preserve the failed seal receipt; append one governed no-op refresh event binding the current values or explicit MISSING state of all ten stale paths plus the current diagnostic ledger, then rerun the independent seal directly to avoid a self-referential incomplete event pair.	PASS_FINAL_SEAL_352_COMMANDS_704_EVENTS_ZERO_FAILURES	PRESERVED_EXPECTED_FIRST_SEAL_FAILURE_AND_CORRECTED
