shard_id	prefix_start	prefix_end	path	record_count	first_transition_id	last_transition_id	sorted_transition_id_set_sha256	output_bytes	output_sha256	lfs_required	source_file_sha256	record_sha256
R16B-R16A-TRANSITION-SHARD-40	a0	a3	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-a0-a3-v1.tsv	11764	R16A-TRANSITION-A0002C87E6266CEA98B72919	R16A-TRANSITION-A3FFD45051BAB86422BC691A	1cd9314d91d5d05992e2ad9bda44a4b87f5624a71b1a72e065d81b76a2495a44	11828360	b892c9b66f574dba0c9b379941afa0ac82dd36c363caef0fdf83b9abb5183a31	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	f056ad51891f85c7a1fa062b8fd3ef606986e3e3c528e196ca55af707c9a38b0
R16B-R16A-TRANSITION-SHARD-41	a4	a7	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-a4-a7-v1.tsv	11611	R16A-TRANSITION-A40000D78B5486B4A3392A53	R16A-TRANSITION-A7FFEE3C6CBF17B31302092F	204616e56b09ea2dc5d2f14db37e666db24cf9de2531e7ad1f0cb8367f49eb3b	11676881	cf628f8fb8b60f53e6bbc1d1d15d25828ddfb95ea893a28c401eb18814b5c4c3	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	cddc7a4822ff20c06a678d1b69f24cc405572f023e540435b30d487540a79209
R16B-R16A-TRANSITION-SHARD-42	a8	ab	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-a8-ab-v1.tsv	11744	R16A-TRANSITION-A8000FF4BA9DF455A2FC0A98	R16A-TRANSITION-ABFFD42409C9C06FFEE47ADD	e4404d2526fabe5a629030d2e1dd384ce3a77fcb61f8aeedc66f2a198a95290c	11809487	edbf708d240cc825011a78e0c05bc84fd8df5a935e6a2eb12ed37d9ce64c93c8	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	a766fbc8803931dec9878a7c11d06f839e177294fc7781d00657c5e54728ec1d
R16B-R16A-TRANSITION-SHARD-43	ac	af	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-ac-af-v1.tsv	11882	R16A-TRANSITION-AC009820D6AF05113FF6F64D	R16A-TRANSITION-AFFFFEB9594ED1F51ECE4365	9212f76a68f61e8d9a757dd5bf122348f551e919903c11274e7b04e0d4bd0488	11948206	d6a3f3b395b035e3ed55a6562c89aa8e86570e009a73a1be824d93e779a1fde3	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	d60884b6d97e45cc5fcf5840237a06d7fd168ec0de3c60de562d201b9520ccc2
R16B-R16A-TRANSITION-SHARD-44	b0	b3	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-b0-b3-v1.tsv	11786	R16A-TRANSITION-B000005789E3B35CC2129DC8	R16A-TRANSITION-B3FFF01AA92C3AD74FF2166C	2d43f765f26230fa638197a48b5b09c796cc99b285dce0f1f323f2e52f0c5668	11850158	abb7cc84d61d9e726ff5248756086071f049e986a31d079be4133b80422cbc51	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	8d34e2e148110ec42536d824bbaacde8282d0c43705ca4b4ad343fe61d3ef9eb
R16B-R16A-TRANSITION-SHARD-45	b4	b7	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-b4-b7-v1.tsv	11838	R16A-TRANSITION-B4002E776EAADF836DC39819	R16A-TRANSITION-B7FFEE25CF27E4FC36A452DB	eca3fd40acad51837ac167f44a62e1241f8c7e65d52c1213c38f0eb3a07b2281	11903788	e532a9e12e58e8ef869cd9e7554133e4fa19849e80952f4897d4e3963cb59b9d	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	be7f1a46f69bbca56558e427d1b16beec13613787559cd386c5c00e35d546351
R16B-R16A-TRANSITION-SHARD-46	b8	bb	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-b8-bb-v1.tsv	11667	R16A-TRANSITION-B80009CDC13C312D2253DF85	R16A-TRANSITION-BBFFF1594274419982B959F8	38146bc989b429aa2b759daef8d049177799da1ffda2b34d253310ebcbe0626e	11730398	7b252cc88d94143dc0eb3db2702b502b41cde2fbd0950a6262d312d0e3aa5362	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	1753a8509c3ce2bdd4525318107f77ba7f717b23ec5105f033c148d949c17049
R16B-R16A-TRANSITION-SHARD-47	bc	bf	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-bc-bf-v1.tsv	11637	R16A-TRANSITION-BC000512073EFEE6D6ADD43B	R16A-TRANSITION-BFFFFCA1E3D882E7238BA86A	ebc741c3e3411cbcd2439ed61b60406b1c1dee14806d3df911d3f706f3a4f72d	11698810	2d11df7f6b42559ae7339d23d89d3fc1c028eeed0a8e58b33c2b53d21059c31b	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	b3ad38e6c87bf6d8dcc524b43621fdbb19f63eb2dd0a2f3953bef774cf99c969
R16B-R16A-TRANSITION-SHARD-48	c0	c3	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-c0-c3-v1.tsv	11842	R16A-TRANSITION-C0003A11A2EA5C124B794EAE	R16A-TRANSITION-C3FFD92215EE6238C0EF152D	41e2cb3e63d027d322ea5f32e9be1fa462fc4e2c6c8a9950f388d2bd3946a317	11906463	ce2589611e618321be45f3fb6810632f53e6a481ff2708e35d7697d3e6aa11dc	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	92d375cc08ea4992d596d20c8992262179b1867a21ebc615483cb9dc106766af
R16B-R16A-TRANSITION-SHARD-49	c4	c7	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-c4-c7-v1.tsv	11851	R16A-TRANSITION-C4000486E3797740C29DC207	R16A-TRANSITION-C7FFE489F25D022A33909F04	4c438b391899a178cd9e4feac013f4acd24555905a1daf81a1dc6635bdec76f5	11916644	684f56067fd0cfb152a7b64c6869bc02913fe9bf7096ee7b55459eb2d1299d6f	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	b52e983d4ba82910b64556a9d14ec42c6e2c3b1b990f9ec533fd3646743fc0d2
R16B-R16A-TRANSITION-SHARD-50	c8	cb	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-c8-cb-v1.tsv	11787	R16A-TRANSITION-C8000AEFC6919269078A3D9D	R16A-TRANSITION-CBFFE1D561041C88204F17EA	e0096d84ab6ad369072c4723995835e35e665f0ae547fd38e3c5fbe878237306	11849657	e2278da0dc1368e348360dfda9cca2452f41b7d63b11e86c82b1196230cd68de	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	dc7bb5ba9e4bdad081773e4e64530f9c932e0f2ee83ec927db00ef19a96e0702
R16B-R16A-TRANSITION-SHARD-51	cc	cf	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-cc-cf-v1.tsv	11697	R16A-TRANSITION-CC001478C74E6AF4AAE4C215	R16A-TRANSITION-CFFFF8D53C4DB86E5DBF660F	0492384b10fad7782361025cd3190f61770b8ea84ee658846d940479f14e50b1	11761180	2e8562c07c109983c907bafe7501b7b36ddcf73df52b44c905ac7ffb3462e696	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	ee80288067efebf11f6f2441ce4667392d9e54e31929d1c3cd6da081faecbc2a
R16B-R16A-TRANSITION-SHARD-52	d0	d3	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-d0-d3-v1.tsv	11744	R16A-TRANSITION-D000321F489C51BEA6B1728B	R16A-TRANSITION-D3FFD9DCDAE3B0CE5EC47DFA	771dc8b35d57c41faa1bffc45bea740ccdae9d3a5b466ebdaf1c496201288922	11808122	981730498353e2c3799a03f34c35bc778f236dfee5ff61be15b8fd794d1de3d8	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	0d88e3c9946a73da5cf2001e43ab4609fb664e59991e2cba39494e424b0c6d29
R16B-R16A-TRANSITION-SHARD-53	d4	d7	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-d4-d7-v1.tsv	11760	R16A-TRANSITION-D400413C2D9C9EF769B199E3	R16A-TRANSITION-D7FFFD0759F69AC96E796BFC	271267cc1d44d63345f5509df275133d3dbabc16876e36016a8bceba77b681c2	11824037	dfa86148054883f0211230eec62ca719ad57989758300471e69c0b8f6407e300	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	065c946c2e12bf5744bfb36c86a805e3991bad2444969ee75f899b96f721b0ba
R16B-R16A-TRANSITION-SHARD-54	d8	db	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-d8-db-v1.tsv	11598	R16A-TRANSITION-D80007F69EB528B195A7BBE6	R16A-TRANSITION-DBFFF23374A17AA14F401841	af9856a0ee162c15886e436142450308bdd6f0fda26bc340ea52c72b0eae4a1d	11658880	db580c7f38f6222f7cf8f2a50f7f2734835b57a9f571810388f242507ad779a1	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	91ba2376a74d90a47535d8f962aa1fb15cb931e6cb0b35dc200fd4ce09a72960
R16B-R16A-TRANSITION-SHARD-55	dc	df	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-dc-df-v1.tsv	11676	R16A-TRANSITION-DC0063B9F64D332DC41F78FB	R16A-TRANSITION-DFFFFE8DE9F0015496BCF79F	e5bf379de0157b8c615075363978cb99bd7d42be066463fba01f06f7eca0d813	11741101	b2a292b1dd974fc8284a229e7a9c2e1247a8b3a4382f52972cdd8e321ba29073	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	e3d24509c9a4f2c2c2cf962806bea789efcdfc633481fe44c5ada6be3eb7b4cc
R16B-R16A-TRANSITION-SHARD-56	e0	e3	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-e0-e3-v1.tsv	11568	R16A-TRANSITION-E0001F50DD8B4304CC3ABCF3	R16A-TRANSITION-E3FFCE5E4F7B1AEEA635542E	135ea4e67b52a0a7d8fb2c80cbc97676ed23547d3a6dca185463de2c1b02d471	11630991	1148df28805c70357048e9c3464efe56065e4799e47a9a2d74e1558421990962	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	40fcfd650a14941e4942ef5885b2c8c67627e7615a8107f7d1f572a2afab9929
R16B-R16A-TRANSITION-SHARD-57	e4	e7	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-e4-e7-v1.tsv	11810	R16A-TRANSITION-E4001CA5266ED82D66F666EC	R16A-TRANSITION-E7FFFAD865B43DC3B3B5215F	df18d61590973bd323d7491da288b711a0f5fe872a9d14a6e4f50282fb056e18	11875259	19fbbb78d2308ed4dff7be0f8f0f86e67318a3930ecf9840e1501731199d6056	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	3e1b5f3811b7748148abe8bd5515afa96e4c1b009849d0f058cdc97108e47c51
R16B-R16A-TRANSITION-SHARD-58	e8	eb	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-e8-eb-v1.tsv	11844	R16A-TRANSITION-E80001D1EC879549EE826526	R16A-TRANSITION-EBFFF6220B0271785F6D857B	11afefafbf8fc36f6d40aef959705e1bb711f20e2be4696e6b5f8257c9fde69b	11907569	94f0fbc6edbd41ef0fff68ba2462ef63c33d308ed3fbda7c6e652000c7d05141	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	5752764de9032e52aee710944327416c9894ea03af843c69f5a9da5839dd8ed0
R16B-R16A-TRANSITION-SHARD-59	ec	ef	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-ec-ef-v1.tsv	11838	R16A-TRANSITION-EC00087D6658058439C35D4F	R16A-TRANSITION-EFFF9D66ECF3F044181184F6	958c48906548a8f9bf6f2445ff9812a4dbb5f2b3facbf561b70a0fec7b392648	11902719	1ce61573171cf597a181787d4eb970cd682a9b605d04301b1c50ab7b29d2a631	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	79ae983daa91d14b67bb5c7fbabe1660ce427e174706fc47f19e000a6601d7fe
R16B-R16A-TRANSITION-SHARD-60	f0	f3	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-f0-f3-v1.tsv	11596	R16A-TRANSITION-F00001D64EBE97B25ED16B78	R16A-TRANSITION-F3FFF93356DA362B74ADBD97	21176b05c32a18734f70bf490f8fa73096ae891d1010b8e2d7b2fdd0e73988d5	11660013	cd85c6161fcd7b1398a40806cadc521a86051c429a3585873c5ce9f457e4ff26	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	522187a46f0b69c8ce39c5184b5ace6358708cea74332f1d537694e6fff0a558
R16B-R16A-TRANSITION-SHARD-61	f4	f7	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-f4-f7-v1.tsv	11613	R16A-TRANSITION-F40001F64752F568150C1725	R16A-TRANSITION-F7FFDA7092CB44D42A31ABAC	4307619baae5cfc1eefa601f1547e93e71cd0e7664fe1701ce0e3b8ff60c52ca	11677358	14aa5b66b780bbfca56bfd68e608a47dfd793c852c2da512fe367f4cf9721464	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	6989c4c29c2af708008b26a5a8a2e9231520626be3fe9e21f371c0abae306a9b
R16B-R16A-TRANSITION-SHARD-62	f8	fb	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-f8-fb-v1.tsv	11803	R16A-TRANSITION-F8001E27370E9E47B1AF882F	R16A-TRANSITION-FBFFCDE7D5572F22495A1374	e3c48088dae8e8e26a2d630f55f0eb3f78656f16d57885bff15462154cb74fc3	11867845	e0fe8fc7dd9b6178d6d815c80d861842ad8d92fa696f3b19b8a619de142a5fe8	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	1998cd395a28697f489ffece024521446513b52ee7b17f011177fdbed0e988f7
R16B-R16A-TRANSITION-SHARD-63	fc	ff	docs/audits/v49-exploration-higher-order-association-closure-round16b/raw/large/round16a-transition-reconciliation-v1/round16a-transition-reconciliation-fc-ff-v1.tsv	11826	R16A-TRANSITION-FC0012DB93E3749D4561B6BB	R16A-TRANSITION-FFFFFDC3B7EE5DC04042CE68	95a54655ef9e1f051ba22f49f49d5a7ccacfa0795b58896daf25fd715add5b1d	11892337	38f97cd48226dcff98353b34fabc7ed68744c1ad5f2ececb595a4719019cdaf2	true	3a58b52f3c95fbc33ad992481ff55485b9a566418adc15daa1a39f86e9dd96a0	f8f9c9915fab48689ed8dfd4711e9750e0879edeec1763ed7bb79f848f6413cc
