control_record_id	surface_id	source_path	source_record_ref	source_record_locator	selector_rule	record_class	emission_decision	net_trigger_occurrence_count	alias_or_blocker_ref	authority_dependency	notes	source_record_sha256	record_sha256
R16B-DEFERRED-CONTROL:0a0fbf3147ac43cf872cdd36624df1c1bb7078d81d2cc2d11f387945204900c7	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:4988bc9b5c9b29f033a800b572f558d8e06b0e9b7847714b44f833697d27819e-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:4988bc9b5c9b29f033a800b572f558d8e06b0e9b7847714b44f833697d27819e-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:1d6b403caf506801a6d7d3435a0726a6c916d6a1e7f924b4449c8faf5b45248c	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	01858d199ee2114cd0e93cdb7fc1cc519d63f5e258e9e20adafd3e3e29eef4ae	8f7cdfbdb3dd57299fd3cf5303f521ceefdc4630486fa70409ee66429773c061
R16B-DEFERRED-CONTROL:0a12562810945dff311fe997c4abe09e5029f482dda98b3c82182f35a2ea9a29	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:4fdb5c1d36337f20e732e22f24fecb99ea315c96b606fc3e71f3fe6b54cc14bc	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:4fdb5c1d36337f20e732e22f24fecb99ea315c96b606fc3e71f3fe6b54cc14bc	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:0f63426bb9ce994c7a086cba5e207a3d6fd90195becc9c7bdc321971b3b28f88"",""R16B-R16A-QUERY-ALIAS:3198049ebb122ef513317f6f5ece6480a04e380fc8ee31b04b8f8c5d52a4a131"",""R16B-R16A-QUERY-ALIAS:81190955035f6534d7e082491d836410a6aa870189e9481777ac50dc043ff170"",""R16B-R16A-QUERY-ALIAS:b7e1a4bac59acc7a9af2c576bce295f17fb29e647df9d5c846a01f822c0039f9"",""R16B-R16A-QUERY-ALIAS:f669413533590831f8cf17a6bde7f44433803dfa173e9b8cc638bce700820b75""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	5eb14178d067c0f4106a96491dc2894237eb4f7e00b632a2efcbae54a3ae5ae1	007387a566632b84b98b952ac5e51007c8f5e2fad0c536b2ca8425d7712a54f1
R16B-DEFERRED-CONTROL:0a21b2c66e34f02f8c3fdc34af6462f6a4fa05c90d6e997536843fa158999068	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:4e57116cc1157e4941a9b4488f865e0f7344a1c220d13684a6f6b60750e0d20d-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:4e57116cc1157e4941a9b4488f865e0f7344a1c220d13684a6f6b60750e0d20d-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:4252c5b909c90d98336c96926dfc1f7308f1ac681fdb5bcaa4a4ae669fb82146	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	abfb7616d28f06217f316d7af3dff3867c8b7d073bc0de1aca96102a92a4acc8	39230dbf5910636525288c30b8b995d5c36b0d2baef3ab26e9172887afe51326
R16B-DEFERRED-CONTROL:0a242d386678a34cf1491380e04cba3a86f41cad6cf0b8fa66b8e8206c3a1158	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:44c26d815a938f9b6dd277ac969469420e77d080631ce8edf73ef5019df28f69-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:44c26d815a938f9b6dd277ac969469420e77d080631ce8edf73ef5019df28f69-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:bcf5e4a0eeb88ece78d24fc2a5a5688592d5d4712b48da01830bcb40df54dbfa	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	45e9675ec75ef2084c4a50afe4b68dbb874bc6ca9247841887574f7df62ae647	5b9375b02bd020a7a3be7d1d100f95f4ae65cb261f3b75995e13f39d169729c3
R16B-DEFERRED-CONTROL:0a44d75b267a3b2b2acf6b9a3190b633a32a28a59039665dbbd99a6729b00930	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:de499dd2833aafa612703f3fd41661e62e7c179f43d2a94b8228a10173e19c51-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:de499dd2833aafa612703f3fd41661e62e7c179f43d2a94b8228a10173e19c51-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:2dfd5aac4c86803b2177f7c257b251c4d27ea9ae6ab6afb8660e93e1e757a3d4	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	0f9e0bd4cce138eb4a6662618855c8021466f8288415d0cdcf2c7ee79d5efb09	d912b653709c059bf8a2e026ce3d118a6de183f8c31f339b79b6dd5336894238
R16B-DEFERRED-CONTROL:0a4b9950b60476d7151a3ffe03fada847102566e750f1bced126e4cdb4604e40	SURF-R13-001	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv	COMP-SRC-009	docs/research/trace-v49-exploration-composition-review-round1/03_COMPOSITION_SCHOLARLY_SOURCE_REGISTRY.tsv#source_id=COMP-SRC-009	CANONICALIZE_DOI_THEN_ISBN_THEN_STABLE_URL_THEN_AUTHOR_YEAR_TITLE	BIBLIOGRAPHIC_IDENTITY	ZERO_EMISSION_RIGHTS_AND_TEXT_REVIEW_BLOCKED	0	R16B-SOURCE:e3f9d0aa12158af5fbc452430a99579e00c29d1d0dc88bcf0d9d84950b7c3c87	RIGHTS_TEXT_ACCESS_LOCATOR_AND_BOUNDED_GROUP_REVIEW	Bibliographic identity is discovery metadata, not association evidence.	841fce70b531c942ea7e1bfe556d597855589862384aeb1791723b9dfc6e0f74	b7fc2e05c1ad413c132f7b898a949acfcff7938779ef178b1877b09ed4b39310
R16B-DEFERRED-CONTROL:0a71ad47d1815c8fabf7062d7c1a46074170b06ddcbda5937447af2d41d0836c	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:753a3d7a1c4880fed1042f8da1643c7e8a01927c7f299e693090e45975136bc8-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:753a3d7a1c4880fed1042f8da1643c7e8a01927c7f299e693090e45975136bc8-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:7403ff7d3e2f33877d60585b886418942900338b336f59e22bdc1aa6446eba9e	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	8decaae14cff05f4542e65335c0af35ff5f71080054caa67e3a5529b7f43804b	d806416f09754c992307aa155a55a6ab0e1361e7ad5ce53d83bf065f01c0e618
R16B-DEFERRED-CONTROL:0a74e47b97131dd31062267549ec6ae84a572108f1d44bb923de30fd979e933b	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:63c73a970c91877296b43bd820fa3ac8cdff43a198566a6ee31a6886c795c727-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:63c73a970c91877296b43bd820fa3ac8cdff43a198566a6ee31a6886c795c727-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:afb1c2b9afcc9d491e196015c9e64b8359d2e6b56a3c5f8363b3cd380b2c4e43	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	4cd18df5c34b788a8a25a96b67e38413112839964a063ec482ad2e8fdcfacb06	b8e34cf6fe545d4637bc1547605579be9247f714b3bb53b63ecf4271eae956b2
R16B-DEFERRED-CONTROL:0aae2ecf82197302132070ca339aa80c782199539a78849fc4a94834926ea214	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:f28638f1355b1140723517940ff90518e070e9119b861357033b7411ff7e0fe9-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:f28638f1355b1140723517940ff90518e070e9119b861357033b7411ff7e0fe9-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:99062ab16126be71b4ba5e7acb15e0a63c4500856d83490e185a1529732b4f66	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	8e3187c96f718d9f603a53b5e8c74bf020cb8addaf03492769f77dea19cc4102	86e4deda578f4100eb217fb0411880c474f7f0bff56204574736194344c5e09b
R16B-DEFERRED-CONTROL:0ad430c5d2c94ffe1bdd406ddfae44cb33e197f95b494fbf1939eb13303afb45	SURF-R13-005	docs/research/trace-v49-exploration-composition-review-round1/14_ACTIVATION_CANDIDATE_PACKAGE.json	R13-SPLIT-004	docs/research/trace-v49-exploration-composition-review-round1/14_ACTIVATION_CANDIDATE_PACKAGE.json#nodeActivationCandidates/R13-SPLIT-004	PACKAGE_ACTIVE_FALSE_REQUIRES_HUMAN_AND_SEPARATE_DECISION	INACTIVE_ACTIVATION_PACKAGE_CONTROL	ZERO_EMISSION_INACTIVE_PACKAGE	0	nodeActivationCandidates	EXTERNAL_HUMAN_AND_SEPARATE_ACTIVATION_AUTHORITY	Inactive package child; no association fact is authorized.	d9bde850aca3a0cc9522a55409fbf640a8e1586c3f819f3b72498390de97de3b	5a2f6f17092143b0b84148628a53f061ba48f4dc78ddbf5c0965d9f6e6d44b85
R16B-DEFERRED-CONTROL:0adb99ad4a245d1e595c4c76bfe1f7922dc138c9019c652cbbd9e13c36b7ecbb	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:c1bd9f0127bf760c81892fc86b0cdb4847c5132e44e77d9d077643f9fc2dd2d1-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:c1bd9f0127bf760c81892fc86b0cdb4847c5132e44e77d9d077643f9fc2dd2d1-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:502f429fa693a60a018a1ee14a4eacbfc1f1fe6f4c7130e712cdcd221c23874b	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	5acffd305ac588f49e6f7490675a7b3ad9dfef3dd742bfdf549b39286cb94a7c	bf3a904284a062e759ce35c6b75fef87ba51fa99fc560a0f5f752de6dc1736f6
R16B-DEFERRED-CONTROL:0ae2c051f092a54d8d0f495720dcb2c8aa9d7dd031da325170147d7bf1af207c	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:29feedfbeb0468da05d88ed005e07ae225a7cbfb0830cb14f4a938abd1793fc9-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:29feedfbeb0468da05d88ed005e07ae225a7cbfb0830cb14f4a938abd1793fc9-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:3e42930c09ffcc81cc057160611855f2f42fb875f153036a2bfead46b0a9c36e	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	ec15307a6199d7c7a60dac2005022c5beb195803e50cae5b11e82343a7035448	f4a330542cce6a7e00c7120ad14728d796d23fed33974609fe51c737781a60d8
R16B-DEFERRED-CONTROL:0aff60bd8538b6c084069512e0562a770ee2d6adaa90494b3c201613e1daad52	SURF-R10-004	docs/research/trace-v49-design-history-relation-grammar-round1/08_ORDERED_PAIR_COMPATIBILITY_MATRIX.tsv	REL-CAND-0024->REL-CAND-0001	docs/research/trace-v49-design-history-relation-grammar-round1/08_ORDERED_PAIR_COMPATIBILITY_MATRIX.tsv#ordered_pair_key=REL-CAND-0024->REL-CAND-0001	EXACT_ORDERED_PAIR_DECISION_WITHOUT_GROUP_LIFT	PAIR_PROJECTION_CONTROL	ZERO_EMISSION_PAIR_CONTROL_ONLY	0	UNSUPPORTED_DEFAULT_DENY	PAIR_PROJECTION_POLICY	No pair-specific composition evidence meeting the two-source hard gate.	174960d2c2c4bf68b4beb2c410e2baa808c3cc1f76befb576683aeee5d946df7	5db0e8519404a6b688235ca1fdb38aa4d27fac04acf34c5b19815bd0a4d03d0b
R16B-DEFERRED-CONTROL:0b252ec195b03b899dd200ea121d64bbdf049be3a20df54153d214670fae46c7	SURF-R16A-010	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl	R16A-CROSSREF-QUERY:41aed349e57558fcb329424d8c730de5c084973e2d971179d36f1c896d45fdfa	docs/audits/v49-exploration-full-space-closure-round1/raw/association-query-log-v2.jsonl#query_id=R16A-CROSSREF-QUERY:41aed349e57558fcb329424d8c730de5c084973e2d971179d36f1c896d45fdfa	FIVE_RESULTS_PER_QUERY_EXACT_ALIAS_AND_ZERO_ACCEPTED	METADATA_QUERY_CONTROL	ZERO_EMISSION_METADATA_ONLY	0	"[""R16B-R16A-QUERY-ALIAS:43a4e987a7117d33c40923fa33ac10e9287502456613aac5587b93287f9908c2"",""R16B-R16A-QUERY-ALIAS:8eb091aade3f6c8da796b057676608da65bfa19327fd1b78ab6ef6dd25303377"",""R16B-R16A-QUERY-ALIAS:b1fd53d4bd6f8f7a52dbe1fcf2470ba800007b93e7d8acdbb0aba720a7107696"",""R16B-R16A-QUERY-ALIAS:c9c8eb4c71827224f40c23372589fc1d9a6eaa4dbe1f60c308c42b6e4a3e74f3"",""R16B-R16A-QUERY-ALIAS:ec028be28c3a037c9c4a381114258beb48c493c6d45b3fd08598951d8bb8af49""]"	LAWFUL_SOURCE_TEXT_AND_LOCATOR_REVIEW	Five Crossref results are exact aliases to metadata-only evidence rows; no result was accepted.	3f4e29978faa1579facec93d90026c790b14e81f5792baa90668d7e882d8eba8	d5f55f328e8556533bcf3aa565d73dccb1c3f3a1b9d62b503d9581dea41faeca
R16B-DEFERRED-CONTROL:0b3076ab1a3f50e793325dd5ef60ff5c3363e82b91101e0d5a8ccc71ecbea974	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:13d4c3cbf8fe018ee94cc32831163dff84f84a7e24b6ad59902ff81444c630a7-XREF-05	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:13d4c3cbf8fe018ee94cc32831163dff84f84a7e24b6ad59902ff81444c630a7-XREF-05	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:34d4418dd9e6e4eb11b55bd09aae5a3ec0039c1103f6d833d37051b4161ba84e	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	3931df74bb16901bed6a3f32b51cbc8fad3fccd0bd625f084c115e822fd49221	5d59b955450d0cc12aa32d18330645134bc97ec7a11467ca79afd534fd5d21a4
R16B-DEFERRED-CONTROL:0b447777d927abdbb1656a6b0a1dae50d331fe9a7cfbda38a6b657eef6cc4512	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:f220fad00ade8f046022951702a22291b2e57c7e3283f691e80d7a4290ca331c-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:f220fad00ade8f046022951702a22291b2e57c7e3283f691e80d7a4290ca331c-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:d4cbd0188d9ace89ad8fed88e3f1d20e142cb057718daf8378ebad6d093703a4	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	7030f41b5e954f9f633dfcfe1087e8021a3bae220ea1920d0e01d404cab1ea1e	158917c4214f69eb850ef84a8dd4afc017518f9d4f7931e535f6264488d26f94
R16B-DEFERRED-CONTROL:0b47fdbb74195bd466c9b7bde0ffa274631297845dbcbdfb2c0219b1220e002c	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:8b26b95dfcd11f294ab40097eb731a39c1eef3488863ae9c9ad65a16bafa82c6-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:8b26b95dfcd11f294ab40097eb731a39c1eef3488863ae9c9ad65a16bafa82c6-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:ccf7ae9170982f877dad28f5362d44b6a971f38bc85609381ffe11bb44fad325	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	abf79ed15652d4b5c78ec040772707bd18a8ea301907f8c72fcbdbcc27a8e5aa	0975d64fade119ee42f0ad65bbf2092b12f55ba6e6ffb39b052dec4e4caca0cb
R16B-DEFERRED-CONTROL:0b548d75f0bb77086400c6eaa5ff23bb0ff6d1e7135553937f793516ac9cb857	SURF-R13-006	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv	REVIEW-GAP-003	docs/research/trace-v49-exploration-composition-review-round1/16_EXTERNAL_DOMAIN_REVIEW_REGISTRY.tsv#review_unit_id=REVIEW-GAP-003	REVIEWER_ANSWER_STATUS_EXACT_NOT_COMPLETED	PENDING_EXTERNAL_HUMAN_REVIEW_BLOCKER	ZERO_EMISSION_HUMAN_AUTHORITY_BLOCKED	0	VOCABULARY_GAP	EXTERNAL_DOMAIN_REVIEWER_REQUIRED	SOURCE_ATTESTED_SPLIT_CANDIDATE	f21ab050ba9612af9dadeaa81ad99b12212f8946ba0a296e3e9c3de660cd2bba	959af2cbfd06435b56548b5c1d2e7d3babdd0a06a067909c472078ad3d526ca8
R16B-DEFERRED-CONTROL:0b55605110fc67df72f751625e78f89257e810ec570c8e2eeffc38afe768303f	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:60e3e44dd0632172ab8ecdbe52be2883835aad79be369d842d7477a89eaaf715-XREF-02	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:60e3e44dd0632172ab8ecdbe52be2883835aad79be369d842d7477a89eaaf715-XREF-02	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:f3682ba9a74ad7bff999cbbfc8bb5304152c8b00f6c9169bbb2d74575beb270a	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	c1a057824833a00c461f4d90a4f24d2fc194e07c79773d23b927330dd1011a79	89e685070c99b8e640b4d4c2d3c05c74925f5bce10f2714df7fb4135960ba1fc
R16B-DEFERRED-CONTROL:0b6d21a9713531d8866d7adb6ba7e83385a9705d90e6169a58650e4773ca1d9e	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:d71bbf050c1250fc4023c3d5ce8ffcf14ecd02f5fd14ff556747f51ba9207d75-XREF-01	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:d71bbf050c1250fc4023c3d5ce8ffcf14ecd02f5fd14ff556747f51ba9207d75-XREF-01	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:e3f68c55f4910cd2a4f7ebf138f36712f0edf151f7e8fd04b466eb9e537e4cc7	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	4d8f9d7d819ccc5b23ebd76a549d4d9d077fe03893c5c849c6747265546bcddb	3afb5367a9c235d0bc90b47558f7d7be37ef7f652846426510ca0cda2a525c95
R16B-DEFERRED-CONTROL:0b93818d86f83ac9cdededcea207a823223ee4bd8452e45825a32b31e03e7e66	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:f039dc12114bf36090c96f531c6d1c387f2a7f958ba737a5318977d2365dbd30-XREF-04	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:f039dc12114bf36090c96f531c6d1c387f2a7f958ba737a5318977d2365dbd30-XREF-04	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:31a05a257bbce32a2d2ce3731dcc6d8255ef22ecc03a7bd4b947165d15cc9c1e	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	8fa1e58055f1c0a0f60fff0d6d1806b88b24e1c2f5f6b3acf9b73fefe231dbf4	aaeb4bca764436b7b5b6fe607037a3c62bf283bf39bc00c9790525a0c8864f16
R16B-DEFERRED-CONTROL:0bd9b8f87bbae705886d1b9801688cfe3297fd4d41b1ff9110d1a74684acec16	SURF-R16A-003	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv	R16A-R16A-PAIR:f551191df90494418f1d9fd26bf5cc72129b1677e6f5d77415452d88057574ca-XREF-03	docs/audits/v49-exploration-full-space-closure-round1/raw/association-evidence-ledger-v2.tsv#ledger_id=R16A-R16A-PAIR:f551191df90494418f1d9fd26bf5cc72129b1677e6f5d77415452d88057574ca-XREF-03	R14_EXACT_ALIAS_OR_QUERY_RESULT_EXACT_ALIAS	ROUND16A_PAIR_EVIDENCE_DERIVATIVE	ZERO_NET_EMISSION_ALL_ROWS_ALIASED	0	R16B-R16A-QUERY-ALIAS:bc54366295d1047e59384846a05ad853b4ce48f846d99ae35c1a95a171304105	UPSTREAM_ALIAS_ONLY_NO_GROUP_LIFT	Exact query-result metadata derivative; rejected as evidence.	9285551bd7a0cc028e1c356992054c24aa3a15a73a110b4177faeb53161efddb	71671e95fc71582d973234826f7ec1803d13e080556d9e015380e141ba4f8cd6
R16B-DEFERRED-CONTROL:0be75a8c3a854ca985b1aa311dc443a760a8e12d8293d94fa3613f176c5e25d9	SURF-R09-001	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv	SRC-0046	docs/research/trace-v49-design-history-relation-vocabulary-round1/03_SCHOLARLY_SOURCE_REGISTRY.tsv#source_id=SRC-0046	CANONICALIZE_DOI_THEN_ISBN_THEN_STABLE_URL_THEN_AUTHOR_YEAR_TITLE	BIBLIOGRAPHIC_IDENTITY	ZERO_EMISSION_RIGHTS_AND_TEXT_REVIEW_BLOCKED	0	R16B-SOURCE:ef7f9e0cfef55da9a290e8bc6ec078d9d9771f932971f29f548972983d49553b	RIGHTS_TEXT_ACCESS_LOCATOR_AND_BOUNDED_GROUP_REVIEW	Bibliographic identity is discovery metadata, not association evidence.	adb60ae60fde0affc62f0bb74d1982f4e1564c58a4bf0d454ee1dcbf48104ec1	84219bab9f3ee5116653237241bea578a3282c12bb56195b11c12123d2555156
