rejection_id	stable_row_locator	search_doc_id	document_type	object_or_capture_id	matched_labels_json	arity	rejection_reason	net_trigger_occurrence_count	database_sha256	record_sha256
R16B-DB-SEARCH-CONTROL:475f045b30a5057f5afc7119ef90147f53cdbcc414575a97dbba96a142e5f82d	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04189	object:SURF-CAW2026R04189	active_object	SURF-CAW2026R04189	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	493ccc9ea1c9e62d89b5be033920ac625e95b1b393ed2b89272a45095d536a84
R16B-DB-SEARCH-CONTROL:47ad6c67d9c41f3db25e72ff27e1ea313ac8ee23715223bac6d25b9a8367b247	sqlite:search_documents:search_doc_id=object:SURF-HISTORICALAICTRACE2026V1R0206	object:SURF-HISTORICALAICTRACE2026V1R0206	active_object	SURF-HISTORICALAICTRACE2026V1R0206	"[""exhibition"",""education"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	6e5f16dac7f18d094648cbdddebbcb498f28a88b10d8b66052e0291712103f8c
R16B-DB-SEARCH-CONTROL:485de6318928911c96b5e8db33bda4aea6e7b120ac75f3cee4b818671c7651cf	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04917	object:SURF-CAW2026R04917	active_object	SURF-CAW2026R04917	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	adacca48fc5efcb99409689ffe384318e74cd969d0cfa90b36a45dd35cced09e
R16B-DB-SEARCH-CONTROL:4a6aa99a73d6212f1c10837f038323210f1559c970390593c2cde8d62da6023b	sqlite:search_documents:search_doc_id=object:SURF-VAM20K-01736	object:SURF-VAM20K-01736	active_object	SURF-VAM20K-01736	"[""exhibition"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	3e0fd35b8fb96cf139b71dc7da0d26f70d6ae050ab508a1ed79c50d23be679af
R16B-DB-SEARCH-CONTROL:4dd6748a632209ef75117d59da2cc158f935777cf45313fc7e479af019095ccb	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04954	object:SURF-CAW2026R04954	active_object	SURF-CAW2026R04954	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	1da28ef996c3f09c2b073225d5328d34907e2cfd837f8c0f553dafc9144be708
R16B-DB-SEARCH-CONTROL:4f2c40142017fa6f3b04a1526bffc155c2d1781231623e7890983f48f7183bb1	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01918	object:SURF-CAW2026R01918	active_object	SURF-CAW2026R01918	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	64d323574c89df6d10f286465a4850e150238894dbeea7a71083acafa7933c63
R16B-DB-SEARCH-CONTROL:4fef3c10b4a48a18f7ac7bb26f7e0835b0319fb5a7ab167fd4e5e5e4a2a29b72	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00233	object:SURF-CAW2026R00233	active_object	SURF-CAW2026R00233	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	be928a3811ba4b54cc8722cbeec3116fa2e9a5d7973bd650b147982332d33048
R16B-DB-SEARCH-CONTROL:5127d7336b701bda8b475cd351c23505a6dae5a6325e56200000104d58c5aed1	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00295	object:SURF-CAW2026R00295	active_object	SURF-CAW2026R00295	"[""production"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	76127d8e8b364bfc0ddf71e9a42929a525fa99142f3e21d87a839860558c229a
R16B-DB-SEARCH-CONTROL:5647206f0f97561c506a9645f15a6518f6cc19cefd10e36fb6d98b969949a670	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R03728	object:SURF-CAW2026R03728	active_object	SURF-CAW2026R03728	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	8ed813a1353960a626eb99b1961ea8f22a9b80ac962d44fb45e57b5d33fa909a
R16B-DB-SEARCH-CONTROL:5e801baa6857db9ddf7f7f9cac9c53d9a63ad0b455b5bc4f8e663f9f096204d4	sqlite:search_documents:search_doc_id=object:SURF-SI1970R004	object:SURF-SI1970R004	active_object	SURF-SI1970R004	"[""access"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	687c643862ca59a20b0ad53388a7b1b94ff544e8baaf03be2eeb265ade9f262d
R16B-DB-SEARCH-CONTROL:670da0933c0103409c9e772b4a91a9c1733bb00f7c8fb329c0bbddf7def1dad4	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01855	object:SURF-CAW2026R01855	active_object	SURF-CAW2026R01855	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	95bdec401064c4fed3fdbdab809bc40075d7de7fe993895b70327f70d4f9e050
R16B-DB-SEARCH-CONTROL:6bf8c2b8821900fc8a6f19ebd291fd0e0256e42c98eebdcbf8a1202183cfdc55	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01831	object:SURF-CAW2026R01831	active_object	SURF-CAW2026R01831	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	3a0b80cc4cb1a259193348dac2d74b9f701336dce423e014c75f0541cecdcda4
R16B-DB-SEARCH-CONTROL:700d64fc7a4c8291bf4f92530398d0b1427704d0d6fe6f3715c271c5b45f678d	sqlite:search_documents:search_doc_id=object:SURF-CGS2026R0281	object:SURF-CGS2026R0281	active_object	SURF-CGS2026R0281	"[""translation"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	a1aef6b4d8c134bd2d3930e6b16d97d6abb54529ba011b2759a196b2b227aa3e
R16B-DB-SEARCH-CONTROL:705a1020d33b09a6f0a0493b2e93a6f8afcfc25296ebefb1a618fde1db3a57ac	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01821	object:SURF-CAW2026R01821	active_object	SURF-CAW2026R01821	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	9458389040014058ecd4bdb70bc2b6c5ee4eef842f67d423e5689be8dc7bd5d2
R16B-DB-SEARCH-CONTROL:76f3a6a4aefde39cd196c637432727d572bdce089b250a489052bb04e0dfc05e	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R03727	object:SURF-CAW2026R03727	active_object	SURF-CAW2026R03727	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	695ff642630973c687102d260032946e645fa41558ea4136b34e05d0c9953f48
R16B-DB-SEARCH-CONTROL:7898b473ae36088d2baa1eb11aa40f7a4507b4c4594dad973c439ff02ddde5d4	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04218	object:SURF-CAW2026R04218	active_object	SURF-CAW2026R04218	"[""exhibition"",""education"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	a81ad0b73e2247addba3fb1499f9f14dd87147468310604f0411322fa59f92c9
R16B-DB-SEARCH-CONTROL:7db44aa409b45fcbf74dff6e8145b46cb7905765ced9735f0a000077b6f5475f	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00282	object:SURF-CAW2026R00282	active_object	SURF-CAW2026R00282	"[""production"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	d4367e934216a912da46f6e660b60e0af0bcf58c1ea54968086d382e7063de13
R16B-DB-SEARCH-CONTROL:7ed5f4a20691fdd00302d7244cca863cee497377b6a3dbbbec91d0d83642839e	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01854	object:SURF-CAW2026R01854	active_object	SURF-CAW2026R01854	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	16717c893a50be9ff2b62783c97eb5402b88ed079dbee061d5a6ce828044b4c2
R16B-DB-SEARCH-CONTROL:7ef8dd0a00bd2ecd892086b8fedc591e01885396b48e3c087df9060100b0719f	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04147	object:SURF-CAW2026R04147	active_object	SURF-CAW2026R04147	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	46a1361a39dad8ce4ba30f8898954caf2553fe571bab9a45242b12cab2682b9f
R16B-DB-SEARCH-CONTROL:7ef9625b4e78f546558872546e1852545f0da3bb86b9b9717089cdec72a90fb1	sqlite:search_documents:search_doc_id=object:SURF-SI1970R003	object:SURF-SI1970R003	active_object	SURF-SI1970R003	"[""access"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	123d6de0845c9b631b0d9bdf3e3f3b74f1e6ed4088401bce90e7fd74e6beff2c
R16B-DB-SEARCH-CONTROL:834aed519e9a27c0674963e98badcdfc2a9db708201be00937846fba08aa9332	sqlite:search_documents:search_doc_id=object:SURF-CGS2026R0387	object:SURF-CGS2026R0387	active_object	SURF-CGS2026R0387	"[""exhibition"",""translation"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	09b4bde59018fcb031e59384317677f4dafed841b9e4b6c73523f05e0f0bc5d5
R16B-DB-SEARCH-CONTROL:872f1b17d31c5c148cde005f7d8c2f162d8aa18cc92e5056bbd64ff1d3b0ed8d	sqlite:search_documents:search_doc_id=object:SURF-HISTORICALAICTRACE2026V1R0161	object:SURF-HISTORICALAICTRACE2026V1R0161	active_object	SURF-HISTORICALAICTRACE2026V1R0161	"[""exhibition"",""education"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	650306062ae9b5e370b75015e52908e246a7c71c4e24c1ffa91a912dc533c304
R16B-DB-SEARCH-CONTROL:874af1f3e8391fb7c1d5b799a20208addb2a1acb50179a3fc0222f90cc696152	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R00296	object:SURF-CAW2026R00296	active_object	SURF-CAW2026R00296	"[""production"",""trade"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	c16b50e836c845a2190a3212287bdab05d9d87bc31cabfa4311f283d3a692bac
R16B-DB-SEARCH-CONTROL:88cf3f7df846f000543f421a3142044ea1b88848796666bae4fcc8c5c3f72fd0	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01915	object:SURF-CAW2026R01915	active_object	SURF-CAW2026R01915	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	3ba4137a4a779b8c7566bdaedb5a7e62dbd867854cbacdb9a2e184e3aa1327d4
R16B-DB-SEARCH-CONTROL:89ae4d039af5a082b52c36417e30a53844735dac5f249eb13564924edfc1af05	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01912	object:SURF-CAW2026R01912	active_object	SURF-CAW2026R01912	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	e8cdc5118da1bd7adefe965ed61b93c2ea44da65109d850358b020fb124c3ea7
R16B-DB-SEARCH-CONTROL:8a732eb36666fa75523dd96410e695dce949c4eb8da6b2a0a856a557ae7d936b	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01853	object:SURF-CAW2026R01853	active_object	SURF-CAW2026R01853	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	3decde2880e45b2730fc34ae19c85b2ea490af04b416cb1b7366ffa23537dfb1
R16B-DB-SEARCH-CONTROL:8f6f9d264b78dff9d58b5a698ea0c57888458d6eea2fe1f26bf4ebc5030b0013	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00094	object:SURF-CCE2026R00094	active_object	SURF-CCE2026R00094	"[""exhibition"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	08ee59779b269ff71a30138e575b716432102228f35c2ce7396b2d0b0e185885
R16B-DB-SEARCH-CONTROL:909b728b150dec7b565951645e2373594fe99cdacab9c0e61827089eba90e672	sqlite:search_documents:search_doc_id=object:SURF-ER1830R016	object:SURF-ER1830R016	active_object	SURF-ER1830R016	"[""access"",""photography"",""advertising""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	f7c9577f4877f4a1310b6dcfafe4322595ee4e3a664e47d900f548d041a13031
R16B-DB-SEARCH-CONTROL:942a6eeb96c8c221cc23cc28c516890a113dc98b25faffc7036d5ce778e5fe9f	sqlite:search_documents:search_doc_id=object:SURF-SI1970R006	object:SURF-SI1970R006	active_object	SURF-SI1970R006	"[""access"",""exhibition"",""trade""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	8796047c1e8eb7f8e8286107a2b345fab8da552bbb70120f14312a361d662ea1
R16B-DB-SEARCH-CONTROL:9758dea17b2ec9aecd9520ba19b75ab57176f698316759f7593188a87ee319b6	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01833	object:SURF-CAW2026R01833	active_object	SURF-CAW2026R01833	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	1b24fa288c2993e5066b0c0a7c2cc95b833625f097c881d20fd390022552e3be
R16B-DB-SEARCH-CONTROL:99f4f5411e00e2c2977917606a9e93566b64e76fc028342c7674efb8abc0da44	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01834	object:SURF-CAW2026R01834	active_object	SURF-CAW2026R01834	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	0101e14dcef5bfd0e7f82fa9c6cc627d31fd1d173ebf3596ca45b43bf76b5127
R16B-DB-SEARCH-CONTROL:9af9f156af09a0d17974c0687f3342fd3cc0b78efa7e5ba79b46344612f270d4	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04399	object:SURF-CAW2026R04399	active_object	SURF-CAW2026R04399	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	4e6d451006814e9f429de233557c32b5c7b2cf63922eb1992b10d6a5227961d5
R16B-DB-SEARCH-CONTROL:9c066556cb53de81815d925b775cb28fb716b5dae41afacbfd277e9fae68c095	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00027	object:SURF-CCE2026R00027	active_object	SURF-CCE2026R00027	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	a0a1c964f419e5784ea48365fd272a153d5308803cf3e362edc2b49b741e0e62
R16B-DB-SEARCH-CONTROL:9f6df34ada45925d8ad9ae91f1bf0a88bae59a37a4dfbc2d77e04092aa9b8a7f	sqlite:search_documents:search_doc_id=object:SURF-CGS2026R0093	object:SURF-CGS2026R0093	active_object	SURF-CGS2026R0093	"[""exhibition"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	6c118a1cdcca0816eeebe320e8c1c48ef0e06c1ab26cbdb218cf434f557471b4
R16B-DB-SEARCH-CONTROL:9ff5e188ade8431a59e15f64701e2b65edf1ffa957e220a593c33402a478baac	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R03677	object:SURF-CAW2026R03677	active_object	SURF-CAW2026R03677	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	0c30d67a52c9a099efcc7b0678ef0deac42831b7de906ee0e9714305705b3766
R16B-DB-SEARCH-CONTROL:a2713d8335ac4be7d02896890b12c53ccd8ec3cc67585e53a7de8427b005fe76	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01496	object:SURF-CAW2026R01496	active_object	SURF-CAW2026R01496	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	0738a37f66830a451d36859423b812b6a61557f8d05bc824d2740abc46168dac
R16B-DB-SEARCH-CONTROL:a2e66a33c336d4cd8312f672dd2f7f3577c7770c4a921bbcd4a449bb3d9f92ca	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R02763	object:SURF-CAW2026R02763	active_object	SURF-CAW2026R02763	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	cba7fe1610e7253520a098414c4055fa44e0dfbc4e85689f4c34f74c363a1bbd
R16B-DB-SEARCH-CONTROL:a45f0d582d38f6331c3f76caedf0586c079dc6f739e726ed90ee51625987786c	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R04580	object:SURF-CAW2026R04580	active_object	SURF-CAW2026R04580	"[""exhibition"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	6bac15c24d68689882f54f979fee47765a274d5ce5ca673ac14d69a57ac645bd
R16B-DB-SEARCH-CONTROL:a7b0db059fc256479ced6c19953e6937b2b78e0aeb411d722d24e634ea12d1c1	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01919	object:SURF-CAW2026R01919	active_object	SURF-CAW2026R01919	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	b196e2a7b6170038f133cb5781864af25741f6e4ee15609feb815fbbe95b3fc3
R16B-DB-SEARCH-CONTROL:ab2f78ae3a1cf8e0b3b315b23e3574165b25a98adaa1babda04ffd205df18e7d	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00029	object:SURF-CCE2026R00029	active_object	SURF-CCE2026R00029	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	ace5f17e059aa246902a575bdb95246aaaf6dd7272fb877bfdc5108a97d4ecf6
R16B-DB-SEARCH-CONTROL:abbd36c57d7d2c9b26d8872094ca9357ab812e8b44b9a3e9ec445b5cffd1e0bb	sqlite:search_documents:search_doc_id=object:SURF-CCE2026R00126	object:SURF-CCE2026R00126	active_object	SURF-CCE2026R00126	"[""exhibition"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	6e99c7af0348083339ffc49692f50632e9e3fafcdb24af1b78bab3d788715e06
R16B-DB-SEARCH-CONTROL:af87bcc7ddaa98cdad35c91ef7b6e83aaee9843df35d05df8dcc5a9b0287c966	sqlite:search_documents:search_doc_id=object:SURF-CAW2026R01824	object:SURF-CAW2026R01824	active_object	SURF-CAW2026R01824	"[""trade"",""advertising"",""typography""]"	3	SEARCH_DOCUMENT_BODY_IS_PROJECT_GENERATED_MIXED_TEXT_AND_CANNOT_SUPPLY_SOURCE_BOUNDED_ASSOCIATION_DISCOVERY	0	ef190d00b9b265ecc49924aea4d82f389decd0a003d5aa7cf2d46971430c007e	e9e829892ff037b2d4c8ad725b717182136e98671d1e080c9ea510316e1e370f
