surface_id,capture_id,year,period_band,five_year_bucket,region,theme,source_family,source_name,title,image_state,source_text_chars,generated_text_chars,total_text_chars,cluster_key,cluster_size,dossier_text_pages,dossier_support_pages,compound_children,anchor_strength_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,region_scarcity_score,period_value_score,editorial_need_score,overall_research_anchor_score,risk_flags,positive_flags,recommended_next_action,action_confidence,action_reason,sample_priority
SURF-ER1830R018,ER1830R018,1880,pre_1930,1880-1884,Unresolved region,Midcentury modern graphic communication,Library of Congress,Library of Congress loc.gov API,[Pearsall Photography Studio trade card],IMG04,593,2045,2638,Unresolved region|Midcentury modern graphic communication|Library of Congress|1880-1884,4,1,1,0,42,74,27,94,0,12,70,0,6,42,source_register:catalog record,,convert_to_text_or_appendix,medium,Source/register evidence should become text or appendix rather than object main.,53
SURF-CCT2026R04018,CCT2026R04018,1974,1970_2000,1970-1974,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1974 - Colnect 257502 - President Suharto.jpeg / page 114696097,Stamp of Indonesia - 1974 - Colnect 257502 - President Suharto.jpeg,IMG03,691,2787,3478,Indonesia|Modern typography and layout|Wikimedia Commons|1970-1974,125,1,1,0,53,79,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04027,CCT2026R04027,1974,1970_2000,1970-1974,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1974 - Colnect 257524 - Pertamina State Oil Enterprise.jpeg / page 114696798,Stamp of Indonesia - 1974 - Colnect 257524 - Pertamina State Oil Enterprise.jpeg,IMG03,720,2766,3486,Indonesia|Modern typography and layout|Wikimedia Commons|1970-1974,125,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04029,CCT2026R04029,1975,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1975 - Colnect 258296 - International Women s Year.jpeg / page 114697181,Stamp of Indonesia - 1975 - Colnect 258296 - International Women s Year.jpeg,IMG03,775,2752,3527,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04032,CCT2026R04032,1975,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1975 - Colnect 258309 - Family Planning.jpeg / page 114697575,Stamp of Indonesia - 1975 - Colnect 258309 - Family Planning.jpeg,IMG03,675,2761,3436,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,52,77,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04037,CCT2026R04037,1977,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1977 - Colnect 258357 - General Elections.jpeg / page 114699517,Stamp of Indonesia - 1977 - Colnect 258357 - General Elections.jpeg,IMG03,818,2786,3604,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04038,CCT2026R04038,1977,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1977 - Colnect 258359 - General Elections.jpeg / page 114699586,Stamp of Indonesia - 1977 - Colnect 258359 - General Elections.jpeg,IMG03,681,2824,3505,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,53,78,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04050,CCT2026R04050,1978,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1978 - Colnect 258323 - First Telephone Communications.jpeg / page 114701001,Stamp of Indonesia - 1978 - Colnect 258323 - First Telephone Communications.jpeg,IMG03,857,2837,3694,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04057,CCT2026R04057,1978,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1978 - Colnect 259645 - Wayang Museum Puppets.jpeg / page 114701326,Stamp of Indonesia - 1978 - Colnect 259645 - Wayang Museum Puppets.jpeg,IMG03,693,2821,3514,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,57,94,47,100,66,62,0,20,0,57,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04061,CCT2026R04061,1978,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1978 - Colnect 259649 - International Anti Apartheid Year.jpeg / page 114701412,Stamp of Indonesia - 1978 - Colnect 259649 - International Anti Apartheid Year.jpeg,IMG03,695,2852,3547,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,53,79,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04072,CCT2026R04072,1980,1970_2000,1980-1984,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1980 - Colnect 255247 - London 80 International Stamp Exhibition.jpeg / page 114705866,Stamp of Indonesia - 1980 - Colnect 255247 - London 80 International Stamp Exhibition.jpeg,IMG03,750,2777,3527,Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,45,1,1,0,56,80,47,100,78,62,0,20,0,56,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04075,CCT2026R04075,1981,1970_2000,1980-1984,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1981 - Colnect 255661 - Blood Donors.jpeg / page 114708083,Stamp of Indonesia - 1981 - Colnect 255661 - Blood Donors.jpeg,IMG03,666,2757,3423,Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,45,1,1,0,52,76,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04085,CCT2026R04085,1985,1970_2000,1985-1989,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1985 - Colnect 256090 - United Nations Organization.jpeg / page 114749199,Stamp of Indonesia - 1985 - Colnect 256090 - United Nations Organization.jpeg,IMG03,711,2747,3458,Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,25,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04095,CCT2026R04095,1990,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1990 - Colnect 252694 - Tourist - Jakarta.jpeg / page 114766301,Stamp of Indonesia - 1990 - Colnect 252694 - Tourist - Jakarta.jpeg,IMG03,670,2799,3469,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,52,77,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04101,CCT2026R04101,1990,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1990 - Colnect 252728 - World Cup Football Championship.jpeg / page 114766875,Stamp of Indonesia - 1990 - Colnect 252728 - World Cup Football Championship.jpeg,IMG03,723,2736,3459,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04104,CCT2026R04104,1991,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1991 - Colnect 252745 - Visit Indonesia Year.jpeg / page 114767589,Stamp of Indonesia - 1991 - Colnect 252745 - Visit Indonesia Year.jpeg,IMG03,669,2818,3487,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,52,76,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04110,CCT2026R04110,1991,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1991 - Colnect 252767 - Asian Weightlifting Championships.jpeg / page 114768277,Stamp of Indonesia - 1991 - Colnect 252767 - Asian Weightlifting Championships.jpeg,IMG03,695,2733,3428,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,79,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04115,CCT2026R04115,1992,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1992 - Colnect 252802 - Olympic Games.jpeg / page 114769457,Stamp of Indonesia - 1992 - Colnect 252802 - Olympic Games.jpeg,IMG03,685,2766,3451,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,78,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04125,CCT2026R04125,1993,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Oerip Soemohardjo 1993 Indonesia stamp.jpg / page 34918443,Oerip Soemohardjo 1993 Indonesia stamp.jpg,IMG03,729,2743,3472,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04133,CCT2026R04133,1993,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1993 - Colnect 252651 - Traditional Dances.jpeg / page 114772719,Stamp of Indonesia - 1993 - Colnect 252651 - Traditional Dances.jpeg,IMG03,684,2789,3473,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,78,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04136,CCT2026R04136,1994,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1994 - Colnect 253342 - Skeleton of a Javan Rhinoceros Rhinoceros sondaicus.jpeg / page 114773866,Stamp of Indonesia - 1994 - Colnect 253342 - Skeleton of a Javan Rhinoceros Rhinoceros sondaicus.jpeg,IMG03,766,2878,3644,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04139,CCT2026R04139,1994,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1994 - Colnect 253364 - Traditional Dances.jpeg / page 114774681,Stamp of Indonesia - 1994 - Colnect 253364 - Traditional Dances.jpeg,IMG03,684,2676,3360,Indonesia|Modern typography and layout|Wikimedia Commons|1990-1994,63,1,1,0,53,78,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04149,CCT2026R04149,1996,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1996 - Colnect 253531 - Bali Myna Leucopsar rotschildi.jpeg / page 114781271,Stamp of Indonesia - 1996 - Colnect 253531 - Bali Myna Leucopsar rotschildi.jpeg,IMG03,705,2713,3418,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04152,CCT2026R04152,1996,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1996 - Colnect 253542 - Traditional Dances.jpeg / page 114781751,Stamp of Indonesia - 1996 - Colnect 253542 - Traditional Dances.jpeg,IMG03,684,2822,3506,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,53,78,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04158,CCT2026R04158,1997,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1997 - Colnect 254157 - Indonesia 00 International Stamp Exhibition.jpeg / page 114784105,Stamp of Indonesia - 1997 - Colnect 254157 - Indonesia 00 International Stamp Exhibition.jpeg,IMG03,1104,2790,3894,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,56,80,47,100,78,62,0,20,0,56,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04166,CCT2026R04166,1997,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1997 - Colnect 254218 - Family Welfare Movement - Baby and scales.jpeg / page 114798019,Stamp of Indonesia - 1997 - Colnect 254218 - Family Welfare Movement - Baby and scales.jpeg,IMG03,1201,2749,3950,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04168,CCT2026R04168,1997,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1997 - Colnect 684515 - Flora and Fauna.jpeg / page 114798234,Stamp of Indonesia - 1997 - Colnect 684515 - Flora and Fauna.jpeg,IMG03,890,2724,3614,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04179,CCT2026R04179,1999,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1999 - Colnect 254899 - Mushrooms.jpeg / page 114804336,Stamp of Indonesia - 1999 - Colnect 254899 - Mushrooms.jpeg,IMG03,662,2766,3428,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,52,76,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04183,CCT2026R04183,1999,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1999 - Colnect 254912 - Indonesia 00 International Stamp Exhibition - Coral.jpeg / page 114805123,Stamp of Indonesia - 1999 - Colnect 254912 - Indonesia 00 International Stamp Exhibition - Coral.jpeg,IMG03,774,2885,3659,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,56,80,47,100,78,62,0,20,0,56,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04186,CCT2026R04186,1999,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1999 - Colnect 926765 - Indonesia 00 International Stamp Exhibition.jpeg / page 114808066,Stamp of Indonesia - 1999 - Colnect 926765 - Indonesia 00 International Stamp Exhibition.jpeg,IMG03,759,2802,3561,Indonesia|Modern typography and layout|Wikimedia Commons|1995-1999,98,1,1,0,56,80,47,100,78,62,0,20,0,56,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04188,CCT2026R04188,2000,1970_2000,2000-2004,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 2000 - Colnect 191993 - Prehnite.jpeg / page 114808283,Stamp of Indonesia - 2000 - Colnect 191993 - Prehnite.jpeg,IMG03,661,2762,3423,Indonesia|Modern typography and layout|Wikimedia Commons|2000-2004,115,1,1,0,52,76,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04192,CCT2026R04192,2000,1970_2000,2000-2004,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 2000 - Colnect 261314 - Indonesia 00 International Stamp Exhibition.jpeg / page 114811154,Stamp of Indonesia - 2000 - Colnect 261314 - Indonesia 00 International Stamp Exhibition.jpeg,IMG03,759,2816,3575,Indonesia|Modern typography and layout|Wikimedia Commons|2000-2004,115,1,1,0,56,80,47,100,78,62,0,20,0,56,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; exhibition; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04341,CCT2026R04341,1978,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Gregoria de Jesus 1978 stamp of the Philippines.jpg / page 49638812,Gregoria de Jesus 1978 stamp of the Philippines.jpg,IMG03,882,2651,3533,Philippines|Modern typography and layout|Wikimedia Commons|1975-1979,17,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04353,CCT2026R04353,1979,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ptilinopus merrilli 1979 stamp of the Philippines.jpg / page 49639030,Ptilinopus merrilli 1979 stamp of the Philippines.jpg,IMG03,1026,2718,3744,Philippines|Modern typography and layout|Wikimedia Commons|1975-1979,17,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04371,CCT2026R04371,1991,1970_2000,1990-1994,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Pithecophaga jefferyi 1991 stamp of the Philippines 2.jpg / page 49655994,Pithecophaga jefferyi 1991 stamp of the Philippines 2.jpg,IMG03,916,2678,3594,Philippines|Modern typography and layout|Wikimedia Commons|1990-1994,22,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04386,CCT2026R04386,1997,1970_2000,1995-1999,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Pithecophaga jefferyi 1997 stamp of the Philippines.jpg / page 49656032,Pithecophaga jefferyi 1997 stamp of the Philippines.jpg,IMG03,1082,2793,3875,Philippines|Modern typography and layout|Wikimedia Commons|1995-1999,13,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CCT2026R04395,CCT2026R04395,2000,1970_2000,2000-2004,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Benigno Aquino Jr 2000 stamp of the Philippines.jpg / page 49722116,Benigno Aquino Jr 2000 stamp of the Philippines.jpg,IMG03,922,2696,3618,Philippines|Modern typography and layout|Wikimedia Commons|2000-2004,9,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CRB2026V2R0684,CRB2026V2R0684,1978,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1978 - Colnect 277302 - Maninjaumeer and Jakarta.jpeg / page 114701960,Stamp of Indonesia - 1978 - Colnect 277302 - Maninjaumeer and Jakarta.jpeg,IMG03,683,2697,3380,Indonesia|Modern typography and layout|Wikimedia Commons|1975-1979,138,1,1,0,53,78,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CRB2026V2R0690,CRB2026V2R0690,1988,1970_2000,1985-1989,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1988 - Colnect 256512 - Expo 88 World s Fair.jpeg / page 114754398,Stamp of Indonesia - 1988 - Colnect 256512 - Expo 88 World s Fair.jpeg,IMG03,674,2698,3372,Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,25,1,1,0,52,77,47,100,66,62,0,20,0,52,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
SURF-CRB2026V2R0762,CRB2026V2R0762,1978,1970_2000,1975-1979,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Indonesia - 1978 - Colnect 301094 - Musical Instruments Surcharged in Black.jpeg / page 114702302,Stamp of Indonesia - 1978 - Colnect 301094 - Musical Instruments Surcharged in Black.jpeg,IMG03,717,2663,3380,Philippines|Modern typography and layout|Wikimedia Commons|1975-1979,17,1,1,0,53,80,47,100,66,62,0,20,0,53,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,112
