source_file,capture_id,surface_id,packet_id,surface_disposition_override,readiness_status,readiness_reason,source_join_status,review_decision,review_confidence,review_basis,review_lane,packet_action,packet_confidence,packet_type,relation_density,source_depth,rights_state,editorial_need,current_publication_role,recommended_role,anchor_score,year,region,theme,medium,movement,source_name,title,sample_lane,sample_key
capture_batch_early_region_1830_1930_records.csv,ER1830R050,SURF-ER1830R050,PKT01121,support_packet_appendix_text,apply_ready,unique source join and high-confidence packet-member subsheet demotion,unique_capture_id,draft_subsheet_demote,high,Related packet member; draft subsheet/support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,needs_source_note,main_sheet,subsheet_candidate,79,1895,France,Midcentury modern graphic communication,Poster,,Art Institute of Chicago API,La revue blanche,apply_ready,apply_ready|support_packet_appendix_text|Art Institute of Chicago API|France|1895
capture_batch_gallica_secondary_image_ready_1830_1970_records.csv,GAX1970R087,SURF-GAX1970R087,PKT00959,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,19,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,64,1898,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,Réclame de MM. Fossorier : [estampe] / H. Bellery-Desfontaines,hold_review,hold_review|card|Gallica / BnF APIs|France|1898
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R061,SURF-GA1970R061,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,54,1930,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Sanatorium de Ribémont-Dessaignes à Art et Action. 3 actes. : [affiche] / bois gravé par Joseph Sima,hold_review,hold_review|card|Gallica / BnF APIs|France|1930
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R060,SURF-GA1970R060,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,54,1930,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Le second Faust de Goethe. Théâtre du Livre... Art et Action. [traduction de Gérard de Nerval] : [affiche] / bois gravé par [Joé Chaine],hold_review,hold_review|card|Gallica / BnF APIs|France|1930
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R066,SURF-GA1970R066,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,54,1932,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,Art et Action. Laboratoire de théâtre. Les Essais de Montaigne. [Adaptation de Eduard Autant]. Théâtre Universitaire... : [affiche] / bois gravé par [Joé Chaine],hold_review,hold_review|card|Gallica / BnF APIs|France|1932
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R068,SURF-GA1970R068,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,53,1933,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Théâtre des Champs-Élysées, lundi 18 juin [1934]... Mila Cirul : [affiche] / lithographie de T-L Madrazo",hold_review,hold_review|card|Gallica / BnF APIs|France|1933
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R084,SURF-GA1970R084,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,53,1935,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Théâtre National de l'Opéra. Gala de la marine, le 14 février 1935... : [affiche] / lithographie de Guy Arnoux",hold_review,hold_review|card|Gallica / BnF APIs|France|1935
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R090,SURF-GA1970R090,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,53,1936,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,Théâtre National de l'Opéra. 18 février 1936. Gala de la marine... : [affiche] / lithographie de Charles Fouqueray,hold_review,hold_review|card|Gallica / BnF APIs|France|1936
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R095,SURF-GA1970R095,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,53,1938,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"Clotilde et Alexandre Sakharoff. Théâtre de Chaillot. Unique gala. Orchestre des concerts Pasdeloup sous la direction de J.- E. Szyfer, de l'Opéra ... vendredi 19 mai [1938] : [affiche] / [non signé] ; rotogravure non signée",hold_review,hold_review|card|Gallica / BnF APIs|France|1938
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R097,SURF-GA1970R097,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,54,1939,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,"La tentation de St. Antoine, de G. Flaubert. Théâtre du Livre... Art et Action : [affiche] / bois gravé par [Joé Chaine]",hold_review,hold_review|card|Gallica / BnF APIs|France|1939
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R098,SURF-GA1970R098,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,54,1939,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Musée des Arts décoratifs, Palais du Louvre, 107 rue de Rivoli. Exposition Ballets russes de Diaghilew, organisée par Serge Lifar. Exposition prolongée jusq'au 1er juillet 1939 pour la grande saison de Paris... : [affiche] / lithographie de",hold_review,hold_review|card|Gallica / BnF APIs|France|1939
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R099,SURF-GA1970R099,PKT00913,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,47,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,54,1939,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Musée des Arts décoratifs, Palais du Louvre. Pavillon de Marsan, 107 rue de Rivoli. Exposition Ballets russes de Diaghilew, organisée par Serge Lifar mars1939-mai 1939 : [affiche] / lithographie de Pablo Picasso",hold_review,hold_review|card|Gallica / BnF APIs|France|1939
capture_batch_gallica_image_ready_1830_1970_records.csv,GA1970R100,SURF-GA1970R100,PKT01047,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,10,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,49,1940,France,Midcentury modern graphic communication,Lithographic print,,Gallica / BnF APIs,"Théâtre National de l'Opéra. Vendredi 20 décembre 1940... Grand gala organisé par Paris-soir, au bénéfice du Secours National d'hiver et des enfants victimes de l'exode avec le concours de toutes les vedettes... : [affiche] / [non identifié",hold_review,hold_review|card|Gallica / BnF APIs|France|1940
capture_batch_early_region_1830_1930_records.csv,ER1830R026,SURF-ER1830R026,PKT01114,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,7,high,source_visible,needs_source_note,main_sheet,card_or_appendix_candidate,60,1886,Unresolved region,Corporate identity and design systems,Lithographic print,,Library of Congress loc.gov API,Acorn stoves and ranges,hold_review,hold_review|card|Library of Congress loc.gov API|Unresolved region|1886
capture_batch_midcentury_expansion_1931_1970_records.csv,MX1970R022,SURF-MX1970R022,PKT00480,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,7,high,source_visible,sufficient_for_review,main_sheet,card_or_appendix_candidate,45,1941,United States,Midcentury modern graphic communication,Poster,,Wellcome Collection Catalogue API,"A lecturer pointing to a large screen, on which projected diagrams of the bodies of a man and a woman are marked with red flags indicating areas where cancer may be first seen. Colour lithograph after D. Fellnagel, 1941.",hold_review,hold_review|card|Wellcome Collection Catalogue API|United States|1941
capture_batch_image_ready_1931_1970_records.csv,IR1970R016,SURF-IR1970R016,PKT01069,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,9,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,56,1940,Unresolved region,Midcentury modern graphic communication,Poster,,Wellcome Collection Catalogue API,"A tuberculosis stamp showing children singing Christmas carols; advertising the sale of tuberculosis stamps. Colour lithograph (?), 1940.",hold_review,hold_review|card|Wellcome Collection Catalogue API|Unresolved region|1940
capture_batch_image_ready_1931_1970_records.csv,IR1970R025,SURF-IR1970R025,PKT01069,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,9,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,61,1943,Unresolved region,Modern typography and layout,Graphic design object record,,Wellcome Collection Catalogue API,Letters between the Central Council for Health Education and J B S Haldane,hold_review,hold_review|card|Wellcome Collection Catalogue API|Unresolved region|1943
capture_batch_image_ready_1931_1970_records.csv,IR1970R066,SURF-IR1970R066,PKT00964,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,draft_card_demote,medium,Packet member has weak/context signal; draft card support role.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,collection_region_decade,18,high,source_visible,needs_packet_text,main_sheet,card_or_appendix_candidate,67,1967,Unresolved region,Public health and social communication,Graphic design object record,,Wellcome Collection Catalogue API,Speakers' Folder,hold_review,hold_review|card|Wellcome Collection Catalogue API|Unresolved region|1967
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02992,SURF-CAW2026R02992,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 01.jpg / page 50370603,09855jfDancing Rings Rizal Park Manilafvf 01.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 01.jpg / page 50370603|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02993,SURF-CAW2026R02993,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 02.jpg / page 50370617,09855jfDancing Rings Rizal Park Manilafvf 02.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 02.jpg / page 50370617|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02994,SURF-CAW2026R02994,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 03.jpg / page 50370604,09855jfDancing Rings Rizal Park Manilafvf 03.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 03.jpg / page 50370604|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02995,SURF-CAW2026R02995,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 04.jpg / page 50370612,09855jfDancing Rings Rizal Park Manilafvf 04.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 04.jpg / page 50370612|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02996,SURF-CAW2026R02996,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 07.jpg / page 50370618,09855jfDancing Rings Rizal Park Manilafvf 07.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 07.jpg / page 50370618|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02997,SURF-CAW2026R02997,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 08.jpg / page 50370620,09855jfDancing Rings Rizal Park Manilafvf 08.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09855jfDancing Rings Rizal Park Manilafvf 08.jpg / page 50370620|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02998,SURF-CAW2026R02998,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 07.jpg / page 50370709,09865jfDancing Rings Rizal Park Manilafvf 07.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 07.jpg / page 50370709|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R02999,SURF-CAW2026R02999,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 08.jpg / page 50370710,09865jfDancing Rings Rizal Park Manilafvf 08.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 08.jpg / page 50370710|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03000,SURF-CAW2026R03000,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 09.jpg / page 50370711,09865jfDancing Rings Rizal Park Manilafvf 09.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 09.jpg / page 50370711|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03001,SURF-CAW2026R03001,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 10.jpg / page 50370713,09865jfDancing Rings Rizal Park Manilafvf 10.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 10.jpg / page 50370713|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03002,SURF-CAW2026R03002,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 11.jpg / page 50370715,09865jfDancing Rings Rizal Park Manilafvf 11.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 11.jpg / page 50370715|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03003,SURF-CAW2026R03003,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 12.jpg / page 50370716,09865jfDancing Rings Rizal Park Manilafvf 12.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 12.jpg / page 50370716|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03005,SURF-CAW2026R03005,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 14.jpg / page 50370718,09865jfDancing Rings Rizal Park Manilafvf 14.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09865jfDancing Rings Rizal Park Manilafvf 14.jpg / page 50370718|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03006,SURF-CAW2026R03006,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09880jfDancing Rings Rizal Park Manilafvf.jpg / page 50370491,09880jfDancing Rings Rizal Park Manilafvf.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09880jfDancing Rings Rizal Park Manilafvf.jpg / page 50370491|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03007,SURF-CAW2026R03007,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09900jfDancing Rings Rizal Park Manilafvf 09.jpg / page 50371022,09900jfDancing Rings Rizal Park Manilafvf 09.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09900jfDancing Rings Rizal Park Manilafvf 09.jpg / page 50371022|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03008,SURF-CAW2026R03008,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09900jfDancing Rings Rizal Park Manilafvf 14.jpg / page 50371028,09900jfDancing Rings Rizal Park Manilafvf 14.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09900jfDancing Rings Rizal Park Manilafvf 14.jpg / page 50371028|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03009,SURF-CAW2026R03009,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 01.jpg / page 50371117,09915jfDancing Rings Rizal Park Manilafvf 01.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 01.jpg / page 50371117|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03010,SURF-CAW2026R03010,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 05.jpg / page 50371124,09915jfDancing Rings Rizal Park Manilafvf 05.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 05.jpg / page 50371124|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03011,SURF-CAW2026R03011,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 06.jpg / page 50371122,09915jfDancing Rings Rizal Park Manilafvf 06.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 06.jpg / page 50371122|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03012,SURF-CAW2026R03012,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 08.jpg / page 50371128,09915jfDancing Rings Rizal Park Manilafvf 08.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 08.jpg / page 50371128|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03013,SURF-CAW2026R03013,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 09.jpg / page 50371129,09915jfDancing Rings Rizal Park Manilafvf 09.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 09.jpg / page 50371129|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03014,SURF-CAW2026R03014,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 10.jpg / page 50371132,09915jfDancing Rings Rizal Park Manilafvf 10.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 10.jpg / page 50371132|Philippines|1980
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R03015,SURF-CAW2026R03015,PKT00290,card,hold_review,card-related decisions require visual/editorial sample review,unique_capture_id,keep_card_support,high,Already a card/context surface.,conservative_draft_override,promote_one_main_anchor_demote_members_to_subsheets,high,creator_region_medium_decade,24,high,source_visible,needs_packet_text,card,card,68,1980,Philippines,New Deal and civic poster programs,Poster,,Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 15.jpg / page 50371140,09915jfDancing Rings Rizal Park Manilafvf 15.jpg,hold_review,hold_review|card|Wikimedia Commons file source / 09915jfDancing Rings Rizal Park Manilafvf 15.jpg / page 50371140|Philippines|1980
