surface_id,title,period_band,macro_region,source_name,template_id,publication_role,image_state,source_text_chars,generated_text_chars,total_reading_chars,impact_score,impact_rating,impact_basis,group_candidate_count,max_group_member_count,strong_group_candidate,research_value_score,recommended_action,action_reason
SURF-CRG2026R1258,Kintaikyo 1.50Yen stamp in 1946.JPG,1930_1970,Japan,Wikimedia Commons file source / Kintaikyo 1.50Yen stamp in 1946.JPG / page 9724393,sheet.main.v0,main_sheet,IMG03,563,2394,2957,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,62,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R1269,Magnifying glass2.jpg,1930_1970,Turkey,Wikimedia Commons file source / Magnifying glass2.jpg / page 3767948,sheet.main.v0,main_sheet,IMG03,1473,2611,4084,52,C,heuristic baseline; design-term hits=3; verified open image,1,207,true,94,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R1259,Mʿǧm adbāʾ al-ʾaṭbāʾ book cover.jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Mʿǧm adbāʾ al-ʾaṭbāʾ book cover.jpg / page 114026631,sheet.main.v0,main_sheet,IMG03,568,2434,3002,52,C,heuristic baseline; design-term hits=3; verified open image,1,46,true,77,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CGS2026R0187,Nacionalizacion servicios.jpg,1930_1970,Argentina,Wikimedia Commons file source / Nacionalizacion servicios.jpg / page 15365243,sheet.main.v0,main_sheet,IMG03,717,2549,3266,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,66,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00008,Nigeria stamps.jpg,1930_1970,Nigeria,Wikimedia Commons file source / Nigeria stamps.jpg / page 56284529,sheet.main.v0,main_sheet,IMG03,664,2449,3113,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R1260,Notorious (1946 film poster).jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Notorious (1946 film poster).jpg / page 87339746,sheet.main.v0,main_sheet,IMG03,235,2601,2836,56,C,heuristic baseline; design-term hits=4; verified open image,1,58,true,70,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CGS2026R1197,Portada color La llaga Federico Gamboa Ediciones Botas México 1946.jpg,1930_1970,Mexico,Wikimedia Commons file source / Portada color La llaga Federico Gamboa Ediciones Botas México 1946.jpg / page 155843799,sheet.main.v0,main_sheet,IMG03,242,2652,2894,52,C,heuristic baseline; design-term hits=3; verified open image,1,5,true,70,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CGS2026R0364,Portada de Luz y distancias.jpg,1930_1970,Argentina,Wikimedia Commons file source / Portada de Luz y distancias.jpg / page 6891182,sheet.main.v0,main_sheet,IMG03,236,2571,2807,52,C,heuristic baseline; design-term hits=3; verified open image,1,16,true,69,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R1261,Ryouki cover.jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Ryouki cover.jpg / page 112233103,sheet.main.v0,main_sheet,IMG03,554,2274,2828,56,C,heuristic baseline; design-term hits=4; verified open image,1,46,true,76,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R1262,Ryouki sokango cover.jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Ryouki sokango cover.jpg / page 112257188,sheet.main.v0,main_sheet,IMG03,220,2573,2793,56,C,heuristic baseline; design-term hits=4; verified open image,1,46,true,70,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R1263,SLNSW 13886 Love Story Snap Adds 24sheeter film poster.jpg,1930_1970,Unresolved region,Wikimedia Commons file source / SLNSW 13886 Love Story Snap Adds 24sheeter film poster.jpg / page 36428394,sheet.main.v0,main_sheet,IMG03,432,2649,3081,56,C,heuristic baseline; design-term hits=4; verified open image,1,58,true,75,demote_to_sub,Likely belongs under a stronger grouped parent rather than standalone main.
SURF-CCT2026R00191,Stamp of Algeria - 1946 - Colnect 1011818 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 1011818 - Potez 56 plane over Algiers harbor.jpeg / page 98424384,sheet.main.v0,main_sheet,IMG03,1081,2669,3750,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,76,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R00192,Stamp of Algeria - 1946 - Colnect 192583 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192583 - Potez 56 plane over Algiers harbor.jpeg / page 98424386,sheet.main.v0,main_sheet,IMG03,1079,2674,3753,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,75,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R00193,Stamp of Algeria - 1946 - Colnect 192585 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192585 - Potez 56 plane over Algiers harbor.jpeg / page 98424390,sheet.main.v0,main_sheet,IMG03,841,2808,3649,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,71,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00194,Stamp of Algeria - 1946 - Colnect 192586 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192586 - Potez 56 plane over Algiers harbor.jpeg / page 98424393,sheet.main.v0,main_sheet,IMG03,698,2845,3543,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00195,Stamp of Algeria - 1946 - Colnect 192587 - 1 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192587 - 1 - Potez 56 plane over Algiers harbor.jpeg / page 98424398,sheet.main.v0,main_sheet,IMG03,702,2851,3553,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00196,Stamp of Algeria - 1946 - Colnect 192587 - 2 - Potez 56 plane over Algiers harbor - back.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192587 - 2 - Potez 56 plane over Algiers harbor - back.jpeg / page 98424401,sheet.main.v0,main_sheet,IMG03,709,2871,3580,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00197,Stamp of Algeria - 1946 - Colnect 192588 - 1 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192588 - 1 - Potez 56 plane over Algiers harbor.jpeg / page 98424405,sheet.main.v0,main_sheet,IMG03,702,2753,3455,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00198,Stamp of Algeria - 1946 - Colnect 192588 - 2 - Potez 56 plane over Algiers harbor - back.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192588 - 2 - Potez 56 plane over Algiers harbor - back.jpeg / page 98424414,sheet.main.v0,main_sheet,IMG03,709,2766,3475,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00199,Stamp of Algeria - 1946 - Colnect 192589 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192589 - Potez 56 plane over Algiers harbor.jpeg / page 98424417,sheet.main.v0,main_sheet,IMG03,698,2818,3516,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00200,Stamp of Algeria - 1946 - Colnect 192590 - Potez 56 plane over Algiers harbor.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 192590 - Potez 56 plane over Algiers harbor.jpeg / page 98424420,sheet.main.v0,main_sheet,IMG03,698,2845,3543,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00201,Stamp of Algeria - 1946 - Colnect 211293 - Type Marianne de Gandon.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211293 - Type Marianne de Gandon.jpeg / page 98424425,sheet.main.v0,main_sheet,IMG03,297,2772,3069,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00202,Stamp of Algeria - 1946 - Colnect 211296 - Type Marianne de Gandon.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211296 - Type Marianne de Gandon.jpeg / page 98424430,sheet.main.v0,main_sheet,IMG03,297,2769,3066,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00203,Stamp of Algeria - 1946 - Colnect 211303 - Alger.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211303 - Alger.jpeg / page 98424434,sheet.main.v0,main_sheet,IMG03,635,2673,3308,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00204,Stamp of Algeria - 1946 - Colnect 211304 - La Varane.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211304 - La Varane.jpeg / page 98424441,sheet.main.v0,main_sheet,IMG03,261,2803,3064,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,56,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00205,Stamp of Algeria - 1946 - Colnect 211305 - Enfants.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211305 - Enfants.jpeg / page 98424450,sheet.main.v0,main_sheet,IMG03,266,2801,3067,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,56,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00206,Stamp of Algeria - 1946 - Colnect 211306 - Adolescent.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211306 - Adolescent.jpeg / page 98424455,sheet.main.v0,main_sheet,IMG03,272,2808,3080,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,56,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00207,Stamp of Algeria - 1946 - Colnect 211307 - Adulte.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211307 - Adulte.jpeg / page 98424459,sheet.main.v0,main_sheet,IMG03,264,2802,3066,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,56,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00208,Stamp of Algeria - 1946 - Colnect 211308 - Soldat.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 211308 - Soldat.jpeg / page 98424463,sheet.main.v0,main_sheet,IMG03,264,2795,3059,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,56,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R00209,Stamp of Algeria - 1946 - Colnect 914801 - Arms of Algiers.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 914801 - Arms of Algiers.jpeg / page 98424465,sheet.main.v0,main_sheet,IMG03,655,2701,3356,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R00210,Stamp of Algeria - 1946 - Colnect 914802 - La Varane.jpeg,1930_1970,Algeria,Wikimedia Commons file source / Stamp of Algeria - 1946 - Colnect 914802 - La Varane.jpeg / page 98424472,sheet.main.v0,main_sheet,IMG03,631,2686,3317,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,64,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R02226,Stamp of Brazil - 1947 - Colnect 207999 - President Eurico Gaspar Dutra.jpeg,1930_1970,Brazil,Wikimedia Commons file source / Stamp of Brazil - 1947 - Colnect 207999 - President Eurico Gaspar Dutra.jpeg / page 98466414,sheet.main.v0,main_sheet,IMG03,315,2860,3175,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R02227,Stamp of Brazil - 1947 - Colnect 208000 - President Eurico Gaspar Dutra.jpeg,1930_1970,Brazil,Wikimedia Commons file source / Stamp of Brazil - 1947 - Colnect 208000 - President Eurico Gaspar Dutra.jpeg / page 98466419,sheet.main.v0,main_sheet,IMG03,315,2864,3179,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R02228,Stamp of Brazil - 1947 - Colnect 208001 - President Eurico Gaspar Dutra.jpeg,1930_1970,Brazil,Wikimedia Commons file source / Stamp of Brazil - 1947 - Colnect 208001 - President Eurico Gaspar Dutra.jpeg / page 98466420,sheet.main.v0,main_sheet,IMG03,315,2859,3174,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R02229,Stamp of Brazil - 1947 - Colnect 363597 - President Eurico Gaspar Dutra.jpeg,1930_1970,Brazil,Wikimedia Commons file source / Stamp of Brazil - 1947 - Colnect 363597 - President Eurico Gaspar Dutra.jpeg / page 98466444,sheet.main.v0,main_sheet,IMG03,315,2862,3177,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R1264,Stan Bunn.jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Stan Bunn.jpg / page 70600673,sheet.main.v0,main_sheet,IMG03,716,2520,3236,48,D,heuristic baseline; design-term hits=2; verified open image,1,207,true,80,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R1265,The Killers (1946 film poster).jpg,1930_1970,Unresolved region,Wikimedia Commons file source / The Killers (1946 film poster).jpg / page 87434494,sheet.main.v0,main_sheet,IMG03,223,2590,2813,56,C,heuristic baseline; design-term hits=4; verified open image,1,58,true,70,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R1266,The Stranger (1946 film poster).jpg,1930_1970,Unresolved region,Wikimedia Commons file source / The Stranger (1946 film poster).jpg / page 90586532,sheet.main.v0,main_sheet,IMG03,308,2608,2916,56,C,heuristic baseline; design-term hits=4; verified open image,1,58,true,72,demote_to_sub,Likely belongs under a stronger grouped parent rather than standalone main.
SURF-CRG2026R1267,"Tofigh magazine cover, Issue 1.jpg",1930_1970,Unresolved region,"Wikimedia Commons file source / Tofigh magazine cover, Issue 1.jpg / page 85134367",sheet.main.v0,main_sheet,IMG03,597,2410,3007,56,C,heuristic baseline; design-term hits=4; verified open image,1,46,true,78,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R02918,ملصق فيلم ابن الشرق 1946.jpg,1930_1970,Iraq,Wikimedia Commons file source / ملصق فيلم ابن الشرق 1946.jpg / page 146466329,sheet.main.v0,main_sheet,IMG03,1064,2721,3785,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,77,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R1268,"Ṣuwar min al-tārīkh al-ʻArabī Book Cover (Dār al-Maʻārif, 1946).png",1930_1970,Unresolved region,"Wikimedia Commons file source / Ṣuwar min al-tārīkh al-ʻArabī Book Cover (Dār al-Maʻārif, 1946).png / page 140949525",sheet.main.v0,main_sheet,IMG03,336,2693,3029,52,C,heuristic baseline; design-term hits=3; verified open image,1,4,false,65,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0637,1 Anna - Receipt Stamp of Las Bela.jpg,1930_1970,Pakistan,Wikimedia Commons file source / 1 Anna - Receipt Stamp of Las Bela.jpg / page 110841038,sheet.main.v0,main_sheet,IMG03,449,2674,3123,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,60,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R1272,1947 Cisitalia 202 CMM brochure.jpg,1930_1970,Unresolved region,Wikimedia Commons file source / 1947 Cisitalia 202 CMM brochure.jpg / page 121476556,sheet.main.v0,main_sheet,IMG03,256,2638,2894,48,D,heuristic baseline; design-term hits=2; verified open image,1,207,true,69,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CGS2026R1253,A media luz poster.jpg,1930_1970,Mexico,Wikimedia Commons file source / A media luz poster.jpg / page 128421589,sheet.main.v0,main_sheet,IMG03,221,2480,2701,52,C,heuristic baseline; design-term hits=3; verified open image,1,5,true,68,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-IR1970R030,"A radiograph of the chest; representing the need for early detection of pulmonary tuberculosis. Colour lithograph by G.C. Schulz, ca. 1947.",1930_1970,Germany,Wellcome Collection Catalogue API,sheet.main.v0,main_sheet,IMG02,422,2252,2674,39,D,heuristic baseline; design-term hits=1,1,30,true,62,demote_to_sub,Likely belongs under a stronger grouped parent rather than standalone main.
SURF-COM1970R093,AR-MCR.FOWM VA0003.jpg,1930_1970,Belgium,Wikimedia Commons,sheet.main.v0,main_sheet,IMG03,1110,2367,3477,48,D,heuristic baseline; design-term hits=2; verified open image,0,0,false,74,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R00632,AfSud stamp eng royal couple 1947.jpg,1930_1970,South Africa,Wikimedia Commons file source / AfSud stamp eng royal couple 1947.jpg / page 2761464,sheet.main.v0,main_sheet,IMG03,1512,2766,4278,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,80,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R03183,"Al-ʻArabī fī ḥurūbih book cover (al-Jazīrah al-ʻIlmīyah, 1947).png",1930_1970,Palestine,"Wikimedia Commons file source / Al-ʻArabī fī ḥurūbih book cover (al-Jazīrah al-ʻIlmīyah, 1947).png / page 140835294",sheet.main.v0,main_sheet,IMG03,757,2751,3508,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R1273,"Bandontwerp voor Johan Blinxma, Dikkie Dijkstra wordt journalist, c. 1947, RP-T-2015-41-1483.jpg",1930_1970,Unresolved region,"Wikimedia Commons file source / Bandontwerp voor Johan Blinxma, Dikkie Dijkstra wordt journalist, c. 1947, RP-T-2015-41-1483.jpg / page 84994859",sheet.main.v0,main_sheet,IMG03,1110,2731,3841,52,C,heuristic baseline; design-term hits=3; verified open image,1,46,true,92,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R02308,Chile antartica.jpg,1930_1970,Chile,Wikimedia Commons file source / Chile antartica.jpg / page 141652,sheet.main.v0,main_sheet,IMG03,1165,2620,3785,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,78,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CCT2026R02309,Chile.Ant.Claim.jpeg,1930_1970,Chile,Wikimedia Commons file source / Chile.Ant.Claim.jpeg / page 3517111,sheet.main.v0,main_sheet,IMG03,533,2705,3238,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,63,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R1198,Claudette Colbert Negro y Blanco 1947.jpg,1930_1970,Mexico,Wikimedia Commons file source / Claudette Colbert Negro y Blanco 1947.jpg / page 25171244,sheet.main.v0,main_sheet,IMG03,1056,2501,3557,56,C,heuristic baseline; design-term hits=4; verified open image,1,5,true,90,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRB2026V3R00157,Court fee stamp of Dhaka High Court of East Pakistan.jpg,1930_1970,Bangladesh,Wikimedia Commons file source / Court fee stamp of Dhaka High Court of East Pakistan.jpg / page 173061554,sheet.main.v0,main_sheet,IMG03,868,2547,3415,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,70,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V3R00158,Court fee stamp used at the beginning of the Dhaka High Court in 1947.jpg,1930_1970,Bangladesh,Wikimedia Commons file source / Court fee stamp used at the beginning of the Dhaka High Court in 1947.jpg / page 173061555,sheet.main.v0,main_sheet,IMG03,712,2765,3477,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-GA1970R107,Den Internationale Ballet-konkurrence. Kobenhavn. Staerekassen 1-5 Juni : [affiche] / [non identifié],1930_1970,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG03,200,1748,1948,40,D,heuristic baseline; verified open image,2,13,true,62,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R02310,Estampilla Canción Nacional de Chile.jpg,1930_1970,Chile,Wikimedia Commons file source / Estampilla Canción Nacional de Chile.jpg / page 13276842,sheet.main.v0,main_sheet,IMG03,417,2783,3200,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,60,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R02628,Estampilla del seguro social 1951 000.JPG,1930_1970,Venezuela,Wikimedia Commons file source / Estampilla del seguro social 1951 000.JPG / page 22648356,sheet.main.v0,main_sheet,IMG03,332,2791,3123,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,58,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRB2026V2R0672,"Feestprogramma, Bestanddeelnr 393-4-1.jpg",1930_1970,Indonesia,"Wikimedia Commons file source / Feestprogramma, Bestanddeelnr 393-4-1.jpg / page 65999676",sheet.main.v0,main_sheet,IMG03,1201,2655,3856,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,79,keep_main,Sufficient image/source/text/impact balance for main-sheet treatment.
SURF-CRG2026R1270,Hedeya (1947).jpg,1930_1970,Egypt,Wikimedia Commons file source / Hedeya (1947).jpg / page 123589195,sheet.main.v0,main_sheet,IMG03,192,2427,2619,56,C,heuristic baseline; design-term hits=4; verified open image,1,58,true,68,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R1274,ITA 1947 MiNr0P75 pm B002.jpg,1930_1970,Italy,Wikimedia Commons file source / ITA 1947 MiNr0P75 pm B002.jpg / page 77506984,sheet.main.v0,main_sheet,IMG03,711,2627,3338,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,67,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-MX1970R003,Immunisation against diphtheria : national and local publicity for 1947 / Ministry of Health.,1930_1970,United Kingdom,Wellcome Collection Catalogue API,sheet.main.v0,main_sheet,IMG03,241,2021,2262,44,D,heuristic baseline; design-term hits=1; verified open image,1,30,true,65,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R03501,Lady-in-the-Lake-poster-Australia.jpg,1930_1970,Australia,Wikimedia Commons file source / Lady-in-the-Lake-poster-Australia.jpg / page 93737791,sheet.main.v0,main_sheet,IMG03,742,2556,3298,56,C,heuristic baseline; design-term hits=4; verified open image,0,0,false,68,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CRG2026R1275,Miracle on 34th Street (1947 film poster).jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Miracle on 34th Street (1947 film poster).jpg / page 87232987,sheet.main.v0,main_sheet,IMG03,245,2627,2872,56,C,heuristic baseline; design-term hits=4; verified open image,1,58,true,71,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-GAX1970R115,"Mémento de typographie orientale , à l'usage des compositeurs de l'Imprimerie nationale...",1930_1970,France,Gallica / BnF APIs,sheet.main.v0,main_sheet,IMG03,199,1728,1927,40,D,heuristic baseline; verified open image,2,13,true,61,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R1276,Out of the Past (1947 poster - detail of Mitchum).jpg,1930_1970,Unresolved region,Wikimedia Commons file source / Out of the Past (1947 poster - detail of Mitchum).jpg / page 86675532,sheet.main.v0,main_sheet,IMG03,264,2640,2904,52,C,heuristic baseline; design-term hits=3; verified open image,1,58,true,70,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CGS2026R1199,Portada exlibris La llaga Federico Gamboa 1947 biblioteca Gustavo Sandoval López.jpg,1930_1970,Mexico,Wikimedia Commons file source / Portada exlibris La llaga Federico Gamboa 1947 biblioteca Gustavo Sandoval López.jpg / page 155845404,sheet.main.v0,main_sheet,IMG03,234,2679,2913,52,C,heuristic baseline; design-term hits=3; verified open image,1,5,true,69,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R01627,"Poster for Betar Tulcea commemorating Trumpeldor's death, 1947-03-02.png",1930_1970,Romania,"Wikimedia Commons file source / Poster for Betar Tulcea commemorating Trumpeldor's death, 1947-03-02.png / page 120622301",sheet.main.v0,main_sheet,IMG03,295,2809,3104,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,57,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CRG2026R1271,Poster of the movie The Chinese Ring.jpg,1930_1970,China,Wikimedia Commons file source / Poster of the movie The Chinese Ring.jpg / page 41178123,sheet.main.v0,main_sheet,IMG03,392,2598,2990,60,C,heuristic baseline; design-term hits=5; verified open image,0,0,false,60,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CGS2026R0469,Poster promocional de Querida Susana (1947).jpg,1930_1970,Brazil,Wikimedia Commons file source / Poster promocional de Querida Susana (1947).jpg / page 192882477,sheet.main.v0,main_sheet,IMG03,259,2576,2835,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,55,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
SURF-CCT2026R01552,"Pshavela, Vazha.jpg",1930_1970,Georgia,"Wikimedia Commons file source / Pshavela, Vazha.jpg / page 3537627",sheet.main.v0,main_sheet,IMG03,816,2522,3338,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,69,demote_to_sub,Research value is not yet strong enough for standalone main treatment.
SURF-CCT2026R03226,Pul - 1947 İzmir Enternasyonel Fuarı.png,1930_1970,Turkey,Wikimedia Commons file source / Pul - 1947 İzmir Enternasyonel Fuarı.png / page 164645846,sheet.main.v0,main_sheet,IMG03,200,2798,2998,52,C,heuristic baseline; design-term hits=3; verified open image,0,0,false,55,demote_to_sub,Thin source-derived text and insufficient impact basis for standalone main.
