capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_description,source_notes,source_subjects,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date
MC1930R021,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2005682800,https://www.loc.gov/pictures/item/2005682800/,Work Projects Administration poster collection (Library of Congress),,1936-1943.,1936,,,907 prints (posters) :,907 prints (posters) : most color; various sizes.,guide; pp,"Includes almost half of the posters created by the United States Works Progress Administration, later Work Projects Administration (WPA). Many posters publicize the Depression-era activities of WPA branches such as the Federal Art Project, Federal Music Project, Federal Theatre Project, and the Index of American Design. These groups produced plays, concerts, dance performances, revues, operas, and art and design exhibitions. Other posters offer health information related to maternity, nutrition, safety…","Arrangement: Organized as one filing series called POS - WPA; Arrangement: the arrangement is alphabetical by state name, then by artist (with unidentified artists filed as…; Collection title devised by Library staff.; The poster media are predominately silkscreen, lithograph, and woodcut prints.; Special Collections in the Library of Congress / compiled by Annette Melville. Washington, D.C. : Library of Congress, 1980, no. 265; Digitized images of each print along with associated descriptive information are…","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Entertainment--United%20States."", ""title"": ""Entertainment--United States.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Health--United%20States."", ""title"": ""Health--United States.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Manners%20%26%20customs--United%20States."", ""title"": ""Manners & customs--United States.""}; {""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=War%20work--United%20States."", ""title"": ""War work--United States.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://www.loc.gov/pictures/static/images/item/grouprecord_thumb_large.jpg,false,https://www.loc.gov/pictures/item/2005682800/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R022,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2010651945,https://www.loc.gov/pictures/item/2010651945/,[WPA Federal Music Project posters announcing Ernst Bacon musical events],,1936-1937.,1936,,,4 prints (posters) :,4 prints (posters) : silkscreen.,iuc; pp,,"This catalog record contains preliminary data.; Title devised by Library staff.; Noted on folder: ""Found with Eames material at Landover.""; Includes: San Francisco WPA Symphony Orchestra in a program of French Music, Nov. 17, 1936; Take Your Choice, Dec. 2, 1936; Neighborhood Concert Series, April 19, 1937; Alcazar…; Source not recorded; (PR 06 CN 803).",,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010651945/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R023,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98515024,https://www.loc.gov/pictures/item/98515024/,[WPA poster design on blue background showing the head and hands of a woman holding flowers and wheat above a blank banner],,between 1936 and 1941],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color ; 55.9 x 35.6 cm (board)",00; 012; diof; exh; l4990; pp; wpapos,,"Title devised by Library staff.; Date stamped on verso: May 14 1941.; Stamped on verso: ""New York State WPA Art Program.""; Forms part of: Work Projects Administration Poster Collection (Library of Congress).; Exhibited: ""Works Progress Administration (WPA)"" at the Memorial Art Gallery, University of Rochester, Rochester, N.Y., Oct. 2015 - Jan. 2016.","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Economic%20%26%20social%20conditions--New%20York%20%28State%29--New%20York--1930-1950."", ""title"": ""Economic & social conditions--New York (State)--New York--1930-1950.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38300/38347_150px.jpg,false,https://www.loc.gov/pictures/item/98515024/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R024,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98515025,https://www.loc.gov/pictures/item/98515025/,[WPA poster design on red background showing the head and hands of a woman holding flowers and wheat above a blank banner],,between 1936 and 1941],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color ; 55.8 x 35.3 cm (board)",00; 013; diof; exh; l4990; pp; wpapos,,"Title devised by Library staff.; Date stamped on verso: May 14 1941.; Stamped on verso: ""New York State WPA Art Program.""; Forms part of: Work Projects Administration Poster Collection (Library of Congress).; Exhibited: ""Works Progress Administration (WPA)"" at the Memorial Art Gallery, University of Rochester, Rochester, N.Y., Oct. 2015 - Jan. 2016.","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Economic%20%26%20social%20conditions--New%20York%20%28State%29--New%20York--1930-1950."", ""title"": ""Economic & social conditions--New York (State)--New York--1930-1950.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ppmsca/38300/38344_150px.jpg,false,https://www.loc.gov/pictures/item/98515025/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R025,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98515019,https://www.loc.gov/pictures/item/98515019/,[WPA poster design showing the head and hands of a woman holding flowers and wheat above a blank banner],,between 1936 and 1941],1936,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,Date stamped on verso: May 14 1941.; Stamped on verso: New York State WPA Art Program.; Work Projects Administration Poster Collection (Library of Congress).,"{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Economic%20%26%20social%20conditions--New%20York%20%28State%29--New%20York--1930-1950."", ""title"": ""Economic & social conditions--New York (State)--New York--1930-1950.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05300/3f05358_150px.jpg,false,https://www.loc.gov/pictures/item/98515019/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R026,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2010646678,https://www.loc.gov/pictures/item/2010646678/,[WPA posters],"Verchuuren, Charles",[between 1936 and 1939],1936,,,5 posters:,5 posters: silkscreens; 71 x 56 cm.,iuc; pp,,This catalog record contains preliminary data.; Titles include: Give to build; Keep yards and courts clean; Protect baby molars; Youth challenges the war-makers; Continental varieties; Purchase; Mary Ryan Gallery; 2000; (DLC/PP-2000:039).,,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010646678/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R027,MC02,midcentury_design_museum_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=travel+poster&page_size=50&page=1,captured,O1036199,https://collections.vam.ac.uk/item/O1036199/,Season Tickets From This Station,"Nash, Paul",1937,1937,,London,Poster,,V&A Collections,"Colour lithograph poster advertising the availability of travel season tickets. The design features an oval divided into six sections, representing multiple jounreys and tickets, against a white ground.",Colour lithograph,Prints; Advertising; Transport; Posters,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_midcentury_1930_1970_raw/vam_search_poster.json,2026-05-30
MC1930R028,MC02,midcentury_design_museum_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=travel+poster&page_size=50&page=1,captured,O590954,https://collections.vam.ac.uk/item/O590954/,Travels in time on your doorstop,"Ellis, Clifford",1937,1937,,London,Poster,,V&A Collections,'Travels in time on your doorstop'. Colour lithograph poster. Signed and dated 37 .,Colour lithography,Prints; Advertising; Transport; Posters,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,,false,,data/capture_batch_midcentury_1930_1970_raw/vam_search_poster.json,2026-05-30
MC1930R029,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98517082,https://www.loc.gov/pictures/item/98517082/,Ohio WPA paintings through March,"Clough, Stanley Thomas, 1905-",1938.,1938,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Art exhibitions--Ohio--1930-1940.; Exhibition posters--1930-1940.; Screen prints--Color--1930-1940.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48800/3b48808_150px.jpg,false,https://www.loc.gov/pictures/item/98517082/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R030,MC02,midcentury_design_museum_records,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=travel+poster&page_size=50&page=1,captured,O555939,https://collections.vam.ac.uk/item/O555939/,W.T.A. Summer Holidays,"Harrison, Arthur R.",1938,1938,,Great Britain,Poster,,V&A Collections,'Workers Travel Association'. Colour lithograph poster. Signed and dated ' '38 '.,Colour lithography,Prints; Advertising; Entertainment & Leisure; Posters,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,Source-hosted viewer candidate; keep source return visible.,source_viewer_frame,"https://framemark.vam.ac.uk/collections/2015HJ8008/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2015HJ8008/,false,,data/capture_batch_midcentury_1930_1970_raw/vam_search_poster.json,2026-05-30
MC1930R031,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,92510123,https://www.loc.gov/pictures/item/92510123/,"WPA Federal Art Project exhibition, 77 Newbury St., Boston, Nov. 28, Dec. 10, 1938","Nason, Ben",1938.,1938,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,"Poster announcing WPA exhibit at the Federal Art Gallery, 77 Newbury St., Boston, Mass., showing hand, eye, and palette.","Work Projects Administration Poster Collection (Library of Congress).; Promotional goal: U.S. K92. 1938.; Date stamped on verso: Nov 25 1938.; Posters of the WPA / Christopher DeNoon. Los Angeles : Wheatly Press, c1987, no. 58","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=Art%20exhibitions--Massachusetts--Boston--1930-1940."", ""title"": ""Art exhibitions--Massachusetts--Boston--1930-1940.""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48700/3b48728_150px.jpg,false,https://www.loc.gov/pictures/item/92510123/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R032,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98517981,https://www.loc.gov/pictures/item/98517981/,Federal Art exhibition WPA water colors.,"Nason, Ben",1939.,1939,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Art exhibitions--Massachusetts--Boston--1930-1940.; Exhibition posters--1930-1940.; Screen prints--Color--1930-1940.; Watercolors--1930-1940.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48700/3b48710_150px.jpg,false,https://www.loc.gov/pictures/item/98517981/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R033,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98508979,https://www.loc.gov/pictures/item/98508979/,"Field day--WPA recreation project, Dist. No. 2",,[1939],1939,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Recreation--Illinois--1930-1940.; Sports--Illinois--1930-1940.; Tennis players--Illinois--1930-1940.; Posters--1930-1940.; Screen prints--Color--1930-1940.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/ds/08000/08072_150px.jpg,false,https://www.loc.gov/pictures/item/98508979/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R034,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513244,https://www.loc.gov/pictures/item/98513244/,"WPA exhibition [of] Dorothy Loeb [and] Blanche Lazzell Federal Art Gallery, 77 Newbury St. Boston /","Nason, Ben",1939.,1939,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,"Loeb, Dorothy.; Lazzell, Blanche.; Art exhibitions--Massachusetts--Boston--1930-1940.; Exhibition posters--1930-1940.; Screen prints--Color--1930-1940.",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05200/3f05286_150px.jpg,false,https://www.loc.gov/pictures/item/98513244/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R035,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98513249,https://www.loc.gov/pictures/item/98513249/,"WPA exhibition [of] Dorothy Loeb [and] Blanche Lazzell Federal Art Gallery, 77 Newbury St. Boston /","Nason, Ben",1939.,1939,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,"Loeb, Dorothy.; Lazzell, Blanche.; Art exhibitions--Massachusetts--Boston--1930-1940.; Exhibition posters--1930-1940.; Screen prints--Color--1930-1940.",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05200/3f05287_150px.jpg,false,https://www.loc.gov/pictures/item/98513249/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R036,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,93511160,https://www.loc.gov/pictures/item/93511160/,WPA rumor,"Bock, Vera",[between 1939 and 1941],1939,,,1 print  on board (poster) :,"1 print  on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Economic & social conditions--1930-1950.; Rumor--1930-1950.; Wolves--1930-1950.; Posters--1930-1950.; Screen prints--Color--1930-1950.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3b40000/3b48000/3b48900/3b48902_150px.jpg,false,https://www.loc.gov/pictures/item/93511160/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R037,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2017700651,https://www.loc.gov/pictures/item/2017700651/,"WPB (War Production Board) poster. This is the official poster which may be displayed on all construction work costing over five hundred thousand dollars with certain exceptions, to show that the work has been authorized by the WPA (Work Projects Administration)",United States. Office of War Information.,[between 1940 and 1946],1940,,,1 negative :,1 negative : safety ; 5 x 7 inches or smaller.,ammem; diof; fsa; pp,,"Actual size of negative is B (approximately 5 x 7 inches).; Title and other information from caption card.; Transfer; United States. Office of War Information. Overseas Picture Division. Washington Division; 1944.; More information about the FSA/OWI Collection is available at http://hdl.loc.gov/loc.pnp/pp.fsaowi; Film copy on SIS roll 36, frame 185.","{""link"": ""https://www.loc.gov/pictures/related/?fi=subject&q=United%20States--District%20of%20Columbia--Washington%20%28D.C.%29"", ""title"": ""United States--District of Columbia--Washington (D.C.)""}",LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/fsa/8b12000/8b12900/8b12980_150px.jpg,false,https://www.loc.gov/pictures/item/2017700651/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R038,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,92500637,https://www.loc.gov/pictures/item/92500637/,"American guide week, Nov. 10-16 Take pride in your country : State by state the WPA Writers' Projects describe America to Americans /",Federal Art Project,[1941],1941,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Federal Writers' Project--Commemoration--1940-1950.; Eagles--1940-1950.; Posters--1940-1950.; Screen prints--Color--1940-1950.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f03000/3f03700/3f03733_150px.jpg,false,https://www.loc.gov/pictures/item/92500637/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R039,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,98517345,https://www.loc.gov/pictures/item/98517345/,"American guide week, Nov. 10-16 Take pride in your country : State by state the WPA Writers' Projects describe America to Americans /",Federal Art Project,[1941],1941,,,1 print on board (poster) :,"1 print on board (poster) : silkscreen, color.",diof; pp; wpapos,,,Federal Writers' Project--Commemoration--1940-1950.; Eagles--1940-1950.; Posters--1940-1950.; Screen prints--Color--1940-1950.,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; keep source return visible.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/cph/3f00000/3f05000/3f05400/3f05430_150px.jpg,false,https://www.loc.gov/pictures/item/98517345/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R040,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2010633532,https://www.loc.gov/pictures/item/2010633532/,"To speak up for democracy read up on democracy; 1791/1941 Freedom of expression and religion, Freedom from want & fear everywhere in the world-FDR; All out for defense of democracy; Strengthen good neighbor policy [WPA posters]",,1941.,1941,,,4 items.,4 items.,iuc; minload; pp,,Collection stored on site. Containers include: 1 B size container (partial).; Creators include: New York State WPA Art Program.; Media includes: 4 Posters : silkscreen.; Printed on brittle board.; This catalog record contains preliminary data.; Title devised by Library staff.; Gift; Indiana Chamber of Commerce; 1989; (DLC/PP-1989:101).; export NME,,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010633532/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R041,MC03,midcentury_public_information_and_propaganda_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=WPA+poster&fo=json&c=50,captured,2010632762,https://www.loc.gov/pictures/item/2010632762/,[WPA  posters for American Guide Week and Hoosier Folklore],,1941.,1941,,,5 posters.,5 posters.,iuc; minload; pp,,Creator not recorded.; Rest of material processed as LOTs.; Material stored on site. Containers include: 1 B size container (partial).; This catalog record contains preliminary data.; Title devised by Library staff.; Transfer; LC Manuscript Division (U.S. Works Projects Administration); (PR 13 CN 1981:361); export NME,,LOC search row does not expose a usable image in this capture.,,LOC search row does not expose a usable image in this capture.,IMG04,LOC search row does not expose a usable image in this capture.,IMG04: LOC search row does not expose a usable image in this capture.,high,false,Render as text/source page without image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010632762/,false,,data/capture_batch_midcentury_1930_1970_raw/loc_search_wpa-poster.json,2026-05-30
MC1930R042,MC01,midcentury_open_and_museum_poster_records,SRC020,Art Institute of Chicago API,https://api.artic.edu/api/v1/artworks/search?q=world+war+poster&fields=id%2Ctitle%2Cartist_display%2Cdate_display%2Cplace_of_origin%2Cmedium_display%2Cclassification_titles%2Capi_link%2Cimage_id%2Cthumbnail%2Cis_public_domain%2Cartist_id%2Cdate_start%2Cdate_end&page=1&limit=50,captured,159595,https://www.artic.edu/artworks/159595,The Time for Vengeance is Approaching,"Pavel Sokolov-Skalya
Born Strel'nia, 1899; died Moscow, 1961","June 18, 1942",1942,1942,Russia,poster; print; prints and drawing,Stencil,Art Institute of Chicago,,,poster; propaganda; political scenes; prints and drawings; military scenes; soldiers; people; war; allied forces; explosions; expositions; graphic; Hitler; print; prints and drawing,"AIC image identifier exists, but search row does not report public-domain status.",,"AIC image identifier exists, but search row does not report public-domain status.",IMG00,"AIC image identifier exists, but search row does not report public-domain status.","IMG00: AIC image identifier exists, but search row does not report public-domain status.",high,true,Render empty image frame until item-level rights evidence upgrades it.,empty_rights_frame,"https://www.artic.edu/iiif/2/f001f4c7-d60c-dff9-6b22-16b61c9da356/full/843,/0/default.jpg",false,"https://www.artic.edu/iiif/2/f001f4c7-d60c-dff9-6b22-16b61c9da356/full/843,/0/default.jpg",false,,data/capture_batch_midcentury_1930_1970_raw/aic_search_poster.json,2026-05-30
