candidate_id,source_name,macro_region,country_or_region,locality,source_kind,institutional_level,institution_class,access_family,url,expected_record_types,period_strength,image_strategy,text_strategy,rights_risk,automation_priority,verification_status,current_ingest_status,notes
SEM076,NLB OneSearch,Southeast Asia,,,Discovery portal,institutional,independent,HTML,https://search.nlb.gov.sg/onesearch/,periodical_newspaper;poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,Good cross-domain metadata layer
SEM077,NLB eResource Search API,Southeast Asia,,,Public API dataset,institutional,independent,API,https://data.gov.sg/datasets/d_39d77f60d11fbb9c85cb102e59ca0d08/view,mixed_discovery,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P4 later period support,deep_research_seed,candidate_from_matrix,Useful utility service for structured metadata experiments
SEM078,NAS Archives Online,Southeast Asia,,,National archives portal,national,government,HTML,https://www.nas.gov.sg/archivesonline/,book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,thumbnail_only,text-rich,Low,P4 later period support,deep_research_seed,candidate_from_matrix,High-value context source; rights-heavy
SEM079,Roots.sg Collections,Southeast Asia,,,Public heritage portal,institutional,independent,HTML,https://www.roots.gov.sg/,poster_print_object,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,source_viewer_or_iiif,metadata-plus-context,Med,P4 later period support,deep_research_seed,candidate_from_matrix,Good for Singapore visual culture and design objects
SEM080,National Library of the Philippines Digital Collections,Southeast Asia,,,National library portal,national,government,HTML+PDF,https://web.nlp.gov.ph/digital-collections/,periodical_newspaper;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,thumbnail_only,text-rich,Low,P3 manual/link-only,deep_research_seed,candidate_from_matrix,Valuable but technically brittle
SEM081,NLP Digital Collection portal,Southeast Asia,,,Legacy digital portal,institutional,independent,HTML,https://nlpdl.nlp.gov.ph/,periodical_newspaper;archive_finding_aid,1830-1930=secondary; 1931-1970=secondary; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,metadata-plus-context,Low,P4 later period support,deep_research_seed,candidate_from_matrix,"Good content, poor automation ergonomics"
SEM082,Khastara,Southeast Asia,,,National manuscripts/documentary heritage portal,national,government,HTML,https://khastara.perpusnas.go.id/,periodical_newspaper;poster_print_object;book_catalogue_text,1830-1930=strong; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Low-Med,P3 manual/link-only,deep_research_seed,candidate_from_matrix,Strong Indonesian source for print and documentary heritage
SEM083,Southeast Asia Digital Library,Southeast Asia,,,Regional aggregator,institutional,aggregator,HTML,https://sea.lib.niu.edu/,authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P2 source probe,deep_research_seed,candidate_from_matrix,Good discovery layer beyond Singapore
SEM084,Digital Library of Lao Manuscripts,Southeast Asia,,,Specialized manuscript portal,institutional,library,HTML,https://digital.crossasia.org/digital-library-of-lao-manuscripts/,poster_print_object;book_catalogue_text,1830-1930=secondary; 1931-1970=secondary; 1971-2000=strong; 2001-2026=secondary,prefer_open_image,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,"More contextual than graphic-design core, but valuable for script and book culture"
SEM085,National Library of India,South Asia,,,National library portal,national,government,HTML,https://www.nationallibrary.gov.in/,periodical_newspaper;book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=secondary; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Low-Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,"Indian publishing, multilingual typography, public communication context"
SEM086,National Digital Library of India,South Asia,,,National aggregator,national,government,HTML,https://ndl.iitkgp.ac.in/,book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Low-Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,"design education, NID-related texts, public communication references"
SEM087,NID Archives and institutional publications,South Asia,,,Design school archive,institutional,university,HTML+PDF,https://www.nid.edu/,book_catalogue_text;authority_context;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=secondary; 2001-2026=secondary,text_only,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,postcolonial design education and development communication
SEM088,Eames India Report,South Asia,,,Design text,institutional,independent,PDF,https://www.nid.edu/,book_catalogue_text,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,text_only,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,foundational text node for Indian design infrastructure
SEM089,Design in India / India Design Council references,South Asia,,,Institutional/design policy source,institutional,independent,HTML,https://www.indiadesigncouncil.org/,book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=secondary; 2001-2026=secondary,text_only,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,design policy and professionalization context
SEM090,Qatar Digital Library,Middle East and North Africa,,,Digital library,institutional,library,IIIF+API+HTML,https://www.qdl.qa/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=secondary; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,Arabic/Persian/colonial print and public visual culture context
SEM091,Bibliotheca Alexandrina Digital Assets Repository,Middle East and North Africa,,,Digital library,institutional,library,HTML,https://dar.bibalex.org/,periodical_newspaper;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Low-Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,Arabic publishing and periodical design context
SEM092,National Library of Israel,Middle East and North Africa,,,National library portal,national,government,API+HTML,https://www.nli.org.il/,periodical_newspaper;poster_print_object;book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P1 text-rich crawl,deep_research_seed,candidate_from_matrix,"Hebrew/Arabic publishing, posters, institutional graphics"
SEM093,Encyclopaedia Iranica / Iranian poster contextual records,Middle East and North Africa,,,Reference text,institutional,independent,HTML,https://iranicaonline.org/,poster_print_object;book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,Iranian poster and typography context when object records are thin
SEM094,Poster House Iranian design pages,Middle East and North Africa,,,Museum/exhibition text,institutional,museum,HTML,https://posterhouse.org/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,text-rich entry into Iranian poster design and typography
SEM095,South African History Archive,Africa,,,Community/political archive,community,community,HTML,https://www.saha.org.za/,poster_print_object;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,metadata-plus-context,Low-Med,P2 global-balance manual or semi-manual,deep_research_seed,active_in_public_payload,"anti-apartheid graphics, Medu posters, counterpublic design"
SEM096,South African History Online,Africa,,,Historical/context archive,institutional,independent,HTML,https://www.sahistory.org.za/,book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,text_only,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,text-rich context for anti-apartheid visual communication
SEM097,Wits Historical Papers / Medu Art Ensemble resources,Africa,,,University archive,university,university,HTML,https://www.wits.ac.za/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Low-Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,Medu and anti-apartheid design context
SEM098,Digital Innovation South Africa,Africa,,,Digital archive,institutional,independent,HTML,https://disa.ukzn.ac.za/,periodical_newspaper;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Low-Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,anti-apartheid periodical and campaign context
SEM099,Trove,Oceania and Pacific,,,National aggregator,national,government,API+HTML,https://trove.nla.gov.au/,periodical_newspaper;poster_print_object;book_catalogue_text;web_born_digital;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=strong,link_only_until_rights_verified,text-rich,Med,P1 text-rich crawl,deep_research_seed,candidate_from_matrix,"Australian print, advertising, public information and web culture"
SEM100,DigitalNZ,Oceania and Pacific,,,National aggregator,national,government,API,https://digitalnz.org/,poster_print_object,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P1 object/image crawl,deep_research_seed,active_in_public_payload,"Aotearoa/New Zealand distributed print, poster and visual culture"
SEM101,AIATSIS NAIDOC poster collection,Oceania and Pacific,,,Indigenous/community collection,community,community,HTML,https://aiatsis.gov.au/,poster_print_object;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,prefer_open_image,metadata-plus-context,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,Indigenous poster and public communication history
SEM102,PANDORA / Australian Web Archive,Oceania and Pacific,,,Web archive,institutional,independent,HTML,https://pandora.nla.gov.au/,web_born_digital;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=strong,link_only_until_rights_verified,metadata-plus-context,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,born-digital Australian design and public communication
SEM103,Internet Archive / text and periodical collections,Global / web / transnational,,,Repository,institutional,independent,API+HTML,https://archive.org/,periodical_newspaper;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Low-Med,P1 text-rich crawl,deep_research_seed,active_in_public_payload,high-value text and periodical reservoir across all periods
SEM104,HathiTrust Digital Library,Global / web / transnational,,,Digital library,institutional,library,API+HTML,https://www.hathitrust.org/,periodical_newspaper;book_catalogue_text,1830-1930=secondary; 1931-1970=secondary; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,text-rich publication and bibliography layer
SEM105,WorldCat / library authority discovery,Global / web / transnational,,,Bibliographic discovery,transnational,library,API+HTML,https://www.worldcat.org/,periodical_newspaper;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=secondary; 2001-2026=secondary,text_only,text-rich,"High for citation, not image",P3 authority enrichment,deep_research_seed,candidate_from_matrix,"source-finding layer for books, catalogues, manuals, periodicals"
SEM106,Chinese Posters,Mainland China,,,Poster-specific archive,institutional,independent,IIIF+API+HTML,https://chineseposters.net/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Low-Med,P1 text-rich crawl,deep_research_seed,active_in_public_payload,high-yield mainland Chinese poster and campaign graphics connector
SEM107,South Asia Open Archives,South Asia,,,Periodical/text repository,institutional,government,API+PDF,https://www.jstor.org/site/saoa/,periodical_newspaper;poster_print_object;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Med,P1 text-rich crawl,deep_research_seed,candidate_from_matrix,"text-rich South Asian print, political, and publication context"
SEM108,Palestinian Museum Digital Archive,Middle East and North Africa,,,Community/archive portal,community,community,API+HTML,https://palarchive.org/,poster_print_object;book_catalogue_text;authority_context;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P1 authority/context crawl,deep_research_seed,candidate_from_matrix,Palestinian and transnational solidarity poster/documentary graphics
SEM109,Digital Library of the Caribbean,Latin America and the Caribbean,,,Regional digital library,institutional,library,HTML,https://dloc.com/,periodical_newspaper;poster_print_object;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P1 text-rich crawl,deep_research_seed,candidate_from_matrix,"Caribbean periodicals, tourism graphics, labor/counterpublic print context"
SEM111,Hemeroteca Nacional Digital de Mexico,Latin America and the Caribbean,,,Newspaper/periodical portal,institutional,independent,API,https://hndm.iib.unam.mx/,periodical_newspaper;poster_print_object;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P1 text-rich crawl,deep_research_seed,candidate_from_matrix,"Mexican periodicals, advertising, student movement and print culture context"
SEM112,M68 Ciudadanias en Movimiento,Latin America and the Caribbean,,,Movement/community archive,community,community,HTML,https://m68.mx/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P1 text-rich crawl,deep_research_seed,candidate_from_matrix,Mexican 1968 student movement graphics and political visual culture
SEM113,Tasveer Ghar,South Asia,,,Visual culture archive/essay source,institutional,independent,HTML,https://www.tasveerghar.net/,poster_print_object;book_catalogue_text;authority_context;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,link_only_until_rights_verified,text-rich,Low,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,South Asian popular visual culture and commercial print context
SEM114,Endangered Archives Programme,Global / web / transnational,,,Project-based digital archive,institutional,government,IIIF,https://eap.bl.uk/,periodical_newspaper;poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P2 source probe,deep_research_seed,candidate_from_matrix,regional print cultures and underdocumented periodical/newspaper materials
SEM115,African Activist Archive,Africa,,,Community/political archive,community,community,HTML,https://africanactivist.msu.edu/,poster_print_object;book_catalogue_text;authority_context;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,"anti-apartheid and liberation solidarity graphics, newsletters, campaign materials"
SEM116,National Repository of Nigeria,Africa,,,National repository,national,government,API+PDF,https://nigeriareposit.nln.gov.ng/,periodical_newspaper;poster_print_object;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,"Nigeria Magazine, public communication, ministry print, post-independence visual culture"
SEM117,African Online Digital Library,Africa,,,Project/community portal,community,community,HTML,https://aodl.org/,book_catalogue_text;web_born_digital;archive_finding_aid,1830-1930=secondary; 1931-1970=secondary; 1971-2000=strong; 2001-2026=strong,text_only,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,contextual African heritage and community archive support source
SEM118,Taiwan Memory,East Asia,,,National memory portal,national,government,HTML,https://tm.ncl.edu.tw/,poster_print_object;book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P4 later period support,deep_research_seed,candidate_from_matrix,"Taiwanese print, commercial art, advertising, and local visual culture context"
SEM119,Shibusawa Shashi Database,East Asia,,,Corporate history/bibliographic database,institutional,independent,HTML,https://shashi.shibusawa.or.jp/,book_catalogue_text;authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,text_only,text-rich,Med,P2 source probe,deep_research_seed,candidate_from_matrix,"Japanese corporate identity, packaging, advertising, and company-history context"
SEM120,National Archives of Singapore Poster Collections,Southeast Asia,,,National archive/poster collection,national,government,HTML,https://www.nas.gov.sg/archivesonline/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P2 source probe,deep_research_seed,candidate_from_matrix,Singapore multilingual public-information and civic campaign graphics
SEM121,Papers Past,Oceania and Pacific,,,Newspaper/periodical portal,institutional,independent,manual,https://paperspast.natlib.govt.nz/,periodical_newspaper;poster_print_object;book_catalogue_text,1830-1930=secondary; 1931-1970=strong; 1971-2000=secondary; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,"Aotearoa/New Zealand advertising, public notices, typography and periodical layout"
SEM122,Te Papa Collections Online,Oceania and Pacific,,,Museum collection,institutional,museum,API+HTML,https://collections.tepapa.govt.nz/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,prefer_open_image,text-rich,Med-High,P2 global-balance manual or semi-manual,deep_research_seed,active_in_public_payload,"New Zealand posters, design objects, protest/campaign graphics, exhibition records"
SEM123,Hungaricana,Eastern Europe,,,National/regional aggregator,national,government,API+HTML,https://hungaricana.hu/,periodical_newspaper;poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,source_viewer_or_iiif,text-rich,Med,P2 source probe,deep_research_seed,candidate_from_matrix,"Hungarian socialist/post-socialist periodicals, posters, local collections"
SEM124,Getty Research Portal,Global / web / transnational,,,Bibliographic/full-text portal,institutional,independent,manual,https://portal.getty.edu/,book_catalogue_text,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,text_only,text-rich,High,P4 later period support,deep_research_seed,active_in_public_payload,"design histories, exhibition catalogues, movement anthologies, regional monographs"
SEM125,Getty Vocabularies,Global / web / transnational,,,Authority/vocabulary service,institutional,independent,API,https://www.getty.edu/research/tools/vocabularies/,authority_context,1830-1930=secondary; 1931-1970=secondary; 1971-2000=secondary; 2001-2026=secondary,text_only,metadata-plus-context,High,P4 later period support,deep_research_seed,candidate_from_matrix,"normalization layer for medium, movement, place, and maker names"
SEM126,VIAF,Global / web / transnational,,,Authority service,institutional,independent,API,https://viaf.org/,authority_context,1830-1930=secondary; 1931-1970=strong; 1971-2000=secondary; 2001-2026=secondary,text_only,metadata-plus-context,High,P3 authority enrichment,deep_research_seed,candidate_from_matrix,"designer, studio, institution, and variant-name reconciliation"
SEM127,State Library of NSW Collection,Oceania and Pacific,,,State library collection,state/provincial,government,HTML,https://collection.sl.nsw.gov.au/,poster_print_object;book_catalogue_text;archive_finding_aid,1830-1930=secondary; 1931-1970=strong; 1971-2000=strong; 2001-2026=secondary,prefer_open_image,text-rich,Med-High,P2 global-balance manual or semi-manual,deep_research_seed,candidate_from_matrix,"Australian poster, exhibition, cinema, festival, and public campaign graphics"
ESC001,AHIRA Archivo Historico de Revistas Argentinas,Latin America,Argentina,,periodical archive,community/university,university,HTML+PDF,https://ahira.com.ar/,magazines; journals; advertisements; cover design,1830-1930=secondary;1931-1970=strong;1971-2000=strong,source_viewer_or_iiif,text-rich,Med,P1 edge-periodical,needs_url_protocol_verification,new_edge_candidate,Strong for magazine design outside museum object logic.
ESC002,Fundacion IDA Investigacion en Diseno Argentino,Latin America,Argentina,,design archive,community,community,HTML,https://www.fundacionida.org/,design archives; posters; identity; ephemera,1931-1970=secondary;1971-2000=strong;2001-2026=secondary,link_only_until_rights_verified,text-rich,Med-High,P1 design-archive,needs_url_protocol_verification,new_edge_candidate,Important non-Anglophone design-history authority.
ESC003,Biblioteca Nacional Mariano Moreno Digital,Latin America,Argentina,,national library,national,government,HTML+OAI?,https://www.bn.gov.ar/,periodicals; books; posters; ephemera,1830-1930=strong;1931-1970=strong,source_viewer_or_iiif,text-rich,Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Government source for Argentine print culture.
ESC004,Archivo General de la Nacion Argentina,Latin America,Argentina,,national archive,national,government,HTML,https://www.argentina.gob.ar/interior/archivo-general,posters; public records; photographs,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 government-archive,needs_url_protocol_verification,new_edge_candidate,Useful for state communication and public campaigns.
ESC005,CeDInCI Archivo,Latin America,Argentina,,political archive,community/university,community,HTML,https://cedinci.org/,political posters; pamphlets; periodicals,1931-1970=secondary;1971-2000=strong,link_only_until_rights_verified,text-rich,Med-High,P1 movement-archive,needs_url_protocol_verification,new_edge_candidate,Important political graphics and print-culture source.
ESC006,Biblioteca Brasiliana Guita e Jose Mindlin,Latin America,Brazil,,university digital library,university,university,HTML+IIIF?,https://digital.bbm.usp.br/,books; periodicals; illustrated print,1830-1930=strong;1931-1970=secondary,source_viewer_or_iiif,text-rich,Med,P2 university-library,needs_url_protocol_verification,new_edge_candidate,USP source for Brazilian print history.
ESC007,Arquivo Publico do Estado de Sao Paulo,Latin America,Brazil,,state archive,state/provincial,government,HTML,https://www.arquivoestado.sp.gov.br/,government posters; public campaigns; printed ephemera,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 state-archive,needs_url_protocol_verification,new_edge_candidate,State-level public communication source.
ESC008,Museu da Pessoa,Latin America,Brazil,,community archive,community,community,HTML,https://museudapessoa.org/,oral histories; community memory; graphic context,1971-2000=secondary;2001-2026=strong,text_only,text-rich,Med,P3 context,needs_url_protocol_verification,new_edge_candidate,Contextual source for design labor and community narratives.
ESC010,Banco de la Republica Biblioteca Virtual,Latin America,Colombia,,public cultural library,national,government,HTML,https://www.banrepcultural.org/,exhibition texts; books; cultural ephemera,1931-1970=secondary;1971-2000=strong,source_viewer_or_iiif,text-rich,Med,P2 public-culture,needs_url_protocol_verification,new_edge_candidate,Public institutional source with reading value.
ESC011,Biblioteca Nacional del Peru Digital,Latin America,Peru,,national library,national,government,HTML,https://www.bnp.gob.pe/,books; periodicals; newspapers; posters,1830-1930=secondary;1931-1970=strong,link_only_until_rights_verified,text-rich,Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,Andean print-culture gap filler.
ESC012,Biblioteca Nacional de Uruguay Digital,Latin America,Uruguay,,national library,national,government,HTML,https://www.bibna.gub.uy/,periodicals; books; public documents,1830-1930=secondary;1931-1970=strong,link_only_until_rights_verified,text-rich,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Needed for Southern Cone coverage.
ESC013,Biblioteca Nacional de Bolivia,Latin America,Bolivia,,national library,national,government,HTML,https://www.archivoybibliotecanacionales.org.bo/,periodicals; books; printed ephemera,1830-1930=secondary;1931-1970=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 national-library,needs_url_protocol_verification,new_edge_candidate,Low-represented national print source.
ESC014,Archivo General de la Nacion Mexico,Latin America,Mexico,,national archive,national,government,HTML,https://www.gob.mx/agn,public campaigns; posters; state print,1931-1970=strong;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P2 government-archive,needs_url_protocol_verification,new_edge_candidate,Complements Hemeroteca Nacional de Mexico.
ESC015,UNAM Repositorio Institucional,Latin America,Mexico,,university repository,university,university,DSpace/OAI?,https://repositorio.unam.mx/,theses; books; exhibition texts; research papers,1931-1970=secondary;1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P2 university-text,needs_url_protocol_verification,new_edge_candidate,Text enrichment for Mexican design and visual culture.
ESC016,Archivo Jose Guadalupe Posada / Museo Nacional de la Estampa,Latin America,Mexico,,museum/archive,national,government,HTML,https://munae.inba.gob.mx/,prints; posters; exhibition texts,1830-1930=strong;1931-1970=secondary,link_only_until_rights_verified,text-rich,Med,P2 print-history,needs_url_protocol_verification,new_edge_candidate,Bridge from popular print to graphic design history.
ESC017,University of Cape Town Digital Collections,Africa,South Africa,,university digital collection,university,university,HTML,https://digitalcollections.lib.uct.ac.za/,posters; pamphlets; anti-apartheid print; photographs,1931-1970=secondary;1971-2000=strong,source_viewer_or_iiif,text-rich,Med,P1 university-archive,needs_url_protocol_verification,new_edge_candidate,High value for southern African political print.
ESC018,Mayibuye Archives,Africa,South Africa,,university archive,university,university,HTML,https://www.uwc.ac.za/,anti-apartheid posters; pamphlets; photographs,1931-1970=secondary;1971-2000=strong,link_only_until_rights_verified,text-rich,Med-High,P1 movement-archive,needs_url_protocol_verification,new_edge_candidate,Core source for political visual culture.
ESC019,Digital Bleek and Lloyd / UCT Libraries,Africa,South Africa,,university archive,university,university,HTML,https://lloydbleekcollection.cs.uct.ac.za/,archive material; scripts; colonial print context,1830-1930=secondary,text_only,text-rich,Med,P4 context,needs_url_protocol_verification,new_edge_candidate,Contextual script/colonial knowledge source.
ESC020,National Library of South Africa,Africa,South Africa,,national library,national,government,HTML,https://www.nlsa.ac.za/,periodicals; books; posters,1830-1930=secondary;1931-1970=strong,link_only_until_rights_verified,metadata-plus-context,Med,P2 national-library,needs_url_protocol_verification,new_edge_candidate,National print-culture source.
ESC021,Kenya National Archives,Africa,Kenya,,national archive,national,government,HTML,https://archives.go.ke/,public posters; tourism graphics; state print,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P3 government-archive,needs_url_protocol_verification,new_edge_candidate,East African government visual culture gap.
ESC022,University of Nairobi Repository,Africa,Kenya,,university repository,university,university,DSpace/OAI,http://erepository.uonbi.ac.ke/,theses; reports; communication design texts,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,Text enrichment and regional design studies.
ESC023,Makerere University Institutional Repository,Africa,Uganda,,university repository,university,university,DSpace/OAI,http://makir.mak.ac.ug/,theses; reports; public communication studies,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,East African text source.
ESC024,University of Ghana Digital Collections,Africa,Ghana,,university repository,university,university,DSpace/OAI?,https://ugspace.ug.edu.gh/,theses; reports; posters context,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,West African design/communication scholarship source.
ESC025,National Archives of Ghana,Africa,Ghana,,national archive,national,government,HTML,https://praad.gov.gh/,government records; public communication,1931-1970=secondary;1971-2000=secondary,link_only_until_rights_verified,metadata-plus-context,Med,P4 government-archive,needs_url_protocol_verification,new_edge_candidate,Government source for state communication.
ESC026,University of Ibadan Repository,Africa,Nigeria,,university repository,university,university,DSpace/OAI?,https://ir.library.ui.edu.ng/,theses; journals; communication studies,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,Nigerian scholarship source.
ESC027,University of Lagos Institutional Repository,Africa,Nigeria,,university repository,university,university,DSpace/OAI?,http://ir.unilag.edu.ng/,theses; reports; design/communication texts,1971-2000=strong;2001-2026=strong,text_only,text-rich,Low-Med,P3 university-text,needs_url_protocol_verification,new_edge_candidate,Lagos-centered academic source.
ESC028,Chimurenga Library,Africa,Pan-African,,community publishing archive,community,community,HTML,https://chimurengalibrary.co.za/,magazines; posters; publishing history; essays,1971-2000=strong;2001-2026=strong,link_only_until_rights_verified,text-rich,Med-High,P1 community-publishing,needs_url_protocol_verification,new_edge_candidate,Vital noncanonical editorial/design source.
