candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes
CSS0062,SCOMUS,Eastern Europe,Bulgaria,Bulgaria,socialist graphic design archive,independent/research,HTML / Static JS App,https://scomus.com/,1944,1989,1931-1970; 1970-2000,Bulgarian socialist graphic design; posters; logos,source registry and item metadata probe,static_js_or_html_probe,IMG00/IMG02 after rights review,record and contextual text,independent archive rights vary,important socialist graphic design source,P1,candidate_probe,"Historical source family, useful for 1931-2000 coverage."
CSS0063,Trove,Oceania,Australia,Australia,national library aggregator,national institution,API / Search / IIIF possible,https://trove.nla.gov.au/,1800,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,newspapers; ephemera; posters; photographs,metadata/search API and source viewer,trove_api_or_html_probe,IMG02/IMG00; item rights vary,metadata/OCR text,national library item rights vary,key Oceania print/design context source,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0064,AIATSIS Collection,Oceania,Australia / Indigenous,Australia / Indigenous,Indigenous cultural archive,national institution,Search / Collection,https://aiatsis.gov.au/collection,1900,2026,1931-1970; 1970-2000; 2000-2026,Indigenous cultural records; posters; visual culture,source registry only with cultural sensitivity review,html_source_probe_then_manual_rules,IMG00/IMG02 only after cultural and rights review,metadata/context text,Indigenous cultural protocols; rights sensitivity,collaboration/sensitivity-first,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0065,DigitalNZ,Oceania,New Zealand,Aotearoa New Zealand,national aggregator,national aggregator,API / Search,https://digitalnz.org/,1800,2026,1830-1930; 1931-1970; 1970-2000; 2000-2026,posters; newspapers; ephemera; photographs,metadata/API and source return,digitalnz_api_or_html_probe,IMG02/IMG00/IMG03 only by provider rights,metadata and source descriptions,provider-level rights vary,key Aotearoa source; provider-specific review required,P1,candidate_probe,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
CSS0066,World Digital Library / Library of Congress,Global,Transregional,Global,institutional aggregator,aggregator,JSON-LD / API,https://www.loc.gov/collections/world-digital-library/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0067,Getty Research Portal,Global,Transregional,Global,research portal,aggregator,Static JS App,https://portal.getty.edu/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0068,HathiTrust Digital Library,Global,Transregional,Global,library aggregator,aggregator,OAI-PMH / Metadata API,https://www.hathitrust.org/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0069,Internet Archive Texts,Global,Transregional,Global,library aggregator,aggregator,Metadata API,https://archive.org/details/texts,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0070,OpenAlex,Global,Transregional,Global,scholarly metadata,aggregator,JSON API,https://openalex.org/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0071,OpenBibArt,Global,Transregional,Global,scholarly bibliography,aggregator,Search interface,https://openbibart.fr/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0072,DPLA,Global,Transregional,Global,cultural heritage aggregator,aggregator,Metadata API,https://dp.la/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0073,ArchiveGrid,Global,Transregional,Global,archive finding aid aggregator,aggregator,Search interface,https://researchworks.oclc.org/archivegrid/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0074,Zotero Public Groups,Global,Transregional,Global,bibliographic community index,aggregator,HTML / RSS,https://www.zotero.org/groups/,1830,2026,1830-2026,books; ephemera; catalog records; bibliographic references,candidate_source_expansion_v2,aggregator_probe_then_source_return,IMG00_default_until_source_policy_review,medium,source_policy_unreviewed,unknown; language_scope=mixed,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
CSS0075,UnderConsideration Brand New,Global,Independent / media,Transregional,design media archive,independent_or_media,RSS/Atom / HTML,https://www.underconsideration.com/brandnew/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0076,Design Observer,Global,Independent / media,Transregional,design criticism archive,independent_or_media,RSS/Atom / HTML,https://designobserver.com/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0077,Walker Art Center Design,Global,Independent / media,Transregional,institutional design writing,independent_or_media,RSS/Atom / HTML,https://walkerart.org/magazine/categories/design,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0078,Typographica,Global,Independent / media,Transregional,typography review archive,independent_or_media,RSS/Atom / HTML,https://typographica.org/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0079,Typewolf,Global,Independent / media,Transregional,typography reference,independent_or_media,RSS/Atom / HTML,https://www.typewolf.com/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0080,Revue Faire,Global,Independent / media,Transregional,design criticism publication,independent_or_media,RSS/Atom / HTML,https://www.revue-faire.eu/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0081,Alliance Graphique Internationale,Global,Independent / media,Transregional,designer organization,independent_or_media,RSS/Atom / HTML,https://a-g-i.org/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0082,Graphic Design Festival Scotland,Global,Independent / media,Transregional,festival archive,independent_or_media,RSS/Atom / HTML,https://graphicdesignfestivalscotland.com/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0083,Creative Review,Global,Independent / media,Transregional,design media archive,independent_or_media,RSS/Atom / HTML,https://www.creativereview.co.uk/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0084,Eye Magazine,Global,Independent / media,Transregional,design magazine archive,independent_or_media,RSS/Atom / HTML,https://www.eyemagazine.com/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0085,Design Week,Global,Independent / media,Transregional,design media archive,independent_or_media,RSS/Atom / HTML,https://www.designweek.co.uk/,1990,2026,1990-2026,articles; projects; designer mentions; source leads,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_or_source_return_until_terms_review,medium,source_policy_unreviewed,medium; language_scope=mixed,P2,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
CSS0086,China Design Museum,East Asia,China / Taiwan / Hong Kong,China,institutional archive,institutional,Static JS App,https://cdm.caa.edu.cn/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0087,National Library of China,East Asia,China / Taiwan / Hong Kong,China,national library,institutional,Search interface,https://www.nlc.cn/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0088,Shanghai Library,East Asia,China / Taiwan / Hong Kong,China,public library,institutional,Search interface,https://www.library.sh.cn/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0089,CADAL,East Asia,China / Taiwan / Hong Kong,China,university digital library,institutional,Search interface,https://www.cadal.edu.cn/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0090,CAFA Art Museum,East Asia,China / Taiwan / Hong Kong,China,museum,institutional,HTML,https://www.cafamuseum.org/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0091,National Central Library Taiwan,East Asia,China / Taiwan / Hong Kong,Taiwan,national library,institutional,Search interface,https://www.ncl.edu.tw/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0092,Academia Sinica Digital Resources,East Asia,China / Taiwan / Hong Kong,Taiwan,research archive aggregator,institutional,Search interface,https://digitalarchives.sinica.edu.tw/,1830,2026,1830-2026,design records; books; periodicals; posters; exhibition records,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=zh / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
CSS0093,NDL Search,East Asia,Japan / Korea,Japan,national library search,institutional,Search interface,https://ndlsearch.ndl.go.jp/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0094,NDL Digital Collections,East Asia,Japan / Korea,Japan,national digital library,institutional,IIIF / Search interface,https://dl.ndl.go.jp/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0095,National Museum of Modern Art Tokyo,East Asia,Japan / Korea,Japan,museum,institutional,HTML,https://www.momat.go.jp/en/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0096,Musashino Art University Museum and Library,East Asia,Japan / Korea,Japan,university museum/library,institutional,Search interface,https://mauml.musabi.ac.jp/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0097,Tama Art University Library,East Asia,Japan / Korea,Japan,university library,institutional,Search interface,https://www.tamabi.ac.jp/library/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0098,National Archives of Korea,East Asia,Japan / Korea,Korea,national archive,institutional,Search interface,https://www.archives.go.kr/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0099,MMCA Korea,East Asia,Japan / Korea,Korea,museum,institutional,Search interface,https://www.mmca.go.kr/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0100,Seoul Museum of Art,East Asia,Japan / Korea,Korea,museum,institutional,Static JS App,https://sema.seoul.go.kr/,1900,2026,1900-2026,posters; books; graphic design; exhibition records; periodicals,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_if_source_viewer,medium,source_policy_unreviewed,unknown; language_scope=ja / ko / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
CSS0101,National Library of Vietnam,Southeast Asia,National library / archive,Vietnam,national library,institutional,Search interface / HTML,https://nlv.gov.vn/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0102,Vietnam National Archives,Southeast Asia,National library / archive,Vietnam,national archive,institutional,Search interface / HTML,https://archives.gov.vn/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0103,National Library of Indonesia,Southeast Asia,National library / archive,Indonesia,national library,institutional,Search interface / HTML,https://www.perpusnas.go.id/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0104,National Library of the Philippines,Southeast Asia,National library / archive,Philippines,national library,institutional,Search interface / HTML,https://web.nlp.gov.ph/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0105,Singapore National Library Board,Southeast Asia,National library / archive,Singapore,national library,institutional,Search interface / HTML,https://www.nlb.gov.sg/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0106,National Archives of Singapore,Southeast Asia,National library / archive,Singapore,national archive,institutional,Search interface / HTML,https://www.nas.gov.sg/archivesonline/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P1,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0107,National Library of Thailand,Southeast Asia,National library / archive,Thailand,national library,institutional,Search interface / HTML,https://www.nlt.go.th/,1830,2026,1830-2026,periodicals; posters; books; public information print; ephemera,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_IMG02_source_viewer,low_to_medium,source_policy_unreviewed,unknown; language_scope=local language / en,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
CSS0108,Osianama,South Asia,India / South Asia,India,popular visual culture archive,institutional_or_community,HTML / Search interface,https://osianama.com/,1850,2026,1850-2026,popular print; film publicity; posters; photographs; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,medium; language_scope=en / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
CSS0109,MAP Academy,South Asia,India / South Asia,South Asia,scholarly encyclopedia,institutional_or_community,HTML / Search interface,https://mapacademy.io/,1850,2026,1850-2026,popular print; film publicity; posters; photographs; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,medium; language_scope=en / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
CSS0110,DAG,South Asia,India / South Asia,India,gallery/research archive,institutional_or_community,HTML / Search interface,https://dagworld.com/,1850,2026,1850-2026,popular print; film publicity; posters; photographs; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,medium; language_scope=en / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
CSS0111,Alkazi Foundation,South Asia,India / South Asia,South Asia,photography archive,institutional_or_community,HTML / Search interface,https://alkazifoundation.org/,1850,2026,1850-2026,popular print; film publicity; posters; photographs; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,medium; language_scope=en / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
CSS0112,Indian Memory Project,South Asia,India / South Asia,India,community visual archive,institutional_or_community,HTML / Search interface,https://www.indianmemoryproject.com/,1850,2026,1850-2026,popular print; film publicity; posters; photographs; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,medium; language_scope=en / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
CSS0113,National Digital Library of India,South Asia,India / South Asia,India,digital library,institutional_or_community,HTML / Search interface,https://ndl.iitkgp.ac.in/,1850,2026,1850-2026,popular print; film publicity; posters; photographs; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_policy_review,medium,source_policy_unreviewed,medium; language_scope=en / local languages,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
CSS0114,Khatt Foundation,MENA,Arab world / Middle East,MENA,typography/design archive,institutional_or_independent,HTML / Search interface,https://www.khtt.net/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
CSS0115,29LT,MENA,Arab world / Middle East,MENA,typography foundry/archive,institutional_or_independent,HTML / Search interface,https://www.29lt.com/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
CSS0116,Barjeel Art Foundation,MENA,Arab world / Middle East,MENA,art foundation archive,institutional_or_independent,HTML / Search interface,https://barjeelartfoundation.org/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
CSS0117,Qatar Digital Library,MENA,Arab world / Middle East,MENA,digital library,institutional_or_independent,HTML / Search interface,https://www.qdl.qa/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
CSS0118,Akkasah,MENA,Arab world / Middle East,MENA,photography archive,institutional_or_independent,HTML / Search interface,https://akkasah.org/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
CSS0119,Egyptian National Library and Archives,MENA,Arab world / Middle East,Egypt,national library,institutional_or_independent,HTML / Search interface,https://www.darelkotob.gov.eg/,1900,2026,1900-2026,Arabic typography; posters; periodicals; catalog records; essays,candidate_source_expansion_v2,html_source_probe_then_manual_rules,IMG00_default_or_source_return,medium,source_policy_unreviewed,medium; language_scope=ar / en / fr,P0,candidate_probe_v2,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
