surface_id,capture_id,year,period_band,region,theme,source_family,source_name,title,image_state,recommended_next_action,calibrated_action,calibration_status,calibration_confidence,calibration_reason,role_family,source_text_chars,overall_research_anchor_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,editorial_need_score,risk_flags,positive_flags
SURF-CAW2026R00124,CAW2026R00124,1839,pre_1930,Rwanda,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg / page 115807534,Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,284,31,28,0,68,66,62,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03599,CCT2026R03599,1900,pre_1930,Samoa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Five shilling Samoa Express stamp-forged.jpg / page 18047317,Five shilling Samoa Express stamp-forged.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,544,45,54,17,90,66,62,10,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00720,CAW2026R00720,1896,pre_1930,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg / page 114978025,Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,289,37,28,35,69,78,62,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
SURF-CAW2026R01078,CAW2026R01078,1909,pre_1930,Seychelles,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg / page 114980438,Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,237,37,23,35,64,78,62,36,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
SURF-CAW2026R01382,CAW2026R01382,1919,pre_1930,Slovenia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / DrzavaSHSverigar5h1919imperf.jpg / page 48230582,DrzavaSHSverigar5h1919imperf.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,268,41,26,47,67,66,44,33,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00218,CAW2026R00218,1856,pre_1930,Solomon Islands,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg / page 30871817,Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,1050,58,80,0,100,90,44,0,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; print; publication; visual communication
SURF-CCT2026R03645,CCT2026R03645,1904,pre_1930,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / India 1a specimen telegraph stamps overprinted on revenue stamps.jpg / page 22928548,India 1a specimen telegraph stamps overprinted on revenue stamps.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,213,29,21,47,62,66,82,38,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; non_design_drift:specimen; commons_file_source,design; graphic; visual communication
SURF-CCT2026R04308,CCT2026R04308,1917,pre_1930,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ferdinand Marcos 2017 stamp of the Philippines.jpg / page 62823827,Ferdinand Marcos 2017 stamp of the Philippines.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,190,22,19,0,60,66,62,40,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01566,CAW2026R01566,1925,pre_1930,Syria,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg / page 115711810,Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,268,33,26,15,67,66,62,33,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00435,CAW2026R00435,1882,pre_1930,United Arab Emirates,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg / page 110310540,Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,1048,47,80,0,100,66,80,0,stamp_or_philatelic:commemorative; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01514,CAW2026R01514,1923,pre_1930,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Italian stamps overprinted for Saseno 1923.JPG / page 28799255,Italian stamps overprinted for Saseno 1923.JPG,IMG03,downgrade_to_card_candidate,downgrade_to_card_candidate,accepted_for_preview,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,card_context,202,29,20,35,61,66,62,39,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02557,CAW2026R02557,1959,1930_1970,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Schweppes creative advertisement.png / page 187390657,Schweppes creative advertisement.png,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,156,45,15,47,58,90,8,42,commons_file_source,advertisement; advertising; design; graphic; visual communication
SURF-CAW2026R02187,CAW2026R02187,1945,1930_1970,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Proslavimo Dan ustanka.webp / page 161495559,Proslavimo Dan ustanka.webp,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,198,46,19,47,61,78,8,39,commons_file_source,design; graphic; poster; visual communication
SURF-MX1970R055-GROUP,MX1970R055-GROUP,1955,1930_1970,East Asia,World War and public-information graphics,Chinese Posters,Chinese Posters,"Chinese Posters grouped records, 1950-1955",IMG00,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,207,35,20,65,54,24,0,46,,campaign; poster
SURF-CGS2026R0011,CGS2026R0011,1931,1930_1970,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Chinese anti-Japanese poster published after the revenge by Koreans.jpg / page 35024360,Chinese anti-Japanese poster published after the revenge by Koreans.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,234,46,23,47,64,78,8,36,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R01889,CAW2026R01889,1939,1930_1970,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster of Azerbaijan 1939. General elections.jpg / page 31646358,Poster of Azerbaijan 1939. General elections.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,187,41,18,47,60,78,8,40,commons_file_source,design; graphic; poster; visual communication
SURF-CRG2026R0623,CRG2026R0623,1932,1930_1970,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster - White Zombie 01 Crisco restoration.jpg / page 18658597,Poster - White Zombie 01 Crisco restoration.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,242,45,24,47,65,90,20,35,weak_context:talk; commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CGS2026R0470,CGS2026R0470,1948,1930_1970,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Inconfidência Mineira (Cover) 1948.jpg / page 83442326,Inconfidência Mineira (Cover) 1948.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,134,39,13,47,56,78,8,44,commons_file_source,design; graphic; poster; visual communication
SURF-CCT2026R02671,CCT2026R02671,1962,1930_1970,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Horror movie poster (v4).jpg / page 89028932,Horror movie poster (v4).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,163,43,16,47,58,90,8,42,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-MC1930R011,MC1930R011,1936,1930_1970,North America,New Deal and civic poster programs,Library of Congress,Library of Congress loc.gov API,Exhibition - WPA Federal Art Project,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,394,51,54,47,77,56,0,23,,exhibition; poster; print
SURF-CRG2026R1223,CRG2026R1223,1944,1930_1970,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg / page 78797406,The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,557,60,55,47,91,90,8,9,commons_file_source,advertising; design; graphic; poster; visual communication
SURF-GAPIT2026R007,GAPIT2026R007,1940,1930_1970,Oceania and Pacific,World War and public-information graphics,Te Papa,Te Papa Collections Online,"Poster, 'War traffic comes first'",IMG02,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,209,37,35,47,62,38,0,38,,graphic; poster
SURF-CAW2026R02168,CAW2026R02168,1944,1930_1970,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / MA I321276 TePapa Acanthoxyla-speciosa full.jpg / page 101208727,MA I321276 TePapa Acanthoxyla-speciosa full.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,359,45,35,47,74,78,28,26,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01922,CAW2026R01922,1939,1930_1970,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Punjab Mail 1939 film.jpg / page 35317086,Punjab Mail 1939 film.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,132,43,13,47,56,90,8,44,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R02413,CAW2026R02413,1953,1930_1970,Southeast Asia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Malaya Today (Photo Poster Set ""D"") - NARA - 5730026.jpg / page 22045232","Malaya Today (Photo Poster Set ""D"") - NARA - 5730026.jpg",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,233,43,23,47,64,78,8,36,commons_file_source,design; graphic; poster; visual communication
SURF-GA1970R097,GA1970R097,1939,1930_1970,Western and Central Europe,Midcentury modern graphic communication,Gallica / BnF APIs,Gallica / BnF APIs,"La tentation de St. Antoine, de G. Flaubert. Théâtre du Livre... Art et Action : [affiche] / bois gravé par [Joé Chaine]",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,190,35,34,47,60,32,0,40,,catalogue
SURF-CRG2026R1130,CRG2026R1130,1944,1930_1970,Western and Central Europe,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / British pamphlet Greece 1944 13x10cm p2.jpg / page 155519881,British pamphlet Greece 1944 13x10cm p2.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,243,41,24,47,65,66,8,35,commons_file_source,design; graphic; visual communication
SURF-CRG2026R3620,CRG2026R3620,1985,1970_2000,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / بهار (پوستر).jpg / page 157629060,بهار (پوستر).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,114,42,11,47,54,90,8,46,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CGS2026R1281,CGS2026R1281,1975,1970_2000,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Jaws movie poster (cropped).jpg / page 175769820,Jaws movie poster (cropped).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,180,45,18,47,60,90,8,40,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CCT2026R02718,CCT2026R02718,1971,1970_2000,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Bird of Happiness movie poster.jpg / page 89024694,Bird of Happiness movie poster.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,183,42,18,47,60,90,28,40,non_design_drift:bird; commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CRG2026R3077,CRG2026R3077,1978,1970_2000,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Gates of Heaven (1978 film poster).jpg / page 86502157,Gates of Heaven (1978 film poster).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,214,48,21,47,62,90,8,38,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-DNZPOSTR031-GROUP,DNZPOSTR031-GROUP,1985,1970_2000,Oceania and Pacific,Midcentury modern graphic communication,DigitalNZ,DigitalNZ,"Copy: Abortion, Apartheid, Unions, Nuclear (posters, handouts, protests) grouped records, 1985",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,202,36,35,70,50,20,0,50,,
SURF-GAPIT2026R043,GAPIT2026R043,1989,1970_2000,Oceania and Pacific,Postwar exhibition and cultural posters,Te Papa,Te Papa Collections Online,"Poster, 'Oppose French Terrorism'",IMG02,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,419,46,56,47,79,38,0,21,,graphic; poster
SURF-CRG2026R2377,CRG2026R2377,1973,1970_2000,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Indiana Department of Public Instruction - DPLA - 20b9aee889b74fdb46eca24da7a2f2e1 (page 9).jpg / page 177499022,Indiana Department of Public Instruction - DPLA - 20b9aee889b74fdb46eca24da7a2f2e1 (page 9).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,649,61,74,47,99,66,8,1,commons_file_source,design; graphic; visual communication
SURF-CAW2026R03069,CAW2026R03069,1985,1970_2000,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / KP1 Idham Chalid.jpg / page 119503169,KP1 Idham Chalid.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,282,46,28,47,68,78,8,32,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R02946,CAW2026R02946,1977,1970_2000,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Henry Swinburne - View of a City Harbor - B1977.14.4007 - Yale Center for British Art.jpg / page 113162586,Henry Swinburne - View of a City Harbor - B1977.14.4007 - Yale Center for British Art.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,310,47,31,47,70,78,8,30,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03997,CAW2026R03997,2015,2000_2026,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Fst value of Ethiopian populations.PNG / page 53148612,Fst value of Ethiopian populations.PNG,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,1173,67,80,47,100,78,8,0,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03613,CAW2026R03613,2008,2000_2026,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Tibetan peaceful protesters shot and killed by Communist Chinese People's Armed Police in 2008-(cropped).jpg / page 75279829,Tibetan peaceful protesters shot and killed by Communist Chinese People's Armed Police in 2008-(cropped).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,255,51,25,47,66,90,8,34,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-CAW2026R04225,CAW2026R04225,2017,2000_2026,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster-2017-WLX-expo-Zaporizhzhia.png / page 69368161,Poster-2017-WLX-expo-Zaporizhzhia.png,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,186,46,18,47,60,90,8,40,commons_file_source,design; graphic; logo; poster; visual communication
SURF-CRG2026R4023,CRG2026R4023,2019,2000_2026,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Pričte iliti po prostomu poslovice cover 1807.jpg / page 84178466,Pričte iliti po prostomu poslovice cover 1807.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,225,44,22,47,63,78,8,37,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R03668,CAW2026R03668,2009,2000_2026,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Pheidole fimbriata casent0178016 label 1.jpg / page 8194160,Pheidole fimbriata casent0178016 label 1.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,200,41,20,47,61,78,28,39,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R03507,CAW2026R03507,2005,2000_2026,Madagascar,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Pachycondyla cambouei casent0031004 label 1.jpg / page 8128262,Pachycondyla cambouei casent0031004 label 1.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,670,67,77,47,100,78,28,0,non_design_drift:specimen; commons_file_source,design; graphic; packaging; visual communication
SURF-CCT2026R02864,CCT2026R02864,2018,2000_2026,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Khatemehposter2.jpg / page 84485775,Khatemehposter2.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,161,45,16,47,58,90,8,42,commons_file_source,design; film poster; graphic; poster; visual communication
SURF-DNZPOSTR105-GROUP,DNZPOSTR105-GROUP,2021,2000_2026,Oceania and Pacific,Midcentury modern graphic communication,DigitalNZ,DigitalNZ,"Covid-19 anti-lockdown protest sticker, Timaru grouped records, 2021",IMG02,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,197,36,34,75,51,14,0,49,,
SURF-CCT2026R03521,CCT2026R03521,2012,2000_2026,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / CSIRO ScienceImage 11537 Adapting Agriculture to Climate Change book cover.jpg / page 35605940,CSIRO ScienceImage 11537 Adapting Agriculture to Climate Change book cover.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,483,55,48,47,85,78,8,15,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R04555,CAW2026R04555,2021,2000_2026,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Dobrilovi dani 2021 - Od reči do slike - plakat.jpg / page 153797195,Dobrilovi dani 2021 - Od reči do slike - plakat.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,227,46,22,47,63,78,8,37,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R04816,CAW2026R04816,2023,2000_2026,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / WikiSG 20230817 Poster Category 2C8A6554 Edited.jpg / page 139587319,WikiSG 20230817 Poster Category 2C8A6554 Edited.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,282,50,28,47,68,90,8,32,commons_file_source,design; exhibition; graphic; poster; visual communication
SURF-CAW2026R03502,CAW2026R03502,2004,2000_2026,Syria,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Qawāʻid al-imlāʼ (Majmaʻ Dimashq, 2004) Book Cover.jpg / page 191686579","Qawāʻid al-imlāʼ (Majmaʻ Dimashq, 2004) Book Cover.jpg",IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,311,53,31,47,70,78,8,30,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R01172,CAW2026R01172,1914,pre_1930,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ippécourt. Sénégalais - Fonds Berthelé - 49Fi697.jpg / page 37030318,Ippécourt. Sénégalais - Fonds Berthelé - 49Fi697.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,accepted_for_preview,medium,Relation density and source depth support sub-sheet treatment.,sub_under_packet,1155,65,80,47,100,78,8,0,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R01646,CAW2026R01646,1930,pre_1930,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Aeroput Jugoslavija (poster).jpg / page 162836804,Aeroput Jugoslavija (poster).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,168,45,16,47,59,78,8,41,commons_file_source,design; graphic; poster; visual communication
SURF-CAW2026R01287,CAW2026R01287,1918,pre_1930,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Alfred Bastien-VIEW OF PERNES-EN-ARTOIS (CWM 19710261-0071).jpeg / page 90722353,Alfred Bastien-VIEW OF PERNES-EN-ARTOIS (CWM 19710261-0071).jpeg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,212,46,21,47,62,78,8,38,commons_file_source,design; graphic; packaging; visual communication
SURF-CAW2026R00885,CAW2026R00885,1901,pre_1930,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif / page 67806973,A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,394,55,39,47,77,90,8,23,commons_file_source,design; graphic; poster; print; visual communication
SURF-CCT2026R01779,CCT2026R01779,1917,pre_1930,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ukrainian independence poster (1917).jpg / page 120141831,Ukrainian independence poster (1917).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,210,42,21,47,62,78,8,38,commons_file_source,design; graphic; poster; visual communication
SURF-CRG2026R0317,CRG2026R0317,1916,pre_1930,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Al fahrast book cover (1916).jpg / page 111932414,Al fahrast book cover (1916).jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,148,40,14,47,57,78,8,43,commons_file_source,book cover; design; graphic; visual communication
SURF-CGS2026R0339,CGS2026R0339,1927,pre_1930,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Historia del rugby en argentina mcgough.jpg / page 143986912,Historia del rugby en argentina mcgough.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,156,40,15,47,58,78,8,42,commons_file_source,book cover; design; graphic; visual communication
SURF-CAW2026R01442,CAW2026R01442,1920,pre_1930,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / The Jews in Egypt and in Palestine under the Fatimid Caliphs.jpg / page 17564541,The Jews in Egypt and in Palestine under the Fatimid Caliphs.jpg,IMG03,downgrade_to_sub_candidate,downgrade_to_sub_candidate,hold_for_manual,medium,Sub direction needs packet-parent confirmation.,sub_under_packet,219,42,21,47,63,78,8,37,commons_file_source,book cover; design; graphic; visual communication
