hardening_id,suggestion_id,surface_id,source_record_id,current_label,suggested_label,suggested_region_id,suggested_geo_id,action_status,sample_required_before_mutation,automatic_archive_mutation,blocking_flags,advisory_flags,primary_country_labels,secondary_country_labels,suggested_in_primary_evidence,suggested_in_secondary_evidence,current_in_primary_evidence,years_found,source_family,source_family_cluster_size,title,source_name,place_text,source_subjects,evidence
RG-HARDEN-0039,RGE-SCORE-00274,SURF-CGS2026R0450,CGS2026R0450,Germany,Brazil,REG004,GEO030,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,Germany,Brazil,false,true,true,1938,wikimedia_commons,84,Nazi Germany uniforms etc. Waffen SS camouflage MP40 Panzerfaust Propaganda posters Stahlhelm Visor caps equipment KdF Wagen VW Police Gendarmerie board game Reichsadler Eagle-and-swastika etc. Lofoten Krigsminnemuseum Norway IMG 7888.jpg,Wikimedia Commons file source / Nazi Germany uniforms etc. Waffen SS camouflage MP40 Panzerfaust Propaganda posters Stahlhelm Visor caps equipment KdF Wagen VW Police Gendarmerie board game Reichsadler Eagle-and-swastika,Latin America / Brazil,Latin America; Brazil; propaganda poster;,Latin America / Brazil Latin America; Brazil; propaganda poster;
RG-HARDEN-0040,RGE-SCORE-00302,SURF-CGS2026R0467,CGS2026R0467,United States,Brazil,REG004,GEO030,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Brazil,false,true,false,1943,wikimedia_commons,84,Organisationsbuc00nati 0 orig 0135 ORGANISATIONSBUCH DER NSDAP 1943 Parteigenossen Politische Leiter Uniformen Symbole Tafel 29d Haustafel (Hier spricht die NSDAP Mitteilungen) Public domain CROPPED.jpg,Wikimedia Commons file source / Organisationsbuc00nati 0 orig 0135 ORGANISATIONSBUCH DER NSDAP 1943 Parteigenossen Politische Leiter Uniformen Symbole Tafel 29d Haustafel (Hier spricht die NSDAP Mitteilungen) Public doma,Latin America / Brazil,Latin America; Brazil; graphic design;,Latin America / Brazil Latin America; Brazil; graphic design;
RG-HARDEN-0041,RGE-SCORE-00324,SURF-CGS2026R0491,CGS2026R0491,United States,Brazil,REG004,GEO030,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,United States,Brazil,false,true,true,1979,wikimedia_commons,84,Journal of the American Musicological Society Spring 1979 cover.jpg,Wikimedia Commons file source / Journal of the American Musicological Society Spring 1979 cover.jpg / page 117946949,Latin America / Brazil,Latin America; Brazil; book cover;,Latin America / Brazil Latin America; Brazil; book cover;
RG-HARDEN-0042,RGE-SCORE-00338,SURF-CGS2026R0619,CGS2026R0619,United States,Brazil,REG004,GEO030,quarantine_manual_review,true,false,current_label_present_in_title_source_url,commons_metadata_sample_required,Brazil; United States,Brazil,true,true,true,2024,wikimedia_commons,84,"U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202241).jpg","Wikimedia Commons file source / U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202241).jpg / page 169625192",Latin America / Brazil,Latin America; Brazil; poster;,Latin America / Brazil Latin America; Brazil; poster;
RG-HARDEN-0043,RGE-SCORE-00339,SURF-CGS2026R0620,CGS2026R0620,United States,Brazil,REG004,GEO030,quarantine_manual_review,true,false,current_label_present_in_title_source_url,commons_metadata_sample_required,Brazil; United States,Brazil,true,true,true,2024,wikimedia_commons,84,"U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202243).jpg","Wikimedia Commons file source / U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202243).jpg / page 169625199",Latin America / Brazil,Latin America; Brazil; poster;,Latin America / Brazil Latin America; Brazil; poster;
RG-HARDEN-0044,RGE-SCORE-00233,SURF-CGS2026R0622,CGS2026R0622,France,Brazil,REG004,GEO030,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Brazil,false,true,false,1892,wikimedia_commons,84,158 rua do Lavradio. Bellodromo nacional. Grandes corridas de patins et vécolipèdes - affiche - non identifié - btv1b532215944.jpg,Wikimedia Commons file source / 158 rua do Lavradio. Bellodromo nacional. Grandes corridas de patins et vécolipèdes - affiche - non identifié - btv1b532215944.jpg / page 162344733,Latin America / Brazil,Latin America; Brazil; poster;,Latin America / Brazil Latin America; Brazil; poster;
RG-HARDEN-0045,RGE-SCORE-00340,SURF-CGS2026R0635,CGS2026R0635,Germany,Brazil,REG004,GEO030,quarantine_manual_review,true,false,current_label_present_in_title_source_url,commons_metadata_sample_required,Brazil; Germany,Brazil,true,true,true,2026,wikimedia_commons,84,"Btch, please, don't kill my vibe! by Eraquario - Street art artist; Eraquario - brazilian illustrator & street artist based in Dublin; Otzenstraße; Street poster art in Germany, February 2026 Hamburg photographs.jpg","Wikimedia Commons file source / Btch, please, don't kill my vibe! by Eraquario - Street art artist; Eraquario - brazilian illustrator & street artist based in Dublin; Otzenstraße; Street poster art in Germany, February 2",Latin America / Brazil,Latin America; Brazil; poster;,Latin America / Brazil Latin America; Brazil; poster;
RG-HARDEN-0046,RGE-SCORE-00330,SURF-CGS2026R0636,CGS2026R0636,France,Brazil,REG004,GEO030,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,commons_metadata_sample_required,,Brazil,false,true,false,2014,wikimedia_commons,84,"Business logo of the aufeminin group, the world’s No. I digital content provider for women.png","Wikimedia Commons file source / Business logo of the aufeminin group, the world’s No. I digital content provider for women.png / page 42428179",Latin America / Brazil,Latin America; Brazil; graphic design;,Latin America / Brazil Latin America; Brazil; graphic design;
RG-HARDEN-0050,RGE-SCORE-00312,SURF-CGS2026R0742,CGS2026R0742,United States,Chile,REG004,GEO032,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,United States,Chile,false,true,true,1956,wikimedia_commons,84,"Godzilla, King of the Monsters! (U.S. release poster).jpg","Wikimedia Commons file source / Godzilla, King of the Monsters! (U.S. release poster).jpg / page 147816089",Latin America / Chile,Latin America; Chile; poster;,Latin America / Chile Latin America; Chile; poster;
RG-HARDEN-0051,RGE-SCORE-00243,SURF-CRG2026R0328,CRG2026R0328,United Kingdom,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Egypt,false,true,false,1917,wikimedia_commons,84,Turks-propaganda WW I.jpg,Wikimedia Commons file source / Turks-propaganda WW I.jpg / page 33506063,Africa / Egypt,Africa; Egypt; leaflet;,Africa / Egypt Africa; Egypt; leaflet;
RG-HARDEN-0052,RGE-SCORE-00244,SURF-CRG2026R0329,CRG2026R0329,United Kingdom,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Egypt,false,true,false,1917,wikimedia_commons,84,Turks-propaganda2 WW I.jpg,Wikimedia Commons file source / Turks-propaganda2 WW I.jpg / page 33506064,Africa / Egypt,Africa; Egypt; leaflet;,Africa / Egypt Africa; Egypt; leaflet;
RG-HARDEN-0053,RGE-SCORE-00275,SURF-CRG2026R0955,CRG2026R0955,United Kingdom,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,United Kingdom,Egypt,false,true,true,1940,wikimedia_commons,84,British 1 pound back.jpg,Wikimedia Commons file source / British 1 pound back.jpg / page 33505853,Africa / Egypt,Africa; Egypt; leaflet;,Africa / Egypt Africa; Egypt; leaflet;
RG-HARDEN-0054,RGE-SCORE-00297,SURF-CRG2026R1025,CRG2026R1025,United Kingdom,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,United Kingdom,Egypt,false,true,true,1942,wikimedia_commons,84,British 1 pound leaflet.jpg,Wikimedia Commons file source / British 1 pound leaflet.jpg / page 33506273,Africa / Egypt,Africa; Egypt; leaflet;,Africa / Egypt Africa; Egypt; leaflet;
RG-HARDEN-0055,RGE-SCORE-00313,SURF-CRG2026R1541,CRG2026R1541,United Kingdom,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Egypt,false,true,false,1956,wikimedia_commons,84,Nasser 1956.png,Wikimedia Commons file source / Nasser 1956.png / page 33506179,Africa / Egypt,Africa; Egypt; leaflet;,Africa / Egypt Africa; Egypt; leaflet;
RG-HARDEN-0056,RGE-SCORE-00314,SURF-CRG2026R1542,CRG2026R1542,United Kingdom,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Egypt,false,true,false,1956,wikimedia_commons,84,Nasser leaflet 1956.jpg,Wikimedia Commons file source / Nasser leaflet 1956.jpg / page 33505478,Africa / Egypt,Africa; Egypt; leaflet;,Africa / Egypt Africa; Egypt; leaflet;
RG-HARDEN-0057,RGE-SCORE-00331,SURF-CRG2026R3909,CRG2026R3909,Germany,Egypt,REG013,GEO056,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,commons_metadata_sample_required,Germany,Egypt,false,true,true,2014,wikimedia_commons,84,German to Arabs WW II front.jpg,Wikimedia Commons file source / German to Arabs WW II front.jpg / page 33507422,Africa / Egypt,Africa; Egypt; leaflet; Category:PD Egypt Category:Psychological warfare in Egypt during WW II,Africa / Egypt Africa; Egypt; leaflet; Category:PD Egypt Category:Psychological warfare in Egypt during WW II
RG-HARDEN-0058,RGE-SCORE-00248,SURF-CHW2026R020,CHW2026R020,France,Germany,REG001,GEO006,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required,France,Germany,false,true,true,1928,cooper_hewitt,1,Bourjois Parfumeur Paris,Cooper Hewitt Collection GraphQL API,Germany Berlin / Germany / Berlin,,Germany Berlin / Germany / Berlin
RG-HARDEN-0059,RGE-SCORE-00334,SURF-CCR2026R0065,CCR2026R0065,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,commons_metadata_sample_required,,Mexico,false,true,false,2019,wikimedia_commons,84,WANTED Aureliano Guzman-Loera.png,Wikimedia Commons file source / WANTED Aureliano Guzman-Loera.png / page 151056078,Latin America / Mexico,Latin America; Mexico; poster;,Latin America / Mexico Latin America; Mexico; poster;
RG-HARDEN-0060,RGE-SCORE-00001,SURF-CGS2026R0908,CGS2026R0908,France,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url; other_country_present_in_title_source_url:United Kingdom,pre_1992_sample_required; commons_metadata_sample_required; multi_country_context,France; United Kingdom,Mexico,false,true,true,1842; 1867,wikimedia_commons,84,"Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg","Wikimedia Commons file source / Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg / page 124497294",Latin America / Mexico,Latin America; Mexico; graphic design;,Latin America / Mexico Latin America; Mexico; graphic design;
RG-HARDEN-0061,RGE-SCORE-00225,SURF-CGS2026R1136,CGS2026R1136,Italy,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,Italy,Mexico,false,true,true,1869,wikimedia_commons,84,"Drawing, Domes of St. Peter's Basilica (Seen from the North), Rome, Italy, January 1869 (CH 18195449).jpg","Wikimedia Commons file source / Drawing, Domes of St. Peter's Basilica (Seen from the North), Rome, Italy, January 1869 (CH 18195449).jpg / page 64576487",Latin America / Mexico,Latin America; Mexico; graphic design;,Latin America / Mexico Latin America; Mexico; graphic design;
RG-HARDEN-0062,RGE-SCORE-00281,SURF-CGS2026R1178,CGS2026R1178,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 01.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 01.jpg / page 103475861,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0063,RGE-SCORE-00282,SURF-CGS2026R1179,CGS2026R1179,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 02.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 02.jpg / page 103475863,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0064,RGE-SCORE-00283,SURF-CGS2026R1180,CGS2026R1180,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 03.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 03.jpg / page 103475862,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0065,RGE-SCORE-00284,SURF-CGS2026R1181,CGS2026R1181,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 04.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 04.jpg / page 103475865,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0066,RGE-SCORE-00285,SURF-CGS2026R1182,CGS2026R1182,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 05.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 05.jpg / page 103475864,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0067,RGE-SCORE-00286,SURF-CGS2026R1183,CGS2026R1183,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 06.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 06.jpg / page 103475870,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0068,RGE-SCORE-00287,SURF-CGS2026R1184,CGS2026R1184,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 07.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 07.jpg / page 103475871,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0069,RGE-SCORE-00288,SURF-CGS2026R1185,CGS2026R1185,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 08.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 08.jpg / page 103475872,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0070,RGE-SCORE-00289,SURF-CGS2026R1186,CGS2026R1186,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 09.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 09.jpg / page 103475873,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0071,RGE-SCORE-00290,SURF-CGS2026R1187,CGS2026R1187,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 10.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 10.jpg / page 103475874,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0072,RGE-SCORE-00291,SURF-CGS2026R1188,CGS2026R1188,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 11.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 11.jpg / page 103475875,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0073,RGE-SCORE-00292,SURF-CGS2026R1189,CGS2026R1189,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 12.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 12.jpg / page 103475876,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0074,RGE-SCORE-00293,SURF-CGS2026R1190,CGS2026R1190,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 13.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 13.jpg / page 103475877,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0075,RGE-SCORE-00294,SURF-CGS2026R1191,CGS2026R1191,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 14.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 14.jpg / page 103475878,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0076,RGE-SCORE-00295,SURF-CGS2026R1192,CGS2026R1192,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1941,wikimedia_commons,84,1941 Milking Machine advertisement 15.jpg,Wikimedia Commons file source / 1941 Milking Machine advertisement 15.jpg / page 103475879,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0077,RGE-SCORE-00306,SURF-CGS2026R1201,CGS2026R1201,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,current_label_present_in_title_source_url; new_mexico_subnational_ambiguity,pre_1992_sample_required; commons_metadata_sample_required,Mexico; United States,Mexico,true,true,true,1948,wikimedia_commons,84,"American Airlines poster - California, Arizona, Texas, New Mexico - 1948.jpg","Wikimedia Commons file source / American Airlines poster - California, Arizona, Texas, New Mexico - 1948.jpg / page 176015331",Latin America / Mexico,Latin America; Mexico; poster;,Latin America / Mexico Latin America; Mexico; poster;
RG-HARDEN-0078,RGE-SCORE-00315,SURF-CGS2026R1208,CGS2026R1208,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1960,wikimedia_commons,84,Peoples Broadcasting Advertisement 1960.tif,Wikimedia Commons file source / Peoples Broadcasting Advertisement 1960.tif / page 57819103,Latin America / Mexico,Latin America; Mexico; advertising;,Latin America / Mexico Latin America; Mexico; advertising;
RG-HARDEN-0081,RGE-SCORE-00319,SURF-CGS2026R1281,CGS2026R1281,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1975,wikimedia_commons,84,Jaws movie poster (cropped).jpg,Wikimedia Commons file source / Jaws movie poster (cropped).jpg / page 175769820,Latin America / Mexico,Latin America; Mexico; film poster;,Latin America / Mexico Latin America; Mexico; film poster;
RG-HARDEN-0082,RGE-SCORE-00320,SURF-CGS2026R1282,CGS2026R1282,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1975,wikimedia_commons,84,Jaws movie poster.jpg,Wikimedia Commons file source / Jaws movie poster.jpg / page 152009761,Latin America / Mexico,Latin America; Mexico; film poster;,Latin America / Mexico Latin America; Mexico; film poster;
RG-HARDEN-0083,RGE-SCORE-00321,SURF-CGS2026R1283,CGS2026R1283,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url,pre_1992_sample_required; commons_metadata_sample_required,,Mexico,false,true,false,1975,wikimedia_commons,84,Jaws movie poster.png,Wikimedia Commons file source / Jaws movie poster.png / page 145752411,Latin America / Mexico,Latin America; Mexico; film poster;,Latin America / Mexico Latin America; Mexico; film poster;
RG-HARDEN-0084,RGE-SCORE-00322,SURF-CGS2026R1303,CGS2026R1303,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,new_mexico_subnational_ambiguity,pre_1992_sample_required; commons_metadata_sample_required,Mexico,Mexico,true,true,false,1975,wikimedia_commons,84,New Mexico Newspapers back cover.png,Wikimedia Commons file source / New Mexico Newspapers back cover.png / page 140617922,Latin America / Mexico,Latin America; Mexico; book cover;,Latin America / Mexico Latin America; Mexico; book cover;
RG-HARDEN-0085,RGE-SCORE-00323,SURF-CGS2026R1304,CGS2026R1304,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,new_mexico_subnational_ambiguity,pre_1992_sample_required; commons_metadata_sample_required,Mexico,Mexico,true,true,false,1975,wikimedia_commons,84,New Mexico Newspapers front cover.png,Wikimedia Commons file source / New Mexico Newspapers front cover.png / page 140617923,Latin America / Mexico,Latin America; Mexico; magazine cover;,Latin America / Mexico Latin America; Mexico; magazine cover;
RG-HARDEN-0086,RGE-SCORE-00305,SURF-MC1930R057,MC1930R057,United States,Mexico,REG004,GEO027,quarantine_manual_review,true,false,suggested_absent_from_title_source_url; current_label_present_in_title_source_url,pre_1992_sample_required,United States,Mexico,false,true,true,1950,art_institute_of_chicago_api,1,Untitled (Composition for a Peace Poster),Art Institute of Chicago API,Mexico,linocut; paper (fiber product); paper; print; prints and drawing,Mexico linocut; paper (fiber product); paper; print; prints and drawing
RG-HARDEN-0087,RGE-SCORE-00341,SURF-NMIIC2026R0123,NMIIC2026R0123,United Kingdom,South Africa,REG014,GEO062,quarantine_manual_review,true,false,current_label_present_in_title_source_url,missing_year,South Africa; United Kingdom,South Africa,true,true,true,,ann_bryant_art_gallery,1,"Ann Bryant Art Gallery | National art museum | Ann Bryant Art Gallery, 9 St Marks Rd, Belgravia, East London, South Africa",Ann Bryant Art Gallery,Africa / South Africa,Africa; South Africa; art gallery; RSS/Atom;JSON-LD;Static JS App,Africa / South Africa Africa; South Africa; art gallery; RSS/Atom;JSON-LD;Static JS App
RG-HARDEN-0088,RGE-SCORE-00318,SURF-CRG2026R2136,CRG2026R2136,Japan,Turkey,REG013,GEO058,quarantine_manual_review,true,false,stamp_issuer_conflicts_with_suggested_label,pre_1992_sample_required; commons_metadata_sample_required,Turkey,Turkey,true,true,false,1971,wikimedia_commons,84,Stamp of Ajman - 1971 - Colnect 491883 - Turkish scout.jpeg,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 491883 - Turkish scout.jpeg / page 115692437,Middle East and North Africa / Turkey,Middle East and North Africa; Turkey; stamp;,Middle East and North Africa / Turkey Middle East and North Africa; Turkey; stamp;
