surface_id,capture_id,year,period_band,five_year_bucket,region,theme,source_family,source_name,title,image_state,source_text_chars,generated_text_chars,total_text_chars,cluster_key,cluster_size,dossier_text_pages,dossier_support_pages,compound_children,anchor_strength_score,source_depth_score,relation_density_score,text_depth_score,design_object_confidence_score,risk_pressure_score,region_scarcity_score,period_value_score,editorial_need_score,overall_research_anchor_score,risk_flags,positive_flags,recommended_next_action,action_confidence,action_reason,sample_priority,calibration_question,review_status,reviewer_notes
SURF-ER1830R018,ER1830R018,1880,pre_1930,1880-1884,Unresolved region,Midcentury modern graphic communication,Library of Congress,Library of Congress loc.gov API,[Pearsall Photography Studio trade card],IMG04,593,2045,2638,Unresolved region|Midcentury modern graphic communication|Library of Congress|1880-1884,4,1,1,0,42,74,27,94,0,12,70,0,6,42,source_register:catalog record,,convert_to_text_or_appendix,medium,Source/register evidence should become text or appendix rather than object main.,53,"Should this evidence become text, appendix, or source register?",pending,
SURF-CAW2026R01234,CAW2026R01234,1916,pre_1930,1915-1919,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / 1916 B-H 5h Mi97.jpg / page 31071593,1916 B-H 5h Mi97.jpg,IMG03,262,2553,2815,Bosnia and Herzegovina|Modern typography and layout|Wikimedia Commons|1915-1919,6,1,0,0,34,26,25,66,66,62,74,0,34,34,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,131,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01056,CAW2026R01056,1907,pre_1930,1905-1909,Croatia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Montenegro postage due magenta 25 para.jpg / page 174424924,Montenegro postage due magenta 25 para.jpg,IMG03,239,2606,2845,Croatia|Modern typography and layout|Wikimedia Commons|1905-1909,2,1,0,0,32,23,5,64,66,44,84,0,36,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,125,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00494,CAW2026R00494,1887,pre_1930,1885-1889,Democratic Republic of the Congo,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Stamp of Congo, Free State - 1887 - Colnect 563529 - 1 - Parcelpost Leopold II profile to the left.jpeg / page 115849607","Stamp of Congo, Free State - 1887 - Colnect 563529 - 1 - Parcelpost Leopold II profile to the left.jpeg",IMG03,463,2763,3226,Democratic Republic of the Congo|Modern typography and layout|Wikimedia Commons|1885-1889,4,1,0,0,38,46,15,83,66,74,69,0,17,38,weak_context:profile; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,126,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R01288,CCT2026R01288,1900,pre_1930,1900-1904,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Korea 1900 stamp - 3 chon (jeon).jpg / page 4329240,Korea 1900 stamp - 3 chon (jeon).jpg,IMG03,173,2668,2841,Korean Peninsula|Modern typography and layout|Wikimedia Commons|1900-1904,8,1,1,0,33,17,47,59,66,62,48,0,41,33,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,163,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R01781,CCT2026R01781,1918,pre_1930,1915-1919,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Narbut Projects of stamps UPR.jpg / page 5021403,Narbut Projects of stamps UPR.jpg,IMG03,186,2680,2866,Ukraine|Modern typography and layout|Wikimedia Commons|1915-1919,19,1,1,0,30,18,47,60,66,62,0,0,40,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,162,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00557,CAW2026R00557,1888,pre_1930,1885-1889,Estonia,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / The Soviet Union 1988 CPA 5927 stamp (Birth centenary of Viktor Kingissepp, Estonian communist politician).jpg / page 101700814","The Soviet Union 1988 CPA 5927 stamp (Birth centenary of Viktor Kingissepp, Estonian communist politician).jpg",IMG03,394,2745,3139,Estonia|Modern typography and layout|Wikimedia Commons|1885-1889,2,1,0,0,39,39,5,77,66,44,95,0,23,39,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,102,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R03552,CCT2026R03552,1910,pre_1930,1910-1914,Fiji,World War and public-information graphics,Wikimedia Commons,Wikimedia Commons file source / 1910 stamp of fiji.jpg / page 12748956,1910 stamp of fiji.jpg,IMG03,907,2725,3632,Fiji|World War and public-information graphics|Wikimedia Commons|1910-1914,1,1,0,0,50,80,0,100,66,62,98,0,0,50,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,97,Would moving this to card hide any meaningful research path?,pending,
SURF-CRG2026R0308,CRG2026R0308,1914,pre_1930,1910-1914,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / USSR.1976.Ilya Muromets.16k.jpg / page 134259287,USSR.1976.Ilya Muromets.16k.jpg,IMG03,223,2652,2875,Global / transnational|Modern typography and layout|Wikimedia Commons|1910-1914,60,1,1,0,34,22,47,63,66,44,0,0,37,34,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,141,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00834,CAW2026R00834,1900,pre_1930,1900-1904,Jordan,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Suruga fundicola.jpg / page 28949526,Suruga fundicola.jpg,IMG03,528,2566,3094,Jordan|Modern typography and layout|Wikimedia Commons|1900-1904,2,1,0,0,44,52,5,89,66,44,92,0,11,44,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,90,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R04244,CCT2026R04244,1885,pre_1930,1885-1889,Laos,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Sisavang Vong - 1951.jpg / page 9664078,Sisavang Vong - 1951.jpg,IMG03,604,2779,3383,Laos|Modern typography and layout|Wikimedia Commons|1885-1889,1,1,0,0,46,70,0,95,66,62,94,0,5,46,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,102,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R02336,CCT2026R02336,1903,pre_1930,1900-1904,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Colombia 1903 15p revenue stamp.jpg / page 17800573,Colombia 1903 15p revenue stamp.jpg,IMG03,169,2721,2890,Colombia|Modern typography and layout|Wikimedia Commons|1900-1904,15,1,1,0,29,16,47,59,66,62,0,0,41,29,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,163,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01315,CAW2026R01315,1918,pre_1930,1915-1919,Latvia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / StampLatvia1918Michel1.jpg / page 9538921,StampLatvia1918Michel1.jpg,IMG03,196,2528,2724,Latvia|Modern typography and layout|Wikimedia Commons|1915-1919,3,1,0,0,32,19,10,61,66,44,86,0,39,32,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,128,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01316,CAW2026R01316,1918,pre_1930,1915-1919,Lithuania,Modern typography and layout,Wikimedia Commons,"Wikimedia Commons file source / Lithuanian postage stamps, issued in 1918.jpg / page 125373963","Lithuanian postage stamps, issued in 1918.jpg",IMG03,189,2572,2761,Lithuania|Modern typography and layout|Wikimedia Commons|1915-1919,7,1,1,0,34,18,42,60,66,62,74,0,40,34,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,147,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00105,CAW2026R00105,1832,pre_1930,1830-1834,Madagascar,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Manet Schenke Malagasy Stamp 1982.jpg / page 30412248,Manet Schenke Malagasy Stamp 1982.jpg,IMG03,1799,2584,4383,Madagascar|Modern typography and layout|Wikimedia Commons|1830-1834,2,1,0,0,50,80,5,100,66,62,91,0,0,50,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,97,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R00492,CCT2026R00492,1922,pre_1930,1920-1924,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp MA 1922 3 Fr.jpg / page 157461458,Stamp MA 1922 3 Fr.jpg,IMG03,139,2529,2668,Morocco|Modern typography and layout|Wikimedia Commons|1920-1924,11,1,1,0,28,13,47,56,66,62,0,0,44,28,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,166,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00166,CAW2026R00166,1850,pre_1930,1850-1854,Moldova,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Moldova - 2010 - Colnect 217200 - Mihai Eminescu 1850-1889.jpeg / page 115749387,Stamp of Moldova - 2010 - Colnect 217200 - Mihai Eminescu 1850-1889.jpeg,IMG03,719,2550,3269,Moldova|Modern typography and layout|Wikimedia Commons|1850-1854,1,1,0,0,49,80,0,100,66,62,84,0,0,49,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,97,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01641,CAW2026R01641,1930,pre_1930,1930-1934,Mozambique,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1930 - Colnect 846154 - SELLO in Circle.jpeg / page 114983771,Stamp of Peru - 1930 - Colnect 846154 - SELLO in Circle.jpeg,IMG03,232,2494,2726,Mozambique|Modern typography and layout|Wikimedia Commons|1930-1934,2,1,0,0,33,23,5,64,78,62,94,0,36,33,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,143,Would moving this to card hide any meaningful research path?,pending,
SURF-SI1970R006,SI1970R006,1862,pre_1930,1860-1864,North America,Postwar exhibition and cultural posters,Smithsonian,Smithsonian Open Access,Hunt's Remedy trade card,IMG03,257,1879,2136,United States|Postwar exhibition and cultural posters|Smithsonian|1860-1864,1,1,0,0,25,40,0,66,20,18,31,0,34,25,stamp_or_philatelic:stamps,,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,87,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00339,CAW2026R00339,1874,pre_1930,1870-1874,North America,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1951 - Colnect 386556 - Flags of American States and Spain.jpeg / page 114995057,Stamp of Peru - 1951 - Colnect 386556 - Flags of American States and Spain.jpeg,IMG03,443,2652,3095,United States|Modern typography and layout|Wikimedia Commons|1870-1874,7,1,1,0,42,44,42,81,78,74,31,0,19,42,weak_context:anniversary; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,128,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R03335,CCT2026R03335,1920,pre_1930,1920-1924,Oceania and Pacific,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Aitutaki 1920 1p stamp.jpg / page 16196688,Aitutaki 1920 1p stamp.jpg,IMG03,191,2732,2923,Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1920-1924,21,1,1,0,30,19,47,60,66,62,0,0,40,30,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,162,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00895,CAW2026R00895,1901,pre_1930,1900-1904,Papua New Guinea,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Papua-stampelements.jpg / page 50732336,Papua-stampelements.jpg,IMG03,807,2367,3174,Papua New Guinea|Modern typography and layout|Wikimedia Commons|1900-1904,1,1,0,0,49,80,0,100,66,62,89,0,0,49,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,97,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00124,CAW2026R00124,1839,pre_1930,1835-1839,Rwanda,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg / page 115807534,Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg,IMG03,284,2685,2969,Rwanda|Modern typography and layout|Wikimedia Commons|1835-1839,1,1,0,0,31,28,0,68,66,62,99,0,32,31,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,129,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R03599,CCT2026R03599,1900,pre_1930,1900-1904,Samoa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Five shilling Samoa Express stamp-forged.jpg / page 18047317,Five shilling Samoa Express stamp-forged.jpg,IMG03,544,2831,3375,Samoa|Modern typography and layout|Wikimedia Commons|1900-1904,2,1,1,0,45,54,17,90,66,62,99,0,10,45,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,107,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00720,CAW2026R00720,1896,pre_1930,1895-1899,Serbia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg / page 114978025,Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg,IMG03,289,2633,2922,Serbia|Modern typography and layout|Wikimedia Commons|1895-1899,11,1,0,0,37,28,35,69,78,62,30,0,31,37,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,128,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01078,CAW2026R01078,1909,pre_1930,1905-1909,Seychelles,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg / page 114980438,Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg,IMG03,237,2630,2867,Seychelles|Modern typography and layout|Wikimedia Commons|1905-1909,9,1,0,0,37,23,35,64,78,62,64,0,36,37,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,143,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01382,CAW2026R01382,1919,pre_1930,1915-1919,Slovenia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / DrzavaSHSverigar5h1919imperf.jpg / page 48230582,DrzavaSHSverigar5h1919imperf.jpg,IMG03,268,2543,2811,Slovenia|Modern typography and layout|Wikimedia Commons|1915-1919,16,1,1,0,41,26,47,67,66,44,90,0,33,41,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,127,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00218,CAW2026R00218,1856,pre_1930,1855-1859,Solomon Islands,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg / page 30871817,Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg,IMG03,1050,2637,3687,Solomon Islands|Modern typography and layout|Wikimedia Commons|1855-1859,1,1,0,0,58,80,0,100,90,44,96,0,0,58,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; print; publication; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,79,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R03645,CCT2026R03645,1904,pre_1930,1900-1904,South Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / India 1a specimen telegraph stamps overprinted on revenue stamps.jpg / page 22928548,India 1a specimen telegraph stamps overprinted on revenue stamps.jpg,IMG03,213,2828,3041,India|Modern typography and layout|Wikimedia Commons|1900-1904,16,1,1,0,29,21,47,62,66,82,14,0,38,29,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; non_design_drift:specimen; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,180,Would moving this to card hide any meaningful research path?,pending,
SURF-CCT2026R04308,CCT2026R04308,1917,pre_1930,1915-1919,Southeast Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Ferdinand Marcos 2017 stamp of the Philippines.jpg / page 62823827,Ferdinand Marcos 2017 stamp of the Philippines.jpg,IMG03,190,2775,2965,Philippines|Modern typography and layout|Wikimedia Commons|1915-1919,1,1,0,0,22,19,0,60,66,62,0,0,40,22,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,147,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01566,CAW2026R01566,1925,pre_1930,1925-1929,Syria,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg / page 115711810,Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg,IMG03,268,2549,2817,Syria|Modern typography and layout|Wikimedia Commons|1925-1929,4,1,0,0,33,26,15,67,66,62,84,0,33,33,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,130,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R00435,CAW2026R00435,1882,pre_1930,1880-1884,United Arab Emirates,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg / page 110310540,Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg,IMG03,1048,2640,3688,United Arab Emirates|Modern typography and layout|Wikimedia Commons|1880-1884,1,1,0,0,47,80,0,100,66,80,92,0,0,47,stamp_or_philatelic:commemorative; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,115,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R01514,CAW2026R01514,1923,pre_1930,1920-1924,Western and Central Europe,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Italian stamps overprinted for Saseno 1923.JPG / page 28799255,Italian stamps overprinted for Saseno 1923.JPG,IMG03,202,2526,2728,Italy|Modern typography and layout|Wikimedia Commons|1920-1924,8,1,0,0,29,20,35,61,66,62,0,0,39,29,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication,downgrade_to_card_candidate,medium,Stamp/philatelic evidence should be card support unless manually justified as a primary design object.,146,Would moving this to card hide any meaningful research path?,pending,
SURF-CAW2026R02557,CAW2026R02557,1959,1930_1970,1955-1959,Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Schweppes creative advertisement.png / page 187390657,Schweppes creative advertisement.png,IMG03,156,2358,2514,Nigeria|Modern typography and layout|Wikimedia Commons|1955-1959,95,1,1,0,45,15,47,58,90,8,36,0,42,45,commons_file_source,advertisement; advertising; design; graphic; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",110,Which nearby main should own this as a sub sheet?,pending,
SURF-CAW2026R02187,CAW2026R02187,1945,1930_1970,1945-1949,Bosnia and Herzegovina,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Proslavimo Dan ustanka.webp / page 161495559,Proslavimo Dan ustanka.webp,IMG03,198,2571,2769,Bosnia and Herzegovina|Modern typography and layout|Wikimedia Commons|1945-1949,11,1,1,0,46,19,47,61,78,8,74,0,39,46,commons_file_source,design; graphic; poster; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",107,Which nearby main should own this as a sub sheet?,pending,
SURF-MX1970R055-GROUP,MX1970R055-GROUP,1955,1930_1970,1955-1959,East Asia,World War and public-information graphics,Chinese Posters,Chinese Posters,"Chinese Posters grouped records, 1950-1955",IMG00,207,1235,1442,China / Hong Kong|World War and public-information graphics|Chinese Posters|1955-1959,1,1,10,9,35,20,65,54,24,0,48,0,46,35,,campaign; poster,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",106,Which nearby main should own this as a sub sheet?,pending,
SURF-CGS2026R0011,CGS2026R0011,1931,1930_1970,1930-1934,East Asia,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Chinese anti-Japanese poster published after the revenge by Koreans.jpg / page 35024360,Chinese anti-Japanese poster published after the revenge by Koreans.jpg,IMG03,234,2629,2863,China / Hong Kong|Modern typography and layout|Wikimedia Commons|1930-1934,11,1,1,0,46,23,47,64,78,8,48,0,36,46,commons_file_source,design; graphic; poster; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",104,Which nearby main should own this as a sub sheet?,pending,
SURF-CAW2026R01889,CAW2026R01889,1939,1930_1970,1935-1939,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster of Azerbaijan 1939. General elections.jpg / page 31646358,Poster of Azerbaijan 1939. General elections.jpg,IMG03,187,2454,2641,Azerbaijan|Modern typography and layout|Wikimedia Commons|1935-1939,17,1,1,0,41,18,47,60,78,8,0,0,40,41,commons_file_source,design; graphic; poster; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",108,Which nearby main should own this as a sub sheet?,pending,
SURF-CRG2026R0623,CRG2026R0623,1932,1930_1970,1930-1934,Global / transnational,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Poster - White Zombie 01 Crisco restoration.jpg / page 18658597,Poster - White Zombie 01 Crisco restoration.jpg,IMG03,242,2625,2867,Global / transnational|Modern typography and layout|Wikimedia Commons|1930-1934,135,1,1,0,45,24,47,65,90,20,0,0,35,45,weak_context:talk; commons_file_source,design; film poster; graphic; poster; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",115,Which nearby main should own this as a sub sheet?,pending,
SURF-CGS2026R0470,CGS2026R0470,1948,1930_1970,1945-1949,Latin America and the Caribbean,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Inconfidência Mineira (Cover) 1948.jpg / page 83442326,Inconfidência Mineira (Cover) 1948.jpg,IMG03,134,2405,2539,Brazil|Modern typography and layout|Wikimedia Commons|1945-1949,9,1,1,0,39,13,47,56,78,8,0,0,44,39,commons_file_source,design; graphic; poster; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",112,Which nearby main should own this as a sub sheet?,pending,
SURF-CCT2026R02671,CCT2026R02671,1962,1930_1970,1960-1964,Middle East and North Africa,Modern typography and layout,Wikimedia Commons,Wikimedia Commons file source / Horror movie poster (v4).jpg / page 89028932,Horror movie poster (v4).jpg,IMG03,163,2569,2732,Iran|Modern typography and layout|Wikimedia Commons|1960-1964,27,1,1,0,43,16,47,58,90,8,0,0,42,43,commons_file_source,design; film poster; graphic; poster; visual communication,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",110,Which nearby main should own this as a sub sheet?,pending,
SURF-MC1930R011,MC1930R011,1936,1930_1970,1935-1939,North America,New Deal and civic poster programs,Library of Congress,Library of Congress loc.gov API,Exhibition - WPA Federal Art Project,IMG03,394,1973,2367,United States|New Deal and civic poster programs|Library of Congress|1935-1939,8,1,1,0,51,54,47,77,56,0,31,0,23,51,,exhibition; poster; print,downgrade_to_sub_candidate,medium,"Cluster/relation value is present, but standalone anchor strength is not yet high.",73,Which nearby main should own this as a sub sheet?,pending,
