source_file,capture_id,surface_id,region_folder,region_ids,geo_ids,source_place_text,decision_type,confidence,repair_basis,source_name,title
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00683,SURF-CAW2026R00683,Mozambique,REG014,GEO061,Africa / Mozambique,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Mozambique,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 846112 - Llama Overprinted.jpeg / page 114978065,Stamp of Peru - 1896 - Colnect 846112 - Llama Overprinted.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00684,SURF-CAW2026R00684,Mozambique,REG014,GEO061,Africa / Mozambique,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Mozambique,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 846113 - Llama Overprinted.jpeg / page 114978095,Stamp of Peru - 1896 - Colnect 846113 - Llama Overprinted.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00685,SURF-CAW2026R00685,Mozambique,REG014,GEO061,Africa / Mozambique,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Mozambique,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 846114 - Sun and Mountain Overprinted.jpeg / page 114978118,Stamp of Peru - 1896 - Colnect 846114 - Sun and Mountain Overprinted.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00686,SURF-CAW2026R00686,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1895 - Colnect 419540 - GOBIERNO on Sun.jpeg / page 114976893,Stamp of Peru - 1895 - Colnect 419540 - GOBIERNO on Sun.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00687,SURF-CAW2026R00687,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1895 - Colnect 419543 - Lama Lama glama.jpeg / page 114976984,Stamp of Peru - 1895 - Colnect 419543 - Lama Lama glama.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00688,SURF-CAW2026R00688,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1895 - Colnect 419550 - Liberty.jpeg / page 114977282,Stamp of Peru - 1895 - Colnect 419550 - Liberty.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00689,SURF-CAW2026R00689,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1895 - Colnect 419551 - Liberty.jpeg / page 114977330,Stamp of Peru - 1895 - Colnect 419551 - Liberty.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00690,SURF-CAW2026R00690,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1895 - Colnect 419553 - Liberty.jpeg / page 114977490,Stamp of Peru - 1895 - Colnect 419553 - Liberty.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00691,SURF-CAW2026R00691,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1895 - Colnect 419554 - Liberty.jpeg / page 114977558,Stamp of Peru - 1895 - Colnect 419554 - Liberty.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00692,SURF-CAW2026R00692,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1899 - Colnect 419578 - Allegory of the Sitting Homeland.jpeg / page 114978588,Stamp of Peru - 1899 - Colnect 419578 - Allegory of the Sitting Homeland.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00693,SURF-CAW2026R00693,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1899 - Colnect 419579 - Allegory of the Sitting Homeland.jpeg / page 114978604,Stamp of Peru - 1899 - Colnect 419579 - Allegory of the Sitting Homeland.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00702,SURF-CAW2026R00702,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Cinematograph Lumiere advertisement 1895.jpg / page 3694461,Cinematograph Lumiere advertisement 1895.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00712,SURF-CAW2026R00712,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 419562 - Atahualpa.jpeg / page 114977726,Stamp of Peru - 1896 - Colnect 419562 - Atahualpa.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00713,SURF-CAW2026R00713,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 419568 - GOBIERNO on Atahualpa.jpeg / page 114977825,Stamp of Peru - 1896 - Colnect 419568 - GOBIERNO on Atahualpa.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00714,SURF-CAW2026R00714,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 419569 - GOBIERNO on Francisco Pizarro.jpeg / page 114977837,Stamp of Peru - 1896 - Colnect 419569 - GOBIERNO on Francisco Pizarro.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00715,SURF-CAW2026R00715,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 419571 - GOBIERNO on Jose de La Mar.jpeg / page 114977871,Stamp of Peru - 1896 - Colnect 419571 - GOBIERNO on Jose de La Mar.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00719,SURF-CAW2026R00719,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 845007 - Number 2.jpeg / page 114977910,Stamp of Peru - 1896 - Colnect 845007 - Number 2.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00720,SURF-CAW2026R00720,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg / page 114978025,Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00729,SURF-CAW2026R00729,Benin,REG014,GEO061,Africa / Benin,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Benin,Wikimedia Commons file source / Head of Queen Mother.jpg / page 178836202,Head of Queen Mother.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00730,SURF-CAW2026R00730,Benin,REG014,GEO061,Africa / Benin,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Benin,Wikimedia Commons file source / West African flag RMG L4479.tiff / page 62394726,West African flag RMG L4479.tiff
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00732,SURF-CAW2026R00732,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1897 - Colnect 419559 - Postage due stamps.jpeg / page 114978270,Stamp of Peru - 1897 - Colnect 419559 - Postage due stamps.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00733,SURF-CAW2026R00733,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1897 - Colnect 419573 - Paucartambo bridge.jpeg / page 114978305,Stamp of Peru - 1897 - Colnect 419573 - Paucartambo bridge.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00736,SURF-CAW2026R00736,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / Bosnia 1897 20kr Buchdruck.jpg / page 24801428,Bosnia 1897 20kr Buchdruck.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00742,SURF-CAW2026R00742,Solomon Islands,REG015,,Oceania / Pacific / Solomon Islands,auto_specific_uncontrolled_candidate,medium,place_text: Oceania / Pacific / Solomon Islands,Wikimedia Commons file source / 400px-Thalia theatre.jpg / page 15127332,400px-Thalia theatre.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00744,SURF-CAW2026R00744,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,Wikimedia Commons file source / The Barnum and Bailey Greatest Show on Earth. The Peerless Prodigies of Physical Phenomena. (with) Smallest Man Alive (and) the Congo Giant LCCN2002719038.jpg / page 67300396,The Barnum and Bailey Greatest Show on Earth. The Peerless Prodigies of Physical Phenomena. (with) Smallest Man Alive (and) the Congo Giant LCCN2002719038.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00745,SURF-CAW2026R00745,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,Wikimedia Commons file source / The Barnum and Bailey Greatest Show on Earth. The Peerless Prodigies of Physical Phenomena. (with) Smallest Man Alive (and) the Congo Giant LCCN2002719038.tif / page 67300402,The Barnum and Bailey Greatest Show on Earth. The Peerless Prodigies of Physical Phenomena. (with) Smallest Man Alive (and) the Congo Giant LCCN2002719038.tif
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00746,SURF-CAW2026R00746,Mozambique,REG014,GEO061,Africa / Mozambique,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Mozambique,Wikimedia Commons file source / Stamp of Peru - 1898 - Colnect 846118 - Columbus Monument.jpeg / page 114978415,Stamp of Peru - 1898 - Colnect 846118 - Columbus Monument.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00747,SURF-CAW2026R00747,Mozambique,REG014,GEO061,Africa / Mozambique,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Mozambique,Wikimedia Commons file source / Stamp of Peru - 1898 - Colnect 846120 - 1 - Columbus Monument.jpeg / page 114978437,Stamp of Peru - 1898 - Colnect 846120 - 1 - Columbus Monument.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00750,SURF-CAW2026R00750,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / Bosnia 1898 2kr Buchdruck.jpg / page 24801431,Bosnia 1898 2kr Buchdruck.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00764,SURF-CAW2026R00764,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1899 - Colnect 419577 - Allegory of the Sitting Homeland.jpeg / page 114978569,Stamp of Peru - 1899 - Colnect 419577 - Allegory of the Sitting Homeland.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00782,SURF-CAW2026R00782,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,Wikimedia Commons file source / Ancestor worship figure.jpg / page 178879714,Ancestor worship figure.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00784,SURF-CAW2026R00784,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,Wikimedia Commons file source / Brooklyn Museum 73.178 Bwoom Mask.jpg / page 21369835,Brooklyn Museum 73.178 Bwoom Mask.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00785,SURF-CAW2026R00785,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,"Wikimedia Commons file source / Central Africa, Republic of the Congo, Kongo people - Figurine - 2010.441 - Cleveland Museum of Art.tif / page 76964204","Central Africa, Republic of the Congo, Kongo people - Figurine - 2010.441 - Cleveland Museum of Art.tif"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00807,SURF-CAW2026R00807,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 10h Mi15.jpg / page 30812937,1900 B-H 10h Mi15.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00808,SURF-CAW2026R00808,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 1K Mi21.jpg / page 31014768,1900 B-H 1K Mi21.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00809,SURF-CAW2026R00809,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 1h Mi10.jpg / page 30812934,1900 B-H 1h Mi10.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00810,SURF-CAW2026R00810,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 25h Mi17.jpg / page 31014769,1900 B-H 25h Mi17.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00811,SURF-CAW2026R00811,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 2h Mi11C.jpg / page 30812935,1900 B-H 2h Mi11C.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00812,SURF-CAW2026R00812,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 2kr Mi22.jpg / page 30816191,1900 B-H 2kr Mi22.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00813,SURF-CAW2026R00813,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 30h Zvornik Mi18.jpg / page 31014767,1900 B-H 30h Zvornik Mi18.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00814,SURF-CAW2026R00814,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 50h Mi20.jpg / page 30816190,1900 B-H 50h Mi20.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00815,SURF-CAW2026R00815,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1900 B-H 6h Mi14.jpg / page 30812936,1900 B-H 6h Mi14.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00816,SURF-CAW2026R00816,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1901 B-H 20h Nevesinje Mi16.jpg / page 31014773,1901 B-H 20h Nevesinje Mi16.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00817,SURF-CAW2026R00817,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1902 Bosnie 20h Jajce.jpg / page 26931265,1902 Bosnie 20h Jajce.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00818,SURF-CAW2026R00818,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1903 B-H 10kr Travnik Mi15.jpg / page 30979657,1903 B-H 10kr Travnik Mi15.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00819,SURF-CAW2026R00819,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / 1906 B-H 10kr Kiseljak Mi15.jpg / page 30979658,1906 B-H 10kr Kiseljak Mi15.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00820,SURF-CAW2026R00820,Bosnia and Herzegovina,REG002,GEO078,Eastern Europe / Caucasus / Bosnia and Herzegovina,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Bosnia and Herzegovina,Wikimedia Commons file source / Menu for Bosnia Pavillion by Alfons Mucha 1900.jpg / page 73584178,Menu for Bosnia Pavillion by Alfons Mucha 1900.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00834,SURF-CAW2026R00834,Jordan,REG013,GEO055,Middle East and North Africa / Jordan,auto_specific_uncontrolled_candidate,medium,place_text: Middle East and North Africa / Jordan,Wikimedia Commons file source / Suruga fundicola.jpg / page 28949526,Suruga fundicola.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00835,SURF-CAW2026R00835,Tunisia,REG013,GEO055,Middle East and North Africa / Tunisia,auto_specific_uncontrolled_candidate,medium,place_text: Middle East and North Africa / Tunisia,Wikimedia Commons file source / Finland's president Urho Kekkonen's state visit in Tunisia 1965 (JOKAHBL3E F20-1).tif / page 145977501,Finland's president Urho Kekkonen's state visit in Tunisia 1965 (JOKAHBL3E F20-1).tif
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00876,SURF-CAW2026R00876,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,Wikimedia Commons file source / De wolk-Alfred Bastien-KMSKA.jpg / page 181404707,De wolk-Alfred Bastien-KMSKA.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00878,SURF-CAW2026R00878,Mozambique,REG014,GEO061,Africa / Mozambique,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Mozambique,Wikimedia Commons file source / Stamp of Peru - 1901 - Colnect 846122 - May 2nd Column.jpeg / page 114978752,Stamp of Peru - 1901 - Colnect 846122 - May 2nd Column.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00879,SURF-CAW2026R00879,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1901 - Colnect 419570 - GOBIERNO on Francisco Pizarro.jpeg / page 114978681,Stamp of Peru - 1901 - Colnect 419570 - GOBIERNO on Francisco Pizarro.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00880,SURF-CAW2026R00880,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1901 - Colnect 419581 - Admiral Miguel L Grau.jpeg / page 114978690,Stamp of Peru - 1901 - Colnect 419581 - Admiral Miguel L Grau.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00895,SURF-CAW2026R00895,Papua New Guinea,REG015,,Oceania / Pacific / Papua New Guinea,auto_specific_uncontrolled_candidate,medium,place_text: Oceania / Pacific / Papua New Guinea,Wikimedia Commons file source / Papua-stampelements.jpg / page 50732336,Papua-stampelements.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00897,SURF-CAW2026R00897,Democratic Republic of the Congo,REG014,GEO061,Africa / Democratic Republic of the Congo,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Democratic Republic of the Congo,"Wikimedia Commons file source / Seguin Zeitung. (Seguin, Tex.), Vol. 11, No. 28, Ed. 1 Thursday, February 13, 1902 - DPLA - e7d6e03334a81a4285f7fdddc902d1e4 (page 7).jpg / page 105495241","Seguin Zeitung. (Seguin, Tex.), Vol. 11, No. 28, Ed. 1 Thursday, February 13, 1902 - DPLA - e7d6e03334a81a4285f7fdddc902d1e4 (page 7).jpg"
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00899,SURF-CAW2026R00899,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1902 - Colnect 419585 - DEFICIT on Allegory.jpeg / page 114978781,Stamp of Peru - 1902 - Colnect 419585 - DEFICIT on Allegory.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00900,SURF-CAW2026R00900,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1902 - Colnect 419587 - Postage due stamps.jpeg / page 114978817,Stamp of Peru - 1902 - Colnect 419587 - Postage due stamps.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00901,SURF-CAW2026R00901,Seychelles,REG014,GEO061,Africa / Seychelles,auto_specific_uncontrolled_candidate,medium,place_text: Africa / Seychelles,Wikimedia Commons file source / Stamp of Peru - 1902 - Colnect 419588 - Postage due stamps.jpeg / page 114978827,Stamp of Peru - 1902 - Colnect 419588 - Postage due stamps.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00908,SURF-CAW2026R00908,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Krivicna kronika 01.jpg / page 119063269,Krivicna kronika 01.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00909,SURF-CAW2026R00909,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Krivicna kronika 02.jpg / page 119063268,Krivicna kronika 02.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00910,SURF-CAW2026R00910,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Krivicna kronika 08.jpg / page 119136622,Krivicna kronika 08.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00921,SURF-CAW2026R00921,Serbia,REG002,GEO078,Eastern Europe / Caucasus / Serbia,auto_specific_uncontrolled_candidate,medium,place_text: Eastern Europe / Caucasus / Serbia,Wikimedia Commons file source / Stamp of Peru - 1903 - Colnect 845013 - 2 - Number 10 overprinted - back.jpeg / page 114979012,Stamp of Peru - 1903 - Colnect 845013 - 2 - Number 10 overprinted - back.jpeg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00972,SURF-CAW2026R00972,Tunisia,REG013,GEO055,Middle East and North Africa / Tunisia,auto_specific_uncontrolled_candidate,medium,place_text: Middle East and North Africa / Tunisia,Wikimedia Commons file source / 'Mohammad' poster (2).png / page 130834113,'Mohammad' poster (2).png
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00973,SURF-CAW2026R00973,Tunisia,REG013,GEO055,Middle East and North Africa / Tunisia,auto_specific_uncontrolled_candidate,medium,place_text: Middle East and North Africa / Tunisia,Wikimedia Commons file source / 'Mohammad' poster (3).png / page 130834131,'Mohammad' poster (3).png
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00974,SURF-CAW2026R00974,Tunisia,REG013,GEO055,Middle East and North Africa / Tunisia,auto_specific_uncontrolled_candidate,medium,place_text: Middle East and North Africa / Tunisia,Wikimedia Commons file source / 'Mohammad-e-Amin' poster.jpg / page 130833598,'Mohammad-e-Amin' poster.jpg
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R00975,SURF-CAW2026R00975,Tunisia,REG013,GEO055,Middle East and North Africa / Tunisia,auto_specific_uncontrolled_candidate,medium,place_text: Middle East and North Africa / Tunisia,Wikimedia Commons file source / 'Mohammad-e-Amin' poster.png / page 130834070,'Mohammad-e-Amin' poster.png
