sample_id,sample_lane,surface_id,source_record_id,title,date_start,region,source_name,authority_state,trace_state,trace_tier,source_url_gate,title_gate,date_gate,region_gate,image_route_gate,authority_gate,trace_gate,influence_gate,six_tables_gate,audit_status,audit_note
PF46S081,loc_refresh_append,SURF-LOCTRACE2026ICEF80AC93EE038,LOCTRACE2026ICEF80AC93EE038,"XI Kongress Mezhdunarodnogo soiuza studentov, Budapesht, 7-14 maia 1974 god [goda]",1974,Hungary,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S082,loc_refresh_append,SURF-LOCTRACE2026ID1415D440F1506,LOCTRACE2026ID1415D440F1506,"Zwartberg, BSP : arbeid, welvaart, Volksunie",1968,Belgium,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S083,loc_refresh_append,SURF-LOCTRACE2026ID34A08EFADBE23,LOCTRACE2026ID34A08EFADBE23,"Cedwch Gymru'n daclus : Plaid Cymru, am nerth i Gymru",1965,United Kingdom,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S084,loc_refresh_append,SURF-LOCTRACE2026ID5932ACB92AF73,LOCTRACE2026ID5932ACB92AF73,Save freedom of worship: buy war bonds,1943,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S085,loc_refresh_append,SURF-LOCTRACE2026ID7DA259DA8AF42,LOCTRACE2026ID7DA259DA8AF42,Avenge,1970,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S086,loc_refresh_append,SURF-LOCTRACE2026ID9CAD9BAD9639C,LOCTRACE2026ID9CAD9BAD9639C,"Nicaragua, patria libre o morir",1979,Nicaragua,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S087,loc_refresh_append,SURF-LOCTRACE2026IDCD048DAB0E75F,LOCTRACE2026IDCD048DAB0E75F,"Den Freiheitlichen die Zukunft, FPO ... : Ein voller Erfolg ... : Das zeigten die Hochschulwahlen",1967,Austria,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S088,loc_refresh_append,SURF-LOCTRACE2026IE0297DCCF19672,LOCTRACE2026IE0297DCCF19672,Vrouwen zorg dat je meetelt : PvdA,1965,Netherlands,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S089,loc_refresh_append,SURF-LOCTRACE2026IE32B65B528C87E,LOCTRACE2026IE32B65B528C87E,"Federation internationale des jeunesses musicales : XXIX World Congress : Aug. 21-27, 1977, Seoul, Korea",1977,Korean Peninsula,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S090,loc_refresh_append,SURF-LOCTRACE2026IE4185072F6426B,LOCTRACE2026IE4185072F6426B,"Ed Koch is our man for Mayor, says Herman Badillo and Bess Myerson",1977,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S091,loc_refresh_append,SURF-LOCTRACE2026IE854086CBDF735,LOCTRACE2026IE854086CBDF735,"Play between 6 and 12, the bright hours - Go by underground",1930,United Kingdom,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S092,loc_refresh_append,SURF-LOCTRACE2026IEB08F4E2C6E84A,LOCTRACE2026IEB08F4E2C6E84A,"Chairman Mao is the reddest, reddest sun in our heart",1967,China / Hong Kong,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S093,loc_refresh_append,SURF-LOCTRACE2026IEDF2BB2C1BEE5C,LOCTRACE2026IEDF2BB2C1BEE5C,Sozialismus ist zu teuer! : Wir wirtschaften besser!,1979,Austria,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S094,loc_refresh_append,SURF-LOCTRACE2026IEFF730A981A168,LOCTRACE2026IEFF730A981A168,"Our people are engaged in the rational exploitation of the entire territory, starting from a technically advanced agricultural base in order to reach total industrialization ...",1965,Global / transnational,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S095,loc_refresh_append,SURF-LOCTRACE2026IF1F1D52D8F195C,LOCTRACE2026IF1F1D52D8F195C,La vie est a nous : avec Le Mouvement de la jeunesse socialiste,1965,France,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S096,loc_refresh_append,SURF-LOCTRACE2026IF313D03713005F,LOCTRACE2026IF313D03713005F,"For full employment after the war, register, vote",1944,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S097,loc_refresh_append,SURF-LOCTRACE2026IF443B909080CBA,LOCTRACE2026IF443B909080CBA,"15-go okti︠a︡bri︠a︡ sostoitsi︠a︡ Vseukrainskiǐ s""ezd komitetov nezamozhnykh",1920,Ukraine,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S098,loc_refresh_append,SURF-LOCTRACE2026IF66D97C170F84B,LOCTRACE2026IF66D97C170F84B,Bananas,1992,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S099,loc_refresh_append,SURF-LOCTRACE2026IF81FE0B7C894AF,LOCTRACE2026IF81FE0B7C894AF,Chicago Kennel Club's dog show,1902,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S100,loc_refresh_append,SURF-LOCTRACE2026IFAA3121938495A,LOCTRACE2026IFAA3121938495A,"Rural industries Rural Electrification Administration, U.S. Department of Agriculture /",1930,United States,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S101,loc_refresh_append,SURF-LOCTRACE2026IFD11A624D68D04,LOCTRACE2026IFD11A624D68D04,"1920-1970, Un programme realiste et novateur, un grand parti, revolutionnaire et democratique : Adherez au Parti communiste francais",1970,France,Library of Congress Prints and Photographs API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S102,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0001,VAMYEARTRACEV2R0001,"Voytek Archive, 1947-1990",1982,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S103,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0004,VAMYEARTRACEV2R0004,Meg's Diversion,1866,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S104,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0007,VAMYEARTRACEV2R0007,O1165496,1927,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S105,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0010,VAMYEARTRACEV2R0010,O1165499,1927,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S106,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0013,VAMYEARTRACEV2R0013,O1165503,1927,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S107,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0016,VAMYEARTRACEV2R0016,O1165506,1927,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S108,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0019,VAMYEARTRACEV2R0019,O1165509,1927,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S109,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0022,VAMYEARTRACEV2R0022,Covent Garden poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S110,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0025,VAMYEARTRACEV2R0025,Fulham Theatre poster,1902,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S111,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0028,VAMYEARTRACEV2R0028,His Majesty's Theatre poster,1915,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S112,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0031,VAMYEARTRACEV2R0031,His Majesty's Theatre poster,1911,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S113,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0034,VAMYEARTRACEV2R0034,Richmond Theatre poster,1901,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S114,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0037,VAMYEARTRACEV2R0037,Richmond Theatre poster,1902,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S115,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0040,VAMYEARTRACEV2R0040,Richmond Theatre poster,1897,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S116,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0044,VAMYEARTRACEV2R0044,Theatre Royal Bath poster,1988,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S117,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0047,VAMYEARTRACEV2R0047,O1167683,1987,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S118,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0050,VAMYEARTRACEV2R0050,Apples and Snakes London's Poetry Cabaret,1984,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S119,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0053,VAMYEARTRACEV2R0053,Don't Go Away Mad,1988,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S120,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0056,VAMYEARTRACEV2R0056,Lyric Hammersmith poster,1959,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S121,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0059,VAMYEARTRACEV2R0059,Lyric Hammersmith poster,1954,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S122,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0062,VAMYEARTRACEV2R0062,Lyric Hammersmith poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S123,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0065,VAMYEARTRACEV2R0065,Lyric Hammersmith poster,1956,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S124,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0068,VAMYEARTRACEV2R0068,Lyric Hammersmith poster,1958,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S125,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0071,VAMYEARTRACEV2R0071,Lyric Hammersmith poster,1959,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S126,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0074,VAMYEARTRACEV2R0074,Lyric Hammersmith poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S127,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0077,VAMYEARTRACEV2R0077,The Gingerbread Man,1999,United States,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S128,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0080,VAMYEARTRACEV2R0080,Lyric Hammersmith poster,1946,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S129,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0084,VAMYEARTRACEV2R0084,Lyric Hammersmith poster,1946,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S130,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0087,VAMYEARTRACEV2R0087,Lyric Hammersmith poster,1954,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S131,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0090,VAMYEARTRACEV2R0090,Lyric Hammersmith poster,1951,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S132,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0093,VAMYEARTRACEV2R0093,Lyric Hammersmith poster,1951,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S133,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0096,VAMYEARTRACEV2R0096,Lyric Hammersmith poster,1959,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S134,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0099,VAMYEARTRACEV2R0099,Lyric Hammersmith poster,1951,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S135,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0102,VAMYEARTRACEV2R0102,Lyric Hammersmith poster,1956,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S136,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0105,VAMYEARTRACEV2R0105,Lyric Hammersmith poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S137,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0108,VAMYEARTRACEV2R0108,Lyric Hammersmith poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S138,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0111,VAMYEARTRACEV2R0111,Lyric Hammersmith poster,1956,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S139,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0114,VAMYEARTRACEV2R0114,Lyric Hammersmith poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S140,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0117,VAMYEARTRACEV2R0117,Lyric Hammersmith poster,1947,United Kingdom,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S141,vam_sparse_year_append,SURF-VAMYEARTRACEV2R0120,VAMYEARTRACEV2R0120,Theater Der Welt,1985,Germany,V&A Collections API,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S142,metadata_supported,SURF-CAW2026R00104,CAW2026R00104,"'King George' (KIng George Tupou I of Tonga, c. 1797 - 1893) RMG PZ8795",1831,Tonga,Royal Museums Greenwich via Wikimedia Commons,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S143,metadata_supported,SURF-CAW2026R01621,CAW2026R01621,1000 years of king tomislav 3 dinar stamp,1929,Bosnia and Herzegovina,Private collection scan via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S144,metadata_supported,SURF-CAW2026R02483,CAW2026R02483,Briefmarke DDR Helft Ägypten,1956,Egypt,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S145,metadata_supported,SURF-CAW2026R04333,CAW2026R04333,Wild karnataka poster,2018,India,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S146,metadata_supported,SURF-CAW2026R05050,CAW2026R05050,Poster sejarah tembakau,2026,Indonesia,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S147,metadata_supported,SURF-CCT2026R00635,CCT2026R00635,South africa Bible blue,1949,South Africa,Private collection scan via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S148,metadata_supported,SURF-CCT2026R01597,CCT2026R01597,"Kerim Silajdžić, Silvia Skrypnik - Ucieczka poster",1986,Poland,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S149,metadata_supported,SURF-CCT2026R03200,CCT2026R03200,Turkey contrebande 20pa,1884,Turkey,Private collection scan via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S150,metadata_supported,SURF-CCT2026R04496,CCT2026R04496,Vietnam stamp type DA1point1,2014,Vietnam,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S151,metadata_supported,SURF-CGS2026R0697,CGS2026R0697,"Soldado chileno, en el Plebiscito, por la Patria vota No.",1988,Chile,Biblioteca del Congreso Nacional de Chile via Wikimedia Commons,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S152,metadata_supported,SURF-CGS2026R1013,CGS2026R1013,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 2, No. 113, Ed. 1 Wednesday, July 7, 1847 - DPLA - 06db258e3cdfc043322f39243158531a (page 1)",1847,Mexico,Digital Public Library of America via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S153,metadata_supported,SURF-CGS2026R1258,CGS2026R1258,"Book cover of ""In the Thrall of the Mountain King"" by Phoebe Eaton",2019,Mexico,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S154,metadata_supported,SURF-CHW2026R138,CHW2026R138,Life Size,1960,United States,Cooper Hewitt Collection GraphQL API,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S155,metadata_supported,SURF-CRB2026V2R0518,CRB2026V2R0518,Shakhdar Poster,2024,Iran,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S156,metadata_supported,SURF-DNZ1970R072,DNZ1970R072,"Untitled Illustration (Taranaki Herald, 18 July 1904)",1904,Aotearoa New Zealand,DigitalNZ,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S157,metadata_supported,SURF-EW1970R034,EW1970R034,Inside Lettres Décoratives: A Century of French Sign Painters’ Alphabets,2026,United States,Letterform Archive,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S158,metadata_supported,SURF-GAPIT2026R027,GAPIT2026R027,"Poster, 'The World According to Ronald Reagan'",1981,Aotearoa New Zealand,Te Papa Collections Online,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S159,metadata_supported,SURF-GAX1970R121,GAX1970R121,"La typographie (2e éd. mise à jour) / par Victor Letouzey,...",1970,France,Gallica / BnF APIs,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S160,metadata_supported,SURF-LPC2026R029,LPC2026R029,NAIDOC 2005 Poster,2005,Australia / Indigenous,NAIDOC Poster Gallery,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S161,metadata_supported,SURF-SBC1970R0001,SBC1970R0001,"Washing machine repair shop, Dominion Road, 2013",2013,Aotearoa New Zealand,Auckland Libraries Heritage Collections / CONTENTdm,resolved_origin,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S162,existing_source_verified,SURF-BNDCLDANIELGLEISER2026V2R0005,BNDCLDANIELGLEISER2026V2R0005,25° Aniversario del Estado de Israel Estadio Israelita-Maccabi,1973,Chile,Biblioteca Nacional Digital de Chile,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S163,existing_source_verified,SURF-CAW2026R01833,CAW2026R01833,PM 110623 Liebig Chromos,1937,China / Hong Kong,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S164,existing_source_verified,SURF-CAW2026R04488,CAW2026R04488,Poster – ART FUSION ZURICH 2021 (Honys Torres) 02,2020,Venezuela,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S165,existing_source_verified,SURF-CCR2026R0105,CCR2026R0105,19. AUFF,2008,Turkey,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S166,existing_source_verified,SURF-CCT2026R01015,CCT2026R01015,Stamp of Kazakhstan 247,1999,Kazakhstan,Kazakhstan Post via Wikimedia Commons,resolved_origin,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S167,existing_source_verified,SURF-CCT2026R02228,CCT2026R02228,Stamp of Brazil - 1947 - Colnect 208001 - President Eurico Gaspar Dutra,1947,Brazil,Colnect via Wikimedia Commons,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S168,existing_source_verified,SURF-CCT2026R03538,CCT2026R03538,EIB Theatrical Poster,2022,Australia / Indigenous,Creator-contributed record via Wikimedia Commons,mediated_known,accepted,metadata_supported,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S169,existing_source_verified,SURF-CGS2026R0286,CGS2026R0286,Stamp of Azerbaijan - 2017 - Colnect 735980 - Azerbaijan State Emblem - 2017 Series,2017,Azerbaijan,Colnect via Wikimedia Commons,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S170,existing_source_verified,SURF-CGS2026R1348,CGS2026R1348,Stamp of Peru - 1936 - Colnect 437872 - Pizarro s encounter with the Thirteen on the island of Gallo,1936,Peru,Colnect via Wikimedia Commons,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
PF46S171,existing_source_verified,SURF-CRB2026V2R0648,CRB2026V2R0648,Stamp of Indonesia - 1990 - Colnect 252737 - Organization of Petroleum Exporting Countries,1990,Indonesia,Colnect via Wikimedia Commons,mediated_known,accepted,source_verified,True,True,True,True,True,True,True,True,True,pass,"All identity, display, geography, authority, and TRACE gates pass."
