surface_id,source_record_id,current_region_label,candidate_status,suggested_label,suggested_region_id,suggested_geo_id,confidence,match_field,match_count,match_evidence,title
SURF-ESR1931R040,ESR1931R040,Unresolved region,manual_review,Philippines,REG011,GEO048,medium_high,placeText,8,Philippines,Welcome to the Cultural Center of the Philippines - Cultural Center of the Philippines
SURF-CRG2026R1865,CRG2026R1865,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,7,Eastern Europe / Romania,1970. Posta aeriana inundatia.jpg
SURF-CPB2026R0048,CPB2026R0048,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,7,Southeast Asia / Indonesia,"Advertisement of Pondok Indah, Jakarta.png"
SURF-CRG2026R1959,CRG2026R1959,Unresolved region,manual_review,Vietnam,REG011,GEO047,medium_high,placeText,7,Southeast Asia / Vietnam,Chieu Hoi leaflet.jpg
SURF-CRG2026R1914,CRG2026R1914,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"United States Navy GMLS Mark 11 Mod 2 port side missile launcher aboard USS Chicago (CG-11), circa in 1970. The RIM-24 Tartar magazines aboard Albany -class cruisers overhung the s","Mark 11 Mod 2 missile launcher aboard USS Chicago (CG-11), circa in 1970.png"
SURF-CPB2026R0049,CPB2026R0049,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257384 - Expo 70 World s Fair.jpeg
SURF-CPB2026R0050,CPB2026R0050,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257386 - Purification of Justice.jpeg
SURF-CPB2026R0051,CPB2026R0051,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257387 - Universal Postal Union Headquarters.jpeg
SURF-CPB2026R0052,CPB2026R0052,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257388 - Universal Postal Union Headquarters.jpeg
SURF-CPB2026R0053,CPB2026R0053,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257389 - Traditional Dancers.jpeg
SURF-CPB2026R0054,CPB2026R0054,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257390 - Traditional Dancers.jpeg
SURF-CPB2026R0055,CPB2026R0055,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257391 - Traditional Dancers.jpeg
SURF-CPB2026R0056,CPB2026R0056,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257392 - Asian Productivity Year.jpeg
SURF-CPB2026R0057,CPB2026R0057,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257393 - Asian Productivity Year.jpeg
SURF-CPB2026R0058,CPB2026R0058,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257398 - International Education Year.jpeg
SURF-CPB2026R0059,CPB2026R0059,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257400 - Red Jewel Bug Chrysocoris javanus.jpeg
SURF-CPB2026R0060,CPB2026R0060,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257401 - Dragonfly Orthetrum testaceum.jpeg
SURF-CPB2026R0061,CPB2026R0061,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 257402 - Carpenter Bee Xylocopa flavonigrescens.jpeg
SURF-CPB2026R0062,CPB2026R0062,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 302627 - Carving Mother and child.jpeg
SURF-CPB2026R0063,CPB2026R0063,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 302628 - Shield with 3 human figures.jpeg
SURF-CPB2026R0064,CPB2026R0064,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 302629 - Child atop filigree carving.jpeg
SURF-CPB2026R0065,CPB2026R0065,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 302631 - Seated man.jpeg
SURF-CPB2026R0066,CPB2026R0066,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 302634 - Man shaped ornament.jpeg
SURF-CPB2026R0067,CPB2026R0067,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1970 - Colnect 302638 - Greater Bird of paradise Paradisaea apoda.jpeg
SURF-CRG2026R1958,CRG2026R1958,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1998 - Colnect 254794 - World Stamp Day - Stamp of the 1970s.jpeg
SURF-CPB2026R0036,CPB2026R0036,Unresolved region,low_signal_geo_review,Belgium,REG001,GEO010,low,sourceDescription,1,"Detail of painting in Royal Museum of Fine Arts Antwerp, Belgium",Stamp of Rwanda - 1970 - Colnect 541265 - Rider s Rest Place by Philips Wouwerman.jpeg
SURF-CPB2026R0018,CPB2026R0018,Unresolved region,manual_review,Ukraine,REG002,GEO017,medium_high,placeText,7,Eastern Europe / Ukraine,Stamp of Ukraine s1970.jpg
SURF-CPB2026R0044,CPB2026R0044,Unresolved region,manual_review,Hungary,REG002,GEO020,medium_high,sourceSubjects,3,Global; period balance; advertising; Category:1970s advertisements Category:1976 in Budapest Category:Advertising in Hungary Category:CC-BY-SA-3.0 Category:Images from Fortepan Cat,"Váci út 81-85., Öntödei Vállalat Acélöntő és Csőgyára. Fortepan 88926.jpg"
SURF-CHW2026R129,CHW2026R129,Unresolved region,low_signal_geo_review,Egypt,REG013,GEO056,low,sourceDescription,1,Poster for Lethal Art. Image of head of puma blowing fire at foreground. Partial image of earth on top. Three pyramids of Egypt and forest in green (on rightside) and in brown (on,Poster for Lethal Art: Pyramids and Forest
SURF-CHW2026R130,CHW2026R130,Unresolved region,low_signal_geo_review,Egypt,REG013,GEO056,low,sourceDescription,1,Poster for Lethal Art. Image of head of puma blowing fire at foreground. Partial image of earth on top. Three pyramids of Egypt and forest in green (on rightside) and in brown (on,Poster for Lethal Art: Pyramids and Forest
SURF-CRG2026R1962,CRG2026R1962,Unresolved region,manual_review,Bulgaria,REG002,GEO022,medium_high,placeText,6,Eastern Europe / Bulgaria,1971 knigi001 a.JPG
SURF-CRG2026R1963,CRG2026R1963,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,6,Eastern Europe / Romania,1971. XI Зимние Олимпийские игры. Фигурное катание.jpg
SURF-CRG2026R2137,CRG2026R2137,Unresolved region,manual_review,Bangladesh,REG012,GEO053,medium_high,placeText,6,South Asia / Bangladesh,Arefin Ahmed on Razz Man Magazine Cover December 2025.jpg
SURF-GSU2026R011,GSU2026R011,Unresolved region,manual_review,Georgia,REG002,GEO080,medium_high,sourceSubjects,3,Universities and colleges; College student newspapers and periodicals; Universities and colleges; College student newspapers and periodicals; Georgia Perimeter College; DeKalb Coll,"Open Door, 1971-03"
SURF-CRG2026R2151,CRG2026R2151,Unresolved region,manual_review,Thailand,REG011,GEO046,medium_high,placeText,6,Southeast Asia / Thailand,Pudpadnoi 1971.png
SURF-CRG2026R1964,CRG2026R1964,Unresolved region,manual_review,Romania,REG002,GEO021,medium_high,placeText,7,Eastern Europe / Romania,ROM 1971 MiNr2981 pm B002.jpg
SURF-CRG2026R2139,CRG2026R2139,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257403 - Batik handicrafts.jpeg
SURF-CRG2026R2140,CRG2026R2140,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257404 - Javanese girl playing angklung musical instrument.jpeg
SURF-CRG2026R2141,CRG2026R2141,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257405 - Wedding group Minangkabau.jpeg
SURF-CRG2026R2142,CRG2026R2142,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257406 - Visit ASEAN South East Asian Nations Association Year.jpeg
SURF-CRG2026R2143,CRG2026R2143,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257409 - Ismail Marzuki Cultural Centre.jpeg
SURF-CRG2026R2144,CRG2026R2144,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257411 - Djakarta City Hall.jpeg
SURF-CRG2026R2145,CRG2026R2145,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257412 - International Ramayana Festival.jpeg
SURF-CRG2026R2146,CRG2026R2146,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257413 - International Ramayana Festival.jpeg
SURF-CRG2026R2147,CRG2026R2147,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257415 - Universal Postal Union Day.jpeg
SURF-CRG2026R2148,CRG2026R2148,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257417 - UNICEF.jpeg
SURF-CRG2026R2149,CRG2026R2149,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257418 - Blue lined Surgeonfish Acanthurus lineatus.jpeg
SURF-CRG2026R2150,CRG2026R2150,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1971 - Colnect 257420 - Emperor Angelfish Pomacanthus imperator.jpeg
SURF-CRG2026R1965,CRG2026R1965,Unresolved region,manual_review,Ukraine,REG002,GEO017,medium_high,placeText,7,Eastern Europe / Ukraine,Stamp of Ukraine s1971.jpg
SURF-CRG2026R2153,CRG2026R2153,Unresolved region,low_signal_geo_review,Vietnam,REG011,GEO047,medium_high,placeText,7,Southeast Asia / Vietnam,USSF The New Army Cover.jpg
SURF-CRG2026R2118,CRG2026R2118,Unresolved region,low_signal_geo_review,United Kingdom,REG001,GEO003,low,sourceDescription,1,Original rare vintage movie UK poster for the 1971 American thriller film Play Misty for Me directed by and starring Clint Eastwood. This is a trimmed UK ABC cinema chain four shee,Walter Eastwood - 1e94d259af.jpg
SURF-CRG2026R2298,CRG2026R2298,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,7,Southeast Asia / Indonesia,Chaetodon triangulum 1972 Indonesia stamp.jpg
SURF-CRG2026R2317,CRG2026R2317,Unresolved region,manual_review,Philippines,REG011,GEO048,medium_high,placeText,6,Southeast Asia / Philippines,Evolution of the Philippine Flag stamp series.jpg
SURF-CRG2026R2229,CRG2026R2229,Unresolved region,low_signal_geo_review,Ireland,REG001,GEO004,medium_high,sourceSubjects,3,Global; release gate expansion; leaflet; Category:Aspley Guise Category:CC-BY-SA-2.0 Category:Images by Chris Reynolds Category:Images from Geograph Britain and Ireland Category:In,HULA (Home for Unwanted and Lost Animals) Apsley Guise - geograph.org.uk - 1439012.jpg
SURF-CRG2026R2299,CRG2026R2299,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257421 - Economic Commission for Asia and the Far East.jpeg
SURF-CRG2026R2300,CRG2026R2300,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257422 - Economic Commission for Asia and the Far East.jpeg
SURF-CRG2026R2301,CRG2026R2301,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257423 - Economic Commission for Asia and the Far East.jpeg
SURF-CRG2026R2302,CRG2026R2302,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257426 - International Book Year.jpeg
SURF-CRG2026R2303,CRG2026R2303,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257427 - Space Exploration.jpeg
SURF-CRG2026R2304,CRG2026R2304,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257429 - Space Exploration.jpeg
SURF-CRG2026R2305,CRG2026R2305,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257430 - Hotel Indonesia.jpeg
SURF-CRG2026R2311,CRG2026R2311,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257437 - Family Planning Campaign.jpeg
SURF-CRG2026R2312,CRG2026R2312,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257438 - Family Planning Campaign.jpeg
SURF-CRG2026R2313,CRG2026R2313,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257441 - West Irian traditional house.jpeg
SURF-CRG2026R2314,CRG2026R2314,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257442 - Triangle Butterflyfish Chaetodon triangulum.jpeg
SURF-CRG2026R2315,CRG2026R2315,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1972 - Colnect 257443 - Regal Angelfish Pygoplites diacanthus.jpeg
SURF-CRG2026R2155,CRG2026R2155,Unresolved region,manual_review,Ukraine,REG002,GEO017,medium_high,placeText,7,Eastern Europe / Ukraine,Stamp of Ukraine s1972.jpg
SURF-CRG2026R2316,CRG2026R2316,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,WV banner Indonesian phrasebook - Indonesia Raya.jpg
SURF-ESR1931R041,ESR1931R041,Unresolved region,manual_review,Philippines,REG011,GEO048,medium_high,placeText,7,Philippines,Design Center of the Philippines
SURF-CRG2026R2402,CRG2026R2402,Unresolved region,manual_review,Ireland,REG001,GEO004,low,sourceDescription,1,"This is a photograph of a 1973 stamp issued by Ireland, at the value of 3½ pence, commemorating the UN-affiliated World Meteorological Organisation (the name of which is present in",Robert Ballagh - first stamp - 1973 - World Met Org.jpg
SURF-CRG2026R2435,CRG2026R2435,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257445 - Thomas Cup World Badminton Championships.jpeg
SURF-CRG2026R2436,CRG2026R2436,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257447 - Thomas Cup World Badminton Championships.jpeg
SURF-CRG2026R2437,CRG2026R2437,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257448 - International Meteorological Organization.jpeg
SURF-CRG2026R2438,CRG2026R2438,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257449 - World Health Organization.jpeg
SURF-CRG2026R2439,CRG2026R2439,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257450 - Tourist - Indonesian Folk Masks.jpeg
SURF-CRG2026R2440,CRG2026R2440,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257455 - National Sports Week.jpeg
SURF-CRG2026R2441,CRG2026R2441,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257456 - National Sports Week.jpeg
SURF-CRG2026R2442,CRG2026R2442,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257457 - National Sports Week.jpeg
SURF-CRG2026R2443,CRG2026R2443,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257458 - International Police Organization.jpeg
SURF-CRG2026R2444,CRG2026R2444,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257459 - International Police Organization.jpeg
SURF-CRG2026R2445,CRG2026R2445,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257460 - Art and Culture.jpeg
SURF-CRG2026R2446,CRG2026R2446,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257461 - Art and Culture.jpeg
SURF-CRG2026R2447,CRG2026R2447,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257464 - Family Planning.jpeg
SURF-CRG2026R2448,CRG2026R2448,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 257465 - Family Planning.jpeg
SURF-CRG2026R2449,CRG2026R2449,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1973 - Colnect 301072 - Numeral.jpeg
SURF-CRG2026R2669,CRG2026R2669,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Salem Sue (or The World's Largest Holstein Cow) is a giant fiberglass Holstein cow sculpture located in New Salem, North Dakota, United States. Salem Sue was built in 1974 for $40,","Salem Sue, Interstate 94, New Salem, North Dakota (43909716962).jpg"
SURF-CRG2026R2710,CRG2026R2710,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257470 - Navy Day.jpeg
SURF-CRG2026R2711,CRG2026R2711,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257471 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2712,CRG2026R2712,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257475 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2713,CRG2026R2713,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257478 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2714,CRG2026R2714,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257485 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2715,CRG2026R2715,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257487 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2716,CRG2026R2716,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257491 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2717,CRG2026R2717,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257492 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2718,CRG2026R2718,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257496 - Pacific Area Travel Association Conference.jpeg
SURF-CRG2026R2719,CRG2026R2719,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257498 - Art and Culture.jpeg
SURF-CRG2026R2720,CRG2026R2720,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257510 - Universal Postal Union.jpeg
SURF-CRG2026R2721,CRG2026R2721,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257511 - Universal Postal Union.jpeg
SURF-CRG2026R2722,CRG2026R2722,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257512 - Universal Postal Union.jpeg
SURF-CRG2026R2723,CRG2026R2723,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257513 - Universal Postal Union.jpeg
SURF-CRG2026R2724,CRG2026R2724,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257514 - Sailfin Tang Zebrasoma veliferum.jpeg
SURF-CRG2026R2725,CRG2026R2725,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257515 - Blue Girdled Angelfish Euxiphipops navarchus.jpeg
SURF-CRG2026R2726,CRG2026R2726,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257516 - Mandarinfish Synchiropus splendidus.jpeg
SURF-CRG2026R2727,CRG2026R2727,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257518 - Pertamina State Oil Enterprise.jpeg
SURF-CRG2026R2728,CRG2026R2728,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257519 - Pertamina State Oil Enterprise.jpeg
SURF-CRG2026R2729,CRG2026R2729,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257520 - Pertamina State Oil Enterprise.jpeg
SURF-CRG2026R2730,CRG2026R2730,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257521 - Pertamina State Oil Enterprise.jpeg
SURF-CRG2026R2731,CRG2026R2731,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257522 - Pertamina State Oil Enterprise.jpeg
SURF-CRG2026R2732,CRG2026R2732,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 257523 - Pertamina State Oil Enterprise.jpeg
SURF-CRG2026R2733,CRG2026R2733,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 301074 - Numeral.jpeg
SURF-CRG2026R2734,CRG2026R2734,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 301075 - Numeral.jpeg
SURF-CRG2026R2735,CRG2026R2735,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 301148 - Numeral.jpeg
SURF-CRG2026R2736,CRG2026R2736,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 301149 - Numeral.jpeg
SURF-CRG2026R2737,CRG2026R2737,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1974 - Colnect 301150 - Numeral.jpeg
SURF-CRG2026R2690,CRG2026R2690,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Trees in a forest, October 1974. Public domain Public domain false false This image is a work of the Natural Resources Conservation Service , part of the United States Department o",Trees33 (25206977828).jpg
SURF-CRG2026R2769,CRG2026R2769,Unresolved region,low_signal_geo_review,United States,REG003,GEO025,low,sourceDescription,1,"Gay Pride Day Poster Minneapolis, Minnesota, USA June 28, 1975 From the Collections of the Jean-Nickolaus Tretter Collection in Gay, Lesbian, Bisexual and Transgender Studies Elmer","Gay Pride Day Poster, Minneapolis, Minnesota, June 28, 1975.png"
SURF-CRG2026R2739,CRG2026R2739,Unresolved region,low_signal_geo_review,Ukraine,REG002,GEO017,medium_high,placeText,6,Eastern Europe / Ukraine,In the Rearview artistic poster.png
SURF-CRG2026R2857,CRG2026R2857,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1975 - Colnect 258291 - Art and Culture.jpeg
SURF-CRG2026R2858,CRG2026R2858,Unresolved region,manual_review,Indonesia,REG011,GEO044,medium_high,placeText,8,Southeast Asia / Indonesia,Stamp of Indonesia - 1975 - Colnect 258292 - Art and Culture.jpeg
