candidate_id,source_name,macro_region,country_or_region,source_class,period_intent,url,http_status,final_url,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,capture_priority,capture_intent,recommended_image_policy,recommended_text_policy,rights_risk,probe_status,failure_reason,raw_probe_path,access_date,notes
ESV254,Fundacion IDA,Latin America,Argentina,design research/archive foundation,modern-present,https://www.fundacionida.org/,200,https://www.fundacionida.org/,text/html; charset=utf-8,31775,Fundacion IDA,,JSON-LD,JSON-LD:application/ld+json,P2_source_registry_then_adapter,Argentine design archive/context,IMG00_or_IMG02_after_source_terms,extract_source_text_or_context; no AI-generated evidence,medium,ok,,data/source_probe_edge_v2_raw/ESV254.html.txt,2026-06-01,Already probed; high-value regional source.
ESV255,Arquivo Nacional Brasil,Latin America,Brazil,national archive,pre-WWII-present,https://www.gov.br/arquivonacional/,200,https://www.gov.br/arquivonacional/pt-br,text/html;charset=utf-8,180000,Página inicial — Arquivo Nacional,,WordPress REST/RSS;JSON-LD;PDF,WordPress REST/RSS:wp-content;JSON-LD:application/ld+json;PDF:.pdf,P1_underrepresented_region,Brazilian public records and print context,IMG00_or_IMG02_after_source_terms,extract_source_text_or_context; no AI-generated evidence,medium,ok,,data/source_probe_edge_v2_raw/ESV255.html.txt,2026-06-01,Government source; link-first.
ESV256,Biblioteca Nacional Digital Brasil,Latin America,Brazil,national library digital portal,pre-WWII-present,https://bndigital.bn.gov.br/,200,https://bndigital.bn.gov.br/,text/html; charset=UTF-8,23887,BNDigital,BNDigital,WordPress REST/RSS,WordPress REST/RSS:wp-json,P1_underrepresented_region,"Brazilian periodical, poster, advertising print context",IMG00_or_IMG02_after_source_terms,extract_source_text_or_context; no AI-generated evidence,medium,ok,,data/source_probe_edge_v2_raw/ESV256.html.txt,2026-06-01,High-value source.
ESV257,African Activist Archive,Africa,Pan-African / United States,community archive,modern-present,https://africanactivist.msu.edu/,200,https://africanactivist.msu.edu/,text/html,10910,African Activist Archive - Home,,,,P2_source_registry_then_adapter,anti-apartheid and liberation movement graphics,IMG02_source_hosted_or_IMG00_until_item_rights,extract_source_text_or_context; no AI-generated evidence,high,ok,,data/source_probe_edge_v2_raw/ESV257.html.txt,2026-06-01,Community source; rights review.
ESV258,South African History Archive,Africa,South Africa,community archive,modern-present,https://www.saha.org.za/,200,https://www.saha.org.za/,text/html; charset=UTF-8,16372,SAHA - South African History Archive - Home,SAHA-South African History Archive,PDF,PDF:.pdf,P1_underrepresented_region,anti-apartheid posters and movement ephemera,IMG02_source_hosted_or_IMG00_until_item_rights,extract_source_text_or_context; no AI-generated evidence,high,ok,,data/source_probe_edge_v2_raw/ESV258.html.txt,2026-06-01,High-value non-mainstream source.
ESV259,UWC Robben Island Mayibuye Archives,Africa,South Africa,university archive,modern-present,https://mayibuyearchives.org/,200,https://mayibuyearchives.org/,text/html; charset=UTF-8,1084,mayibuyearchives.org,,,,P1_underrepresented_region,South African resistance graphic/context records,IMG00_or_IMG02_after_source_terms,extract_source_text_or_context; no AI-generated evidence,medium,ok,,data/source_probe_edge_v2_raw/ESV259.html.txt,2026-06-01,Alternate endpoint for Mayibuye.
ESV260,Arab Image Foundation,Middle East,Lebanon / regional,community archive,modern-present,https://arabimagefoundation.org/,200,https://arabimagefoundation.org/,text/html; charset=UTF-8,32812,Arab Image Foundation,موقع المؤسسة العربية للصورة,PDF,PDF:.pdf,P2_source_registry_then_adapter,Arab visual culture and print context,IMG02_source_hosted_or_IMG00_until_item_rights,extract_source_text_or_context; no AI-generated evidence,high,ok,,data/source_probe_edge_v2_raw/ESV260.html.txt,2026-06-01,Community image archive; rights review.
ESV261,Palestinian Museum Digital Archive,Middle East,Palestine,community/museum archive,modern-present,https://palarchive.org/,429,https://palarchive.org/,,,,,,,P4_hold_or_manual,"Palestinian posters, ephemera, visual culture",IMG00_until_endpoint_verified,extract_source_text_or_context; no AI-generated evidence,high,http_error,HTTP 429: Too Many Requests,,2026-06-01,High-value but rate/protocol sensitive.
ESV262,National Library and Archives of Iran,Middle East,Iran,national library/archive,pre-WWII-present,https://www.nlai.ir/,200,https://www.nlai.ir/,text/html; charset=utf-8,180000,سازمان اسناد و کتابخانه ملی ایران | خانه,سازمان اسناد و کتابخانه ملی ایران مرجع ملی نگهداری و ارائه اسناد تاریخی، منابع علمی و پژوهشی، کتاب‌ها و نشریات کشور است. دسترسی به خدمات کتابخانه‌ای، آرشیوی و دیجیتال برای پژوهشگران، دانشجویان و علاقه‌مندان به فرهنگ و تاریخ ایران.,,,P1_underrepresented_region,"Iranian print, poster, publication context",IMG00_or_IMG02_after_source_terms,extract_source_text_or_context; no AI-generated evidence,medium,ok,,data/source_probe_edge_v2_raw/ESV262.html.txt,2026-06-01,Government source.
ESV263,Ukrainian Liberation Movement Archive,Eastern Europe,Ukraine,community archive,modern-present,https://avr.org.ua/,200,https://avr.org.ua/,text/html; charset=utf-8,180000,Електронний архів українського визвольного руху,Digital archive of Ukrainian Liberation Movement,,,P2_source_registry_then_adapter,Ukrainian political print and underground graphic records,IMG02_source_hosted_or_IMG00_until_item_rights,extract_source_text_or_context; no AI-generated evidence,high,ok,,data/source_probe_edge_v2_raw/ESV263.html.txt,2026-06-01,Community source; rights review.
ESV264,Kramerius Registry,Eastern Europe,Czechia / Slovakia,protocol family registry,pre-WWII-present,https://registr.digitalniknihovna.cz/,200,https://registr.digitalniknihovna.cz/,text/html,7209,Registr Krameriů,,,,P2_source_registry_then_adapter,Kramerius source-family discovery,IMG00_or_IMG02_after_source_terms,extract_source_text_or_context; no AI-generated evidence,medium,ok,,data/source_probe_edge_v2_raw/ESV264.html.txt,2026-06-01,Protocol-family expansion target.
