cluster_key,source_family,region,theme,five_year_bucket,actual_year_span,global_scope_policy,cluster_size,role_rows,packet_scale,packet_readiness,cover_main_requirement,normal_main_policy,normal_main_target_min,sub_target_min,sub_target_max,appendix_policy,card_policy,minimum_text_pages,editorial_page_requirement,reading_note_requirement,folder_directory_mode,content_tree_depth,layout_family,node_explanation_required,reason
Global / transnational|Modern typography and layout|Wikimedia Commons|1970-1974,Wikimedia Commons,Global / transnational,Modern typography and layout,1970-1974,1970-1974,global_host_requires_scope_review,673,673,large,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,10,10,355,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=355; card_candidates=250; scope=global_host_requires_scope_review; lane=macro_cluster_needs_split
Madagascar|Modern typography and layout|Wikimedia Commons|2005-2009,Wikimedia Commons,Madagascar,Modern typography and layout,2005-2009,2005-2008,region_specific_or_not_global,13,13,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,6,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=7; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Peru|Modern typography and layout|Wikimedia Commons|1870-1874,Wikimedia Commons,Peru,Modern typography and layout,1870-1874,1870-1874,region_specific_or_not_global,13,13,large,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=0; card_candidates=13; scope=region_specific_or_not_global; lane=card_context_cluster
Philippines|Modern typography and layout|Wikimedia Commons|1995-1999,Wikimedia Commons,Philippines,Modern typography and layout,1995-1999,1995-1999,region_specific_or_not_global,13,13,large,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=0; card_candidates=13; scope=region_specific_or_not_global; lane=card_context_cluster
United States|World War and public-information graphics|Wikimedia Commons|1940-1944,Wikimedia Commons,United States,World War and public-information graphics,1940-1944,1940-1943,region_specific_or_not_global,13,13,large,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,2,10,10,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=8; card_candidates=3; scope=region_specific_or_not_global; lane=strong_packet_candidate
Aotearoa New Zealand|World War and public-information graphics|Te Papa|1940-1944,Te Papa,Aotearoa New Zealand,World War and public-information graphics,1940-1944,1940-1944,region_specific_or_not_global,12,12,large,structure_candidate_requires_manual_packet_review,cover_main_required,single_normal_main_expected,1,10,11,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
France|Midcentury modern graphic communication|Gallica / BnF APIs|1935-1939,Gallica / BnF APIs,France,Midcentury modern graphic communication,1935-1939,1935-1939,region_specific_or_not_global,12,12,large,structure_candidate_requires_manual_packet_review,cover_main_required,single_normal_main_expected,1,10,11,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Argentina|Modern typography and layout|Wikimedia Commons|1945-1949,Wikimedia Commons,Argentina,Modern typography and layout,1945-1949,1945-1948,region_specific_or_not_global,11,11,large,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,10,11,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=packet_parentage_review
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,Wikimedia Commons,Mexico,Modern typography and layout,1980-1984,1983-1984,region_specific_or_not_global,11,11,large,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,10,11,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,15,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),large_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=large; sub_candidates=11; card_candidates=0; scope=region_specific_or_not_global; lane=packet_parentage_review
Argentina|Modern typography and layout|Wikimedia Commons|1955-1959,Wikimedia Commons,Argentina,Modern typography and layout,1955-1959,1957-1959,region_specific_or_not_global,12,12,medium,parentage_signal_needed,cover_main_required,single_normal_main_expected,1,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=1; card_candidates=10; scope=region_specific_or_not_global; lane=packet_parentage_review
Argentina|Modern typography and layout|Wikimedia Commons|2005-2009,Wikimedia Commons,Argentina,Modern typography and layout,2005-2009,2008-2009,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Bolivia|Modern typography and layout|Wikimedia Commons|1865-1869,Wikimedia Commons,Bolivia,Modern typography and layout,1865-1869,1867-1867,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
China / Hong Kong|Modern typography and layout|Wikimedia Commons|2005-2009,Wikimedia Commons,China / Hong Kong,Modern typography and layout,2005-2009,2006-2008,region_specific_or_not_global,12,12,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=6; card_candidates=2; scope=region_specific_or_not_global; lane=strong_packet_candidate
Croatia|Modern typography and layout|Wikimedia Commons|1940-1944,Wikimedia Commons,Croatia,Modern typography and layout,1940-1944,1941-1944,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Iraq|Modern typography and layout|Wikimedia Commons|1975-1979,Wikimedia Commons,Iraq,Modern typography and layout,1975-1979,1975-1975,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Italy|Modern typography and layout|Wikimedia Commons|1940-1944,Wikimedia Commons,Italy,Modern typography and layout,1940-1944,1940-1944,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Kyrgyzstan|Modern typography and layout|Wikimedia Commons|2000-2004,Wikimedia Commons,Kyrgyzstan,Modern typography and layout,2000-2004,2001-2004,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Lithuania|Modern typography and layout|Wikimedia Commons|1990-1994,Wikimedia Commons,Lithuania,Modern typography and layout,1990-1994,1990-1993,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=12; scope=region_specific_or_not_global; lane=card_context_cluster
Nigeria|Modern typography and layout|Wikimedia Commons|1960-1964,Wikimedia Commons,Nigeria,Modern typography and layout,1960-1964,1960-1961,region_specific_or_not_global,12,12,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,1,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=1; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1925-1929,Wikimedia Commons,Peru,Modern typography and layout,1925-1929,1925-1929,region_specific_or_not_global,12,12,medium,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=3; card_candidates=8; scope=region_specific_or_not_global; lane=packet_parentage_review
Algeria|Modern typography and layout|Wikimedia Commons|1955-1959,Wikimedia Commons,Algeria,Modern typography and layout,1955-1959,1955-1958,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Australia / Indigenous|Modern typography and layout|Wikimedia Commons|1925-1929,Wikimedia Commons,Australia / Indigenous,Modern typography and layout,1925-1929,1925-1929,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,2,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=8; card_candidates=1; scope=region_specific_or_not_global; lane=strong_packet_candidate
Azerbaijan|Modern typography and layout|Wikimedia Commons|1920-1924,Wikimedia Commons,Azerbaijan,Modern typography and layout,1920-1924,1920-1924,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=5; card_candidates=2; scope=region_specific_or_not_global; lane=strong_packet_candidate
Bolivia|Modern typography and layout|Wikimedia Commons|1910-1914,Wikimedia Commons,Bolivia,Modern typography and layout,1910-1914,1911-1914,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Bosnia and Herzegovina|Modern typography and layout|Wikimedia Commons|1945-1949,Wikimedia Commons,Bosnia and Herzegovina,Modern typography and layout,1945-1949,1945-1949,region_specific_or_not_global,11,11,medium,parentage_signal_needed,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=1; card_candidates=7; scope=region_specific_or_not_global; lane=packet_parentage_review
Brazil|Modern typography and layout|Wikimedia Commons|1950-1954,Wikimedia Commons,Brazil,Modern typography and layout,1950-1954,1950-1954,region_specific_or_not_global,11,11,medium,parentage_signal_needed,cover_main_required,multiple_normal_mains_allowed_under_cover,2,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=2; card_candidates=7; scope=region_specific_or_not_global; lane=packet_parentage_review
Brazil|World War and public-information graphics|Wikimedia Commons|1940-1944,Wikimedia Commons,Brazil,World War and public-information graphics,1940-1944,1940-1944,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=6; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
China / Hong Kong|Modern typography and layout|Wikimedia Commons|1900-1904,Wikimedia Commons,China / Hong Kong,Modern typography and layout,1900-1904,1900-1903,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,single_normal_main_expected,1,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=7; card_candidates=3; scope=region_specific_or_not_global; lane=strong_packet_candidate
China / Hong Kong|Modern typography and layout|Wikimedia Commons|1930-1934,Wikimedia Commons,China / Hong Kong,Modern typography and layout,1930-1934,1930-1932,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=5; card_candidates=2; scope=region_specific_or_not_global; lane=strong_packet_candidate
China / Hong Kong|Modern typography and layout|Wikimedia Commons|2025-2029,Wikimedia Commons,China / Hong Kong,Modern typography and layout,2025-2029,2025-2025,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=3; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Colombia|Modern typography and layout|Wikimedia Commons|1880-1884,Wikimedia Commons,Colombia,Modern typography and layout,1880-1884,1880-1884,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Ethiopia|Modern typography and layout|Wikimedia Commons|2015-2019,Wikimedia Commons,Ethiopia,Modern typography and layout,2015-2019,2015-2018,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=2; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Global / transnational|Modern typography and layout|Wikimedia Commons|1880-1884,Wikimedia Commons,Global / transnational,Modern typography and layout,1880-1884,1880-1883,global_host_requires_scope_review,11,11,medium,scope_review_before_packet,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=6; card_candidates=2; scope=global_host_requires_scope_review; lane=strong_packet_candidate
Iran|Modern typography and layout|Wikimedia Commons|1990-1994,Wikimedia Commons,Iran,Modern typography and layout,1990-1994,1990-1994,region_specific_or_not_global,11,11,medium,parentage_signal_needed,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=7; card_candidates=0; scope=region_specific_or_not_global; lane=packet_parentage_review
Kazakhstan|Modern typography and layout|Wikimedia Commons|2015-2019,Wikimedia Commons,Kazakhstan,Modern typography and layout,2015-2019,2016-2016,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=2; card_candidates=0; scope=region_specific_or_not_global; lane=strong_packet_candidate
Latin America|Modern typography and layout|Wikimedia Commons|1850-1854,Wikimedia Commons,Latin America,Modern typography and layout,1850-1854,1850-1854,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=5; card_candidates=1; scope=region_specific_or_not_global; lane=strong_packet_candidate
Mexico|Modern typography and layout|Wikimedia Commons|1970-1974,Wikimedia Commons,Mexico,Modern typography and layout,1970-1974,1970-1974,region_specific_or_not_global,11,11,medium,parentage_signal_needed,cover_main_required,normal_main_anchor_selection_needed,1,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=4; card_candidates=7; scope=region_specific_or_not_global; lane=packet_parentage_review
Morocco|Modern typography and layout|Wikimedia Commons|1920-1924,Wikimedia Commons,Morocco,Modern typography and layout,1920-1924,1922-1922,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1920-1924,Wikimedia Commons,Peru,Modern typography and layout,1920-1924,1920-1924,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=10; scope=region_specific_or_not_global; lane=card_context_cluster
Peru|Modern typography and layout|Wikimedia Commons|1955-1959,Wikimedia Commons,Peru,Modern typography and layout,1955-1959,1956-1959,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
Serbia|Modern typography and layout|Wikimedia Commons|1895-1899,Wikimedia Commons,Serbia,Modern typography and layout,1895-1899,1895-1899,region_specific_or_not_global,11,11,medium,structure_candidate_requires_manual_packet_review,cover_main_required,multiple_normal_mains_allowed_under_cover,3,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=2; card_candidates=2; scope=region_specific_or_not_global; lane=strong_packet_candidate
South Africa|Modern typography and layout|Wikimedia Commons|1895-1899,Wikimedia Commons,South Africa,Modern typography and layout,1895-1899,1895-1897,region_specific_or_not_global,11,11,medium,card_or_appendix_pool,cover_main_required,normal_main_anchor_selection_needed,0,3,5,appendix_can_have_text_and_card; use_for_weaker_than_sub_evidence,card_is_leaf_visual_or_excerpt_unit,5,mandatory_editorial_page,curated_packet_reading_note_required,packet_tree_directory,cover>normal_main>(text|sub>text|appendix>text|card),medium_packet_tree,node_summary; relation_to_parent; source_basis; confidence_status,scale=medium; sub_candidates=0; card_candidates=11; scope=region_specific_or_not_global; lane=card_context_cluster
