surface_id,capture_id,candidate_role,title,source_name,before_publication_role,after_publication_role,before_surface_type,after_surface_type,before_template_id,after_template_id,before_image_state,after_image_state,delta_status
SURF-CCT2026R04197,CCT2026R04197,card_context,"Stamps Indonesia 2003 - tata surya - solar system (Galaksi Andromeda, Bumi Mars, Satelit Alam Bumi, Gedung Teropom Zeiss, Alat Ukur Astronomi).png","Wikimedia Commons file source / Stamps Indonesia 2003 - tata surya - solar system (Galaksi Andromeda, Bumi Mars, Satelit Alam Bumi, Gedung Teropom Zeiss, Alat Ukur Astronomi).png / page 93192816",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00773,CCT2026R00773,card_context,$200 Zimbabwe revenue stamps in block of four.jpg,Wikimedia Commons file source / $200 Zimbabwe revenue stamps in block of four.jpg / page 21458958,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00621,CCT2026R00621,card_context,South Africa ship 1926-1d.jpg,Wikimedia Commons file source / South Africa ship 1926-1d.jpg / page 11893763,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01152,CAW2026R01152,card_context,Shqipenia E Lire 1 December 1913.jpg,Wikimedia Commons file source / Shqipenia E Lire 1 December 1913.jpg / page 18317014,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00290,CCT2026R00290,card_context,Stamp of Angola - 1905 - Colnect 329288 - King Carlos I of Portugal 1863-1908 - surcharged.jpeg,Wikimedia Commons file source / Stamp of Angola - 1905 - Colnect 329288 - King Carlos I of Portugal 1863-1908 - surcharged.jpeg / page 115868381,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00652,CAW2026R00652,card_context,Stamp Benin 1893 40c.jpg,Wikimedia Commons file source / Stamp Benin 1893 40c.jpg / page 486039,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01234,CAW2026R01234,card_context,1916 B-H 5h Mi97.jpg,Wikimedia Commons file source / 1916 B-H 5h Mi97.jpg / page 31071593,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01056,CAW2026R01056,card_context,Montenegro postage due magenta 25 para.jpg,Wikimedia Commons file source / Montenegro postage due magenta 25 para.jpg / page 174424924,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00494,CAW2026R00494,card_context,"Stamp of Congo, Free State - 1887 - Colnect 563529 - 1 - Parcelpost Leopold II profile to the left.jpeg","Wikimedia Commons file source / Stamp of Congo, Free State - 1887 - Colnect 563529 - 1 - Parcelpost Leopold II profile to the left.jpeg / page 115849607",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R01288,CCT2026R01288,card_context,Korea 1900 stamp - 3 chon (jeon).jpg,Wikimedia Commons file source / Korea 1900 stamp - 3 chon (jeon).jpg / page 4329240,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R01781,CCT2026R01781,card_context,Narbut Projects of stamps UPR.jpg,Wikimedia Commons file source / Narbut Projects of stamps UPR.jpg / page 5021403,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00557,CAW2026R00557,card_context,"The Soviet Union 1988 CPA 5927 stamp (Birth centenary of Viktor Kingissepp, Estonian communist politician).jpg","Wikimedia Commons file source / The Soviet Union 1988 CPA 5927 stamp (Birth centenary of Viktor Kingissepp, Estonian communist politician).jpg / page 101700814",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03552,CCT2026R03552,card_context,1910 stamp of fiji.jpg,Wikimedia Commons file source / 1910 stamp of fiji.jpg / page 12748956,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRG2026R0308,CRG2026R0308,card_context,USSR.1976.Ilya Muromets.16k.jpg,Wikimedia Commons file source / USSR.1976.Ilya Muromets.16k.jpg / page 134259287,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00834,CAW2026R00834,card_context,Suruga fundicola.jpg,Wikimedia Commons file source / Suruga fundicola.jpg / page 28949526,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R04244,CCT2026R04244,card_context,Sisavang Vong - 1951.jpg,Wikimedia Commons file source / Sisavang Vong - 1951.jpg / page 9664078,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R02336,CCT2026R02336,card_context,Colombia 1903 15p revenue stamp.jpg,Wikimedia Commons file source / Colombia 1903 15p revenue stamp.jpg / page 17800573,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01315,CAW2026R01315,card_context,StampLatvia1918Michel1.jpg,Wikimedia Commons file source / StampLatvia1918Michel1.jpg / page 9538921,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01316,CAW2026R01316,card_context,"Lithuanian postage stamps, issued in 1918.jpg","Wikimedia Commons file source / Lithuanian postage stamps, issued in 1918.jpg / page 125373963",main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00105,CAW2026R00105,card_context,Manet Schenke Malagasy Stamp 1982.jpg,Wikimedia Commons file source / Manet Schenke Malagasy Stamp 1982.jpg / page 30412248,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R00492,CCT2026R00492,card_context,Stamp MA 1922 3 Fr.jpg,Wikimedia Commons file source / Stamp MA 1922 3 Fr.jpg / page 157461458,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00166,CAW2026R00166,card_context,Stamp of Moldova - 2010 - Colnect 217200 - Mihai Eminescu 1850-1889.jpeg,Wikimedia Commons file source / Stamp of Moldova - 2010 - Colnect 217200 - Mihai Eminescu 1850-1889.jpeg / page 115749387,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01641,CAW2026R01641,card_context,Stamp of Peru - 1930 - Colnect 846154 - SELLO in Circle.jpeg,Wikimedia Commons file source / Stamp of Peru - 1930 - Colnect 846154 - SELLO in Circle.jpeg / page 114983771,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-SI1970R006,SI1970R006,card_context,Hunt's Remedy trade card,Smithsonian Open Access,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00339,CAW2026R00339,card_context,Stamp of Peru - 1951 - Colnect 386556 - Flags of American States and Spain.jpeg,Wikimedia Commons file source / Stamp of Peru - 1951 - Colnect 386556 - Flags of American States and Spain.jpeg / page 114995057,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03335,CCT2026R03335,card_context,Aitutaki 1920 1p stamp.jpg,Wikimedia Commons file source / Aitutaki 1920 1p stamp.jpg / page 16196688,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00895,CAW2026R00895,card_context,Papua-stampelements.jpg,Wikimedia Commons file source / Papua-stampelements.jpg / page 50732336,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00124,CAW2026R00124,card_context,Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg,Wikimedia Commons file source / Stamp of Rwanda - 1968 - Colnect 987774 - Alexandre Lenoir 1761-1839 by Jacques L David.jpeg / page 115807534,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03599,CCT2026R03599,card_context,Five shilling Samoa Express stamp-forged.jpg,Wikimedia Commons file source / Five shilling Samoa Express stamp-forged.jpg / page 18047317,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00720,CAW2026R00720,card_context,Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg,Wikimedia Commons file source / Stamp of Peru - 1896 - Colnect 845012 - Number 50.jpeg / page 114978025,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01078,CAW2026R01078,card_context,Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg,Wikimedia Commons file source / Stamp of Peru - 1909 - Colnect 419600 - Simon Bolivar.jpeg / page 114980438,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01382,CAW2026R01382,card_context,DrzavaSHSverigar5h1919imperf.jpg,Wikimedia Commons file source / DrzavaSHSverigar5h1919imperf.jpg / page 48230582,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00218,CAW2026R00218,card_context,Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg,Wikimedia Commons file source / Back view of the Squaw dance Pine Ridge S.D. 08387v.jpg / page 30871817,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R03645,CCT2026R03645,card_context,India 1a specimen telegraph stamps overprinted on revenue stamps.jpg,Wikimedia Commons file source / India 1a specimen telegraph stamps overprinted on revenue stamps.jpg / page 22928548,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CCT2026R04308,CCT2026R04308,card_context,Ferdinand Marcos 2017 stamp of the Philippines.jpg,Wikimedia Commons file source / Ferdinand Marcos 2017 stamp of the Philippines.jpg / page 62823827,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01566,CAW2026R01566,card_context,Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg,Wikimedia Commons file source / Stamp of Alaouites - 1925 - Colnect 215402 - Daphne Bridge.jpeg / page 115711810,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00435,CAW2026R00435,card_context,Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg,Wikimedia Commons file source / Stamp 1972 UAE-UQ MiNr1172BwBl pm B002.jpg / page 110310540,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01514,CAW2026R01514,card_context,Italian stamps overprinted for Saseno 1923.JPG,Wikimedia Commons file source / Italian stamps overprinted for Saseno 1923.JPG / page 28799255,main_sheet,card,sheet,card,sheet.main.v0,card.sparse.v0,IMG03,IMG03,preview_disposition_applied
SURF-CRG2026R1223,CRG2026R1223,sub_under_packet,The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg,Wikimedia Commons file source / The Swedish Angel & The Blimp - Wrestling Advertising Poster - 18 November 1944.jpg / page 78797406,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
SURF-GAPIT2026R043,GAPIT2026R043,sub_under_packet,"Poster, 'Oppose French Terrorism'",Te Papa Collections Online,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG02,IMG02,preview_disposition_applied
SURF-CRG2026R2377,CRG2026R2377,sub_under_packet,Indiana Department of Public Instruction - DPLA - 20b9aee889b74fdb46eca24da7a2f2e1 (page 9).jpg,Wikimedia Commons file source / Indiana Department of Public Instruction - DPLA - 20b9aee889b74fdb46eca24da7a2f2e1 (page 9).jpg / page 177499022,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03997,CAW2026R03997,sub_under_packet,Fst value of Ethiopian populations.PNG,Wikimedia Commons file source / Fst value of Ethiopian populations.PNG / page 53148612,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R03507,CAW2026R03507,sub_under_packet,Pachycondyla cambouei casent0031004 label 1.jpg,Wikimedia Commons file source / Pachycondyla cambouei casent0031004 label 1.jpg / page 8128262,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01172,CAW2026R01172,sub_under_packet,Ippécourt. Sénégalais - Fonds Berthelé - 49Fi697.jpg,Wikimedia Commons file source / Ippécourt. Sénégalais - Fonds Berthelé - 49Fi697.jpg / page 37030318,main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R00866,CAW2026R00866,sub_under_packet,"Collectie NMvWereldculturen, TM-6477-42, Etiketten van luciferdoosjes, 1900-1949.jpg","Wikimedia Commons file source / Collectie NMvWereldculturen, TM-6477-42, Etiketten van luciferdoosjes, 1900-1949.jpg / page 94209328",main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
SURF-CAW2026R01143,CAW2026R01143,sub_under_packet,"Matadi harbour and station, work by Alfred Bastien, 1913, Prints Department of the Royal Library of Belgium (KBR), S.I 24229.jpeg","Wikimedia Commons file source / Matadi harbour and station, work by Alfred Bastien, 1913, Prints Department of the Royal Library of Belgium (KBR), S.I 24229.jpeg / page 181753792",main_sheet,support_packet_appendix_text,sheet,sheet,sheet.main.v0,sheet.main.v0,IMG03,IMG03,preview_disposition_applied
