surface_id,capture_id,packet_id,current_publication_role,current_surface_type,recommended_role,recommendation_confidence,recommendation_reason,anchor_score,relation_density,title,year,region,theme,medium,movement,source_name,image_state,source_reading_text_length,reading_text_length,completeness_score
SURF-CCT2026R01891,CCT2026R01891,PKT00308,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,64,19,Stamp of Bolivia - 1943 - Colnect 228308 - General Jose Ballivian - old and modern transportation.jpeg,1842,Bolivia,Travel and transport poster culture,Graphic design object record,,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228308 - General Jose Ballivian - old and modern transportation.jpeg / page 115594285,IMG03,976,3277,97
SURF-CCT2026R01892,CCT2026R01892,PKT00308,main_sheet,sheet,card_or_appendix_candidate,medium,Packet member has weak/context/stamp/event signal.,64,19,Stamp of Bolivia - 1943 - Colnect 228309 - General Jose Ballivian - old and modern transportation.jpeg,1842,Bolivia,Travel and transport poster culture,Graphic design object record,,Wikimedia Commons file source / Stamp of Bolivia - 1943 - Colnect 228309 - General Jose Ballivian - old and modern transportation.jpeg / page 115594301,IMG03,976,3286,97
SURF-CGS2026R0908,CGS2026R0908,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg",1842,Mexico,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg / page 124497294",IMG03,1483,3277,97
SURF-GA1970R003,GA1970R003,PKT01048,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,72,10,"Traité de géométrie pratique : comprenant les opérations graphiques, et de nombreuses applications aux travaux d'art et de construction... / par J.-J. Regnault,...",1842,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG03,247,2044,83
SURF-CCE2026R00005,CCE2026R00005,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,56,0,Circassian hair dye.jpg,1843,Global / transnational,Modern typography and layout,Advertisement,,Wikimedia Commons file source / Circassian hair dye.jpg / page 11473442,IMG03,345,2704,91
SURF-GAX1970R007,GAX1970R007,PKT01048,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,70,10,D'une nouvelle typographie / par Pierre Leroux,1843,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG03,219,1680,83
SURF-CAW2026R00143,CAW2026R00143,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,58,0,"Frederick Catherwood - Maya Stela at Copan, Honduras - B1979.12.689 - Yale Center for British Art.jpg",1843,United Kingdom,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Frederick Catherwood - Maya Stela at Copan, Honduras - B1979.12.689 - Yale Center for British Art.jpg / page 113227533",IMG03,436,2810,91
SURF-CAW2026R00144,CAW2026R00144,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,68,0,"Print, trade-card (BM 2011,7084.73).jpg",1843,Egypt,Modern typography and layout,Trade card,,"Wikimedia Commons file source / Print, trade-card (BM 2011,7084.73).jpg / page 90244343",IMG03,502,2702,95
SURF-CCE2026R00006,CCE2026R00006,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,36,0,Stamp of Peru - 1971 - Colnect 352797 - Plaza de Armas Lima 1843.jpeg,1843,Peru,Modern typography and layout,Advertisement,,Wikimedia Commons file source / Stamp of Peru - 1971 - Colnect 352797 - Plaza de Armas Lima 1843.jpeg / page 115009082,IMG03,484,2698,91
SURF-CRG2026R0009,CRG2026R0009,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,57,0,1944 - Colonial Theater Ad - 8 Jan MC - Allentown PA.jpg,1844,Global / transnational,World War and public-information graphics,Poster,,Wikimedia Commons file source / 1944 - Colonial Theater Ad - 8 Jan MC - Allentown PA.jpg / page 58428358,IMG03,362,2837,91
SURF-CAW2026R00145,CAW2026R00145,PKT00402,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,82,9,"Chassériau - Desdémone ou La romance du saule. Esquisse (Shakespeare, Othello, acte IV, scène 3), 1844, RF 3876.jpg",1844,Latin America,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Chassériau - Desdémone ou La romance du saule. Esquisse (Shakespeare, Othello, acte IV, scène 3), 1844, RF 3876.jpg / page 125751443",IMG03,985,3034,97
SURF-CGS2026R0904,CGS2026R0904,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,Ingermina.png,1844,Colombia,Modern typography and layout,Publication design,,Wikimedia Commons file source / Ingermina.png / page 61897791,IMG03,715,2726,97
SURF-CAW2026R00146,CAW2026R00146,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,40,0,Johann Moritz Rugendas Badende 1844.jpg,1844,Peru,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / Johann Moritz Rugendas Badende 1844.jpg / page 578957,IMG03,1382,2837,97
SURF-CRB2026V2R0257,CRB2026V2R0257,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,61,0,Нумизматические факты Грузинскаго царства. Михаил Петрович Баратаев (князь). Book cover.jpg,1844,Georgia,Modern typography and layout,Publication design,,Wikimedia Commons file source / Нумизматические факты Грузинскаго царства. Михаил Петрович Баратаев (князь). Book cover.jpg / page 10890882,IMG03,275,3099,91
SURF-GAX1970R008,GAX1970R008,PKT01048,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,80,10,Annuaire de la typographie parisienne et départementale / par E. M. Prétod,1847,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG02,568,2111,93
SURF-CAW2026R00150,CAW2026R00150,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,40,0,Battle for Palm Tree Hill.jpg,1845,Latin America,World War and public-information graphics,Graphic design object record,,Wikimedia Commons file source / Battle for Palm Tree Hill.jpg / page 1483084,IMG03,718,2469,97
SURF-CGS2026R0031,CGS2026R0031,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,Facundo.jpg,1845,Argentina,Modern typography and layout,Publication design,,Wikimedia Commons file source / Facundo.jpg / page 6629018,IMG03,751,2733,97
SURF-CAW2026R00148,CAW2026R00148,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,56,0,Off Barbados by James Edward Buttersworth.jpg,1845,Latin America,World War and public-information graphics,Graphic design object record,,Wikimedia Commons file source / Off Barbados by James Edward Buttersworth.jpg / page 49391075,IMG03,326,2656,91
SURF-GAX1970R009,GAX1970R009,PKT00019,main_sheet,sheet,main_sheet_manual_review,medium,Packet anchor candidate but needs editorial/source-depth review.,59,2,Spécimen typographique de l'Imprimerie royale,1845,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG03,359,1920,89
SURF-CAW2026R00149,CAW2026R00149,PKT01695,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,12,"Thomas Phillips (1770-1845) - William Hart Coleridge (1789–1849), Bishop of Barbados - LP 260 - Christ Church.jpg",1845,Latin America,Modern typography and layout,Graphic design object record,,"Wikimedia Commons file source / Thomas Phillips (1770-1845) - William Hart Coleridge (1789–1849), Bishop of Barbados - LP 260 - Christ Church.jpg / page 164659608",IMG03,640,2920,97
SURF-CAW2026R00147,CAW2026R00147,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,71,0,William John Huggins (1781-1845) - HM Brig 'Barracouta' Surveying the Port and Bay of Mahe in the Seychelles - 5740 - Government Art Collection.jpg,1845,Seychelles,Modern typography and layout,Graphic design object record,,Wikimedia Commons file source / William John Huggins (1781-1845) - HM Brig 'Barracouta' Surveying the Port and Bay of Mahe in the Seychelles - 5740 - Government Art Collection.jpg / page 164477413,IMG03,811,3071,97
SURF-CCT2026R02645,CCT2026R02645,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,40,0,"A pair of fine Qajar lacquer book covers depicting a wedding of Nasir al-Din Shah, signed Mirza Muhammad Taqi Muzahhib Isfahani, Tehran, Iran, dated 1846-47.jpg",1846,Iran,Modern typography and layout,Publication design,,"Wikimedia Commons file source / A pair of fine Qajar lacquer book covers depicting a wedding of Nasir al-Din Shah, signed Mirza Muhammad Taqi Muzahhib Isfahani, Tehran, Iran, dated 1846-47.jpg / page 116192804",IMG03,2209,3388,97
SURF-GA1970R004,GA1970R004,PKT01048,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,71,10,De la publicité des débats parlementaires,1846,France,Midcentury modern graphic communication,Graphic design object record,,Gallica / BnF APIs,IMG03,224,1735,86
SURF-CCE2026R00007,CCE2026R00007,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Estey Phonorium. (back) - Estey Organ Works, Brattleboro, VT. Establised, 1846.jpg",1846,United States,Modern typography and layout,Advertisement,,"Wikimedia Commons file source / Estey Phonorium. (back) - Estey Organ Works, Brattleboro, VT. Establised, 1846.jpg / page 38618522",IMG03,1235,3111,97
SURF-CRB2026V2R0258,CRB2026V2R0258,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Platon Ioseliani. ''Razlichnye naimenovaniia gruzinov'' book cover (Tiflis, 1846).JPG",1846,Georgia,Modern typography and layout,Publication design,,"Wikimedia Commons file source / Platon Ioseliani. ''Razlichnye naimenovaniia gruzinov'' book cover (Tiflis, 1846).JPG / page 13633745",IMG03,392,2883,91
SURF-CGS2026R0909,CGS2026R0909,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 2, Ed. 1 Saturday, June 6, 1846 - DPLA - d5d3c61ba6ef077f73cf4057ea8fb601 (page 1).jpg / page 101008536",IMG03,1197,2815,97
SURF-CGS2026R0910,CGS2026R0910,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 4, Ed. 1 Tuesday, June 16, 1846 - DPLA - 9546c5d7758eb3aa72d3bb309e23827c (page 2).jpg / page 100419033",IMG03,1206,2827,97
SURF-CGS2026R0911,CGS2026R0911,,main_sheet,sheet,subsheet_or_card_review,medium,Singleton lacks explicit packet relation; main status should not be default.,64,0,"Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 6, Ed. 1 Wednesday, July 1, 1846 - DPLA - 19e7ba098e76f1cb0d7cacaa15ba4804.jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / Republic of Rio Grande. And Friend of the People. (Brownsville, Tex.), Vol. 1, No. 6, Ed. 1 Wednesday, July 1, 1846 - DPLA - 19e7ba098e76f1cb0d7cacaa15ba4804.jpg / page 101147777",IMG03,1202,3194,97
SURF-CGS2026R0912,CGS2026R0912,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 1).jpg / page 100757166",IMG03,1343,3142,97
SURF-CGS2026R0913,CGS2026R0913,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 10, Ed. 1 Tuesday, July 7, 1846 - DPLA - 66d525b15cd45bc5d43bae195b676df5 (page 2).jpg / page 100757179",IMG03,1343,3137,97
SURF-CGS2026R0914,CGS2026R0914,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 3).jpg / page 101174476",IMG03,1344,3142,97
SURF-CGS2026R0915,CGS2026R0915,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 14, Ed. 1 Sunday, July 19, 1846 - DPLA - 7b86f79ab4aafdfcbce6f37f89b624bc (page 4).jpg / page 101174477",IMG03,1344,3136,97
SURF-CGS2026R0916,CGS2026R0916,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 15, Ed. 1 Tuesday, July 21, 1846 - DPLA - 7580cf140ca65afcd517a8b7f5d57646 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 15, Ed. 1 Tuesday, July 21, 1846 - DPLA - 7580cf140ca65afcd517a8b7f5d57646 (page 2).jpg / page 100641109",IMG03,1345,3139,97
SURF-CGS2026R0917,CGS2026R0917,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 16, Ed. 1 Friday, July 24, 1846 - DPLA - a26aa47497e180d828c6bf95908c9e4e (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 16, Ed. 1 Friday, July 24, 1846 - DPLA - a26aa47497e180d828c6bf95908c9e4e (page 2).jpg / page 100831180",IMG03,1344,3141,97
SURF-CGS2026R0918,CGS2026R0918,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 17, Ed. 1 Monday, July 27, 1846 - DPLA - 9b6acebdd5993fc5bfe35470ea3aac81 (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 17, Ed. 1 Monday, July 27, 1846 - DPLA - 9b6acebdd5993fc5bfe35470ea3aac81 (page 3).jpg / page 100248374",IMG03,1344,3142,97
SURF-CGS2026R0919,CGS2026R0919,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 18, Ed. 1 Friday, July 31, 1846 - DPLA - b4c31ff8a34ea8f1e3b5df34adfd45cc (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 18, Ed. 1 Friday, July 31, 1846 - DPLA - b4c31ff8a34ea8f1e3b5df34adfd45cc (page 2).jpg / page 101038747",IMG03,1344,3136,97
SURF-CGS2026R0920,CGS2026R0920,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 2).jpg / page 97698446",IMG03,1346,3145,97
SURF-CGS2026R0921,CGS2026R0921,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 3).jpg / page 97698450",IMG03,1346,3141,97
SURF-CGS2026R0922,CGS2026R0922,PKT00287,main_sheet,sheet,main_sheet_anchor_candidate,high,Best-ranked packet anchor with relation density.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 19, Ed. 1 Monday, August 3, 1846 - DPLA - 7febda1a6886798cdb22c47fd29fd44f (page 4).jpg / page 97698453",IMG03,1585,3122,97
SURF-CGS2026R0923,CGS2026R0923,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 20, Ed. 1 Thursday, August 6, 1846 - DPLA - 40e190bb52a02698153f2715760568d6 (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 20, Ed. 1 Thursday, August 6, 1846 - DPLA - 40e190bb52a02698153f2715760568d6 (page 2).jpg / page 100731652",IMG03,1348,3148,97
SURF-CGS2026R0924,CGS2026R0924,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 21, Ed. 1 Sunday, August 9, 1846 - DPLA - 64bd9858b086edef9645abe4a8702c8c (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 21, Ed. 1 Sunday, August 9, 1846 - DPLA - 64bd9858b086edef9645abe4a8702c8c (page 4).jpg / page 99908537",IMG03,1346,3145,97
SURF-CGS2026R0925,CGS2026R0925,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 3).jpg / page 100197636",IMG03,1351,3143,97
SURF-CGS2026R0926,CGS2026R0926,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 22, Ed. 1 Wednesday, August 12, 1846 - DPLA - a645de7f97d5421419969a8c3be22cab (page 4).jpg / page 100197637",IMG03,1351,3149,97
SURF-CGS2026R0927,CGS2026R0927,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 23, Ed. 1 Friday, August 14, 1846 - DPLA - e7f03e30a4892d891999c694d6f52fce (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 23, Ed. 1 Friday, August 14, 1846 - DPLA - e7f03e30a4892d891999c694d6f52fce (page 4).jpg / page 100797714",IMG03,1348,3142,97
SURF-CGS2026R0928,CGS2026R0928,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 1).jpg / page 97783388",IMG03,1350,3149,97
SURF-CGS2026R0929,CGS2026R0929,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 25, Ed. 1 Thursday, August 20, 1846 - DPLA - 95b539283b763be0675508fc0f572c1e (page 2).jpg / page 97783391",IMG03,1350,3150,97
SURF-CGS2026R0930,CGS2026R0930,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 1).jpg / page 100755012",IMG03,1351,3152,97
SURF-CGS2026R0931,CGS2026R0931,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 27, Ed. 1 Wednesday, August 26, 1846 - DPLA - 7bbb068f9659d9e3df1cda145753f37a (page 3).jpg / page 100755043",IMG03,1351,3149,97
SURF-CGS2026R0932,CGS2026R0932,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 1).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 1).jpg / page 100490430",IMG03,1350,3150,97
SURF-CGS2026R0933,CGS2026R0933,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 3).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 3).jpg / page 100490440",IMG03,1350,3149,97
SURF-CGS2026R0934,CGS2026R0934,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 4).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 28, Ed. 1 Saturday, August 29, 1846 - DPLA - e40d9c46ca59ff482c6e9ef34b69f55e (page 4).jpg / page 100490447",IMG03,1350,3147,97
SURF-CGS2026R0935,CGS2026R0935,PKT00287,main_sheet,sheet,subsheet_candidate,high,Related packet member should support the packet anchor rather than remain a parallel main.,88,25,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 30, Ed. 1 Saturday, September 5, 1846 - DPLA - eca242d0410fbbec028e79a79c5c962a (page 2).jpg",1846,Mexico,World War and public-information graphics,Advertisement,,"Wikimedia Commons file source / The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 30, Ed. 1 Saturday, September 5, 1846 - DPLA - eca242d0410fbbec028e79a79c5c962a (page 2).jpg / page 100948316",IMG03,1354,3152,97
