capture_uid,capture_id,capture_file,source_name,source_identifier,source_title,period_band,image_state,source_reading_text_length,all_context_text_length,completeness_proxy,group_count,primary_group_id,primary_relation_label,primary_group_action,recommended_disposition,disposition_reason,requires_group_review
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0040,CRG2026R0040,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Circular - 1876 State Normal School in St. Cloud, Minnesota - DPLA - 4ad4e1dd4371b56c793a7e858d5659fd (page 6).jpg / page 154989746",154989746,"Circular - 1876 State Normal School in St. Cloud, Minnesota - DPLA - 4ad4e1dd4371b56c793a7e858d5659fd (page 6).jpg",pre_1930,IMG03,1532,2045,100,1,SRLG0143,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0041,CRG2026R0041,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / State Normal School at St. Cloud brochure, 1872-1873 - DPLA - bbbae688010e499ae1e9877753472d2d (page 1).jpg / page 154982895",154982895,"State Normal School at St. Cloud brochure, 1872-1873 - DPLA - bbbae688010e499ae1e9877753472d2d (page 1).jpg",pre_1930,IMG03,1486,1992,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0042,CRG2026R0042,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / State Normal School at St. Cloud brochure, 1872-1873 - DPLA - bbbae688010e499ae1e9877753472d2d (page 2).jpg / page 154982896",154982896,"State Normal School at St. Cloud brochure, 1872-1873 - DPLA - bbbae688010e499ae1e9877753472d2d (page 2).jpg",pre_1930,IMG03,1486,1992,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0043,CRG2026R0043,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Third State Normal School brochure, 1869-1870 - DPLA - 77d3864cbb6f7bf0202019d60c3ebc10 (page 2).jpg / page 154984682",154984682,"Third State Normal School brochure, 1869-1870 - DPLA - 77d3864cbb6f7bf0202019d60c3ebc10 (page 2).jpg",pre_1930,IMG03,1479,1978,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0044,CRG2026R0044,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Third State Normal School brochure, 1869-1870 - DPLA - 77d3864cbb6f7bf0202019d60c3ebc10 (page 3).jpg / page 154984685",154984685,"Third State Normal School brochure, 1869-1870 - DPLA - 77d3864cbb6f7bf0202019d60c3ebc10 (page 3).jpg",pre_1930,IMG03,1479,1978,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0045,CRG2026R0045,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Brazil - 1869 - Colnect 304907 - Telegraph - Control in - back.jpeg / page 98461994,98461994,Stamp of Brazil - 1869 - Colnect 304907 - Telegraph - Control in - back.jpeg,pre_1930,IMG03,283,740,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0046,CRG2026R0046,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Cover - The Modern Bicycle (1877), cover - BL.jpg / page 31451874",31451874,"Cover - The Modern Bicycle (1877), cover - BL.jpg",pre_1930,IMG03,1723,2171,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0047,CRG2026R0047,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ITA 1890 MiNr0P06b pm B002a.jpg / page 63943132,63943132,ITA 1890 MiNr0P06b pm B002a.jpg,pre_1930,IMG03,1374,1804,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0048,CRG2026R0048,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Rossin House promotional pamphlet.jpg / page 4320801,4320801,Rossin House promotional pamphlet.jpg,pre_1930,IMG03,1052,1488,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0049,CRG2026R0049,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Tamworth Registration Office and Old Stone Cross public house, Church Street, Tamworth - geograph.org.uk - 1741874.jpg / page 14476000",14476000,"Tamworth Registration Office and Old Stone Cross public house, Church Street, Tamworth - geograph.org.uk - 1741874.jpg",pre_1930,IMG03,3009,3433,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0050,CRG2026R0050,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / The Soviet Union 1970 CPA 3849 stamp (With Lenin (After Vladimir Serov)).jpg / page 39228667,39228667,The Soviet Union 1970 CPA 3849 stamp (With Lenin (After Vladimir Serov)).jpg,pre_1930,IMG03,1222,1697,100,1,SRLG0178,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0051,CRG2026R0051,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / The Soviet Union 1970 CPA 3854 stamp (Fedot Sychkov and Painting Sledding from Hills).jpg / page 39286166,39286166,The Soviet Union 1970 CPA 3854 stamp (Fedot Sychkov and Painting Sledding from Hills).jpg,pre_1930,IMG03,938,1426,100,1,SRLG0178,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0052,CRG2026R0052,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat').png / page 39554690",39554690,"The Soviet Union 1970 CPA 3886 sheet with 16 labels (Lenin, 1920 with 16 labels 'Leader of the world proletariat').png",pre_1930,IMG03,727,1244,100,1,SRLG0178,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0053,CRG2026R0053,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ANA (VNA) 1871 Minute Book.001.jpg / page 131477531,131477531,ANA (VNA) 1871 Minute Book.001.jpg,pre_1930,IMG03,774,1207,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0054,CRG2026R0054,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Commune de Paris, Comité Central, Élections à la Commune, 25 mars 1871.jpg / page 102262547",102262547,"Commune de Paris, Comité Central, Élections à la Commune, 25 mars 1871.jpg",pre_1930,IMG03,629,1102,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0055,CRG2026R0055,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ITA 1944 MiNr0666X mt B002.jpg / page 77023338,77023338,ITA 1944 MiNr0666X mt B002.jpg,pre_1930,IMG03,2627,3007,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0056,CRG2026R0056,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ITA 1944 MiNr0666Y mt B002.jpg / page 77014287,77014287,ITA 1944 MiNr0666Y mt B002.jpg,pre_1930,IMG03,2630,3001,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0057,CRG2026R0057,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / IN OUR TIME Book Cover - NARA - 192685.tif / page 16578217,16578217,IN OUR TIME Book Cover - NARA - 192685.tif,pre_1930,IMG03,1300,1741,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0058,CRG2026R0058,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / THREE STORIES AND TEN POEMS Book Cover - DPLA - 9c0b7c1d9ba6b9885d97642beecc6b25.gif / page 191999772,191999772,THREE STORIES AND TEN POEMS Book Cover - DPLA - 9c0b7c1d9ba6b9885d97642beecc6b25.gif,pre_1930,IMG03,711,1194,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0059,CRG2026R0059,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / THREE STORIES AND TEN POEMS Book Cover - NARA - 192689.tif / page 16578224,16578224,THREE STORIES AND TEN POEMS Book Cover - NARA - 192689.tif,pre_1930,IMG03,1450,1907,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0060,CRG2026R0060,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy Estero 1874 Sc1.jpg / page 20472022,20472022,Italy Estero 1874 Sc1.jpg,pre_1930,IMG03,1100,1524,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0061,CRG2026R0061,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy Estero 1874 Sc10.jpg / page 20471910,20471910,Italy Estero 1874 Sc10.jpg,pre_1930,IMG03,862,1287,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0062,CRG2026R0062,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy Estero 1874 Sc10u.jpg / page 20471909,20471909,Italy Estero 1874 Sc10u.jpg,pre_1930,IMG03,1636,2062,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0063,CRG2026R0063,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy Estero 1874 Sc2u.jpg / page 20472023,20472023,Italy Estero 1874 Sc2u.jpg,pre_1930,IMG03,1057,1482,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0064,CRG2026R0064,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy Estero 1874 Sc8.jpg / page 20472021,20472021,Italy Estero 1874 Sc8.jpg,pre_1930,IMG03,1581,2005,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0065,CRG2026R0065,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy Estero 1874 Sc9.jpg / page 20472024,20472024,Italy Estero 1874 Sc9.jpg,pre_1930,IMG03,837,1261,100,1,SRLG0071,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0066,CRG2026R0066,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Italy1874esteroovpt1cent.jpg / page 7522039,7522039,Italy1874esteroovpt1cent.jpg,pre_1930,IMG03,1460,1887,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0067,CRG2026R0067,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Peru - 1894 - Colnect 417592 - 1 - Pres Remigio Morales Bermúdez.jpeg / page 114975811,114975811,Stamp of Peru - 1894 - Colnect 417592 - 1 - Pres Remigio Morales Bermúdez.jpeg,pre_1930,IMG03,2218,2673,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0068,CRG2026R0068,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Romania stamp - 1975 - 1,85L - Metrology.jpg / page 77162030",77162030,"Romania stamp - 1975 - 1,85L - Metrology.jpg",pre_1930,IMG03,414,843,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0069,CRG2026R0069,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / 30b Sammlung Eybl USA James Montgomery Flagg (1877-1960) I want you for U.S. Army. 1917. 101 x 76 cm. (Coll..Nr. 3116).jpg / page 43329225,43329225,30b Sammlung Eybl USA James Montgomery Flagg (1877-1960) I want you for U.S. Army. 1917. 101 x 76 cm. (Coll..Nr. 3116).jpg,pre_1930,IMG03,1662,2183,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0070,CRG2026R0070,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / MU Wa 195 D33 Ettlinger - Untersuchungen ueber die Bedeutung der Deszendenztheorie fuer die Psychologie - 0001.jpg / page 109281824,109281824,MU Wa 195 D33 Ettlinger - Untersuchungen ueber die Bedeutung der Deszendenztheorie fuer die Psychologie - 0001.jpg,pre_1930,IMG03,596,1109,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0071,CRG2026R0071,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka and OGPU).png / page 102829467",102829467,"The Soviet Union 1977 CPA 4695 stamp (Birth centenary of Felix Dzerzhinsky, 'Iron Felix', Bolshevik revolutionary and official, led Cheka and OGPU).png",pre_1930,IMG03,856,1406,100,1,SRLG0178,related_but_not_same,canonical_main_with_child_text_appendix,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0072,CRG2026R0072,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Khor Fakkan 1966-Football-match-England-vs-Scotland-at-Kensington-Oval-1879(3).jpg / page 168737580,168737580,Stamp of Khor Fakkan 1966-Football-match-England-vs-Scotland-at-Kensington-Oval-1879(3).jpg,pre_1930,IMG03,253,743,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0073,CRG2026R0073,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Washington west quadrangle, District of Columbia-Maryland-Virginia LOC 96687608-3.jpg / page 70971591",70971591,"Washington west quadrangle, District of Columbia-Maryland-Virginia LOC 96687608-3.jpg",pre_1930,IMG03,2364,2848,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0074,CRG2026R0074,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / Washington west quadrangle, District of Columbia-Maryland-Virginia LOC 96687608-4.tif / page 70971615",70971615,"Washington west quadrangle, District of Columbia-Maryland-Virginia LOC 96687608-4.tif",pre_1930,IMG03,2364,2848,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0075,CRG2026R0075,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Naslovna strana časopisa Zdravlje 01.jpg / page 99038686,99038686,Naslovna strana časopisa Zdravlje 01.jpg,pre_1930,IMG03,807,1246,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0076,CRG2026R0076,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Naslovna strana časopisa Zdravlje 02.jpg / page 99038684,99038684,Naslovna strana časopisa Zdravlje 02.jpg,pre_1930,IMG03,807,1246,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0077,CRG2026R0077,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / 1901victoria2sh.jpg / page 36552287,36552287,1901victoria2sh.jpg,pre_1930,IMG03,379,797,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0078,CRG2026R0078,capture_batch_commons_open_release_gate_expansion_2026_records.csv,"Wikimedia Commons file source / 30a Sammlung Eybl Großbritannien. Alfred Leete (1882–1933) Britons (Kitchener) wants you (Briten Kitchener braucht Euch). 1914 (Nachdruck), 74 x 50 cm. (Slg.Nr. 552).jpg / page 43336500",43336500,"30a Sammlung Eybl Großbritannien. Alfred Leete (1882–1933) Britons (Kitchener) wants you (Briten Kitchener braucht Euch). 1914 (Nachdruck), 74 x 50 cm. (Slg.Nr. 552).jpg",pre_1930,IMG03,2182,2750,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0079,CRG2026R0079,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Christian Christensen Bogomslag Arbejderne og Børneflokken. 1910..jpg / page 27505812,27505812,Christian Christensen Bogomslag Arbejderne og Børneflokken. 1910..jpg,pre_1930,IMG03,1566,2034,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0080,CRG2026R0080,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Aegean Islands - 1932 - Colnect 400018 - Giuseppe Garibaldi 1807-1882.jpeg / page 115644012,115644012,Stamp of Aegean Islands - 1932 - Colnect 400018 - Giuseppe Garibaldi 1807-1882.jpeg,pre_1930,IMG03,308,790,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0081,CRG2026R0081,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Invidia film poster by Carlo Nicco 1919.jpg / page 33395983,33395983,Invidia film poster by Carlo Nicco 1919.jpg,pre_1930,IMG03,1307,1749,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0082,CRG2026R0082,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Ira film poster by Carlo Nicco 1919.jpg / page 33395984,33395984,Ira film poster by Carlo Nicco 1919.jpg,pre_1930,IMG03,1088,1526,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0083,CRG2026R0083,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Moldova - 2008 - Colnect 540442 - Onisifor Ghibu 1883-1972 Teacher and Politician.jpeg / page 115747329,115747329,Stamp of Moldova - 2008 - Colnect 540442 - Onisifor Ghibu 1883-1972 Teacher and Politician.jpeg,pre_1930,IMG03,288,782,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0084,CRG2026R0084,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Superbia film poster by Carlo Nicco 1919.jpg / page 33395985,33395985,Superbia film poster by Carlo Nicco 1919.jpg,pre_1930,IMG03,590,1033,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0085,CRG2026R0085,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Peru - 1894 - Colnect 417599 - 1 - Pres Remigio Morales Bermúdez.jpeg / page 114976344,114976344,Stamp of Peru - 1894 - Colnect 417599 - 1 - Pres Remigio Morales Bermúdez.jpeg,pre_1930,IMG03,1822,2277,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0086,CRG2026R0086,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ITA 1890 MiNr0063 mt B002.jpg / page 62304385,62304385,ITA 1890 MiNr0063 mt B002.jpg,pre_1930,IMG03,2065,2493,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0087,CRG2026R0087,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / ITA 1890 MiNr0064 pm B002.jpg / page 62303269,62303269,ITA 1890 MiNr0064 pm B002.jpg,pre_1930,IMG03,2611,2987,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0088,CRG2026R0088,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Gwalior - 1885 - Colnect 763331 - Queen Victoria.jpeg / page 115775545,115775545,Stamp of Gwalior - 1885 - Colnect 763331 - Queen Victoria.jpeg,pre_1930,IMG03,331,792,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0089,CRG2026R0089,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 551594 - Queen Victoria.jpeg / page 115781293,115781293,Stamp of Nabha - 1885 - Colnect 551594 - Queen Victoria.jpeg,pre_1930,IMG03,231,690,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0090,CRG2026R0090,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 551595 - Queen Victoria.jpeg / page 115781319,115781319,Stamp of Nabha - 1885 - Colnect 551595 - Queen Victoria.jpeg,pre_1930,IMG03,264,723,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0091,CRG2026R0091,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614390 - Queen Victoria overprint.jpeg / page 115781341,115781341,Stamp of Nabha - 1885 - Colnect 614390 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0092,CRG2026R0092,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614393 - Queen Victoria overprint.jpeg / page 115781362,115781362,Stamp of Nabha - 1885 - Colnect 614393 - Queen Victoria overprint.jpeg,pre_1930,IMG03,248,717,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0093,CRG2026R0093,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614397 - Queen Victoria overprint.jpeg / page 115781383,115781383,Stamp of Nabha - 1885 - Colnect 614397 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0094,CRG2026R0094,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614399 - Queen Victoria overprint.jpeg / page 115781408,115781408,Stamp of Nabha - 1885 - Colnect 614399 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0095,CRG2026R0095,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614400 - Queen Victoria overprint.jpeg / page 115781432,115781432,Stamp of Nabha - 1885 - Colnect 614400 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0096,CRG2026R0096,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614401 - Queen Victoria overprint.jpeg / page 115781458,115781458,Stamp of Nabha - 1885 - Colnect 614401 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0097,CRG2026R0097,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614402 - Queen Victoria overprint.jpeg / page 115781482,115781482,Stamp of Nabha - 1885 - Colnect 614402 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
capture_batch_commons_open_release_gate_expansion_2026_records.csv:CRG2026R0098,CRG2026R0098,capture_batch_commons_open_release_gate_expansion_2026_records.csv,Wikimedia Commons file source / Stamp of Nabha - 1885 - Colnect 614403 - Queen Victoria overprint.jpeg / page 115781502,115781502,Stamp of Nabha - 1885 - Colnect 614403 - Queen Victoria overprint.jpeg,pre_1930,IMG03,251,720,100,0,,,,main_sheet_candidate,strong record with image evidence and enough source-reading text,false
