surface_id,source_name,region,trace_state,trace_tier,tree_id,declared_edge_count,found_edge_count,object_node_gate,subject_anchor_gate,evidence_return_gate,source_root_gate,branch_class,status,note
SURF-CCT2026R04532,Creator-contributed record via Wikimedia Commons,Southeast Asia / Vietnam,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04533,Creator-contributed record via Wikimedia Commons,Southeast Asia / Vietnam,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01830,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Ukraine,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00777,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00778,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00779,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00780,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00781,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00782,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00783,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00784,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00785,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00786,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00787,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00788,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00789,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00790,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00791,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00792,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00793,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00794,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00795,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00796,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00797,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00798,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00799,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00800,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00801,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00802,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00803,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00804,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00805,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00806,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00808,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00809,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00810,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00811,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00812,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00813,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00814,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00815,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00816,Creator-contributed record via Wikimedia Commons,Africa / Zimbabwe,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0167,Creator-contributed record via Wikimedia Commons,Central Asia / Uzbekistan,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0510,Wikimedia Commons contributor record via Wikimedia Commons,Latin America / Brazil,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCR2026R0112,Creator-contributed record via Wikimedia Commons,Turkey,accepted,metadata_supported,TRTREE019,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03842,Creator-contributed record via Wikimedia Commons,South Asia / India,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0723,Creator-contributed record via Wikimedia Commons,Southeast Asia / Indonesia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0511,flickr.com via Wikimedia Commons,Latin America / Brazil,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0512,flickr.com via Wikimedia Commons,Latin America / Brazil,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0513,flickr.com via Wikimedia Commons,Latin America / Brazil,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0248,Creator-contributed record via Wikimedia Commons,East Asia / Taiwan,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03843,Creator-contributed record via Wikimedia Commons,South Asia / India,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00430,Creator-contributed record via Wikimedia Commons,Southeast Asia / Indonesia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01386,Creator-contributed record via Wikimedia Commons,East Asia / Taiwan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01530,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Croatia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-SBC1970R0005,Auckland Libraries Heritage Collections / CONTENTdm,Aotearoa New Zealand,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03285,Creator-contributed record via Wikimedia Commons,Middle East and North Africa / Turkey,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-DNZPOSTR093,DigitalNZ,Aotearoa New Zealand,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0278,Creator-contributed record via Wikimedia Commons,Latin America / Argentina,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-DNZPOSTR094,DigitalNZ,Aotearoa New Zealand,accepted,metadata_supported,TRTREE017,7,7,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0589,Creator-contributed record via Wikimedia Commons,South Asia / Bangladesh,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-DNZPOSTR095,DigitalNZ,Aotearoa New Zealand,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01254,Creator-contributed record via Wikimedia Commons,East Asia / Hong Kong,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03846,Creator-contributed record via Wikimedia Commons,South Asia / India,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03093,Creator-contributed record via Wikimedia Commons,Middle East and North Africa / Iraq,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0348,Creator-contributed record via Wikimedia Commons,Latin America / Argentina,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04294,Creator-contributed record via Wikimedia Commons,Southeast Asia / Malaysia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04295,Creator-contributed record via Wikimedia Commons,Southeast Asia / Malaysia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-DNZPOSTR096,DigitalNZ,Aotearoa New Zealand,accepted,metadata_supported,TRTREE017,7,7,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCR2026R0113,Creator-contributed record via Wikimedia Commons,Turkey,accepted,metadata_supported,TRTREE019,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-LPC2026R062,NAIDOC Poster Gallery,Australia / Indigenous,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-PIC1970R0004,University of Ghana Digital Collections,Ghana,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04205,flickr.com via Wikimedia Commons,Southeast Asia / Indonesia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R02504,flickr.com via Wikimedia Commons,Latin America / Caribbean / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04449,Creator-contributed record via Wikimedia Commons,Southeast Asia / Singapore,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04450,Creator-contributed record via Wikimedia Commons,Southeast Asia / Singapore,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04451,Creator-contributed record via Wikimedia Commons,Southeast Asia / Singapore,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0750,Creator-contributed record via Wikimedia Commons,Latin America / Chile,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03847,Creator-contributed record via Wikimedia Commons,South Asia / India,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01831,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Ukraine,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0719,Creator-contributed record via Wikimedia Commons,Latin America / Chile,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0515,Creator-contributed record via Wikimedia Commons,Latin America / Brazil,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03286,Creator-contributed record via Wikimedia Commons,Middle East and North Africa / Turkey,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01255,Creator-contributed record via Wikimedia Commons,East Asia / Hong Kong,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R02411,flickr.com via Wikimedia Commons,Latin America / Caribbean / Cuba,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04452,Creator-contributed record via Wikimedia Commons,Southeast Asia / Singapore,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1366,flickr.com via Wikimedia Commons,Latin America / Peru,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01459,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01460,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01461,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01462,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01463,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01464,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01465,Colnect via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00431,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00432,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00433,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00434,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00435,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R04206,Colnect via Wikimedia Commons,Southeast Asia / Indonesia,accepted,source_verified,TRTREE016,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0390,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Ukraine,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R02505,flickr.com via Wikimedia Commons,Latin America / Caribbean / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R00324,Creator-contributed record via Wikimedia Commons,Africa / Cameroon,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0279,Creator-contributed record via Wikimedia Commons,Latin America / Argentina,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01399,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Armenia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0582,Creator-contributed record via Wikimedia Commons,Middle East and North Africa / Iraq,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-EW1970R009,Bophana Audiovisual Resource Center,Cambodia,accepted,metadata_supported,TRTREE017,7,7,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCR2026R0115,Creator-contributed record via Wikimedia Commons,Turkey,accepted,metadata_supported,TRTREE019,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1234,Wikimedia Commons contributor record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01203,Creator-contributed record via Wikimedia Commons,East Asia / China,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01204,Creator-contributed record via Wikimedia Commons,East Asia / China,accepted,source_verified,TRTREE016,3,3,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1235,Creator-contributed record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01718,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Romania,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01719,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Romania,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03529,Creator-contributed record via Wikimedia Commons,Oceania / Pacific / Australia / Indigenous,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1261,Creator-contributed record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0892,Creator-contributed record via Wikimedia Commons,Latin America / Colombia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-SBC1970R0004,Auckland Libraries Heritage Collections / CONTENTdm,Aotearoa New Zealand,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1265,Creator-contributed record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1266,Creator-contributed record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1267,Creator-contributed record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01466,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01467,Creator-contributed record via Wikimedia Commons,Eastern Europe / Caucasus / Azerbaijan,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R0900,Creator-contributed record via Wikimedia Commons,Latin America / Colombia,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CGS2026R1270,Creator-contributed record via Wikimedia Commons,Latin America / Mexico,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-SCG1931R0005,Stellenbosch University Scholar,South Africa,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCR2026R0116,Creator-contributed record via Wikimedia Commons,Turkey,accepted,metadata_supported,TRTREE019,5,5,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03287,Creator-contributed record via Wikimedia Commons,Middle East and North Africa / Turkey,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00098,Creator-contributed record via Wikimedia Commons,Eastern Europe / Ukraine,accepted,source_verified,TRTREE016,4,4,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R01205,Creator-contributed record via Wikimedia Commons,East Asia / China,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V3R00122,Creator-contributed record via Wikimedia Commons,Latin America / Cuba,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R02412,Creator-contributed record via Wikimedia Commons,Latin America / Caribbean / Cuba,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R02413,Creator-contributed record via Wikimedia Commons,Latin America / Caribbean / Cuba,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CRB2026V2R0633,Creator-contributed record via Wikimedia Commons,South Asia / Nepal,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
SURF-CCT2026R03288,Creator-contributed record via Wikimedia Commons,Middle East and North Africa / Turkey,accepted,metadata_supported,TRTREE017,8,8,pass,pass,pass,pass,object_place_and_form,pass,accepted root and declared branches are coherent
