source_prospect_id,source_name,source_url,region_group,subregion,country_or_territory,language_scripts,source_family,source_role,protocol_hints,rights_posture,expected_image_path,expected_text_path,credibility_tier,capture_priority,known_limitations,recommended_adapter,seed_query_or_discovery_route,last_checked,source_status,capture_record_count,img00_count,img01_count,img02_count,img03_count,img04_count,discovered_from,notes
SPV2-0053,National Library of Korea Open API,https://www.nl.go.kr/,East Asia,,Korea,Korean; English possible,library_or_national_library,source_of_record_candidate,API; HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,Useful for Korean publishing and periodical metadata
SPV2-0054,NDL Digital Collections,https://dl.ndl.go.jp/,East Asia,,Japan,English or local language,library_or_national_library,source_of_record_candidate,IIIF; API; HTML,high_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Core Japanese print culture source
SPV2-0055,Tokyo Metropolitan Library Digital Archive,https://archive.library.metro.tokyo.lg.jp/,East Asia,,Japan,Japanese; English possible,library_or_national_library,source_of_record_candidate,HTML; PDF,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Local urban print source.
SPV2-0056,Seoul Design Foundation,https://seouldesign.or.kr/?menuno=150,East Asia,,Korea,Korean; English possible,municipal_or_state_archive,source_of_record_candidate,,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,manual_or_html_adapter,Seoul design archive and public-design context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,May route to DDP/Seoul design archive.
SPV2-0057,HKUL Digital Initiatives,https://digitalrepository.lib.hku.hk/,East Asia,,Hong Kong,Chinese; English possible,university_repository_or_special_collection,source_of_record_candidate,HTML; ArchiveSpace; EAD,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,University source for China/Hong Kong records.
SPV2-0058,Kyoto University Rare Materials Digital Archive,https://rmda.kulib.kyoto-u.ac.jp/,East Asia,,Japan,Japanese; English possible,university_repository_or_special_collection,source_of_record_candidate,IIIF; HTML; JSON-LD,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,High-quality IIIF source.
SPV2-0059,Waseda University Theatre Museum Database,https://enpaku.w.waseda.jp/,East Asia,,Japan,Japanese; English possible,university_repository_or_special_collection,source_of_record_candidate,HTML; PDF,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Strong performing-arts poster source.
SPV2-0060,Kramerius Registry,https://registr.digitalniknihovna.cz/,Eastern Europe,,Czech Republic / Slovakia,English or local language,aggregator_or_discovery_router,aggregator_router,KRAMERIUS; API,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,B_discovery_router,P1_next_adapter_or_probe,,kramerius_or_api,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_probe_edge_v2,Adapter family can unlock many local libraries.
SPV2-0061,Ukrainian Liberation Movement Archive,https://avr.org.ua/,Eastern Europe,,Ukraine,Cyrillic/local language; English possible,community_activist_diaspora_archive,source_of_record_candidate,HTML,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,Non-state political print source.
SPV2-0062,NAC Narodowe Archiwum Cyfrowe,https://www.nac.gov.pl/,Eastern Europe,,Poland,English or local language,government_or_public_cultural_database,source_of_record_candidate,HTML; RSS; Atom; JSON-LD,source_hosted_or_viewer_review_required,iiif_or_source_viewer,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Government visual archive.
SPV2-0063,Slovakiana,https://www.slovakiana.sk/,Eastern Europe,,,English or local language,government_or_public_cultural_database,source_of_record_candidate,HTML; IIIF,high_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Very useful for object-level rights and identifiers
SPV2-0064,Czech Digital Library,https://ceskadigitalniknihovna.cz/,Eastern Europe,,,English or local language,library_or_national_library,source_of_record_candidate,KRAMERIUS; HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,kramerius_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Strong for periodicals and print culture
SPV2-0065,DIGAR,https://www.digar.ee/,Eastern Europe,,Estonia,English or local language,library_or_national_library,context_source,HTML; API?; JSON-LD,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Useful for Estonian print and poster context
SPV2-0066,dLib.si,https://www.dlib.si/,Eastern Europe,,Slovenia,English or local language,library_or_national_library,source_of_record_candidate,OAI; HTML; OAI?,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,oai_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Strong for Slovene periodical and print studies
SPV2-0067,Kramerius,https://system-kramerius.cz/en/,Eastern Europe,,,English or local language,library_or_national_library,source_of_record_candidate,OAI; API; HTML; IIIF; OAI-PMH; Kramerius; JSON-LD,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,oai_or_api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Important because many Czech/Slovak portals run on it
SPV2-0068,National Library of Bulgaria Digital Library,https://www.nationallibrary.bg/,Eastern Europe,,Bulgaria,Cyrillic/local language; English possible,library_or_national_library,source_of_record_candidate,HTML; RSS; Atom; JSON-LD; PDF,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Bulgarian print source.
SPV2-0069,POLONA,https://polona.pl/,Eastern Europe,,,English or local language,library_or_national_library,source_of_record_candidate,IIIF; HTML,open_candidate_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Major Polish print and poster corpus
SPV2-0070,Slovak Digital Library,https://dikda.snk.sk/,Eastern Europe,,Slovakia,English or local language,library_or_national_library,source_of_record_candidate,KRAMERIUS; HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,kramerius_or_html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Slovak print source.
SPV2-0071,Vernadsky National Library Digital Collections,http://www.nbuv.gov.ua/,Eastern Europe,,Ukraine,Cyrillic/local language; English possible,library_or_national_library,source_of_record_candidate,HTML; RSS; Atom; PDF,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Ukrainian print source.
SPV2-0072,Design Reviewed,https://designreviewed.com/,Europe,,United Kingdom / global,English or local language,independent_design_archive_or_publication,source_of_record_candidate,WordPress REST; RSS; JSON-LD; Atom,high_review_required,source_hosted_viewer_or_thumbnail,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld;rss/atom,independent design archive context,2026-06-01,captured,8,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Rights-sensitive independent source.
SPV2-0073,People's Graphic Design Archive,https://peoplesgdarchive.org/,Global,,global/community,English or local language,community_activist_diaspora_archive,source_of_record_candidate,WordPress REST; RSS; IIIF; PDF; Atom,high_review_required,iiif_or_source_viewer,metadata_plus_source_return,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;iiif;pdf;rss/atom,community-uploaded design source records,2026-06-01,probe_ok,0,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Noncanonical source; rights review required.
SPV2-0074,Fonts In Use,https://fontsinuse.com/,Global,,global,English or local language,general_archive_or_collection,source_of_record_candidate,WordPress REST/RSS;RSS/Atom,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,metadata_plus_source_return,C_needs_verification,P1_next_adapter_or_probe,,wordpress rest/rss;rss/atom,type-in-use relation source,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,High relevance but rights-sensitive.
SPV2-0075,Another Graphic,https://anothergraphic.org/,Global,,post-1990 international,English or local language,independent_design_archive_or_publication,context_source,WordPress REST; RSS; JSON-LD; Atom,high_review_required,source_hosted_viewer_or_thumbnail,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld;rss/atom,post-1990 independent design link layer,2026-06-01,captured,14,,,,,,source_probe_edge_v2; source_probe_independent_asia_v1; capture_batch_edge_wordpress_1970_2026_source_summary.csv; capture_batch_independent_asia_1990_2026_source_summary.csv,Repeat source for contemporary independent context.
SPV2-0076,Archivo de la Grafica Chilena,https://www.instagram.com/archivograficachilena/,Latin America,,Chile,Spanish,community_activist_diaspora_archive,source_of_record_candidate,IIIF,high_review_required,iiif_or_source_viewer,metadata_plus_source_return,B_contextual_or_community_custody,P1_next_adapter_or_probe,,iiif,Chilean graphic archive discovery source,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Social platform only discovery; original linked sources needed.
SPV2-0077,CeDInCI Archivo,https://cedinci.org/,Latin America,,Argentina,Spanish,community_activist_diaspora_archive,source_of_record_candidate,HTML; RSS; Atom; JSON-LD,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,source-breadth capture,html,source_candidate_registry_v1,2026-06-01,captured,2,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; capture_batch_source_breadth_1970_2026_source_summary.csv,Important political graphics and print-culture source.
SPV2-0078,Fundacion IDA Investigacion en Diseno Argentino,https://www.fundacionida.org/,Latin America,,Argentina,Spanish,community_activist_diaspora_archive,source_of_record_candidate,HTML; JSON-LD,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,Important non-Anglophone design-history authority.
SPV2-0079,Archivo General de la Nacion Argentina,https://www.argentina.gob.ar/interior/archivo-general,Latin America,,Argentina,Spanish,government_or_public_cultural_database,source_of_record_candidate,HTML; IIIF; JSON-LD,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Useful for state communication and public campaigns.
SPV2-0080,Arquivo Nacional Brasil,https://www.gov.br/arquivonacional/pt-br,Latin America,,Brazil,Portuguese,government_or_public_cultural_database,source_of_record_candidate,WordPress REST; RSS; JSON-LD; PDF,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,A_custodial_or_public_institution,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld;pdf,Brazilian public records and print context,2026-06-01,probe_ok,0,,,,,,source_probe_edge_v2; capture_batch_edge_wordpress_1970_2026_source_summary.csv,Government source; link-first.
SPV2-0081,Memoria Chilena,https://www.memoriachilena.gob.cl/,Latin America,,Chile,Spanish,independent_design_archive_or_publication,source_of_record_candidate,OAI; HTML,high_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,oai_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_probe_edge_v2,"Strong for Chilean print, visual arts, periodicals"
SPV2-0082,Biblioteca Nacional de Bolivia,https://www.archivoybibliotecanacionales.org.bo/,Latin America,,Bolivia,Spanish,library_or_national_library,source_of_record_candidate,HTML; JSON-LD,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Low-represented national print source.
SPV2-0083,Biblioteca Nacional del Peru Digital,https://www.bnp.gob.pe/,Latin America,,Peru,Spanish,library_or_national_library,source_of_record_candidate,HTML; PDF,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Andean print-culture gap filler.
SPV2-0084,Biblioteca Nacional Mariano Moreno Digital,https://www.bn.gov.ar/,Latin America,,Argentina,Spanish,library_or_national_library,source_of_record_candidate,HTML; OAI?; IIIF,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html_or_oai?,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Government source for Argentine print culture.
SPV2-0085,BNDigital,https://bndigital.bn.gov.br/,Latin America,,Brazil,English or local language,library_or_national_library,source_of_record_candidate,HTML; WordPress REST; RSS,open_candidate_review_required,open_download_or_open_api,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,High relevance for Brazilian print culture and visual communication
SPV2-0086,AHIRA Archivo Historico de Revistas Argentinas,https://ahira.com.ar/,Latin America,,Argentina,Spanish,newspaper_magazine_ocr_portal,source_of_record_candidate,HTML; PDF; RSS; Atom,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,source-breadth capture,html_or_pdf,source_candidate_registry_v1,2026-06-01,captured,1,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; capture_batch_source_breadth_1970_2026_source_summary.csv,Strong for magazine design outside museum object logic.
SPV2-0087,Biblioteca Brasiliana Guita e Jose Mindlin,https://digital.bbm.usp.br/,Latin America,,Brazil,Portuguese,university_repository_or_special_collection,source_of_record_candidate,HTML; IIIF?; IIIF; DSpace; dspace_oai_or_rest_adapter,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,poster failed:URLError | revista failed:URLError | diseño gráfico failed:URLError | tipografía failed:URLError,html_or_iiif?,source_candidate_registry_v1,2026-06-01,new_edge_candidate,0,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; capture_batch_protocol_item_1970_2026_source_summary.csv,USP source for Brazilian print history.
SPV2-0088,UNAM Repositorio Institucional,https://repositorio.unam.mx/,Latin America,,Mexico,Spanish,university_repository_or_special_collection,source_of_record_candidate,DSpace; OAI?; RSS; Atom; JSON-LD; dspace_oai_or_rest_adapter,text_only_no_image_expected,no_image_expected_text_page,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,poster failed:HTTPError | revista failed:HTTPError | diseño gráfico failed:HTTPError | tipografía failed:HTTPError,dspace/oai?,source_candidate_registry_v1,2026-06-01,new_edge_candidate,0,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; capture_batch_protocol_item_1970_2026_source_summary.csv,Text enrichment for Mexican design and visual culture.
SPV2-0089,M68 Ciudadanias en Movimiento,https://m68.mx/,Latin America and the Caribbean,,,English or local language,community_activist_diaspora_archive,source_of_record_candidate,HTML,high_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Mexican 1968 student movement graphics and political visual culture
SPV2-0090,Digital Library of the Caribbean,https://dloc.com/,Latin America and the Caribbean,,,English or local language,library_or_national_library,context_source,HTML; IIIF,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"Caribbean periodicals, tourism graphics, labor/counterpublic print context"
SPV2-0091,Hemeroteca Nacional Digital de Mexico,https://hndm.iib.unam.mx/,Latin America and the Caribbean,,,Spanish,newspaper_magazine_ocr_portal,context_source,API,source_hosted_or_viewer_review_required,iiif_or_source_viewer,ocr_or_periodical_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,api,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Mexican periodicals, advertising, student movement and print culture context"
SPV2-0092,Arab Image Foundation,https://arabimagefoundation.org/,Middle East and North Africa,,Lebanon / regional,Arabic; English/French possible,community_activist_diaspora_archive,source_of_record_candidate,HTML; PDF,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,Important regional visual archive; rights-sensitive.
SPV2-0093,Palestinian Museum Digital Archive,https://palarchive.org/,Middle East and North Africa,,Palestine,Arabic; English/French possible,community_activist_diaspora_archive,source_of_record_candidate,API; HTML,high_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,HTTP Error 429: Too Many Requests,api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,Palestinian and transnational solidarity poster/documentary graphics
SPV2-0094,SALT Research,https://archives.saltresearch.org/,Middle East and North Africa,,Turkey,English or local language,independent_design_archive_or_publication,source_of_record_candidate,HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,High-value Turkish design and visual culture archive.
SPV2-0095,Ataturk Library Digital Archive,https://ataturkkitapligi.ibb.gov.tr/,Middle East and North Africa,,Turkey,English or local language,library_or_national_library,source_of_record_candidate,HTML; JSON-LD,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Municipal source for Istanbul print culture.
SPV2-0096,National Library and Archives of Iran,https://www.nlai.ir/,Middle East and North Africa,,Iran,Persian; English possible,library_or_national_library,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,metadata_plus_source_return,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,new_edge_candidate,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1; source_probe_edge_v2,Needed for Iranian graphic/typographic history.
SPV2-0097,National Library of Israel,https://www.nli.org.il/,Middle East and North Africa,,,English or local language,library_or_national_library,source_of_record_candidate,API; HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,HTTP Error 403: Forbidden,api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"Hebrew/Arabic publishing, posters, institutional graphics"
SPV2-0098,DPLA,https://dp.la/,North America,,United States,English or local language,aggregator_or_discovery_router,aggregator_router,API,high_review_required,source_return_or_img00,structured_metadata,B_discovery_router,P1_next_adapter_or_probe,,api,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,Excellent discovery layer; not for image hosting
SPV2-0099,Center for the Study of Political Graphics,https://politicalgraphics.org/,North America,,United States,English or local language,community_activist_diaspora_archive,source_of_record_candidate,HTML,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Dedicated political graphics archive.
SPV2-0100,Interference Archive,https://interferencearchive.org/,North America,,United States,English or local language,community_activist_diaspora_archive,source_of_record_candidate,Omeka/HTML,high_review_required,source_return_or_img00,source_context_text,B_contextual_or_community_custody,P1_next_adapter_or_probe,,omeka/html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Important community archive; rights-sensitive.
SPV2-0101,Cooper Hewitt Collection,https://collection.cooperhewitt.org/,North America,,,English or local language,general_archive_or_collection,source_of_record_candidate,API; HTML; captured adapter,high_review_required,source_return_or_img00,structured_metadata,C_needs_verification,P1_next_adapter_or_probe,"Design-specific Cooper Hewitt GraphQL image-ready capture; source-hosted image URLs only, no local copies.",api_or_html,source_candidate_registry_v1,,captured_source_summary,285,0,0,285,0,0,source_candidate_registry_v1; source_dependency_ledger; capture_batch_cooperhewitt_graphql_image_ready_1830_2026_source_summary.csv,One of the best design-specific sources
SPV2-0102,Harvard Art Museums API,https://harvardartmuseums.org/collections/api,North America,,,English or local language,general_archive_or_collection,source_of_record_candidate,IIIF+API,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,C_needs_verification,P1_next_adapter_or_probe,,iiif_or_api,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Strong for posters, prints, books, object relations"
SPV2-0103,Letterform Archive,https://letterformarchive.org/,North America,,United States / global,English or local language,general_archive_or_collection,context_source,WordPress REST/RSS;JSON-LD;PDF;RSS/Atom,source_hosted_or_viewer_review_required,source_hosted_viewer_or_thumbnail,structured_metadata,C_needs_verification,P1_next_adapter_or_probe,,wordpress rest/rss;json-ld;pdf;rss/atom,typography/design archive context,2026-06-01,probe_ok,,,,,,,source_probe_edge_v2,Authority/source context.
SPV2-0104,Library of Congress,https://www.loc.gov/,North America,,,English or local language,library_or_national_library,source_of_record_candidate,API; HTML; captured adapter; run_early_region_capture_1830_1930.py; run_midcentury_capture_1930_1970.py,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,Capture-batch production candidate; not final source record until review.,api_or_html,source_candidate_registry_v1,,captured_source_summary,118,0,84,0,0,34,source_candidate_registry_v1; source_dependency_ledger; capture_batch_001_source_summary.csv; capture_batch_early_region_1830_1880_source_summary.csv; capture_batch_early_region_1830_1930_source_summary.csv; capture_batch_loc_deep_image_ready_1931_1970_source_summary.csv; capture_batch_midcentury_1930_1970_source_summary.csv,"Massive print, poster, book, periodical relevance"
SPV2-0105,NYPL Digital Collections,https://digitalcollections.nypl.org/,North America,,,English or local language,library_or_national_library,source_of_record_candidate,IIIF+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_html,source_candidate_registry_v1,,candidate_from_matrix,,,,,,,source_candidate_registry_v1,"Core source for posters, menus, ephemera, magazines"
SPV2-0106,Calisphere,https://calisphere.org/,North America,,United States / California,English or local language,university_repository_or_special_collection,source_of_record_candidate,API+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,api_or_html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Local/community source discovery.
SPV2-0107,Duke Digital Collections,https://repository.duke.edu/dc,North America,,United States,English or local language,university_repository_or_special_collection,source_of_record_candidate,IIIF+HTML,source_hosted_or_viewer_review_required,iiif_or_source_viewer,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,iiif_or_html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Strong advertising and political ephemera.
SPV2-0108,NYU Tamiment Library and Robert F. Wagner Labor Archives,https://specialcollections.library.nyu.edu/,North America,,United States,English or local language,university_repository_or_special_collection,source_of_record_candidate,HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,,new_edge_candidate,,,,,,,source_candidate_registry_v1,Noncanonical labor/political graphics.
SPV2-0109,Internet Archive Metadata API,https://archive.org/,North America / Global digital,,,English or local language,university_repository_or_special_collection,source_of_record_candidate,API; HTML; run_midcentury_expansion_capture_1931_1970.py,thumbnail_or_preview_review_required,thumbnail_plus_source_return,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,Late-period 1970-2026 coverage-first capture; records are retained as grouping/coverage evidence before final enrichment.,api_or_html,source_candidate_registry_v1,,captured_source_summary,106,58,0,46,2,0,source_candidate_registry_v1; source_dependency_ledger; capture_batch_late_period_coverage_1970_2026_source_summary.csv; capture_batch_midcentury_expansion_1931_1970_source_summary.csv,Huge periodical and digitized print reservoir; rights highly mixed
SPV2-0110,AIATSIS NAIDOC poster collection,https://aiatsis.gov.au/,Oceania and Pacific,,,English or local language,community_activist_diaspora_archive,source_of_record_candidate,HTML; ArchiveSpace; EAD,high_review_required,open_download_or_open_api,metadata_plus_source_return,B_contextual_or_community_custody,P1_next_adapter_or_probe,,html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,Indigenous poster and public communication history
SPV2-0111,Trove,https://trove.nla.gov.au/,Oceania and Pacific,,,English or local language,government_or_public_cultural_database,source_of_record_candidate,API; HTML,link_only_until_rights_verified,source_return_or_img00,source_context_text,A_custodial_or_public_institution,P1_next_adapter_or_probe,,api_or_html,source_candidate_registry_v1,2026-06-01,candidate_from_matrix,,,,,,,source_candidate_registry_v1; source_candidate_probe_v1,"Australian print, advertising, public information and web culture"
