validation_sample_id,surface_id,capture_id,sample_target_marker,title,period,region,theme,source_family,image_state,initial_recommended_role,second_pass_role,second_pass_decision,second_pass_confidence,second_pass_fail_pattern,second_pass_reason,parent_candidate,second_pass_parent_status,relation_type,text_need_level,second_pass_text_status,blocker_class,payload_surface_disposition,payload_publication_role,payload_object_type,payload_medium,payload_place_text,payload_source_reading_text_length,payload_reading_text_length,payload_source_url,source_context_excerpt
MSTV0050,SURF-GA1970R114,GA1970R114,packet_anchor_or_member_review,"72e Bal de l'X, à l'Opéra, 30 novembre 1961... : [affiche] / lithographie de M.-L. Lorin",1946_1969,France,Midcentury modern graphic communication,Gallica / BnF APIs,IMG03,sub_under_packet,sub_under_packet,accept_initial,medium,parent_needs_named_anchor,"Cluster membership supports sub direction, but the parent must be converted from a cluster key into a named anchor before application.",France|Midcentury modern graphic communication|Gallica / BnF APIs|1960s,cluster_key_parent_needs_named_anchor,member_of_source_cluster_packet,low,inherited_from_parent_unless_local_caution,none,main_sheet,main_sheet,Gallica visual/document record,"1 estampe : lithographie ; 0,620 x 0,400 m; image/jpeg; Nombre total de vues : 1",France,248,1771,https://gallica.bnf.fr/ark:/12148/btv1b531790480,"72e Bal de l'X, à l'Opéra, 30 novembre 1961... : [affiche] / lithographie de M.-L. Lorin Gallica / BnF APIs Affiche; 1 estampe : lithographie; 0,620 x 0,400 m; image/jpeg; Nombre total de vues : 1 72e Bal de l'X, à l'Opéra, 30 novembre 1961... : [affiche] / lithographie de M.-L. Lorin is filed here as a Gallica visual/document record from Gallica / BnF APIs. The item metadata gives date evidence: 1961; place evidence: France; form/medium: Gallica visual/document record. The source-side description adds this evidence: Affiche; 1 estampe : lithographie; 0,620 x 0,400 m; image/jpeg; Nombre total de vues : 1 Notice du catalogue : http://catalogue.bnf.fr/ark:/12148/cb42293627c. The project keeps"
MSTV0081,SURF-CAW2026R00428,CAW2026R00428,soft_anchor_review,The Chinese Must Go - Magic Washer - 1886 anti-Chinese US cartoon.jpg,1850_1899,China / Hong Kong,Modern typography and layout,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-CAW2026R00428,not_required,packet_anchor_requires_text,medium,required_before_main_publication,none,main_sheet,main_sheet,authority-weighted Commons open image record; advertising poster; poster,source-hosted open image; graphic design / visual communication candidate,East Asia / China,1039,2935,https://commons.wikimedia.org/wiki/File:The_Chinese_Must_Go_-_Magic_Washer_-_1886_anti-Chinese_US_cartoon.jpg,"The Chinese Must Go - Magic Washer - 1886 anti-Chinese US cartoon.jpg Wikimedia Commons file source / The Chinese Must Go - Magic Washer - 1886 anti-Chinese US cartoon.jpg / page 3112245 US commercial/ political cartoon: Uncle Sam kicks out the Chinaman , referring both to the 1882 Chinese Exclusion Act, and also to the ""Magic Washer."" The actual purpose of the poster was to promote the ""George Dee Magic Washer,"" which the machine's manufacturers clearly hoped would displace Chinese laundry operators. Image published in 1886 - Copyright now expired. The Chinese Must Go - Magic Washer - 1886 anti-Chinese US cartoon.jpg is an open-license Commons image record linked to East Asia / China. US co"
MSTV0084,SURF-CAW2026R00314,CAW2026R00314,soft_anchor_review,Udaipur from island of Jagmandir. '1st Janr. 1879'.jpg,1850_1899,Seychelles,Modern typography and layout,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-CAW2026R00314,not_required,packet_anchor_requires_text,medium,required_before_main_publication,none,main_sheet,main_sheet,authority-weighted Commons open image record; label; label_packaging,source-hosted open image; graphic design / visual communication candidate,Africa / Seychelles,1092,2588,https://commons.wikimedia.org/wiki/File:Udaipur_from_island_of_Jagmandir._%271st_Janr._1879%27.jpg,Udaipur from island of Jagmandir. '1st Janr. 1879'.jpg Wikimedia Commons file source / Udaipur from island of Jagmandir. '1st Janr. 1879'.jpg / page 8758685 Udaipur from island of Jagmandir. '1st Janr. 1879' Udaipur from island of Jagmandir. '1st Janr. 1879'.jpg is an open-license Commons image record linked to Africa / Seychelles. Udaipur from island of Jagmandir. '1st Janr. 1879' Udaipur from island of Jagmandir. '1st Janr. 1879'.jpg is presented as a source-linked authority-weighted Commons open image record; label; label_packaging; source-hosted open image; graphic design / visual communication candidate; the holding evidence remains with Wikimedia Commons file source / Udaipur from isla
MSTV0089,SURF-CAW2026R00787,CAW2026R00787,soft_anchor_review,Light yellow-white human figures over early X-ray paintings - Google Art Project.jpg,1900_1913,Ghana,Modern typography and layout,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-CAW2026R00787,not_required,packet_anchor_requires_text,low,required_before_main_publication,none,main_sheet,main_sheet,authority-weighted Commons open image record; label; label_packaging,source-hosted open image; graphic design / visual communication candidate,Africa / Ghana,849,2846,https://commons.wikimedia.org/wiki/File:Light_yellow-white_human_figures_over_early_X-ray_paintings_-_Google_Art_Project.jpg,"Light yellow-white human figures over early X-ray paintings - Google Art Project.jpg Wikimedia Commons file source / Light yellow-white human figures over early X-ray paintings - Google Art Project.jpg / page 21881631 Light yellow-white human figures over early X-ray paintings title QS:P1476,en:""Light yellow-white human figures over early X-ray paintings"" label QS:Len,""Light yellow-white human figures over early X-ray paintings"" Light yellow-white human figures over early X-ray paintings - Google Art Project.jpg is an open-license Commons image record linked to Africa / Ghana. Light yellow-white human figures over early X-ray paintings title QS:P1476,en:""Light yellow-white human figures over"
MSTV0091,SURF-CAW2026R01038,CAW2026R01038,soft_anchor_review,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 45).jpg",1900_1913,Lebanon,Travel and transport poster culture,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-CAW2026R01038,not_required,packet_anchor_requires_text,low,required_before_main_publication,none,main_sheet,main_sheet,authority-weighted Commons open image record; advertisement; advertising_trade,source-hosted open image; graphic design / visual communication candidate,Middle East and North Africa / Lebanon,1474,3266,https://commons.wikimedia.org/wiki/File:How_to_%22make_good%22_in_the_ice_cream_pyramid_and_cone_business_-_DPLA_-_f714cd3739109437fb3b9d4255a1e7dc_(page_45).jpg,"How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 45).jpg Wikimedia Commons file source / How to ""make good"" in the ice cream pyramid and cone business - DPLA - f714cd3739109437fb3b9d4255a1e7dc (page 45).jpg / page 161891518 This book, written by Andrew T. Dietz and published in 1906, describes how to make and market ice cream cones and ice cream pyramids. Included are recipes for Sayso cones, ice cream, lemonade, rosecakes, and rootbeer. Affixed to the inside back cover is a copy of the 1908 Hubbell's Toledo Blue Book advertisement for Sayso Ice Cream Cones and Loving Cups and an obituary from the Toledo Blade, September 25, 1968,"
MSTV0092,SURF-COM1970R017,COM1970R017,soft_anchor_review,At the R.A. by the Underground.jpg,1900_1913,United Kingdom,Travel and transport poster culture,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-COM1970R017,not_required,packet_anchor_requires_text,low,required_before_main_publication,none,main_sheet,main_sheet,Open image record; poster/print candidate,poster / print / graphic record,United Kingdom,638,2581,https://commons.wikimedia.org/wiki/File:At_the_R.A._by_the_Underground.jpg,At the R.A. by the Underground.jpg Wikimedia Commons Poster for the London Underground with a drawing of patrons of the Royal Academy of Arts. Caption: All truly great art is refreshing. At the R.A. by the Underground. The Humours of London No. 5 At the R.A. by the Underground.jpg is an openly licensed Commons image record. Poster for the London Underground with a drawing of patrons of the Royal Academy of Arts. Caption: All truly great art is refreshing. At the R.A. by the Underground. The Humours of London No. 5 This leaf records At the R.A. by the Underground.jpg as a Open image record; poster/print candidate; poster / print / graphic record sourced from Wikimedia Commons. The item metada
MSTV0094,SURF-CRG2026R0370,CRG2026R0370,soft_anchor_review,The Fremantle Wharf Crisis of 1919—Disputes Committee.png,1914_1945,Australia / Indigenous,Modern typography and layout,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-CRG2026R0370,not_required,packet_anchor_requires_text,medium,required_before_main_publication,none,main_sheet,main_sheet,release-gate open image record; pamphlet,source-hosted open image; graphic design / visual communication candidate,Global / release gate expansion,618,2777,https://commons.wikimedia.org/wiki/File:The_Fremantle_Wharf_Crisis_of_1919%E2%80%94Disputes_Committee.png,"The Fremantle Wharf Crisis of 1919—Disputes Committee.png Wikimedia Commons file source / The Fremantle Wharf Crisis of 1919—Disputes Committee.png / page 5130411 This is a figure from The Fremantle Wharf Crisis of 1919 , a pamphlet published in 1920 by the Australian Labor Federation . The Fremantle Wharf Crisis of 1919—Disputes Committee.png is an open-license Commons image record linked to Global / release gate expansion. This is a figure from The Fremantle Wharf Crisis of 1919 , a pamphlet published in 1920 by the Australian Labor Federation . This leaf records The Fremantle Wharf Crisis of 1919—Disputes Committee.png as a release-gate open image record; pamphlet; source-hosted open imag"
MSTV0095,SURF-COM1970R048,COM1970R048,soft_anchor_review,Enfants ne jouez pas à la guerre.jpg,1914_1945,France,Midcentury modern graphic communication,Wikimedia Commons,IMG03,main_needs_text,main_needs_text,accept_initial,medium,none,"Payload supports anchor potential, but text is required to avoid metadata-only main status.",SURF-COM1970R048,not_required,packet_anchor_requires_text,medium,required_before_main_publication,none,main_sheet,main_sheet,Open image record; poster/print candidate,poster / print / graphic record,France,1154,2769,https://commons.wikimedia.org/wiki/File:Enfants_ne_jouez_pas_%C3%A0_la_guerre.jpg,"Enfants ne jouez pas à la guerre.jpg Wikimedia Commons Titel : Enfants ne jouez pas à la guerre. Parents... si vous voulez que vos enfants vivent , préparez le désarmement moral, supprimez les jouets militaires : [affiche] / [L.J.?]Autor : Ligue internationale des combattants de la paix. Éditeur scientifiqueVerleger : Edité par la Fédération de la L.I.C.P. [Ligue internationale des combattants de la paix] de M.-et-L., AngersErscheinungsdatum : 1931-1939 btv1b53205530m Enfants ne jouez pas à la guerre.jpg is an openly licensed Commons image record. Titel : Enfants ne jouez pas à la guerre. Parents... si vous voulez que vos enfants vivent , préparez le désarmement moral, supprimez les jouets m"
MSTV0082,SURF-CCT2026R02419,CCT2026R02419,soft_anchor_review,Cumanda (second edition cover).jpg,1850_1899,Latin America,Modern typography and layout,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,low,not_required,none,main_sheet,main_sheet,Commons country category-tree open image record; book cover,source-hosted open image; graphic design / visual communication candidate,Latin America / Caribbean / Ecuador,284,3100,https://commons.wikimedia.org/wiki/File:Cumanda_(second_edition_cover).jpg,Cumanda (second edition cover).jpg Wikimedia Commons file source / Cumanda (second edition cover).jpg / page 58707775 The source does not provide extended descriptive prose. The item metadata gives date evidence: 1891; creator/attribution: File:Cumanda.djvu Juan León Mera Derivative work: User:Freddy eduardo; place evidence: Latin America / Caribbean / Ecuador; form/medium: Commons country category-tree open image record; book cover; source-hosted open image; graphic design / visual communication candidate. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Cumanda (second edition cover).jpg is an open-license Commons im
MSTV0083,SURF-CGS2026R1140,CGS2026R1140,soft_anchor_review,El-Mundo-17-marzo-1895-Carnaval en Merida.jpg,1850_1899,Mexico,Modern typography and layout,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,low,not_required,none,main_sheet,main_sheet,open image record; magazine cover,source-hosted open image; graphic design / visual communication candidate,Latin America / Mexico,406,2768,https://commons.wikimedia.org/wiki/File:El-Mundo-17-marzo-1895-Carnaval_en_Merida.jpg,"El-Mundo-17-marzo-1895-Carnaval en Merida.jpg Wikimedia Commons file source / El-Mundo-17-marzo-1895-Carnaval en Merida.jpg / page 100233662 1895 magazine cover depicting Carnival celebrations in Merida Yucatan Mexico, with carriages and maskers, the Cathedral in the background El-Mundo-17-marzo-1895-Carnaval en Merida.jpg is an open-license Commons image record linked to Latin America / Mexico. 1895 magazine cover depicting Carnival celebrations in Merida Yucatan Mexico, with carriages and maskers, the Cathedral in the background El-Mundo-17-marzo-1895-Carnaval en Merida.jpg is presented as a source-linked open image record; magazine cover; source-hosted open image; graphic design / visual"
MSTV0087,SURF-CAW2026R01089,CAW2026R01089,soft_anchor_review,MA I291872 TePapa Odontria-rufescens-Given full.jpg,1900_1913,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,low,not_required,none,main_sheet,main_sheet,authority-weighted Commons open image record; label; label_packaging,source-hosted open image; graphic design / visual communication candidate,Oceania / Pacific / Aotearoa New Zealand,398,2725,https://commons.wikimedia.org/wiki/File:MA_I291872_TePapa_Odontria-rufescens-Given_full.jpg,"MA I291872 TePapa Odontria-rufescens-Given full.jpg Wikimedia Commons file source / MA I291872 TePapa Odontria-rufescens-Given full.jpg / page 101551997 Labels for holotype of Odontria rufescens Given, 1952, collected 16 November 1909, Orepuki., New Zealand. CC BY 4.0. Te Papa (AI.000070) MA I291872 TePapa Odontria-rufescens-Given full.jpg is an open-license Commons image record linked to Oceania / Pacific / Aotearoa New Zealand. Labels for holotype of Odontria rufescens Given, 1952, collected 16 November 1909, Orepuki., New Zealand. CC BY 4.0. Te Papa (AI.000070) MA I291872 TePapa Odontria-rufescens-Given full.jpg is filed here as a authority-weighted Commons open image record; label; label"
MSTV0088,SURF-CAW2026R00885,CAW2026R00885,soft_anchor_review,A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif,1900_1913,China / Hong Kong,Modern typography and layout,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,low,not_required,none,main_sheet,main_sheet,authority-weighted Commons open image record; poster; poster,source-hosted open image; graphic design / visual communication candidate,East Asia / China,461,2611,https://commons.wikimedia.org/wiki/File:A_troublesome_egg_to_hatch_-_J.S._Pughe._LCCN2010651397.tif,A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif Wikimedia Commons file source / A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif / page 67806973 Title: A troublesome egg to hatch / J.S. Pughe. Abstract/medium: 1 print : chromolithograph. A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif is an open-license Commons image record linked to East Asia / China. Title: A troublesome egg to hatch / J.S. Pughe. Abstract/medium: 1 print : chromolithograph. This leaf records A troublesome egg to hatch - J.S. Pughe. LCCN2010651397.tif as a authority-weighted Commons open image record; poster; source-hosted open image; graphic design / visual communication candidate source
MSTV0090,SURF-CCE2026R00151,CCE2026R00151,soft_anchor_review,Grimaults cigarette ad.jpg,1900_1913,India,Modern typography and layout,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,low,not_required,none,main_sheet,main_sheet,controlled Commons open image record; advertisement; advertisement,source-hosted open image; graphic design / visual communication candidate,South Asia / India,578,2763,https://commons.wikimedia.org/wiki/File:Grimaults_cigarette_ad.jpg,"Grimaults cigarette ad.jpg Wikimedia Commons file source / Grimaults cigarette ad.jpg / page 26819367 Advertisement for Grimault's Indian Cigarettes, published in the Ceylon Standard, June 8 1907. ""Recommended by Medical Authorities for the immediate relief of Asthma and Bronchial trouble, Hay Fever, Laryngitis and Irritation of the air passages."" Grimaults cigarette ad.jpg is an open-license Commons image record linked to South Asia / India. Advertisement for Grimault's Indian Cigarettes, published in the Ceylon Standard, June 8 1907. ""Recommended by Medical Authorities for the immediate relief of Asthma and Bronchial trouble, Hay Fever, Laryngitis and Irritation of the air passages."" The a"
MSTV0093,SURF-COM1970R018,COM1970R018,soft_anchor_review,Up River by the Underground.jpg,1900_1913,United Kingdom,Travel and transport poster culture,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,low,not_required,none,main_sheet,main_sheet,Open image record; poster/print candidate,poster / print / graphic record,United Kingdom,357,2287,https://commons.wikimedia.org/wiki/File:Up_River_by_the_Underground.jpg,"Up River by the Underground.jpg Wikimedia Commons Up river; Humours no. 6, by Tony Sarg Up River by the Underground.jpg is an openly licensed Commons image record. Up river; Humours no. 6, by Tony Sarg Up River by the Underground.jpg is filed here as a Open image record; poster/print candidate; poster / print / graphic record from Wikimedia Commons. The item metadata gives date evidence: 1913; creator/attribution: Tony Sarg; place evidence: United Kingdom; form/medium: Open image record; poster/print candidate; poster / print / graphic record. The source-side description adds this evidence: Up river; Humours no. 6, by Tony Sarg Up River by the Underground; 1913 [1]; Tony Sarg|Punts|Newspaper"
MSTV0096,SURF-COM1970R055,COM1970R055,soft_anchor_review,Affiche Teatro Pacini.png,1914_1945,France,Midcentury modern graphic communication,Wikimedia Commons,IMG03,manual_hold,manual_hold,accept_initial,medium,none,Manual hold remains appropriate because the role is not reproducible enough for application.,,not_required,manual_relation_review,medium,not_required,none,main_sheet,main_sheet,Open image record; poster/print candidate,poster / print / graphic record,France,587,2540,https://commons.wikimedia.org/wiki/File:Affiche_Teatro_Pacini.png,"Affiche Teatro Pacini.png Wikimedia Commons Affiche Teatro Pacini - Fucecchio (FI), cm 88 x70, probably 1938. Concert with Mario Filippeschi, soprano Alina Galeotti, baritono Mario Giovannoni, Maestro concertista e direttore Leopoldo Cepparello. Affiche Teatro Pacini.png is an openly licensed Commons image record. Affiche Teatro Pacini - Fucecchio (FI), cm 88 x70, probably 1938. Concert with Mario Filippeschi, soprano Alina Galeotti, baritono Mario Giovannoni, Maestro concertista e direttore Leopoldo Cepparello. The archive keeps Affiche Teatro Pacini.png as a traceable Open image record; poster/print candidate; poster / print / graphic record connected back to Wikimedia Commons. The item me"
MSTV0099,SURF-COM1970R041,COM1970R041,soft_anchor_review,Rolf Niczky - Garmisch-Partenkirchen. Heilklimatischer Kurort.png,1914_1945,Germany,Midcentury modern graphic communication,Wikimedia Commons,IMG03,sub_under_packet,sub_under_packet,accept_initial,medium,parent_needs_named_anchor,"Cluster membership supports sub direction, but the parent must be converted from a cluster key into a named anchor before application.",Germany|Midcentury modern graphic communication|Wikimedia Commons|1930s,cluster_key_parent_needs_named_anchor,member_of_source_cluster_packet,medium,inherited_from_parent_unless_local_caution,none,main_sheet,main_sheet,Open image record; poster/print candidate,poster / print / graphic record,Germany,461,2491,https://commons.wikimedia.org/wiki/File:Rolf_Niczky_-_Garmisch-Partenkirchen._Heilklimatischer_Kurort.png,Rolf Niczky - Garmisch-Partenkirchen. Heilklimatischer Kurort.png Wikimedia Commons Werbeplakat für die Stadt Garmisch-Partenkirchen . Heilklimatischer Kurort Rolf Niczky - Garmisch-Partenkirchen. Heilklimatischer Kurort.png is an openly licensed Commons image record. Werbeplakat für die Stadt Garmisch-Partenkirchen . Heilklimatischer Kurort Rolf Niczky - Garmisch-Partenkirchen. Heilklimatischer Kurort.png is presented as a source-linked Open image record; poster/print candidate; poster / print / graphic record; the holding evidence remains with Wikimedia Commons. The item metadata gives date evidence: 1930; creator/attribution: Rolf Niczky (1881-1950); place evidence: Germany; form/medium:
MSTV0100,SURF-COM1970R035,COM1970R035,soft_anchor_review,Jupp Wiertz Köln.jpg,1914_1945,Germany,Midcentury modern graphic communication,Wikimedia Commons,IMG03,sub_under_packet,sub_under_packet,accept_initial,medium,parent_needs_named_anchor,"Cluster membership supports sub direction, but the parent must be converted from a cluster key into a named anchor before application.",Germany|Midcentury modern graphic communication|Wikimedia Commons|1930s,cluster_key_parent_needs_named_anchor,member_of_source_cluster_packet,medium,inherited_from_parent_unless_local_caution,none,main_sheet,main_sheet,Open image record; poster/print candidate,poster / print / graphic record,Germany,369,2565,https://commons.wikimedia.org/wiki/File:Jupp_Wiertz_K%C3%B6ln.jpg,Jupp Wiertz Köln.jpg Wikimedia Commons The source does not provide extended descriptive prose. The item metadata gives date evidence: 1930; place evidence: Germany; form/medium: Open image record; poster/print candidate; poster / print / graphic record. For this reason the archive treats the page primarily as source-linked evidence rather than as a finished narrative entry. Jupp Wiertz Köln.jpg is an openly licensed Commons image record. Jupp Wiertz Köln This leaf records Jupp Wiertz Köln.jpg as a Open image record; poster/print candidate; poster / print / graphic record sourced from Wikimedia Commons. The item metadata gives date evidence: 1930; place evidence: Germany; form/medium: Open im
MSTV0161,SURF-ER1830R025,ER1830R025,strong_soft_anchor,"Cadbury's almanack for 2,000 years - a literary & useful curiosity",1850_1899,United Kingdom,Midcentury modern graphic communication,Library of Congress,IMG03,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,low,recommended_for_anchor_explanation,none,main_sheet,main_sheet,1 print :,1 print : chromolithograph ; sheet 11.4 x 7.7 cm.,United Kingdom,1162,2714,https://www.loc.gov/pictures/item/2015651603/,"Cadbury's almanack for 2,000 years - a literary & useful curiosity Library of Congress loc.gov API Print shows a young boy dressed as a chef carrying a tray on which are a steaming ewer and cup of ""cocoa essence""; also shows various graphics around the central motif and states that it is ""Registered"". This is the right panel of a two panel, folding, advertising trade card. The left panel is missing. Printed on the verso are the instructions ""to find the day of the week for any date from the first to the twentieth century."" The ""tables"" referred to in the instructions appear on the left panel The archive keeps Cadbury's almanack for 2,000 years - a literary & useful curiosity as a traceable 1"
MSTV0162,SURF-PUL1970R001,PUL1970R001,strong_soft_anchor,Herr Cohen : [poster and banner advertising phrenology lecture],1850_1899,United States,Midcentury modern graphic communication,Princeton Figgy,IMG02,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,low,recommended_for_anchor_explanation,none,main_sheet,main_sheet,Scanned Resource,"; 1 Broadside, 1 banner ; 59 cm.; Book",United States / Princeton,755,2669,https://figgy.princeton.edu/catalog/b14f6ff8-a17a-4af5-a144-1c4d90c4cc9d,"Herr Cohen : [poster and banner advertising phrenology lecture] Princeton University Library Digital Collections / Figgy Broadside: Temperance Hall, Horsedge street, Oldham. For a short time only, commencing Sunday, Oct. 16th, 1892: Herr Cohen, the celebrated phrenologist and medical electrician, will give a series of highly popular lecture entertainments entitled-sketches from life & character. Banner: Herr Cohen to-night at 8. Herr Cohen : [poster and banner advertising phrenology lecture] is presented as a source-linked Scanned Resource; 1 Broadside, 1 banner; 59 cm; Book; the holding evidence remains with Princeton University Library Digital Collections / Figgy. The item metadata gives d"
MSTV0163,SURF-SI1970R006,SI1970R006,strong_soft_anchor,Hunt's Remedy trade card,1850_1899,United States,Postwar exhibition and cultural posters,Smithsonian Open Access,IMG03,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,low,recommended_for_anchor_explanation,none,main_sheet,main_sheet,Revenue Stamps; Tax stamps,paper; ink; Height x Width: 3 x 3 in. (7.62 x 7.62 cm),United States of America; United States of America,470,2103,https://postalmuseum.si.edu/object/npm_2012.2015.1,Hunt's Remedy trade card Smithsonian Open Access paper; ink; Height x Width: 3 x 3 in. (7.62 x 7.62 cm); Collection: National Postal Museum (SI); Place: UNITED STATES OF AMERICA; Vendor: Richard Friedberg Stamps; color trade card Height x Width: 3 x 3 in. (7.62 x 7.62 cm) Hunt's Remedy trade card is filed here as a Revenue Stamps; Tax stamps; paper; ink; Height x Width: 3 x 3 in. (7.62 x 7.62 cm) from Smithsonian Open Access. The item metadata gives date evidence: c. 1862; 1860s; place evidence: United States of America; form/medium: Revenue Stamps; Tax stamps; paper; ink; Height x Width: 3 x 3 in. (7.62 x 7.62 cm). The source-side description adds this evidence: paper; ink; Height x Width:
MSTV0164,SURF-DNZ1970R031-GROUP,DNZ1970R031-GROUP,strong_soft_anchor,"Untitled Illustration grouped records, 1903-1905",1900_1913,Aotearoa New Zealand,Midcentury modern graphic communication,DigitalNZ,IMG03,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,none,recommended_for_anchor_explanation,none,main_sheet,main_sheet,Images,; ; Unknown,Aotearoa New Zealand,383,2052,https://paperspast.natlib.govt.nz/newspapers/OW19030902.2.197.11.4,"Untitled Illustration grouped records, 1903-1905 DigitalNZ Grouped duplicate/source-generic records. This prevents repeated archive labels from reading as separate designed sheets. 30 related records from DigitalNZ were grouped because they share a repeated or source-generic title. The group is preserved as one intellectual unit while each original source link remains available below. Within the pre-1914 record set, this item belongs to the expansion of lithographic, typographic, periodical, advertising, and administrative print cultures that made modern graphic design legible before the profession was fully named. The record is read as graphic communication evidence: a designed surface whos"
MSTV0165,SURF-GAX1970R094-GROUP,GAX1970R094-GROUP,strong_soft_anchor,"Paris, église de la rue Réaumur [de nombreuses affiches publicitaires sur les murs du bâtiment] : [photographie de presse] / [Agence Rol] grouped records, 1912",1900_1913,France,Midcentury modern graphic communication,Gallica / BnF APIs,IMG03,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,none,recommended_for_anchor_explanation,none,main_sheet,main_sheet,Gallica visual/document record,1 photogr. nég. sur verre ; 13 x 18 cm (sup.); image/jpeg; Nombre total de vues : 1,France,434,2342,https://gallica.bnf.fr/ark:/12148/btv1b6921731p,"Paris, église de la rue Réaumur [de nombreuses affiches publicitaires sur les murs du bâtiment] : [photographie de presse] / [Agence Rol] grouped records, 1912 Gallica / BnF APIs Grouped duplicate/source-generic records. This prevents repeated archive labels from reading as separate designed sheets. 3 related records from Gallica / BnF APIs were grouped because they share a repeated or source-generic title. The group is preserved as one intellectual unit while each original source link remains available below. Within the pre-1914 record set, this item belongs to the expansion of lithographic, typographic, periodical, advertising, and administrative print cultures that made modern graphic des"
MSTV0167,SURF-GA1970R027,GA1970R027,strong_soft_anchor,L'Étoile du Nord (Roubaix),1914_1945,France,Midcentury modern graphic communication,Gallica / BnF APIs,IMG02,keep_main,keep_main,accept_initial,medium,none,"Source and archive text support a provisional main anchor, but keep-main remains human-confirmed.",,not_required,packet_anchor,low,recommended_for_anchor_explanation,none,main_sheet,main_sheet,Gallica visual/document record,Nombre total de vues : 121,France,939,2454,https://gallica.bnf.fr/ark:/12148/cb327703542,L'Étoile du Nord (Roubaix) Gallica / BnF APIs Périodicité : Hebdomadaire; bihebdomadaire; Appartient à l’ensemble documentaire : BIPFPIG00; Appartient à l’ensemble documentaire : BIPFPIG59; Appartient à l’ensemble documentaire : Roubaix1; Appartient à l’ensemble documentaire : NordPdeC1; Avec mode texte; Nombre total de vues : 121 This leaf records L'Étoile du Nord (Roubaix) as a Gallica visual/document record sourced from Gallica / BnF APIs. The item metadata gives date evidence: 1913-1914; place evidence: France; form/medium: Gallica visual/document record. The source-side description adds this evidence: Périodicité : Hebdomadaire; bihebdomadaire; Appartient à l’ensemble documentaire : BIP
