source_file,capture_id,priority,action_type,risk_flags,year,region,image_state,title,source_name,recommendation
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04521,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947116 - Gambus Riau.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947116 - Gambus Riau.jpeg / page 114929271,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04522,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947117 - Celempung Jawa Barat.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947117 - Celempung Jawa Barat.jpeg / page 114929289,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04523,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947123 - Sampek Kalimantan Timur.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947123 - Sampek Kalimantan Timur.jpeg / page 114929478,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04524,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947124 - Long drum Kepulauan Riau.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947124 - Long drum Kepulauan Riau.jpeg / page 114929510,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04525,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947125 - Cetik Lampung.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947125 - Cetik Lampung.jpeg / page 114929533,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04526,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947127 - Drum Papua Barat.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947127 - Drum Papua Barat.jpeg / page 114929571,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04527,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947128 - Lalove Sulawesi Tengah.jpg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947128 - Lalove Sulawesi Tengah.jpg / page 114929590,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04528,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2020,Southeast Asia / Indonesia,IMG03,Stamp of Indonesia - 2020 - Colnect 947129 - Latatou Sulawesi Tenggara.jpeg,Wikimedia Commons file source / Stamp of Indonesia - 2020 - Colnect 947129 - Latatou Sulawesi Tenggara.jpeg / page 114929606,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04593,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2021,Middle East and North Africa / Morocco,IMG03,Workshop Poster -Arabic 2-WikiForHumanRights 2021 in Morocco.png,Wikimedia Commons file source / Workshop Poster -Arabic 2-WikiForHumanRights 2021 in Morocco.png / page 104545044,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04594,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2021,Middle East and North Africa / Morocco,IMG03,Workshop Poster -Arabic 5-WikiForHumanRights 2021 in Morocco.png,Wikimedia Commons file source / Workshop Poster -Arabic 5-WikiForHumanRights 2021 in Morocco.png / page 104545046,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04605,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,2021,South Asia / Bangladesh,IMG03,Broadcast Journalists Center felicitates Information and Broadcasting Minister Hasan Mahmud for implementing advertisement-free foreign channel broadcasts 2021-10-05 (PID-0027348).jpg,Wikimedia Commons file source / Broadcast Journalists Center felicitates Information and Broadcasting Minister Hasan Mahmud for implementing advertisement-free foreign channel broadcasts 2021-10-05 (PID-0027348).jpg /...,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04606,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,2021,South Asia / Bangladesh,IMG03,Dhaka Ministry of Information and Broadcasting meeting on advertisement production 2021-08-18 (PID-0028037).jpg,Wikimedia Commons file source / Dhaka Ministry of Information and Broadcasting meeting on advertisement production 2021-08-18 (PID-0028037).jpg / page 176836617,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04607,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,2021,South Asia / Bangladesh,IMG03,"Information and Broadcasting Minister Hasan Mahmud congratulated by film and drama industry leaders, October 6 2021 (PID-0027328).jpg","Wikimedia Commons file source / Information and Broadcasting Minister Hasan Mahmud congratulated by film and drama industry leaders, October 6 2021 (PID-0027328).jpg / page 176837967",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04659,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,2022,Eastern Europe / Caucasus / Albania,IMG03,OSCAL 2022 poster.jpg,Wikimedia Commons file source / OSCAL 2022 poster.jpg / page 120165540,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04679,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2022,Eastern Europe / Caucasus / Ukraine,IMG03,LLB 30-07-22-2.jpg,Wikimedia Commons file source / LLB 30-07-22-2.jpg / page 123124230,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04680,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2022,Eastern Europe / Caucasus / Ukraine,IMG03,LLB 30-07-22-4.jpg,Wikimedia Commons file source / LLB 30-07-22-4.jpg / page 123124233,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04711,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2022,Middle East and North Africa / Qatar,IMG03,Al-jahiz Portrait.png,Wikimedia Commons file source / Al-jahiz Portrait.png / page 115620860,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04749,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2023,Africa / Uganda,IMG03,WPWP launch event poster in Uganda.png,Wikimedia Commons file source / WPWP launch event poster in Uganda.png / page 134032506,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04757,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2023,Central Asia / Uzbekistan,IMG03,Stamp of Uzbekistan. 2023. Abu Rayhon al Biruni and Globe. YT 1399.jpg,Wikimedia Commons file source / Stamp of Uzbekistan. 2023. Abu Rayhon al Biruni and Globe. YT 1399.jpg / page 157718489,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04766,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic; event_photo_memory_or_commemoration,2023,Eastern Europe / Caucasus / Latvia,IMG03,"Latvia honors Michigan National Guard partnership’s past, future with national postage stamp (7780391).jpg","Wikimedia Commons file source / Latvia honors Michigan National Guard partnership’s past, future with national postage stamp (7780391).jpg / page 157132732",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04773,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published,2023,Eastern Europe / Caucasus / Ukraine,IMG03,"Diplomatie statt Waffen, Flensburg 2023 (ubt).jpg","Wikimedia Commons file source / Diplomatie statt Waffen, Flensburg 2023 (ubt).jpg / page 137247594",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04774,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published,2023,Eastern Europe / Caucasus / Ukraine,IMG03,"Putin und Biden - Reden statt schießen, Flensburg 2023 (ubt).jpg","Wikimedia Commons file source / Putin und Biden - Reden statt schießen, Flensburg 2023 (ubt).jpg / page 137247592",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04785,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2023,Middle East and North Africa / Algeria,IMG03,Poster of the announcement of a workshop in Environmental photography.jpg,Wikimedia Commons file source / Poster of the announcement of a workshop in Environmental photography.jpg / page 132959844,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04819,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2023,Southeast Asia / Singapore,IMG03,Wikimania Singapore 2023 Isla 20.jpg,Wikimedia Commons file source / Wikimania Singapore 2023 Isla 20.jpg / page 136956475,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04845,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2024,Africa / Uganda,IMG03,10th Anniversary banner for Wikimedia Community User Group Uganda (Wiki Uganda) 15.jpg,Wikimedia Commons file source / 10th Anniversary banner for Wikimedia Community User Group Uganda (Wiki Uganda) 15.jpg / page 152726326,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04851,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2024,Africa / Uganda,IMG03,WikiForHumanRights 2024 in Uganda Event Launch poster.jpg,Wikimedia Commons file source / WikiForHumanRights 2024 in Uganda Event Launch poster.jpg / page 148469727,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04886,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2024,Middle East and North Africa / Algeria,IMG03,Workshop on Using Wikimedia Projects for a Sustainable Future.jpg,Wikimedia Commons file source / Workshop on Using Wikimedia Projects for a Sustainable Future.jpg / page 149109690,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04897,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic; weak_platform_or_self_published,2024,Middle East and North Africa / Palestine,IMG03,"Poster from the May 1st UCLA Gaza Solidary Encampment, Royce Hall.jpg","Wikimedia Commons file source / Poster from the May 1st UCLA Gaza Solidary Encampment, Royce Hall.jpg / page 148030493",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04904,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published,2024,South Asia / India,IMG03,Vogue India WIki.png,Wikimedia Commons file source / Vogue India WIki.png / page 144146419,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04916,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; recent_year_manual_review,2025,Africa / Ghana,IMG03,ALL 00045 Luggage Label Collection Image (54806254932).jpg,Wikimedia Commons file source / ALL 00045 Luggage Label Collection Image (54806254932).jpg / page 175631405,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04920,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Africa / Kenya,IMG03,Wiki for Human Rights 2025 in Kenya - Panelists.png,Wikimedia Commons file source / Wiki for Human Rights 2025 in Kenya - Panelists.png / page 174888228,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04932,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Africa / Uganda,IMG03,Ambassador Bernadette Olowo-Freers.jpg,Wikimedia Commons file source / Ambassador Bernadette Olowo-Freers.jpg / page 182946869,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04934,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Africa / Uganda,IMG03,Ewaffe Cultural Center 02.jpg,Wikimedia Commons file source / Ewaffe Cultural Center 02.jpg / page 160858036,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04947,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published; recent_year_manual_review,2025,Eastern Europe / Caucasus / Bulgaria,IMG03,Bulgarian Anti-Euro poster 02.jpg,Wikimedia Commons file source / Bulgarian Anti-Euro poster 02.jpg / page 171271429,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04962,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Latin America / Mexico,IMG03,Sticker MX WMMX 01.png,Wikimedia Commons file source / Sticker MX WMMX 01.png / page 164936697,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04963,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Latin America / Mexico,IMG03,Sticker MX WMMX 02.png,Wikimedia Commons file source / Sticker MX WMMX 02.png / page 164936694,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04964,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Latin America / Mexico,IMG03,Sticker MX WMMX 03.png,Wikimedia Commons file source / Sticker MX WMMX 03.png / page 164936695,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04965,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Latin America / Mexico,IMG03,Sticker MX WMMX 04.jpg,Wikimedia Commons file source / Sticker MX WMMX 04.jpg / page 164936699,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04978,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; recent_year_manual_review,2025,Middle East and North Africa / Morocco,IMG03,741a Curatorial Collection Image (54990450119).jpg,Wikimedia Commons file source / 741a Curatorial Collection Image (54990450119).jpg / page 180646229,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04980,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,Middle East and North Africa / Palestine,IMG03,Hamas's October 7 Attack Support Rally in NYC (2025) - 19.jpg,Wikimedia Commons file source / Hamas's October 7 Attack Support Rally in NYC (2025) - 19.jpg / page 176361191,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04991,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,South Asia / Nepal,IMG03,"Poster Award 2025 - Closing Ceremony - Wikimania 2025 Day 4, Nairobi-070A5980.jpg","Wikimedia Commons file source / Poster Award 2025 - Closing Ceremony - Wikimania 2025 Day 4, Nairobi-070A5980.jpg / page 172445199",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04992,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2025,South Asia / Nepal,IMG03,"Poster Award 2025 - Closing Ceremony - Wikimania 2025 Day 4, Nairobi-070A5981.jpg","Wikimedia Commons file source / Poster Award 2025 - Closing Ceremony - Wikimania 2025 Day 4, Nairobi-070A5981.jpg / page 172445228",Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R04995,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; recent_year_manual_review,2025,Southeast Asia / Indonesia,IMG03,Keynote Speaker 04.jpg,Wikimedia Commons file source / Keynote Speaker 04.jpg / page 158888294,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_authority_weighted_expansion_2026_v1_records.csv,CAW2026R05051,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration; weak_platform_or_self_published; recent_year_manual_review,2026,Southeast Asia / Indonesia,IMG03,WikiNights Poster by SKAP.png,Wikimedia Commons file source / WikiNights Poster by SKAP.png / page 190865087,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00037,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1936,Africa / Algeria,IMG03,FRA-TOM-ALG 1936 MiNr0103 mt B002.jpg,Wikimedia Commons file source / FRA-TOM-ALG 1936 MiNr0103 mt B002.jpg / page 66085488,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00269,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2010,Africa / Algeria,IMG03,Algeria stamp type BA3.jpg,Wikimedia Commons file source / Algeria stamp type BA3.jpg / page 11053147,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00270,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2010,Africa / Algeria,IMG03,Algeria stamp type BB1.jpg,Wikimedia Commons file source / Algeria stamp type BB1.jpg / page 11053152,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00271,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2010,Africa / Algeria,IMG03,Algeria stamp type E7.jpg,Wikimedia Commons file source / Algeria stamp type E7.jpg / page 11053154,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00272,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2012,Africa / Algeria,IMG03,Algeria stamp type E4.jpg,Wikimedia Commons file source / Algeria stamp type E4.jpg / page 19176045,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00273,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2014,Africa / Algeria,IMG03,Algeria stamp type BA4B.jpg,Wikimedia Commons file source / Algeria stamp type BA4B.jpg / page 33674648,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00274,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2014,Africa / Algeria,IMG03,Algeria stamp type E2point11.jpg,Wikimedia Commons file source / Algeria stamp type E2point11.jpg / page 36959760,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00275,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2015,Africa / Algeria,IMG03,Algeria stamp type BA1.jpg,Wikimedia Commons file source / Algeria stamp type BA1.jpg / page 41531433,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00276,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published,2019,Africa / Algeria,IMG03,Algerian election poster march 2019.jpg,Wikimedia Commons file source / Algerian election poster march 2019.jpg / page 77127768,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00310,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2010,Africa / Angola,IMG03,Angola stamp type PO1.jpg,Wikimedia Commons file source / Angola stamp type PO1.jpg / page 11049378,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00311,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2011,Africa / Angola,IMG03,Angola stamp type 1.jpg,Wikimedia Commons file source / Angola stamp type 1.jpg / page 12859428,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00312,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2012,Africa / Angola,IMG03,Angola stamp type 4.jpg,Wikimedia Commons file source / Angola stamp type 4.jpg / page 19543670,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00313,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2016,Africa / Angola,IMG03,Angola stamp type 7B.jpeg,Wikimedia Commons file source / Angola stamp type 7B.jpeg / page 52058078,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00314,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2017,Africa / Angola,IMG03,Angola stamp type PO2.jpg,Wikimedia Commons file source / Angola stamp type PO2.jpg / page 64645375,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00321,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,2001,Africa / Cameroon,IMG03,794 affiche au quartier réalisée par des jeunes.jpg,Wikimedia Commons file source / 794 affiche au quartier réalisée par des jeunes.jpg / page 23174722,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00322,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2011,Africa / Cameroon,IMG03,Cameroon stamp type C13.jpg,Wikimedia Commons file source / Cameroon stamp type C13.jpg / page 16132914,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00323,P0,card_or_appendix_reclass_review,post_2010_stamp_or_philatelic,2012,Africa / Cameroon,IMG03,Cameroon stamp type C8point1.jpg,Wikimedia Commons file source / Cameroon stamp type C8point1.jpg / page 19175198,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00325,P0,recent_stamp_event_reclassification,event_photo_or_memory_documentation; domain_concentration_gt_25,2021,Africa / Cameroon,IMG03,Affiche Expo Photo Nos Jardins au Cameroun.jpg,Wikimedia Commons file source / Affiche Expo Photo Nos Jardins au Cameroun.jpg / page 111326592,"Event photo/documentation/memory material is research support, not a primary design object."
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00351,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1949,Africa / Egypt,IMG03,Egypt 1949 Mi 341 stamp (75th anniversary of the UPU. Globe).jpg,Wikimedia Commons file source / Egypt 1949 Mi 341 stamp (75th anniversary of the UPU. Globe).jpg / page 116563276,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00352,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1949,Africa / Egypt,IMG03,Egypt 1949 Mi 342 stamp (75th anniversary of the UPU. Globe).jpg,Wikimedia Commons file source / Egypt 1949 Mi 342 stamp (75th anniversary of the UPU. Globe).jpg / page 116563274,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00353,P0,card_or_appendix_reclass_review,event_photo_memory_or_commemoration,1949,Africa / Egypt,IMG03,Egypt 1949 Mi 343 stamp (75th anniversary of the UPU. Globe).jpg,Wikimedia Commons file source / Egypt 1949 Mi 343 stamp (75th anniversary of the UPU. Globe).jpg / page 116563275,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00363,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published,2010,Africa / Egypt,IMG03,A plethora of posters - Flickr - Al Jazeera English.jpg,Wikimedia Commons file source / A plethora of posters - Flickr - Al Jazeera English.jpg / page 17499599,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00364,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published,2011,Africa / Egypt,IMG03,Election posters in Cairo.jpg,Wikimedia Commons file source / Election posters in Cairo.jpg / page 17538874,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00365,P0,card_or_appendix_reclass_review,context_image_or_environmental_poster; weak_platform_or_self_published,2011,Africa / Egypt,IMG03,Hazem Salah Abu Ismail posters in Tahrir Square (cropped).jpg,Wikimedia Commons file source / Hazem Salah Abu Ismail posters in Tahrir Square (cropped).jpg / page 92806108,Do not keep as primary design object unless an item-level design-work rationale survives manual review.
