surface_id,source_record_id,source_record_url,title,best_image_state,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,local_license_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,iiif_or_viewer_available,image_url_detected_excerpt,rights_text_excerpt,rights_basis_excerpt,review_note_excerpt,citation_basis_excerpt
SURF-MX1970R012,sg2z6zvr,https://wellcomecollection.org/works/sg2z6zvr,"Correspondence concerning the activities of the Committee on Safety of Drugs (the Dunlop Committee) and the Committee on the Classification of Proprietary Preparations (the Macgregor Committee): with the Ministry of Health, the press and pharmaceutical companies (Includes some case histories)",IMG02,0.45,true,MX1970R012,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18595017,"https://iiif.wellcomecollection.org/thumbs/b18595017_pp_wws_f_4_3_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Correspondence concerning the activities of the Committee on Safety of Drugs (the Dunlop Committee) and the Committee on the Classification of Proprietary Preparations (the Macgregor...
SURF-IR1970R062,c7h6u693,https://wellcomecollection.org/works/c7h6u693,"Correspondence with LJ Witts (Chairman of the Sub-committee on Adverse Reactions of the Committee on Safety of Drugs), C Morgan Hall and others about the possible risks of antidepressant drugs",IMG02,0.45,true,IR1970R062,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18481693,"https://iiif.wellcomecollection.org/thumbs/b18481693_pp_wws_f_4_2_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Correspondence with LJ Witts (Chairman of the Sub-committee on Adverse Reactions of the Committee on Safety of Drugs), C Morgan Hall and others about the possible risks of..."
SURF-IR1970R061,zceb8tgt,https://wellcomecollection.org/works/zceb8tgt,Diaphragms/caps,IMG02,0.45,true,IR1970R061,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b29447276,"https://iiif.wellcomecollection.org/thumbs/b29447276_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Diaphragms/caps. https://wellcomecollection.org/works/zceb8tgt. Accessed 2026-05-31.
SURF-IR1970R067,g3kmvude,https://wellcomecollection.org/works/g3kmvude,Domiciliary family planning services,IMG02,0.45,true,IR1970R067,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19314735,"https://iiif.wellcomecollection.org/thumbs/b19314735_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Domiciliary family planning services. https://wellcomecollection.org/works/g3kmvude. Accessed 2026-05-31.
SURF-IR1970R038,hakxam6p,https://wellcomecollection.org/works/hakxam6p,Eat more fruit and keep fit / Retail Fruit Trade Federation Ltd.,IMG02,0.45,true,IR1970R038,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b17261338,"https://iiif.wellcomecollection.org/thumbs/B17261338_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Eat more fruit and keep fit / Retail Fruit Trade Federation Ltd.. https://wellcomecollection.org/works/hakxam6p. Accessed 2026-05-31.
SURF-IR1970R076,pfh3gwta,https://wellcomecollection.org/works/pfh3gwta,FPA Publicity leaflet: versions of leaflet and associated paperwork,IMG02,0.45,true,IR1970R076,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18578184,"https://iiif.wellcomecollection.org/thumbs/b18578184_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. FPA Publicity leaflet: versions of leaflet and associated paperwork. https://wellcomecollection.org/works/pfh3gwta. Accessed 2026-05-31.
SURF-IR1970R046,qszd35w4,https://wellcomecollection.org/works/qszd35w4,Family Doctor,IMG02,0.45,true,IR1970R046,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18278292,"https://iiif.wellcomecollection.org/thumbs/b18278292_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Family Doctor. https://wellcomecollection.org/works/qszd35w4. Accessed 2026-05-31.
SURF-IR1970R071,vx9fp8we,https://wellcomecollection.org/works/vx9fp8we,General Birth Control information leaflets,IMG02,0.45,true,IR1970R071,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19431156,"https://iiif.wellcomecollection.org/thumbs/b19431156_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. General Birth Control information leaflets. https://wellcomecollection.org/works/vx9fp8we. Accessed 2026-05-31.
SURF-IR1970R021,qbtmc5th,https://wellcomecollection.org/works/qbtmc5th,"German soldiers in World War II representing germs invading a wound, British soldiers representing white corpuscles resisting and capturing them. Colour lithograph after P. Mendoza, 1943.",IMG02,0.45,true,IR1970R021,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16802135,"https://iiif.wellcomecollection.org/thumbs/B16802135.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. German soldiers in World War II representing germs invading a wound, British soldiers representing white corpuscles resisting and capturing them. Colour lithograph after P. Mendoza,..."
SURF-MX1970R010,pevckyg4,https://wellcomecollection.org/works/pevckyg4,"Healthcare and prevention of disease in Communist China. Colour lithographs, 195-.",IMG02,0.45,true,MX1970R010,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16602638,"https://iiif.wellcomecollection.org/thumbs/B16602638_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Healthcare and prevention of disease in Communist China. Colour lithographs, 195-.. https://wellcomecollection.org/works/pevckyg4. Accessed 2026-05-30."
SURF-IR1970R006,v6ths3nx,https://wellcomecollection.org/works/v6ths3nx,"In the battle against tuberculosis, a portrait of Calmette, as the saviour of children through his BCG vaccine, invites the purchase of fund-raising stamps. Colour lithograph after H. Cheffer, 1934.",IMG02,0.45,true,IR1970R006,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b15250246,"https://iiif.wellcomecollection.org/thumbs/B15250246.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. In the battle against tuberculosis, a portrait of Calmette, as the saviour of children through his BCG vaccine, invites the purchase of fund-raising stamps. Colour lithograph after H...."
SURF-IR1970R072,ygusya5z,https://wellcomecollection.org/works/ygusya5z,Information leaflets,IMG02,0.45,true,IR1970R072,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18593227,"https://iiif.wellcomecollection.org/thumbs/b18593227_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Information leaflets. https://wellcomecollection.org/works/ygusya5z. Accessed 2026-05-31.
SURF-MX1970R004,w3cycghx,https://wellcomecollection.org/works/w3cycghx,Lepra / prokaza / izlechima / World Health Organization.,IMG02,0.45,true,MX1970R004,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b28643975,"https://iiif.wellcomecollection.org/thumbs/B28643975.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Lepra / prokaza / izlechima / World Health Organization.. https://wellcomecollection.org/works/w3cycghx. Accessed 2026-05-30.
SURF-IR1970R025,ukaaax3z,https://wellcomecollection.org/works/ukaaax3z,Letters between the Central Council for Health Education and J B S Haldane,IMG02,0.45,true,IR1970R025,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19913151,"https://iiif.wellcomecollection.org/thumbs/b19913151_haldane_3_5_2_2_95_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Letters between the Central Council for Health Education and J B S Haldane. https://wellcomecollection.org/works/ukaaax3z. Accessed 2026-05-31.
SURF-IR1970R039,tejnjsfq,https://wellcomecollection.org/works/tejnjsfq,"Li'l Abner (American cartoon hero) telling his girl friend Daisy Mae that he is about to have a chest x-ray for tuberculosis. Colour lithograph after Al Capp, 195-.",IMG02,0.45,true,IR1970R039,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16797681,"https://iiif.wellcomecollection.org/thumbs/B16797681.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Li'l Abner (American cartoon hero) telling his girl friend Daisy Mae that he is about to have a chest x-ray for tuberculosis. Colour lithograph after Al Capp, 195-....."
SURF-MX1970R017,qpx2rj2e,https://wellcomecollection.org/works/qpx2rj2e,Local Government Reorganisation: Standing Committee on Public Health,IMG02,0.45,true,MX1970R017,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18857577,"https://iiif.wellcomecollection.org/thumbs/b18857577_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Local Government Reorganisation: Standing Committee on Public Health. https://wellcomecollection.org/works/qpx2rj2e. Accessed 2026-05-30.
SURF-MX1970R001,rh6n7x3e,https://wellcomecollection.org/works/rh6n7x3e,M0013647: Poster warning of health dangers to a child,IMG02,0.45,true,MX1970R001,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b33504738,"https://iiif.wellcomecollection.org/thumbs/b33504738_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. M0013647: Poster warning of health dangers to a child. https://wellcomecollection.org/works/rh6n7x3e. Accessed 2026-05-30.
SURF-MX1970R024,sn2cjdre,https://wellcomecollection.org/works/sn2cjdre,Newspaper clipping titled 'Hypnotism be forbidden?' from <i>Picture Post</i>,IMG02,0.45,true,MX1970R024,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b33032452,"https://iiif.wellcomecollection.org/thumbs/b33032452_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Newspaper clipping titled 'Hypnotism be forbidden?' from <i>Picture Post</i>. https://wellcomecollection.org/works/sn2cjdre. Accessed 2026-05-30.
SURF-MX1970R005,ed87mnjp,https://wellcomecollection.org/works/ed87mnjp,"Notes, on `Houses vs Homes'",IMG02,0.45,true,MX1970R005,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19627361,"https://iiif.wellcomecollection.org/thumbs/b19627361_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Notes, on `Houses vs Homes'. https://wellcomecollection.org/works/ed87mnjp. Accessed 2026-05-30."
SURF-IR1970R009,grndcubz,https://wellcomecollection.org/works/grndcubz,Offprints and papers by others,IMG02,0.45,true,IR1970R009,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b1938239x,"https://iiif.wellcomecollection.org/thumbs/b1938239x_PP_RKF_F_325_336_0001.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Offprints and papers by others. https://wellcomecollection.org/works/grndcubz. Accessed 2026-05-31.
SURF-IR1970R049,xx9n6mbt,https://wellcomecollection.org/works/xx9n6mbt,Old filing list,IMG02,0.45,true,IR1970R049,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18740947,"https://iiif.wellcomecollection.org/thumbs/b18740947_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Old filing list. https://wellcomecollection.org/works/xx9n6mbt. Accessed 2026-05-31.
SURF-IR1970R054,htem54px,https://wellcomecollection.org/works/htem54px,"People on a skiing holiday with safe equipment; promoting use of iron-reinforced safety boots in the industrial workplace. Coloured lithograph by Atelier Börmel, 196- (?).",IMG02,0.45,true,IR1970R054,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b11685311,"https://iiif.wellcomecollection.org/thumbs/B11685311.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. People on a skiing holiday with safe equipment; promoting use of iron-reinforced safety boots in the industrial workplace. Coloured lithograph by Atelier Börmel, 196- (?)....."
SURF-IR1970R055,u89u52h5,https://wellcomecollection.org/works/u89u52h5,"People on motorbicycles and bicycles, shown against the grid of a radar screen, homing in on the centre, returning home in the traffic; representing the need for safe driving. Colour lithograph by Atelier Börmel, 196-.",IMG02,0.45,true,IR1970R055,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b1168530x,"https://iiif.wellcomecollection.org/thumbs/B1168530X.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. People on motorbicycles and bicycles, shown against the grid of a radar screen, homing in on the centre, returning home in the traffic; representing the need for safe driving. Colour..."
SURF-IR1970R058,dqm56ww6,https://wellcomecollection.org/works/dqm56ww6,Photograph of a picket outside British Transport Commission building over banned FPA poster on London Underground,IMG02,0.45,true,IR1970R058,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b29451784,"https://iiif.wellcomecollection.org/thumbs/b29451784_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Photograph of a picket outside British Transport Commission building over banned FPA poster on London Underground. https://wellcomecollection.org/works/dqm56ww6. Accessed 2026-05-31.
SURF-IR1970R026,r52rvrzz,https://wellcomecollection.org/works/r52rvrzz,"Points in arteries where pressure reduces bleeding. Colour lithograph by Rhode Island Council of War Agencies, 194-.",IMG02,0.45,true,IR1970R026,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16797747,"https://iiif.wellcomecollection.org/thumbs/B16797747.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Points in arteries where pressure reduces bleeding. Colour lithograph by Rhode Island Council of War Agencies, 194-.. https://wellcomecollection.org/works/r52rvrzz. Accessed 2026-05-31."
SURF-IR1970R042,u5srsaya,https://wellcomecollection.org/works/u5srsaya,Poster,IMG02,0.45,true,IR1970R042,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b1858438x,"https://iiif.wellcomecollection.org/thumbs/b1858438x_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Poster. https://wellcomecollection.org/works/u5srsaya. Accessed 2026-05-31.
SURF-IR1970R051,qpnqawjm,https://wellcomecollection.org/works/qpnqawjm,Posters,IMG02,0.45,true,IR1970R051,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19304213,"https://iiif.wellcomecollection.org/thumbs/b19304213_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Posters. https://wellcomecollection.org/works/qpnqawjm. Accessed 2026-05-31.
SURF-IR1970R077,mqrfmkve,https://wellcomecollection.org/works/mqrfmkve,Posters,IMG02,0.45,true,IR1970R077,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18579917,"https://iiif.wellcomecollection.org/thumbs/b18579917_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Posters. https://wellcomecollection.org/works/mqrfmkve. Accessed 2026-05-31.
SURF-IR1970R078,te9ynpry,https://wellcomecollection.org/works/te9ynpry,Pregnant Man poster competition: Winning entries,IMG02,0.45,true,IR1970R078,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19251713,"https://iiif.wellcomecollection.org/thumbs/b19251713_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Pregnant Man poster competition: Winning entries. https://wellcomecollection.org/works/te9ynpry. Accessed 2026-05-31.
SURF-IR1970R052,hhb9dcf2,https://wellcomecollection.org/works/hhb9dcf2,"Prevention of traffic accidents in Shanxi province, China. Colour lithograph, 1957.",IMG02,0.45,true,IR1970R052,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b16725761,"https://iiif.wellcomecollection.org/thumbs/B16725761.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Prevention of traffic accidents in Shanxi province, China. Colour lithograph, 1957.. https://wellcomecollection.org/works/hhb9dcf2. Accessed 2026-05-31."
SURF-IR1970R043,rd5wubnv,https://wellcomecollection.org/works/rd5wubnv,"Protect your child from fire : close fitting garments plus fire guards spell safety : see also our pamphlet ""A child in danger"" / Fire Offices' Committee, Fire Protection Association, London.",IMG02,0.45,true,IR1970R043,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18118069,"https://iiif.wellcomecollection.org/thumbs/B18118069.JP2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Protect your child from fire : close fitting garments plus fire guards spell safety : see also our pamphlet ""A child in danger"" / Fire Offices' Committee, Fire Protection Association,..."
SURF-IR1970R059,t8gxak8n,https://wellcomecollection.org/works/t8gxak8n,Protest against ban on FPA poster on London Underground,IMG02,0.45,true,IR1970R059,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18356679,"https://iiif.wellcomecollection.org/thumbs/b18356679_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,Wellcome Collection Catalogue API. Protest against ban on FPA poster on London Underground. https://wellcomecollection.org/works/t8gxak8n. Accessed 2026-05-31.
SURF-MX1970R008,rejn8b4z,https://wellcomecollection.org/works/rejn8b4z,"Public Health (posts, remuneration, etc.)",IMG02,0.45,true,MX1970R008,data/capture_batch_midcentury_expansion_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b18537212,"https://iiif.wellcomecollection.org/thumbs/b18537212_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Public Health (posts, remuneration, etc.). https://wellcomecollection.org/works/rejn8b4z. Accessed 2026-05-30."
SURF-IR1970R002,e3774kr4,https://wellcomecollection.org/works/e3774kr4,"Publications about the Experiment (not by GSW or IHP, for which see sections D & E respectively)",IMG02,0.45,true,IR1970R002,data/capture_batch_image_ready_1931_1970_records.csv,IMG02,true,no_open_license_text,source_hosted_viewer_no_open_license_signal,keep_img02_pending_item_license_evidence,no_upgrade,false,https://iiif.wellcomecollection.org/presentation/v2/b19593272,"https://iiif.wellcomecollection.org/thumbs/b19593272_0001.jp2/full/400,/0/default.jpg",Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Wellcome exposes a source-hosted IIIF/viewer location; local copy is not assumed.,Source-hosted viewer candidate.,"Wellcome Collection Catalogue API. Publications about the Experiment (not by GSW or IHP, for which see sections D & E respectively). https://wellcomecollection.org/works/e3774kr4. Accessed 2026-05-31."
