rank,object_key,surface_id,source_name,title,region_group,period_band,best_image_state,rights_reviewed,source_visible_gap,verified_open_gap,weighted_gap_points,repair_family,required_evidence,automatic_upgrade_allowed,source_url,rights_label,image_license_label
434,url:https://www.barjeelartfoundation.org/exhibitions/no-to-the-invasion,SURF-NMR1990R0007,Barjeel Art Foundation,No to the Invasion,Unresolved region,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.barjeelartfoundation.org/exhibitions/no-to-the-invasion/,IMG02: Barjeel Art Foundation exposes a source-hosted image URL; no local copy or reuse right is inferred.,Non-mainstream regional capture records source-hosted image routes only; item-level rights review remains required.
435,url:https://www.barjeelartfoundation.org/exhibitions/on-this-land-ii,SURF-NMR1990R0008,Barjeel Art Foundation,On This Land II,Unresolved region,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.barjeelartfoundation.org/exhibitions/on-this-land-ii/,IMG02: Barjeel Art Foundation exposes a source-hosted image URL; no local copy or reuse right is inferred.,Non-mainstream regional capture records source-hosted image routes only; item-level rights review remains required.
436,url:https://www.barjeelartfoundation.org/exhibitions/on-this-land,SURF-NMR1990R0009,Barjeel Art Foundation,On This Land,Unresolved region,2000_2026,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.barjeelartfoundation.org/exhibitions/on-this-land/,IMG02: Barjeel Art Foundation exposes a source-hosted image URL; no local copy or reuse right is inferred.,Non-mainstream regional capture records source-hosted image routes only; item-level rights review remains required.
437,url:https://diasmuseum.co.za/,SURF-NMIIC2026R0134,Bartolomeu Dias Museum Complex,Home - Dias Museum | Mossel Bay,South Africa,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://diasmuseum.co.za/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
438,url:https://kcbp.rs/%D0%9C%D1%83%D0%B7%D0%B5%D1%98,SURF-NMIIC2026R0225,Bačka Palanka City Museum,Музеј - Културни центар Бачка Паланка,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://kcbp.rs/%D0%9C%D1%83%D0%B7%D0%B5%D1%98/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
439,url:http://prokopovich.com.ua/nacionalnij-muzej-bdzhilnictva,SURF-NMIIC2026R0233,Bee-Farming Museum,Національний музей бджільництва,Ukraine,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://prokopovich.com.ua/nacionalnij-muzej-bdzhilnictva/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
440,url:https://visitzrenjanin.com/muzej-piva-u-zrenjaninu,SURF-NMIIC2026R0221,Beer Museum in Zrenjanin,Muzej piva u Zrenjaninu - Visit Zrenjanin,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://visitzrenjanin.com/muzej-piva-u-zrenjaninu/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
441,url:https://beirutartcenter.org/,SURF-NMIIC2026R0361,Beirut Art Center,Beirut Art Center • مركز بيروت للفن,Lebanon,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://beirutartcenter.org/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
442,url:https://hotspringmuseum.taipei/en/index.aspx,SURF-NMIIC2026R0419,Beitou Hot Spring Museum,Beitou Hot Spring Museum,Taiwan,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://hotspringmuseum.taipei/en/index.aspx,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
443,url:https://bgb.rs/,SURF-NMIIC2026R0054,Belgrade City Library,БГБ - БИБЛИОТЕКА ГРАДА БЕОГРАДА,Unresolved region,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://bgb.rs/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
444,url:https://www.belmond.com/es/trains/south-america/peru/belmond-andean-explorer,SURF-NMIIC2026R0320,Belmond Andean Explorer,"Andean Explorer, A Belmond Train | Viajes en tren de lujo en Perú Follow us on Instagram icon Subscribe to our Youtube Channel icon Follow us on LinkedIn icon Find us on Facebook...",Peru,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.belmond.com/es/trains/south-america/peru/belmond-andean-explorer/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
445,url:https://belogradchishki-skali.com,SURF-NMIIC2026R0430,Belogradchik Fortress,Белоградчишки скали,Bulgaria,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://belogradchishki-skali.com,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
446,url:https://visitbelogradchik.com/destination-item/%d0%b8%d1%81%d1%82%d0%be%d1%80%d0%b8%d1%87%d0%b5%d1%81%d0%ba%d0%b8-%d0%bc%d1%83%d0%b7%d0%b5%d0%b9-%d0%bf%d0%b0%d0%bd%d0%be%d0%b2%d0%b0%d1%82%d0%b0-%d0%ba%d1%8a%d1%89%d0%b0,SURF-NMIIC2026R0195,Belogradchik History Museum,Исторически музей - Пановата къща - Добре дошли в Белоградчик share,Bulgaria,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://visitbelogradchik.com/destination-item/%d0%b8%d1%81%d1%82%d0%be%d1%80%d0%b8%d1%87%d0%b5%d1%81%d0%ba%d0%b8-%d0%bc%d1%83%d0%b7%d0%b5%d0%b9-%d0%bf%d0%b0%d0%bd%d0%be%d0%b2%d0%b0%d1%82%d0%b0-%d0%ba%d1%8a%d1%89%d0%b0/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
447,url:https://www.junbaby.com.tw/zh-tw,SURF-NMIIC2026R0152,Beneficial Microbes Museum and Tourism Factory,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,Taiwan,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.junbaby.com.tw/zh-tw,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
448,url:https://biblioasia.nlb.gov.sg/,SURF-ESR1931R038,BiblioAsia,Home | BiblioAsia,Singapore,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://biblioasia.nlb.gov.sg/,IMG02: BiblioAsia source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
449,url:http://cceguatemala.org/archivos/servicios/biblioteca,SURF-NMIIC2026R0070,Biblioteca - Mediateca del Centro Cultural del España en Guatemala,CCE/G | Biblioteca,Latin America,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://cceguatemala.org/archivos/servicios/biblioteca,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
450,url:https://www.argentina.gob.ar/parquesnacionales/biblioteca,SURF-NMIIC2026R0017,Biblioteca Central y Centro de Documentación Perito Francisco P. Moreno,Biblioteca Central y Centro de Documentación Perito Francisco P. Moreno | Argentina.gob.ar,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.argentina.gob.ar/parquesnacionales/biblioteca,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
451,url:https://www.bibliovalle.gov.co/,SURF-NMIIC2026R0287,Biblioteca Departamental Jorge Garcés Borrero,Inicio - BiblioValle,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.bibliovalle.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
452,url:https://udesa.edu.ar/biblioteca,SURF-NMIIC2026R0238,Biblioteca Max Von Buch,Biblioteca Max von Buch | UdeSA,Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://udesa.edu.ar/biblioteca,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
453,url:https://bndigital.bn.gov.br/,SURF-ESR1931R026,Biblioteca Nacional Digital Brasil,BNDigital,Brazil,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://bndigital.bn.gov.br/,IMG02: Biblioteca Nacional Digital Brasil source-registry context record. Recommended image policy: IMG00_or_IMG02_after_source_terms.,Source-registry context capture keeps source images source-hosted and does not claim item-level image reuse.
454,url:https://www.bibliotecanacionaldigital.gob.cl/bnd/637/w3-article-156874.html,SURF-NXS2026R001,Biblioteca Nacional Digital de Chile / Memoria Chilena,Murales Brigada Ramona Parra [fotografía] Armindo Cardoso.,Chile,1930_1970,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.bibliotecanacionaldigital.gob.cl/bnd/637/w3-article-156874.html,IMG02: Source page exposes a source-hosted preview image. This is treated as IMG02 for framed source viewing only; no local copy or reuse claim is made.,Use source-hosted preview only with visible source return and rights/context note.
455,url:https://www.memoriachilena.gob.cl/602/w3-article-126078.html,SURF-NXS2026R006,Biblioteca Nacional Digital de Chile / Memoria Chilena,Memoria Chilena Mural de la Brigada Ramona Parra,Chile,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.memoriachilena.gob.cl/602/w3-article-126078.html,IMG02: Source page exposes a source-hosted preview image. This is treated as IMG02 for framed source viewing only; no local copy or reuse claim is made.,Use source-hosted preview only with visible source return and rights/context note.
456,url:https://www.bibliotecanacionaldigital.gob.cl/bnd/649/w3-article-605531.html,SURF-NXS2026R008,Biblioteca Nacional Digital de Chile / Memoria Chilena,Contra la dictadura ... pintaremos hasta el cielo!! [estampa] :,Chile,1970_2000,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.bibliotecanacionaldigital.gob.cl/bnd/649/w3-article-605531.html,IMG02: Source page exposes a source-hosted preview image. This is treated as IMG02 for framed source viewing only; no local copy or reuse claim is made.,Use source-hosted preview only with visible source return and rights/context note.
457,url:https://bibliotecanuestroshijos.com.uy/,SURF-NMIIC2026R0338,Biblioteca Nuestros Hijos,Inicio - Biblioteca Nuestros Hijos,Uruguay,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://bibliotecanuestroshijos.com.uy/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
458,url:https://www.bibliotecaediaz.com.ar/,SURF-NMIIC2026R0240,Biblioteca Pedagógica Eudoro Díaz,"Biblioteca Pedagógica ""Eudoro Díaz""",Argentina,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.bibliotecaediaz.com.ar/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
459,url:https://uasd.edu.do/biblioteca-pedro-mir,SURF-NMIIC2026R0312,Biblioteca Pedro Mir,Biblioteca Pedro Mir - UASD,Latin America,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://uasd.edu.do/biblioteca-pedro-mir/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
460,url:https://bibliotecasmedellin.gov.co/,SURF-NMIIC2026R0279,Biblioteca Pública Barrial Fernando Gómez Martinez,Inicio - Sistema de Bibliotecas Publicas de Medellín,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://bibliotecasmedellin.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
461,url:https://www.elguacamayo-santander.gov.co/,SURF-NMIIC2026R0504,Biblioteca Pública Municipal Domingo Sabio,Alcaldía Municipal de El Guacamayo en Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.elguacamayo-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
462,url:https://www.macaravita-santander.gov.co/,SURF-NMIIC2026R0503,Biblioteca Pública Municipal Donaldo Ortiz Sierra,Municipio de Macaravita,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.macaravita-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
463,url:https://www.vetas-santander.gov.co/,SURF-NMIIC2026R0502,Biblioteca Pública Municipal Dr. HermesDuarte Arias- Municipio de Vetas,http://vetassantander.micolombiadigital.gov.co/administrador/,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.vetas-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
464,url:https://www.toledo-nortedesantander.gov.co/,SURF-NMIIC2026R0505,Biblioteca Pública Municipal Eduardo Cote Lamus,Alcaldía de Toledo Norte de Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.toledo-nortedesantander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
465,url:https://www.cachira-nortedesantander.gov.co/,SURF-NMIIC2026R0506,Biblioteca Pública Municipal Eladio Segundo Sarmiento Garavito,Alcaldía de Cáchira de Norte de Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.cachira-nortedesantander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
466,url:https://www.nechi-antioquia.gov.co/,SURF-NMIIC2026R0508,Biblioteca Pública Municipal Eulises Rivera,Alcaldía de Nechí Antioquia,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.nechi-antioquia.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
467,url:https://www.taraira-vaupes.gov.co/,SURF-NMIIC2026R0507,Biblioteca Pública Municipal Ezequiel Oviedo Nieto,Alcaldía de Taraira,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.taraira-vaupes.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
468,url:https://www.sucre.gov.co/,SURF-NMIIC2026R0509,Biblioteca Pública Municipal Fernando Díaz Herazo De Galeras,Departamento de Sucre - Gobernación de Sucre,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.sucre.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
469,url:https://www.ocamonte-santander.gov.co/,SURF-NMIIC2026R0510,Biblioteca Pública Municipal Fernando Enrique Mancilla Silva,Alcaldía Municipal de Ocamonte en Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.ocamonte-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
470,url:https://www.lacumbre-valle.gov.co/,SURF-NMIIC2026R0511,Biblioteca Pública Municipal Francisco Antonio Gómez García,Alcaldía Municipal de La Cumbre - Valle Del Cauca,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.lacumbre-valle.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
471,url:https://www.chalan-sucre.gov.co/,SURF-NMIIC2026R0512,Biblioteca Pública Municipal Gabriel García Marquez,Alcaldía Municipal de Chalán - Sucre,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.chalan-sucre.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
472,url:https://www.facebook.com/Bibliosanantonio,SURF-NMIIC2026R0047,Biblioteca Pública Municipal German Guzmán Campos,"German Guzman Campos (@Bibliosanantonio) • Facebook, Connect with friends",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.facebook.com/Bibliosanantonio/?fref=ts,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
473,url:https://www.cimitarra-santander.gov.co/,SURF-NMIIC2026R0516,Biblioteca Pública Municipal Gilma Castellanos,ALCALDÍA MUNICIPAL DE CIMITARRA SANTANDER,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.cimitarra-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
474,url:http://www.laceja-antioquia.gov.co,SURF-NMIIC2026R0519,Biblioteca Pública Municipal Gregorio Gutiérrez Gónzalez,Sede electrónica Alcaldia de la Ceja,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://www.laceja-antioquia.gov.co,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
475,url:https://www.tenza-boyaca.gov.co/,SURF-NMIIC2026R0514,Biblioteca Pública Municipal Guillermo Salamanca Pacheco,"Alcaldía Municipal de Tenza, Boyacá",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.tenza-boyaca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
476,url:https://www.guapi-cauca.gov.co/,SURF-NMIIC2026R0513,Biblioteca Pública Municipal Helcías Martán Góngora,Alcaldía Municipal de Guapi Cauca,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.guapi-cauca.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
477,url:https://www.curumani-cesar.gov.co/,SURF-NMIIC2026R0518,Biblioteca Pública Municipal José Concepción Machado Ruiz,Alcaldía Municipal de Curumaní - Cesar,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.curumani-cesar.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
478,url:https://www.buenavista-cordoba.gov.co/,SURF-NMIIC2026R0517,Biblioteca Pública Municipal José Francisco Rojas Guerra,Alcaldía Municipal de Buenavista en Córdoba,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.buenavista-cordoba.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
479,url:http://www.providencia-narino.gov.co/,SURF-NMIIC2026R0515,Biblioteca Pública Municipal José Félix Yela Mejía,Alcaldía Municipal de Providencia-Nariño,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,http://www.providencia-narino.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
480,url:https://www.sansebastiandebuenavista-magdalena.gov.co/,SURF-NMIIC2026R0522,Biblioteca Pública Municipal José Gustavo Pava Peña,"Alcaldía Municipal de San Sebastián de Buenavista, Magdalena",Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.sansebastiandebuenavista-magdalena.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
481,url:https://www.urumita-guajira.gov.co/,SURF-NMIIC2026R0520,Biblioteca Pública Municipal José Lorenzo Celedon Benjumea,Alcaldía de Urumita,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.urumita-guajira.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
482,url:https://www.suaita-santander.gov.co/,SURF-NMIIC2026R0521,Biblioteca Pública Municipal Juan Crisostomo de Echavarria,Alcaldía Municipal de Suaita Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.suaita-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
483,url:https://www.capitanejo-santander.gov.co/,SURF-NMIIC2026R0526,Biblioteca Pública Municipal Juan De Jesús Wilches,Alcaldía Municipal de Capitanejo en Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.capitanejo-santander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
484,url:https://www.cumaribo-vichada.gov.co/,SURF-NMIIC2026R0525,Biblioteca Pública Municipal La Cacica María,Alcaldía de Cumaribo,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.cumaribo-vichada.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
485,url:https://www.villanueva-guajira.gov.co/,SURF-NMIIC2026R0529,Biblioteca Pública Municipal Luis Carlos Loucurture Daza,Alcaldía Municipal de Villanueva La Guajira,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.villanueva-guajira.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
486,url:https://www.ocana-nortedesantander.gov.co/,SURF-NMIIC2026R0528,Biblioteca Pública Municipal Luis Eduardo Paéz Courvel,Alcaldía Municipal de Ocaña en Norte de Santander,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.ocana-nortedesantander.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
487,url:https://www.agustincodazzi-cesar.gov.co/,SURF-NMIIC2026R0527,Biblioteca Pública Municipal Luis José Barros Quintero,Alcaldia Municipal Agustin Codazzi Cesar,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.agustincodazzi-cesar.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
488,url:https://www.luruaco-atlantico.gov.co/,SURF-NMIIC2026R0524,Biblioteca Pública Municipal Luruaco,Alcaldía Municipal de Luruaco Atlántico,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.luruaco-atlantico.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
489,url:https://www.jerico-antioquia.gov.co/,SURF-NMIIC2026R0523,Biblioteca Pública Municipal Madre Laura Montoya Upegui,Alcaldía Municipal de Jericó en Antioquia,Colombia,undated_or_unparsed,IMG02,false,false,true,0.45,img02_open_rights_review,Find item-level open-license or public-domain evidence from the source record before any IMG03 upgrade.,false,https://www.jerico-antioquia.gov.co/,IMG02: source-hosted image route only; not open rights.,No IMG01/IMG03 upgrade. Source-hosted route is retained for rights-aware display review.
