surface_id,source_record_id,source_record_url,title,best_image_state,weighted_gap_points,local_record_found,local_capture_id,local_record_file,local_image_state,local_rights_review_required,local_rights_text_excerpt,raw_record_found,raw_rights_uri,raw_rights_text_excerpt,raw_rights_signal,rights_signal,future_action,upgrade_recommendation,automatic_upgrade_allowed,iiif_or_viewer_available,image_url_detected_excerpt
SURF-GSU1970R005,ugwa:42156,https://digitalcollections.library.gsu.edu/digital/collection/ugwa/id/42156,"Index card file for plants or locals in Washington, D.C., 1936",IMG02,0.45,true,GSU1970R005,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,http://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/ugwa/id/42156,https://digitalcollections.library.gsu.edu/iiif/2/ugwa:42156/full/full/0/default.jpg
SURF-GSU2026R001,lane:11520,https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11520,"Inventory of unscanned negatives in the Lane Brothers photographic collection, Corporate bodies series (number 5 of 6",IMG02,0.45,true,GSU2026R001,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11520,https://digitalcollections.library.gsu.edu/iiif/2/lane:11520/full/full/0/default.jpg
SURF-GSU2026R002,lane:11552,https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11552,"Inventory of unscanned negatives in the Lane Brothers photographic collection, Things series (number 2 of 2)",IMG02,0.45,true,GSU2026R002,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/lane/id/11552,https://digitalcollections.library.gsu.edu/iiif/2/lane:11552/full/full/0/default.jpg
SURF-GSU2026R051,printed:1185,https://digitalcollections.library.gsu.edu/digital/collection/printed/id/1185,Life As a Feminist in Georgia: A Personal Recollection,IMG02,0.45,true,GSU2026R051,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/printed/id/1185,https://digitalcollections.library.gsu.edu/iiif/2/printed:1185/full/full/0/default.jpg
SURF-GSU2026R034,arwg:13516,https://digitalcollections.library.gsu.edu/digital/collection/arwg/id/13516,"MCCL Newsletter, 1984-08",IMG02,0.45,true,GSU2026R034,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/arwg/id/13516,https://digitalcollections.library.gsu.edu/iiif/2/arwg:13516/full/full/0/default.jpg
SURF-GSU1970R006,IAM:46397,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/46397,"Machinists' Monthly Journal, 1936-01",IMG02,0.45,true,GSU1970R006,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/46397,https://digitalcollections.library.gsu.edu/iiif/2/IAM:46397/full/full/0/default.jpg
SURF-GSU1970R011,IAM:24614,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/24614,"Machinists' Monthly Journal, 1942-03",IMG02,0.45,true,GSU1970R011,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/24614,https://digitalcollections.library.gsu.edu/iiif/2/IAM:24614/full/full/0/default.jpg
SURF-GSU1970R020,IAM:20547,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/20547,"Machinists' Monthly Journal, 1952-08",IMG02,0.45,true,GSU1970R020,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/20547,https://digitalcollections.library.gsu.edu/iiif/2/IAM:20547/full/full/0/default.jpg
SURF-GSU1970R017,labor:3896,https://digitalcollections.library.gsu.edu/digital/collection/labor/id/3896,"Man and poster encouraging union members to vote at a CIO Constitutional Convention, Chicago, Illinois, November 1950.",IMG02,0.45,true,GSU1970R017,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/labor/id/3896,https://digitalcollections.library.gsu.edu/iiif/2/labor:3896/full/full/0/default.jpg
SURF-GSU2026R032,arwg:13932,https://digitalcollections.library.gsu.edu/digital/collection/arwg/id/13932,"March for Life, 1983-09",IMG02,0.45,true,GSU2026R032,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/arwg/id/13932,https://digitalcollections.library.gsu.edu/iiif/2/arwg:13932/full/full/0/default.jpg
SURF-GSU1970R016,popmusic:1589,https://digitalcollections.library.gsu.edu/digital/collection/popmusic/id/1589,Margaret Whiting scrapbook 3,IMG02,0.45,true,GSU1970R016,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/popmusic/id/1589,https://digitalcollections.library.gsu.edu/digital/api/singleitem/image/popmusic/1589/default.jpg
SURF-GSU2026R011,gpc:9099,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/9099,"Open Door, 1971-03",IMG02,0.45,true,GSU2026R011,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"Copyright to this item is owned by Georgia State University. Georgia State University has made this item available under a Creative Commons Attribution 4.0 International License. For more information, see...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/9099,https://digitalcollections.library.gsu.edu/iiif/2/gpc:9099/full/full/0/default.jpg
SURF-GSU2026R025,ajc:2520,https://digitalcollections.library.gsu.edu/digital/collection/ajc/id/2520,"Otto Kleiman and Anne Cox Chambers presenting Georgia Governor Busbee with a Bio-Energy '80, World Congress poster, Atlanta, Georgia, November 27, 1979.",IMG02,0.45,true,GSU2026R025,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/ajc/id/2520,https://digitalcollections.library.gsu.edu/iiif/2/ajc:2520/full/full/0/default.jpg
SURF-GSU2026R019,PATCO:132668,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/132668,"PATCO Safety Committee, Correspondence, News Clippings, 1975-1976 [2 of 2]",IMG02,0.45,true,GSU2026R019,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/PATCO/id/132668,https://digitalcollections.library.gsu.edu/iiif/2/PATCO:132668/full/full/0/default.jpg
SURF-GSU2026R027,arwg:16848,https://digitalcollections.library.gsu.edu/digital/collection/arwg/id/16848,"People Concerned for the Unborn Child Newsletter, 1981-12",IMG02,0.45,true,GSU2026R027,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,https://rightsstatements.org/vocab/InC-EDU/1.0/,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/arwg/id/16848,https://digitalcollections.library.gsu.edu/iiif/2/arwg:16848/full/full/0/default.jpg
SURF-GSU1970R007,SKennedy:9730,https://digitalcollections.library.gsu.edu/digital/collection/SKennedy/id/9730,"Periodicals, assorted, 1938-1951",IMG02,0.45,true,GSU1970R007,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/SKennedy/id/9730,https://digitalcollections.library.gsu.edu/iiif/2/SKennedy:9730/full/full/0/default.jpg
SURF-GSU2026R014,popmusic:10760,https://digitalcollections.library.gsu.edu/digital/collection/popmusic/id/10760,"Poster: Mar y Sol; Easter in the Caribbean with Music and Friends, The First International Puerto<br>Rican Pop Festival, April 1-3, 1972",IMG02,0.45,true,GSU2026R014,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,http://rightsstatements.org/vocab/InC-EDU/1.0/,,raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/popmusic/id/10760,https://digitalcollections.library.gsu.edu/iiif/2/popmusic:10760/full/full/0/default.jpg
SURF-GSU2026R033,AFLCIO:137824,https://digitalcollections.library.gsu.edu/digital/collection/AFLCIO/id/137824,Posters and Calendar of Atlanta Black History,IMG02,0.45,true,GSU2026R033,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,http://rightsstatements.org/vocab/InC-EDU/1.0,,raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/AFLCIO/id/137824,https://digitalcollections.library.gsu.edu/iiif/2/AFLCIO:137824/full/full/0/default.jpg
SURF-GSU2026R037,yearbooks:10916,https://digitalcollections.library.gsu.edu/digital/collection/yearbooks/id/10916,"Rampway, 1986",IMG02,0.45,true,GSU2026R037,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. However, for this Item, either (a) no rights-holder(s) have been identified or (b) one or more rights-holder(s) have been identified but none have been located. You are free to...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/yearbooks/id/10916,https://digitalcollections.library.gsu.edu/digital/api/singleitem/image/yearbooks/10916/default.jpg
SURF-GSU2026R042,signal:29640,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/29640,"Signal, 1992-03-03",IMG02,0.45,true,GSU2026R042,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/29640,https://digitalcollections.library.gsu.edu/iiif/2/signal:29640/full/full/0/default.jpg
SURF-GSU2026R008,IAM:309,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/309,"Solidarity Forever poster, 1970s",IMG02,0.45,true,GSU2026R008,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/309,https://digitalcollections.library.gsu.edu/iiif/2/IAM:309/full/full/0/default.jpg
SURF-GSU2026R041,eastern:5685,https://digitalcollections.library.gsu.edu/digital/collection/eastern/id/5685,"TWU Express, 1989-06-30",IMG02,0.45,true,GSU2026R041,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/eastern/id/5685,https://digitalcollections.library.gsu.edu/iiif/2/eastern:5685/full/full/0/default.jpg
SURF-GSU2026R021,IAM:113115,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/113115,"The 751 Aero Mechanic, 1975-09-04",IMG02,0.45,true,GSU2026R021,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/113115,https://digitalcollections.library.gsu.edu/iiif/2/IAM:113115/full/full/0/default.jpg
SURF-GSU2026R048,gpc:14839,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/14839,"The Collegian, 2003-12-08",IMG02,0.45,true,GSU2026R048,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"Copyright to this item is owned by Georgia State University. Georgia State University has made this item available under a Creative Commons Attribution 4.0 International License. For more information, see...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/14839,https://digitalcollections.library.gsu.edu/iiif/2/gpc:14839/full/full/0/default.jpg
SURF-GSU2026R043,gpc:12291,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/12291,"The DeKalb Collegian, 1993-05-05",IMG02,0.45,true,GSU2026R043,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"Copyright to this item is owned by Georgia State University. Georgia State University has made this item available under a Creative Commons Attribution 4.0 International License. For more information, see...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/gpc/id/12291,https://digitalcollections.library.gsu.edu/iiif/2/gpc:12291/full/full/0/default.jpg
SURF-GSU1970R027,signal:3856,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/3856,"The Georgia State College Signal, 1966-04-28",IMG02,0.45,true,GSU1970R027,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/3856,https://digitalcollections.library.gsu.edu/iiif/2/signal:3856/full/full/0/default.jpg
SURF-GSU2026R028,signal:14482,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/14482,"The Georgia State University Signal, 1981-04-28",IMG02,0.45,true,GSU2026R028,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/14482,https://digitalcollections.library.gsu.edu/iiif/2/signal:14482/full/full/0/default.jpg
SURF-GSU2026R050,IAM:120391,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/120391,"The IAM District 190 Sparkplug, 2009-06/2009-07",IMG02,0.45,true,GSU2026R050,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/120391,https://digitalcollections.library.gsu.edu/iiif/2/IAM:120391/full/full/0/default.jpg
SURF-GSU1970R022,IAM:74125,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/74125,"The Machinist, 1960-11-17",IMG02,0.45,true,GSU1970R022,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/74125,https://digitalcollections.library.gsu.edu/iiif/2/IAM:74125/full/full/0/default.jpg
SURF-GSU1970R023,IAM:73962,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/73962,"The Machinist, 1961-03-09",IMG02,0.45,true,GSU1970R023,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/73962,https://digitalcollections.library.gsu.edu/iiif/2/IAM:73962/full/full/0/default.jpg
SURF-GSU1970R024,IAM:74727,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/74727,"The Machinist, 1961-03-23",IMG02,0.45,true,GSU1970R024,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/74727,https://digitalcollections.library.gsu.edu/iiif/2/IAM:74727/full/full/0/default.jpg
SURF-GSU1970R025,IAM:74521,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/74521,"The Machinist, 1962-03-29",IMG02,0.45,true,GSU1970R025,data/capture_batch_gsu_contentdm_image_ready_1830_1970_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/74521,https://digitalcollections.library.gsu.edu/iiif/2/IAM:74521/full/full/0/default.jpg
SURF-GSU2026R036,IAM:77746,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/77746,"The Machinist, 1985-02",IMG02,0.45,true,GSU2026R036,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/IAM/id/77746,https://digitalcollections.library.gsu.edu/iiif/2/IAM:77746/full/full/0/default.jpg
SURF-GSU2026R052,signal:43679,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/43679,"The Signal, 2013-10-08",IMG02,0.45,true,GSU2026R052,data/capture_batch_gsu_contentdm_image_ready_1971_2026_records.csv,IMG02,true,GSU CONTENTdm item exposes a source-hosted IIIF image/thumbnail; use source-linked display and keep item-level rights visible.,true,,"This Item is protected by copyright and/or related rights. You are free to use this Item in any way that is permitted by the copyright and related rights legislation that applies to your use. In addition, no permission is required from...",raw_blocking_or_permission_rights_signal,blocked_by_raw_copyright_or_permission_signal,keep_img02_pending_explicit_open_rights,no_upgrade,false,https://digitalcollections.library.gsu.edu/digital/collection/signal/id/43679,https://digitalcollections.library.gsu.edu/iiif/2/signal:43679/full/full/0/default.jpg
