sample_id,sample_type,target_display_labels,target_region_ids,target_geo_ids,surface_id,source_record_id,title,date_text,period_band,source_name,current_region_label,candidate_action,confidence,evidence_fields,evidence_snippet,review_question
RGN-QA-044,auto_map_stratified,Egypt,REG013,GEO056,SURF-CRG2026R1024,CRG2026R1024,Aydah poster.jpg,1942,1930_1970,Wikimedia Commons file source / Aydah poster.jpg / page 181492147,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Egypt | sourceSubjects: Africa; Egypt; film poster; | title: Aydah poster.jpg | sourceDescription: Film poster of Egyptian film Aydah,Does high-signal metadata support this target geography?
RGN-QA-045,auto_map_stratified,Egypt,REG013,GEO056,SURF-CRG2026R1121,CRG2026R1121,Berlanti (1944).jpg,1944,1930_1970,Wikimedia Commons file source / Berlanti (1944).jpg / page 140006922,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Egypt | sourceSubjects: Africa; Egypt; film poster; | title: Berlanti (1944).jpg | sourceDescription: Film poster of Egyptian film Berlanti (1944),Does high-signal metadata support this target geography?
RGN-QA-046,auto_map_stratified,Egypt,REG013,GEO056,SURF-CRG2026R1270,CRG2026R1270,Hedeya (1947).jpg,1947,1930_1970,Wikimedia Commons file source / Hedeya (1947).jpg / page 123589195,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Egypt | sourceSubjects: Africa; Egypt; film poster; | title: Hedeya (1947).jpg | sourceDescription: Mahmoud Zulfikar on the poster for the 1947 Egyptian film Hedeya.,Does high-signal metadata support this target geography?
RGN-QA-047,auto_map_stratified,Egypt,REG013,GEO056,SURF-CRG2026R1285,CRG2026R1285,Above the Clouds (1948).jpg,1948,1930_1970,Wikimedia Commons file source / Above the Clouds (1948).jpg / page 123429234,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Egypt | sourceSubjects: Africa; Egypt; film poster; | title: Above the Clouds (1948).jpg | sourceDescription: Egyptian classical film poster, released in 1948",Does high-signal metadata support this target geography?
RGN-QA-048,auto_map_stratified,Egypt,REG013,GEO056,SURF-CRG2026R1371,CRG2026R1371,Ali Mosharrafa.jpg,1950,1930_1970,Wikimedia Commons file source / Ali Mosharrafa.jpg / page 6989024,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Egypt | sourceSubjects: Africa; Egypt; book cover; Category:Ali Moustafa Mosharafa Category:PD Egypt | title: Ali Mosharrafa.jpg | sourceDescription: This is a photo of Ali Moustafa Mosharafa , a famous Egyptian Scientist, shown on the back of the cover of one of his books ""Science and Us"". it is more than 50 years old and repre",Does high-signal metadata support this target geography?
RGN-QA-049,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R0134,CRG2026R0134,DBPB 1952 97 Werner von Siemens.jpg,1892,pre_1930,Wikimedia Commons file source / DBPB 1952 97 Werner von Siemens.jpg / page 4683346,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1952 Deutsche Bundespost Berlin stamps Category:Alfred Goldammer Category:Files using Template:Philately Category:German stamps revi | title: DBPB 1952 97 Werner von Siemens.jpg | sourceDescription: stamp series, men of the history of Berlin I, Werner von Siemens, (1816-1892)",Does high-signal metadata support this target geography?
RGN-QA-050,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R0144,CRG2026R0144,DBP 1994 1753 Willi Richter.jpg,1894,pre_1930,Wikimedia Commons file source / DBP 1994 1753 Willi Richter.jpg / page 12731261,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:100th birth anniversaries on stamps Category:1994 stamps of Germany Category:Anniversaries on stamps of Germany (birth) Category:Deu | title: DBP 1994 1753 Willi Richter.jpg | sourceDescription: 100th day of birth of Willi Richter (1894—1972),Does high-signal metadata support this target geography?
RGN-QA-051,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R0904,CRG2026R0904,Wechselsteuermarke 0.10M 1938.jpg,1938,1930_1970,Wikimedia Commons file source / Wechselsteuermarke 0.10M 1938.jpg / page 1208802,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:Bill of exchange tax stamps Category:Files with no machine-readable author Category:Files with no machine-readable source Category:M | title: Wechselsteuermarke 0.10M 1938.jpg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1938; place evidence: Global / release gate expansion; form/medium: release-gate open,Does high-signal metadata support this target geography?
RGN-QA-052,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R1256,CRG2026R1256,Alliierte Besetzung 1946 917.jpg,1946,1930_1970,Wikimedia Commons file source / Alliierte Besetzung 1946 917.jpg / page 11517639,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1946 stamps of Germany Category:Files using Template:Philately Category:German stamps review PD-shape Category:PD-Germany-§134-KUG C | title: Alliierte Besetzung 1946 917.jpg | sourceDescription: series of stamps of the allied occupation, Numbers",Does high-signal metadata support this target geography?
RGN-QA-053,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R1411,CRG2026R1411,DBP 1951 123 Posthorn.jpg,1951,1930_1970,Wikimedia Commons file source / DBP 1951 123 Posthorn.jpg / page 4796335,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1951 Deutsche Bundespost stamps Category:German stamps review keep Category:PD-Germany-§134-KUG Category:Posthornserie Category:Work | title: DBP 1951 123 Posthorn.jpg | sourceDescription: Stamp description / Briefmarkenbeschreibung Posthorn-Serie Ausgabepreis: 2 Pfennig First Day of Issue / Erstausgabetag: 1. August 1951 Michel-Katalog-Nr: 123,Does high-signal metadata support this target geography?
RGN-QA-054,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R1528,CRG2026R1528,Yemen-fussball-wm-1954.jpg,1954,1930_1970,Wikimedia Commons file source / Yemen-fussball-wm-1954.jpg / page 9562451,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; stamp; Category:1970 stamps of North Yemen Category:Association football balls on stamps Category:Bern on stamps Category:Buildings on stamps Catego | title: Yemen-fussball-wm-1954.jpg | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 1954; place evidence: Global / release gate expansion; form/medium: release-gate open,Does high-signal metadata support this target geography?
RGN-QA-055,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R1556,CRG2026R1556,"Karl Mickel, Gedichte 1957-1974 (1990).jpg",1957,1930_1970,"Wikimedia Commons file source / Karl Mickel, Gedichte 1957-1974 (1990).jpg / page 8458632",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:Book covers from Germany Category:Karl Mickel Category:PD ineligible | title: Karl Mickel, Gedichte 1957-1974 (1990).jpg | sourceDescription: Book cover of Karl Mickel, ""Gedichte 1957-1974"" (1990)",Does high-signal metadata support this target geography?
RGN-QA-056,auto_map_stratified,Germany,REG001,GEO006,SURF-CRG2026R1557,CRG2026R1557,"Karl Mickel, Odysseus in Ithaka. Gedichte 1957-1974, 1976.jpg",1957,1930_1970,"Wikimedia Commons file source / Karl Mickel, Odysseus in Ithaka. Gedichte 1957-1974, 1976.jpg / page 8709020",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:Book covers from Germany Category:Karl Mickel | title: Karl Mickel, Odysseus in Ithaka. Gedichte 1957-1974, 1976.jpg | sourceDescription: Book cover of Karl Mickel, ""Odysseus in Ithaka. Gedichte 1957-1974"", 1976",Does high-signal metadata support this target geography?
RGN-QA-057,auto_map_stratified,Canada,REG003,GEO026,SURF-CRG2026R0048,CRG2026R0048,Rossin House promotional pamphlet.jpg,1870,pre_1930,Wikimedia Commons file source / Rossin House promotional pamphlet.jpg / page 4320801,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; pamphlet; Category:1870s advertisements in Canada Category:1873 in Toronto Category:Hotel advertising Category:Images from the City of Toronto Archi | title: Rossin House promotional pamphlet.jpg | sourceDescription: Advertising flyer for Rossin House Hotel, Toronto, Canada.",Does high-signal metadata support this target geography?
RGN-QA-058,auto_map_stratified,Canada,REG003,GEO026,SURF-COM1970R001,COM1970R001,Ontario Immigration Poster.jpg,1878,pre_1930,Wikimedia Commons,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: 1878 in Ontario|Immigration to Canada|PD Canada|Images from Archives of Ontario|1878 advertisements|Posters of Canada|Advertising posters|Advertisements in Canada|Land grants|Adver | title: Ontario Immigration Poster.jpg | sourceDescription: Poster advertising immigration to Ontario, 1878",Does high-signal metadata support this target geography?
RGN-QA-059,auto_map_stratified,Canada,REG003,GEO026,SURF-CRG2026R0244,CRG2026R0244,Laurier 1910 Vol 06 no 07 Man-to-Man Magazine cover.jpg,1910,pre_1930,Wikimedia Commons file source / Laurier 1910 Vol 06 no 07 Man-to-Man Magazine cover.jpg / page 25493424,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; magazine cover; Category:CC-BY-2.0 Category:Caricatures of Wilfrid Laurier Category:Flickr images verified by UploadWizard Category:Magazines of Can | title: Laurier 1910 Vol 06 no 07 Man-to-Man Magazine cover.jpg | sourceDescription: Man-to-Man Magazine from 1910, with Prime Minister of Canada Wilfrid Laurier on the cover. This is a combined issue for July and August, which messes up the numbering of volumes an",Does high-signal metadata support this target geography?
RGN-QA-060,auto_map_stratified,Canada,REG003,GEO026,SURF-CRG2026R0497,CRG2026R0497,"The Fur-Trade of Canada, by H. A. Innis, 1927.jpg",1927,pre_1930,"Wikimedia Commons file source / The Fur-Trade of Canada, by H. A. Innis, 1927.jpg / page 53823155",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:1927 books from Canada Category:1927 in Leipzig Category:Book covers from Canada Category:Brühl (Leipzig) Category:Collection G | title: The Fur-Trade of Canada, by H. A. Innis, 1927.jpg | sourceDescription: H. A. Innis, Ph. D. (Assistent Professor of Political Economy, University of Toronto): The Fur-Trade of Canada . Book cover, title page and contents. University of Toronto Library;",Does high-signal metadata support this target geography?
RGN-QA-061,auto_map_stratified,Canada,REG003,GEO026,SURF-CRG2026R0503,CRG2026R0503,1928072 Cherish Heritage Book cover photo.jpg,1928,pre_1930,Wikimedia Commons file source / 1928072 Cherish Heritage Book cover photo.jpg / page 3191993,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:Book covers Category:Gable ornaments Category:PD-old missing SDC copyright status Category:PD Canada Category:Template Unknown  | title: 1928072 Cherish Heritage Book cover photo.jpg | sourceDescription: Waterdown Public School, Waterdown Ontario Canada. Students, Teachers, field trip and camping and farm shots, in Ontario..",Does high-signal metadata support this target geography?
RGN-QA-062,auto_map_stratified,Canada,REG003,GEO026,SURF-CRG2026R0537,CRG2026R0537,Aaheaps.jpg,1930,pre_1930,Wikimedia Commons file source / Aaheaps.jpg / page 3803117,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; leaflet; Category:Abraham Albert Heaps Category:Canadian federal election, 1930 Category:Election posters and signs in Canada Category:PD-1996 Categ | title: Aaheaps.jpg | sourceDescription: 1930 election leaflet for Abraham Albert Heaps .",Does high-signal metadata support this target geography?
RGN-QA-063,auto_map_stratified,Canada,REG003,GEO026,SURF-COM1970R080,COM1970R080,RPA Melhuish poster 069 PN2020 00291-4.jpg,1940,1930_1970,Wikimedia Commons,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Unresolved region | sourceSubjects: PD Canada|Large images|World War II posters from Canada|Victory Bonds|Victory (text)|1940s posters|PD-old missing SDC copyright status|Bombs in art|Images from the Region of Peel A | title: RPA Melhuish poster 069 PN2020 00291-4.jpg | sourceDescription: ""I'm making bombs and buying bonds! Buy Victory Bonds.""",Does high-signal metadata support this target geography?
RGN-QA-064,auto_map_stratified,Canada,REG003,GEO026,SURF-CRG2026R1228,CRG2026R1228,Yysegal.jpg,1944,1930_1970,Wikimedia Commons file source / Yysegal.jpg / page 74266609,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; pamphlet; Category:J. I. Segal Category:PD-1996 Category:PD-1996 (with a reason) Category:PD Canada | title: Yysegal.jpg | sourceDescription: Portrait of J. I. Segal from pamphlet advertising an event for J.I. Segal and the publication of his book Lider un loybn at the Folkshule on 5210 Waverly, ca. 1944.",Does high-signal metadata support this target geography?
RGN-QA-065,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0178,CRG2026R0178,"StateLibQld 1 102016 Interior of Brisbane Technical College Signwriting class, ca. 1900.jpg",1900,pre_1930,"Wikimedia Commons file source / StateLibQld 1 102016 Interior of Brisbane Technical College Signwriting class, ca. 1900.jpg / page 16232837",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; pamphlet; Category:1900 in Australia Category:Advertisements in Australia Category:Black and white photographs of Queensland Category:Boys of Austra | title: StateLibQld 1 102016 Interior of Brisbane Technical College Signwriting class, ca. 1900.jpg | sourceDescription: Interior of Brisbane Technical College Signwriting class, ca. 1900 Students practising lettering on blackboards and signboards.",Does high-signal metadata support this target geography?
RGN-QA-066,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0229,CRG2026R0229,Jarrahland JIngles by Murphy.jpg,1908,pre_1930,Wikimedia Commons file source / Jarrahland JIngles by Murphy.jpg / page 11680605,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; book cover; Category:Book covers from Australia Category:PD-Australia Category:PD-self Category:Self-published work Category:Taken with Pentax K200D | title: Jarrahland JIngles by Murphy.jpg | sourceDescription: Photo of hessian printed cover of book Jarrahland Jingles published in 1908,Does high-signal metadata support this target geography?
RGN-QA-067,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0330,CRG2026R0330,Blood vote.jpg,1917,pre_1930,Wikimedia Commons file source / Blood vote.jpg / page 810504,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; leaflet; Category:1917 in art Category:20th-century poems Category:Billy Hughes Category:Conscription in World War I Category:Opposition to conscrip | title: Blood vote.jpg | sourceDescription: The Blood Vote - Anti-conscription handbill poem issued during anti-conscription campaign, 1917. Purportedly written by William Robert Winspear. Note: Leaflet with a verse by W. R.",Does high-signal metadata support this target geography?
RGN-QA-068,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0358,CRG2026R0358,Spanishinfluenzavictoria.jpg,1918,pre_1930,Wikimedia Commons file source / Spanishinfluenzavictoria.jpg / page 8114092,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; leaflet; Category:1918 documents of Australia Category:1918 in Victoria, Australia Category:1918 in medicine Category:PD-Australia Category:PD-old m | title: Spanishinfluenzavictoria.jpg | sourceDescription: Spanish Influenza leaflet, 1918 (Australia)",Does high-signal metadata support this target geography?
RGN-QA-069,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0538,CRG2026R0538,Airace.jpg,1930,pre_1930,Wikimedia Commons file source / Airace.jpg / page 1927086,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; poster; Category:1930s posters of Australia Category:Air show posters Category:English-language posters Category:MacRobertson Air Race Category:Moto | title: Airace.jpg | sourceDescription: MacRobertson airrace poster 1934 Source: http://www.walkingmelbourne.com/forum/viewtopic.php?t=417,Does high-signal metadata support this target geography?
RGN-QA-070,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0569,CRG2026R0569,"StateLibQld 1 174631 Arcadia Theatre in Stanthorpe, ca. 1933.jpg",1930,pre_1930,"Wikimedia Commons file source / StateLibQld 1 174631 Arcadia Theatre in Stanthorpe, ca. 1933.jpg / page 12375028",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; advertising poster; Category:1933 film posters of Australia, Category:1933 in Queensland Category:1933 photographs of Australia Category:Advertising | title: StateLibQld 1 174631 Arcadia Theatre in Stanthorpe, ca. 1933.jpg | sourceDescription: Arcadia Theatre in Stanthorpe, ca. 1933. High Street, Stanthorpe, featuring the Arcadia Theatre, Sheahan's Chemist and Stanthorpe Stationers (Prop. J. Cloak). Tom Smith and Sons st",Does high-signal metadata support this target geography?
RGN-QA-071,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0570,CRG2026R0570,"StateLibQld 2 128363 Dried fruit window display in Brisbane, ca. 1938.jpg",1930,pre_1930,"Wikimedia Commons file source / StateLibQld 2 128363 Dried fruit window display in Brisbane, ca. 1938.jpg / page 26215187",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; packaging; Category:1938 in Brisbane Category:1938 in commerce Category:Black and white photographs in the 1930s Category:Black and white photograph | title: StateLibQld 2 128363 Dried fruit window display in Brisbane, ca. 1938.jpg | sourceDescription: Dried fruit window display in Brisbane, ca. 1938",Does high-signal metadata support this target geography?
RGN-QA-072,auto_map_stratified,Australia,REG015,GEO069,SURF-CRG2026R0571,CRG2026R0571,"StateLibQld 2 194647 Brisbane city hotel, The Canberra, 1935.jpg",1930,pre_1930,"Wikimedia Commons file source / StateLibQld 2 194647 Brisbane city hotel, The Canberra, 1935.jpg / page 26250791",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Global / release gate expansion | sourceSubjects: Global; release gate expansion; brochure; Category:1935 advertisements Category:1935 in Queensland Category:Advertisements in Australia Category:Ann Street, Brisbane Category:Archi | title: StateLibQld 2 194647 Brisbane city hotel, The Canberra, 1935.jpg | sourceDescription: Brisbane city hotel, The Canberra, 1935 Sketch of The Canberra hotel located on the corner of Edward and Ann Street in Brisbane. Proported to be, ' Australia's largest, most modern",Does high-signal metadata support this target geography?
RGN-QA-073,auto_map_stratified,Nigeria,REG014,GEO063,SURF-CCR2026R0002,CCR2026R0002,"ASC Leiden - NSAG - van Es 9 - 021 - Two information posters are standing against a wall on the sand, with texts - From Kano, Nigeria to Jos, Nigeria - January 1962.tif",1962,1930_1970,"Wikimedia Commons file source / ASC Leiden - NSAG - van Es 9 - 021 - Two information posters are standing against a wall on the sand, with texts - From Kano, Nigeria to Jos, Nigeria - January 1962.tif / page 90909110",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Nigeria | sourceSubjects: Africa; Nigeria; poster; | title: ASC Leiden - NSAG - van Es 9 - 021 - Two information posters are standing against a wall on the sand, with texts - From Kano, Nigeria to Jos, Nigeria - January 1962.tif | sourceDescription: Two posters for information are standing against a wall on the sand, with texts: ""He has NOT learned his telephone drill. Is he going to eat the mouthpiece?"" (drawing of an excited",Does high-signal metadata support this target geography?
RGN-QA-074,auto_map_stratified,Nigeria,REG014,GEO063,SURF-CPB2026R0012,CPB2026R0012,"ASC Leiden - Rietveld Collection - Nigeria 1970 - 1973 - 01 - 092 Biafra stamps. ""Republic of Biafra. May 30. 4D"".jpg",1967,1930_1970,"Wikimedia Commons file source / ASC Leiden - Rietveld Collection - Nigeria 1970 - 1973 - 01 - 092 Biafra stamps. ""Republic of Biafra. May 30. 4D"".jpg / page 81924563",Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Nigeria | sourceSubjects: Africa; Nigeria; stamp; | title: ASC Leiden - Rietveld Collection - Nigeria 1970 - 1973 - 01 - 092 Biafra stamps. ""Republic of Biafra. May 30. 4D"".jpg | sourceDescription: Biafra stamps. ""Republic of Biafra. May 30. 4D"". (May 30, 1967, the independence of Biafra was declared.) Photo of a sheet of 9x9 identical stamps, received for free in Owerri afte",Does high-signal metadata support this target geography?
RGN-QA-075,auto_map_stratified,Nigeria,REG014,GEO063,SURF-SCG1931R0018,SCG1931R0018,Theory of culture,1978,1970_2000,National Repository of Nigeria,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Nigeria | sourceSubjects: poster | title: Theory of culture | sourceDescription: Chapter 1- Their Relationship, Chapter 2- Transcending Their Levels, Chapter 3- Diachronic Cultural Movements, Chapter 4- Science and Imagination, Chapter 5- Conditions for a Metho",Does high-signal metadata support this target geography?
RGN-QA-076,auto_map_stratified,Nigeria,REG014,GEO063,SURF-NMSP2026R0101,NMSP2026R0101,"Home - Centre for Contemporary Art, Lagos",1990-2026 coverage target,1970_2000,CCA Lagos Archive,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Nigeria | sourceSubjects: Africa; Nigeria; contemporary art and visual culture archive; exhibition graphics; publications; visual culture records; DSpace;RSS/Atom;JSON-LD;WordPress REST;Static JS App | title: Home - Centre for Contemporary Art, Lagos | sourceDescription: exhibition graphics; publications; visual culture records source title, description, collection scope, catalog terms, and stable links",Does high-signal metadata support this target geography?
RGN-QA-077,auto_map_stratified,Nigeria,REG014,GEO063,SURF-SCG1931R0019,SCG1931R0019,"Daily trust newspaper, Tuesday, 11th January, 2005: trust is a burden vol.10, no. 37 dhul hajj1, 1425 a.h.",2005-01-11,2000_2026,National Repository of Nigeria,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Nigeria | sourceSubjects: poster | title: Daily trust newspaper, Tuesday, 11th January, 2005: trust is a burden vol.10, no. 37 dhul hajj1, 1425 a.h. | sourceDescription:  Uba meets Oyinlola c’ttee  AUDU OGBE’S RESIGNATION: I resigned to save party –Ogbeh  Hajj: Kwara concludes airlift  EFCC confirms probe of ex-UBA chairman  Trust dialogue hol",Does high-signal metadata support this target geography?
RGN-QA-078,auto_map_stratified,Nigeria,REG014,GEO063,SURF-CCR2026R0038,CCR2026R0038,Poster 3- Social Protection and Social Inclusion (10070591174).jpg,2013,2000_2026,Wikimedia Commons file source / Poster 3- Social Protection and Social Inclusion (10070591174).jpg / page 46107582,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Nigeria | sourceSubjects: Africa; Nigeria; poster; Category:CC-BY-2.0 Category:Flickr images reviewed by FlickreviewR Category:Images uploaded by Natuur12 from UNU-WIDER's Flickr stream Category:Images uplo | title: Poster 3- Social Protection and Social Inclusion (10070591174).jpg | sourceDescription: Ogbonnaya Ukeh Oteh, Graduate Assistant, Michael Okpara University of Agriculture Presentation: Impact of social inclusiveness on effective poverty reduction programmes in Abia Sta",Does high-signal metadata support this target geography?
RGN-QA-079,auto_map_stratified,Nigeria,REG014,GEO063,SURF-CCR2026R0039,CCR2026R0039,Wiki Lockdown.png,2020,2000_2026,Wikimedia Commons file source / Wiki Lockdown.png / page 94184651,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Nigeria | sourceSubjects: Africa; Nigeria; poster; | title: Wiki Lockdown.png | sourceDescription: Wiki Lockdown poster,Does high-signal metadata support this target geography?
RGN-QA-080,auto_map_stratified,Nigeria,REG014,GEO063,SURF-NMIIC2026R0004,NMIIC2026R0004,Agen Judi Bola Sbobet Resmi : Link SBOBET Mobile - Taruhan Judi Bola Online Resmi - Sbobet88,source collection scope; object date not itemized,undated_or_unparsed,Centre For Black And African Arts And Civilization,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,placeText: Africa / Nigeria | sourceSubjects: Africa; Nigeria; museum; IIIF;JSON-LD | title: Agen Judi Bola Sbobet Resmi : Link SBOBET Mobile - Taruhan Judi Bola Online Resmi - Sbobet88 | sourceDescription: Mainkan judi bola sbobet online resmi bersama dengan agen bola sbobet88 resmi terpercaya dan nikmati juga layanan login daftar sbobet yang bisa kamu akses dengan aplikasi link sbob,Does high-signal metadata support this target geography?
RGN-QA-081,auto_map_stratified,Ghana,REG014,GEO064,SURF-NMSP2026R0103,NMSP2026R0103,Nubuke Foundation,2000-2026 coverage target,1970_2000,Nubuke Foundation,Unresolved region,auto_map_from_unresolved,high,placeText; sourceSubjects; title; sourceDescription; sourceNotes; sourceName,"placeText: Africa / Ghana | sourceSubjects: Africa; Ghana; art and cultural archive; exhibition graphics; publications; cultural records; Static JS App | title: Nubuke Foundation | sourceDescription: exhibition graphics; publications; cultural records source title, description, collection scope, catalog terms, and stable links",Does high-signal metadata support this target geography?
RGN-QA-082,auto_map_stratified,Ghana,REG014,GEO064,SURF-PIC1970R0002,PIC1970R0002,"“Street News: The Role of Posters in Democratic Participation in Ghana,”",2010,2000_2026,University of Ghana Digital Collections,Unresolved region,auto_map_from_unresolved,high,placeText; title; sourceDescription; sourceName,"placeText: Ghana | title: “Street News: The Role of Posters in Democratic Participation in Ghana,” | sourceDescription: The source does not provide extended descriptive prose. The item metadata gives date evidence: 2010; creator/attribution: Gadzekpo, A; place evidence: Ghana; form/medium: repositor | sourceName: University of Ghana Digital Collections",Does high-signal metadata support this target geography?
