capture_id,source_id,source_name,source_identifier,source_record_url,source_title,macro_region,country_or_region,image_presence_code,image_url_detected,quality_score,design_signal_score,design_signal_terms,authority_score,authority_tier,authority_terms,text_evidence_chars,risk_flags,surface_readiness,recommended_action,rights_boundary
NMIIC2026R0106,NMSS2026R0089,Villa Karo,Q20380202,https://villakaro.org/,Villa Karo - suomalais-afrikkalainen kulttuurikeskus ja residenssi,Africa,Benin,IMG02,https://villakaro.org/wp-content/uploads/sb-instagram-feed-images/villakaro.benin.jpg,7,0,,3,museum,museum,697,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0107,NMSS2026R0218,Kom Ushim Museum,Q130216139,https://fayoumegypt.com/kom-ushim-museum/,Kom Ushim Museum | Explore Fayoum,Africa,Egypt,IMG02,https://i0.wp.com/fayoumegypt.com/wp-content/uploads/2017/06/IMG_0092.jpg?fit=1024%2C683&ssl=1,7,0,,3,museum,museum,716,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0108,NMSS2026R0292,Bibliotheca Alexandrina,Q501851,https://www.bibalex.org/en/default,Home - Bibliotheca Alexandrina,Latin America,Caribbean,IMG02,http://www.bibalex.org/images/bibalex_share.jpg,4,0,,2,library,library,530,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0109,NMSS2026R0236,Luxor Art Gallery,Q110475417,https://www.luxorartgallery.com/,الأقصر ارت جاليري • مصر LUXOR ART GALLERY • EGYPT,Africa,Egypt,IMG02,http://static1.squarespace.com/static/5b4a28b8d274cbf4debbaf70/t/5e7e17d8506cbf5eb0b212db/1585321950044/Screen+Shot+2020-03-27+at+5.07.43+PM.png?format=1500w,7,2,exhibition,1,gallery,gallery,720,,manual_review_before_surface,review design relevance and geography before any rebuild,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0110,NMSS2026R0355,Akenten Appiah-Menka University of Skills Training and Entrepreneurial Development,Q116455372,https://usted.edu.gh/,Home | USTED,Africa,Ghana,IMG02,https://usted.edu.gh/wp-content/uploads/2023/05/aamusted-scaled-e1685489277694.jpg,5,0,,3,university,craft; library; university,954,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0111,NMSS2026R0348,Artemartis,Q136662373,https://www.theartemartis.com/,ARTEMARTIS,Latin America,Caribbean,IMG02,http://static1.squarespace.com/static/63ffbb402a618f03233c3a41/t/640fa50bb1f61b0d68488004/1678746891320/Artemartis+logo+5.PNG?format=1500w,2,0,,1,gallery,gallery,440,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0112,NMSS2026R0483,Musée de la photographie de Madagascar,Q94608791,https://www.photo-madagascar.com/,Musée de la photographie de Madagascar Musée de la photographie de Madagascar – Musée de la photographie de Madagascar,Latin America,Caribbean,IMG02,https://i0.wp.com/www.photo-madagascar.com/wp-content/uploads/2025/06/cropped-mpm_ico.png?fit=512%2C512&ssl=1,5,0,,3,museum,museum,778,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0113,NMSS2026R0376,Tamale Technical University Library,Q122704464,https://tatu.edu.gh/library-overview/,Library Overview - Tamale Technical University,Africa,Ghana,IMG02,https://tatu.edu.gh/wp-content/uploads/2026/02/TaTU_Administration-1024x768.jpg,7,0,,3,university,library; university,763,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0114,NMSS2026R0441,National Library Service of Malawi,Q6974127,https://nls.mw/,National Library Service,Africa,Malawi,IMG02,https://nls.mw/wp-content/uploads/2026/01/IMG-20260130-WA0084-1024x529.jpg,8,0,,4,national_library,library; national library,551,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0115,NMSS2026R0453,Muso Kunda Museum of Women,Q105706883,https://musokunda.org/,Accueil - Musée de la Femme Muso Kunda,Africa,Mali,IMG02,https://musokunda.org/upload/design/5c7e5fefcf7215.97607506.png,7,0,,3,museum,museum,552,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0116,NMSS2026R0482,National Library of Mauritius,Q6974161,https://www.national-library.mu/,National Library - Réussir son expatriation à l’Île Maurice,Africa,Mauritius,IMG02,https://www.national-library.mu/wp-content/uploads/2026/01/National-Library.png,8,0,,4,national_library,library; national library,742,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0117,NMSS2026R0431,Green Olive Arts,Q117705849,https://www.greenolivearts.com/,"Green Olive Arts: Artist Residency in Tetouan, Morocco",Africa,Morocco,IMG02,http://static1.squarespace.com/static/66ebde41b600a62fb2915444/t/68b95b3df1a97a502244b627/1756977981034/GOA+Logo+Large_Video1.png?format=1500w,7,1,workshop,2,cultural_center,cultural center; studio,838,low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0118,NMSS2026R0466,Q124454126,Q124454126,http://www.kasbah-tebi.com/attraction/kasbah-ait-ougram/,Kasbah Aït Ougram - Kasbah Tebi,Africa,Morocco,IMG02,http://www.kasbah-tebi.com/wp-content/uploads/2015/11/KasbahAitOugram.jpg,5,0,,3,museum,museum,662,qid_as_source_name; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0119,NMSS2026R0468,Source library,Q58973805,https://almowafaqa.com/,Accueil - Institut Œcuménique de Théologie Al Mowafaqa,Africa,Morocco,IMG02,https://almowafaqa.com/wp-content/uploads/2025/12/islamo-mini.jpeg,6,0,,2,library,library,567,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0120,NMSS2026R0488,Angels and Muse,Q111851157,https://vuurwerkwinkelbadbentheim.nl/,SC88 – Đăng Nhập SC88.COM – Trang Chủ SC 88 Top #1 Châu Á,Africa,Nigeria,IMG02,https://vuurwerkwinkelbadbentheim.nl/wp-content/uploads/2026/05/will-you-be-my-24.jpg,0,0,,1,gallery,gallery,728,spam_or_seo_pollution; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0121,NMSS2026R0504,Bowen University Library,Q86342546,https://bowen.edu.ng/university-library/,University Library - Bowen University,Latin America,Caribbean,IMG02,https://bowen.edu.ng/wp-content/uploads/2026/05/default_image_icon_08-scaled.webp,5,0,,3,university,library; university,583,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0122,NMSS2026R0549,!Khwa ttu,Q139762967,https://khwattu.org/home/,"!Khwa ttu - The ""Embassy"" of the San - Home to a Very Different Museum",Africa,South Africa,IMG02,https://khwattu.org/wp-content/uploads/2020/07/DJI_0042-high-res.jpg,7,0,,3,museum,museum,709,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0123,NMSS2026R0555,Ann Bryant Art Gallery,Q112192144,https://www.annbryant.co.za/,"Ann Bryant Art Gallery | National art museum | Ann Bryant Art Gallery, 9 St Marks Rd, Belgravia, East London, South Africa",Latin America,Caribbean,IMG02,"https://static.wixstatic.com/media/2fdad2_b7901510ef6b42e0a10f8c6d548ec2f0~mv2.jpg/v1/fill/w_1024,h_683,al_c/2fdad2_b7901510ef6b42e0a10f8c6d548ec2f0~mv2.jpg",5,0,,3,museum,gallery; museum,835,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0124,NMSS2026R0545,Waaw,Q117774118,https://waawsenegal.org/,Guide complet de Melbet Sénégal 2026,Africa,Senegal,IMG02,https://waawsenegal.org/wp-content/uploads/2024/06/melbet.webp,1,0,,2,cultural_center,cultural center,817,spam_or_seo_pollution; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0125,NMSS2026R0530,Centre culturel Blaise Senghor,Q65154128,https://centrecultureldakar.com,Centre culturel régional de Dakar Blaise Senghor - Centre Culturel Régional Dakar,Africa,Senegal,IMG02,https://centrecultureldakar.com/wp-content/uploads/2026/01/50_ans_ccbs.jpg,6,0,,2,cultural_center,cultural center,726,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0126,NMSS2026R0552,Afronova,Q55690877,https://afronova.com/,Homepage - Afronova | Modern and Contemporary Art,Latin America,Caribbean,IMG02,https://afronova.com/wp-content/uploads/2024/04/Afronova-AKAA-2023-®-BDVA-8-1024x683.jpg,3,0,,1,gallery,gallery,686,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0127,NMSS2026R0554,Anglo-Boer War Museum,Q2227247,https://www.wmbr.org.za/,"Home - Anglo-Boer War Museum: An agency of the Department of Sports, Arts and Culture",Africa,South Africa,IMG02,https://www.wmbr.org.za/wp-content/uploads/Review-us.jpg,7,0,,3,museum,museum,787,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0128,NMSS2026R0553,Albany Museum,Q4709352,https://am.org.za/,Home - Albany Museum,Africa,South Africa,IMG02,https://am.org.za/wp-content/uploads/2026/04/670565802_1475106687740429_6374899670163230524_n-1.jpg,9,2,exhibition,3,museum,museum,840,,manual_review_before_surface,review design relevance and geography before any rebuild,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0129,NMSS2026R0561,Cape Town Holocaust Centre,Q17514353,https://ctholocaust.co.za/,Home - Cape Town Holocaust & Genocide Centre,Africa,South Africa,IMG02,https://ctholocaust.co.za/wp-content/uploads/2020/07/Donate-Cape-Town-Holocaust-and-Genocide-Centre.jpg,7,0,,3,museum,museum,603,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0130,NMSS2026R0557,August House,Q117791631,https://augusthouse.co.za,About Our Art Gallery & Art Studio Near Maboneng | August House About Our Art Gallery & Art Studio Near Maboneng | August House,Latin America,Caribbean,IMG02,https://augusthouse.co.za/wp-content/uploads/2025/01/Collage-workshop-with-Jibril_4-scaled.jpg,4,0,,2,cultural_center,cultural center; gallery; studio,873,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0131,NMSS2026R0207,Olduvai Gorge Museum,Q3868097,https://leakeyjourneys.org/,Leakey Journeys | Fossil Research & Human Origins,Africa,Tanzania,IMG02,https://leakeyjourneys.org/images/banner/IMG_2954.webp,7,0,,3,museum,museum,676,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0132,NMSS2026R0575,Huguenot Memorial Museum,Q2429656,http://museum.co.za/,Home - Huguenot Memorial Museum,Africa,South Africa,IMG02,http://museum.co.za/wp-content/uploads/elementor/thumbs/Refugees-qrn7k5jr0yh4ifc5nxkw7q5fhnozi6yajn2jwtcr1e.jpg,7,0,,3,museum,museum,900,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0133,NMSS2026R0569,Franschhoek Motor Museum,Q26733323,https://www.fmm.co.za/,Home - Franschhoek Motor Museum,Africa,South Africa,IMG02,https://www.fmm.co.za/wp-content/uploads/2025/07/wheelchair_navy.png,7,0,,3,museum,museum,556,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0134,NMSS2026R0558,Bartolomeu Dias Museum Complex,Q15961092,https://diasmuseum.co.za/,Home - Dias Museum | Mossel Bay,Latin America,Caribbean,IMG02,https://diasmuseum.co.za/wp-content/uploads/2024/08/social_share.png,5,0,,3,museum,museum,702,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0135,NMSS2026R0213,Q74520147,Q74520147,https://uoi.ac.tz/,University of Iringa - UoI,Africa,Tanzania,IMG02,https://uoi.ac.tz/wp-content/uploads/2024/09/img_8047-scaled.jpg,5,0,,3,university,library; university,648,qid_as_source_name; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0136,NMSS2026R0576,Irma Stern Museum,Q113331159,https://irmasternmuseum.co.za/,Irma Stern Museum,Africa,South Africa,IMG02,https://musea.qodeinteractive.com/wp-content/themes/musea/assets/img/open_graph.jpg,7,0,,3,museum,museum,508,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0137,NMSS2026R0607,Tekera Resource Centre,Q67781900,https://www.tekera.org/,Tekera | Uganda | International Development Done Differently,Africa,Uganda,IMG02,"https://static.wixstatic.com/media/b46511_5bfee989b7e24a71b4f16db69a0bfa41~mv2.jpg/v1/fill/w_960,h_608,al_c/b46511_5bfee989b7e24a71b4f16db69a0bfa41~mv2.jpg",4,0,,2,library,library,827,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0138,NMSS2026R0608,Uganda Islamic museum and Research centre,Q112041554,https://ugandaislamicmuseumandresearchcentre.org/,Uganda Islamic Museum and Research Centre – Preserving Uganda's Islamic Cultural Heritage,Africa,Uganda,IMG02,https://ugandaislamicmuseumandresearchcentre.org/wp-content/uploads/2020/03/map.jpg,7,0,,3,museum,museum,1078,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0139,NMSS2026R0216,Sukuma Museum,Q7635907,http://sukumamuseum.org/,"Sukuma Museum – Bujora Cultural Centre – Kisesa, Mwanza, Tanzania.",Africa,Tanzania,IMG02,https://sukumamuseum.org/wp-content/uploads/cropped-Bujora-IMG_2683.jpg,7,0,,3,museum,cultural centre; museum,617,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0140,NMSS2026R0609,Uganda Martyrs Museum,Q106936769,https://roselineltd.com/,Home - Rose Line Construction,Africa,Uganda,IMG02,https://roselineltd.com/#primaryimage,7,0,,3,museum,museum,749,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0141,NMSS2026R0536,Leopold Sedar Senghor French Institute,Q3152250,https://ifs.sn/#/,Bienvenue - Institut Français du Sénégal à Dakar,Africa,Senegal,IMG02,https://ifs.sn/wp-content/uploads/2020/07/IF-1.jpg,7,0,,3,institute,cultural center; institute,913,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0142,NMSS2026R0613,Women’s History Museum of Zambia,Q123566302,https://www.whmzambia.org/,The Women's History Museum of Zambia,Africa,Zambia,IMG02,http://static1.squarespace.com/static/5878a307ebbd1ab23e1ed5a0/t/5878b48bf7e0ab6f51eadcb6/1484305548108/resizedWHMlogo2.png?format=1500w,7,0,,3,museum,museum,564,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0143,NMSS2026R0600,East African Revival Museum,Q134307866,https://www.ankolediocese.org/about-us/institutions/east-africa-revival-museum/,East Africa Revival Museum -,Africa,Uganda,IMG02,https://ankolediocese.org/wp-content/uploads/2023/04/Uganda-Bible-Institute-group.jpg,7,0,,3,museum,museum,704,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0144,NMSS2026R0615,NUST Library,Q121283260,https://library.nust.ac.zw/,NUST Library Home -,Africa,Zimbabwe,IMG02,https://library.nust.ac.zw/wp-content/uploads/2024/06/93b8f4e8-4c14-4e30-8c71-ad7b2f12d1f2.jpeg,6,0,,2,library,library,498,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0145,NMSS2026R0617,Natural History Museum of Zimbabwe,Q1771439,https://naturalhistorymuseumzimbabwe.com/,Natural History Museum of Zimbabwe - Bulawayo,Africa,Zimbabwe,IMG02,https://naturalhistorymuseum.s3.us-west-2.amazonaws.com/2016/05/museum-01.jpg,7,0,,3,museum,museum,738,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0146,NMSS2026R0237,Erdenesiin Khuree,Q128795563,https://www.erdenesiin-khuree.com/,Erdenesiin Khuree / Arts & Mongolian Calligraphy Center in Kharkhorin,Central Asia,Mongolia,IMG02,https://static.wixstatic.com/media/bb5f59_92601fa8fe344095a5c1d91a27a4ffe4~mv2.jpg,6,0,,2,cultural_center,cultural center,790,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0147,NMSS2026R0138,National Archives of Kazakhstan,Q12573359,https://www.ulttykarhiv.kz/12481/,Рухани келісім күні - Қазақстан Респубикасының Ұлттық архиві,Central Asia,Kazakhstan,IMG02,https://www.ulttykarhiv.kz/wp-content/uploads/2021/10/yavyppyv.png,8,0,,4,national_archive,archive; national archive,1031,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0148,NMSS2026R0011,Azret-Sultan,Q19358466,https://azretsultan.kz/,"Басты бет - ""Әзірет Сұлтан"" Ұлттық тарихи-мәдени музей-қорығы",Central Asia,Kazakhstan,IMG02,https://azretsultan.kz/wp-content/uploads/2020/04/WhatsApp-Image-2020-04-27-at-14.34.51.jpeg,7,0,,3,museum,museum,727,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0149,NMSS2026R0051,Seedrioru,Q27962628,https://seedrioru.com/web2/,Home,Central Asia,Kazakhstan,IMG02,https://i0.wp.com/seedrioru.com/web2/wp-content/uploads/2022/09/294490720_2226545414185984_6464652423509458_n-1024x768.jpg?ssl=1,7,0,,3,museum,museum,513,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0150,NMSS2026R0272,National Museum of Mongolia,Q2154176,http://nationalmuseum.mn,National Museum of Mongolia,Central Asia,Mongolia,IMG02,http://nationalmuseum.mn/cache/images/f/5/3/c/e/f53ce2abd6b8d232a80dc4595a4abb95886c1359.jpg,8,0,,4,national_museum,museum; national museum,543,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0151,NMSS2026R0020,Chiayi Cultural and Creative Industries Park,Q10911193,https://www.g9cip.com/,嘉義文化創意產業園區,East Asia,Taiwan,IMG02,https://www.g9cip.com/wp-content/uploads/GuideMap.jpg,6,0,,2,cultural_center,cultural center,593,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0152,NMSS2026R0083,Beneficial Microbes Museum and Tourism Factory,Q15198388,https://www.junbaby.com.tw/zh-tw,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,East Asia,Taiwan,IMG02,https://www.junbaby.com.tw/themes/zh-tw/assets/images/og_image.jpg,5,0,,3,museum,museum,692,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0153,NMSS2026R0091,Beneficial Microbes Museum and Tourism Factory,Q15198388,https://www.junbaby.com.tw/en,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,,,IMG02,https://www.junbaby.com.tw/themes/en/assets/images/og_image.jpg,5,0,,3,museum,museum,689,missing_country_or_region; generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0154,NMSS2026R0114,Museum of Fine Arts Named after the Nevzorov Family,Q1954569,https://nevzorovcollection.kz/en/glavnaya-english,Regional Museum of Fine Arts Named after the Nevzorovs Family,Central Asia,Kazakhstan,IMG02,https://nevzorovcollection.kz/wp-content/uploads/2016/12/cost.png,7,0,,3,museum,museum,685,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0155,NMSS2026R0132,National Archaeological Museum of Korçë,Q25570525,https://muzeuarkeologjik.wordpress.com/,Muzeu Arkeologjik Korçë,Eastern Europe,Caucasus,IMG02,https://muzeuarkeologjik.wordpress.com/wp-content/uploads/2017/10/cropped-20171026_094805.jpg,5,0,,3,museum,museum,646,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0156,NMSS2026R0060,Ever Harvest Art Gallery,Q113499550,https://www.everharvestart.com.tw/,首頁 | 日升月鴻畫廊 引領亞洲藝術品,East Asia,Taiwan,IMG02,https://www.everharvestart.com.tw/uploads/images/meta/,7,0,,3,museum,gallery; museum,564,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0157,NMSS2026R0068,DaGuan Gallery,Q113490337,https://daguan.com.tw/,大觀藝術空間 | Home,East Asia,Taiwan,IMG02,https://daguan.com.tw/wp-content/uploads/2018/10/unnamed-file-1024x767.jpg,7,0,,3,museum,gallery; museum,563,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0158,NMSS2026R0108,Museum of Apollonia,Q6940744,https://apolloniaarchaeologicalpark.al/,Kreu - P.A.A.B,Eastern Europe,Caucasus,IMG02,https://apolloniaarchaeologicalpark.al/storage/2025/12/Apolonia_20251215-1536x864.jpg,5,0,,3,museum,museum,830,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0159,NMSS2026R0098,open.data.al,Q97011999,https://ndiqparate.al/,Open Data Albania,Eastern Europe,Caucasus,IMG02,https://ndiqparate.al/wp-content/uploads/2021/01/opa-1.jpg,4,0,,2,library,library,532,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0160,NMSS2026R0004,AIDSSH,Q30607676,https://aidssh.al/,AIDSSH - Autoriteti për Informimin mbi Dokumentet e Ish-Sigurimit të Shtetit,Eastern Europe,Caucasus,IMG02,https://aidssh.al/wp-content/uploads/2025/07/20241007_124013-1-1024x632.jpg,5,0,,3,archive,archive,783,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0161,NMSS2026R0182,Aram Khachaturian Museum,Q5913529,https://akhachaturianmuseum.am/,Արամ Խաչատրյանի տուն-թանգարան,Africa,Egypt,IMG02,https://akhachaturianmuseum.am/wp-content/uploads/2023/10/FB-POST.jpg,7,0,,3,museum,museum,686,missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0162,NMSS2026R0238,Aznavour Center,Q5075276,https://aznavourfoundation.org/,Fondation Aznavour,Eastern Europe,Caucasus,IMG02,https://thb.tildacdn.one/tild3662-3762-4135-b466-383735313439/-/resize/504x/2.jpg,5,0,,3,museum,foundation; museum,512,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0163,NMSS2026R0189,Armenian Center for Contemporary Experimental Art,Q4793164,https://www.accea.info/,Armenian Center for Contemporary Experimental Art,Eastern Europe,Caucasus,IMG02,https://www.accea.info/wp-content/uploads/2025/03/01_accea-770x578.jpg,5,0,,3,museum,museum,790,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0164,NMSS2026R0126,Mother Armenia Military Museum,Q134233763,https://military-museum.mus.am/en/,Military History Museum of . Museum in c. Yerevan | Mus.am,Eastern Europe,Caucasus,IMG02,https://ticket.telegreen.am/api/tickets/uploads/files/MPZ/2208.jpg,7,2,exhibition,3,museum,museum,766,overbroad_country_or_region,manual_review_before_surface,review design relevance and geography before any rebuild,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0165,NMSS2026R0165,"Museum of the Fidahin movement ""Zoravar Andranik""",Q16402576,https://zoravar-andranik.mus.am/en/,«Zoravar Andranik» Museum Dedicated to Fidai Movement. Museum in c. Yerevan | Mus.am,Eastern Europe,Caucasus,IMG02,https://ticket.telegreen.am/api/tickets/uploads/files/DBG/1906.jpg,7,2,exhibition,3,museum,museum,884,overbroad_country_or_region,manual_review_before_surface,review design relevance and geography before any rebuild,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0166,NMSS2026R0153,Museum of Russian Art (collection of prof. A. Abrahamian),Q16398523,http://rusartmuseum.am/en/,"RAFI88: Situs Paling Gacor, Tempatnya Jackpot Maxwin Bikin Saldo Meledak! RAFI88: Situs Paling Gacor, Tempatnya Jackpot Maxwin Bikin Saldo Meledak!",Eastern Europe,Caucasus,IMG02,https://RAFI88gambar.vip/images/2026/05/30/ChatGPT-Image-May-30-2026-03_39_05-PM.png,5,0,,3,museum,museum,1030,overbroad_country_or_region; missing_design_signal,manual_review_before_surface,institutional source; needs object-level design relevance check,IMG02 only; no image download; no IMG01/IMG03 upgrade
