queue_id,candidate_id,source_name,macro_region,subregion,country_or_region,source_url,protocol_lane,adapter_type,queue_priority,queue_status,candidate_priority,probe_status,capture_priority_next,rights_risk,next_action,do_not_capture_images,rights_review_gate,notes
AQV2-061,CSS0076,Design Observer,Global,Independent / media,Transregional,https://designobserver.com/,WordPress REST / HTML,wordpress_rest_or_html_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,"probe public REST/feed endpoints; extract titles, dates, source links, tags, citations, rights text only",true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-062,CSS0080,Revue Faire,Global,Independent / media,Transregional,https://www.revue-faire.eu/,WordPress REST / HTML,wordpress_rest_or_html_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,"probe public REST/feed endpoints; extract titles, dates, source links, tags, citations, rights text only",true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-063,CSS0078,Typographica,Global,Independent / media,Transregional,https://typographica.org/,WordPress REST / HTML,wordpress_rest_or_html_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,"probe public REST/feed endpoints; extract titles, dates, source links, tags, citations, rights text only",true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-064,CSS0009,Design Reviewed,Europe,Independent archive,United Kingdom,https://designreviewed.com/,WordPress REST / HTML,wordpress_rest_or_html_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,"probe public REST/feed endpoints; extract titles, dates, source links, tags, citations, rights text only",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-065,CSS0119,Egyptian National Library and Archives,MENA,Arab world / Middle East,Egypt,https://www.darelkotob.gov.eg/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
AQV2-066,CSS0125,South African History Online,Africa,Africa / diaspora,South Africa,https://www.sahistory.org.za/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; main coverage gap; source relationship and cultural sensitivity review required"
AQV2-067,CSS0027,M+ Collections,East Asia,Hong Kong,Hong Kong,https://www.mplus.org.hk/en/collection/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-068,CSS0093,NDL Search,East Asia,Japan / Korea,Japan,https://ndlsearch.ndl.go.jp/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,manual_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
AQV2-069,CSS0081,Alliance Graphique Internationale,Global,Independent / media,Transregional,https://a-g-i.org/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-070,CSS0085,Design Week,Global,Independent / media,Transregional,https://www.designweek.co.uk/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-071,CSS0084,Eye Magazine,Global,Independent / media,Transregional,https://www.eyemagazine.com/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-072,CSS0007,Fonts In Use,Global,Typography,Transnational,https://fontsinuse.com/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"Useful authority-like typography context, but not an image-rights authority."
AQV2-073,CSS0082,Graphic Design Festival Scotland,Global,Independent / media,Transregional,https://graphicdesignfestivalscotland.com/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-074,CSS0079,Typewolf,Global,Independent / media,Transregional,https://www.typewolf.com/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P2,ok,P1 text/source enrichment,standard_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; post-1990 independent source discovery; use as source lead, not image mirror"
AQV2-075,CSS0074,Zotero Public Groups,Global,Transregional,Global,https://www.zotero.org/groups/,RSS/Atom source feed,rss_atom_source_adapter,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,community_or_cultural_review;manual_rights_review,read feed metadata and canonical links; enrich source registry without media ingestion,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
AQV2-076,CSS0113,National Digital Library of India,South Asia,India / South Asia,India,https://ndl.iitkgp.ac.in/,JSON-LD page metadata,html_jsonld_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,extract JSON-LD title/description/date/source fields; ignore image objects as rights evidence,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; major non-Western visual culture gap; treat images conservatively"
AQV2-077,CSS0141,National Library of Kazakhstan,Eastern Europe / Central Asia,Libraries / poster archives,Kazakhstan,https://nabrk.kz/,JSON-LD page metadata,html_jsonld_source_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,manual_rights_review,extract JSON-LD title/description/date/source fields; ignore image objects as rights evidence,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; under-covered Eastern Europe/Central Asia source discovery"
AQV2-078,CSS0037,Design Center of the Philippines,Southeast Asia,Philippines,Philippines,https://designcenter.gov.ph/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-079,CSS0086,China Design Museum,East Asia,China / Taiwan / Hong Kong,China,https://cdm.caa.edu.cn/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,manual_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
AQV2-080,CSS0019,Ginza Graphic Gallery,East Asia,Japan,Japan,https://www.dnpfcp.jp/gallery/ggg/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-081,CSS0023,Korea Design Foundation / Design DB,East Asia,Korea,South Korea,https://www.designdb.com/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-082,CSS0022,Seoul Design Foundation / DDP,East Asia,Korea,South Korea,https://www.ddp.or.kr/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-083,CSS0100,Seoul Museum of Art,East Asia,Japan / Korea,Korea,https://sema.seoul.go.kr/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,manual_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap and authority/source-registry expansion"
AQV2-084,CSS0018,Tokyo ADC,East Asia,Japan,Japan,https://www.tokyoadc.com/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-085,CSS0020,ddd Gallery,East Asia,Japan,Japan,https://www.dnpfcp.jp/gallery/ddd/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-086,CSS0061,Graphic Front,Eastern Europe,Romania,Romania,https://www.graphicfront.ro/,Static JS/headless metadata,headless_metadata_probe_only,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,standard_rights_review,"run headless metadata probe for rendered title, description, canonical URL, and rights text",true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-087,CSS0050,SAHA South African History Archive,Africa,Southern Africa,South Africa,https://www.saha.org.za/,PDF text/link extraction,pdf_text_link_adapter,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,extract bibliographic text and source links only; no page-image possession,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-088,CSS0049,African Activist Archive,Africa,Pan-African / diaspora,United States / Africa,https://africanactivist.msu.edu/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,community_or_cultural_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-089,CSS0120,Arab Center for Architecture,MENA,Arab world / Middle East,Lebanon / MENA,https://arab-architecture.org/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,standard_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
AQV2-090,CSS0101,National Library of Vietnam,Southeast Asia,National library / archive,Vietnam,https://nlv.gov.vn/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P0,ok,P1 text/source enrichment,manual_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
AQV2-091,CSS0058,Memoria Chilena,Latin America,Southern Cone,Chile,https://www.memoriachilena.gob.cl/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,standard_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-092,CSS0143,National Archives of Australia,Oceania / Indigenous,Australia / Aotearoa,Australia,https://www.naa.gov.au/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,community_or_cultural_review;manual_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
AQV2-093,CSS0091,National Central Library Taiwan,East Asia,China / Taiwan / Hong Kong,Taiwan,https://www.ncl.edu.tw/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,manual_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
AQV2-094,CSS0087,National Library of China,East Asia,China / Taiwan / Hong Kong,China,https://www.nlc.cn/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,manual_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; priority East Asia source gap; source-return and bibliographic metadata first"
AQV2-095,CSS0144,State Library Victoria,Oceania / Indigenous,Australia / Aotearoa,Australia,https://www.slv.vic.gov.au/,Search interface/manual source registry,manual_search_source_registry,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,community_or_cultural_review;manual_rights_review,write manual source-registry record and identify stable search/API endpoint,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
AQV2-096,CSS0069,Internet Archive Texts,Global,Transregional,Global,https://archive.org/details/texts,HTML/manual source registry,html_source_probe_then_manual_rules,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,manual_rights_review,extract source-level metadata and rights evidence only,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
AQV2-097,CSS0070,OpenAlex,Global,Transregional,Global,https://openalex.org/,HTML/manual source registry,html_source_probe_then_manual_rules,P1B_text_source_enrichment,ready,P1,ok,P1 text/source enrichment,manual_rights_review,extract source-level metadata and rights evidence only,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
AQV2-098,CSS0011,Are.na Design History Channels,Global,Platform discovery,Transnational,https://www.are.na/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_discovery_source_resolution,review_first,P2,ok,P2 discovery lead queue,discovery_only_platform;iiif_is_viewer_not_reuse,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"Use only to find original sources, not as archive evidence."
AQV2-099,CSS0012,Behance,Global,Platform discovery,Transnational,https://www.behance.net/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_discovery_source_resolution,review_first,P2,ok,P2 discovery lead queue,discovery_only_platform;iiif_is_viewer_not_reuse,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-100,CSS0013,Pinterest,Global,Platform discovery,Transnational,https://www.pinterest.com/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_discovery_source_resolution,review_first,P3,ok,P2 discovery lead queue,discovery_only_platform;iiif_is_viewer_not_reuse,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"Use sparingly for source discovery, not item evidence."
AQV2-101,CSS0015,Tumblr Design Archive Discovery,Global,Platform discovery,Transnational,https://www.tumblr.com/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_discovery_source_resolution,review_first,P3,ok,P2 discovery lead queue,discovery_only_platform;iiif_is_viewer_not_reuse,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-102,CSS0048,ArchiveAfrica,Africa,Pan-African,Ghana / Pan-African,https://www.archiveafrica.co/,Static JS/headless metadata,headless_metadata_probe_only,P2_discovery_source_resolution,review_first,P0,ok,P2 discovery lead queue,discovery_only_platform;community_or_cultural_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-103,CSS0035,VietGD,Southeast Asia,Vietnam,Vietnam / diaspora,https://vietgd.com/,Static JS/headless metadata,headless_metadata_probe_only,P2_discovery_source_resolution,review_first,P1,ok,P2 discovery lead queue,discovery_only_platform;community_or_cultural_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-104,CSS0062,SCOMUS,Eastern Europe,Bulgaria,Bulgaria,https://scomus.com/,Static JS/headless metadata,headless_metadata_probe_only,P2_discovery_source_resolution,review_first,P1,ok,P2 discovery lead queue,discovery_only_platform,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"Historical source family, useful for 1931-2000 coverage."
AQV2-105,CSS0014,Cargo Sites,Global,Independent web,Transnational,https://cargo.site/,Static JS/headless metadata,headless_metadata_probe_only,P2_discovery_source_resolution,review_first,P2,ok,P2 discovery lead queue,discovery_only_platform,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-106,CSS0114,Khatt Foundation,MENA,Arab world / Middle East,MENA,https://www.khtt.net/,RSS/Atom source feed,rss_atom_source_adapter,P2_manual_source_review,review_first,P0,ok,P2 manual source review,standard_rights_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; edge-source priority; do not infer rights from visible image availability"
AQV2-107,CSS0106,National Archives of Singapore,Southeast Asia,National library / archive,Singapore,https://www.nas.gov.sg/archivesonline/,Search interface/manual source registry,manual_search_source_registry,P2_manual_source_review,review_first,P1,ok,P2 manual source review,manual_rights_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
AQV2-108,CSS0047,SALT Research,MENA,Turkey,Turkey,https://archives.saltresearch.org/,Search interface/manual source registry,manual_search_source_registry,P2_manual_source_review,review_first,P1,ok,P2 manual source review,standard_rights_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-109,CSS0105,Singapore National Library Board,Southeast Asia,National library / archive,Singapore,https://www.nlb.gov.sg/,Search interface/manual source registry,manual_search_source_registry,P2_manual_source_review,review_first,P1,ok,P2 manual source review,manual_rights_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; Southeast Asia coverage gap; prioritize source links and bibliographic records"
AQV2-110,CSS0146,National Library of New Zealand,Oceania / Indigenous,Australia / Aotearoa,Aotearoa New Zealand,https://natlib.govt.nz/,Search interface/manual source registry,manual_search_source_registry,P2_manual_source_review,review_first,P1,ok,P2 manual source review,community_or_cultural_review;manual_rights_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; regional and Indigenous source discovery; cultural sensitivity review required"
AQV2-111,CSS0065,DigitalNZ,Oceania,New Zealand,Aotearoa New Zealand,https://digitalnz.org/,Search interface/manual source registry,manual_search_source_registry,P2_manual_source_review,review_first,P1,ok,P2 manual source review,standard_rights_review,manual_source_registry_review,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-112,CSS0003,AIGA Eye on Design,Global,Independent web,United States / transnational,https://eyeondesign.aiga.org/,WordPress REST / HTML,wordpress_rest_or_html_source_adapter,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,standard_rights_review,canonical_domain_and_certificate_review_then_retry,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-113,CSS0066,World Digital Library / Library of Congress,Global,Transregional,Global,https://www.loc.gov/collections/world-digital-library/,JSON-LD page metadata,html_jsonld_source_adapter,P2_retry_or_alternate_endpoint,review_first,P1,http_error,P2 retry/manual verification,manual_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; broad source discovery for references and non-Western collection leads"
AQV2-114,CSS0034,ASEAN Digital Library,Southeast Asia,ASEAN,Southeast Asia,https://www.aseanlibrary.org/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-115,CSS0045,Palestinian Museum Digital Archive,MENA,Levant,Palestine,https://palarchive.org/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,standard_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-116,CSS0129,Biblioteca Nacional de Mexico,Latin America / Caribbean,National / community archives,Mexico,https://bnm.iib.unam.mx/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,manual_rights_review,canonical_domain_and_certificate_review_then_retry,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
AQV2-117,CSS0136,Biblioteca Nacional de Uruguay,Latin America / Caribbean,National / community archives,Uruguay,https://www.bibna.gub.uy/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,manual_rights_review,canonical_domain_and_certificate_review_then_retry,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
AQV2-118,CSS0131,Brasiliana Fotografica,Latin America / Caribbean,National / community archives,Brazil,https://brasilianafotografica.bn.gov.br/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,manual_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
AQV2-119,CSS0135,Caribbean Memory Project,Latin America / Caribbean,National / community archives,Caribbean,https://www.caribbeanmemoryproject.com/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,community_or_cultural_review;manual_rights_review,canonical_url_recheck_then_source_root_probe,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
AQV2-120,CSS0133,ICAA Documents,Latin America / Caribbean,National / community archives,Latin America,https://icaa.mfah.org/,IIIF/source-viewer metadata,iiif_manifest_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P0,http_error,P2 retry/manual verification,manual_rights_review,manual_source_registry_record; do not bypass access controls,true,item_level_rights_required_before_IMG01_or_IMG03,"candidate source only; internal triage; not source partnership, rights clearance, or publication-ready authority; strong region for non-US design history expansion and source triangulation"
AQV2-121,CSS0024,National Library of Korea Digital Collections,East Asia,Korea,South Korea,https://www.nl.go.kr/,OAI-PMH metadata,oai_pmh_metadata_adapter,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,standard_rights_review,slow_retry_with_lower_rate_or_manual_browser_check,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-122,CSS0051,Chimurenga Library,Africa,Pan-African,South Africa / Pan-African,https://chimurengalibrary.co.za/,Static JS/headless metadata,headless_metadata_probe_only,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,standard_rights_review,slow_retry_with_lower_rate_or_manual_browser_check,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-123,CSS0041,Design Dashtahjaat,South Asia,Pakistan,Pakistan,https://designdashtahjaat.com/,Static JS/headless metadata,headless_metadata_probe_only,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,community_or_cultural_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-124,CSS0044,Syrian Design Archive,MENA,Levant,Syria / diaspora,https://syriandesignarchive.com/,Static JS/headless metadata,headless_metadata_probe_only,P2_retry_or_alternate_endpoint,review_first,P0,failed,P2 retry/manual verification,standard_rights_review,slow_retry_with_lower_rate_or_manual_browser_check,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
AQV2-125,CSS0060,Archivo Mexicano de Diseño,Latin America,Mexico,Mexico,https://archivomexicanodediseno.com/,Static JS/headless metadata,headless_metadata_probe_only,P2_retry_or_alternate_endpoint,review_first,P1,failed,P2 retry/manual verification,standard_rights_review,domain_successor_or_archival_source_note,true,item_level_rights_required_before_IMG01_or_IMG03,1990-2026 exploratory source scan; internal triage only; not public authority or rights clearance.
