source_success_id,source_name,macro_region,country_or_region,country_qid,source_class,institutional_level,url,final_url,http_status,content_type,response_bytes,page_title,meta_description,detected_protocols,protocol_evidence,source_success_status,capture_scope,image_policy_next,rights_policy_next,next_item_capture_priority,period_start,period_end,period_bands,wikidata_qid,wikidata_url,access_date,notes
NMSS2026R0218,The Battle Box,Southeast Asia,Singapore,Q334,museum,official_source_site,http://www.battlebox.com.sg/,https://visitkamponggelam.org/battlebox-the-underground-bunker-in-singapore/,200,text/html; charset=UTF-8,70738,Battlebox The Underground Bunker in Singapore - Visit Kampong Gelam,"Explore the Battlebox Museum in Singapore, an underground WWII bunker with guided tours, heritage sites, and travel planning resources.",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q7715823,https://www.wikidata.org/wiki/Q7715823,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0219,The Peace Memorial Museum,Africa,Tanzania,Q924,museum,official_source_site,http://www.zanzibartourism.net/museums.php,https://wanderertanzania.com/activities/zanzibar-museums,200,text/html; charset=utf-8,50146,Zanzibar Activities: Zanzibar Museums,"Immerse yourself in Zanzibar's captivating museums, gateways to a rich historical tapestry. Discover artifacts that echo the Sultanate era, witness the resilience symbolized by the slave market, and revel in the vibrancy of local culture, all while time-traveling through the island's past.",,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q22677243,https://www.wikidata.org/wiki/Q22677243,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0220,Ciudad Cultural Konex,Latin America / Caribbean,Argentina,Q414,cultural center,official_source_site,https://www.cckonex.org,https://www.cckonex.org,200,text/html; charset=UTF-8,140000,Ciudad Cultural Konex,25,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q61889705,https://www.wikidata.org/wiki/Q61889705,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0221,Alliance française Bangkok,Southeast Asia,Thailand,Q869,cultural center,official_source_site,http://afthailande.org,https://afthailande.org/fr/,200,text/html; charset=UTF-8,140000,Alliance française Bangkok,,RSS/Atom;WordPress REST,RSS/Atom:application/rss+xml; WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q55704405,https://www.wikidata.org/wiki/Q55704405,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0222,Zanzibar Library Services,Africa,Tanzania,Q924,library,official_source_site,http://www.zls.go.tz/,http://www.zls.go.tz/,200,text/html; charset=UTF-8,95252,Zanzibar Library Services Board Zanzibar Library Services Board,Welcome to Zanzibar Library Services Board - Your gateway to knowledge and community resources.,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q68765592,https://www.wikidata.org/wiki/Q68765592,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0223,Colonization Museum,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,http://www.museoesperanza.gob.ar/Customers/Esperanza/Default.aspx,http://www.museoesperanza.gob.ar/Customers/Esperanza/Default.aspx,200,text/html; charset=utf-8,30978,Museo Esperanza,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q84531616,https://www.wikidata.org/wiki/Q84531616,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0224,Ancient Siam,Southeast Asia,Thailand,Q869,museum,official_source_site,http://ancientcitygroup.net/ancientsiam/,https://www.muangboranmuseum.com/,200,text/html; charset=UTF-8,96429,Muang Boran Museum - เมืองโบราณ พิพิธภัณฑ์เอกชนกลางแจ้ง ที่ใหญ่ที่สุดในโลก | Muang Boran Museum,เมืองโบราณ พิพิธภัณฑ์เอกชนกลางแจ้ง ที่ใหญ่ที่สุดในโลก,JSON-LD;WordPress REST,JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q257554,https://www.wikidata.org/wiki/Q257554,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0225,Gambia National Museum,Africa,The Gambia,Q1005,museum,official_source_site,http://www.ncac.gm,https://ncac.gm/,200,text/html; charset=UTF-8,125711,HOME - NATIONAL CENTRE FOR ARTS & CALTURE,"Welcome To National Centre Of Arts And Culture Gambian arts and culture is characterized by heterogeneity and diversity. As Gambia subscribes to most of the UNESCO culture conventions, our activities continue to be guided by the spirit of these Conventions which call for the safeguard and",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q1967468,https://www.wikidata.org/wiki/Q1967468,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0226,Contemporary Art Museum,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://es-la.facebook.com/museo.d.contemporaneo/,https://es-la.facebook.com/museo.d.contemporaneo/,200,"text/html; charset=""utf-8""",140000,Museo De Arte Contemporáneo | Santa Fe,"Museo De Arte Contemporáneo, Santa Fe (ciudad de Argentina). 8.807 Me gusta · 12 personas están hablando de esto · 635 personas estuvieron aquí. Museo de...",IIIF;RSS/Atom;Static JS App,"IIIF:rel=""manifest""; RSS/Atom:rel=""alternate""; Static JS App:vite",success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q84529932,https://www.wikidata.org/wiki/Q84529932,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0227,Bangkok Doll Museum,Southeast Asia,Thailand,Q869,museum,official_source_site,http://bangkokdolls.com,https://bangkokdolls.com/,200,text/html; charset=UTF-8,45876,"Mastering Online Baccarat: Strategies, Tips, and Bankroll Management | Bangkok Dolls",,WordPress REST,WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q4855200,https://www.wikidata.org/wiki/Q4855200,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0228,Copperbelt University Library,Africa,Zambia,Q953,library,official_source_site,https://www.cbu.ac.zm/schoolsandunits/library/,https://www.cbu.ac.zm/schoolsandunits/library/,200,text/html; charset=UTF-8,61682,CBU LIBRARY – Just another CBU SCHOOLS AND UNITS site,,DSpace;RSS/Atom;WordPress REST,DSpace:dspace; RSS/Atom:application/rss+xml; WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,candidate item capture route; preserve IMG00/IMG02 until item-level visual evidence and rights text are verified,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q121921757,https://www.wikidata.org/wiki/Q121921757,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0229,DiFilm,Latin America / Caribbean,Argentina,Q414,library,official_source_site,https://difilm-argentina.com/,https://difilm-argentina.com/difilm/,200,text/html; charset=utf-8,4355,DiFilm,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5702904,https://www.wikidata.org/wiki/Q5702904,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0230,Bangkok National Museum,Southeast Asia,Thailand,Q869,museum,official_source_site,https://www.tourismthailand.org/Attraction/national-museum,https://www.tourismthailand.org/Attraction/national-museum,200,text/html; charset=utf-8,140000,National Museum,"The official site of Tourism Authority of Thailand. Amazing Thailand, Travel information, Travel guide, maps, hotels, accommodation, attractions, events & festivals, food, culture, shopping information to help you plan your Thailand vacations.",,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q1255815,https://www.wikidata.org/wiki/Q1255815,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0231,Modzi Arts,Africa,Zambia,Q953,cultural center,official_source_site,http://www.modziarts.com/,https://www.modziarts.com/,200,text/html; charset=UTF-8,75146,Root,Promoting Access to arts and culture,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P2 source enrichment,1900,2026,1931-1970; 1971-2000; 2001-2026,Q117790870,https://www.wikidata.org/wiki/Q117790870,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0232,Dr. Luis F. Leloir Central Library,Latin America / Caribbean,Argentina,Q414,library,official_source_site,https://www.exactas.uba.ar/biblioteca/,https://exactas.uba.ar/biblioteca/,200,text/html; charset=UTF-8,55103,Biblioteca Exactas,,RSS/Atom;WordPress REST,"RSS/Atom:rel=""alternate""; WordPress REST:wp-json",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q83870329,https://www.wikidata.org/wiki/Q83870329,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0233,Chiang Mai University Digital Collections,Southeast Asia,Thailand,Q869,library,official_source_site,https://cmudc.library.cmu.ac.th/,https://cmudc.library.cmu.ac.th/frontend/,200,text/html; charset=utf-8,140000,Chiang Mai University Digital Collections,Chiang Mai University Digital Collections,JSON-LD;PDF,JSON-LD:schema.org; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q107308167,https://www.wikidata.org/wiki/Q107308167,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0234,University of Zambia Library,Africa,Zambia,Q953,library,official_source_site,http://www.unza.zm/library/,https://unza.zm/library,200,text/html; charset=UTF-8,140000,University of Zambia,,RSS/Atom;PDF,RSS/Atom:application/rss+xml; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q615527,https://www.wikidata.org/wiki/Q615527,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0235,Dr. Luis F. Leloir Central Library,Latin America / Caribbean,Argentina,Q414,library,official_source_site,http://www.bl.fcen.uba.ar/,https://catalogo.exactas.uba.ar/captcha_gateway/?redir=/,200,text/html,3271,Un momento...,,WordPress REST,WordPress REST:wp-content,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q83870329,https://www.wikidata.org/wiki/Q83870329,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0236,Erawan Museum,Southeast Asia,Thailand,Q869,museum,official_source_site,https://erawanmuseum.com/,https://www.erawanmuseum.com/,200,text/html; charset=UTF-8,65576,Erawan Museum - Erawan Museum ช้างเอราวัณมหัศจรรย์แห่งเอเชีย | Erawan Museum,Erawan Museum ช้างเอราวัณมหัศจรรย์แห่งเอเชีย,RSS/Atom;JSON-LD;WordPress REST,"RSS/Atom:rel=""alternate""; JSON-LD:application/ld+json; WordPress REST:wp-json",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q660598,https://www.wikidata.org/wiki/Q660598,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0237,NUST Library,Africa,Zimbabwe,Q954,library,official_source_site,http://library.nust.ac.zw/,https://library.nust.ac.zw/,200,text/html; charset=UTF-8,140000,NUST Library Home -,,RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q121283260,https://www.wikidata.org/wiki/Q121283260,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0238,"ESMA Museum and Site of Memory – Former Clandestine Center of Detention, Torture and Extermination",Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://www.argentina.gob.ar/derechoshumanos/museo-sitio-de-memoria-esma,https://www.argentina.gob.ar/derechoshumanos/museo-sitio-de-memoria-esma,200,text/html; charset=utf-8,29721,Museo Sitio de Memoria ESMA | Argentina.gob.ar,"Ex Centro Clandestino de Detención, Tortura y Exterminio.",IIIF;JSON-LD,IIIF:manifest.json; JSON-LD:schema.org,success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q28663704,https://www.wikidata.org/wiki/Q28663704,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0239,Erawan Museum,Southeast Asia,Thailand,Q869,museum,official_source_site,https://erawanmuseum.com/en/,https://www.erawanmuseum.com/en/,200,text/html; charset=UTF-8,59094,Erawan Museum - Erawan Museum ช้างเอราวัณมหัศจรรย์แห่งเอเชีย | Erawan Museum,Erawan Museum ช้างเอราวัณมหัศจรรย์แห่งเอเชีย,RSS/Atom;JSON-LD;WordPress REST,"RSS/Atom:rel=""alternate""; JSON-LD:application/ld+json; WordPress REST:wp-json",success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q660598,https://www.wikidata.org/wiki/Q660598,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0240,National Gallery of Zimbabwe,Africa,Zimbabwe,Q954,museum,official_source_site,http://nationalgallery.co.zw,https://nationalgallery.co.zw/,200,text/html; charset=UTF-8,85618,National Galley of Zimbabwe,,RSS/Atom;WordPress REST;Static JS App,RSS/Atom:application/rss+xml; WordPress REST:wp-json; Static JS App:webpack,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q4113712,https://www.wikidata.org/wiki/Q4113712,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0241,"ESMA Museum and Site of Memory – Former Clandestine Center of Detention, Torture and Extermination",Latin America / Caribbean,Argentina,Q414,museum,official_source_site,http://www.museositioesma.gob.ar,http://www.museositioesma.gob.ar,200,text/html; charset=UTF-8,46289,Museo Sitio de Memoria Esma,,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q28663704,https://www.wikidata.org/wiki/Q28663704,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0242,Hong Chao Fongkham,Southeast Asia,Thailand,Q869,museum,official_source_site,http://www.nannoblehouse.com/nan-noble-house.htm,https://nannoblehouse.com/nan-noble-house.htm,200,text/html,9047,น่านโนเบิลเฮาส์ รีสอร์ท | โฮงเจ้าฟองคำ,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q113625518,https://www.wikidata.org/wiki/Q113625518,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0243,Natural History Museum of Zimbabwe,Africa,Zimbabwe,Q954,museum,official_source_site,http://naturalhistorymuseumzimbabwe.com/,https://naturalhistorymuseumzimbabwe.com/,200,text/html; charset=UTF-8,140000,Natural History Museum of Zimbabwe - Bulawayo,"The Natural History Museum of Zimbabwe in Bulawayo, is one of the best in Southern Africa, having vast collections for visitors, students and researchers.",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q1771439,https://www.wikidata.org/wiki/Q1771439,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0244,Eden Hotel,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://edenhotellafalda.com.ar/,https://edenhotellafalda.com.ar/,200,text/html,140000,EDEN HOTEL LA FALDA,"EDEN HOTEL LA FALDA, entre sus paredes guarda el paso del tiempo, tan mítico, controversial, sorprendente como imperdible. Los esperamos!",JSON-LD;WordPress REST,JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q1295225,https://www.wikidata.org/wiki/Q1295225,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0245,Museum of Contemporary Art,Southeast Asia,Thailand,Q869,museum,official_source_site,https://mocabangkok.com/,https://www.mocabangkok.com/,200,text/html; charset=UTF-8,140000,MOCA BANGKOK,The Multipurpose WordPress & WooCommerce Theme that helps you build ANY type of website in no time. Design visually with the best Live Builder for WordPress you ever met.,RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:schema.org; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q65100079,https://www.wikidata.org/wiki/Q65100079,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0246,Eduardo Sívori Museum of Plastic Arts,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://buenosaires.gob.ar/museosivori,https://buenosaires.gob.ar/gcaba_historico/cultura/museos/museosivori,200,text/html; charset=UTF-8,50762,Museo Sívori | Buenos Aires Ciudad - Gobierno de la Ciudad Autónoma de Buenos Aires,"En medio del pulmón verde más grande de la Ciudad, el Museo de Artes Plásticas Eduardo Sívori alberga un espléndido acervo de más de 4000 piezas de arte argentino de los siglos XX y XXI, que exhibe en exposiciones temporarias junto a la obra de artistas contemporáneos.",JSON-LD,JSON-LD:schema.org,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q5340780,https://www.wikidata.org/wiki/Q5340780,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0247,Nan National Museum,Southeast Asia,Thailand,Q869,museum,official_source_site,http://www.finearts.go.th/nanmuseum,https://www.finearts.go.th:443/nanmuseum,200,text/html; charset=UTF-8,61304,กรมศิลปากร พิพิธภัณฑสถานแห่งชาติ น่าน,กรมศิลปากร พิพิธภัณฑสถานแห่งชาติ น่าน,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6583113,https://www.wikidata.org/wiki/Q6583113,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0248,Emilio Azzarini Museum of Musical Instruments,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://es-la.facebook.com/museoazzarini/,https://es-la.facebook.com/museoazzarini/,200,"text/html; charset=""utf-8""",140000,"Museo Musical de La Plata ""Dr. Emilio Azzarini"" | La Plata","Museo Musical de La Plata ""Dr. Emilio Azzarini"", La Plata. 2.048 Me gusta · 3 personas están hablando de esto · 100 personas estuvieron aquí. Museo de la...",IIIF;RSS/Atom;Static JS App,"IIIF:rel=""manifest""; RSS/Atom:rel=""alternate""; Static JS App:vite",success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6034170,https://www.wikidata.org/wiki/Q6034170,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0249,National Archives of Thailand,Southeast Asia,Thailand,Q869,archives,official_source_site,http://www.nat.go.th/,https://www.nat.go.th:443/,200,text/html; charset=utf-8,140000,หน้าหลัก สำนักหอจดหมายเหตุแห่งชาติ,,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6970459,https://www.wikidata.org/wiki/Q6970459,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0250,Emilio Azzarini Museum of Musical Instruments,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://unlp.edu.ar/museo_azzarini,https://unlp.edu.ar/museo-azzarini/,200,text/html; charset=UTF-8,140000,Museo Azzarini » UNLP,"Museo Musical de La Plata Dr. Emilio Azzarini (UNLP) El Museo se ubica en el microcentro de la ciudad. Fue inaugurado en 1985 en base a la colección de Emilio Azzarini (1903-1963) –científico apasionado por la música, protagonista de la reforma universitaria– cumpliendo con su voluntad de que la comunidad acceda al conocimiento musical intercultural.",RSS/Atom;JSON-LD;WordPress REST;PDF,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json; PDF:.pdf,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q6034170,https://www.wikidata.org/wiki/Q6034170,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0251,"Natural History Museum, Thailand",Southeast Asia,Thailand,Q869,museum,official_source_site,http://www.nsm.or.th,https://www.nsm.or.th/,200,text/html; charset=UTF-8,235,"Natural History Museum, Thailand",,,,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 manual item capture,1900,2026,1931-1970; 1971-2000; 2001-2026,Q22112227,https://www.wikidata.org/wiki/Q22112227,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0252,Engineer Cervino Maritime Museum,Latin America / Caribbean,Argentina,Q414,museum,official_source_site,https://www.argentina.gob.ar/armada/museo-maritimo-ingeniero-cervino,https://www.argentina.gob.ar/armada/museo-maritimo-ingeniero-cervino,200,text/html; charset=utf-8,34596,Museo Marítimo “Ingeniero Cerviño” | Argentina.gob.ar,"Se trata del único museo de temática exclusivamente marítima mercante de nuestro país ![Escuela Nacional de Náutica ](/sites/default/files/esnn1.jpg ""Escuela Nacional de Náutica "") Situado dentro de las propias instalaciones de la Escuela Nacional de Náutica “Manuel Belgrano”, academia de formación de los Oficiales de la Marina Mercante, constituye también un reservorio de las",IIIF;JSON-LD,IIIF:manifest.json; JSON-LD:schema.org,success,official source homepage metadata; no raw payload or image download,candidate IMG02/source-hosted route; IMG03 only after item-level open-rights evidence,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P0 item/image adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q65553282,https://www.wikidata.org/wiki/Q65553282,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
NMSS2026R0253,Phuket Thai Hua Museum,Southeast Asia,Thailand,Q869,museum,official_source_site,http://thaihuamuseum.com/,https://www.thaihuamuseum.com/,200,text/html; charset=UTF-8,139851,สล็อตเว็บตรง — 12 เว็บสล็อตแท้เว็บตรงที่ดีที่สุด 2025,"ปั่นสล็อตออนไลน์กับ 12 เว็บสล็อตเว็บตรงยอดนิยมและได้รับการแนะนำจากผู้เชี่ยวชาญ! สล็อต ฝาก-ถอนอัตโนมัติ มีเกมสล็อตให้เลือกมากกว่า 1,000 เกมและมีโปรโมชันเยอะ",RSS/Atom;JSON-LD;WordPress REST,RSS/Atom:application/rss+xml; JSON-LD:application/ld+json; WordPress REST:wp-json,success,official source homepage metadata; no raw payload or image download,source success only; next pass must find item-level image-bearing records before public image display,item-level rights review required before IMG01/IMG03; source success alone is not rights clearance,P1 item/source adapter,1900,2026,1931-1970; 1971-2000; 2001-2026,Q64555724,https://www.wikidata.org/wiki/Q64555724,2026-06-05,Non-mainstream source success registry; not added to public surfaces until item/image capture is ready.
