plan_id,surface_id,source_record_id,current_label,suggested_label,suggested_region_id,suggested_geo_id,action_status,action_type,pre_apply_check,source_family,source_family_cluster_size,same_title_cluster_size,years_found,risk_flags,place_text,source_subjects,source_name,title,evidence
RG-CLEAN-ACT-0040,SURF-CGS2026R0467,CGS2026R0467,United States,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1943,,Latin America / Brazil,Latin America; Brazil; graphic design;,Wikimedia Commons file source / Organisationsbuc00nati 0 orig 0135 ORGANISATIONSBUCH DER NSDAP 1943 Parteigenossen Politische Leiter Uniformen Symbole Tafel 29d Haustafel (Hier spricht die NSDAP Mitteilungen) Public doma,Organisationsbuc00nati 0 orig 0135 ORGANISATIONSBUCH DER NSDAP 1943 Parteigenossen Politische Leiter Uniformen Symbole Tafel 29d Haustafel (Hier spricht die NSDAP Mitteilungen) Public domain CROPPED.jpg,Latin America / Brazil Latin America; Brazil; graphic design;
RG-CLEAN-ACT-0041,SURF-CGS2026R0491,CGS2026R0491,United States,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1979,,Latin America / Brazil,Latin America; Brazil; book cover;,Wikimedia Commons file source / Journal of the American Musicological Society Spring 1979 cover.jpg / page 117946949,Journal of the American Musicological Society Spring 1979 cover.jpg,Latin America / Brazil Latin America; Brazil; book cover;
RG-CLEAN-ACT-0042,SURF-CGS2026R0619,CGS2026R0619,United States,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2024,,Latin America / Brazil,Latin America; Brazil; poster;,"Wikimedia Commons file source / U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202241).jpg / page 169625192","U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202241).jpg",Latin America / Brazil Latin America; Brazil; poster;
RG-CLEAN-ACT-0043,SURF-CGS2026R0620,CGS2026R0620,United States,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2024,,Latin America / Brazil,Latin America; Brazil; poster;,"Wikimedia Commons file source / U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202243).jpg / page 169625199","U S Marines inspect Brazilian Marine Corps recruit facilities during U S Marine Corps Forces, South’s Brazilian Recruit Assessment (8202243).jpg",Latin America / Brazil Latin America; Brazil; poster;
RG-CLEAN-ACT-0044,SURF-CGS2026R0622,CGS2026R0622,France,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1892,,Latin America / Brazil,Latin America; Brazil; poster;,Wikimedia Commons file source / 158 rua do Lavradio. Bellodromo nacional. Grandes corridas de patins et vécolipèdes - affiche - non identifié - btv1b532215944.jpg / page 162344733,158 rua do Lavradio. Bellodromo nacional. Grandes corridas de patins et vécolipèdes - affiche - non identifié - btv1b532215944.jpg,Latin America / Brazil Latin America; Brazil; poster;
RG-CLEAN-ACT-0045,SURF-CGS2026R0635,CGS2026R0635,Germany,Brazil,REG004,GEO030,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Germany,wikimedia_commons,84,1,2026,,Latin America / Brazil,Latin America; Brazil; poster;,"Wikimedia Commons file source / Btch, please, don't kill my vibe! by Eraquario - Street art artist; Eraquario - brazilian illustrator & street artist based in Dublin; Otzenstraße; Street poster art in Germany, February 2","Btch, please, don't kill my vibe! by Eraquario - Street art artist; Eraquario - brazilian illustrator & street artist based in Dublin; Otzenstraße; Street poster art in Germany, February 2026 Hamburg photographs.jpg",Latin America / Brazil Latin America; Brazil; poster;
RG-CLEAN-ACT-0046,SURF-CGS2026R0636,CGS2026R0636,France,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2014,,Latin America / Brazil,Latin America; Brazil; graphic design;,"Wikimedia Commons file source / Business logo of the aufeminin group, the world’s No. I digital content provider for women.png / page 42428179","Business logo of the aufeminin group, the world’s No. I digital content provider for women.png",Latin America / Brazil Latin America; Brazil; graphic design;
RG-CLEAN-ACT-0047,SURF-CGS2026R0650,CGS2026R0650,France,Brazil,REG004,GEO030,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2019,,Latin America / Brazil,Latin America; Brazil; book cover;,Wikimedia Commons file source / Invasão francesa no Rio de Janeiro.jpg / page 85371579,Invasão francesa no Rio de Janeiro.jpg,Latin America / Brazil Latin America; Brazil; book cover;
RG-CLEAN-ACT-0048,SURF-CGS2026R0720,CGS2026R0720,United States,Chile,REG004,GEO032,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2016,,Latin America / Chile,Latin America; Chile; advertising;,Wikimedia Commons file source / Chilean Coastline (MODIS 2016-01-18).jpg / page 145389205,Chilean Coastline (MODIS 2016-01-18).jpg,Latin America / Chile Latin America; Chile; advertising;
RG-CLEAN-ACT-0049,SURF-CGS2026R0739,CGS2026R0739,United Kingdom,Chile,REG004,GEO032,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1930,,Latin America / Chile,Latin America; Chile; advertising;,Wikimedia Commons file source / Chilean submarine Simpson.jpg / page 109461715,Chilean submarine Simpson.jpg,Latin America / Chile Latin America; Chile; advertising;
RG-CLEAN-ACT-0050,SURF-CGS2026R0742,CGS2026R0742,United States,Chile,REG004,GEO032,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1956,,Latin America / Chile,Latin America; Chile; poster;,"Wikimedia Commons file source / Godzilla, King of the Monsters! (U.S. release poster).jpg / page 147816089","Godzilla, King of the Monsters! (U.S. release poster).jpg",Latin America / Chile Latin America; Chile; poster;
RG-CLEAN-ACT-0051,SURF-CRG2026R0328,CRG2026R0328,United Kingdom,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1917,,Africa / Egypt,Africa; Egypt; leaflet;,Wikimedia Commons file source / Turks-propaganda WW I.jpg / page 33506063,Turks-propaganda WW I.jpg,Africa / Egypt Africa; Egypt; leaflet;
RG-CLEAN-ACT-0052,SURF-CRG2026R0329,CRG2026R0329,United Kingdom,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1917,,Africa / Egypt,Africa; Egypt; leaflet;,Wikimedia Commons file source / Turks-propaganda2 WW I.jpg / page 33506064,Turks-propaganda2 WW I.jpg,Africa / Egypt Africa; Egypt; leaflet;
RG-CLEAN-ACT-0053,SURF-CRG2026R0955,CRG2026R0955,United Kingdom,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1940,,Africa / Egypt,Africa; Egypt; leaflet;,Wikimedia Commons file source / British 1 pound back.jpg / page 33505853,British 1 pound back.jpg,Africa / Egypt Africa; Egypt; leaflet;
RG-CLEAN-ACT-0054,SURF-CRG2026R1025,CRG2026R1025,United Kingdom,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1942,,Africa / Egypt,Africa; Egypt; leaflet;,Wikimedia Commons file source / British 1 pound leaflet.jpg / page 33506273,British 1 pound leaflet.jpg,Africa / Egypt Africa; Egypt; leaflet;
RG-CLEAN-ACT-0055,SURF-CRG2026R1541,CRG2026R1541,United Kingdom,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1956,,Africa / Egypt,Africa; Egypt; leaflet;,Wikimedia Commons file source / Nasser 1956.png / page 33506179,Nasser 1956.png,Africa / Egypt Africa; Egypt; leaflet;
RG-CLEAN-ACT-0056,SURF-CRG2026R1542,CRG2026R1542,United Kingdom,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1956,,Africa / Egypt,Africa; Egypt; leaflet;,Wikimedia Commons file source / Nasser leaflet 1956.jpg / page 33505478,Nasser leaflet 1956.jpg,Africa / Egypt Africa; Egypt; leaflet;
RG-CLEAN-ACT-0057,SURF-CRG2026R3909,CRG2026R3909,Germany,Egypt,REG013,GEO056,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2014,,Africa / Egypt,Africa; Egypt; leaflet; Category:PD Egypt Category:Psychological warfare in Egypt during WW II,Wikimedia Commons file source / German to Arabs WW II front.jpg / page 33507422,German to Arabs WW II front.jpg,Africa / Egypt Africa; Egypt; leaflet; Category:PD Egypt Category:Psychological warfare in Egypt during WW II
RG-CLEAN-ACT-0058,SURF-CHW2026R020,CHW2026R020,France,Germany,REG001,GEO006,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,cooper_hewitt,1,1,1928,,Germany Berlin / Germany / Berlin,,Cooper Hewitt Collection GraphQL API,Bourjois Parfumeur Paris,Germany Berlin / Germany / Berlin
RG-CLEAN-ACT-0059,SURF-CCR2026R0065,CCR2026R0065,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2019,,Latin America / Mexico,Latin America; Mexico; poster;,Wikimedia Commons file source / WANTED Aureliano Guzman-Loera.png / page 151056078,WANTED Aureliano Guzman-Loera.png,Latin America / Mexico Latin America; Mexico; poster;
RG-CLEAN-ACT-0060,SURF-CGS2026R0908,CGS2026R0908,France,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1842; 1867,,Latin America / Mexico,Latin America; Mexico; graphic design;,"Wikimedia Commons file source / Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg / page 124497294","Temple of Xochicalco, Exposition Universelle Paris 1867, from Illustrated London News, 01. Juni 1867.jpg",Latin America / Mexico Latin America; Mexico; graphic design;
RG-CLEAN-ACT-0061,SURF-CGS2026R1136,CGS2026R1136,Italy,Mexico,REG004,GEO027,spot_check_before_apply,region_geo_relabel_dry_run,current_label_appears_in_title; other_country_label_appears_in_title:Italy,wikimedia_commons,84,1,1869,,Latin America / Mexico,Latin America; Mexico; graphic design;,"Wikimedia Commons file source / Drawing, Domes of St. Peter's Basilica (Seen from the North), Rome, Italy, January 1869 (CH 18195449).jpg / page 64576487","Drawing, Domes of St. Peter's Basilica (Seen from the North), Rome, Italy, January 1869 (CH 18195449).jpg",Latin America / Mexico Latin America; Mexico; graphic design;
RG-CLEAN-ACT-0062,SURF-CGS2026R1178,CGS2026R1178,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 01.jpg / page 103475861,1941 Milking Machine advertisement 01.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0063,SURF-CGS2026R1179,CGS2026R1179,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 02.jpg / page 103475863,1941 Milking Machine advertisement 02.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0064,SURF-CGS2026R1180,CGS2026R1180,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 03.jpg / page 103475862,1941 Milking Machine advertisement 03.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0065,SURF-CGS2026R1181,CGS2026R1181,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 04.jpg / page 103475865,1941 Milking Machine advertisement 04.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0066,SURF-CGS2026R1182,CGS2026R1182,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 05.jpg / page 103475864,1941 Milking Machine advertisement 05.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0067,SURF-CGS2026R1183,CGS2026R1183,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 06.jpg / page 103475870,1941 Milking Machine advertisement 06.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0068,SURF-CGS2026R1184,CGS2026R1184,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 07.jpg / page 103475871,1941 Milking Machine advertisement 07.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0069,SURF-CGS2026R1185,CGS2026R1185,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 08.jpg / page 103475872,1941 Milking Machine advertisement 08.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0070,SURF-CGS2026R1186,CGS2026R1186,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 09.jpg / page 103475873,1941 Milking Machine advertisement 09.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0071,SURF-CGS2026R1187,CGS2026R1187,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 10.jpg / page 103475874,1941 Milking Machine advertisement 10.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0072,SURF-CGS2026R1188,CGS2026R1188,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 11.jpg / page 103475875,1941 Milking Machine advertisement 11.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0073,SURF-CGS2026R1189,CGS2026R1189,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 12.jpg / page 103475876,1941 Milking Machine advertisement 12.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0074,SURF-CGS2026R1190,CGS2026R1190,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 13.jpg / page 103475877,1941 Milking Machine advertisement 13.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0075,SURF-CGS2026R1191,CGS2026R1191,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 14.jpg / page 103475878,1941 Milking Machine advertisement 14.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0076,SURF-CGS2026R1192,CGS2026R1192,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1941,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / 1941 Milking Machine advertisement 15.jpg / page 103475879,1941 Milking Machine advertisement 15.jpg,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0077,SURF-CGS2026R1201,CGS2026R1201,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1948,,Latin America / Mexico,Latin America; Mexico; poster;,"Wikimedia Commons file source / American Airlines poster - California, Arizona, Texas, New Mexico - 1948.jpg / page 176015331","American Airlines poster - California, Arizona, Texas, New Mexico - 1948.jpg",Latin America / Mexico Latin America; Mexico; poster;
RG-CLEAN-ACT-0078,SURF-CGS2026R1208,CGS2026R1208,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1960,,Latin America / Mexico,Latin America; Mexico; advertising;,Wikimedia Commons file source / Peoples Broadcasting Advertisement 1960.tif / page 57819103,Peoples Broadcasting Advertisement 1960.tif,Latin America / Mexico Latin America; Mexico; advertising;
RG-CLEAN-ACT-0079,SURF-CGS2026R1226,CGS2026R1226,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,2010,,Latin America / Mexico,Latin America; Mexico; book cover;,Wikimedia Commons file source / In Mexico.jpg / page 33353197,In Mexico.jpg,Latin America / Mexico Latin America; Mexico; book cover;
RG-CLEAN-ACT-0080,SURF-CGS2026R1259,CGS2026R1259,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1900,,Latin America / Mexico,Latin America; Mexico; poster;,Wikimedia Commons file source / Broadhurst Bros. The man from Mexico by H.A. DuSouchet. LCCN2014636651.jpg / page 66171366,Broadhurst Bros. The man from Mexico by H.A. DuSouchet. LCCN2014636651.jpg,Latin America / Mexico Latin America; Mexico; poster;
RG-CLEAN-ACT-0081,SURF-CGS2026R1281,CGS2026R1281,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1975,,Latin America / Mexico,Latin America; Mexico; film poster;,Wikimedia Commons file source / Jaws movie poster (cropped).jpg / page 175769820,Jaws movie poster (cropped).jpg,Latin America / Mexico Latin America; Mexico; film poster;
RG-CLEAN-ACT-0082,SURF-CGS2026R1282,CGS2026R1282,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1975,,Latin America / Mexico,Latin America; Mexico; film poster;,Wikimedia Commons file source / Jaws movie poster.jpg / page 152009761,Jaws movie poster.jpg,Latin America / Mexico Latin America; Mexico; film poster;
RG-CLEAN-ACT-0083,SURF-CGS2026R1283,CGS2026R1283,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1975,,Latin America / Mexico,Latin America; Mexico; film poster;,Wikimedia Commons file source / Jaws movie poster.png / page 145752411,Jaws movie poster.png,Latin America / Mexico Latin America; Mexico; film poster;
RG-CLEAN-ACT-0084,SURF-CGS2026R1303,CGS2026R1303,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1975,,Latin America / Mexico,Latin America; Mexico; book cover;,Wikimedia Commons file source / New Mexico Newspapers back cover.png / page 140617922,New Mexico Newspapers back cover.png,Latin America / Mexico Latin America; Mexico; book cover;
RG-CLEAN-ACT-0085,SURF-CGS2026R1304,CGS2026R1304,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1975,,Latin America / Mexico,Latin America; Mexico; magazine cover;,Wikimedia Commons file source / New Mexico Newspapers front cover.png / page 140617923,New Mexico Newspapers front cover.png,Latin America / Mexico Latin America; Mexico; magazine cover;
RG-CLEAN-ACT-0086,SURF-MC1930R057,MC1930R057,United States,Mexico,REG004,GEO027,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,art_institute_of_chicago_api,1,1,1950,,Mexico,linocut; paper (fiber product); paper; print; prints and drawing,Art Institute of Chicago API,Untitled (Composition for a Peace Poster),Mexico linocut; paper (fiber product); paper; print; prints and drawing
RG-CLEAN-ACT-0087,SURF-NMIIC2026R0123,NMIIC2026R0123,United Kingdom,South Africa,REG014,GEO062,spot_check_before_apply,region_geo_relabel_dry_run,missing_year,ann_bryant_art_gallery,1,1,,,Africa / South Africa,Africa; South Africa; art gallery; RSS/Atom;JSON-LD;Static JS App,Ann Bryant Art Gallery,"Ann Bryant Art Gallery | National art museum | Ann Bryant Art Gallery, 9 St Marks Rd, Belgravia, East London, South Africa",Africa / South Africa Africa; South Africa; art gallery; RSS/Atom;JSON-LD;Static JS App
RG-CLEAN-ACT-0088,SURF-CRG2026R2136,CRG2026R2136,Japan,Turkey,REG013,GEO058,ready_for_batch_apply_after_sample_audit,region_geo_relabel_dry_run,sample_audit_required,wikimedia_commons,84,1,1971,,Middle East and North Africa / Turkey,Middle East and North Africa; Turkey; stamp;,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 491883 - Turkish scout.jpeg / page 115692437,Stamp of Ajman - 1971 - Colnect 491883 - Turkish scout.jpeg,Middle East and North Africa / Turkey Middle East and North Africa; Turkey; stamp;
