surface_id,capture_id,candidate_role,recommended_next_action,calibration_confidence,calibration_reason,preview_status,source_family,source_name,title,period_band,region,risk_flags,positive_flags
SURF-CCT2026R01852,CCT2026R01852,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Russia stamp 1996 № 271.jpg / page 68417844,Russia stamp 1996 № 271.jpg,1970_2000,Latin America and the Caribbean,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03292,CAW2026R03292,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / 19940621 200sant Latvia Postage Stamp.jpg / page 11653684,19940621 200sant Latvia Postage Stamp.jpg,1970_2000,Latvia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03272,CAW2026R03272,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Europa 1993 Lietuva.jpg / page 80783546,Europa 1993 Lietuva.jpg,1970_2000,Lithuania,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03127,CAW2026R03127,card_context,downgrade_to_card_candidate,high,Context/photo or non-design drift flags support card treatment.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA)...","Petroxestes pera bivalve borings on limestone hardground (Turkey Track Layer, Waynesville Formation, Upper Ordovician; Caesar Creek Lake's emergency spillway, Warren County, Ohio, USA) 32.jpg",1970_2000,Middle East and North Africa,non_design_drift:bivalve; non_design_drift:fossil; non_design_drift:limestone; non_design_drift:ordovician; non_design_drift:specimen; commons_file_source,design; graphic; identity; typography; visual communication
SURF-CAW2026R03336,CAW2026R03336,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Moldova 083 - 2.png / page 42470476,Stamp of Moldova 083 - 2.png,1970_2000,Moldova,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03022,CAW2026R03022,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / The Soviet Union 1981 CPA 5170 stamp (Soviet-Mongolian Space Flight. Moment of launch rocket with Soyuz 39 spacecraft from Baikonur Cosmodrome).jpg / page 104112093,The Soviet Union 1981 CPA 5170 stamp (Soviet-Mongolian Space Flight. Moment of launch rocket with Soyuz 39 spacecraft from Baikonur Cosmodrome).jpg,1970_2000,Mongolia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CRG2026R2112,CRG2026R2112,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / United States Christmas 1971 Postage Stamp First Day of Issue Cover.jpg / page 190512417,United States Christmas 1971 Postage Stamp First Day of Issue Cover.jpg,1970_2000,North America,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03364,CAW2026R03364,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Cantharellus cibarius. Stamp of Macedonia.jpg / page 76359406,Cantharellus cibarius. Stamp of Macedonia.jpg,1970_2000,North Macedonia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-DNZPOSTR025,DNZPOSTR025,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,DigitalNZ,DigitalNZ,Philitelic exhibition poster,1970_2000,Oceania and Pacific,stamp_or_philatelic:philatelic; stamp_or_philatelic:stamps,design; exhibition; graphic; poster
SURF-CCE2026R00809,CCE2026R00809,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp 1971 NewZealand MiNr0565 pm B002.jpg / page 116388244,Stamp 1971 NewZealand MiNr0565 pm B002.jpg,1970_2000,Oceania and Pacific,stamp_or_philatelic:commemorative; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03218,CAW2026R03218,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Papua New Guinea 1990 variable value stamp 00.20 Mi 1.jpg / page 98475028,Papua New Guinea 1990 variable value stamp 00.20 Mi 1.jpg,1970_2000,Papua New Guinea,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02841,CAW2026R02841,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 768333 - Collie.jpeg / page 115703282,Stamp of Ajman - 1971 - Colnect 768333 - Collie.jpeg,1970_2000,Qatar,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02960,CAW2026R02960,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Europa 1978 Yugoslavia Series.jpg / page 80701157,Europa 1978 Yugoslavia Series.jpg,1970_2000,Serbia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02845,CAW2026R02845,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 696644 - World Jamboree 1971 with silver overprint.jpeg / page 115702479,Stamp of Ajman - 1971 - Colnect 696644 - World Jamboree 1971 with silver overprint.jpeg,1970_2000,Solomon Islands,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03775,CCT2026R03775,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Kanakadaasa postal stamp.jpg / page 115166431,Kanakadaasa postal stamp.jpg,1970_2000,South Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03941,CCT2026R03941,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Cambodia stamp type 4.jpg / page 16340178,Cambodia stamp type 4.jpg,1970_2000,Southeast Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03080,CAW2026R03080,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Syrian postage stamp commemorating International Workers' Day, 1986.jpg / page 175600733","Syrian postage stamp commemorating International Workers' Day, 1986.jpg",1970_2000,Syria,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03416,CAW2026R03416,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Sc-52-1-baucau-indonesia.jpg / page 157192828,Sc-52-1-baucau-indonesia.jpg,1970_2000,Timor-Leste,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00729,CCT2026R00729,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Tunisia 1992 variable value stamp 002 0,010 Mi 1.2.jpg / page 98504926","Tunisia 1992 variable value stamp 002 0,010 Mi 1.2.jpg",1970_2000,Tunisia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02860,CAW2026R02860,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp 1972 UAE-UQ MiNr1176BwBl pm B002.jpg / page 110302313,Stamp 1972 UAE-UQ MiNr1176BwBl pm B002.jpg,1970_2000,United Arab Emirates,stamp_or_philatelic:commemorative; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02831,CAW2026R02831,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Ajman - 1971 - Colnect 852539 - Town Hall.jpeg / page 115704353,Stamp of Ajman - 1971 - Colnect 852539 - Town Hall.jpeg,1970_2000,Western and Central Europe,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02947,CAW2026R02947,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / A postage stamp of the Yemen Arab Republic featuring its former president Ibrahim al-Hamdi.jpg / page 164844757,A postage stamp of the Yemen Arab Republic featuring its former president Ibrahim al-Hamdi.jpg,1970_2000,Yemen,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R02875,CAW2026R02875,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Ford A9592 NLGRF photo contact sheet (1976-04-27)(Gerald Ford Library).jpg / page 23398715,Ford A9592 NLGRF photo contact sheet (1976-04-27)(Gerald Ford Library).jpg,1970_2000,Zambia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00770,CCT2026R00770,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Zimbabwe 1985 variable value stamp 00.01 Mi 1.jpg / page 98220922,Zimbabwe 1985 variable value stamp 00.01 Mi 1.jpg,1970_2000,Zimbabwe,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03477,CAW2026R03477,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Albania - 2003 - Colnect 373278 - Face from Onufri poster.jpeg / page 98414643,Stamp of Albania - 2003 - Colnect 373278 - Face from Onufri poster.jpeg,2000_2026,Albania,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,catalogue; design; graphic; poster; visual communication
SURF-CRB2026V2R0187,CRB2026V2R0187,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Kyrgyzstan soccer.jpg / page 5352955,Stamp of Kyrgyzstan soccer.jpg,2000_2026,East Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CRB2026V2R0378,CRB2026V2R0378,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamps 2007 Ukrposhta 876-881.jpg / page 36367663,Stamps 2007 Ukrposhta 876-881.jpg,2000_2026,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CRG2026R3872,CRG2026R3872,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Belarus - 2008 - Colnect 282327 - Chanterelle.jpeg / page 98455240,Stamp of Belarus - 2008 - Colnect 282327 - Chanterelle.jpeg,2000_2026,Global / transnational,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CGS2026R0306,CGS2026R0306,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Argentina PO-D6.jpg / page 7605199,Argentina PO-D6.jpg,2000_2026,Latin America and the Caribbean,stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03517,CAW2026R03517,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Stamps of Latvia, 2005-13.jpg / page 11661495","Stamps of Latvia, 2005-13.jpg",2000_2026,Latvia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00513,CCT2026R00513,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Sellos del Protectorado español de Marruecos.jpg / page 127278586,Sellos del Protectorado español de Marruecos.jpg,2000_2026,Middle East and North Africa,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R03575,CAW2026R03575,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Moldova - 2007 - Colnect 166517 - Common Zingel Zingel zingel.jpeg / page 115745248,Stamp of Moldova - 2007 - Colnect 166517 - Common Zingel Zingel zingel.jpeg,2000_2026,Moldova,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03791,CCT2026R03791,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Indiabundleware.jpg / page 5145787,Indiabundleware.jpg,2000_2026,South Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R04197,CCT2026R04197,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Stamps Indonesia 2003 - tata surya - solar system (Galaksi Andromeda, Bumi Mars, Satelit Alam Bumi, Gedung Teropom Zeiss, Alat Ukur Astronomi).png / page 93192816","Stamps Indonesia 2003 - tata surya - solar system (Galaksi Andromeda, Bumi Mars, Satelit Alam Bumi, Gedung Teropom Zeiss, Alat Ukur Astronomi).png",2000_2026,Southeast Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00773,CCT2026R00773,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / $200 Zimbabwe revenue stamps in block of four.jpg / page 21458958,$200 Zimbabwe revenue stamps in block of four.jpg,2000_2026,Zimbabwe,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; non_design_drift:bird; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00621,CCT2026R00621,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / South Africa ship 1926-1d.jpg / page 11893763,South Africa ship 1926-1d.jpg,pre_1930,Africa,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01152,CAW2026R01152,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Shqipenia E Lire 1 December 1913.jpg / page 18317014,Shqipenia E Lire 1 December 1913.jpg,pre_1930,Albania,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00290,CCT2026R00290,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Angola - 1905 - Colnect 329288 - King Carlos I of Portugal 1863-1908 - surcharged.jpeg / page 115868381,Stamp of Angola - 1905 - Colnect 329288 - King Carlos I of Portugal 1863-1908 - surcharged.jpeg,pre_1930,Angola,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00652,CAW2026R00652,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp Benin 1893 40c.jpg / page 486039,Stamp Benin 1893 40c.jpg,pre_1930,Benin,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01234,CAW2026R01234,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / 1916 B-H 5h Mi97.jpg / page 31071593,1916 B-H 5h Mi97.jpg,pre_1930,Bosnia and Herzegovina,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01056,CAW2026R01056,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Montenegro postage due magenta 25 para.jpg / page 174424924,Montenegro postage due magenta 25 para.jpg,pre_1930,Croatia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00494,CAW2026R00494,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Stamp of Congo, Free State - 1887 - Colnect 563529 - 1 - Parcelpost Leopold II profile to the left.jpeg / page 115849607","Stamp of Congo, Free State - 1887 - Colnect 563529 - 1 - Parcelpost Leopold II profile to the left.jpeg",pre_1930,Democratic Republic of the Congo,weak_context:profile; stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R01288,CCT2026R01288,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Korea 1900 stamp - 3 chon (jeon).jpg / page 4329240,Korea 1900 stamp - 3 chon (jeon).jpg,pre_1930,East Asia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R01781,CCT2026R01781,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Narbut Projects of stamps UPR.jpg / page 5021403,Narbut Projects of stamps UPR.jpg,pre_1930,"Eastern Europe, Balkans, and Central/Eastern socialist contexts",stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00557,CAW2026R00557,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / The Soviet Union 1988 CPA 5927 stamp (Birth centenary of Viktor Kingissepp, Estonian communist politician).jpg / page 101700814","The Soviet Union 1988 CPA 5927 stamp (Birth centenary of Viktor Kingissepp, Estonian communist politician).jpg",pre_1930,Estonia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CCT2026R03552,CCT2026R03552,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / 1910 stamp of fiji.jpg / page 12748956,1910 stamp of fiji.jpg,pre_1930,Fiji,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CRG2026R0308,CRG2026R0308,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / USSR.1976.Ilya Muromets.16k.jpg / page 134259287,USSR.1976.Ilya Muromets.16k.jpg,pre_1930,Global / transnational,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00834,CAW2026R00834,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Suruga fundicola.jpg / page 28949526,Suruga fundicola.jpg,pre_1930,Jordan,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CCT2026R04244,CCT2026R04244,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Sisavang Vong - 1951.jpg / page 9664078,Sisavang Vong - 1951.jpg,pre_1930,Laos,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R02336,CCT2026R02336,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Colombia 1903 15p revenue stamp.jpg / page 17800573,Colombia 1903 15p revenue stamp.jpg,pre_1930,Latin America and the Caribbean,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01315,CAW2026R01315,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / StampLatvia1918Michel1.jpg / page 9538921,StampLatvia1918Michel1.jpg,pre_1930,Latvia,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01316,CAW2026R01316,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,"Wikimedia Commons file source / Lithuanian postage stamps, issued in 1918.jpg / page 125373963","Lithuanian postage stamps, issued in 1918.jpg",pre_1930,Lithuania,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00105,CAW2026R00105,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Manet Schenke Malagasy Stamp 1982.jpg / page 30412248,Manet Schenke Malagasy Stamp 1982.jpg,pre_1930,Madagascar,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CCT2026R00492,CCT2026R00492,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp MA 1922 3 Fr.jpg / page 157461458,Stamp MA 1922 3 Fr.jpg,pre_1930,Middle East and North Africa,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R00166,CAW2026R00166,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Moldova - 2010 - Colnect 217200 - Mihai Eminescu 1850-1889.jpeg / page 115749387,Stamp of Moldova - 2010 - Colnect 217200 - Mihai Eminescu 1850-1889.jpeg,pre_1930,Moldova,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,design; graphic; visual communication
SURF-CAW2026R01641,CAW2026R01641,card_context,downgrade_to_card_candidate,high,Stamp/philatelic records should be card evidence unless manually justified as primary design objects.,confirmed_preview_only_not_apply_ready,Wikimedia Commons,Wikimedia Commons file source / Stamp of Peru - 1930 - Colnect 846154 - SELLO in Circle.jpeg / page 114983771,Stamp of Peru - 1930 - Colnect 846154 - SELLO in Circle.jpeg,pre_1930,Mozambique,stamp_or_philatelic:postage; stamp_or_philatelic:stamp; stamp_or_philatelic:stamps; commons_file_source,advertisement; design; graphic; visual communication
