candidate_id,source_name,macro_region,subregion,country_or_region,source_class,institutional_level,protocol_family,url,period_start,period_end,period_bands,expected_record_types,capture_route,recommended_adapter,recommended_image_policy,text_enrichment_path,rights_posture,risk_notes,priority,inclusion_status,notes,impact_score,impact_rating,impact_basis,new_source_basis
NLCV30058,Archivo General de la Nacion El Salvador,Latin America / Caribbean,Central America,El Salvador,national archive,national,HTML,https://www.cultura.gob.sv/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print,source-level metadata and source-link discovery,manual_source_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,70,B,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30059,Biblioteca Nacional de Honduras,Latin America / Caribbean,Central America,Honduras,national library,national,HTML,https://www.ihah.hn/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public communication,source-level metadata and source-link discovery,manual_source_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30060,Instituto de Historia de Nicaragua y Centroamerica,Latin America / Caribbean,Central America,Nicaragua,research archive,university,HTML,https://ihnca.edu.ni/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; periodicals; social movement ephemera,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P0,candidate,,84,A,"region=Latin America / Caribbean; class=research archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30061,National Library of Jamaica,Latin America / Caribbean,Caribbean,Jamaica,national library,national,HTML/catalog,https://nlj.gov.jm/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; newspapers; books; photographs,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Latin America / Caribbean; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30062,Jamaica Archives and Records Department,Latin America / Caribbean,Caribbean,Jamaica,national archive,national,HTML,https://jard.gov.jm/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,74,B,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30063,National Archives of Trinidad and Tobago,Latin America / Caribbean,Caribbean,Trinidad and Tobago,national archive,national,HTML,https://natt.gov.tt/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; carnival graphics; public print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30064,National Library of Trinidad and Tobago,Latin America / Caribbean,Caribbean,Trinidad and Tobago,national library,national,HTML/catalog,https://www.nalis.gov.tt/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,79,B,"region=Latin America / Caribbean; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30065,Bibliotheque Nationale d'Haiti,Latin America / Caribbean,Caribbean,Haiti,national library,national,HTML,https://bnhaiti.gouv.ht/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,68,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30066,Archivo General de la Nacion Republica Dominicana,Latin America / Caribbean,Caribbean,Dominican Republic,national archive,national,HTML,https://agn.gob.do/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; newspapers; photographs; government print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30067,Biblioteca Nacional Pedro Henriquez Urena,Latin America / Caribbean,Caribbean,Dominican Republic,national library,national,HTML,https://bnphu.gob.do/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30068,Biblioteca Nacional Jose Marti,Latin America / Caribbean,Caribbean,Cuba,national library,national,HTML,http://www.bnjm.cu/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; posters; newspapers,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,72,B,"region=Latin America / Caribbean; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30069,Archivo Nacional de Cuba,Latin America / Caribbean,Caribbean,Cuba,national archive,national,HTML,http://www.arnac.cu/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; posters; government print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=Latin America / Caribbean; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30070,National Library of Israel Collections,MENA,Levant,Israel/Palestine,national library,national,catalog/IIIF/HTML,https://www.nli.org.il/en,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; newspapers; books; ephemera,source-level metadata and source-link discovery,bibliographic_or_iiif_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=national library; protocol=catalog/IIIF/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30071,Iran Data Portal,MENA,Iran,Iran,research data archive,university,HTML/data,https://irandataportal.syr.edu/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,political documents; publications; public communication,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=MENA; class=research data archive; protocol=HTML/data; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30072,Istanbul University Library Rare Works,MENA,Anatolia,Turkey,university digital library,university,catalog/HTML,https://katalog.istanbul.edu.tr/client/en_US/default,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; manuscripts; Ottoman print; periodicals,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=university digital library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30073,Milli Kutuphane Turkey,MENA,Anatolia,Turkey,national library,national,catalog/HTML,https://www.mkutup.gov.tr/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; posters; newspapers,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30074,Lebanese National Library,MENA,Levant,Lebanon,national library,national,HTML/catalog,http://www.bnl.gov.lb/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals; posters,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30075,American University of Beirut Libraries,MENA,Levant,Lebanon,university library,university,catalog/HTML,https://www.aub.edu.lb/Libraries/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; posters; periodicals; regional print,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=university library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30076,Moise A. Khayrallah Center Archive,MENA,Levant diaspora,Arab diaspora,diaspora archive,university,HTML,https://lebanesestudies.ncsu.edu/archives/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,ephemera; publications; community print; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,83,A,"region=MENA; class=diaspora archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30077,Jordan National Library,MENA,Levant,Jordan,national library,national,HTML/catalog,https://www.nl.gov.jo/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public communication,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30078,Iraq National Library and Archive,MENA,Iraq,Iraq,national library/archive,national,HTML/catalog,https://www.iraqnla.gov.iq/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; archival records; posters,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,92,A,"region=MENA; class=national library/archive; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30079,Kuwait National Library,MENA,Gulf,Kuwait,national library,national,HTML/catalog,https://nltk.gov.kw/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; public communication,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,78,B,"region=MENA; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30080,King Fahad National Library,MENA,Gulf,Saudi Arabia,national library,national,catalog/HTML,https://kfnl.gov.sa/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; posters; public communication,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=MENA; class=national library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30081,UAE National Library and Archives,MENA,Gulf,United Arab Emirates,national archive/library,national,HTML,https://www.na.ae/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; public communication; photographs,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=MENA; class=national archive/library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30082,Bahrain Authority for Culture and Antiquities,MENA,Gulf,Bahrain,heritage archive,national,HTML,https://culture.gov.bh/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,heritage publications; exhibition graphics; public culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=MENA; class=heritage archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30083,Sultan Qaboos University Library,MENA,Gulf,Oman,university library,university,catalog/HTML,https://www.squ.edu.om/libraries/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; regional print; theses; public communication,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,70,B,"region=MENA; class=university library; protocol=catalog/HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30084,Oman National Records and Archives Authority,MENA,Gulf,Oman,national archive,national,HTML,https://nraa.gov.om/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; exhibitions,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=MENA; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30085,Yemen National Information Center,MENA,Arabian Peninsula,Yemen,government information archive,national,HTML,https://yemen-nic.info/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,public documents; cultural records; newspapers,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,81,B,"region=MENA; class=government information archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30086,Bibliotheca Alexandrina Memory of Modern Egypt,MENA,North Africa,Egypt,digital history archive,institutional,HTML/database,https://modernegypt.bibalex.org/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; photographs; press; public graphics,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P0,candidate,,89,A,"region=MENA; class=digital history archive; protocol=HTML/database; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30087,National Archives of India Abhilekh Patal,South Asia,India,India,national archive,national,HTML/database,https://www.abhilekh-patal.in/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; photographs; posters,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,85,A,"region=South Asia; class=national archive; protocol=HTML/database; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30088,CSCS Archive,South Asia,India,India,research archive,research,HTML,https://cscs.res.in/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,media culture; public communication; research records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,73,B,"region=South Asia; class=research archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30089,Godrej Archives,South Asia,India,India,corporate/design archive,corporate archive,HTML,https://www.godrejarchives.com/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,advertising; packaging; identity; corporate print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P0,candidate,,89,A,"region=South Asia; class=corporate/design archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30090,Sarmaya Arts Foundation,South Asia,India,India,visual culture collection,nonprofit,HTML,https://sarmaya.in/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,popular prints; photographs; maps; visual culture,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=South Asia; class=visual culture collection; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30091,National Library of Pakistan,South Asia,Pakistan,Pakistan,national library,national,HTML/catalog,https://nlp.gov.pk/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; periodicals; newspapers; posters,source-level metadata and source-link discovery,bibliographic_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,82,A,"region=South Asia; class=national library; protocol=HTML/catalog; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30092,Citizens Archive of Pakistan,South Asia,Pakistan,Pakistan,community archive,nonprofit,HTML,https://www.citizensarchive.org/,1947,2026,1931-1970; 1971-2000; 2001-2026,oral history; ephemera; photographs; public campaigns,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,83,A,"region=South Asia; class=community archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30093,Lahore Museum,South Asia,Pakistan,Pakistan,museum archive,museum,HTML,https://lahoremuseum.punjab.gov.pk/,1830,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,posters; prints; photographs; exhibition records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,81,B,"region=South Asia; class=museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30094,Liberation War Museum Bangladesh,South Asia,Bangladesh,Bangladesh,memory museum archive,museum,HTML,https://www.liberationwarmuseumbd.org/,1947,2026,1931-1970; 1971-2000; 2001-2026,posters; documents; photographs; campaign graphics,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,83,A,"region=South Asia; class=memory museum archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30095,National Archives of Bangladesh,South Asia,Bangladesh,Bangladesh,national archive,national,HTML,https://www.nanl.gov.bd/site/page/0e8b48c5-59c2-4b5b-8f5a-3f8f5c4b5d2e,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; newspapers,source-level metadata and source-link discovery,manual_source_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,81,B,"region=South Asia; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30096,Nepal Archives,South Asia,Nepal,Nepal,national archive,national,HTML,https://nationalarchives.gov.np/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,archives; government print; manuscripts,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P1,candidate,,77,B,"region=South Asia; class=national archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30097,National Library of Bhutan,South Asia,Bhutan,Bhutan,national library,national,HTML,https://www.library.gov.bt/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; manuscripts; cultural print,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,61,C,"region=South Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30098,National Library of Maldives,South Asia,Maldives,Maldives,national library,national,HTML,https://www.nlm.gov.mv/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; public communication; cultural publications,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,63,C,"region=South Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30099,National Library of Myanmar,Southeast Asia,Myanmar,Myanmar,national library,national,HTML,https://www.nlm.gov.mm/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; newspapers; periodicals,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",source-hosted review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Southeast Asia; class=national library; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30100,Myanmar Book Aid and Preservation Foundation,Southeast Asia,Myanmar,Myanmar,community/library archive,nonprofit,HTML,https://myanmarbookaid.org/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,books; library preservation; public communication,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P2,candidate,,71,B,"region=Southeast Asia; class=community/library archive; protocol=HTML; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
NLCV30101,Princess Maha Chakri Sirindhorn Anthropology Centre Database,Southeast Asia,Thailand,Thailand,research database,research,HTML/database,https://www.sac.or.th/databases/,1900,2026,1830-1930; 1931-1970; 1971-2000; 2001-2026,visual culture; community archives; research records,source-level metadata and source-link discovery,html_metadata_adapter,IMG00/IMG02 only after item-level source and rights review; no IMG01/IMG03 automatic upgrade,"source title, description, collection scope, catalog terms, and stable links",community_or_cultural_review,item rights vary; source-level discovery only,P1,candidate,,65,C,"region=Southeast Asia; class=research database; protocol=HTML/database; internal triage only, not public authority or rights clearance","not present in existing source registry, global edge, contemporary scan, or v1 nonmainstream target URL/name keys"
