cluster_key,seed_lane,recommended_next_artifact,manual_decision_needed,sandbox_allowed_after_review,packet_scale,anchor_review_lane,region,theme,source_family,five_year_bucket,actual_year_span,sub_candidate_count,card_candidate_count,candidate_count_written,top_candidate_surface_id,top_candidate_title,top_anchor_review_score,top_candidate_role,top_candidate_risk_flags,candidate_surface_ids,candidate_titles,seed_reason
Algeria|Modern typography and layout|Wikimedia Commons|1965-1969,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Algeria,Modern typography and layout,Wikimedia Commons,1965-1969,1965-1969,4,15,5,SURF-CCT2026R00242,Une-Si-Jeune-Paix.png,74.25,packet_member_review,commons_file_source,SURF-CCT2026R00242; SURF-CCT2026R00243; SURF-CCT2026R00260; SURF-CCT2026R00259; SURF-CCT2026R00250,"Une-Si-Jeune-Paix.png | La bataille d'Alger film.jpg | Affiche du film Eldridge Cleaver, Black Panther.jpg | Affiche du film Archie Shepp chez les Touaregs.jpg | Stamp of Algeria - 1967 - Colnect 173857 - Caravelle over Ghardaia.jpeg",card pressure is too high for immediate cover/editorial seeding
Indonesia|Modern typography and layout|Wikimedia Commons|1980-1984,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Indonesia,Modern typography and layout,Wikimedia Commons,1980-1984,1980-1984,3,42,5,SURF-CRB2026V3R00226,COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Remaja Pulang Pagi TMnr 4653-111.jpg,73.85,packet_member_review,commons_file_source,SURF-CRB2026V3R00226; SURF-CRB2026V3R00227; SURF-CRB2026V3R00225; SURF-CRG2026R3567; SURF-CRG2026R3566,COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Remaja Pulang Pagi TMnr 4653-111.jpg | COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Shadow Boxing TMnr 4653-112.jpg | COLLECTIE TROPENMUSEUM Filmdoek voor de aankondiging van de film Air Mata Ibu TMnr 4653-113.jpg | Stamp of Indonesia - 1980 - Colnect 255246 - London 80 International Stamp Exhibition.jpeg | Stamp of Indonesia - 1980 - Colnect 255245 - London 80 International Stamp Exhibition.jpeg,card pressure is too high for immediate cover/editorial seeding
Indonesia|Modern typography and layout|Wikimedia Commons|1985-1989,card_pressure_anchor_review,anchor confirmation plus card/support pruning list,separate candidate subs from support cards before cover/editorial work,false,large,sub_rich_anchor_candidate_review,Indonesia,Modern typography and layout,Wikimedia Commons,1985-1989,1985-1989,5,20,5,SURF-CAW2026R03073,Rachmat Saleh - Ministers of the Third Development Cabinet.jpg,67.55,packet_member_review,commons_file_source,SURF-CAW2026R03073; SURF-CAW2026R03070; SURF-CAW2026R03071; SURF-CAW2026R03072; SURF-CAW2026R03069,Rachmat Saleh - Ministers of the Third Development Cabinet.jpg | KP1 Muhammad Dahlan.jpg | KP1 Sarbini.jpg | Maraden Panggabean - Ministers of the Third Development Cabinet.jpg | KP1 Idham Chalid.jpg,card pressure is too high for immediate cover/editorial seeding
Ukraine|Modern typography and layout|Wikimedia Commons|2005-2009,manual_hold,manual anchor triage note,review after cleaner high-priority seed lanes,false,large,sub_rich_anchor_candidate_review,Ukraine,Modern typography and layout,Wikimedia Commons,2005-2009,2005-2009,6,10,5,SURF-CCT2026R01813,Las Meninas Poster.jpg,99.65,manual_relation_review,commons_file_source,SURF-CCT2026R01813; SURF-CRB2026V2R0375; SURF-CRB2026V2R0376; SURF-CCT2026R01818; SURF-CRB2026V3R00051,Las Meninas Poster.jpg | Front cover of Constitution of the Communist Party of China 2007 (cropped).jpg | Front cover of Constitution of the Communist Party of China 2007.jpg | BUT in the park 2957 pixeled.JPG | Poster of Boycott Russian goods campaign 2006.jpg,does not satisfy high-confidence seed conditions
Malaysia|Midcentury modern graphic communication|Malaysia Design Archive|2020-2024,manual_hold,manual anchor triage note,review after cleaner high-priority seed lanes,false,medium,sub_rich_anchor_candidate_review,Malaysia,Midcentury modern graphic communication,Malaysia Design Archive,2020-2024,2022-2022,7,0,5,SURF-IAC1990R006,In Solidarity With UK Students,62.9,packet_member_review,,SURF-IAC1990R006; SURF-IAC1990R001; SURF-IAC1990R005; SURF-IAC1990R007; SURF-IAC1990R003,In Solidarity With UK Students | A Force More Powerful | Silhouette of A Person Holding A Sign Against A Blue Background | Mahasiswa Bangkitlah Dari Tidurmu | Kuasa Kepada Rakyat,does not satisfy high-confidence seed conditions
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|1980-1984,manual_hold,manual anchor triage note,review after cleaner high-priority seed lanes,false,medium,sub_rich_anchor_candidate_review,Australia / Indigenous,Postwar exhibition and cultural posters,NAIDOC Poster Gallery,1980-1984,1980-1984,5,0,5,SURF-GAPIT2026R026,NAIDOC 1981 Poster,62.1,packet_member_review,,SURF-GAPIT2026R026; SURF-GAPIT2026R022; SURF-GAPIT2026R029; SURF-GAPIT2026R033; SURF-GAPIT2026R028,NAIDOC 1981 Poster | NAIDOC 1980 Poster | NAIDOC 1983 Poster | NAIDOC 1984 Poster | NAIDOC 1982 Poster,does not satisfy high-confidence seed conditions
Australia / Indigenous|Postwar exhibition and cultural posters|NAIDOC Poster Gallery|2000-2004,manual_hold,manual anchor triage note,review after cleaner high-priority seed lanes,false,medium,sub_rich_anchor_candidate_review,Australia / Indigenous,Postwar exhibition and cultural posters,NAIDOC Poster Gallery,2000-2004,2000-2004,5,0,5,SURF-LPC2026R027,NAIDOC 2003 Poster,60.7,packet_member_review,,SURF-LPC2026R027; SURF-GAPIT2026R058; SURF-LPC2026R025; SURF-LPC2026R028; SURF-LPC2026R026,NAIDOC 2003 Poster | NAIDOC 2000 Poster | NAIDOC 2001 Poster | NAIDOC 2004 Poster | NAIDOC 2002 Poster,does not satisfy high-confidence seed conditions
Brazil|Modern typography and layout|Wikimedia Commons|1830-1834,graphic_object_scope_review,graphic-object scope review note,verify this is graphic design evidence rather than adjacent visual/object evidence,false,medium,strong_packet_anchor_candidate_review,Brazil,Modern typography and layout,Wikimedia Commons,1830-1834,1830-1830,9,0,5,SURF-CAW2026R00032,"Marianne North (1830-1890) - Foliage and Flowers of a Climbing Plant with Royal Palms and Sugarloaf Mountain in the Background, Brazil - MN65 - Marianne North Gallery.jpg",81.15,sub_under_packet_candidate,commons_file_source,SURF-CAW2026R00032; SURF-CAW2026R00013; SURF-CAW2026R00037; SURF-CAW2026R00030; SURF-CAW2026R00052,"Marianne North (1830-1890) - Foliage and Flowers of a Climbing Plant with Royal Palms and Sugarloaf Mountain in the Background, Brazil - MN65 - Marianne North Gallery.jpg | Marianne North (1830-1890) - A Brazilian Climbing Shrub and Humming Birds - MN59 - Marianne North Gallery.jpg | Marianne North (1830-1890) - Glimpse of Mr Weilhorn's House at Petropolis, Brazil - MN90 - Marianne North Gallery.jpg | Marianne North (1830-1890) - Flowers of a Brazilian Forest Tree - MN88 - Marianne North Gallery.jpg | Marianne North (1830-1890) - Orchid and Humming Birds, Brazil - MN96 - Marianne North Gallery.jpg",top title suggests adjacent visual/object evidence rather than graphic design packet anchor
Latin America|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,graphic-object scope review note,verify this is graphic design evidence rather than adjacent visual/object evidence,false,large,sub_rich_anchor_candidate_review,Latin America,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1952,15,0,5,SURF-CAW2026R02357,"Jacket, formal (AM 2017.66.10-8).jpg",73.15,packet_member_review,commons_file_source,SURF-CAW2026R02357; SURF-CAW2026R02356; SURF-CAW2026R02355; SURF-CAW2026R02352; SURF-CAW2026R02351,"Jacket, formal (AM 2017.66.10-8).jpg | Jacket, formal (AM 2017.66.10-7).jpg | Jacket, formal (AM 2017.66.10-6).jpg | Jacket, formal (AM 2017.66.10-3).jpg | Jacket, formal (AM 2017.66.10-22).jpg",top title suggests adjacent visual/object evidence rather than graphic design packet anchor
Aotearoa New Zealand|Modern typography and layout|Wikimedia Commons|1950-1954,graphic_object_scope_review,graphic-object scope review note,verify this is graphic design evidence rather than adjacent visual/object evidence,false,medium,sub_rich_anchor_candidate_review,Aotearoa New Zealand,Modern typography and layout,Wikimedia Commons,1950-1954,1950-1952,8,0,5,SURF-CAW2026R02312,Model truck (AM 2007.17.15-3).jpg,71.55,packet_member_review,commons_file_source,SURF-CAW2026R02312; SURF-CAW2026R02311; SURF-CAW2026R02308; SURF-CAW2026R02310; SURF-CAW2026R02309,"Model truck (AM 2007.17.15-3).jpg | Model truck (AM 2007.17.15-2).jpg | Figure, advertising (AM 2007.17.18-3).jpg | Health Poster 'Danger don't spread disease' (15590284219).jpg | Figure, advertising (AM 2007.17.20-1).jpg",top title suggests adjacent visual/object evidence rather than graphic design packet anchor
Mexico|Modern typography and layout|Wikimedia Commons|1980-1984,graphic_object_scope_review,graphic-object scope review note,verify this is graphic design evidence rather than adjacent visual/object evidence,false,large,sub_rich_anchor_candidate_review,Mexico,Modern typography and layout,Wikimedia Commons,1980-1984,1983-1984,11,0,5,SURF-CCR2026R0015,"Catherine Oxenberg ""Dynasty"" (1984 ABC press photo).jpg",69.65,packet_member_review,commons_file_source,SURF-CCR2026R0015; SURF-CCR2026R0022; SURF-CCR2026R0021; SURF-CCR2026R0016; SURF-CCR2026R0018,"Catherine Oxenberg ""Dynasty"" (1984 ABC press photo).jpg | Terry Farrell ""Paper Dolls"" (1984 ABC press photo) 03.jpg | Terry Farrell ""Paper Dolls"" (1984 ABC press photo) 02.jpg | Dack Rambo ""Paper Dolls"" (1984 ABC press photo) 01 (cropped).jpg | Dack Rambo ""Paper Dolls"" (1984 ABC press photo) 02.jpg",top title suggests adjacent visual/object evidence rather than graphic design packet anchor
