capture_id,direction_id,direction_name,source_id,source_name,source_api_url,capture_status,source_identifier,source_record_url,source_title,source_creator,source_date_text,date_start,date_end,source_place_text,source_object_type,source_medium,source_collection,source_rights_text,rights_uri,rights_basis,image_presence_code,image_presence_basis,image_state_evaluation,image_state_confidence,rights_review_required,image_state_review_note,image_frame_behavior,image_url_detected,local_copy_permitted,iiif_or_viewer_available,fallback_required,fallback_reason,raw_json_path,access_date
ECAP024,D01,open_and_restricted_museum_poster_objects,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=10,captured,2022.78,https://clevelandart.org/art/2022.78,Street Advertising,"John Thomson (British, 1837–1921)",1876–77,1876,1877,"England, 19th century",Photograph,woodburytype,PH - British 19th Century,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; local copy remains disabled until record-level review.,open_image_frame,"{""filename"": ""2022.78_web.jpg"", ""filesize"": ""307444"", ""height"": ""900"", ""url"": ""https://openaccess-cdn.clevelandart.org/2022.78/2022.78_web.jpg"", ""width"": ""701""}",false,"{""filename"": ""2022.78_web.jpg"", ""filesize"": ""307444"", ""height"": ""900"", ""url"": ""https://openaccess-cdn.clevelandart.org/2022.78/2022.78_web.jpg"", ""width"": ""701""}",false,,data/capture_batch_001_raw/SRC022_cleveland_search.json,2026-05-30
ECAP025,D01,open_and_restricted_museum_poster_objects,SRC022,Cleveland Museum Open Access API,https://openaccess-api.clevelandart.org/api/artworks/?q=poster&has_image=1&limit=10,captured,1926.297,https://clevelandart.org/art/1926.297,Perched upon a Bust of Pallas,"Édouard Manet (French, 1832–1883)",1875,1875,1875,"France, 19th century",Print,lithograph,PR - Lithograph,Cleveland Museum API share_license_status=CC0.,,Cleveland Museum API share_license_status=CC0.,IMG03,Cleveland Museum API share_license_status=CC0.,IMG03: Cleveland Museum API share_license_status=CC0.,high,true,Open image display candidate; local copy remains disabled until record-level review.,open_image_frame,"{""filename"": ""1926.297_web.jpg"", ""filesize"": ""246704"", ""height"": ""900"", ""url"": ""https://openaccess-cdn.clevelandart.org/1926.297/1926.297_web.jpg"", ""width"": ""610""}",false,"{""filename"": ""1926.297_web.jpg"", ""filesize"": ""246704"", ""height"": ""900"", ""url"": ""https://openaccess-cdn.clevelandart.org/1926.297/1926.297_web.jpg"", ""width"": ""610""}",false,,data/capture_batch_001_raw/SRC022_cleveland_search.json,2026-05-30
ECAP026,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O129280,https://collections.vam.ac.uk/item/O129280/,Piper at the Gates of Dawn,Unknown,late 1960s,,,London,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2006AY2198/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2006AY2198/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP027,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O117445,https://collections.vam.ac.uk/item/O117445/,Zimbabwe.  One Enemy: Imperialism [verso],The Poster Collective,ca. 1977,,,United Kingdom,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2012FE8139/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2012FE8139/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP028,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O1275009,https://collections.vam.ac.uk/item/O1275009/,There flows from Latin America,Unknown,ca. 1970s,,,London,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2014GW4708/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2014GW4708/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP029,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O1024553,https://collections.vam.ac.uk/item/O1024553/,Picture Posters,Unknown,1896-early 1900s,,,USA,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2014HH0974/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2014HH0974/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP030,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O1010317,https://collections.vam.ac.uk/item/O1010317/,Political Poster Show 1977,Rachael Romero,1977,,,USA,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2012FE8090/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2012FE8090/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP031,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O1275006,https://collections.vam.ac.uk/item/O1275006/,A nation that enslaves another cannot itself be free,Unknown,1979-1980,,,London,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2014GW4671/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2014GW4671/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP032,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O554413,https://collections.vam.ac.uk/item/O554413/,Self-Determination For The Irish People,The Poster Collective,1977,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP033,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O555458,https://collections.vam.ac.uk/item/O555458/,Victory to People's War,The Poster Collective,1976,,,London,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2024NT2238/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2024NT2238/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP034,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O554411,https://collections.vam.ac.uk/item/O554411/,Zimbabwe. One Enemy: Imperialism.,The Poster Collective,1977,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP035,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O555461,https://collections.vam.ac.uk/item/O555461/,Free World. Third World. Socialist World.,The Poster Collective,1976,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP036,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O554955,https://collections.vam.ac.uk/item/O554955/,A for africa,The Poster Collective,1976,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP037,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O552869,https://collections.vam.ac.uk/item/O552869/,Supporting An Army Of The People And For The People,The Poster Collective,1977,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP038,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O555459,https://collections.vam.ac.uk/item/O555459/,Support The Struggle Of The United Farm Workers,The Poster Collective,1976,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP039,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O554954,https://collections.vam.ac.uk/item/O554954/,In Support Of The Courageous Stand Made By Hull Prisoners,"Walker, Martin",1976,,,London,Poster,,V&A Collections,V&A row does not expose image metadata in this capture.,,V&A row does not expose image metadata in this capture.,IMG04,V&A row does not expose image metadata in this capture.,IMG04: V&A row does not expose image metadata in this capture.,high,false,No image frame should be rendered for this capture row.,no_image_frame,,false,,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP040,D02,design_museum_poster_catalogue_metadata,SRC005,V&A Collections API,https://api.vam.ac.uk/v2/objects/search?q=poster&page_size=15,captured,O552868,https://collections.vam.ac.uk/item/O552868/,Air India. Immingrant Labour.,The Poster Collective,1977,,,London,Poster,,V&A Collections,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02,V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,IMG02: V&A API exposes source-hosted IIIF/image service metadata; no local copy is permitted in this pass.,medium,true,"Treat as source-hosted viewer candidate, not as reusable local image.",source_viewer_frame,"https://framemark.vam.ac.uk/collections/2011EP0056/full/!100,100/0/default.jpg",false,https://framemark.vam.ac.uk/collections/2011EP0056/,false,,data/capture_batch_001_raw/SRC005_vam_search.json,2026-05-30
ECAP041,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2010635220,https://www.loc.gov/pictures/item/2010635220/,"[Political posters related to issues in Pakistan and Afghanistan, some published in Quetta, Pakistan, including posters issued by the Taliban and Jamiat Ulema-e-Islam, posters in sympathy with the Northern alliance and other anti-Taliban movements in Afghanistan, posters supporting Ossama Bin Laden and Saddam Hussein, and posters about the separatist movement in Balochistan]",,[between 2003 and 2005],,,,26 prints (posters) :,26 prints (posters) : offset ; 18 x 23 in. and smaller.,iuc; minload; pp,LOC search row uses a not-digitized placeholder rather than an item image.,,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04: LOC search row uses a not-digitized placeholder rather than an item image.,high,false,This should render as a text/source row without an image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010635220/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP042,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2010635024,https://www.loc.gov/pictures/item/2010635024/,"[Posters depicting Belize's People's United Party (PUP); Brazil: film posters, cultural issues, reproductive rights; Guyana: political posters, environmental issues; Suriname: bird-watching, environmental issues; French Guyana: environmental issues, Carnival, spaceport; Uruguay: film festival; AIDS awareness; disability awareness; indigenous cultures; cinema; travel; species extinction; cultural events; children's books; IBASE; and Coca-Cola themed posters]",,[between 1989 and 2002],,,,85 prints (posters).,85 prints (posters).,iuc; minload; pp,LOC search row uses a not-digitized placeholder rather than an item image.,,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04: LOC search row uses a not-digitized placeholder rather than an item image.,high,false,This should render as a text/source row without an image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010635024/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP043,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2010633735,https://www.loc.gov/pictures/item/2010633735/,[Polish posters: Ramayana exhibition poster by Stasis; Gamelan exhibition poster by Jerzy Czerniawski; Indonesia exhibition poster by Maria Janiga],,[ca. 1980],,,,3 items.,3 items.,iuc; minload; pp,LOC search row uses a not-digitized placeholder rather than an item image.,,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04: LOC search row uses a not-digitized placeholder rather than an item image.,high,false,This should render as a text/source row without an image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2010633735/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP044,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2017689463,https://www.loc.gov/pictures/item/2017689463/,"Production. The first of a series of production posters designed by the Office of Emergency Management for display in defense plants throughout the United States. The poster was designed for the OEM by Jean Carlu, eminent poster artist and graphic design expert. The poster measures 30 x 40 inches in size and was issued June 23, 1941",United States. Office for Emergency Management.,1941.,,,,1 negative ;,1 negative ; 4 x 5 inches or smaller.,ammem; diof; fsa; pp,LOC search row uses a not-digitized placeholder rather than an item image.,,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04: LOC search row uses a not-digitized placeholder rather than an item image.,high,false,This should render as a text/source row without an image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2017689463/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP045,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2017699400,https://www.loc.gov/pictures/item/2017699400/,"Poster. Men working together. A defense production poster for display in industrial plants throughout the nation. The poster, which measures 30 x 40 inches was designed and distributed by the Division of Information of the Office of War Information (OWI). The poster was issued November 18, 1941",United States. Office of War Information.,1941 Nov.,,,,1 negative ;,1 negative ; 4 x 5 inches or smaller.,ammem; diof; fsa; pp,LOC search row uses a not-digitized placeholder rather than an item image.,,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04: LOC search row uses a not-digitized placeholder rather than an item image.,high,false,This should render as a text/source row without an image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2017699400/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP046,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2017700597,https://www.loc.gov/pictures/item/2017700597/,"Civilian defense poster. ""Jerry"", the American eagle, which posed for this striking poster, is a resident of the National Zoological Park, Washington, D.C. The poster, in four colors, was issued today to illustrate Civilian Defense Week, observance of which begins Armistice Day, November 11, by proclamation of President Roosevelt. Specific days have been set aside throughout the week to mark special aspects of the Office of Civilian Defense, Office of Emergency Management (OEM). From an actual photograph. It is being distributed by state and local defense throughout the nation. Poster designed by Herbert Matter, distributed by the Office of Civilian Defense. It is printed in four colors. Copies may be obtained from state and local councils",United States. Office of War Information.,[between 1940 and 1946],,,,1 negative :,1 negative : safety ; 5 x 7 inches or smaller.,ammem; diof; fsa; pp,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; item page rights advisory must be captured before publication.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/fsa/8b12000/8b12900/8b12926_150px.jpg,false,https://www.loc.gov/pictures/item/2017700597/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP047,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2017700598,https://www.loc.gov/pictures/item/2017700598/,"Civilian defense poster. There's a place for every American in the Civilian Defense program as proclaimed in the striking poster above, designed by Charles Tudor, and issued today in two colors by the Office of War Information (OWI). The poster emphasizes the basic emblem of the Office of Civilian Defense. It is printed in red and blue, and is being distributed by state and local defense councils throughout the nation. Poster designed by Charles Tudor, distributed by the Office of Civilian Defense. It is printed in red and blue on white. Copies may be obtained from state and local councils",United States. Office of War Information.,[between 1940 and 1946],,,,1 negative :,1 negative : safety ; 5 x 7 inches or smaller.,ammem; diof; fsa; pp,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; item page rights advisory must be captured before publication.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/fsa/8b12000/8b12900/8b12927_150px.jpg,false,https://www.loc.gov/pictures/item/2017700598/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP048,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2017700659,https://www.loc.gov/pictures/item/2017700659/,"United effort poster. The united effort of the American people to match the Axis by fulfilling the production needs of the United Nations is illustrated in this poster issued by the War Production Board (WPB). These posters are being delivered to war factories throughout the nation. The field of the poster is white with printing in red, blue and black. Its measurements are 28 x 40 in.",United States. Office of War Information.,1942 May.,,,,1 negative :,1 negative : safety ; 5 x 7 inches or smaller.,ammem; diof; fsa; pp,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; item page rights advisory must be captured before publication.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/fsa/8b12000/8b12900/8b12988_150px.jpg,false,https://www.loc.gov/pictures/item/2017700659/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP049,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2016871719,https://www.loc.gov/pictures/item/2016871719/,"Official Boy Scout poster. Dr. James E. West, Chief Scout Executive of the Boy Scouts (left) and Rep. Sol Bloom of New York with the official poster. This poster was painted and donated to the Boy Scout Jamboree by Howard Chandler Christy. It, the poster, will be distributed all over the world for the coming Boy Scout Jamboree which will be held in Washington from June 30th to July 9th with 30,000 Boy Scouts in attendance. Rep. Bloom has been one of the most active leaders in promoting this Boy Scout Jamboree, 5/21/1937",Harris & Ewing,1937 May 21.,,,,1 negative :,1 negative : glass ; 4 x 5 in. or smaller,diof; hec; pp,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01,LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,IMG01: LOC pictures search row exposes a thumbnail; item-level rights advisory was not captured in this pass.,medium,true,Thumbnail candidate only; item page rights advisory must be captured before publication.,thumbnail_frame,https://tile.loc.gov/storage-services/service/pnp/hec/22700/22743_150px.jpg,false,https://www.loc.gov/pictures/item/2016871719/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
ECAP050,D03,public_poster_archive_search_records,SRC006,Library of Congress loc.gov API,https://www.loc.gov/pictures/search/?q=poster&fo=json&c=10,captured,2018649993,https://www.loc.gov/pictures/item/2018649993/,[Lewis Newton collection of African American posters],,9 prints : sheets 92 x 61 cm and smaller (poster format).,,,,[United States] : [1970-2008],"[United States] : [publishers not identified], [1970-2008]",iuc; pp,LOC search row uses a not-digitized placeholder rather than an item image.,,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04,LOC search row uses a not-digitized placeholder rather than an item image.,IMG04: LOC search row uses a not-digitized placeholder rather than an item image.,high,false,This should render as a text/source row without an image frame.,no_image_frame,,false,https://www.loc.gov/pictures/item/2018649993/,false,,data/capture_batch_001_raw/SRC006_loc_search.json,2026-05-30
