blocker_type,severity,source_file,capture_id,surface_id,year,region,image_state,source_name,title,source_url,image_url,recommendation
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00327,SURF-CCT2026R00327,2022,Unresolved region,IMG03,Wikimedia Commons file source / Affiches publicitaires (2).jpg / page 118771312,Affiches publicitaires (2).jpg,https://commons.wikimedia.org/wiki/File:Affiches_publicitaires_(2).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Affiches_publicitaires_%282%29.jpg/1280px-Affiches_publicitaires_%282%29.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00328,SURF-CCT2026R00328,2023,Unresolved region,IMG03,Wikimedia Commons file source / Affiche Cinéma l'EDEN.jpg / page 133298227,Affiche Cinéma l'EDEN.jpg,https://commons.wikimedia.org/wiki/File:Affiche_Cin%C3%A9ma_l%27EDEN.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/b5/Affiche_Cin%C3%A9ma_l%27EDEN.jpg/1280px-Affiche_Cin%C3%A9ma_l%27EDEN.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00354,SURF-CCT2026R00354,1950,Egypt,IMG03,"Wikimedia Commons file source / The Police magazine (Egypt, 1950s).jpg / page 158686030","The Police magazine (Egypt, 1950s).jpg","https://commons.wikimedia.org/wiki/File:The_Police_magazine_(Egypt,_1950s).jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/c/ce/The_Police_magazine_%28Egypt%2C_1950s%29.jpg/1280px-The_Police_magazine_%28Egypt%2C_1950s%29.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00357,SURF-CCT2026R00357,1957,Egypt,IMG03,"Wikimedia Commons file source / The Police magazine cover Egypt, 9 June 1957.jpg / page 158685941","The Police magazine cover Egypt, 9 June 1957.jpg","https://commons.wikimedia.org/wiki/File:The_Police_magazine_cover_Egypt,_9_June_1957.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/a/a3/The_Police_magazine_cover_Egypt%2C_9_June_1957.jpg/1280px-The_Police_magazine_cover_Egypt%2C_9_June_1957.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00362,SURF-CCT2026R00362,2000,Egypt,IMG03,Wikimedia Commons file source / Egypt in the early 2000s (poster).jpg / page 157923725,Egypt in the early 2000s (poster).jpg,https://commons.wikimedia.org/wiki/File:Egypt_in_the_early_2000s_(poster).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/95/Egypt_in_the_early_2000s_%28poster%29.jpg/1280px-Egypt_in_the_early_2000s_%28poster%29.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00368,SURF-CCT2026R00368,2019,Egypt,IMG03,Wikimedia Commons file source / Khames we gomaa poster.jpg / page 76759959,Khames we gomaa poster.jpg,https://commons.wikimedia.org/wiki/File:Khames_we_gomaa_poster.jpg,https://upload.wikimedia.org/wikipedia/commons/2/2e/Khames_we_gomaa_poster.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00378,SURF-CCT2026R00378,1957,Ghana,IMG03,Wikimedia Commons file source / KwameNkrumahOnGhanianIndependenceDay6March1957PostageStamp.JPG / page 37496921,KwameNkrumahOnGhanianIndependenceDay6March1957PostageStamp.JPG,https://commons.wikimedia.org/wiki/File:KwameNkrumahOnGhanianIndependenceDay6March1957PostageStamp.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/9/9f/KwameNkrumahOnGhanianIndependenceDay6March1957PostageStamp.JPG/1280px-KwameNkrumahOnGhanianIndependenceDay6March1957PostageStamp.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00395,SURF-CCT2026R00395,2010,Ghana,IMG03,Wikimedia Commons file source / Jimmy Carter Library and Museum 131.JPG / page 14692838,Jimmy Carter Library and Museum 131.JPG,https://commons.wikimedia.org/wiki/File:Jimmy_Carter_Library_and_Museum_131.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0d/Jimmy_Carter_Library_and_Museum_131.JPG/1280px-Jimmy_Carter_Library_and_Museum_131.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00396,SURF-CCT2026R00396,2013,Ghana,IMG03,Wikimedia Commons file source / Chale Wote 2013 Poster.png / page 28143790,Chale Wote 2013 Poster.png,https://commons.wikimedia.org/wiki/File:Chale_Wote_2013_Poster.png,https://upload.wikimedia.org/wikipedia/commons/e/e2/Chale_Wote_2013_Poster.png,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00514,SURF-CCT2026R00514,2013,Morocco,IMG03,Wikimedia Commons file source / Affiche film SAGA de Othman Naciri.jpg / page 30777930,Affiche film SAGA de Othman Naciri.jpg,https://commons.wikimedia.org/wiki/File:Affiche_film_SAGA_de_Othman_Naciri.jpg,https://upload.wikimedia.org/wikipedia/commons/8/88/Affiche_film_SAGA_de_Othman_Naciri.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00619,SURF-CCT2026R00619,1923,South Africa,IMG03,Wikimedia Commons file source / SouthAfrica-Stamp-1923-Springbok.jpg / page 11320144,SouthAfrica-Stamp-1923-Springbok.jpg,https://commons.wikimedia.org/wiki/File:SouthAfrica-Stamp-1923-Springbok.jpg,https://upload.wikimedia.org/wikipedia/commons/8/8e/SouthAfrica-Stamp-1923-Springbok.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00730,SURF-CCT2026R00730,2008,Unresolved region,IMG03,Wikimedia Commons file source / Ariana 1 - Tunisia.jpg / page 4252284,Ariana 1 - Tunisia.jpg,https://commons.wikimedia.org/wiki/File:Ariana_1_-_Tunisia.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/39/Ariana_1_-_Tunisia.jpg/1280px-Ariana_1_-_Tunisia.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00732,SURF-CCT2026R00732,2008,Unresolved region,IMG03,Wikimedia Commons file source / Tunisia Secretary General Government.JPG / page 5063713,Tunisia Secretary General Government.JPG,https://commons.wikimedia.org/wiki/File:Tunisia_Secretary_General_Government.JPG,https://upload.wikimedia.org/wikipedia/commons/6/6d/Tunisia_Secretary_General_Government.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00735,SURF-CCT2026R00735,2010,Unresolved region,IMG03,Wikimedia Commons file source / Affiche Ben Ali 2010.jpg / page 12758805,Affiche Ben Ali 2010.jpg,https://commons.wikimedia.org/wiki/File:Affiche_Ben_Ali_2010.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/b/bf/Affiche_Ben_Ali_2010.jpg/1280px-Affiche_Ben_Ali_2010.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00737,SURF-CCT2026R00737,2011,Unresolved region,IMG03,Wikimedia Commons file source / FaçadeLIbrairieTunisiePostRévolutionnaire.JPG / page 14982230,FaçadeLIbrairieTunisiePostRévolutionnaire.JPG,https://commons.wikimedia.org/wiki/File:Fa%C3%A7adeLIbrairieTunisiePostR%C3%A9volutionnaire.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/7f/Fa%C3%A7adeLIbrairieTunisiePostR%C3%A9volutionnaire.JPG/1280px-Fa%C3%A7adeLIbrairieTunisiePostR%C3%A9volutionnaire.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00764,SURF-CCT2026R00764,2018,Unresolved region,IMG03,Wikimedia Commons file source / Affiche cérémonie musicale grève otjm sfax.jpg / page 67704385,Affiche cérémonie musicale grève otjm sfax.jpg,https://commons.wikimedia.org/wiki/File:Affiche_c%C3%A9r%C3%A9monie_musicale_gr%C3%A8ve_otjm_sfax.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/0a/Affiche_c%C3%A9r%C3%A9monie_musicale_gr%C3%A8ve_otjm_sfax.jpg/1280px-Affiche_c%C3%A9r%C3%A9monie_musicale_gr%C3%A8ve_otjm_sfax.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00768,SURF-CCT2026R00768,2025,Unresolved region,IMG03,Wikimedia Commons file source / Vintage Poster of Mosque — Tozeur.jpg / page 167807367,Vintage Poster of Mosque — Tozeur.jpg,https://commons.wikimedia.org/wiki/File:Vintage_Poster_of_Mosque_%E2%80%94_Tozeur.jpg,https://upload.wikimedia.org/wikipedia/commons/5/5e/Vintage_Poster_of_Mosque_%E2%80%94_Tozeur.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R00771,SURF-CCT2026R00771,2005,Unresolved region,IMG03,Wikimedia Commons file source / Zimbabwe stamp type CA5point1.jpg / page 33913477,Zimbabwe stamp type CA5point1.jpg,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA5point1.jpg,https://upload.wikimedia.org/wikipedia/commons/e/e8/Zimbabwe_stamp_type_CA5point1.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01108,SURF-CCT2026R01108,1992,Tajikistan,IMG03,Wikimedia Commons file source / Stamp of Tajikistan 1995 a.jpg / page 15299860,Stamp of Tajikistan 1995 a.jpg,https://commons.wikimedia.org/wiki/File:Stamp_of_Tajikistan_1995_a.jpg,https://upload.wikimedia.org/wikipedia/commons/3/35/Stamp_of_Tajikistan_1995_a.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01109,SURF-CCT2026R01109,1995,Tajikistan,IMG03,Wikimedia Commons file source / Stamp of Tajikistan 1997 113.jpg / page 15609049,Stamp of Tajikistan 1997 113.jpg,https://commons.wikimedia.org/wiki/File:Stamp_of_Tajikistan_1997_113.jpg,https://upload.wikimedia.org/wikipedia/commons/5/59/Stamp_of_Tajikistan_1997_113.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01190,SURF-CCT2026R01190,1999,China / Hong Kong,IMG03,Wikimedia Commons file source / Bao’an people stamp(1).jpg / page 164580066,Bao’an people stamp(1).jpg,https://commons.wikimedia.org/wiki/File:Bao%E2%80%99an_people_stamp(1).jpg,https://upload.wikimedia.org/wikipedia/commons/c/c1/Bao%E2%80%99an_people_stamp%281%29.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01201,SURF-CCT2026R01201,2009,China / Hong Kong,IMG03,Wikimedia Commons file source / Ming-kiok1.jpg / page 7371483,Ming-kiok1.jpg,https://commons.wikimedia.org/wiki/File:Ming-kiok1.jpg,https://upload.wikimedia.org/wikipedia/commons/6/61/Ming-kiok1.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01202,SURF-CCT2026R01202,2012,China / Hong Kong,IMG03,Wikimedia Commons file source / Chinese Food Safety Poster.jpg / page 18743343,Chinese Food Safety Poster.jpg,https://commons.wikimedia.org/wiki/File:Chinese_Food_Safety_Poster.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/2/2f/Chinese_Food_Safety_Poster.jpg/1280px-Chinese_Food_Safety_Poster.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01203,SURF-CCT2026R01203,2016,China / Hong Kong,IMG03,Wikimedia Commons file source / Advent (Ad-vientu) Poster English (dir. Roberto F. Canuto & Xu Xiaoxi).jpg / page 54145710,Advent (Ad-vientu) Poster English (dir. Roberto F. Canuto & Xu Xiaoxi).jpg,https://commons.wikimedia.org/wiki/File:Advent_(Ad-vientu)_Poster_English_(dir._Roberto_F._Canuto_%26_Xu_Xiaoxi).jpg,https://upload.wikimedia.org/wikipedia/commons/a/a3/Advent_%28Ad-vientu%29_Poster_English_%28dir._Roberto_F._Canuto_%26_Xu_Xiaoxi%29.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01204,SURF-CCT2026R01204,2016,China / Hong Kong,IMG03,"Wikimedia Commons file source / Advent Poster English International (Ad-vientu, dir. Roberto F. Canuto & Xu Xiaoxi, 2016). Susan Opperman.jpg / page 52713217","Advent Poster English International (Ad-vientu, dir. Roberto F. Canuto & Xu Xiaoxi, 2016). Susan Opperman.jpg","https://commons.wikimedia.org/wiki/File:Advent_Poster_English_International_(Ad-vientu,_dir._Roberto_F._Canuto_%26_Xu_Xiaoxi,_2016)._Susan_Opperman.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/8/88/Advent_Poster_English_International_%28Ad-vientu%2C_dir._Roberto_F._Canuto_%26_Xu_Xiaoxi%2C_2016%29._Susan_Opperman.jpg/1280px-Advent_Poster_English_International_%28Ad-vientu%2C_dir._Roberto_F._Canuto_%26_Xu_Xiaoxi%2C_2016%29._Susan_Opperman.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01206,SURF-CCT2026R01206,2017,China / Hong Kong,IMG03,Wikimedia Commons file source / Front cover of Constitution of the Communist Party of China.jpg / page 75514565,Front cover of Constitution of the Communist Party of China.jpg,https://commons.wikimedia.org/wiki/File:Front_cover_of_Constitution_of_the_Communist_Party_of_China.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/0/04/Front_cover_of_Constitution_of_the_Communist_Party_of_China.jpg/1280px-Front_cover_of_Constitution_of_the_Communist_Party_of_China.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01209,SURF-CCT2026R01209,2018,China / Hong Kong,IMG03,Wikimedia Commons file source / Poster - Yin Yu Tang House - Peabody Essex Museum - DSC06750.jpg / page 77300047,Poster - Yin Yu Tang House - Peabody Essex Museum - DSC06750.jpg,https://commons.wikimedia.org/wiki/File:Poster_-_Yin_Yu_Tang_House_-_Peabody_Essex_Museum_-_DSC06750.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/1/13/Poster_-_Yin_Yu_Tang_House_-_Peabody_Essex_Museum_-_DSC06750.jpg/1280px-Poster_-_Yin_Yu_Tang_House_-_Peabody_Essex_Museum_-_DSC06750.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01211,SURF-CCT2026R01211,2019,China / Hong Kong,IMG03,"Wikimedia Commons file source / Xidajie near Erqi Square, Zhengzhou 20190320.jpg / page 77466787","Xidajie near Erqi Square, Zhengzhou 20190320.jpg","https://commons.wikimedia.org/wiki/File:Xidajie_near_Erqi_Square,_Zhengzhou_20190320.jpg",https://upload.wikimedia.org/wikipedia/commons/thumb/3/35/Xidajie_near_Erqi_Square%2C_Zhengzhou_20190320.jpg/1280px-Xidajie_near_Erqi_Square%2C_Zhengzhou_20190320.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01216,SURF-CCT2026R01216,2021,China / Hong Kong,IMG03,Wikimedia Commons file source / Bulletin board with civilization posters at Fuchengmen Beishuncheng St (20210307180206).jpg / page 101196149,Bulletin board with civilization posters at Fuchengmen Beishuncheng St (20210307180206).jpg,https://commons.wikimedia.org/wiki/File:Bulletin_board_with_civilization_posters_at_Fuchengmen_Beishuncheng_St_(20210307180206).jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Bulletin_board_with_civilization_posters_at_Fuchengmen_Beishuncheng_St_%2820210307180206%29.jpg/1280px-Bulletin_board_with_civilization_posters_at_Fuchengmen_Beishuncheng_St_%2820210307180206%29.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01221,SURF-CCT2026R01221,2021,China / Hong Kong,IMG03,Wikimedia Commons file source / Packaging and contents 2.jpg / page 109607440,Packaging and contents 2.jpg,https://commons.wikimedia.org/wiki/File:Packaging_and_contents_2.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/e/ec/Packaging_and_contents_2.jpg/1280px-Packaging_and_contents_2.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01222,SURF-CCT2026R01222,2022,China / Hong Kong,IMG03,Wikimedia Commons file source / 20220430 Jinshuidonglu Station - Platform 02.jpg / page 117558665,20220430 Jinshuidonglu Station - Platform 02.jpg,https://commons.wikimedia.org/wiki/File:20220430_Jinshuidonglu_Station_-_Platform_02.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/9/94/20220430_Jinshuidonglu_Station_-_Platform_02.jpg/1280px-20220430_Jinshuidonglu_Station_-_Platform_02.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01223,SURF-CCT2026R01223,2023,China / Hong Kong,IMG03,Wikimedia Commons file source / Shandong Jinpeng Group Limited.png / page 131541129,Shandong Jinpeng Group Limited.png,https://commons.wikimedia.org/wiki/File:Shandong_Jinpeng_Group_Limited.png,https://upload.wikimedia.org/wikipedia/commons/a/a4/Shandong_Jinpeng_Group_Limited.png,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01224,SURF-CCT2026R01224,2023,China / Hong Kong,IMG03,Wikimedia Commons file source / Sinopharm Star Shark VE Soft Capsules.jpg / page 140778173,Sinopharm Star Shark VE Soft Capsules.jpg,https://commons.wikimedia.org/wiki/File:Sinopharm_Star_Shark_VE_Soft_Capsules.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/4/4d/Sinopharm_Star_Shark_VE_Soft_Capsules.jpg/1280px-Sinopharm_Star_Shark_VE_Soft_Capsules.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01249,SURF-CCT2026R01249,2011,China / Hong Kong,IMG03,Wikimedia Commons file source / HK Sheung Wan 華泰國際大廈 Hua Qin Intl Bldg Scheme HK$6000 poster 文志華 Man Chi Wah office 340 QRC Nov-2011.jpg / page 17379230,HK Sheung Wan 華泰國際大廈 Hua Qin Intl Bldg Scheme HK$6000 poster 文志華 Man Chi Wah office 340 QRC Nov-2011.jpg,https://commons.wikimedia.org/wiki/File:HK_Sheung_Wan_%E8%8F%AF%E6%B3%B0%E5%9C%8B%E9%9A%9B%E5%A4%A7%E5%BB%88_Hua_Qin_Intl_Bldg_Scheme_HK$6000_poster_%E6%96%87%E5%BF%97%E8%8F%AF_Man_Chi_Wah_office_340_QRC_Nov-2011.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3e/HK_Sheung_Wan_%E8%8F%AF%E6%B3%B0%E5%9C%8B%E9%9A%9B%E5%A4%A7%E5%BB%88_Hua_Qin_Intl_Bldg_Scheme_HK%246000_poster_%E6%96%87%E5%BF%97%E8%8F%AF_Man_Chi_Wah_office_340_QRC_Nov-2011.jpg/1280px-HK_Sheung_Wan_%E8%8F%AF%E6%B3%B0%E5%9C%8B%E9%9A%9B%E5%A4%A7%E5%BB%88_Hua_Qin_Intl_Bldg_Scheme_HK%246000_poster_%E6%96%87%E5%BF%97%E8%8F%AF_Man_Chi_Wah_office_340_QRC_Nov-2011.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01250,SURF-CCT2026R01250,2012,China / Hong Kong,IMG03,Wikimedia Commons file source / HK Ap Lei Chau Wind Tower Park 鴨脷洲風之谷公園 Ap Lei Chau Shui Yuet Temple 水月宮 FaceBook address Poster April-2012.JPG / page 19089577,HK Ap Lei Chau Wind Tower Park 鴨脷洲風之谷公園 Ap Lei Chau Shui Yuet Temple 水月宮 FaceBook address Poster April-2012.JPG,https://commons.wikimedia.org/wiki/File:HK_Ap_Lei_Chau_Wind_Tower_Park_%E9%B4%A8%E8%84%B7%E6%B4%B2%E9%A2%A8%E4%B9%8B%E8%B0%B7%E5%85%AC%E5%9C%92_Ap_Lei_Chau_Shui_Yuet_Temple_%E6%B0%B4%E6%9C%88%E5%AE%AE_FaceBook_address_Poster_April-2012.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/a/a7/HK_Ap_Lei_Chau_Wind_Tower_Park_%E9%B4%A8%E8%84%B7%E6%B4%B2%E9%A2%A8%E4%B9%8B%E8%B0%B7%E5%85%AC%E5%9C%92_Ap_Lei_Chau_Shui_Yuet_Temple_%E6%B0%B4%E6%9C%88%E5%AE%AE_FaceBook_address_Poster_April-2012.JPG/1280px-HK_Ap_Lei_Chau_Wind_Tower_Park_%E9%B4%A8%E8%84%B7%E6%B4%B2%E9%A2%A8%E4%B9%8B%E8%B0%B7%E5%85%AC%E5%9C%92_Ap_Lei_Chau_Shui_Yuet_Temple_%E6%B0%B4%E6%9C%88%E5%AE%AE_FaceBook_address_Poster_April-2012.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01251,SURF-CCT2026R01251,2013,China / Hong Kong,IMG03,Wikimedia Commons file source / HK Mid-Levels 63F Bonham Road 興漢大廈 Hing Hon Building property agent shop poster 財神爺 Money God sign April 2013.JPG / page 25597529,HK Mid-Levels 63F Bonham Road 興漢大廈 Hing Hon Building property agent shop poster 財神爺 Money God sign April 2013.JPG,https://commons.wikimedia.org/wiki/File:HK_Mid-Levels_63F_Bonham_Road_%E8%88%88%E6%BC%A2%E5%A4%A7%E5%BB%88_Hing_Hon_Building_property_agent_shop_poster_%E8%B2%A1%E7%A5%9E%E7%88%BA_Money_God_sign_April_2013.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/7/70/HK_Mid-Levels_63F_Bonham_Road_%E8%88%88%E6%BC%A2%E5%A4%A7%E5%BB%88_Hing_Hon_Building_property_agent_shop_poster_%E8%B2%A1%E7%A5%9E%E7%88%BA_Money_God_sign_April_2013.JPG/1280px-HK_Mid-Levels_63F_Bonham_Road_%E8%88%88%E6%BC%A2%E5%A4%A7%E5%BB%88_Hing_Hon_Building_property_agent_shop_poster_%E8%B2%A1%E7%A5%9E%E7%88%BA_Money_God_sign_April_2013.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01252,SURF-CCT2026R01252,2013,China / Hong Kong,IMG03,Wikimedia Commons file source / HK Sheung Wan Po Yan Street shop art gallery Para Site Art Space June-2013 inside stairs wall posters.JPG / page 26788831,HK Sheung Wan Po Yan Street shop art gallery Para Site Art Space June-2013 inside stairs wall posters.JPG,https://commons.wikimedia.org/wiki/File:HK_Sheung_Wan_Po_Yan_Street_shop_art_gallery_Para_Site_Art_Space_June-2013_inside_stairs_wall_posters.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/d/dc/HK_Sheung_Wan_Po_Yan_Street_shop_art_gallery_Para_Site_Art_Space_June-2013_inside_stairs_wall_posters.JPG/1280px-HK_Sheung_Wan_Po_Yan_Street_shop_art_gallery_Para_Site_Art_Space_June-2013_inside_stairs_wall_posters.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01254,SURF-CCT2026R01254,2015,China / Hong Kong,IMG03,Wikimedia Commons file source / HK Sheung Wan Upper Station Street Tai Shan House entrance posters DAB July-2015 iron steel gate door DSC building incorp MO mail box.JPG / page 42039772,HK Sheung Wan Upper Station Street Tai Shan House entrance posters DAB July-2015 iron steel gate door DSC building incorp MO mail box.JPG,https://commons.wikimedia.org/wiki/File:HK_Sheung_Wan_Upper_Station_Street_Tai_Shan_House_entrance_posters_DAB_July-2015_iron_steel_gate_door_DSC_building_incorp_MO_mail_box.JPG,https://upload.wikimedia.org/wikipedia/commons/thumb/4/40/HK_Sheung_Wan_Upper_Station_Street_Tai_Shan_House_entrance_posters_DAB_July-2015_iron_steel_gate_door_DSC_building_incorp_MO_mail_box.JPG/1280px-HK_Sheung_Wan_Upper_Station_Street_Tai_Shan_House_entrance_posters_DAB_July-2015_iron_steel_gate_door_DSC_building_incorp_MO_mail_box.JPG,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
event_photo_or_context_image,P1,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,CCT2026R01255,SURF-CCT2026R01255,2015,China / Hong Kong,IMG03,Wikimedia Commons file source / SGR Book Cover.jpg / page 47275193,SGR Book Cover.jpg,https://commons.wikimedia.org/wiki/File:SGR_Book_Cover.jpg,https://upload.wikimedia.org/wikipedia/commons/thumb/3/3a/SGR_Book_Cover.jpg/1280px-SGR_Book_Cover.jpg,Reclassify as card/support material unless it is an item-level designed surface with source evidence.
