matrix_id,source_expansion_id,source_name,region,source_type,url,access_method,api_iiif_oai_data,record_family,period_1830_1930,period_1931_1970,period_1971_2000,period_2001_2026,image_value,text_value,rights_clarity,stable_identifier_quality,automation_feasibility,crawl_difficulty,default_image_zone,recommended_use,priority_1930_1970,source_status,deep_research_needed,use_notes
SEM087,GSE087,NID Archives and institutional publications,South Asia,Design school archive,https://www.nid.edu/,Web + manual PDF,manual,book_catalogue_text;authority_context;archive_finding_aid,secondary,strong,secondary,secondary,Low-none,High,Med,Med,Low-Med,high,IMG04,launch,P2 global-balance manual or semi-manual,candidate,yes,postcolonial design education and development communication
SEM088,GSE088,Eames India Report,South Asia,Design text,https://www.nid.edu/,PDF/manual source,manual,book_catalogue_text,secondary,secondary,secondary,secondary,Low-none,High,Med,Med,Low-Med,high,IMG04,launch,P4 later period support,candidate,yes,foundational text node for Indian design infrastructure
SEM089,GSE089,Design in India / India Design Council references,South Asia,Institutional/design policy source,https://www.indiadesigncouncil.org/,Web,manual,book_catalogue_text;authority_context,secondary,strong,secondary,secondary,Low-none,High,Med,Med,Low,high,IMG04,backup,P2 global-balance manual or semi-manual,candidate,yes,design policy and professionalization context
SEM090,GSE090,Qatar Digital Library,Middle East and North Africa,Digital library,https://www.qdl.qa/,Web + IIIF-like viewer,viewer and metadata; API needs verification,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,secondary,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,backup,P4 later period support,candidate,yes,Arabic/Persian/colonial print and public visual culture context
SEM091,GSE091,Bibliotheca Alexandrina Digital Assets Repository,Middle East and North Africa,Digital library,https://dar.bibalex.org/,Web,requires verification,periodical_newspaper;book_catalogue_text,secondary,strong,strong,secondary,Med,High,Low-Med,Med,Low-Med,high,IMG00,deep research,P2 global-balance manual or semi-manual,candidate,yes,Arabic publishing and periodical design context
SEM092,GSE092,National Library of Israel,Middle East and North Africa,National library portal,https://www.nli.org.il/,Web + API routes to verify,metadata and digital collection routes require verification,periodical_newspaper;poster_print_object;book_catalogue_text;authority_context,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,low,IMG02,backup,P1 text-rich crawl,candidate,no,"Hebrew/Arabic publishing, posters, institutional graphics"
SEM093,GSE093,Encyclopaedia Iranica / Iranian poster contextual records,Middle East and North Africa,Reference text,https://iranicaonline.org/,Web,manual,poster_print_object;book_catalogue_text;authority_context,secondary,strong,strong,secondary,Low-none,High,Med,High,Low,high,IMG04,backup,P2 global-balance manual or semi-manual,candidate,yes,Iranian poster and typography context when object records are thin
SEM094,GSE094,Poster House Iranian design pages,Middle East and North Africa,Museum/exhibition text,https://posterhouse.org/,Web,manual,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,Low-none,High,Med,Med,Low,high,IMG04,backup,P2 global-balance manual or semi-manual,candidate,yes,text-rich entry into Iranian poster design and typography
SEM095,GSE095,South African History Archive,Africa,Community/political archive,https://www.saha.org.za/,Web,manual/catalogue pages,poster_print_object;archive_finding_aid,secondary,strong,strong,secondary,High-restricted,Med,Low-Med,Med,Low,high,IMG00,launch,P2 global-balance manual or semi-manual,candidate,yes,"anti-apartheid graphics, Medu posters, counterpublic design"
SEM096,GSE096,South African History Online,Africa,Historical/context archive,https://www.sahistory.org.za/,Web,manual,book_catalogue_text;archive_finding_aid,secondary,secondary,secondary,secondary,Low-none,High,Med,Med,Low,high,IMG04,launch,P4 later period support,candidate,yes,text-rich context for anti-apartheid visual communication
SEM097,GSE097,Wits Historical Papers / Medu Art Ensemble resources,Africa,University archive,https://www.wits.ac.za/,Web + finding aids,manual,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-restricted,High,Low-Med,Med,Low,high,IMG00,backup,P2 global-balance manual or semi-manual,candidate,yes,Medu and anti-apartheid design context
SEM098,GSE098,Digital Innovation South Africa,Africa,Digital archive,https://disa.ukzn.ac.za/,Web,requires verification,periodical_newspaper;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,Low-none,High,Low-Med,Med,Low-Med,high,IMG04,deep research,P2 global-balance manual or semi-manual,candidate,yes,anti-apartheid periodical and campaign context
SEM099,GSE099,Trove,Oceania and Pacific,National aggregator,https://trove.nla.gov.au/,API + web,API and newspaper text routes,periodical_newspaper;poster_print_object;book_catalogue_text;web_born_digital;archive_finding_aid,secondary,strong,strong,strong,High-restricted,High,Med,High,High,low,IMG00,launch,P1 text-rich crawl,candidate,no,"Australian print, advertising, public information and web culture"
SEM100,GSE100,DigitalNZ,Oceania and Pacific,National aggregator,https://digitalnz.org/,API,DigitalNZ API,poster_print_object,secondary,strong,strong,secondary,Med,Low-Med,Med,High,High,low,IMG00,launch,P1 object/image crawl,candidate,no,"Aotearoa/New Zealand distributed print, poster and visual culture"
SEM101,GSE101,AIATSIS NAIDOC poster collection,Oceania and Pacific,Indigenous/community collection,https://aiatsis.gov.au/,Web + manual protocol review,manual,poster_print_object;archive_finding_aid,secondary,strong,strong,secondary,High-open,Low-Med,Med,Med,Low,high,IMG03,launch,P2 global-balance manual or semi-manual,candidate,no,Indigenous poster and public communication history
SEM102,GSE102,PANDORA / Australian Web Archive,Oceania and Pacific,Web archive,https://pandora.nla.gov.au/,Web,search interface; web archive rules,web_born_digital;archive_finding_aid,secondary,strong,strong,strong,Med,Med,Med,Med,Low-Med,high,IMG00,backup,P2 global-balance manual or semi-manual,candidate,no,born-digital Australian design and public communication
SEM103,GSE103,Internet Archive / text and periodical collections,Global / web / transnational,Repository,https://archive.org/,API + web,metadata API; file lists; web viewer,periodical_newspaper;book_catalogue_text,secondary,strong,strong,secondary,Med,High,Low-Med,High,High,low,IMG00,launch,P1 text-rich crawl,candidate,no,high-value text and periodical reservoir across all periods
SEM104,GSE104,HathiTrust Digital Library,Global / web / transnational,Digital library,https://www.hathitrust.org/,Metadata API + web,metadata and bibliographic APIs; access varies,periodical_newspaper;book_catalogue_text,secondary,secondary,strong,secondary,Low-none,High,Med,High,Med-High,low,IMG04,backup,P4 later period support,candidate,no,text-rich publication and bibliography layer
SEM105,GSE105,WorldCat / library authority discovery,Global / web / transnational,Bibliographic discovery,https://www.worldcat.org/,Web/API availability varies,authority and bibliographic discovery only,periodical_newspaper;book_catalogue_text,secondary,strong,secondary,secondary,Low-none,High,"High for citation, not image",High,Low-Med,low,IMG04,authority only,P3 authority enrichment,context_or_authority,no,"source-finding layer for books, catalogues, manuals, periodicals"
SEM106,GSE106,Chinese Posters,Mainland China,Poster-specific archive,https://chineseposters.net/,Public search + web item pages,no public API/IIIF verified; stable item/theme pages,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-restricted,High,Low-Med,High,Med,medium,IMG00,launch,P1 text-rich crawl,candidate,yes,high-yield mainland Chinese poster and campaign graphics connector
SEM107,GSE107,South Asia Open Archives,South Asia,Periodical/text repository,https://www.jstor.org/site/saoa/,Public search + stable JSTOR item pages,viewer/PDF-like access; API not assumed,periodical_newspaper;poster_print_object;book_catalogue_text,secondary,strong,strong,secondary,Low-none,High,Med,High,Med,medium,IMG04,launch,P1 text-rich crawl,candidate,yes,"text-rich South Asian print, political, and publication context"
SEM108,GSE108,Palestinian Museum Digital Archive,Middle East and North Africa,Community/archive portal,https://palarchive.org/,Public search + web item pages,source-hosted item pages; API not assumed,poster_print_object;book_catalogue_text;authority_context;archive_finding_aid,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,launch,P1 authority/context crawl,candidate,yes,Palestinian and transnational solidarity poster/documentary graphics
SEM109,GSE109,Digital Library of the Caribbean,Latin America and the Caribbean,Regional digital library,https://dloc.com/,Public search + downloads + web item pages,stable item pages; file/download behavior varies by partner,periodical_newspaper;poster_print_object;book_catalogue_text,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,launch,P1 text-rich crawl,candidate,no,"Caribbean periodicals, tourism graphics, labor/counterpublic print context"
SEM110,GSE110,Hemeroteca Digital Brasileira,Latin America and the Caribbean,Newspaper/periodical portal,https://bndigital.bn.gov.br/hemeroteca-digital/,Public search + viewer,viewer/OCR behavior; automation friction expected,periodical_newspaper;book_catalogue_text,secondary,strong,strong,secondary,High-viewer,High,Med,High,Low-Med,high,IMG02,launch,P1 text-rich crawl,candidate,no,"Brazilian periodical design, advertising, architecture/design magazines, public campaigns"
SEM111,GSE111,Hemeroteca Nacional Digital de Mexico,Latin America and the Caribbean,Newspaper/periodical portal,https://hndm.iib.unam.mx/,Public search + viewer,viewer/page access; API not assumed,periodical_newspaper;poster_print_object;book_catalogue_text,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,launch,P1 text-rich crawl,candidate,no,"Mexican periodicals, advertising, student movement and print culture context"
SEM112,GSE112,M68 Ciudadanias en Movimiento,Latin America and the Caribbean,Movement/community archive,https://m68.mx/,Public search + web item pages,repository behavior; item granularity requires probe,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-viewer,High,Med,Med,Med,medium,IMG02,launch,P1 text-rich crawl,candidate,no,Mexican 1968 student movement graphics and political visual culture
SEM113,GSE113,Tasveer Ghar,South Asia,Visual culture archive/essay source,https://www.tasveerghar.net/,Public search + web pages,manual/web-only,poster_print_object;book_catalogue_text;authority_context;archive_finding_aid,secondary,strong,strong,secondary,High-restricted,High,Low,Med,Low-Med,high,IMG00,source probe,P2 global-balance manual or semi-manual,candidate,yes,South Asian popular visual culture and commercial print context
SEM114,GSE114,Endangered Archives Programme,Global / web / transnational,Project-based digital archive,https://eap.bl.uk/,Public search + IIIF/source viewer,Universal Viewer/IIIF on sampled files,periodical_newspaper;poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,source probe,P2 source probe,candidate,no,regional print cultures and underdocumented periodical/newspaper materials
SEM115,GSE115,African Activist Archive,Africa,Community/political archive,https://africanactivist.msu.edu/,Public search + web item pages,manual/web-only,poster_print_object;book_catalogue_text;authority_context;archive_finding_aid,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,source probe,P2 global-balance manual or semi-manual,candidate,yes,"anti-apartheid and liberation solidarity graphics, newsletters, campaign materials"
SEM116,GSE116,National Repository of Nigeria,Africa,National repository,https://nigeriareposit.nln.gov.ng/,Public search + downloads,Handle/URI and PDF behavior; API not assumed,periodical_newspaper;poster_print_object;book_catalogue_text,secondary,strong,strong,secondary,Low-none,High,Med,Med,Med,medium,IMG04,source probe,P2 global-balance manual or semi-manual,candidate,yes,"Nigeria Magazine, public communication, ministry print, post-independence visual culture"
SEM117,GSE117,African Online Digital Library,Africa,Project/community portal,https://aodl.org/,Public web,project-specific web pages,book_catalogue_text;web_born_digital;archive_finding_aid,secondary,secondary,strong,strong,Low-none,High,Med,Med,Low-Med,high,IMG04,context only,P4 later period support,context_or_authority,yes,contextual African heritage and community archive support source
SEM118,GSE118,Taiwan Memory,East Asia,National memory portal,https://tm.ncl.edu.tw/,Public search + web item pages,citation export and item pages; restricted items present,poster_print_object;book_catalogue_text;authority_context,secondary,secondary,secondary,secondary,High-viewer,High,Med,High,Med,medium,IMG02,source probe,P4 later period support,candidate,no,"Taiwanese print, commercial art, advertising, and local visual culture context"
SEM119,GSE119,Shibusawa Shashi Database,East Asia,Corporate history/bibliographic database,https://shashi.shibusawa.or.jp/,Public search + web pages,manual/web-only,book_catalogue_text;authority_context,secondary,strong,strong,secondary,Low-none,High,Med,Med,Med,medium,IMG04,source probe,P2 source probe,candidate,no,"Japanese corporate identity, packaging, advertising, and company-history context"
SEM120,GSE120,National Archives of Singapore Poster Collections,Southeast Asia,National archive/poster collection,https://www.nas.gov.sg/archivesonline/,Public search + web item pages + permissions workflow,viewer/item pages; reuse permissions vary,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,source probe,P2 source probe,candidate,no,Singapore multilingual public-information and civic campaign graphics
SEM121,GSE121,Papers Past,Oceania and Pacific,Newspaper/periodical portal,https://paperspast.natlib.govt.nz/,Public search + OCR + open-data subset,METS/ALTO metadata for older newspapers; viewer,periodical_newspaper;poster_print_object;book_catalogue_text,secondary,strong,secondary,secondary,High-viewer,High,Med,High,Med,medium,IMG02,source probe,P2 global-balance manual or semi-manual,candidate,no,"Aotearoa/New Zealand advertising, public notices, typography and periodical layout"
SEM122,GSE122,Te Papa Collections Online,Oceania and Pacific,Museum collection,https://collections.tepapa.govt.nz/,Public web item pages,item-level image and rights behavior; API not assumed,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-open,High,Med-High,High,Med,medium,IMG03,source probe,P2 global-balance manual or semi-manual,candidate,no,"New Zealand posters, design objects, protest/campaign graphics, exhibition records"
SEM123,GSE123,Hungaricana,Eastern Europe,National/regional aggregator,https://hungaricana.hu/,Public search + web item pages,searchable text/images; API not assumed,periodical_newspaper;poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-viewer,High,Med,High,Med,medium,IMG02,source probe,P2 source probe,candidate,no,"Hungarian socialist/post-socialist periodicals, posters, local collections"
SEM124,GSE124,Getty Research Portal,Global / web / transnational,Bibliographic/full-text portal,https://portal.getty.edu/,Public search,full-text digitized publications and source links,book_catalogue_text,secondary,secondary,secondary,secondary,Low-none,High,High,High,High,low,IMG04,launch,P4 later period support,candidate,no,"design histories, exhibition catalogues, movement anthologies, regional monographs"
SEM125,GSE125,Getty Vocabularies,Global / web / transnational,Authority/vocabulary service,https://www.getty.edu/research/tools/vocabularies/,API + LOD + downloadable data,AAT/ULAN/TGN linked open data,authority_context,secondary,secondary,secondary,secondary,Low-none,Med,High,High,High,low,IMG04,authority only,P4 later period support,context_or_authority,no,"normalization layer for medium, movement, place, and maker names"
SEM126,GSE126,VIAF,Global / web / transnational,Authority service,https://viaf.org/,Public service/API ecosystem,authority clusters,authority_context,secondary,strong,secondary,secondary,Low-none,Med,High,High,High,low,IMG04,authority only,P3 authority enrichment,context_or_authority,no,"designer, studio, institution, and variant-name reconciliation"
SEM127,GSE127,State Library of NSW Collection,Oceania and Pacific,State library collection,https://collection.sl.nsw.gov.au/,Public web item pages,item pages with copyright status and image behavior,poster_print_object;book_catalogue_text;archive_finding_aid,secondary,strong,strong,secondary,High-open,High,Med-High,High,Med,medium,IMG03,source probe,P2 global-balance manual or semi-manual,candidate,no,"Australian poster, exhibition, cinema, festival, and public campaign graphics"
