capture_id,capture_file,source_title,object_year,exclusion_scope,reason,retain_as,source_record_url
CCT2026R00749,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B13.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B13.jpg
CCT2026R00750,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B2.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B2.jpg
CCT2026R00751,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B3.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B3.jpg
CCT2026R00752,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B4.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B4.jpg
CCT2026R00753,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B5.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B5.jpg
CCT2026R00754,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B6.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B6.jpg
CCT2026R00755,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B7.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B7.jpg
CCT2026R00756,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B8.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B8.jpg
CCT2026R00757,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B9.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B9.jpg
CCT2026R00758,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type PO2.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_PO2.jpg
CCT2026R00759,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type PO3.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_PO3.jpg
CCT2026R00760,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type PO4.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_PO4.jpg
CCT2026R00761,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type PO5.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_PO5.jpg
CCT2026R00762,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type PO6.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_PO6.jpg
CCT2026R00763,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type 7.jpg,2017,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_7.jpg
CCT2026R00765,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B14.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B14.jpg
CCT2026R00766,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B15.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B15.jpg
CCT2026R00767,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Tunisia stamp type B16.jpeg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Tunisia_stamp_type_B16.jpeg
CCT2026R00774,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA14aa.jpg,2010,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA14aa.jpg
CCT2026R00775,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA19.jpg,2010,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA19.jpg
CCT2026R00776,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA1bb.jpg,2010,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA1bb.jpg
CCT2026R00777,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA1.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA1.jpg
CCT2026R00778,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA10.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA10.jpg
CCT2026R00779,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA11.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA11.jpg
CCT2026R00780,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA12.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA12.jpg
CCT2026R00781,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA13.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA13.jpg
CCT2026R00782,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA14.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA14.jpg
CCT2026R00783,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA15.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA15.jpg
CCT2026R00784,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA16.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA16.jpg
CCT2026R00785,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA17.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA17.jpg
CCT2026R00786,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA18.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA18.jpg
CCT2026R00787,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA2.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA2.jpg
CCT2026R00788,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA20.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA20.jpg
CCT2026R00789,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA21.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA21.jpg
CCT2026R00790,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA22.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA22.jpg
CCT2026R00791,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA3A.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA3A.jpg
CCT2026R00792,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA3B.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA3B.jpg
CCT2026R00793,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA4.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA4.jpg
CCT2026R00794,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA5.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA5.jpg
CCT2026R00795,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA6.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA6.jpg
CCT2026R00796,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA7.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA7.jpg
CCT2026R00797,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA8.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA8.jpg
CCT2026R00798,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA9.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA9.jpg
CCT2026R00799,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB1.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB1.jpg
CCT2026R00800,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB10.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB10.jpg
CCT2026R00801,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB11.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB11.jpg
CCT2026R00802,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB12.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB12.jpg
CCT2026R00803,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB13.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB13.jpg
CCT2026R00804,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB14.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB14.jpg
CCT2026R00805,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB15.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB15.jpg
CCT2026R00806,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB16.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB16.jpg
CCT2026R00807,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB17.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB17.jpg
CCT2026R00808,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB1aa.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB1aa.jpg
CCT2026R00809,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB2A.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB2A.jpg
CCT2026R00810,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB2B.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB2B.jpg
CCT2026R00811,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB3.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB3.jpg
CCT2026R00812,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB4A.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB4A.jpg
CCT2026R00813,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB4B.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB4B.jpg
CCT2026R00814,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB4C.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB4C.jpg
CCT2026R00815,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB5A.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB5A.jpg
CCT2026R00816,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB5B.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB5B.jpg
CCT2026R00817,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA1aa.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA1aa.jpg
CCT2026R00818,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CA9aa.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CA9aa.jpg
CCT2026R00819,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Zimbabwe stamp type CB18.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Zimbabwe_stamp_type_CB18.jpg
CCT2026R01074,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type A1.jpg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_A1.jpg
CCT2026R01075,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type A2.jpg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_A2.jpg
CCT2026R01076,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type A3.jpg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_A3.jpg
CCT2026R01077,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type B1.jpg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_B1.jpg
CCT2026R01078,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type B2.jpg,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_B2.jpg
CCT2026R01079,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type B3.JPG,2011,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_B3.JPG
CCT2026R01080,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,"Stamps of Kazakhstan, 2012-05.jpg",2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Kazakhstan,_2012-05.jpg"
CCT2026R01081,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,"Stamps of Kazakhstan, 2012-06.jpg",2012,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,"https://commons.wikimedia.org/wiki/File:Stamps_of_Kazakhstan,_2012-06.jpg"
CCT2026R01082,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,2013-10-09 Stamp of Kazakhstan. Kazpost 20 Years.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:2013-10-09_Stamp_of_Kazakhstan._Kazpost_20_Years.jpg
CCT2026R01083,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Nazarbayev 2013 stampsheet of Kazakhstan.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Nazarbayev_2013_stampsheet_of_Kazakhstan.jpg
CCT2026R01084,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,2017 Winter Universiade 2016 stampsheet of Kazakhstan 2.jpg,2016,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:2017_Winter_Universiade_2016_stampsheet_of_Kazakhstan_2.jpg
CCT2026R01085,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Karatau Nature Reserve 2017 stampsheet of Kazakhstan.jpg,2017,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Karatau_Nature_Reserve_2017_stampsheet_of_Kazakhstan.jpg
CCT2026R01086,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Władysław Anders 2017 stamp of Kazakhstan.jpg,2017,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:W%C5%82adys%C5%82aw_Anders_2017_stamp_of_Kazakhstan.jpg
CCT2026R01087,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,25th anniversary of Kazcosmos 2018 stampsheet of Kazakhstan.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:25th_anniversary_of_Kazcosmos_2018_stampsheet_of_Kazakhstan.jpg
CCT2026R01088,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Alexandr Kolyadin 2018 Stamp of Kazakhstan.png,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Alexandr_Kolyadin_2018_Stamp_of_Kazakhstan.png
CCT2026R01089,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan meter stamp Almaty2018.jpg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_meter_stamp_Almaty2018.jpg
CCT2026R01090,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Kazakhstan stamp type B4.jpeg,2018,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Kazakhstan_stamp_type_B4.jpeg
CCT2026R01091,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Paralympics 2020 Stamp of Kazakhstan.jpg,2020,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Paralympics_2020_Stamp_of_Kazakhstan.jpg
CCT2026R01092,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,2022 Paralympics Stamp Kazpost.jpg,2022,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:2022_Paralympics_Stamp_Kazpost.jpg
CCT2026R01093,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Bibissara Assaubayeva Elena Rybakina 2023 stampsheet of Kazakhstan.jpg,2023,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Bibissara_Assaubayeva_Elena_Rybakina_2023_stampsheet_of_Kazakhstan.jpg
CCT2026R01121,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Stamps of Uzbekistan 2013 09.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamps_of_Uzbekistan_2013_09.jpg
CCT2026R01122,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Stamps of Uzbekistan 2013 10.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamps_of_Uzbekistan_2013_10.jpg
CCT2026R01123,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Stamps of Uzbekistan 2013 11.jpg,2013,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Stamps_of_Uzbekistan_2013_11.jpg
CCT2026R01124,capture_batch_commons_open_category_tree_image_2026_v1_records.csv,Uzbekistan stamp type 1.jpg,2014,primary_object_success,Post-2010 stamp/philatelic material can inflate contemporary design-object coverage.,card_or_appendix_if_research_relevant,https://commons.wikimedia.org/wiki/File:Uzbekistan_stamp_type_1.jpg
