capture_id,source_id,source_name,source_identifier,source_record_url,source_title,macro_region,country_or_region,image_presence_code,image_url_detected,quality_score,design_signal_score,design_signal_terms,authority_score,authority_tier,authority_terms,text_evidence_chars,risk_flags,surface_readiness,recommended_action,rights_boundary
NMIIC2026R0097,NMSS2026R0058,Centre algérien de la cinématographie,Q109017983,https://www.cinematheque.dz/,الرئيسية - المركز الجزائري للسينماتوغرافيا,Africa,Algeria,IMG02,https://www.cinematheque.dz/wp-content/uploads/2024/10/27130ca0b699544dccd048ff5379c852_XL.jpg,6,0,,2,library,library,786,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0099,NMSS2026R0019,Brokk'Art,Q115057190,https://www.brokk-art.com/,Accueil,Africa,Algeria,IMG02,https://brokk-art.com/wp-content/uploads/go-x/u/6135ac71-645c-4338-be41-a867b583d124/image.jpg,4,0,,1,gallery,gallery,453,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0102,NMSS2026R0001,Abderrahmane Benhamida library,Q133520492,https://bplpboumerdes.dz/,الرئيسية - المكتبة الرئيسية للمطالعة العمومية عبد الرحمان بن حميدة,Africa,Algeria,IMG02,https://bplpboumerdes.dz/wp-content/uploads/2022/11/bc.jpg,6,0,,2,library,library,766,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0103,NMSS2026R0243,Cécile Fakhoury Gallery,Q73399967,https://cecilefakhoury.com/,Cécile Fakhoury,Africa,Cote d'Ivoire,IMG02,"https://static-assets.artlogic.net/w_1200,h_630,c_fill,f_auto,fl_lossy,q_auto/ws-cecilefakhoury/usr/images/exhibitions/home_page_image/items/44/4403c3a5423041079fad352322e548e1/1z2a1293-copy-2.jpg",5,0,,1,gallery,gallery,689,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0104,NMSS2026R0313,Darb 1718,Q3702477,https://darb1718.com/,- Darb 1718,Latin America,Caribbean,IMG02,https://darb1718.com/wp-content/uploads/2023/03/IMG_9844-1024x683.jpg,5,1,workshop,2,cultural_center,cultural center,818,overbroad_country_or_region; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0108,NMSS2026R0292,Bibliotheca Alexandrina,Q501851,https://www.bibalex.org/en/default,Home - Bibliotheca Alexandrina,Latin America,Caribbean,IMG02,http://www.bibalex.org/images/bibalex_share.jpg,4,0,,2,library,library,530,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0110,NMSS2026R0355,Akenten Appiah-Menka University of Skills Training and Entrepreneurial Development,Q116455372,https://usted.edu.gh/,Home | USTED,Africa,Ghana,IMG02,https://usted.edu.gh/wp-content/uploads/2023/05/aamusted-scaled-e1685489277694.jpg,5,0,,3,university,craft; library; university,954,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0111,NMSS2026R0348,Artemartis,Q136662373,https://www.theartemartis.com/,ARTEMARTIS,Latin America,Caribbean,IMG02,http://static1.squarespace.com/static/63ffbb402a618f03233c3a41/t/640fa50bb1f61b0d68488004/1678746891320/Artemartis+logo+5.PNG?format=1500w,2,0,,1,gallery,gallery,440,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0117,NMSS2026R0431,Green Olive Arts,Q117705849,https://www.greenolivearts.com/,"Green Olive Arts: Artist Residency in Tetouan, Morocco",Africa,Morocco,IMG02,http://static1.squarespace.com/static/66ebde41b600a62fb2915444/t/68b95b3df1a97a502244b627/1756977981034/GOA+Logo+Large_Video1.png?format=1500w,7,1,workshop,2,cultural_center,cultural center; studio,838,low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0119,NMSS2026R0468,Source library,Q58973805,https://almowafaqa.com/,Accueil - Institut Œcuménique de Théologie Al Mowafaqa,Africa,Morocco,IMG02,https://almowafaqa.com/wp-content/uploads/2025/12/islamo-mini.jpeg,6,0,,2,library,library,567,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0120,NMSS2026R0488,Angels and Muse,Q111851157,https://vuurwerkwinkelbadbentheim.nl/,SC88 – Đăng Nhập SC88.COM – Trang Chủ SC 88 Top #1 Châu Á,Africa,Nigeria,IMG02,https://vuurwerkwinkelbadbentheim.nl/wp-content/uploads/2026/05/will-you-be-my-24.jpg,0,0,,1,gallery,gallery,728,spam_or_seo_pollution; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0124,NMSS2026R0545,Waaw,Q117774118,https://waawsenegal.org/,Guide complet de Melbet Sénégal 2026,Africa,Senegal,IMG02,https://waawsenegal.org/wp-content/uploads/2024/06/melbet.webp,1,0,,2,cultural_center,cultural center,817,spam_or_seo_pollution; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0125,NMSS2026R0530,Centre culturel Blaise Senghor,Q65154128,https://centrecultureldakar.com,Centre culturel régional de Dakar Blaise Senghor - Centre Culturel Régional Dakar,Africa,Senegal,IMG02,https://centrecultureldakar.com/wp-content/uploads/2026/01/50_ans_ccbs.jpg,6,0,,2,cultural_center,cultural center,726,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0126,NMSS2026R0552,Afronova,Q55690877,https://afronova.com/,Homepage - Afronova | Modern and Contemporary Art,Latin America,Caribbean,IMG02,https://afronova.com/wp-content/uploads/2024/04/Afronova-AKAA-2023-®-BDVA-8-1024x683.jpg,3,0,,1,gallery,gallery,686,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0130,NMSS2026R0557,August House,Q117791631,https://augusthouse.co.za,About Our Art Gallery & Art Studio Near Maboneng | August House About Our Art Gallery & Art Studio Near Maboneng | August House,Latin America,Caribbean,IMG02,https://augusthouse.co.za/wp-content/uploads/2025/01/Collage-workshop-with-Jibril_4-scaled.jpg,4,0,,2,cultural_center,cultural center; gallery; studio,873,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0137,NMSS2026R0607,Tekera Resource Centre,Q67781900,https://www.tekera.org/,Tekera | Uganda | International Development Done Differently,Africa,Uganda,IMG02,"https://static.wixstatic.com/media/b46511_5bfee989b7e24a71b4f16db69a0bfa41~mv2.jpg/v1/fill/w_960,h_608,al_c/b46511_5bfee989b7e24a71b4f16db69a0bfa41~mv2.jpg",4,0,,2,library,library,827,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0144,NMSS2026R0615,NUST Library,Q121283260,https://library.nust.ac.zw/,NUST Library Home -,Africa,Zimbabwe,IMG02,https://library.nust.ac.zw/wp-content/uploads/2024/06/93b8f4e8-4c14-4e30-8c71-ad7b2f12d1f2.jpeg,6,0,,2,library,library,498,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0146,NMSS2026R0237,Erdenesiin Khuree,Q128795563,https://www.erdenesiin-khuree.com/,Erdenesiin Khuree / Arts & Mongolian Calligraphy Center in Kharkhorin,Central Asia,Mongolia,IMG02,https://static.wixstatic.com/media/bb5f59_92601fa8fe344095a5c1d91a27a4ffe4~mv2.jpg,6,0,,2,cultural_center,cultural center,790,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0151,NMSS2026R0020,Chiayi Cultural and Creative Industries Park,Q10911193,https://www.g9cip.com/,嘉義文化創意產業園區,East Asia,Taiwan,IMG02,https://www.g9cip.com/wp-content/uploads/GuideMap.jpg,6,0,,2,cultural_center,cultural center,593,missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0152,NMSS2026R0083,Beneficial Microbes Museum and Tourism Factory,Q15198388,https://www.junbaby.com.tw/zh-tw,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,East Asia,Taiwan,IMG02,https://www.junbaby.com.tw/themes/zh-tw/assets/images/og_image.jpg,5,0,,3,museum,museum,692,generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0153,NMSS2026R0091,Beneficial Microbes Museum and Tourism Factory,Q15198388,https://www.junbaby.com.tw/en,菌寶貝博物館 | 探索微生物世界 | 吃好菌養好菌專家,,,IMG02,https://www.junbaby.com.tw/themes/en/assets/images/og_image.jpg,5,0,,3,museum,museum,689,missing_country_or_region; generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0159,NMSS2026R0098,open.data.al,Q97011999,https://ndiqparate.al/,Open Data Albania,Eastern Europe,Caucasus,IMG02,https://ndiqparate.al/wp-content/uploads/2021/01/opa-1.jpg,4,0,,2,library,library,532,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0171,NMSS2026R0384,"IBB, Minsk",Q131575376,https://ibb.by,"Зал для проведения мероприятий, Ареда площадки под мероприятие - IBB Минск",Eastern Europe,Caucasus,IMG02,https://thb.tildacdn.biz/tild3631-6234-4138-a164-393337306532/-/resize/504x/Hotel.JPG,4,0,,2,cultural_center,cultural center,731,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0173,NMSS2026R0349,Memorial Museum-Workshop of Zair Isakavič Azhur,Q13031455,https://azgur.by:443/,Главная страница - Мемориальный музей-мастерская З.И. Азгура,Eastern Europe,Caucasus,IMG02,https://azgur.by/wp-content/uploads/2023/12/dsc08540.webp,6,1,workshop,3,museum,museum,1071,overbroad_country_or_region; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0176,NMSS2026R0374,Palace of Culture of the Minsk Tractor Works,Q87188913,https://dkmtz.by,Дворец культуры МТЗ,Eastern Europe,Caucasus,IMG02,http://dkmtz.by/wp-content/uploads/2025/10/ЛОГОТИП-НА-ПРОЗРАЧНОМ-ФОНЕ-2.png,4,0,,2,cultural_center,cultural center,1004,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0178,NMSS2026R0628,Cultural center Gradiška,Q110049015,https://kcgradiska.com/,Naslovna - ЈУ Културни центар Градишка,Eastern Europe,Caucasus,IMG02,https://kcgradiska.com/wp-content/uploads/2021/04/kc-gradiska.png,4,0,,2,cultural_center,cultural center,1002,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0179,NMSS2026R0629,Cultural center Trebinje,Q61134138,https://kctrebinje.com/?_rstr_nocache=rstr538639ccfe8ab00c,Културни центар Требиње,Eastern Europe,Caucasus,IMG02,https://kctrebinje.com/h-content/themes/h-theme-child/media/social-image.jpg,4,0,,2,cultural_center,cultural center,738,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0181,NMSS2026R0659,Alliance française Stara Zagora,Q101417751,https://afbg.org/,CAPTOGEL : Kasihpaham Situs Toto Slot Online Terjamin Win & Terpercaya Hari Ini ! Clear Search Search Filter Options,Latin America,Caribbean,IMG02,https://veldrive.com/WFMKHfPR/terbangkerank1kitakawan.jpeg,-1,0,,2,cultural_center,cultural center,937,spam_or_seo_pollution; overbroad_country_or_region; missing_design_signal,quarantine_not_counted,exclude until source is replaced or manually repaired,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0182,NMSS2026R0652,"Library ""Branko Radičević"" in Derventa",Q31184087,https://bibliotekaderventa.com/,Библиотека Дервента - Најважнији догађаји у народној библиотеци,Eastern Europe,Caucasus,IMG02,https://bibliotekaderventa.com/images/biblioteka/biblioteka.jpg,4,0,,2,library,library,726,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0183,NMSS2026R0637,"Franciscan friary and church of St John the Baptist, Kraljeva Sutjeska",Q931577,https://kraljeva-sutjeska.com/,Franjevački samostan Kraljeva Sutjeska - Mir i dobro!,Eastern Europe,Caucasus,IMG02,https://kraljeva-sutjeska.com/wp-content/uploads/2020/01/005-child-b.png,4,0,,2,library,library,885,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0184,NMSS2026R0653,4 - ti may - 1897,Q107723878,https://nch-4mai-batak.com/,"Начало - Народно Читалище ""4-ти МАЙ"" - 1897 г.",Eastern Europe,Caucasus,IMG02,https://nch-4mai-batak.com/wp-content/uploads/2024/07/tancova-formaca-BIS.jpg,4,0,,2,library,library,735,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0189,NMSS2026R0695,Chamo,Q108337522,https://chamocamp.wordpress.com/,"CHAMO – A camping and glamping site in Vakijvari, GEORGIA",Eastern Europe,Caucasus,IMG02,https://chamocamp.wordpress.com/wp-content/uploads/2021/07/reduced-size2-7.jpg,4,0,,2,cultural_center,cultural center,924,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0190,NMSS2026R0675,Boyan Penev - 1949,Q61722487,https://boqnpenev1949g.alle.bg/,"НАРОДНО ЧИТАЛИЩЕ ""БОЯН ПЕНЕВ-1949 г.""",Eastern Europe,Caucasus,IMG02,https://boqnpenev1949g.alle.bg/-meta-og-image?1780672649,4,0,,2,library,library,551,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0191,NMSS2026R0683,Chestolyubie - 2010,Q47037382,https://chestolyubie-2010.alle.bg/,"Народно читалище ""Честолюбие - 2010г.""",Eastern Europe,Caucasus,IMG02,https://chestolyubie-2010.alle.bg/-meta-og-image?1780672650,4,0,,2,library,library,574,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0196,NMSS2026R0672,Bishop's Basilica of Philippopolis,Q20500169,https://www.plovdivmosaics.org/,HOME - THE BISHOP'S BASILICA OF PHILIPPOPOLIS,Eastern Europe,Caucasus,IMG02,https://www.plovdivmosaics.org/wp-content/uploads/2017/11/100717-4796.jpg,3,0,,3,museum,museum,657,overbroad_country_or_region; generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0198,NMSS2026R0689,Dimcho Debelyanov - 1960,Q124536128,https://ddebelyanov.com/,"Народно читалище ""Димчо Дебелянов-1960""",Eastern Europe,Caucasus,IMG02,https://ddebelyanov.com/#primaryimage,4,0,,2,library,library,627,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0199,NMSS2026R0723,Public Law Library of Chișinău,Q47484522,https://casaauto.md/,Интернет магазин шин в Кишинёве с доставкой по Молдове,Eastern Europe,Caucasus,IMG02,https://casaauto.md/upload/pirelli-shiny-diski-support.jpg,4,0,,2,library,library,740,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0204,NMSS2026R0776,"""Gheorghe Asachi"" County Library in Iași",Q137786107,https://bjiasi.ro/,Biblioteca Judeţeană „Gh. Asachi” Iaşi -,Eastern Europe,Caucasus,IMG02,https://bjiasi.ro/wp-content/uploads/2025/04/biblioteca_judeteana_gheorghe_asachi_iasi.jpg,4,0,,2,library,library,915,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0208,NMSS2026R0797,Bucharest Metropolitan Library,Q28726380,https://bibmet.ro/,Acasă - Biblioteca Metropolitană București,Eastern Europe,Caucasus,IMG02,https://bibmet.ro/wp-content/uploads/2016/09/site-icon.png,4,0,,2,library,library,626,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0210,NMSS2026R0774,"""Alexandru and Aristia Aman"" County Library, Craiova",Q42896114,https://aman.ro/,Acasă - Biblioteca Județeană „Alexandru și Aristia Aman” Dolj,Latin America,Caribbean,IMG02,https://aman.ro/wp-content/uploads/2026/04/marele_gatsby-196x300-1.jpg,4,0,,2,library,library,1129,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0212,NMSS2026R0780,"""Octavian Goga"" Cluj County Library",Q12721709,https://new.bjc.ro/,Acasa - Biblioteca Județeană „Octavian Goga” Cluj,Latin America,Caribbean,IMG02,https://new.bjc.ro/wp-content/uploads/2026/04/Drumul-catre-casa-1.jpg,4,0,,2,library,library,747,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0213,NMSS2026R0817,American corner in Novi Sad,Q130793986,https://acnsnews.wordpress.com/,Američki kutak Novi Sad – Najave programa u Kutku,Eastern Europe,Caucasus,IMG02,https://acnsnews.wordpress.com/wp-content/uploads/2022/04/cropped-belikutak.png?w=200,4,0,,2,library,library,618,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0214,NMSS2026R0804,Casa de Cultură Liviu Rebreanu,Q123034813,https://www.casadeculturanasaud.ro/,"CASA DE CULTURĂ ""LIVIU REBREANU"" NĂSĂUD | SITE-UL OFICIAL CASA DE CULTURĂ ""LIVIU REBREANU"" NĂSĂUD",Eastern Europe,Caucasus,IMG02,https://www.casadeculturanasaud.ro/continut/coperta/descriere-cuvinte-seo/images/image-placeholder.png,4,0,,2,cultural_center,cultural center,838,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0215,NMSS2026R0806,Casa de Cultură Marghita,Q83961863,https://marghita.ro/orasul/cultura/casa-de-cultura/,Casa de cultura - Primăria Municipiului Marghita,Eastern Europe,Caucasus,IMG02,https://marghita.ro/wp-content/uploads/2020/11/stema-Marghita-BH-2.png,4,0,,2,cultural_center,cultural center,640,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0218,NMSS2026R0827,Art55 gallery in Niš,Q24288084,http://art55.rs/,Home - Galerija Art55,Latin America,Caribbean,IMG02,http://art55.rs/wp-content/uploads/2020/04/Galerija-Nord-3.jpg,3,0,,1,gallery,gallery,716,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0219,NMSS2026R0805,Casa de Cultură Mangalia,Q82953566,https://mangalia.ro/2012/10/casa-de-cultura/,Casa de Cultură - Mangalia,Eastern Europe,Caucasus,IMG02,https://mangalia.ro/2012/10/casa-de-cultura/#primaryimage,4,0,,2,cultural_center,cultural center,936,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0222,NMSS2026R0856,Children's Cultural Center Niš,Q122387370,https://www.decijicentarnis.org.rs/our-school,О НАМА | DečijcentarNiš,Eastern Europe,Caucasus,IMG02,"https://static.wixstatic.com/media/4289fc_988f0b3cf01042deb0e2c53f516085ee%7Emv2.png/v1/fit/w_2500,h_1330,al_c/4289fc_988f0b3cf01042deb0e2c53f516085ee%7Emv2.png",4,0,,2,cultural_center,cultural center; school,579,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0223,NMSS2026R0847,Center for Culture Smederevo,Q12744920,https://sdkultura.rs/,ЦЕНТАР ЗА КУЛТУРУ СМЕДЕРЕВО,Eastern Europe,Caucasus,IMG02,https://sdkultura.rs/files/images/bottom-image.jpg,4,0,,2,cultural_center,cultural center,686,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0224,NMSS2026R0842,Building in Boška Đuričića 10 in Jagodina,Q61134929,https://mnmu.rs/,МНМУ - Музеј наивне и маргиналне уметности,Eastern Europe,Caucasus,IMG02,https://mnmu.rs/wp-content/uploads/01-01-Small-1.jpg,3,0,,1,gallery,gallery,759,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0226,NMSS2026R0855,Children's Cultural Center Majdan,Q133306175,https://www.dkcmajdan.org.rs/,Дечији културни центар Мајдан,Latin America,Caribbean,IMG02,https://www.dkcmajdan.org.rs/themes/custom/dkc_majdan_theme/dkc_majdan_og_image.jpg,4,0,,2,cultural_center,cultural center,587,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0227,NMSS2026R0862,"4 Library for adults, Ternopil",Q28955886,http://biblioteka4ternopil.blogspot.com/,ЕТНОТЕКА,Eastern Europe,Caucasus,IMG02,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEggYwPN3a-XsLX2GfL55c945dqq-RJv2GiG5Q64dJYTd-sQmlvLYyUsow3fBmNwjOdJt8gLYemHXaMw481U3Lv_lJq2qbr2ClRHTI1M5FyW8Tpa5Sxz9hGPotVO9WX-001dBS2RDcgIX1C69G4F7qya6plHmy-fUsuzCh0QNcNi0ltvZ_vTCVkQqxmZz1c/w1200-h630-p-k-no-nu/707012673_18097461182130824_3141197128347843535_n.jpg,4,0,,2,library,library,531,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0229,NMSS2026R0841,"Building art gallery ""Nadežda Petrović""",Q72070820,https://nadezdapetrovic.rs/istorijat-galerije/,Историјат галерије - Уметничка галерија Надежда Петровић,Eastern Europe,Caucasus,IMG02,https://nadezdapetrovic.rs/wp-content/uploads/2023/03/DSC9157-Novo-dvoriste.jpg,3,0,,1,gallery,gallery,1068,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0230,NMSS2026R0852,"Center for culture, tourism and sport Knić",Q61134879,http://www.knicturizam.org.rs/,Туристичка организација општине Кнић,Eastern Europe,Caucasus,IMG02,https://www.knicturizam.org.rs/wp-content/uploads/2021/10/turisticka-cover.jpg,2,0,,2,cultural_center,cultural center,821,overbroad_country_or_region; generic_non_design_source; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0236,NMSS2026R0887,Central District Library named after Pavlo Tychyna (Kyiv),Q12168420,https://dniprolib.com.ua/,Централізована бібліотечна система Дніпровського району м. Києва - Домашня сторінка Централізована бібліотечна система Дніпровського району м. Києва - Домашня сторінка,Eastern Europe,Caucasus,IMG02,https://dniprolib.com.ua/wp-content/uploads/2024/12/site_cover.png,4,0,,2,library,library,1059,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0239,NMSS2026R0109,Argentina Data Portal,Q97095896,https://datos.gob.ar/,Datos Argentina,Latin America,Caribbean,IMG02,https://datos.gob.ar/user_images/Captura desde 2024-10-02 20-21-03.png,4,0,,2,library,library,519,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0240,NMSS2026R0178,Biblioteca Pedagógica Eudoro Díaz,Q20013478,https://www.bibliotecaediaz.com.ar/,"Biblioteca Pedagógica ""Eudoro Díaz""",Latin America,Caribbean,IMG02,https://www.bibliotecaediaz.com.ar/media/img/800x0/2024-08/Dise_o_sin_t_tulo_1_.png,4,0,,2,library,library,609,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
NMIIC2026R0242,NMSS2026R0139,Biblioteca popular Cachilo,Q113143837,https://airelibre.org.ar/category/biblioteca-cachilo/,Biblioteca Cachilo archivos - aire libre,Latin America,Caribbean,IMG02,https://airelibre.org.ar/category/biblioteca-cachilo/#primaryimage,4,0,,2,library,library,651,overbroad_country_or_region; missing_design_signal; low_surface_signal,quarantine_not_counted,do not count as successful source without stronger design evidence,IMG02 only; no image download; no IMG01/IMG03 upgrade
