suggestion_id,surface_id,source_record_id,suggestion_type,current_label,suggested_label,suggested_region_id,suggested_geo_id,confidence_level,evidence_type,auto_apply_eligible,requires_date_check,external_validation_status,wikidata_country_found,suggested_action,years_found,risk_flags,review_priority,evidence,title,source_file
RGE-SCORE-00373,SURF-CGS2026R0942,CGS2026R0942,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulip","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 33, Ed. 1 Wednesday, September 16, 1846 - DPLA - afa3420cb7ee4a90dcdc2b98e0120675 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00374,SURF-CGS2026R0943,CGS2026R0943,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 34, Ed. 1 Saturday, September 19, 1846 - DPLA - baea3409997e8544468dc166110c2eac (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; Category:Artworks without Wikidata item Category:","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 34, Ed. 1 Saturday, September 19, 1846 - DPLA - baea3409997e8544468dc166110c2eac (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00375,SURF-CGS2026R0944,CGS2026R0944,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 35, Ed. 1 Wednesday, September 23, 1846 - DPLA - a25099e3995a82feac5d2eec5ec8cfcc (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulip","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 35, Ed. 1 Wednesday, September 23, 1846 - DPLA - a25099e3995a82feac5d2eec5ec8cfcc (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00376,SURF-CGS2026R0945,CGS2026R0945,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 36, Ed. 1 Saturday, September 26, 1846 - DPLA - 9013e0288e7ace38f116d05859562b6e (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 36, Ed. 1 Saturday, September 26, 1846 - DPLA - 9013e0288e7ace38f116d05859562b6e (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00377,SURF-CGS2026R0946,CGS2026R0946,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00378,SURF-CGS2026R0947,CGS2026R0947,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Thursday, October 1, 1846 - DPLA - 8cce77981f9f2807e48497b1921ffaee (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00379,SURF-CGS2026R0948,CGS2026R0948,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Tuesday, September 29, 1846 - DPLA - 3aca2ab93ccf22b99bf4032ee469df93 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 37, Ed. 1 Tuesday, September 29, 1846 - DPLA - 3aca2ab93ccf22b99bf4032ee469df93 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00380,SURF-CGS2026R0949,CGS2026R0949,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 38, Ed. 1 Sunday, October 4, 1846 - DPLA - 96673017bdd556786581a4ad3c2903b1 (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, Me","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 38, Ed. 1 Sunday, October 4, 1846 - DPLA - 96673017bdd556786581a4ad3c2903b1 (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00381,SURF-CGS2026R0950,CGS2026R0950,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 39, Ed. 1 Wednesday, October 7, 1846 - DPLA - bd410de780faadf2284bfae26fe17f64 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 39, Ed. 1 Wednesday, October 7, 1846 - DPLA - bd410de780faadf2284bfae26fe17f64 (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00382,SURF-CGS2026R0951,CGS2026R0951,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 40, Ed. 1 Saturday, October 10, 1846 - DPLA - 83214294aebb3cb05d0639c1ad294888 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 40, Ed. 1 Saturday, October 10, 1846 - DPLA - 83214294aebb3cb05d0639c1ad294888 (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00383,SURF-CGS2026R0952,CGS2026R0952,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00384,SURF-CGS2026R0953,CGS2026R0953,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 41, Ed. 1 Wednesday, October 14, 1846 - DPLA - d66a8595e30727e93ad1882dc0ddfce7 (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00385,SURF-CGS2026R0954,CGS2026R0954,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 45, Ed. 1 Wednesday, October 28, 1846 - DPLA - 578cb9977ed95021a2a7da8612a24e1a (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 45, Ed. 1 Wednesday, October 28, 1846 - DPLA - 578cb9977ed95021a2a7da8612a24e1a (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00386,SURF-CGS2026R0955,CGS2026R0955,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 46, Ed. 1 Saturday, October 31, 1846 - DPLA - f863cf3e9c56f7689f8da3469c882807 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 46, Ed. 1 Saturday, October 31, 1846 - DPLA - f863cf3e9c56f7689f8da3469c882807 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00387,SURF-CGS2026R0956,CGS2026R0956,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00388,SURF-CGS2026R0957,CGS2026R0957,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 49, Ed. 1 Wednesday, November 11, 1846 - DPLA - 9f3c8646383ab204221ba4cab56f5bc2 (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00389,SURF-CGS2026R0958,CGS2026R0958,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 53, Ed. 1 Wednesday, November 25, 1846 - DPLA - a5ee297a49b8b134eece980f39f65cd8 (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 53, Ed. 1 Wednesday, November 25, 1846 - DPLA - a5ee297a49b8b134eece980f39f65cd8 (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00390,SURF-CGS2026R0959,CGS2026R0959,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 54, Ed. 1 Saturday, November 28, 1846 - DPLA - f00d61fcfe59be82cd85484557d3550a (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 54, Ed. 1 Saturday, November 28, 1846 - DPLA - f00d61fcfe59be82cd85484557d3550a (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00391,SURF-CGS2026R0960,CGS2026R0960,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 56, Ed. 1 Saturday, December 5, 1846 - DPLA - 3c5ef2dd1c989885286d9018bfb6cb38 (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas,","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 56, Ed. 1 Saturday, December 5, 1846 - DPLA - 3c5ef2dd1c989885286d9018bfb6cb38 (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00392,SURF-CGS2026R0961,CGS2026R0961,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 60, Ed. 1 Saturday, December 19, 1846 - DPLA - 9bf3a5283d32672b9ff6b98715a3b8b5 (page 3).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 60, Ed. 1 Saturday, December 19, 1846 - DPLA - 9bf3a5283d32672b9ff6b98715a3b8b5 (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00393,SURF-CGS2026R0962,CGS2026R0962,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 1).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00394,SURF-CGS2026R0963,CGS2026R0963,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 62, Ed. 1 Saturday, December 26, 1846 - DPLA - 76a7136ee102dea3ac76ee203f62785c (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00395,SURF-CGS2026R0964,CGS2026R0964,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 63, Ed. 1 Wednesday, December 30, 1846 - DPLA - 6895c3e8d6e86c94ccc2b0d54eb33ce5 (page 2).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipa","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 63, Ed. 1 Wednesday, December 30, 1846 - DPLA - 6895c3e8d6e86c94ccc2b0d54eb33ce5 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00396,SURF-CGS2026R0965,CGS2026R0965,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1848,historical_split_requires_taxonomy_support,historical_split_review,"The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 9, Ed. 1 Saturday, July 4, 1846 - DPLA - 2a317251c829940bc63704f98be757df (page 4).jpg 1846 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: The American Flag. (Matamoros, Tamaulipas, Mexi","The American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 9, Ed. 1 Saturday, July 4, 1846 - DPLA - 2a317251c829940bc63704f98be757df (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00397,SURF-CGS2026R0966,CGS2026R0966,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 102, Ed. 1 Saturday, May 29, 1847 - DPLA - d6225041b308f617109356b2a9df82b7 (page 2).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico), V","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 102, Ed. 1 Saturday, May 29, 1847 - DPLA - d6225041b308f617109356b2a9df82b7 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00398,SURF-CGS2026R0967,CGS2026R0967,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 67, Ed. 1 Sunday, January 17, 1847 - DPLA - 9eed161354d3f4195527f499ddb592a2 (page 1).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico),","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 67, Ed. 1 Sunday, January 17, 1847 - DPLA - 9eed161354d3f4195527f499ddb592a2 (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00399,SURF-CGS2026R0968,CGS2026R0968,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 67, Ed. 1 Sunday, January 17, 1847 - DPLA - 9eed161354d3f4195527f499ddb592a2 (page 3).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico),","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 67, Ed. 1 Sunday, January 17, 1847 - DPLA - 9eed161354d3f4195527f499ddb592a2 (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00400,SURF-CGS2026R0969,CGS2026R0969,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 67, Ed. 1 Sunday, January 17, 1847 - DPLA - 9eed161354d3f4195527f499ddb592a2 (page 4).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico),","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 67, Ed. 1 Sunday, January 17, 1847 - DPLA - 9eed161354d3f4195527f499ddb592a2 (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00401,SURF-CGS2026R0970,CGS2026R0970,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 68, Ed. 1 Wednesday, January 20, 1847 - DPLA - b7d7937c9f34145ad5b2769d28ad333e (page 3).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 68, Ed. 1 Wednesday, January 20, 1847 - DPLA - b7d7937c9f34145ad5b2769d28ad333e (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00402,SURF-CGS2026R0971,CGS2026R0971,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 69, Ed. 1 Sunday, January 24, 1847 - DPLA - 4aa840e85084a8234d05d04b4c218a1a (page 3).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico),","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 69, Ed. 1 Sunday, January 24, 1847 - DPLA - 4aa840e85084a8234d05d04b4c218a1a (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00403,SURF-CGS2026R0972,CGS2026R0972,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 70, Ed. 1 Wednesday, January 27, 1847 - DPLA - 60e5550db49be620e62030b33ebfb59a (page 4).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 70, Ed. 1 Wednesday, January 27, 1847 - DPLA - 60e5550db49be620e62030b33ebfb59a (page 4).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00404,SURF-CGS2026R0973,CGS2026R0973,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 71, Ed. 1 Saturday, January 30, 1847 - DPLA - 885a97707244f78d724c9d185c2257c7 (page 2).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico)","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 71, Ed. 1 Saturday, January 30, 1847 - DPLA - 885a97707244f78d724c9d185c2257c7 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00405,SURF-CGS2026R0974,CGS2026R0974,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 72, Ed. 1 Wednesday, February 3, 1847 - DPLA - 9c1019f4c2ad69e45f3960ebd7ea4e83 (page 3).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 72, Ed. 1 Wednesday, February 3, 1847 - DPLA - 9c1019f4c2ad69e45f3960ebd7ea4e83 (page 3).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00406,SURF-CGS2026R0975,CGS2026R0975,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 73, Ed. 1 Saturday, February 6, 1847 - DPLA - 23eef56db6feb30f51adc96653ef5992 (page 2).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; | title: American Flag. (Matamoros, Tamaulipas, Mexico)","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 73, Ed. 1 Saturday, February 6, 1847 - DPLA - 23eef56db6feb30f51adc96653ef5992 (page 2).jpg",region_conflict_historical_split_suggestions_v1.csv
RGE-SCORE-00407,SURF-CGS2026R0976,CGS2026R0976,historical_split,United States,Mexico; United States military occupation context,,,medium,historical_period_rule,false,true,unchecked,,split_by_date,1846; 1847; 1848,historical_split_requires_taxonomy_support,historical_split_review,"American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 75, Ed. 1 Saturday, February 13, 1847 - DPLA - 829d781bea63aba95373f3512b20f317 (page 1).jpg 1847 placeText: Latin America / Mexico | sourceSubjects: Latin America; Mexico; advertising; Category:1847-02-13 Category:American Flag, Cameron Co","American Flag. (Matamoros, Tamaulipas, Mexico), Vol. 1, No. 75, Ed. 1 Saturday, February 13, 1847 - DPLA - 829d781bea63aba95373f3512b20f317 (page 1).jpg",region_conflict_historical_split_suggestions_v1.csv
